Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	However, if the larger bone is fractured, an extended healing period must be applied more forcefully.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	If both bones are fractured together, you should apply the treatment less forcefully.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	You should immobilize the hand figure, restore it and extend the healing process over a cushion, place the fingers of the hand apart above, as we have said before, and place the ear on the other side, and the patient should be lying down on a slanted bed.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	Place a cushion in front of him at his head or foot to prevent him from working.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And the minister should extend the arm from the lower side with his hand or linen, and another minister should do the same on top.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And the doctor immobilizes the bone until it reduces properly in the best possible way.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	If a splinter is in the fractured bone, you must make every effort to remove it from its location with your judgment.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	If a separated splinter appears that pierces the skin and is not hopeful for healing, you must cauterize it and remove it as we said before.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	However, if the fracture is with a wound, you have already done what we said in that special chapter, and therefore take care of it.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	If an abscess forms at the beginning of your restoration, you line up a cloth with a mixture of rose oil and white wax, neither too thick nor too thin, and place it over the abscess with gentle pressure until the abscess subsides; then remove the wax and apply a prepared plaster made of powdered milling and clay of huou, and cover the area; and let the hardened area, which is located above the fracture, be larger and stronger.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	Know that the number of bones in the arm is usually two or three, depending on whether the fracture occurs in one bone or both bones together.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And apply your pressure on the location of the fracture forcefully and persistently; when more movement is observed above or below the fracture, reduce the pressure slightly as a reminder to the beginning of this chapter.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	The soft, moist bandages that are wrapped around the fracture should not be hard or rough, and the one who binds it should be of moderate strength between fine and thick, as recommended.
E considera le membre e·l liament aprop alcus dias.	Consider the limb and the ligament for several days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	If any cause arises requiring correction, such as swelling of the limb, and you find it necessary to immerse the limb in warm water until the swelling subsides.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	Release the limb only when it has recovered, and restore the constriction.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	If the constriction has become softened and the bone has healed as in similar cases, then correct everything with your skill.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	If the nourishment is prevented from reaching the limb due to excessive constriction, then you should soften it slightly and leave it for several days until nourishment reaches it again, and strengthen it.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	If the patient does not experience any of the aforementioned causes, he should not be dislocated for more than about twenty days or less.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	Place the patient's hand in a sling due to its relaxing effect on movements, and make him sleep on his back.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	Know that this fracture is restored in thirty or thirty-two days, or at least twenty-eight days, and all of this depends on the patient's complexion and the skill of the practitioner.
Capitol .xiii.	Chapter XIII.
De restauracio de fractura de la pinche de la ma e dels ditz.	On the restoration of the fracture of the thumb and fingers.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	Know that the thumb fracture and finger joint fractures often result in simple dislocations rather than actual fractures, and do not treat them without careful observation.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And when the hand is fractured or dislocated, it is necessary for the patient to remain seated with his elbow resting on a flat surface and to rest the hand above it.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And the nurse should extend the broken bones and the doctor should align them properly until they are properly united.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	You should apply a plaster and padding if there is no abscess; otherwise, insert a probe according to the size of the wound, and then wrap it in bandages.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	If the fracture is in the inner part of the palm, you should make a dressing that covers the entire palm, and tell the patient to hold it with his injured hand; it should be tightly bound with long bandages.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	The probe made of cloth should be light enough for the cure to be applied to the palm and tightened as needed.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	If the fracture is in the outer part, you should place probes on both sides of the fractured area on the palm to keep it open and straight; then tighten the constriction as needed by rotating the hand in the socket between the fingers with ligaments.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	If there is a finger joint fracture, if possible, make an incision and align the bone as needed, then immobilize it with bandages and if desired, insert a small straight probe to raise the fracture and prevent deformity.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	If the fracture is in other fingers such as the middle finger, index finger, ring finger, or little finger, align and immobilize it with the help of the surrounding fingers; this is preferable. Or if desired, place a small probe on it as mentioned earlier for the incision.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	Consider the disposition of cautery for abscess and opposition (immobilization) with your treatment, taking into account any cases that may arise as described in the preceding narrative.
Capitol .xiv.	Chapter XIV.
De restauracio de fractura del os de la coyssa.	On the restoration of fracture of the hip bone.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The broken and displaced hip bone can be detected by palpation, as it becomes swollen in the surrounding area above and below the joint.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The restoration is carried out by immobilizing the bone with a bandage on both sides of the fracture and placing the patient on his stomach and face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	The nurse should extend the bandage to the entire fracture area if the fracture is in the middle of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	If the hip joint is dislocated, the bandage should be positioned near the bottom of the pelvis at the pubic bone to bring the extension upwards, and another bandage on the opposite side of the fracture.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	Similarly, if the fracture is at the bottom, make the bandage near the bottom and extend it to the opposite side of the fracture.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	The doctor should align the bones with both hands until they are properly aligned and joined by good union; then you should apply a plaster and bandages, if there is no swelling in the limb.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	If there is an abscess, leave it alone for several days until the abscess is drained, and then return to your treatment.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The bandage should be wrapped around the fracture in this way: wrap a firm bandage around the fracture, fold it two or three times and soak it in warm water; then wrap the thigh area to reach the knee and hip joint.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	Insert a long needle between the thigh and hip close to the groin at the pubic bone, and the extremities of the needle should come out from the other side of both parts, then turn it around on the thigh and hip so that any excess thread is removed from the stitch.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	Place a cushion on the thigh at the location of that fracture splint, and place one pin over the bone of the hip.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Fill the void between the thigh and hip with soft cloth, to help clot the flow of blood.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	Begin to tie the strong thread around the location of the fracture with three or four loops, and as you move away from the location of the fracture, your knot should be smaller, lighter and more moist.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Extend the thread to both ends of the needle as far as it reaches to the ankle of the foot, and tighten both ends of the needles from the other side so that the stitch does not come loose from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Loosen the stitch over that area so as not to cause corrosion, cauterization, abscess or inflammation and similar conditions; and if any such problem occurs, then cut it off immediately, and correct whatever may have occurred appropriately, as I have said many times before.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	However, if it is a bone problem that requires treatment, then you must pack it as possible; and if not, apply oil on it and leave it to heal, and cure it with what its previous memory suggests before it heals.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	In some cases, this thigh fracture may require stronger treatment than the previous ones, as I mentioned in the ankle and arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	However, in the healing of such a fracture, do not let the patient limp; and if it is only healed by itself, then apply the other leg as well, otherwise it is necessary that the one being treated limps continuously.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And know that the thigh heals in 40 days or a little less than a month, and everything depends on the complexity of the case and other conditions.
Capitol .xv.	Chapter XV.
De restauracio de la fractura de la rodela del denolh.	On the healing of the shinbone fracture.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	Know that the shinbone fracture takes a long time to heal, but it happens more slowly than in previous cases.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	However, if it is a fracture, then it is not simply a crack or break in its parts, but rather a wound or multiple wounds, and everything depends on the sensation.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	The healing of it is such that the broken parts are packed with what I have mentioned before, until they are brought together and joined as possible by means of calculation, ease and construction.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	Place plaster and place it over the round pin if necessary; and tighten with appropriate knots above it.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Consider all the dispositions I recommended in other fractures, such as cauterization and similar ones that counteract any accidents that may occur until it heals appropriately.
Capitol .xvi.	Chapter XVI.
De restauracio de la fractura de la camba.	On the healing of the thigh fracture.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	Know that in the thigh there are two bones, one of which is large and is called the hip bone; the other is thin and is called femur.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	And if any of the types of fracture occur in the two bones of the arm, and it is healed as the arm bone is, then the operation of it is one and the same.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	If both bones are broken together, the thigh is broken into all its parts.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	And if the thin bone is broken, the thigh is converted to fragments in front.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	And if the large bone is broken, it turns backward, and this is due to causes that you are not familiar with.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	Then administer extension, alignment and ligature of the splints according to the packing.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	However, if the thigh fracture does not have many complications, then the extension should be less and lighter, and alleviate with your expertise.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	And in the thigh there is some reason for operation on the arm, and this is when you pack the needles and complete all the work of that operation, then take pieces of pine wood that are placed under the causes that are placed alone, and they are made exactly like branches of palm; align those with a small thickness, and not be thick in the hands, and its length according to the length of the thigh, and from the hip to the foot.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	Wrap each piece of cloth in two layers according to the length of it, and place one over the fracture of the thigh of one part and the other over the other part, and they should be from the hip to the ankle joint of the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And tie the two needles in three places of the two ends and at the middle one, because with this stitch the thigh is prohibited from closing on the left and right sides, and this is a good position.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And a brace of pine wood according to the length of the thigh is administered; and it should be placed under the thigh to preserve its mobility.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	And moreover, it must be done for a fracture, and when that is a wound properly.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	Then apply warm compress to the wound every day and study it closely, and keep it from becoming an abscess or inflamed or affected by similar causes; and when any such cause occurs, immediately oppose yourself to it with something that is necessary until it heals.
Capitol .xvii.	Capital Chapter XVII.
De la fractura del talo e dels osses del pe e dels ditz.	On the fracture of the heel and the bones of the foot and the toes.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	A fracture does not occur in the entire heel, but occurs sometimes in the foot bones; and in the toes of the feet, fractures occur rarely, and do not occur except during birth or at times of delivery.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And if the bones of the foot are fractured and those bones are sometimes raised above themselves, then the patient should place their foot on the ground prepared in this way as they walk.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	Then place one foot on what is raised from those bones, and step on it, press, and hold it until it returns to its place.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	Then apply plaster and stop it, and place a small table under the belly of the foot with two flat surfaces.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And strengthen that area of the foot with traction, because you have wrapped it in bandages and other means required for that purpose.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And after three or four days have passed, you remove the bandages, because you will discover the bones are held together, or broken or dislocated, and the operation on these is so difficult to perform.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	But if the toes are broken, restore them and hold them together as I instruct you and recommend to you in the restoration of the hand.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	Then place the broken finger in position according to the length of the finger, and the hand should be slightly above it; and place this table which I have recommended under the foot, and strengthen that area with proper traction.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	But if what is broken consists of two or three or more bones, then you place a splint on each finger according to its size wrapped in linen cloth, and strengthen the table under the heel, and stand on one of the table's legs away from the belly of the foot so that it holds well.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And it is important for you to remember that you should not overlook all the causes I mentioned in other fractures and the accidents that I described, and oppose yourself to every accident with what is necessary.
Capitol .xviii.	Capital Chapter XVIII.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the fracture of the hump of a woman and the bone of the pelvis and the buttock of a man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the hump of a woman is broken, it should be made to rest in a sling, and incline it slightly to one side, and hold it behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And the midwife should fill the hump of cotton, and make it like that as hoped; and the woman should be confined, and raise her legs little by little, because all this is forgotten until it is in front of the hump as expected, and the broken bone returns to its place.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And place poultices on the legs, and when it is necessary to urinate, remove the cotton with ease and urinate, and reduce it and return it as described in the method used at the beginning, and return the poultice first.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And do this for seven days or a little more, because it is healed.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take a bladder of an ewe and strengthen it over the trough of the pelvis with a cane tube; and insert the entire bladder into the pelvis, and inflate the tube with air inside until the bladder is swollen in the pelvis, because the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And it should be filled with cotton and remain for as many days as recommended until it heals.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the bone of the pelvis in a man or woman is broken, administer to its restoration and fixation what I have recommended for the bone of the hip.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And that which is right should not be hidden in these proximate fractures and those which are rare, especially for the one who has studied this subject and knows my book; because that fracture indicates to you in the greatest dispositions the correct way of restoration and traction of it, so understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	But in the buttock of a man when it is broken, take a gooseberry leaf, and place the buttock on it; and place a cloth over it wrapped, and wrap it, and let it rest for three days or more until it heals.
Capitol .xix.	Capital Chapter XIX.
De restauracio de fractura dels osses quan es am plagua.	On the restoration of fractured bones when they are infected.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is appropriate to treat the person who has suffered a fracture with a wound, especially if the bone is large like the bone of the thigh or shoulder blade, or resembles it, to set and drain that as soon as possible if the conditions for setting bones are present as described previously.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	If the wound bleeds profusely, it is necessary that you take steps to stop the bleeding by applying powdered hematostatic agent if there is no other reason for it.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Then proceed to set the fracture on that day and do not delay, unless an abscess occurs.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	But if the abscess is cauterized, you should wait to set the fracture for up to nine days, until the abscess has subsided, and do not approach it on the third and fourth day, for you will cause bad outcomes.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	But if the broken bone is prominent above the skin, it is necessary that you perforate and reduce it with your hands with as little extension as possible.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	But if the reduction is not prepared and the situation with your hands, you should reduce it with this instrument; and this instrument is made of iron, the length of which is seven or eight inches, and the width according to the size of the wound; and it is necessary for the physician to choose one or two of these instruments based on the size of the fracture in every type of fracture.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	It should be round and as little curved as possible to ensure proper understanding of the situation during the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	It should have sharp edges at the margins of its extremities and be thicker at the bottom and smaller towards the middle.
E aquesta es la forma de lu:	This is the shape of it:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	It is called "labre volentz atelarem" in Greek, which means it is a small, flat tool.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Therefore, the end of the instrument should be stopped when it comes into contact with the protruding bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	You should probe it once to ensure that the bone has been reduced and is properly set.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Therefore, you should insert the instrument into the fracture ends to set them, and if the fractured bone is thin, do not use the tool for this purpose unless it has enough power to do so.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	But if you cannot reduce the bone entirely with the instrument we have recommended, you should make an incision using the chisels that were mentioned; or it could be one of the saws in any manner that is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	Then file down the bone that remains rough and has small splinters.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	Once the bone is set, and the patient feels intense pain gradually, you should know that the bone has not returned to its natural position; and then do what provides great relief to the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When your procedure on the bone is complete, immerse a piece of black mustard-oil-soaked cloth in vinegar and apply it directly to the wound, especially if it is summertime; do not pause over the wound or other cause where oil might be present, so that it does not cause pus formation and rotting.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	Then administer stitches at the time of your completion of the bone setting procedure, and leave the wound open so that you can make incisions with forceps and use bandages according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And be cautious not to strain the wound with the fracture, for many foolish physicians have done this before, causing their patients' death or corrosive and painful wounds, which is sinful.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if the ligature is loose, soft, and different from the ligatures of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	If the wound is large or a bad one and you are concerned about the potential for bad complications as we have warned, and there is pain at the site, it is not necessary to apply stitches; instead, apply a hard bandage in place of stitches and tighten it with them.
