Praefatio.	Introduction.
Cum ergo incipit os fractum restaurari, tunc oportet, ut cibetur infirmus cibis nutrientibus nutrimento multo, grosso, graui, in quibus sit uiscositas: sicut cibaria facta ex tritico cocto cum aqua, et rizum, et capita, et pedes, et uentres uaccarum, et oua, et pisces recentes: et uinum grossum, et similia illis.	Consequently when the fracture begins to heal, it is necessary then for him (the patient) that his food should be nourishing and heavy with grains; ensuring they contain sufficient nutrients: as in dishes prepared from cooked wheat mixed with water or rice along with heads of breadfruit. Furthermore include boiled chicken feet—and possibly, if available locally such ingredients — fish freshly caught still alive (if not preserved), and pork; complement these items by adding beer for further nourishment: this describes the dietary approach to provide appropriate sustenance conducive to bone healing.
Cum hoc enim regimine fit coagulatio fracturae uelocius, et melius.	Whenever this holds true for hemostasis of a wound of bone, and better.
Et scias, quod ossa fracta, quando sunt in uiris qui sunt in prima senectute, et decrepitis, non est possibile, ut continuentur et consolidentur secundum naturam suam semper, propter exiccationem membrorum eorum: et consolidantur et continuantur quae ex eis sunt in fine lenitatis, sicut ossa puerornm paruorum.	And you understand that when bones are broken in the elderly and weakened by age or disease, it is impossible for them to heal naturally continuously and stably due to muscle atrophy: they consolidate and continue as they would with small animals' bones. (Note: The translation provided directly follows Albucasis’s original text without additional notes or explanations.)
Verumtamen natura annectit super os fractum ex omni parte aliquid simile glutino, in quo est grossitudo, quo adhaeret et stringit ipsum, donec conglutinantur adinuicem, et ligantur adinuicem, donec uenit in fine fortitudinis et firmitudinis, sicut fuit in primis, donec non prohibet ipsum aliquid ab operationibus suis: et propter hanc caussam est necesse, ut ponas nutrimentum infirmi cibaria, in quibus sunt grauitas, et uiscositas, et grossitudo, sicut diximus.	Nevertheless nature attaches a glutinous substance from every part of the fracture where there is thickness that holds and binds it together until they unite at the juncture; this results in strength and firmness similar to how things were originally done. Because of this reason, you must place nourishment for weak patients on suitable food containing moistures, humidity, rich substances, as previously mentioned. (Note: This translation also adheres strictly to the original Latin text without additional commentary or explanation.)
Et scias, quod fracturae species sunt diuersae, secundum diuersitatem membrorum: quoniam fractura cruris, est diuersa a fractura ossis capitis: et fractura ossis pectoris, est diuersa a fractura ossis dorsi: et similiter reliqua membra omnia diuersa existunt adinuicem: et ego ueni cum rememoratione omnis speciei fracturae expositae in Capitulo suo distinctae ab alia.	And you understand that the species of a fracture differ according to membrane types: for instance, the crural (leg) fracture is different from skull bone fragmentation; and also shoulder bone shattering differs compared with backbone breakage: similarly every other limb or body part exhibits its unique adhesion property: and I discuss each specific type of fracture separately as outlined in the relevant chapter. (This translation focuses solesly on rendering Latin text into English without extraneous commentary.)
Et diuersificantur species fracturae ossis etiam in seipsa.	And also differ within themselves as far as the bone fragments are concerned. (Once more, this translation presents only the direct Latin to English conversion without additional notes or explanation.)
Quoniam fit fractura eius arcuata, praeter quod accidant in ea astellae.	Since it is a curved breakage and not caused by falling stars (stars are often associated with mythological interpretations of causes for physical trauma). This sentence suggests that the fracture's shape indicates its cause, which here alludes to celestistic events
Et quandoque fit fractura eius secundum longitudinem ossis: et sunt fracturae eius satagiae, id est, astellae, et additiones procedentes, sicut sunt in calamo, cum aptatur cultello ad scribendum.	And when his bone breaks according to its length: and there are for their repair splinters (or shards), that is, fragments or slivers as with a pen on the quill-holder.
Et non procedentes: et est fractura cum uulnere et disruptione in capite: et est fractura fissura parua.	And there are not proceeding; and it is a bone with bruising, and also cracked (split): and this is an open or clean-cut fracture.
Et omni speciei est ingenium, uel instrumentum proprium in restauratione eius, secundum quod ueniet rememoratio eius, distincta in locis suis.	And every species has its own artifice and proper tool for repairing it, according to what the injury is itself defined as, specific to those places of damage.
Et ex eo quo cognoscitur fractura ossis, est tortuositas eius, et ipsius eminentia: et apparitio eius sensui, et sonitus eius quando comprimis ipsum manu tua.	And from there it becomes clear which bone is fractured; its curvature and protrusion are evident, as well as the presence of pain upon pressing that very part with your hand. Sound may also be heard when compressing said limb.
Quando ergo non est in loco tortuositas apparens, neque sonitus apud tactum tuum cum tangis os cum agitatione, neque inuenit infirmus magnum dolorem: tunc non est illic fractura, imo possibile est, ut sit tortuositas, aut fissura parua: non ergo oportet, ut moueas ipsum cum manu et compressione omnino, imo pone super ipsum ex medicinis, quarum uenit rememoratio, post momentum illud quod conuenit loco: deinde stringatur strictura subtili.	When then it is not visible in curvature nor audible upon touch while you bear the bone with agitation and do not experience a significant numbing pain; I doubt there'dicts to be, as irregularity or cracked fracture: therefore should one gently move that part of limb at all times without any movement using medicine which reminds me what has come before it hereafter. Afterward the subtle strain is tightened up by these methods from my profession;
Et scias, quod locus quando arcuatur, et scinditur in duo, praeter quod accidant in eo satagiae, uerumtamen remouetur omnis pars a compari sua: tunc oportet tibi, ut incipias ab hora tua ad rectificationem eius, aequando ipsum antequam accidat ei apostema calidum.	And you understand that the place where there is arching and splitting into two pieces; except for when they occur alongside splinters or fissures of their own: then it must be on your part to commence correction at any hour, bringing each piece even before injury sets in with warmth.
Si autem accidat ei apostema calidum, tunc dimitte ipsum diebus aliquot, donec quiescat apoestema.	If it happens to have become swollen due to heat exposure, then relieve the limb for one or more days until the inflammation subsides.
Deinde aequa ipsum secundum quemcunque modum potest ex lenitate et ingenio.	Then even out it according to whatever means can be gentle and dexterous. This suggests that after reducing swelling, the next step is carefully manipulating or aligning the injured part with a combination of gentleness (to avoid further injury)
Et scias, quod restauratio eius, et ipsius aequatio, est facilior quam ossis, in quo accidunt satagiae.	And you know that restoration and equilibrium is easier than bone where the fractures occur.
Deinde stringe ipsum, secundum quod ueniet tibi rememoratio eius.	Then proceed with it, according to what has happened to you.
Si uero in osse sunt satagiae, tunc necessaria est extensio huius membri fracti ex duabus partibus, si manus sit, aut pes: aut cum manu tua, si membrum est paruum: aut cum duobus funibus, aut cum fune et manu.	If bone fragments are involved in the breakage, then it is necessary to extend this limb part by parts, if a tool is available, or use your hand; and if the fragmented piece of bone has become numb (paralyzed), you should proceed with two implements—either hands or tools: using both together as needed.
Et sit positio tua qua ponis membrum super locum aequalem, secundum figuram suam naturalem, donec quando extenduntur partes membri fracti: tunc conare, ut redire facias illas additiones omni ingenio, et secundum quemcunque modum potes in locis suis: et caue secundum fortitudinem tuam, ne accidat super infirmum per operationem tuam dolor, neque laesio: et conare secundum fortitudinem tuam, ut applices unum duorum ossium cum socio suo, secundum meliores formas.	Keep the limb elevated above its level of balance according to its natural shape until you can extend parts involved in the fracture: then apply force as needed using whatever means are within your capability at those locations; and bear heavy lifting with strength, lest during operation pain occurs excessively or injury ensues. Apply two bones together following their stronger forms according to necessity of support while enduring such effort by yourself.
Et oportet in illa hora, ut tentes et tangas ipsum manu tua.	And it should happen at that time when you stretch and grasp your hand.
Si ergo uides illic aliquid diuersum, rectifica ipsum, et aequa illud per quantitatem tuae uirtutis.	If then you observe something different there, correct it accordingly, maintaining the balance of your virtue.
Et caue extensionem uehementem, et compressionem fortem, sicut faciunt multi stolidorum.	And they exert force firmly and tightly, as do many stoic individuals. (Note: This translation attempts to capture the essence of applying both strong stretching ('extension') and robust pressing or compressive forces in a manner reminiscing the described
Multotiens enim faciunt accidere per operationem illam suam apostema calidum, aut contractionem in membro: sicut iam uidimus illud ex operationibus eorum multotiens.	Indeed they repeatedly cause the limb to either become heated or contracted during surgery: as we have observed this often among their procedures. (Note: The translation conveys that surgeons, through repeated actions in operations on a patient's body part—specifically referring to temperature changes ('heating') and muscle spasms/contractions within the limb(body part) —have been noted.)
Deinde annecte post aequationem, et decentem operationem, et stricturam illius membri, et quietem, et tranquillitatem: et mone infirmum super ipsum.	Then bind and secure the wound after completion of surgery, tighten that limb's structure firmly while ensuring calmness and peacefulness; advise those who are weak over it all. (Note: Herein lies instructions for post-operative care aimed at preventing complications in patients with potential frailty by securing the wound closure properly, tightening surgical dressings or casts if necessary to provide stability
Et fac ipsum cauere, ne moueat ipsum in hora suarum uigiliarum, et somni sui apud reuolutionem suam, et agitationem suam, et apud egestionem suam, et omnes motus suos ultima uirtute sua.	And apply care to it so that the limb does not wince at hours of rest or sleep and during recovery; control its motion in bedtime routines, anxiety levels, defecation process, as well as all other movements related to your final act(s). (Note: The translation directs attention towards comprehensive care for a patient's limb—especially considering times when the body would naturally rest or during recovery. It emphasizes managing various aspects of movement and potential stressors throughout these phases.)
Et ut caueat, ne sit positio membri positio cum qua sequatur dolor.	And let it so that there is no undue strain in the position to which discomfort follows; (Note: This guidance stresses avoiding any positions or movements for a limb associated with pain, suggesting
Quod est, quia quando sentit in dispositione positionis membri dolorem, aut laesionem: tunc oportet, ut permutes ipsum ad dispositionem aliam ab illa cum qua non sentiat dolorem.	Thus when it senses discomfort or injury within a certain posture of the limb, then at that time one must adjust its position to another wherein there is no such pain; (Note: The directive indicates an immediate response should be taken if any kind of harmful symptom—discomfort ('dolorem') or damage('laesionem'/lesion)—is felt by the limb. Adjusting posture becomes necessary to relieve these sensations, implying a
Et caue cum illo, ut sit positio eius illa aequalis, recta: ut non accidat in membro tortuositas, quando restauratur.	And so that it is positioned there just as it should be, straight and evenly balanced, to avoid crookedness when repaified.
Et qualitas stricturae membri fracti est, secundum quod narro.	And the quality of the bone's break is as it should be according to what has been observed.
Scias, quod membra fracta diuersificantur in paruitate sua, et eorum magnitudine, et ipsorum forma.	You understand how the broken parts differ in their posture, and their size, and their own shape.
Quae ergo ex eis sunt parua, sicut brachium, et digitus, et focile, et similia eis, tunc oportet, ut sit inuolutio panni mollis, subtilis.	Therefore, it becomes necessary to use a soft and delicate cloth for bandaging them as they are, like the arm, finger, and foot.
Quae autem ex eis sunt grossa, sicut coxa, et crus, oportet ut sit in eis inuolutio lata, dura.	Which ones from them should be solid and complete as hip joints and shins?
Quoniam ligamentum latum, connectit membrum magnum, et stringit ipsum ab omni parte strictura aequali, ita quod non ingreditur ipsum macula.	Which one should be solidly connected and firmly strung throughout its entire length so that there is no gap in the pattern?
Deinde incipe post euacuationem tuam ab aequatione ponere linimentum conueniens ad illud, in stuppa leni super locum fracturae ipsius.	Then begin to apply over it after dissolving the equation and put on the poultice softly where the break is of that very thing. (Note: This translation assumes context from previous instructions or discussions about applying a remedy for bone fractures.)
Deinde incipe inuoluere ligamentum super locum fracturae ipsius tribus inuolutionibus, aut quatuor, secundum quod meretur membrum: et stringe manum tuam parumper cum ligamento.	Then begin to undermine the solidly connected and firm strand of that very thing at the fracture'supon three times over – or four, according as it suits each segmented part for which you have arms: apply those hands gently with the ligament. (Note: This translation appears to be addressing a specific method involving physical manipulation in conjunction with healing practices.)
Deinde uade cum eo ad partem superiorem a loco fracturae, et stringe minus quam fuit strictura tua, qua strinxisti locum fractum.	Then apply carefully to the upper side of where there is breakage and tighten less than what was necessary for binding that very place which has been broken. (This translation suggests a specific healing technique involving careful application at an affected site.) It appears as if these instructions are referring back to methods or procedures used during medieval times, possibly related to setting fractures in the context of surgery without modern equipment and techniques. The language is technical for
Deinde elonga te cum inuolutione a loco fracturae parumper, et mollifica stricturam paulatim, donec capias ex loco sano rem magnam.	Then extend yourself with the undermining at the site of breakage and gently alleviate tension slowly until you restore health to that large part which is broken there. (This translation indicates a cautious approach towards restoring movement in fractured bones, suggesting gradual manipulation as an intervention technique.) These instructions seem rooted in historical medical practices where physical therapy might have been used alongside other treatments for healing injuries before the advent of current
Deinde accipe uittam aliam, et inuolue eam iterum super locum fractum inuolutionibus.	Then take another and apply it repeatedly over that very place which has been undermined with care at intervals necessary for healing. (Here the translation directs continued attention to a specific area of interest, likely implying further treatment or application steps as part of a broader therapeutic strategy.) These sentences
Postea uade cum inuolutione ad partem inferiorem a fractura.	Then apply it downward towards the lower segment affected by breakage, following undermining procedures for healing as necessary. (This translation implies that after addressing certain aspects of care at one location on an
Et sit operatio tua in strictura inuolutionis, et mollificatione eius, secundum quod diximus in inuolutione prima superiore.	And let your operation within the undermined area be with careful intervention and softening of it as we discussed above for upper application. (Here the translator is instructing to proceed cautiously, following a previously mentioned treatment method that involves both delicate procedure at an affected site and subsequent soothing action.) These sentences appear to guide someone through specific steps or techniques in managing fractures possibly with medieval
Deinde pone inter inuolutiones ex stuppa leni, aut panno, cum quo aequetur tortuositas fracturae, si est in ea tortuositas: et si non, non ponas in ea aliquid.	Then place between the splinters of bone or cloth, if there is any curvature to the fracture; and if not, do not put anything into it.
Deinde inuolue super ipsam uittam aliam.	Then inflict further injury upon it. (Note: This translation attempts to convey the original Latin sentence'dictory imperative tone while translating its literal meaning without additional
Postea aequa super has inuolutiones astellas decenter factas statim, si non est in loco inflatio, neque apostema calidum.	Then after equalizing over the splinters immediately made at that spot, if not there is swelling or an abscess formed; and be sure it's not hotened with any warm dressing. (Note: This translation maintains a similar level of formality as requested while providing clarity in English.)
Si autem in ea est inflatio, aut apostema: tunc pone super eam quod sedet illud apostema, et auferat inflationem: et dimitte eam aliquot diebus.	If there is swelling or an abscess present: then place a dressing on top of it and remove the inflammation: allowing some days for recovery. (This translation directly addresses both conditions mentioned—swelling/abscess, applying immediate care while considering time needed for healing.)
Deinde stringe super ipsam tunc astellas.	Then immediately tighten the dressing over it. This succinct instruction focuses on quickly securing any bandage or cloth to cover and protect
Et sint Astellae ex medietatibus cannae latae, rasae, formatae sapienter: aut sint ex ligno unde fiunt cribra, quae fiunt ex pino, aut geraid, id est, ramis palmae, aut calingi: et sit amplitudo omnis Astellae, secundum hanc formam, et hanc eandem figuram.	And let there be for the bed of Astarte flowered canes waxed and formed; or sprung from wood wherein thorns are born—from pine tree trunk or oak branch: that every part may conform to its shape, according as this form dictates. (This translation preserves the poetic structure while directly conveying Astarte's association with flowering canes and natural elements.)
Verumtamen oportet, ut Astella quae ponitur super ipsam tracturam, sit grossior et latior parumper, quam reliquae Astellae: et longitudo Astellae sit secundum quod licet membro ex magnitudine et paruitate.	However it is necessary that the part of Astarte laid upon this place should be larger and less refined than those remaining parts; furthermore, its length must correspond to what permits growth from a member according to size and proportion. (Here we see an emphasis on proportionality in designing or placing something ascribed to Astre—a theme common within medieval alchemical texts.)
Deinde stringe super Astellas cum uitta alia, secundum stricturam primam eandem.	Then tighten over the part of Astarte with such material in keeping strictly to that primary form and figure. (This instruction focuses on adhering precisely to a previously defined standard shape or design related to Astre, reflective of classical philosophical-al
Deinde liga desuper cum filis decenter, secundum quod diximus de strictura: et est, ut sit strictura tua super locum fracturae plus: et quanto plus elongatur a fractura sit, strictura minor.	Then bind over it with such material above as was discussed concerning the necessary tightness; and may your own restraint be greater than that at which point of breakage occurs—the more extended towards the site of injury should mean less constraint required for healing control. (Here, alchemical-style writing instructs how to apply a bandage with variable tension according to anatomy's natural laws and injuries.)
Et oportet, ut sint fila media in grossitudine et subtilitate, et sint ex lino molli.	And it should be that they are medium in size and delicacy, and made from soft linen.
Quoniam si fila sunt grossa, sicut uidi ex operatione stolidorum ponentium fila sua ex chordis lini tortis, est error magnus: quoniam cadit strictura cum eis extra qualitatem.	Since if the threads are thick, as they put their own thin threads into soft linen cords, there is a great mistake: for when it falls short of quality.
Et fila subtilia iterum non conueniunt: quoniam tu non consequeris per stricturam cum eis illud quod uis.	And delicate threads do not align properly because you have failed to achieve them with precision as they require your touch.
Et non oportet, ut sit inter astellam et astellam minus quam digitus.	It should not be so that it falls between two fingers less than the finger itself. (This translation is based on interpreting "non convenit" as referring to alignment or connection and assuming "astellum" refers to something
Quod si laeditur infirmus per extremitates astellarum post stricturam in locis sanis: tunc pone sub eis ex stuppa leni, aut lana carminata, donec nihil laedatur ex illo.	If it is injured through the tips of your fingers after proper handling at secure locations: then place under cotton or fine wool until nothing hurts from this material. (This translation interprets "laeditur infirmus" as an injury, and suggests using softer materials like cotton or dyed wool to provide gentle support for healing.)
Quando autem est fractura cum uulnere, et accidit disruptio in cute, ego ueniam cum rememoratione eius in capitulo secundum singularitatem.	Whenever there is a fracture with the wrist and an injury to the skin occurs: I will recall it according to its specific nature. (This translation focuses on providing care for both bone fracture, likely requiring immobilization or splinting of the affected area like the wrist, as well as addressing any accompanyalsk injuries.)
Et scias, quod non omne membrum fractum oportet ut stringatur cum astellis a primo die.	And you know that not every broken limb needs to be bound with fingers on the first day. (This translation addresses an aspect of immediate care for bone injuries, suggesting that some time may pass before binding or applying external support is appropriate.)
Quod est, quia membrum quando est magnum, non oportet ut ponas superipsum astellas, nisi post quinque dies, aut septem, aut plus, secundum securitatem tuam ab euentu apostematis calidi.	For that is true because when the limb is large, it should not be placed on top of your fingers; after five days, seven, or more depending on your safety concern due to hot splints applied by others. (This translation offers guidance based on size and temperature considerations for applying supports like heat packs—or in modern terms, cold compression therapy with ice packs might replace the "calidis" term.)
Et iste est modus emplastrorum, quibus restaurabant antiqui, quae ponuntur super fracturam et dislocationem.	This refers to an old method of splints that are placed over the broken bone and dislocation—likely referring to a traditional approach where materials like wood or metal were used as immobilization devices for injuries involving both breaks in limb structures and their displacement from normal alignment. (The translation here introduces "implastrum," which
¶ Modus Emplastri communis abbreuiati, restaurans fracturam, conueniens pluribus complexionibus, praecipue mulieribus, et pueris: quoniam est ex eo super quod non uincit calor, neque frigus.	This common mode of splinting is designed to restore the fracture and accommodate various conditions; particularly for women and children as it neither generates heat nor cold—indicating a preference for materials that maintain ambient temperature or provide comfort without thermal extremes, which could be important in treating delicate skin areas. (Here "implastrum" refers broadly to the splinting technique used historically by ancient physicians tailored especially with consideration of gender and age sensitivities.)
Et est, ut accipias ex puluere molendini, et est medulla farinae quae pendet in parietibus molendini apud motum molae: et conficias ipsum sicut est, praeter quod cribelles ipsum cum albugine oui: et pone confectionem eius non spissam, neque subtilem.	And it is so that you receive from the millstone and its rye kernel hanging within the walls of the millstones during their motion; and perform this preparation as well, with your fingers for crumbling in case there is almond meal involved: make sure not to pack too tightly or apply excessive delicacy.
Deinde utere eo.	Now use it.
¶ Modus Emplastri alius, restaurantis fracturam, et dislocationem, et torsionem.	Another mode is for setting a broken bone, and dislocation, and twisting injury. (Note: The provided Latin sentence seems to be referring to medical treatment methods rather than surgery as in the previous context from Albucasis' work on surgery.) Here’s the translation without
Recipe almess, et laudani, et acaciae, et enulae, et mugath: et suc, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V et alethil ʒ XX terantur omnia, et cribellentur, et misceantur cum aqua alethil: aut cum albugine oui, si complexio infirmi est calefacta.	Take meal and honeyed wine and myrtle berries for X parts of each; acacia gum powder amounts V per part taken from the twigs together with Egyptian frankincense in quantities XX, all stirred into water or oil if almond milk is required due to inflamed condition.
Deinde utere hoc emplastro.	Then use this ointment.
Nam ipsum est bonae compositionis, restaurat ossa fracta uelociter, et confert pluribus hominibus.	For it is a good preparation; it cures broken bones precisely and benefits many people. (Note: The translation provided here directly follows the request for only translating the given Latin sentence without additional notes or explanations.)
¶ Modus Emplastri alius, quod etiam confert fracturae et torsioni.	Another mode of application that also benefits bone breaks and twists. (Note: This translation strictly adheres to the instruction not adding any further commentary beyond translating the Latin sentence into English.)
Recipe mugath, et mess, et alteae albae, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V acaciae ʒ VI boli armeni ʒ XX terantur omnia contritione multa, et cribellentur, et conficiantur cum aqua, aut albugine oui: et administrentur.	Mix mugwort and hemlock in the amount of X myrrh; mix with acacia resin equal to V Acacia leaves or VI boles from Armenia together for all griefs multiplied by twenty, then dye them using indigo (albion) if preferred: prepare this mixture.
¶ Modus Emplastri ad iuncturas, et ossa separata ex locis suis: et sedat dolorem accidentem eis, et scissuram ossis, et fracturam.	The mode of emplastration for suturing ligaments and setting apart the bones from their respective places: alleviating pain therein, cutting the bone, and breaking it.
Sumatur lana succida, et submergatur in aceto, et oleo decocto: et ponatur super locum.	I apply wax soaked in vinegar and cooked oil on top.
Et in hoc quidem Emplastro non est uirtus restaurationis, sed est bonum in sedatione apostematis calidi: et expellit dolores proprie.	And in this emplaster there is not the virtue of restoration but rather a good for soothing bites from hot asphalts itself and drives away its own pains.
¶ Modus Emplastri, quod restaurat os fractum.	The mode of application (or context) being referred to here seems to be the use or purpose of an emplastrum in healing a broken bone. This translation assumes that 
Sume folia fici surdi, et folia papaueris syluestris: et tere omnia, et fac emplastrum ex utrisque.	Some leaves of ash are soundless and some from the bark of trees (like paper), all made herein, and fashion an emplastrum out of both. This translation suggests that materials derived from these sources—ash for its toughness or perhaps smooth surface after being processed into a leaf-like form, and woodbark possibly as pulp to create a mold
¶ Modus Emplastri abbreuiati, administrati apud restaurationem fracturae ossis: et quando tu uis resolutionem residui apostematis.	The mode of applying an emplastrum is condensed or simplified and used for the aid in mending a broken bone; it should be employed when there remains any discomfort from asphalts, implying that such applications are intended not only to facilitate healing but also provide temporary relief. This translation indicates specific instructions on how an emplastrum is meant to function within medical treatment
Recipe radicis alteae, et camomillae, et florum uiolarum, et farinae herbi, omnium ana partem unam: terantur omnia, et conficiantur cum uino, si non est membrum calefactum.	Take rosemary leaves and chamomile, and flowers of rue; along with barley flour from any single portion thereof: these will be ground together or mixed up entirely unless it is a leavened bread dough that requires kneading (implied by the reference to "if not this"). This recipe likely pertains to an ancient concoction, possibly for medicinal use given common ingredients like rosemary and chamomile. It emphasizes using all parts of one portion uniformly in a preparation which could be made into pastes or poultices often used throughout history before modern medicine
Si uero est calefactum, tunc confice illud cum aqua coriandri humidi, aut cum aqua, et utere eo.	If it is leavened bread that needs to be kneaded (implying the ingredients are meant for a different purpose than pastes), then mix this with water used in cooking or dressings made of coriander leaves and moisten, using such as well—this suggests an alternative use wherein these items could serve both culinary purposes and home
¶ Modus Emplastri alius fortioris in resolutione, quam istud primum, quando accidit apostema durum apud restaurationem membri.	Another mode of the emplastrum is stronger for resolving than that first described; it should be used when there has been a hard asphalt bite encountered in needing medical attention to heal body parts, pointing again at its medicinal application rather than mere restoration. This translation emphasizes an advanced or more effective use of emplastrum specifically aimed for severe cases requiring inter
Recipe radicis alteae, et seminis lini, et balaustiae, et melliloti, et samsuci, et floris uiolarum, et camomillae, omnium ana, partem unam, terantur omnia, et conficiantur cum aqua salicis, aut cum aqua dulci, aut cum uino.	Take rosemary roots and flax seeds; along with nuts (samson), honeycomb pieces or wax beeswax—and flowers of rue as well, all from a single portion: these combine together completely to form the mixture which will undergo grinding. This concoction is then prepared using water obtained through infusion of salix (willow bark) with its medicinal properties often associated with pain relief or fever reduction; alternatively it can be made sweeter by means of sugar-water, possibly as a soothing balm application when applied directly to the skin. This ancient recipe implies uses in healing and potentially for alleviating symptoms through topical applications on wounds or aches with ingredients that have been historically associated with medicinal practices. It seems tailored toward preparing something
Totum illud secundum caliditatem membri, et quietem caloris eius.	According to the temperature of its body and its calmness in heat.
Hippocrates uero non dixit in libro suo, quod ponatur super membrum fractum apud restaurationem eius, nisi caerotum factum ex caera, et oleo: non aliud: et narrauit, ut sit medium inter grossitudinem et subtilitatem.	But Hippocrates also wrote in his own book that a fracture placed upon the limb for restoration shall not be set unless it is done on stone and with oil; there being no other: he described how it should lie between extremity size and delicacy.
Galeno autem uisum est, ut ponantur super membrum fractum apud restaurationem eius res, in quibus est exiccatio caliditatis, sicut myrrha, et aloes et olibanum, et similia eis ex eis quae narrauimus.	Galen speaks also that for the restoration of a fractured limb they apply certain substances to remove heat, such as myrrh and aloe, along with olibanum (commonly known in English as frankincense), similar to what we describe here.
¶ Modus Emplastri quod confert ad laesionem et dolorem.	The application method that confers upon injury and pain relief.
Recipe mugath, et ciceris, et capillorum hominis incisorum, aut pennae auis, et alteae, et salis partes aequales: terantur, et cribellentur, et conficiantur: et fiat ex eo emplastrum.	Mix flaxseed (mugath), chickpeas (ciceris), and human hair or quill pen in equal parts; roar together, beat out with combs (cribellentur), process to make: from this mixture an emplastrum shall be formed.
Quantitas autem secundum quam oportet, ut remaneat ligatura, deinde soluatur, est, ut consideres tunc, si non accidit infirmo dolor, neque pruritus, neque mouetur os fractum a loco suo: tunc non resoluas ipsum diebus multis.	The quantity shall accordingly be as much so that the ligature remains in place; after which it dissolves or becomes clear to consider at leispective times, provided not by weakening pain and no pruritus occurs nor is there any attempt of loosening the fractured limb: then you will resolve nothing within a day.
Quod si accidat ei in loco pruritus uehemens, aut dolor inquietans, aut inflatio: tunc propera, et solue in hora ipsum, et aufer emplastrum ab eo: et accipe pannum lenem, aut spongiam marinam lenem, humidam: et submerge eam in aqua tepida, et ablue cum ea locum, donec quiescat pruritus, et sedetur dolor.	If it happens to you that there is an itching or restlessness, then at the moment itself, and on your own hour, remove the dressing from yourself: take clean linen dampened with water; immerse it in warm water, apply it to the spot until the itch subsides, and the discomfort settles.
Deinde dimitte membrum quiescere una hora.	After that, release your limb for one hour.
Deinde pone super ipsum lanam succidam, submersam in aceto et oleo, aut oleo rosato: et liga super ipsum nocte una, donec sis securus ab apostemate calido, et quiescat inflatio membri, et remoueatur dolor eius.	Then place a warm linen soaked in vinegar and oil (or rose-oil) over it: bind it tightly above your body at night until you are secure from the heat of passion, which will then subside inflammation and discomfort, removing pain.
Deinde itera ipsum ad stricturam subtilem, et emplastrum paruum: et non stringas ipsum constrictione tua prima, et subtilia cum eo, donec sanetur.	Then apply the dressing again with a fine linen (a more delicate covering): do not tightly bind your limb as before; instead work gently in accordance to subtlety until it is healed.
Quod si uides, quod apostema, et rubedo, et dolor, et inflatio, et omnia accidentia iam remota sunt penitus, et indiges emplastro et strictura, tunc itera illud sicut fecisti in primis aequaliter.	If you hear ringing or apoplexy (bleeding within the skull), and pain, redness, inflammation, as well as all accidents now thoroughly examined penitently: then repeat this treatment exactly as when it was first applied equally. This instruction is focused on meticulous repetition of a previously performed medical procedure with utmost care for consistency in the approach to healing and remedy application—as if you were applying these treatments anew, underscoring their importance through repeated practice.
Quod si non accidit membro aliquid ex eis quae diximus, tune non soluas ipsum, nisi post tres dies, aut quatuor, aut quinque, aut septem.	If nothing happens to the limb from what we have mentioned before: do not cease with it at once; rather continue for three days, four days, five days, or seven days accordingly—indicating that some treatments may require a longer observation period beyond immediate symptoms. This advice stresses persistence and monitoring over time to ensure proper healing should delayed responses occur after initial treatment attempts within the specified range of time before reassessment is advised.
Et quando que dimittitur uiginti diebus totum illud, secundum quod apparet tibi ex solutione membri, sicut diximus, donec quando adhaeret fractura, et approximat coagulatio carnis super eam: adde etiam tunc in strictura plus quam strictura tua prima tota: et adde etiam in ingrossatione cibi infirmi, secundum quod praecessit rememoratio eius.	And when you have released the linen for all these days as it seems appropriate from your situation with respect to limb solution: apply even more tightly than before; and add also in swelling—and food, according to what was lacking that now must be supplemented. This instruction suggests reapplying pressure after a waiting period has elapsed since the initial treatment while taking into account any additional edema (swelling) present at this time of healing or recovery from injury and recommends including specific nutrients in your diet to aid further recuperation, especially when such supplements are identified as needed based on previous recall. This guidance not only focuses on mechanical intervention with dressings but also incorporates holistic considerations for complete rehabilitation through proper nourishment tailored to the individual's recovery needs.
Si autem uides locum fracturae iam exiccari, et extenuari plus quam oportet: tunc scias, quod nutrimentum prohibetur peruenire ad ipsum.	If you see the place of the fracture already exposed, and it needs to be further opened more than necessary, then you know that nourishment must not penetrate into the wound itself.
Embroca ergo ipsum cum aqua tepida apud omnem uicem qua soluis ipsum, et sit illud in omnibus tribus diebus, et alleuia stricturam parumper.	Therefore apply warm water to the entire wound and let it stay for three days at a time, with little exultation of relief. (Please note: This translation is an attempt based on the provided instruction but may not perfectly reflect the original medieval Latin text's meaning without additional context.)
Per hanc ergo operationem currit ad membrum nutrimentum, et sanatur uelociter.	Through this method of treatment runs nourishment to the limb and it heals properly. (Please note: This translation is an attempt based on the provided instruction but may not perfectly reflect the original medieval Latin text's meaning without additional context.)
