Praefatio.	 Praise
Et ex eis est cuius somnus multiplicatur.	 That which increases sleep.
Et ex eis est qui uidet in somno suo sanguinem et rubedinem, et interfectos, et plagas, et quae sunt similia illis.	 And that which causes blood and mucus to flow through one's sleep, cuts, bruises, and wounds, similar to what is mentioned earlier
Quando ergo uidemus aliquid ex illis, et proprie si est in tertia media mensis: praecipimus tunc uentosationem fieri, postquam praeterierunt de die duae horae, aut tres.	 Therefore when we wish to obtain something from them, the proper time is after two hours or three of wakefulness (i.e., during the third hour of wakefulness).
Iuuamentum autem Ventosationis nuchae, est: quoniam ipsa confert ad grauitatem in capite, et quod effunditur ad oculos.	 The ointment for Venasation (a procedure to cure headaches) is this: because it is applied to the head and brings relief to the eyes.
At uero oportet, ut sit illud post euacuationem totius corporis.	 And so it should be used after the complete evacuation of the body.
Et haec quidem Ventosa est loco phlebotomiae Cephalicae.	 And this is the ointment for the head vein (a procedure to cure headaches).
Et non licet, ut utatur ea qui est frigidae complexionis, aut in quo est catarrus.	 Do not use it if you have a cold or a dry complexion.
Nam infert ei nocumentum magnum.	 It will cause great harm to him/her.
Et propter illud non oportet, ut utantur ea senes, et in cuius capite sunt aegritudines frigidae.	 Do not use it if the patient has a cold or dry skin on their head.
Qui autem super eam fit assiduus, generatur super eum obliuio.	 If someone is very diligent in using this ointment, they will be covered with a rash all over their body.
Et propter illud oportet, ut praecipias Ventosatori, ut deponat manum suam cum uentosa parumper ad inferiora, timendo ex generatione obliuionis.	 And so it is important to use this ointment carefully when performing Venasation (a procedure for curing headaches) in order not to injure the hand while applying more vigorously towards the bottom of the face out of fear of an allergic rash (urticaria).
Ventosatio aut Alkehel, est loco phlebotomiae Fuscae, et phlebotomiae Basilicae, et propter illud confert asmati, et constrictioni anhelitus, et fissurae instrumenti anhelitus, et tussi, et repletioni.	 Venasation or Alkehel is the ointment for curing the veins in the head (a procedure to cure headaches), and the veins on the back of the hand; it also helps with constriction, the desire for cutting (the desire to cut something off) and the need for tools.
Et oportet, ut impellatur Ventosa Alkehel parumper, quoniam si ponitur inferius, generat debilitatem in corde, et stomacho.	 It is important that the ointment of Alkehel be applied more vigorously when placed lower down towards the heart and stomach.
Ventosatio uero alhagdahim, confert doloribus accidentibus in capite, et obtalmiae, et hemigraneae, et perforationi, et dolori in radicibus dentium: et est loco phlebotomiae Basilicae.	 The procedure to cure headaches (Venasation) can cause pain and accidents on the head, as well as paralysis of the limbs, perforation injuries at the roots of the teeth, and it is an ointment for curing veins on the back of the hand.
Et oportet, ut praecipias Ventosatori, ne premat manum suam cum scarificatione: ut non incidat arteriam, et accidat fluxus sanguinis.	 "It is necessary that you do not touch the hand with a cut when performing surgery, in order to avoid damaging the artery and causing blood flow to stop.
Ventosatio autem sub mento, confert alcolae in ore, et corruptioni gingiuae, et similibus eis ex aegritudinibus quae sunt in ore: et stat loco phlebotomiae alieherich, quae sunt in duobus labiis.	 "The blow to the mouth should be given by a hook instead of a knife; and also when giving any other injury or cut on the tongue, it is necessary to give another place for blood-sucking insects that are in the mouth.
Ventosatio autem spatularum, confert ad alchafacham, quae fit ex replexione, et caliditate.	 "The blow to the eye should be given by a hook instead of a knife; and also when causing any injury or cut on the eyelid.
Ventosatio uero interiorum partium duorum focilium, confert iuuamentum phlebotomiae uenarum trium, Basilicae, et Fuscae, et Cephalicae: quoniam ipsa attrahit sanguinem ex omnibus illis uenis minutis, quae sunt in carne: et attrahunt illae uenae minutae ex uenis aliis grossioribus eis, donec peruenit attractio ad uenas tres.	 "The blow to the inside of three nostrils should be given by a hook instead of a knife; and also when causing any injury or cut in the ears.
Et oportet, ut praecipias Ventosatori, ne multum procedat in scarificatione: quoniam locus est denudatus carne, et sub eo sunt nerui et arteriae.	 "It is necessary that you do not cause much damage to the cut; because the location has been stripped of flesh and there are veins and arteries underneath.
Ventosa autem quae uentosatur super alchausos, confert hemorroidibus Ani, et ulceribus inferioribus.	 "The blow that is given above the anus should be aimed at hemorrhoids and ulcers below; or it may be aimed at the skin around an anal tear.
Et oportet, ut praecipias Ventosatori, ut sit uentosa magna, et ut sit ex aere: quoniam locus indiget suctione forti, et fortasse franguntur Ventosae subtiles: et scarificetur scarificatione magna.	 "It is necessary that you give a strong blow instead of the mild one; and it must be aimed at air because the location requires great force to remove the delicate blows; or the cut may have been large.
Ventosae autem crurium minuunt diminutione manifesta: quoniam attrahunt sanguinem ex toto corpore, et conferunt doloribus antiquis in renibus, et matricibus, et uesica: prouocant menstrua, et conferunt bothor, et ademenul: et stant loco phlebotomiae duarum saphenarum, et alhorcobeni.	 "The blow to the head should be given by a hook instead of a knife; and also when causing any injury or cut on the ears.
Verumtamen debilitant corpus multum, et faciunt accidere syncopim in pluribus hominibus.	 "However, they may cause great harm to the body, and make it fall down many times in different people.
Et Ventosarum alhorcobeni iuuamentum est propinquum iuuamento Ventosarum duorum crurium.	 The blow given by a hook is close to the blow given by two hooks for cutting; as well as when giving any injury or cut on the ears.
Qualitas positionis Ventosarum est, ut ponas uentosam in primis uacuam, et sugas suctione temperata: et non prolonges positionem uentosarum, sed pone eas uelociter, et remoue eas uelociter, ut ueniant humores ad locum aduentu aequali: et non cesses iterare illud et continuare, donec uideas locum iam rubere et inflari, et appareat rubedo sanguinis: tunc ergo scarifica, et itera suctione paulatim.	 The quality of the blow is such that you should strike first with a quick blow and use an intermediate blow to remove any remaining resistance; do not prolong the position or keep them there too long so as to make all hearts rush towards their location equally: do not repeat the blows, but strike quickly once or twice.
Deinde considera in dispositione corporum.	 Therefore consider the body's arrangement
Nam qui ex hominibus est tenerae carnis, rarorum pororum, oportet ut scarifices ipsum semel, non plus: ut non ulceretur locus.	 The tender and fleshy parts of a man must be offered to sacrifices frequently, but not too often; otherwise the place (of sacrifice) will not remain whole.
Et praecipe Ventosatori, ut amplificet scarificationem, et profundet parum: et temperet suctionem in facilitate, et uelocitate, et motu suaui.	 And make use of the Ventosator to intensify cutting and to deepen it somewhat; so that he will control the flow of blood with a gentle touch, making him easy to apply and remove from any location.
Quod si in sanguine est grossitudo, tunc oportet, ut scarifices ipsum bis.	 If there is too much blood, then sacrifices must be offered twice.
In uice quidem prima aperitur uia subtiliationi sanguinis, et aquositati eius: et in secunda quidem perscrutationi exquisitae extractionis sanguinis grossi.	 At first the delicate art of bleeding is revealed to him; and secondarily he learns about extracting the purest blood from a great vein.
Si uero sanguis est faeculentus ualde, tunc fiat scarificatio uice tertia: ut consequatur ultimum.	 If only the foul-tasting blood is present, then sacrifices must be offered once more; so that it will finally end.
Et ad ultimum, quando uolumus extrahere sanguinem paulatim, uel parumper, sufficit nobis scarificatio una.	 And at last when we want to extract blood as quickly or even faster than usual, one sacrifice is sufficient for us.
Quod si uolumus extractionem sanguinis multi, scarificamus scarificatione plurima.	 If we wish to perform many extractions of blood with sacrifices, then let the sacrifices be made more often.
Et si nos mensuramus, quod sanguis est grossus: tunc oportet, ut scarificetur scarificatione profunda: et terminus aequalis in scarificatione, est profunditas cutis.	 And if we wish to measure the quantity of blood by sacrificing deeply; and then reach an equal end in sacrifice as well with the depth of cutting, it will be sufficient.
¶ Quid sit illud quod oportet administrari ex oleis apud positionem Ventosarum, et quid caueat uentosandus.	 What is to be done with those oils that must be applied near the position of the Ventosators, and what will they accomplish?
IN illo quidem cuius cutis est grossa, dura, fusca, et pori eius sunt stricti, oportet ut ungantur loca Ventosare cum oleis apertiuis, lenitiuis, resolutiuis: si est in tempore aestatis, sicut est oleum alkeiri, aut oleum uiolatum, aut oleum de amigdalis dulcibus, aut oleum de semine cucurbitae.	 For a man whose skin is thick and tough with many pores that are strict; it must be given oils in abundance to the Ventosators with gentle application, soft, quick removal so that they will soften the places of the sacrifice as if using oil for anointing or anointment (oil of the head), or for applying sweetness from the amydala or seeds of cucumber.
Et si est in tempore hyemis, tunc oleum narcissinum, aut oleum de lilio, aut oleum camomellinum, aut sarbatinum: et eis similia.	 If it is in a time of death; then use oil of Narcissus or Lily, or Camomile, or Sarbatim (a mixture used for anointment). And they are similar to those oils mentioned above.
Si uero superfluitas est grossa, frigida: tunc oleum sit amaracinum, aut oleum de balsamita aut oleum alben, aut oleum anetinum: et eis similia.	 If there is too much thick blood; then use oil of the Bitter Almonds or Balsamum or Alben (a mixture used for anointment). And they are similar to those oils mentioned above.
Si uero uentosandus est amplorum pororum, tenerae carnis: tunc oportet, ut prohibeatur ab oleo, et oportet ut isti abluant loca Ventosarum earum post uentosationem cum aqua rosata, aut cum aqua frigida, aut cum aqua solatri, aut cum aqua cucurbitae, aut cum aqua portulacae: et similibus eis.	 "The veins should be opened with the aid of large forceps, for delicate flesh: when this is done, it must be forbidden to use oil; and it must be that they may pass through the veins after the application of heated or cold water, or warm wine, or cold cucumber water, or portulacae water. And similarly there.
Ille autem cuius sanguis est multae humiditatis, abluat uentosas cum aceto, aut cum aqua myrti, et sumach: et similibus eis.	 "Whoever whose blood is very wet may open the veins with vinegar or water of myrtle; and so there.
Cuius autem superfluitates sunt grossae, abluat uentosas suas cum uino antiquo, aut cum aqua samsuci, aut decoctione aneti, aut camomillae: et eis similibus.	 "Whoever has excessive quantities in their veins may open them with old wine or water of myrtle, or with the decoction of aniseed, or with the flowers of chamomile; and to them similarly.
Et oportet, ut caueatur uentosatio in balneo, aut in uestigio balnei, imo oportet, ut administretur post exitum ex balneo per horam, aut per horas duas.	 "It is necessary that the opening of veins take place in a bath or by a bathing tub; and when it has been done after leaving the bath for one hour, or two hours.
Et non oportet, ut dormiat aliquis post uentosationem.	 "And it must not be that someone falls asleep after the veins are opened.
¶ Quid est quo oportet ut regatur Ventosandus, aut Phlebotomatus ante uentosationem.	 "What is needed to regulate Venous and Phlebo-matus before opening?
ET post eam oportet, ut consideres in primis: tunc si Ventosatus, aut Phlebotomatus sit cholericus, et uincunt super sanguinem eius acuitas et inflammatio: tunc oportet, ut accipiat infrigidantia, sicut granatum muzum: et etiam endiuiam cum aceto et lactuca, et secaniabin, et iuleb: et eis similia.	 "After that it is necessary to consider first of all: if Venous or Phlebo-matus becomes choleric and pain arises in his veins; then he must be given a cold remedy as quicklime: and also with vinegar and lettuce, and secaiabin, and iuleb. And similarly there.
Et pone cibaria eius pullos, et carnes ouium sekebiget, et cibos conditos cum agresta: et eis similia.	 "And put food in his veins; let him eat his fill of it; and give him cooked foods with vinegar; and similarly.
Et cuius complexio est frigida, oportet ut sumat in potu syrupum de melle, aut de almiua, aut alsecaniabin de seminibus factum: et sumat uinum odoriferum medium, quod est inter uetus et nouum: et praecipiatur, ut utatur paucitate cibi.	 "And whoever's complexion is cold it must drink syrups from acacia or almond; or else from the seeds of secaiabin; and he may drink fragrant wine that has been mixed with vinegar; and he should be given little food.
Et pone cibum eius pullos, et canebir: et passeres, id est, paruas aues: et pullos columborum issiadebet.	 "And put food in his veins; and let him eat fish; and you will be wise, namely by eating a small amount of bread; and the bread of doves is also good.
Et oportet, ut potus die uentosationis et phlebotomiae plus sit quam cibus: et oportet, ut detur in potu in quibusdam hominibus in horis tyriaca alfaroch, aut medicamen de musco, id est, muscata, aut alesselithe ante uentosationem: et ante phlebotomiam, aut post: ut confortentur membra principalia, et subtilietur sanguis.	 "The doctor must know how to make a vein of the same diameter as his finger and also how to tie it securely in order that nourishment may be taken from it, both for veins (venae) and arteries (arteriae). Furthermore, the physician should ensure that there is enough space within some men in order to perform surgery on their thighs with a knife. In other words, they must make an incision before taking nourishment or blood, either at the beginning of the operation or after; so as to relieve pain and alleviate discomfort.
Et non oportet, ut sumant eam in potu calefacto.	 "It is not recommended that he apply heat to it.
¶ De Ventosis sine scarificatione.	 "Without incising (cutting).
Uentosae autem quae sunt sine scarificatione, sunt Ventosae quae ponuntur super epar, et splenem, et podagram, et super uentrem, umbilicum, et loca renum, et pixidem anchae: quoniam ista membra non sufferunt scarificationem super se.	 "Furthermore, those veins which are placed on the ear or any other part of the head, they do not need incision (cutting) because their skin is very thin and they can be tied directly.
Et non quaeritur per eas, nisi aut attactio ex membro sanguinis ad membrum: sicut ponimus Ventosam super mammillas in aegritudine fluxus sanguinis narium.	 "It should not be sought through them unless there is a direct connection between the vein and the member of the body, such as tying the veins around the nipple during breast feeding.
Et utimur eis, ut soluamus a membro uentositatem frigidam inuiscatam in membro: sicut ponimus uentosam super uentrem, et umbilicum.	 "We should tie them so that cold nourishment is poured into the member through it.
Ipsa enim rarificat membrum, et calefacit ipsum, et remouet dolorem propterea, quia resoluit illam uentositatem.	 "This would cause the body to relax and be freed of pain because it had been relieved from nourishment.
Etiam ponitur super renes, quando accidit in eis opilatio, aut lapis.	 "When a stone is found within them, they are placed over one kidney or the other (left or right).
Uirtute enim attractionis suae fortasse aperit opilationem, aut eradicat lapidem ex loco suo.	 "The attraction of his finger would open an incision and remove a stone from its place.
Et similiter facit quando ponitur super epar, et splenem apud uentositatem terendam in eis utrisque.	 "And similarly when they are placed on the ear or elsewhere, he ties them to drain nourishment into each of these two places.
Et istae Ventosae administrantur uacuae cum sectione tantum.	 "These veins only receive water with very little cutting made in their surface.
Et quandoque administrantur cum igne.	 "And sometimes they are given with fire (scald).
Et quandoque administrantur plenae aqua tepida in aegritudinibus pleuresis: et illud est, ut impleatur Ventosa, et sit magna, aqua calida sola, aut aqua in qua decoctae sint herbae quae conueniunt.	 "And sometimes they are given with full hot water into the ears to ease pain and swelling.
¶ Forma Ventosae administratae cum igne.	 Formose venosi administrationis cum igni.
Sit amplitudo orificii eius duorum digitorum apertorum, secundum quod formauimus: et quantitas eius in profundo sit medietas palmi: et sit in latere eius in loco qui est circiter medium eius, foramen paruum, secundum quantitatem quod ingrediatur ipsum acus: fiat ex aere simul, aut citrino, grossorum marginum, lenium, aequalium, tersorum: ut non laedat membrum apud positionem suam super ipsum: et sit in medio eius uirga transuersa ex aere, aut ferro, ubi ponitur candela cum igne.	 Insert the bone through its opening with two fingers of its thumb and forefinger, as we have shown; then place it so that one end is at the lower side near the middle of the windpipe, the other in the upper part by inserting it into the windpipe: and let it be held in the middle where air enters and leaves.
Et iam fit haec uentosa magna, maior ea quam narrauimus, et parum minor illa, secundum aegritudines et aetatem eius qui utitur.	 And now we have made it large enough to be larger than what we had before; and only slightly smaller from the points of view of age and health: as is used in its position.
Ventosae enim puerorum, et extenuatorum sunt aliae, quam uentosae uirorum, et grossorum corporum.	 Its use for children, however, differs from that of adults; it is smaller and thinner than the one used by men or those with large bodies.
Qualitas autem ponendi hanc uentosam cum igne super membrum, est, ut accendas licinium cum igne ex lino decenter, aut candelam paruam ex caera: et pone eam super medium uirgae transuersae quae est in medio uentosae: ut sit accensus ignis circiter inferiorem partem uentosae, ut non comburatur corpus infirmi.	 The quality of applying it when heated over the body is as follows: it can be set ablaze with a flame from linen; or by using a small candle placed in front of it so that one end is below and the other above, to ensure that only the inferior part of it burns without burning through the body.
Deinde ponatur super membrum: et digitus sit super foramen quod dixi, donec quando tenemus uentosam: dum indigemus, auferamus digitum, et egredietur uapor super illud foramen, et soluetur uentosa statim.	 Then place it on the body; put your finger into its opening until you have hold of the formose, at that point take your finger out and let it fall back through the opening quickly so that there is no delay in breathing.
Deinde igni licinium secundum modum suum, et itera eam, si indiges illa.	 Then light up its flame according to its own way; and again do this whenever necessary.
In Ventosa autem quae administratur in aegritudine pleuresis cum aqua, non est uirga transuersa, neque foramen: et non administratur, nisi quia impletur aqua, et ponitur super membrum tantum.	 The formose used for washing with water is not to be held across the windpipe; it should not be administered unless filled with water and placed on the body as needed.
Et haec est forma eius.	 This is how we have shown its use.
Et haec Ventosa quanto plus est magna, ut capiat aquam multam, est melior.	 Its size has increased more than before, so it can hold a great deal of water and is better for washing.
¶ De suspensione Sanguisugarum.	 On the suspension of bloodsugars
Caput XCIX.	 The tenth chapter on the suspension of sugars in the head.
Sanguisugae non administrantur in pluribus, nisi in quibus membris non est possibilis positio uentosarum, propter paruitatem eorum, sicut labium, et gingiua, et eis similia.	 The veins of more than one member are not opened unless there is a possibility for the position of the vocal chords within them, because of their harmony and pleasantness, as in the tongue, gums, and similarly to those.
Aut in membro denudato a carne, sicut digitus, et nasus, et eis similia.	 The veins of a member exposed to skin are not opened unless there is a possibility for the position of the nose within them, as with the finger and nasal cavity, similarly to those.
Et qualitas utendi eis est: ut ueneris ex Sanguisugis quae sunt in aquis dulcibus, mundis a putredinibus.	 The quality of the veins for these is that they are easily extracted from the veins containing sweetness and not putrefaction.
Deinde dimittantur die et nocte in aqua dulci, donec famelicae sint, et non remaneat in uentre earum aliquid.	 They must be taken out during the day and night into sweet water until they are completely dried up, so that nothing remains within them.
Deinde euacuetur corpus in primis cum phlebotomia, et cum uentosis.	 After this, the body is first evacuated by phlebotomy, as well as by bleeding.
Deinde absterge membrum infirmi, donec rubeat.	 After this, the member must be cut off until it is completely free from all pus and blood.
Postea ponantur super ipsum.	 Afterwards they are placed on top of that.
Cum ergo implentur, et cadunt, et est possibilis suctio loci cum uentosa, tunc est magis ultimum in iuuamento: et si non, tunc ablue locum cum aceto.	 Afterwards they are inserted and fall off and the possibility of sucking at this point is with the flow of air, then it's even more ultimate with vomiting if not, then go to the place with vinegar.
Deinde cum aqua multa, et fricetur, et exprimatur.	 After that with much water, he strains and presses out (the veins).
Quod si prolongatur cursus sanguinis post casum Sanguisugarum, et est illud resudando: tunc infunde pannum lini in aqua frigida, et pone ipsum desuper, donec abscindatur resudatio.	 If the course of blood after the removal of veins is prolonged and remains there, then he introduces a cold pan into water and places it on top, until the residual drops out.
Quod si multiplicatur sanguis, tunc pulueriza super ipsum zegi tritum, aut gallas, et similia eis ex stipticis: donec abscindatur sanguis.	 If the blood is multiplied, then he compresses it with vinegar or wine and similar things from the vessels until all the blood has been extracted.
Aut ponantur super locum medietates fabarum excorticatarum: et dimittantur, donec adhaereant fabae in loco, nam sanguis abscinditur.	 Alternatively, they are placed on a cloth of medium thickness and are removed until the fabric adheres to the place because blood is being extracted.
Et oportet si necessaria est iteratio Sanguisugarum, quando est possibile, mutare eas.	 It should be when necessary there is repetition of phlebotomy, that it may change them.
Si autem prohibentur Sanguisugae a suspensione, tunc abstergatur locus cum sanguine recenti.	 If veins are prohibited by suspension, then the place with recent blood must be removed.
Aut fige acum in locis, donec egrediatur aliquid ex sanguine.	 Alternatively they may remain until something comes out of the blood from that location.
Deinde ponantur, nam ipsae quando sentiunt aliquid ex sanguine, adhaerent statim.	 When they feel something from blood, immediately they remove it
Quando ergo uis ut cadant, pulueriza super eas aliquid ex aloe trito, aut salem, aut cinerem: et cadent statim.	 When you want to die (i.e., when it is time for death), the pulse is taken from above and something from a wound, or saltpeter, or pitch, is applied; they quickly fall down.
¶ Partis Secundae Finis.	 The second part of the end
¶ Liber Chirurgici Albucasis Pars III.	 Third book on surgery by Albucasis
¶ Sermo uniuersalis de restauratione, et dislocatione, et curatione torsionis, et similibus.	 A lecture on the restoration of broken bones, dislocations, and the correction of twists.
Caput I.	 The first book on head injuries
Hoc Capitulum etiam multotiens est necessarium in arte Medicinae, et est restauratio fracturae, et dislocationis accidentium in ossibus.	 This chapter is very useful for the study of Medicine and contains restoration of fractures as well as dealing with dislocations caused by accidents in bones.
Scitote o Filii, quia iactant se de hoc Capitulo stolidi medicorum et uulgi, et qui non inspexerunt unquam antiquorum librum, neque legerunt ex eo literam.	 Hear you children, because many physicians and surgeons learn from this chapter; and those who have never read any other book on the subject will not understand it.
Et propter hanc caussam fit, quod iste modus ex scientiis in terra nostra est priuatus.	 And for that reason (that it contains useful information) this method is well known to the physicians and surgeons in our land
Et ego non obuiaui in eo unquam bono omnino, et non adeptus sum ex eo illud, quod sum adeptus nisi propter longitudinem lectionis librorum antiquorum, et studium super intellectum eorum, donec extraxi scientiam illius ex eis.	 I too have never learned from it anything good and I am not adept at all of what is said in this chapter; but when I took a long time to read the books on that subject, and studied more than my knowledge was worth, then I acquired some knowledge about it from those books.
Deinde adhaesi experimento et studio longitudine uitae meae.	 Then I used experiment and study during my youth.
Et iam descripsi uobis ex illo in hoc Capitulo totum quod continet scientia mea: et super quod praeteriit experimentum meum, postquam abbreuiaui illud uobis, et liberaui illud ex occupatione elongationis, et abbreuiaui illud fine abbreuiationis, et ostendi illud fine declinationis: et formaui in eo formas multas ex formis instrumentorum quae administrantur in eo, cum sit ex additione declinationis, sicut feci in duobus Capitulis praecedentibus.	 And I have described to you everything that my knowledge contained in this chapter; and beyond what experimentation was more than sufficient for me, when I showed it to you after reading it out loud, and gave it away from my occupation of reading books, and shortened the time to read fine points, and explained how forms were used by instruments as much as there are here above mentioned; so that in this chapter I formed many figures from the forms which are used in that field, considering declination added.
¶ Summae, et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fractorum, et diuersorum, si uniuscuiusque.	 In conclusion and collections of fractures of bones which is necessary before we begin the remembrance of broken members, and others, one by one.
Caput II.	 On the second head
Oportet, ut dicamus in prologo huius Capituli, summas sermonis, et capitula, ad quarum intellectum cogitur in primis artifex ad stationem super earum ueritatem: scilicet ut uos, et qui sunt prompti, sciant, uel addiscant hanc artem nobilem, et alii a uobis.	 In the second head, let us begin with an introduction to this chapter and its summaries, followed by the chapters whose intelligence is first in importance for our surgeon: namely those who are already proficient or will learn from it at your place
Dico, ergo, quod quando accidit alicui fractura, aut dislocatio, aut torsio, aut casus: tunc oportet, ut properes in primis ad phlebotomandum eum, et soluendum ipsum, aut utraque simul: si non prohibeat aliquid, sicut debilitas uirtutis: aut est ille cui accidit aliquid ex illis puer, aut senex decrepitus: aut est tempus uehementis caloris, aut uehementis frigoris ualde.	 When someone experiences a fracture or dislocation or torsion or any other such ailment, the surgeon must first seek to extract blood from them through phlebotomy; and if necessary also administer a purge or emetic as appropriate: unless something is prohibited by weakness of will power, so that it may be one who has caused harm to another person in childhood or old age, or due to great heat or extreme cold.
Deinde sit contentus in cibo suo, oleribus frigidis, et carnibus auium, et haedorum: et prohibe uinum, et carnes grossas, et repleri ex cibis et omni cibo qui replet uenas sanguine.	 Afterward he may be fed with cold water and drinks of ice and oil; and prohibited from drinking wine and fat meats and filling his stomach with anything that fills the veins with blood.
Donec quando securus sis ex apostemate calido, et non times effusionem materiei ad membrum: tunc redeat infirmus ad regimen suum primum cum quo cucurrit consuetudo eius.	 After you have become secure from the cold of another person and do not experience any leakage to your member; then the weak one will return first to his own regimen that he is accustomed to, in order to be cured
Cum ergo incipit os fractum restaurari, tunc oportet, ut cibetur infirmus cibis nutrientibus nutrimento multo, grosso, graui, in quibus sit uiscositas: sicut cibaria facta ex tritico cocto cum aqua, et rizum, et capita, et pedes, et uentres uaccarum, et oua, et pisces recentes: et uinum grossum, et similia illis.	 When therefore the mouth is restored, then it should be fed with food and drink, in which there are impurities that come from cooked tripe and broth and head and feet; and wine and other such things as well: and heavy wine and similar ones.
Cum hoc enim regimine fit coagulatio fracturae uelocius, et melius.	 With this regimen comes the coagulation of the fracture or dislocation, which is better
Et scias, quod ossa fracta, quando sunt in uiris qui sunt in prima senectute, et decrepitis, non est possibile, ut continuentur et consolidentur secundum naturam suam semper, propter exiccationem membrorum eorum: et consolidantur et continuantur quae ex eis sunt in fine lenitatis, sicut ossa puerornm paruorum.	 And you know that if the bones are broken when they are in young men or old age and decrepit; it is not possible to continue as we wish for them according to their nature always, because of the exhaustion of their members; so they will be consolidated and continued which from those are at rest lenity.
Verumtamen natura annectit super os fractum ex omni parte aliquid simile glutino, in quo est grossitudo, quo adhaeret et stringit ipsum, donec conglutinantur adinuicem, et ligantur adinuicem, donec uenit in fine fortitudinis et firmitudinis, sicut fuit in primis, donec non prohibet ipsum aliquid ab operationibus suis: et propter hanc caussam est necesse, ut ponas nutrimentum infirmi cibaria, in quibus sunt grauitas, et uiscositas, et grossitudo, sicut diximus.	 Nevertheless, nature has placed something of this sort over the mouth that is broken from all sides and filled with thickness to which it adheres and tightens itself until they are returned together; and they are tied together in the end of strength and firmness as was mentioned before unless there is not prohibited by its own actions: and because of this cause, we must place food for them according to their weakness that has been described.
Et scias, quod fracturae species sunt diuersae, secundum diuersitatem membrorum: quoniam fractura cruris, est diuersa a fractura ossis capitis: et fractura ossis pectoris, est diuersa a fractura ossis dorsi: et similiter reliqua membra omnia diuersa existunt adinuicem: et ego ueni cum rememoratione omnis speciei fracturae expositae in Capitulo suo distinctae ab alia.	 "Know that the species of fractures are diverse, according to the diversity of members; because a fracture of the thigh is different from a fracture of the skull; and a fracture of the chest bone is different from a fracture of the arm; similarly every member has its own kind of fracture except for the bones joined together in one part. And I am coming with an explanation of all kinds of fractures, set out in his chapter separately.
Et diuersificantur species fracturae ossis etiam in seipsa.	 "And there are also different species of fractures within each bone itself.
Quoniam fit fractura eius arcuata, praeter quod accidant in ea astellae.	 Because a curved fracture occurs without the stars falling out of it.
Et quandoque fit fractura eius secundum longitudinem ossis: et sunt fracturae eius satagiae, id est, astellae, et additiones procedentes, sicut sunt in calamo, cum aptatur cultello ad scribendum.	 And sometimes there is a fracture along the length of its bones; and there are fractures with hooks or spurs, namely stars and additions coming out as if from a hook, so that they can be written down by being scraped away while it is being drawn toward writing.
Et non procedentes: et est fractura cum uulnere et disruptione in capite: et est fractura fissura parua.	 And not coming out; and there is a fracture with a nail and disruption of the head; and there is a fracture through a hole.
Et omni speciei est ingenium, uel instrumentum proprium in restauratione eius, secundum quod ueniet rememoratio eius, distincta in locis suis.	 And for every species, one own tool or means of restoration is needed according to what the recollection does not explain clearly enough, set out separately in its places.
Et ex eo quo cognoscitur fractura ossis, est tortuositas eius, et ipsius eminentia: et apparitio eius sensui, et sonitus eius quando comprimis ipsum manu tua.	 And from the one through which a fracture of bones is known, there is its twisting and brilliance; and appearance to him, and sound when he is compressed by your hand.
Quando ergo non est in loco tortuositas apparens, neque sonitus apud tactum tuum cum tangis os cum agitatione, neque inuenit infirmus magnum dolorem: tunc non est illic fractura, imo possibile est, ut sit tortuositas, aut fissura parua: non ergo oportet, ut moueas ipsum cum manu et compressione omnino, imo pone super ipsum ex medicinis, quarum uenit rememoratio, post momentum illud quod conuenit loco: deinde stringatur strictura subtili.	 When therefore there is no apparent twisting in the place; and there is not a sound when you touch it with your hands and agitation; nor does it cause great pain, then there was no fracture at all possible, either tortuousness or short cut through: therefore do not press on to him completely by hand and compression, but put some medical remedy over him from which the recollection did agree upon the place; thereafter a subtle restriction should be drawn.
Et scias, quod locus quando arcuatur, et scinditur in duo, praeter quod accidant in eo satagiae, uerumtamen remouetur omnis pars a compari sua: tunc oportet tibi, ut incipias ab hora tua ad rectificationem eius, aequando ipsum antequam accidat ei apostema calidum.	 "You know that when it curves and is divided into two pieces, apart from the hooks falling out of it; however all its parts are released one by one: then you should be to start with your hand at the time of his correction before he strikes him a cold hook.
Si autem accidat ei apostema calidum, tunc dimitte ipsum diebus aliquot, donec quiescat apoestema.	 If a patient's fever reaches a critical point, then immediately remove him from any heat or warm substance and allow him to rest until the fever subsides.
Deinde aequa ipsum secundum quemcunque modum potest ex lenitate et ingenio.	 Gradually reduce his temperature through gentle application of ice packs and intelligence (?), making it equal with whatever means possible.
Et scias, quod restauratio eius, et ipsius aequatio, est facilior quam ossis, in quo accidunt satagiae.	 And you should know that the restoration of him and his balance is easier than breaking those bones.
Deinde stringe ipsum, secundum quod ueniet tibi rememoratio eius.	 Then gently remove any heat or warm substances from him until he remembers your instructions.
Si uero in osse sunt satagiae, tunc necessaria est extensio huius membri fracti ex duabus partibus, si manus sit, aut pes: aut cum manu tua, si membrum est paruum: aut cum duobus funibus, aut cum fune et manu.	 If the bones are broken, then there is a necessity to extend this member through two parts if he has hands or feet; if the member is a leg and it's not available with his hands or both legs are not available, then you need to use both ropes or one rope with your hand.
