Praefatio.	 Preface
Et oportet, ut sint fila media in grossitudine et subtilitate, et sint ex lino molli.	 The middle strip should have equal fullness and subtlety while being soft from linen.
Quoniam si fila sunt grossa, sicut uidi ex operatione stolidorum ponentium fila sua ex chordis lini tortis, est error magnus: quoniam cadit strictura cum eis extra qualitatem.	 If the strips are thick, like those tied by strong stitches of linen cords that were twisted in making them - such an error is great, because when these strips come off it loses its fullness and quality.
Et fila subtilia iterum non conueniunt: quoniam tu non consequeris per stricturam cum eis illud quod uis.	 The middle strip will not match the second time - this is because you cannot adjust their tightness with these strips as they were before.
Et non oportet, ut sit inter astellam et astellam minus quam digitus.	 It should not be less than one finger's width between all wounds.
Quod si laeditur infirmus per extremitates astellarum post stricturam in locis sanis: tunc pone sub eis ex stuppa leni, aut lana carminata, donec nihil laedatur ex illo.	 If a limb is injured after dressing the wounds and there was some slipping out of bandage from one or both hands - then apply something soft, like linen cloth for example, to keep it on until nothing more falls off.
Quando autem est fractura cum uulnere, et accidit disruptio in cute, ego ueniam cum rememoratione eius in capitulo secundum singularitatem.	 When a fracture occurs with an injury and disruption of the cut, I recall [the necessary steps] according to my experience
Et scias, quod non omne membrum fractum oportet ut stringatur cum astellis a primo die.	 You also know that every member fractured must be treated right away with splints on the first day.
Quod est, quia membrum quando est magnum, non oportet ut ponas superipsum astellas, nisi post quinque dies, aut septem, aut plus, secundum securitatem tuam ab euentu apostematis calidi.	 This is because when the member is large it's not advisable to put a splint on top of them unless at least 5 days have passed or up to 7 if you prefer for safety reasons and you want to ensure that they are warmed up properly after removing the splint.
Et iste est modus emplastrorum, quibus restaurabant antiqui, quae ponuntur super fracturam et dislocationem.	 And this is how splints were used by earlier practitioners who placed them on top of fractures and dislocations.
¶ Modus Emplastri communis abbreuiati, restaurans fracturam, conueniens pluribus complexionibus, praecipue mulieribus, et pueris: quoniam est ex eo super quod non uincit calor, neque frigus.	 The common method of splinting is to place them on multiple occasions over a period of time, especially for women and children because it helps prevent heat or cold from getting onto the area that was injured.
Et est, ut accipias ex puluere molendini, et est medulla farinae quae pendet in parietibus molendini apud motum molae: et conficias ipsum sicut est, praeter quod cribelles ipsum cum albugine oui: et pone confectionem eius non spissam, neque subtilem.	 And it is important to ensure that the splint is not too tight and that there are no sharp edges where you can hit your skin when moving the arm or leg; this means making sure to use a soft splint that won't cause harm even if someone accidentally bumps into it, ensuring it fits well without being so loose as to slip off easily.
Deinde utere eo.	 Then use it.
¶ Modus Emplastri alius, restaurantis fracturam, et dislocationem, et torsionem.	 Another way of splinting is for fractures, dislocations and twists/sprains.
Recipe almess, et laudani, et acaciae, et enulae, et mugath: et suc, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V et alethil ʒ XX terantur omnia, et cribellentur, et misceantur cum aqua alethil: aut cum albugine oui, si complexio infirmi est calefacta.	 First add aloe vera and marshmallow root; then add a mixture of laurel leaves, mugwort and enulae; next add sugar mixed with myrrh of various kinds to flavour it; after that mix in the juice from aloes with water; or use almond oil if the splinting is too hot.
Deinde utere hoc emplastro.	 Then use this splint.
Nam ipsum est bonae compositionis, restaurat ossa fracta uelociter, et confert pluribus hominibus.	 This splint is good for restoring broken bones and making people sit up again after being laid down
¶ Modus Emplastri alius, quod etiam confert fracturae et torsioni.	 Another way of splinting that also covers fractures and twists.
Recipe mugath, et mess, et alteae albae, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V acaciae ʒ VI boli armeni ʒ XX terantur omnia contritione multa, et cribellentur, et conficiantur cum aqua, aut albugine oui: et administrentur.	 First mix aloe vera and marshmallow root; then add a mixture of laurel leaves, mugwort and enulae; next add sugar mixed with myrrh in various kinds to flavor it; after that mix the juice from aloes with water or use almond oil if needed; finally administer this splint for use.
¶ Modus Emplastri ad iuncturas, et ossa separata ex locis suis: et sedat dolorem accidentem eis, et scissuram ossis, et fracturam.	 modus for cutting and separating bones, from their places they are; to heal the pain caused by accidents with a bone saw, and fractures
Sumatur lana succida, et submergatur in aceto, et oleo decocto: et ponatur super locum.	 Burn the wool that has been spoiled (damaged), and immerse it in vinegar; then make a decoction of olive oil to put over the place
Et in hoc quidem Emplastro non est uirtus restaurationis, sed est bonum in sedatione apostematis calidi: et expellit dolores proprie.	 The bone saw (emplastron) is not useful for restoring health, but it's a good thing in soothing the heated pains; and it will expel pain truly
¶ Modus Emplastri, quod restaurat os fractum.	 The modus for setting bones
Sume folia fici surdi, et folia papaueris syluestris: et tere omnia, et fac emplastrum ex utrisque.	 Burn the spoiled wool; and burn the wool of the sheep-shearer, with both; everything else, make an implastron from it.
¶ Modus Emplastri abbreuiati, administrati apud restaurationem fracturae ossis: et quando tu uis resolutionem residui apostematis.	 The modus for abbreviating the bone saw and administering to the healing of fractures in bones; when you are left with a resolution after the soothing.
Recipe radicis alteae, et camomillae, et florum uiolarum, et farinae herbi, omnium ana partem unam: terantur omnia, et conficiantur cum uino, si non est membrum calefactum.	 Recipe for the high roots and chamomile; and flowers of the violet, and saffron herb; from all things one share is taken away; then everything else, they are made to be mixed with wine if there is not a heated membrane
Si uero est calefactum, tunc confice illud cum aqua coriandri humidi, aut cum aqua, et utere eo.	 If the membrane is overheated, then mix it with humid water or just with water and eat it.
¶ Modus Emplastri alius fortioris in resolutione, quam istud primum, quando accidit apostema durum apud restaurationem membri.	 Another modus for the bone saw (emplastron), stronger than this first one; when a heated pain is caused by an accident at the time of healing of members.
Recipe radicis alteae, et seminis lini, et balaustiae, et melliloti, et samsuci, et floris uiolarum, et camomillae, omnium ana, partem unam, terantur omnia, et conficiantur cum aqua salicis, aut cum aqua dulci, aut cum uino.	 Recipe for the high roots and semen lilies, and balsam of Gilead, and mallow leaves; from all things one share is taken away; then everything else, they are made to be mixed with salt water or sweet water or wine.
Totum illud secundum caliditatem membri, et quietem caloris eius.	 Everything this (the implastron) according to the heat of the members and his calm heat is done.
Hippocrates uero non dixit in libro suo, quod ponatur super membrum fractum apud restaurationem eius, nisi caerotum factum ex caera, et oleo: non aliud: et narrauit, ut sit medium inter grossitudinem et subtilitatem.	 Hippocrates said nothing in his book (the Corpus of Medicine) that a bone saw should be put on the broken member for healing, except for cauterization made from coal and oil; nothing else was written; but he instructed, so it might serve as an intermediary between grossness and subtlety.
Galeno autem uisum est, ut ponantur super membrum fractum apud restaurationem eius res, in quibus est exiccatio caliditatis, sicut myrrha, et aloes et olibanum, et similia eis ex eis quae narrauimus.	 "However it should be noted that when there is a fracture near the restoration of the part, as with myrrh and aloes wood, they too need to be applied.
¶ Modus Emplastri quod confert ad laesionem et dolorem.	 The manner in which plasters are used for healing and relieving pain
Recipe mugath, et ciceris, et capillorum hominis incisorum, aut pennae auis, et alteae, et salis partes aequales: terantur, et cribellentur, et conficiantur: et fiat ex eo emplastrum.	 This recipe includes myrrh, and rue, hairs of the human body including finger and toe nails, salt, and others; they are to be applied, rubbed in, and mixed together into a plaster for healing purposes.
Quantitas autem secundum quam oportet, ut remaneat ligatura, deinde soluatur, est, ut consideres tunc, si non accidit infirmo dolor, neque pruritus, neque mouetur os fractum a loco suo: tunc non resoluas ipsum diebus multis.	 The quantity according to which it is appropriate so that the ligature can be maintained, then loosened up, and is thus considered when it does not happen from a weak pain or itchiness; it is not resolved for several days unless he happens to be injured in his mouth.
Quod si accidat ei in loco pruritus uehemens, aut dolor inquietans, aut inflatio: tunc propera, et solue in hora ipsum, et aufer emplastrum ab eo: et accipe pannum lenem, aut spongiam marinam lenem, humidam: et submerge eam in aqua tepida, et ablue cum ea locum, donec quiescat pruritus, et sedetur dolor.	 If there is a itchiness or pain that occurs at the time of application; then apply immediately, and loosen it up when necessary with a warm cloth soaked in water.
Deinde dimitte membrum quiescere una hora.	 After this let the member rest for one hour.
Deinde pone super ipsum lanam succidam, submersam in aceto et oleo, aut oleo rosato: et liga super ipsum nocte una, donec sis securus ab apostemate calido, et quiescat inflatio membri, et remoueatur dolor eius.	 After this apply a hot cloth soaked with vinegar and oil or with olive oil to it at night; let one ligature be applied over the member during the night so that it is warmed up by another ligature in a warm bath; then the swelling will cease, and the pain of him who has been injured.
Deinde itera ipsum ad stricturam subtilem, et emplastrum paruum: et non stringas ipsum constrictione tua prima, et subtilia cum eo, donec sanetur.	 After this apply a small ligature; and do not tighten with your own constriction first, but gradually ease into it so that he is healed.
Quod si uides, quod apostema, et rubedo, et dolor, et inflatio, et omnia accidentia iam remota sunt penitus, et indiges emplastro et strictura, tunc itera illud sicut fecisti in primis aequaliter.	 If you are aware of any pain or swelling that occurred before the application, then apply another ligature and tighten just as you did initially.
Quod si non accidit membro aliquid ex eis quae diximus, tune non soluas ipsum, nisi post tres dies, aut quatuor, aut quinque, aut septem.	 If nothing else occurred to the member from what we mentioned above; then do not reapply it unless three days or four days or five days or seven days have passed.
Et quando que dimittitur uiginti diebus totum illud, secundum quod apparet tibi ex solutione membri, sicut diximus, donec quando adhaeret fractura, et approximat coagulatio carnis super eam: adde etiam tunc in strictura plus quam strictura tua prima tota: et adde etiam in ingrossatione cibi infirmi, secundum quod praecessit rememoratio eius.	 When one day of fasting has passed and you have been able to eat until the members are restored as we advised, unless a fracture occurs while eating or during drinking and it is necessary for coagulation of the flesh above that: add also then in stricture more than your first stricture completely; and also add in the swelling of food to some extent according to what preceded his recollection.
Si autem uides locum fracturae iam exiccari, et extenuari plus quam oportet: tunc scias, quod nutrimentum prohibetur peruenire ad ipsum.	 If you know that the place for fracture has already been prepared and it is necessary to add more than was advised before a fracture occurs; then remember that nutrition must be forbidden from being brought in there.
Embroca ergo ipsum cum aqua tepida apud omnem uicem qua soluis ipsum, et sit illud in omnibus tribus diebus, et alleuia stricturam parumper.	 Therefore, let him be immersed with hot water around all the vessels where he is present and may this last for three days, and pray for a more severe stricture.
Per hanc ergo operationem currit ad membrum nutrimentum, et sanatur uelociter.	 Therefore, let it follow [the operation] to the member of nutrition either to be healed or later on.
Illud autem quod faciunt stolidi restauratores ex fractura membri uice alia, quando non restauratur in primis, secundum quod oportet, et restauratur secundum tortuositatem, est error ex operatione eorum, et timor magnus: et si esset rectum, dixissent illud antiqui in libris suis, et operati fuissent cum eo.	 However those who restore a member after fracture of the vessels by drinking another way when it is not restored initially as advised, according to what they must do and are restored according to tortuosity: this error from their operation and great fear; if there was a rectum, these were recorded in their books, and performed with him.
Et ego non uidi alicubi eorum uestigium in illo omnino, et rectius est, ut non fiat illud.	 And I did not see any of their question in that one, but I thought it was right so that this would not be done.
¶ De factura accidente in capite.	 Of the fracture in the head
Caput III.	 The third skull
Species fracturae sunt diuersae, et figurae eius multae: et caussae eius sunt distinctae.	 Fractures are of different kinds and shapes; their causes are distinguished from them.
Nam ex fractura est quae fit a percussione cum ense: et percussio aufert os totum usquequo peruenit ad siphac, quod est sub osse, sicut facit axia in ligno: et propter illud nominatur haec species fracturae Axialis.	 Of the fracture that occurs from impact with a blow; and the blow produces a complete wound up to the nose as far as it goes under the bone just like an axe strikes wood, so this is called these types of fractures Axial.
Aut ensis incidit quiddam ossis, et incidit faciem eius, et non penetrat incisio usque ad ultimum eius: et nominatur haec species fracturae Kalaan, id est, Leuatio absolute.	 Or a blow to some bone strikes the face of it and does not penetrate down until its extreme; this is called these types of fractures Kalakian, that is, the complete fracture.
Et est uulnus duarum fracturarum, aut magnum, aut paruum.	 "The wound is either large and deep, or small.
Et ex fractura est, quae est contritio, aut attritio: et caussa eius est percussio cum lapide, aut casus super lapidem, aut eis similia.	 "Also from the fracture is known as the extent of it; whether it is a cut or tear, and the reason for this is striking with stone.
Et haec fractura est etiam aut penetrans, quae iam appropinquat panniculo, quod est sub osse: aut est in facie ossis: et est uulnus harum duarum fracturarum etiam aut paruum, aut magnum.	 "This fracture is also known as one that penetrates and becomes a tear, which occurs under bone; or on the face of bones; it's either large or small.
Et ex fractura est, quae est occulta in osse in subtilitate capilli: et est fissura parua, et propter illud nominatur haec species fracturae Capillaris.	 "Also from the fracture is known as one that occurs in the bone with subtlety of a hair; and it's called this kind of fracture 'species fracturae Capillarise'.
Et ex eis est fractura, quae fit a casu, aut percussione lapidis, et eis similium, quae faciunt ingredi laminam ossis ad interiora, et fit loco concauitas: sicut accidit caldariis aeris, quando occurrit eis percussio, et ingreditur pars eorum ad interiora.	 "Also from that is a fracture, which occurs by the strike of stone, and they are similar to those who enter into the bone in order to reach the inside; so that it happens at once; just as when a blow falls upon them by the force of air, and a part of theirs enters into the inside.
Et plurimum quidem fit illud in capitibus humidorum ossium, sicut sunt capita puerorum.	 "Indeed, that is it most certainly in the hands of the bones of the children; just as are the heads of the children.
Et fiunt omnibus istis speciebus fracturae satagiae separatae, et ego ueniam cum rememoratione illius totius in loco suo.	 "There will be for all these species of fractures a separate category and I'll be with the memory of that whole one into his place.
Et cognoscimus omnes has species fracturae per detectionem super eam, et inquisitionem earum cum tentis, et ablationem carnium corruptarum, quae sunt super eas.	 "We all know these species of fractures through the observation on her and the examination of them with their strings, and the removal of the corrupted tools which are above them.
Species uero Capillaris cognoscitur per hoc, quod detegitur super os, et abstergitur, et linitur super ipsum cum encaustro: fractura enim apparet nigra.	 "The species 'Capillarise' is known through this; it is detected above the nose and removed, and it is polished above him with soot; for indeed a black fracture appears.
In curatione autem fracturae, considera in primis accidentia infirmi: tunc si uides ex accidentibus quod significet significatione manifesta super timorem, sicut uomitus cholerae, et extensio, et amissio intellectus, et abscisio uocis, et syncopis, et febris acuta, et egressus oculorum, et rubedo eorum, et similia eis ex accidentibus in pluribus dispositionibus, proculdubio non sanatur: et si uides accidentia non terrentia te, et speras salutem: tunc incipe curationem eius.	 "In the treatment of fractures, consider first and foremost the accidents to him; if you see from the accidents what is clearly apparent above fear; just as a man's cholera and extension, and mis-take intellects, and cut off their voices, and syncopia, and acute fever, and egress of eyes, and reddening of them; and similar things from accidents in many dispositions, not healing afar away: and if you see that there is no accident causing to you, and hope for salvation, then begin the treatment of him.
Quod est, si uenit ad te uulneratus in primis cum uulneratur: et est illud in diebus hyemis, tunc oportet, ut studeas in ablatione ossis ante diem quartumdecimum secundum omnem dispositionem.	 When a wound is first opened up and starts bleeding, you need to study the abcess with great care every six days until it heals completely
Et si est in diebus aestatis, tunc oportet, ut properes remouere os ante diem septimum, antequam corrumpatur quod est sub osse ex panniculo, et accidant illa accidentia quae narrauimus.	 And if the abscess is formed on a day when we are sick, then you must remove the pus before it becomes corrupted under the bone and any accidents which happen to us should be treated separately
Quod si fractura ossis iam peruenit ad panniculum tangentem cerebrum, et est cum minutiis, et attractione: tunc oportet, ut incidas partem comminutam, et attritam, secundum quod narro tibi.	 If a bone is broken and has reached the skin, you need to attack it with a knife, remove any loose or attached parts separately.
Et est, ut radas caput uulnerati: et detege super os secundum quemcunque modum possibile est tibi: et secundum figuram uulneris, et quod leue est super infirmum.	 And you should remove the head of the ulcer by any method that is possible for you, and in accordance with its shape, and what is above a sick person.
Quod si accidat tibi apud detectionem ossis fluxus sanguinis, aut apostema calidum: tunc oppone ei cum eo quod oportet.	 If an abscess occurs as a result of a blood clot or cold frostbite on your bones, then apply something appropriate to it immediately.
Et est, ut impleas locum cum pannis infusis in uino, et oleo rosato: et facias quiescere uulnus, donec sedetur apostema, et sis securus a fluxu sanguinis.	 And if the abscess is caused by putting fat on the ulcer and hot oil, then let it rest until the frostbite has subsided and there are no more bleeding issues.
Deinde incipe in curatione ossis, et ablatione eius.	 Then begin with the treatment of the bone and the removal of the abscess.
Et illud fit secundum unum duorum modorum.	 This will be done according to one of two methods.
Modus quidem unus est, ut incidas os cum Incisorio strictae aciei: et haec est forma eius.	 The first way is to cut off the bone with a very sharp knife and remove it from there.
Dende administra Incisorium aliud post Incisorum latius eo parumper: et haec est forma eius.	 Another method after removing the bones closer to that location, which will leave an incision as its shape.
Deinde administra etiam Incisorium aliud latius etiam quam secundum.	 And then you should apply another knife further away and also according to it.
Et modus secundus est, ut sit apud te numerus Incisoriorum diuersorum: quorum quaedam sint latiora quibusdam, et quaedam eorum breuiora quibusdam: et sint in ultimo acuitatis extremitatum suarum, et sint ex ferro indo, aut fuled: et utere facilitate in percussione super Incisorium, ut non concutiat caput, et laedat ipsum.	 The second way is to have a different number of incisors next to you and some are wider than others, while some are smaller, all of them should be sharp enough that they can cut through flesh easily, but not the head, so it can remove the bone cleanly without cutting into it too much.
Si autem os est forte, durum: tunc oportet, ut perfores in circumitu eius, antequam tu administres Incisoria, cum Terebris quae nominantur Terebra non profundantia: et non nominantur ita, nisi quoniam ipsa non pertranseunt terminum ossis carnei ad illud, quod est post ipsum: propterea, quod Terebro est extremitas rotunda super illud, quod est sub capite eius acuto, similis margini, et circulus paruus prohibet submergi, et pertransire spissitudinem ossis.	 If the bone is very hard to cut through, you should first make an incision around it before applying the knife with a different name for incisors which do not penetrate deep: and these ones are not called so unless they reach all the way up to that thing under its head, because the Terebra has a round tip above that part of its head in a shape similar to a circle but cannot submerge into flesh or pierce through it.
Et conuenit tibi, ut accipias ex istis Terebris numerum multum, quorum unumquodque conueniat quantitati spissitudinis ossis, donec praesens sit tibi omni craneo Terebrum: cuius extremitatis acutae quantitas in longitudine et breuitate sit, secundum quantitatem spissitudinis illius cranei.	 To you it was granted that you might receive from these Terebris a great number of them each one of which by cutting into the quantity of spit bones should come to be present for you all Crane of Terebrum: whose extremity and acute quantity in length and breadth is according to the amount of spit bones of those cranes.
Et haec est forma trium specierum Terebrorum, uel Trepanorum.	 And this is the form of three holes of Terebrums or Trepanos
Qualitas autem perforandi in circumitu ossis fracti, est: ut ponas Terebrum super os, et reuoluas ipsum digitis tuis, donec scias, os iam penetratum esse.	 The quality of perforating into the broken bone is this: that you put a Terebrum upon your mouth and keep on pulling it with your fingers until you know that your mouth has been penetrated.
Deinde permuta Terebrum ad locum alium, et pone quod est inter omne foramen quantitatem grossitudinis radii, aut circiter illud.	 Then exchange the Terebrum for another place and put something which is between every hole in the quantity of the breadth of the radius or around that.
Deinde incide cum Incisoriis quod est inter omne foramen ex osse: et fac illud subtilius quam potes super illud ex fine leuitatis, sicut diximus, donec eradices os, aut manu tua, aut cum aliquo alio ex quibusdam instrumentis, quae parasti ad illud: sicut tenaliae, et forpices subtiles.	 Then strike with the Incisors what is between every hole out of bone and do that subtly as you can above it from the limit of breadth or around that like we said until you open your mouth either by your hand or by another instrument which you have put to this: just like the teeth, and the small holes.
Et oportet, ut caueas omni cautela, ne tangat Terebrum, aut Incisorium aliquid ex siphac.	 It is necessary that you use every caution not to touch the Terebrum or Incisor anything from the sheaths.
Cum ergo circumieris os perforando, et separatum fuerit a siphac, si fuerit continuum cum eo, et extraxeris ipsum, oportet ut radas, et aeques extremitatem eius quod remanet in osse cum instrumento alio simili Incisorio.	 When you have finished with the perforating and separated from the sheath if it was continuous with that and removed him you must know how to pull off his remaining part of the bone with another instrument like an Incisor.
Verumtamen oportet, ut sit tenuis et subtilis magis aliis Incisoriis.	 Nevertheless, be sure to have them thin and subtle more than others' Incisors.
Quod si remanet aliquid ex ossibus paruis, et satagiae: tunc accipe ea cum facilitate, cum eo quod est apud te ex instrumentis.	 If there is something left from the bones by a little bit and the teeth you take that with ease along with what is at your place from instruments.
Deinde cura uulnus post illud cum liciniis, et unguentis quae diximus.	 Afterwards take care of the wound after this with linctuses and ointments which we have spoken about.
Et modus alius operationis est facilis, prorsus longinquus a timore: quem dixit Galenus, et laudauit ipsum laude magna: et iste est sermo eius.	 Another method of surgery is easy to do but it has the fear associated with it because what said Galen and was praised by him greatly: this is his saying.
Necese est tibi in primis, ut incipias detegere partem ossis ex loco, in quo fractura est uehementior, et manifestior: donec quando detexeris illam partem, et posueris sub eo extremitatem huius Incisorii lenticularis, cuius haec est forma.	 First of all, you must detach the broken part from its place using your fingers or some other instrument to isolate it; then after having isolated this part and placed it under that end (of the lens) of the incision on the hand holding the fingers, you will have made a complete detachment with precision.
Et pars lenticularis, lenis non incidit aliquid: et pars acuta eius in duabus lateribus eius uadens in longitudinem, sicut uides: ut sit pars lenticularis innixa ad siphac, facie eius incidente acuta in osse.	 The lens part itself is not cut: but the sharp edge of it, facing outwards and directed to both sides of its width as you see fit, will be placed with a blunt end against the object it strikes acutely.
Deinde percute super Incisorium a parte una cum malleo paruo, donec incidas totum os cum facilitate, sicut reuoluitur: et tu sis securus ex panniculo, quod non accidat in eo accidens, quod timeas prorsus.	 Then, when you have detached the broken part and placed it under that end of the incision on your hand holding the fingers, you will make a complete detachment with ease; so to say, by means of a small blow against this very incision made gently without contact or touch of any kind upon the object which strikes violently: but striking back quickly after it has struck.
Et si medicans non esset stultior hominum, et magis ignarus eius, nec esset dormiens, tunc si remaneret aliquid annexum ossi ex panniculo in quibusdam locis, incideret ipsum ab eo cum extremitate incisorii lenticularis ipsius, et liberaret ipsum ab eo cum facilitate.	 And if the physician were a more skilled man and knew it well, he would not be sleeping; but then staying in such place with his finger or some other instrument, when he has detached that part and placed it under that end of the incision on your hand holding the fingers, you will have made an easy detachment from him as easily.
Liberatur enim ab eo sine nocumento, et absque timore.	 It will be released without any trouble or fear.
Et si fractura ossis non penetret usque ad panniculum, et illud quod abscinditur ab osse est facies eius, et remanent in ipso asperitas et satagiae subtiles: tunc oportet, ut radas illam asperitatem, et eradices illas satagias cum rasoriis subtilibus ex quibus praeparasti numerum diuersarum quantitatum, ut sit tibi possibile administrare ex eis in omni loco conuenientiora eorum, et rectiora ipsorum, secundum illud ad quod perducit te operatio, et ipsum os fractum, et figura eius.	 But if the fracture of your fingers does not reach all the way through to the bone and that which is detached from the bone has a rough face: then you should strive for its roughness (or asperity) in order that it may be removed by those blunt instruments with which you have prepared so many numbers, amounts, quantities. So when you will have done this operation on your hand holding the fingers, you must break and cut off that part from bone and shape it as you were able to administer it most conveniently and rightly into whatever place is convenient for them according to what was done by the operation; then do fracture its face or form of it.
Et oportet, ut administres in rasione tua, qua in primis radis os, latius illorum rasoriorum.	 So you must administer with your reason as first and foremost using your fingers more, then applying the blunt instruments which are more suitable for them.
Deinde utere post ipsum subtiliore eo.	 Then you will use after that a more subtle instrument of it.
Et non cesses facere illud secundum continuitatem, donec peruenias ad administrandum tenuius, et subtilius eorum omnium.	 Until no further harm is done by doing it in accordance with its continuous nature until having emptied them for administration and handling of the most subtle of all
In unaquaque autem fissurarum reliquarum paruarum capillarium, et fractura subtili, oportet ut administres curam, secundum illud quod perducit ad rectificationem eius.	 In wounds that remain after removing hair and breaking them gently, it is necessary for you to administer the remedy in order to rectify his condition according to what was done when he took [the medicine]
Et est res quae non occultatur super omnem, cui in hac arte est quodlibet studium, et stetit super illud quod scripsimus, et ostendimus in fracturis magnis.	 And there is that which cannot be hidden from everyone who has made any kind of study in this art and remained over what we have written down and demonstrated in the large fractures.
Si autem panniculus detectus retinetur, quando tu eradicas os: tunc oportet, ut accipias pannum lini, secundum quantitatem uulneris, et submerge ipsum in oleo rosa, et pone ipsum super orificium uulneris.	 If the loin is detected and you are to take it out when you have removed its os: then it is necessary for you to gather up the loin according to their quantity of wounds, and lower it into rose oil, and place it over the opening of the wound.
Deinde accipe pannum alium duplicatum, aut triplicatum, et submerge ipsum in uino et oleo rosa, et pone ipsum super pannum primum: et fac illud quam facilius potes super illud, ut non grauetur siphac.	 Then take another loin or three of them and lower them into wine and rose oil as well, and place them over the first loin; and so do this with greater ease than that on it, in order to avoid any harm being done
Deinde administra supra ipsum ligamentum latum: et non stringas ipsum, nisi per quantitatem quae teneat uulnus tantum: et dimitte ipsum cum hac cura die uno, aut diebus duobus, donec sis securus ab apostemate calido.	 Then administer the ligature over it; and do not bind it, unless according to how much of a wound holds onto it; and loosen it with this care one day or two days until six are securely bound from above.
Deinde solue ipsum, et administra post illud medicinas cum quibus est superflua siccitas: sicut radices lilii, et farina herbi, et puluis thuris, et aristolochia, et similia eis: et est, ut facias ex istis medicinis puluerem, qui puluerizetur super uulnus sicut sunt siccae.	 After that, loosen it and administer remedies with those which are in excess of dryness; such as the roots of mallow, flour of herbs, and ashes of turpentine, and aristolochia, and similar to them: and so you will do from these medicines more use than what is done over the wound just like the scab.
Et uniuersaliter administra in illo omnem medicinam de proprietate cuius est ut abstergat, et non mordicet.	 In every one of them administer every medicine whose property it has so as to stop and not cut.
Et caue secundum tuam uirtutem, ut uulnus in curatione tua sit limpidum: neque sit in ea sordes unguenti, neque sordicies.	 So that your skill may be used well so that the wound becomes clear; and neither shall there be any unclean odors from unguents or foulness.
Neque dimittas uirus aggregari in eo omnino: quoniam quando uirus aggregatur super panniculum cerebri, corrumpit eum, et putrefacit ipsum, et accidit super infirmum post illud malicia magna: et iam accidit in siphac capitis, cum mundificatur ab eo os, praecipue quando negligitur cura eius, nigredo in superficie eius.	 Neither should you allow the wound to be gathered together on every part; for when it is gathered upon the loin of the brain, it corrupts him and putrifies him, and causes him to fall upon the sick after such great malice: and now he has fallen into the scalp when his mouth is opened up, particularly when he neglects his care, a black spot on its surface occurs.
Considera ergo tunc, si accidunt infirmo accidentia quae diximus, scias, quia est pernitiosum proculdubio.	 Therefore, if they occur to a sick person, you know that it is harmful because of its proximity
Et si nigredo non accidit, nisi a medicina quae ponitur super ipsum, et est in uirtute illius medicinae, ut faciat illam nigredinem: tunc oportet, ut accipias ex melle partem unam, ex oleo rosato partes tres, et linias cum eis pannum.	 If the person is not burned but by medicine placed on top of them and it works as a remedy for that person's illness: then you must take one part from honey mixed with three parts olive oil and wrap a linen cloth around your head with this mixture
Deinde pone ipsum super siphac: postea cura ipsum cum speciebus curationis quae conueniunt, donec sanetur.	 After placing it on the siphon (a type of medical instrument used in ancient medicine), you should then apply care to him as best you can until he is cured.
¶ De restauratione Nasi quando frangitur.	 In case of a break in the restoration process
Caput IIII.	 The head contains 4 parts
Scias, quod non franguntur ex Naso nisi duae partes eius superiores simul, aut una earum: propterea, quod ipse sunt duo ossa: quoniam inferius eius est cartilaginosum, non frangitur, et non accidit ei nisi attritio, et tortuositas, et simitas.	 You know that the nose breaks in two pieces when only two of its upper parts are broken at once or if one piece of each is broken. So because he has two bones: one below which is cartilaginous and cannot be broken, and another above which can cause damage to him through injury and tortuosity and simitas (not sure what this last term means).
Si frangitur una duarum partium eius, tunc oportet, ut intromittas digitum paruum in foramen Nasi, et aeques illam fracturam digito tuo indice, et pollice deforis, donec redeat Nasus super figuram suam naturalem: et fiat illud arte, cum facilitate.	 If one of its two pieces is broken, then you must insert your finger into the nostril and with that finger tap on it to break up the bone as much as possible so it fits over her own natural shape. And do this gently with art
Et caue, ne accidat per operationem tuam illam super infirmum dolor.	 So you don't cause any more harm through your operation on him with pain.
Quod si fractura est in superiore parte Nasi, et non perueniat ad illam digitus: tunc oportet, ut aequetur extremitate radii, in quo sit grossitudo parua.	 If it is broken in the upper part of the nose and cannot be reached with your finger: then you must extend the fingers as far apart as possible to where there is a small amount of swelling.
Si uero fractura est in duabus partibus, tunc fac simile illius: et propera cum restauratione eius in die primo fracturae, si est possibile.	 If both pieces are broken too and the restoration process should be done within a day after the fracture if possible.
Et si non, tunc post diem septimum, aut decimum apud quietem apostematis calidi.	 And if not then on the seventh or tenth day at a peaceful location you will have to do so with warm towels
Deinde intromitte in extremitate Nasi licinium ex panno lini, si fractura est in parte una: aut intromite duo licinia si fractura est in duabus partibus: et sit in licinio grossitudo tantae quantitatis, quae impleat foramen Nasi.	 After placing it into the nostril with a linen cloth if one piece is broken or two pieces are broken and there should be as much swelling of that size which fits through the nostril.
Et dixerunt quidam antiquorum restauratorum, ut infundantur licinia in butyro, et permutentur omni die.	 "Some restorers of old said that a supply of linen should be abundant and changeable every day.
Illud uero non uidetur mihi, imo oportet, ut infundatur licinium in albugine oui, confecto cum puluere molendini.	 "For this I do not understand you; it seems necessary to me that linen be abundant and changeable with egg-white.
Deinde dimitte licinium, donec firmetur os, et induretur cartilago.	 After removing the linen, the mouth is opened up and the cartilage is released from its bonds.
