Praefatio.	Prefatory.
Et scias, quod fracturae species sunt diuersae, secundum diuersitatem membrorum: quoniam fractura cruris, est diuersa a fractura ossis capitis: et fractura ossis pectoris, est diuersa a fractura ossis dorsi: et similiter reliqua membra omnia diuersa existunt adinuicem: et ego ueni cum rememoratione omnis speciei fracturae expositae in Capitulo suo distinctae ab alia.	And know this, that the kinds of fractures are diverse according to the diversity of the limbs: for instance, a fracture of the leg is different from a fracture of the head: and a fracture of the chest is different from a fracture of the back: and similarly all the other limbs are diverse one from another. And I come with the recollection of the kind of fracture which is exposed in the chapter which is distinguished from others.
Et diuersificantur species fracturae ossis etiam in seipsa.	The kinds of fractures of bones are also diverse in themselves.
Quoniam fit fractura eius arcuata, praeter quod accidant in ea astellae.	For instance, a fracture may be bowed, besides the fact that they happen in bones with fissures.
Et quandoque fit fractura eius secundum longitudinem ossis: et sunt fracturae eius satagiae, id est, astellae, et additiones procedentes, sicut sunt in calamo, cum aptatur cultello ad scribendum.	And sometimes a fracture occurs along the length of the bone: and there are fractures of the wrist, that is, fissures, and protrusions, such as in the pen, when the knife is applied to write.
Et non procedentes: et est fractura cum uulnere et disruptione in capite: et est fractura fissura parua.	Neither is it from breakage: and it is a fracture with wound and disruption at the head: and it is a slight fracture.
Et omni speciei est ingenium, uel instrumentum proprium in restauratione eius, secundum quod ueniet rememoratio eius, distincta in locis suis.	And every kind has its own wisdom, or its own instrument for restoration, according to what is remembered of it, distinguished in its places
Et ex eo quo cognoscitur fractura ossis, est tortuositas eius, et ipsius eminentia: et apparitio eius sensui, et sonitus eius quando comprimis ipsum manu tua.	From which it is known that the fracture of the bone is its crookedness, and its prominence: and its appearance to the sense, and its sound when you press it.
Quando ergo non est in loco tortuositas apparens, neque sonitus apud tactum tuum cum tangis os cum agitatione, neque inuenit infirmus magnum dolorem: tunc non est illic fractura, imo possibile est, ut sit tortuositas, aut fissura parua: non ergo oportet, ut moueas ipsum cum manu et compressione omnino, imo pone super ipsum ex medicinis, quarum uenit rememoratio, post momentum illud quod conuenit loco: deinde stringatur strictura subtili.	When there is no obvious displacement of the bone, no sound from the touch of the hand when touching the bone with movement, and no great pain is found: then there is no fracture, but it is possible that there is displacement or a small fissure. It is not necessary to move the limb with the hand and compression in every case, but rather to place above it something from the physicians which they remember, after which the limb will be bound tightly.
Et scias, quod locus quando arcuatur, et scinditur in duo, praeter quod accidant in eo satagiae, uerumtamen remouetur omnis pars a compari sua: tunc oportet tibi, ut incipias ab hora tua ad rectificationem eius, aequando ipsum antequam accidat ei apostema calidum.	You also know that when a limb is bent and breaks into two, except when the break happens at the same time as the fracture, all the parts are actually displaced from their place. Therefore, it is necessary for you to start from the moment you suspect such a fracture to restore its position, making it even before the swelling has gone down
Si autem accidat ei apostema calidum, tunc dimitte ipsum diebus aliquot, donec quiescat apoestema.	But if there happens to be a swelling after the fracture, then leave it for a few days until the swelling has subsided.
Deinde aequa ipsum secundum quemcunque modum potest ex lenitate et ingenio.	Then restore it as well as you can with whatever gentleness and skill you can manage.
Et scias, quod restauratio eius, et ipsius aequatio, est facilior quam ossis, in quo accidunt satagiae.	You also know that the restoration of the limb and its straightening is easier than the bone itself, in which the break happened at the same time as the fracture.
Deinde stringe ipsum, secundum quod ueniet tibi rememoratio eius.	Then bind it tightly as you remember it
Si uero in osse sunt satagiae, tunc necessaria est extensio huius membri fracti ex duabus partibus, si manus sit, aut pes: aut cum manu tua, si membrum est paruum: aut cum duobus funibus, aut cum fune et manu.	If there are fragments of bone in the bone, then it is necessary to extend this fractured limb from two parts, if the hand exists, or the foot: or with the hand, if the limb is small: or with two strings, or with a bandage and a hand.
Et sit positio tua qua ponis membrum super locum aequalem, secundum figuram suam naturalem, donec quando extenduntur partes membri fracti: tunc conare, ut redire facias illas additiones omni ingenio, et secundum quemcunque modum potes in locis suis: et caue secundum fortitudinem tuam, ne accidat super infirmum per operationem tuam dolor, neque laesio: et conare secundum fortitudinem tuam, ut applices unum duorum ossium cum socio suo, secundum meliores formas.	And let your position be such as you place the limb over the place in equilibrium, according to its natural figure, until when the parts of the fractured limb are extended: then try to make the fragments rejoin by any means, and in any way you can manage in those places: and be careful according to your strength, so as not to cause greater pain or damage to the patient through your treatment, and try with all your strength to apply one bone to its companion, according to the better forms
Et oportet in illa hora, ut tentes et tangas ipsum manu tua.	It is necessary in this hour that you try and grasp your hand.
Si ergo uides illic aliquid diuersum, rectifica ipsum, et aequa illud per quantitatem tuae uirtutis.	If there is anything different there, make it right and equal it out according to your strength
Et caue extensionem uehementem, et compressionem fortem, sicut faciunt multi stolidorum.	Cause the extension to be firm and the compression to be strong, like many stones
Multotiens enim faciunt accidere per operationem illam suam apostema calidum, aut contractionem in membro: sicut iam uidimus illud ex operationibus eorum multotiens.	Many of them make the limb swell for the operation or cause contraction in the limb: as we have seen with these operations many times.
Deinde annecte post aequationem, et decentem operationem, et stricturam illius membri, et quietem, et tranquillitatem: et mone infirmum super ipsum.	Then bind after the equalization, and lower the operation, and tighten the limb, and rest, and tranquility: and watch over the patient above all
Et fac ipsum cauere, ne moueat ipsum in hora suarum uigiliarum, et somni sui apud reuolutionem suam, et agitationem suam, et apud egestionem suam, et omnes motus suos ultima uirtute sua.	Make him lie down, that he does not move in the hour of sleep, and that he rests during the revolution of the stars, and the agitation of the stars, and during the egestion of the stars, and all his movements until his last strength is spent
Et ut caueat, ne sit positio membri positio cum qua sequatur dolor.	And that the position of the limb should not be the position that follows pain.
Quod est, quia quando sentit in dispositione positionis membri dolorem, aut laesionem: tunc oportet, ut permutes ipsum ad dispositionem aliam ab illa cum qua non sentiat dolorem.	That is, because when he feels pain in the position of the limb, or an injury: then it is necessary to change it to another position from which he does not feel pain
Et caue cum illo, ut sit positio eius illa aequalis, recta: ut non accidat in membro tortuositas, quando restauratur.	And that the position of his body should be equal and straight: so that there is no deformation of the limb when restoring it.
Et qualitas stricturae membri fracti est, secundum quod narro.	The quality of the tightening of the limb is according to what is narrated.
Scias, quod membra fracta diuersificantur in paruitate sua, et eorum magnitudine, et ipsorum forma.	You know that broken limbs are diverse in their parts, and their magnitude, and their shape
Quae ergo ex eis sunt parua, sicut brachium, et digitus, et focile, et similia eis, tunc oportet, ut sit inuolutio panni mollis, subtilis.	Which are small, such as the arm, and the finger, and the bone, and things of that kind, then it is necessary to use soft packing, fine
Quae autem ex eis sunt grossa, sicut coxa, et crus, oportet ut sit in eis inuolutio lata, dura.	Whatever is large within the body, such as the hip and thigh, must have a wide and firm covering.
Quoniam ligamentum latum, connectit membrum magnum, et stringit ipsum ab omni parte strictura aequali, ita quod non ingreditur ipsum macula.	Since a wide ligament connects the great limb and stretches it evenly from all sides, it does not permit any protrusion of its substance.
Deinde incipe post euacuationem tuam ab aequatione ponere linimentum conueniens ad illud, in stuppa leni super locum fracturae ipsius.	Then, after you have evacuated the bowels, apply an ointment that is appropriate for the fracture in a soft cushion over the place of the fracture itself.
Deinde incipe inuoluere ligamentum super locum fracturae ipsius tribus inuolutionibus, aut quatuor, secundum quod meretur membrum: et stringe manum tuam parumper cum ligamento.	Then, cover the place of the fracture with three or four layers of ligament, and bind your hand firmly with the ligament.
Deinde uade cum eo ad partem superiorem a loco fracturae, et stringe minus quam fuit strictura tua, qua strinxisti locum fractum.	Then, keep it close to the upper part of the fracture site, and bind less tightly than the tension you used to put on the fractured place.
Deinde elonga te cum inuolutione a loco fracturae parumper, et mollifica stricturam paulatim, donec capias ex loco sano rem magnam.	Then, support the limb with a wide bandage from the fracture site downwards, and gradually soften the tension until you can remove the great part of the limb from the wound
Deinde accipe uittam aliam, et inuolue eam iterum super locum fractum inuolutionibus.	Then, do the same thing again, and cover the place of the fracture once more with layers of ligament
Postea uade cum inuolutione ad partem inferiorem a fractura.	Then, support the limb from the fracture downwards.
Et sit operatio tua in strictura inuolutionis, et mollificatione eius, secundum quod diximus in inuolutione prima superiore.	And let your operation be in the tension of the bandage and the softening of it, as we said in the first bandage
Deinde pone inter inuolutiones ex stuppa leni, aut panno, cum quo aequetur tortuositas fracturae, si est in ea tortuositas: et si non, non ponas in ea aliquid.	Then, put between the layers of the bandage a soft cushion, or cloth, so that the fracture is even in it, if there is a curve in it: and if there is no curve in it, do not put anything in it.
Deinde inuolue super ipsam uittam aliam.	Then, cover the previous bandage once more.
Postea aequa super has inuolutiones astellas decenter factas statim, si non est in loco inflatio, neque apostema calidum.	Then, keep the upper part of both layers of bandage perfectly centered, if there is no swelling, and no hard swelling
Si autem in ea est inflatio, aut apostema: tunc pone super eam quod sedet illud apostema, et auferat inflationem: et dimitte eam aliquot diebus.	If there is swelling or an abscess, then place above it what sits upon that abscess, and it will remove the swelling: and discharge it in a few days.
Deinde stringe super ipsam tunc astellas.	Then string above it those things which you have placed.
Et sint Astellae ex medietatibus cannae latae, rasae, formatae sapienter: aut sint ex ligno unde fiunt cribra, quae fiunt ex pino, aut geraid, id est, ramis palmae, aut calingi: et sit amplitudo omnis Astellae, secundum hanc formam, et hanc eandem figuram.	And let the things which you have placed be of the middle of broad cane, rounded, formed with wisdom: or let them be of wood whence cribra are made, which are made of twig, or chaff, that is, palm branches, or nails: and let the breadth of every thing be according to this form, and this same figure.
Verumtamen oportet, ut Astella quae ponitur super ipsam tracturam, sit grossior et latior parumper, quam reliquae Astellae: et longitudo Astellae sit secundum quod licet membro ex magnitudine et paruitate.	But it is necessary that the thing which is placed above that which is drawn, be greater and broader than the rest of the things: and the length of the thing be according to what is fitting for the limb from its magnitude and thinness
Deinde stringe super Astellas cum uitta alia, secundum stricturam primam eandem.	Then string above the things as before, according to the first measure.
Deinde liga desuper cum filis decenter, secundum quod diximus de strictura: et est, ut sit strictura tua super locum fracturae plus: et quanto plus elongatur a fractura sit, strictura minor.	Then bind above with cords which are slightly slack, according to what we said concerning the measure: and it is that the measure should be greater over the place of the fracture: and the more it is prolonged from the fracture, the smaller the measure
Et oportet, ut sint fila media in grossitudine et subtilitate, et sint ex lino molli.	And it is necessary that the cords be of middle thickness and softness, and be of soft wood
Quoniam si fila sunt grossa, sicut uidi ex operatione stolidorum ponentium fila sua ex chordis lini tortis, est error magnus: quoniam cadit strictura cum eis extra qualitatem.	For if the cords are thick, like oil from the operation of tying knots in the cord, it is a great error: for the measure falls from the thing which is being measured.
Et fila subtilia iterum non conueniunt: quoniam tu non consequeris per stricturam cum eis illud quod uis.	And thin cords do not suffice: for you do not follow with the measure with that which you wish.
Et non oportet, ut sit inter astellam et astellam minus quam digitus.	And it is not necessary that there should be less than a finger between the things and the thing which is being measured
Quod si laeditur infirmus per extremitates astellarum post stricturam in locis sanis: tunc pone sub eis ex stuppa leni, aut lana carminata, donec nihil laedatur ex illo.	If the patient is pained by the extremities of the things after the measure in healthy places: then put under the things a cushion of soft wool, or carded yarn, until nothing is pained from it
Quando autem est fractura cum uulnere, et accidit disruptio in cute, ego ueniam cum rememoratione eius in capitulo secundum singularitatem.	When there is a fracture with a wound, and a disruption of the tissue occurs, I will remind you of this in Chapter Two concerning individuality.
Et scias, quod non omne membrum fractum oportet ut stringatur cum astellis a primo die.	You know that not every fractured limb should be bound with stitches from the first day.
Quod est, quia membrum quando est magnum, non oportet ut ponas superipsum astellas, nisi post quinque dies, aut septem, aut plus, secundum securitatem tuam ab euentu apostematis calidi.	For a large limb, it is not necessary to put on more stitches than are absolutely necessary, except after five or seven or more days, according to the safety of the patient's condition
Et iste est modus emplastrorum, quibus restaurabant antiqui, quae ponuntur super fracturam et dislocationem.	This is how the ancients made plasters, which are placed over a fracture and dislocation
¶ Modus Emplastri communis abbreuiati, restaurans fracturam, conueniens pluribus complexionibus, praecipue mulieribus, et pueris: quoniam est ex eo super quod non uincit calor, neque frigus.	The common method of plastering is useful for restoring a fracture and is suitable for various temperaments, especially women and children: because it does not cause heat or cold to adhere to it
Et est, ut accipias ex puluere molendini, et est medulla farinae quae pendet in parietibus molendini apud motum molae: et conficias ipsum sicut est, praeter quod cribelles ipsum cum albugine oui: et pone confectionem eius non spissam, neque subtilem.	Take fine flour from the mill, and the bran that hangs on the sides of the millstones during the grinding: mix these in the way that the coarse parts are not too thick, nor too fine.
Deinde utere eo.	Use this for making the plaster.
¶ Modus Emplastri alius, restaurantis fracturam, et dislocationem, et torsionem.	Another method of plastering for fracture, dislocation and torsion
Recipe almess, et laudani, et acaciae, et enulae, et mugath: et suc, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V et alethil ʒ XX terantur omnia, et cribellentur, et misceantur cum aqua alethil: aut cum albugine oui, si complexio infirmi est calefacta.	Honey, laudanum, acacia, enula, mugath: mix these with ten parts myrrh and five parts aloes, and some alethil. Blend them with water or with milk if the patient's complexion is hot.
Deinde utere hoc emplastro.	Use this plaster.
Nam ipsum est bonae compositionis, restaurat ossa fracta uelociter, et confert pluribus hominibus.	For it is a good composition, it restores the fractured bones quickly, and gives strength to various people.
¶ Modus Emplastri alius, quod etiam confert fracturae et torsioni.	Another method of plastering, which also strengthens fractures and torsions
Recipe mugath, et mess, et alteae albae, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V acaciae ʒ VI boli armeni ʒ XX terantur omnia contritione multa, et cribellentur, et conficiantur cum aqua, aut albugine oui: et administrentur.	Recipe: Mix mugath, mess, and white alum, with ten myrrh and five aloes, with six acacia and twenty drops of Armenia. All these together should be boiled until all the contractions are gone, and should be cribellated and bound with water, or vinegar or oil.
¶ Modus Emplastri ad iuncturas, et ossa separata ex locis suis: et sedat dolorem accidentem eis, et scissuram ossis, et fracturam.	Recipe: Mix mugath, mess, and white alum, with ten myrrh and five aloes, with six acacia and twenty drops of Armenia. Boil until contractions cease, then cribellate and bind with liquid, such as water, vinegar, or oil.
Sumatur lana succida, et submergatur in aceto, et oleo decocto: et ponatur super locum.	Apply a soft wool and soak in vinegar, and lay on the place.
Et in hoc quidem Emplastro non est uirtus restaurationis, sed est bonum in sedatione apostematis calidi: et expellit dolores proprie.	This plaster is not for restoring, but is good for calming post-inflammatory swelling. It removes pain naturally.
¶ Modus Emplastri, quod restaurat os fractum.	Method for plastering a fractured bone.
Sume folia fici surdi, et folia papaueris syluestris: et tere omnia, et fac emplastrum ex utrisque.	Take leaves of ficus surda and leaves of wild balsam: mix them all up and make plaster from both of them.
¶ Modus Emplastri abbreuiati, administrati apud restaurationem fracturae ossis: et quando tu uis resolutionem residui apostematis.	Method of abbreviated plastering for the restoration of a fractured bone: when you desire to resolve the remaining swelling after the fracture has healed
Recipe radicis alteae, et camomillae, et florum uiolarum, et farinae herbi, omnium ana partem unam: terantur omnia, et conficiantur cum uino, si non est membrum calefactum.	Recipe: Mix white alum, chamomile, violets, and barley flour, with one part each. Boil all together and bind with wine, if the limb is not warm.
Si uero est calefactum, tunc confice illud cum aqua coriandri humidi, aut cum aqua, et utere eo.	If the limb is warm, mix it with humid brandy or water, and use that
¶ Modus Emplastri alius fortioris in resolutione, quam istud primum, quando accidit apostema durum apud restaurationem membri.	Another method of plastering for the resolution of a fracture, stronger than the first, when swelling has become firm in the restoration of the limb
Recipe radicis alteae, et seminis lini, et balaustiae, et melliloti, et samsuci, et floris uiolarum, et camomillae, omnium ana, partem unam, terantur omnia, et conficiantur cum aqua salicis, aut cum aqua dulci, aut cum uino.	Recipe: Mix white alum, linseed seed, barley, beeswax, honey, chamomile, and violets, with one part each. Boil all together and bind with salish water, or sweet water, or wine
Totum illud secundum caliditatem membri, et quietem caloris eius.	The whole of that is according to the heat of the limb and the quiet of its heat.
Hippocrates uero non dixit in libro suo, quod ponatur super membrum fractum apud restaurationem eius, nisi caerotum factum ex caera, et oleo: non aliud: et narrauit, ut sit medium inter grossitudinem et subtilitatem.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat.
Galeno autem uisum est, ut ponantur super membrum fractum apud restaurationem eius res, in quibus est exiccatio caliditatis, sicut myrrha, et aloes et olibanum, et similia eis ex eis quae narrauimus.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat.
¶ Modus Emplastri quod confert ad laesionem et dolorem.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat.
Recipe mugath, et ciceris, et capillorum hominis incisorum, aut pennae auis, et alteae, et salis partes aequales: terantur, et cribellentur, et conficiantur: et fiat ex eo emplastrum.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat.
Quantitas autem secundum quam oportet, ut remaneat ligatura, deinde soluatur, est, ut consideres tunc, si non accidit infirmo dolor, neque pruritus, neque mouetur os fractum a loco suo: tunc non resoluas ipsum diebus multis.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Quod si accidat ei in loco pruritus uehemens, aut dolor inquietans, aut inflatio: tunc propera, et solue in hora ipsum, et aufer emplastrum ab eo: et accipe pannum lenem, aut spongiam marinam lenem, humidam: et submerge eam in aqua tepida, et ablue cum ea locum, donec quiescat pruritus, et sedetur dolor.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Deinde dimitte membrum quiescere una hora.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Deinde pone super ipsum lanam succidam, submersam in aceto et oleo, aut oleo rosato: et liga super ipsum nocte una, donec sis securus ab apostemate calido, et quiescat inflatio membri, et remoueatur dolor eius.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Deinde itera ipsum ad stricturam subtilem, et emplastrum paruum: et non stringas ipsum constrictione tua prima, et subtilia cum eo, donec sanetur.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Quod si uides, quod apostema, et rubedo, et dolor, et inflatio, et omnia accidentia iam remota sunt penitus, et indiges emplastro et strictura, tunc itera illud sicut fecisti in primis aequaliter.	The whole of that is in accordance with the heat of the limb and the tranquility of its heat
Quod si non accidit membro aliquid ex eis quae diximus, tune non soluas ipsum, nisi post tres dies, aut quatuor, aut quinque, aut septem.	If the limb has not recovered from the ailment in three, or four, or five, or seven days, it is not to be treated any further.
Et quando que dimittitur uiginti diebus totum illud, secundum quod apparet tibi ex solutione membri, sicut diximus, donec quando adhaeret fractura, et approximat coagulatio carnis super eam: adde etiam tunc in strictura plus quam strictura tua prima tota: et adde etiam in ingrossatione cibi infirmi, secundum quod praecessit rememoratio eius.	When the whole ailment has ceased for twenty days, according as the appearance of the limb's recovery, as we have said, until the fracture has healed and the coagulation of the flesh has approached: then add in the tightening more than the first tightening throughout: and also add in the swelling of the food of the infirm person, as it preceded the reminder of its restoration.
Si autem uides locum fracturae iam exiccari, et extenuari plus quam oportet: tunc scias, quod nutrimentum prohibetur peruenire ad ipsum.	If, however, the limb has lost the place of the fracture, and has been extended more than is necessary: then you know that the nourishment is withheld from it
Embroca ergo ipsum cum aqua tepida apud omnem uicem qua soluis ipsum, et sit illud in omnibus tribus diebus, et alleuia stricturam parumper.	Treat it therefore with warm water at all times while you are treating it, and keep it in all three days, and reduce the tightening.
Per hanc ergo operationem currit ad membrum nutrimentum, et sanatur uelociter.	By this operation, the limb receives nourishment and recovers quickly.
Illud autem quod faciunt stolidi restauratores ex fractura membri uice alia, quando non restauratur in primis, secundum quod oportet, et restauratur secundum tortuositatem, est error ex operatione eorum, et timor magnus: et si esset rectum, dixissent illud antiqui in libris suis, et operati fuissent cum eo.	What those who restore the fracture of the limb do by means of medicine, when they do not restore it at first, as it should be, and restore it contrary to its nature, is an error in their operation, and a great fear: for if it had been right, the ancients would have said so in their books, and they would have operated in this way before
Et ego non uidi alicubi eorum uestigium in illo omnino, et rectius est, ut non fiat illud.	I have never seen any evidence of this in this work, and it is better that it should not be done
¶ De factura accidente in capite.	On the treatment of an accident in the head.
Caput III.	(The text continues with the next section of the translation.)
Species fracturae sunt diuersae, et figurae eius multae: et caussae eius sunt distinctae.	There are various kinds of fractures, and their figures are many: and their causes are diverse.
Nam ex fractura est quae fit a percussione cum ense: et percussio aufert os totum usquequo peruenit ad siphac, quod est sub osse, sicut facit axia in ligno: et propter illud nominatur haec species fracturae Axialis.	For a fracture is what is made by a blow with a weapon: and the blow raises the whole limb up until it reaches the cartilage, which is under the bone, as does the axis in wood: and for this reason this kind of fracture is called Axial
Aut ensis incidit quiddam ossis, et incidit faciem eius, et non penetrat incisio usque ad ultimum eius: et nominatur haec species fracturae Kalaan, id est, Leuatio absolute.	If an edge of a bone has fractured and has split its face, and the incision has not pierced to its utmost depth: this kind of fracture is called Kalaan, that is, complete fracture.
Et est uulnus duarum fracturarum, aut magnum, aut paruum.	There are two kinds of fractures, either great or small
Et ex fractura est, quae est contritio, aut attritio: et caussa eius est percussio cum lapide, aut casus super lapidem, aut eis similia.	A fracture is either a break or a crack: the cause of which is impact with a stone, or a fall on a stone, or something similar.
Et haec fractura est etiam aut penetrans, quae iam appropinquat panniculo, quod est sub osse: aut est in facie ossis: et est uulnus harum duarum fracturarum etiam aut paruum, aut magnum.	The latter fracture is either penetrating or non-penetrating: the former when it approaches the nerve which is under the bone, or the latter when it is in the face of the bone. This kind of fracture is also called Kalaan, that is, complete fracture.
Et ex fractura est, quae est occulta in osse in subtilitate capilli: et est fissura parua, et propter illud nominatur haec species fracturae Capillaris.	And there is also a hidden fracture in the bone under the cover of hair: this is a small fracture, and for this reason it is called the capillary fracture.
Et ex eis est fractura, quae fit a casu, aut percussione lapidis, et eis similium, quae faciunt ingredi laminam ossis ad interiora, et fit loco concauitas: sicut accidit caldariis aeris, quando occurrit eis percussio, et ingreditur pars eorum ad interiora.	And there is also a fracture which is caused by a blow or by percussion of a stone, or by something similar, which breaks through the layers of the bone inwards, and makes a concavity: just as happens with the winds of the air when there is percussion, and some of them go inwards
Et plurimum quidem fit illud in capitibus humidorum ossium, sicut sunt capita puerorum.	And this usually happens in the heads of soft bones, such as those of children
Et fiunt omnibus istis speciebus fracturae satagiae separatae, et ego ueniam cum rememoratione illius totius in loco suo.	And all these kinds of fractures are separated by swelling, and I will remind you of the whole thing in its place.
Et cognoscimus omnes has species fracturae per detectionem super eam, et inquisitionem earum cum tentis, et ablationem carnium corruptarum, quae sunt super eas.	We recognize all these kinds of fractures by their appearance above the surface, and by their inquiry with tension, and by the excision of the corrupted flesh which is above them
Species uero Capillaris cognoscitur per hoc, quod detegitur super os, et abstergitur, et linitur super ipsum cum encaustro: fractura enim apparet nigra.	The capillary fracture is recognized by the fact that it is seen on the bone, and is stripped off, and is covered with ointment: the fracture appears black
In curatione autem fracturae, considera in primis accidentia infirmi: tunc si uides ex accidentibus quod significet significatione manifesta super timorem, sicut uomitus cholerae, et extensio, et amissio intellectus, et abscisio uocis, et syncopis, et febris acuta, et egressus oculorum, et rubedo eorum, et similia eis ex accidentibus in pluribus dispositionibus, proculdubio non sanatur: et si uides accidentia non terrentia te, et speras salutem: tunc incipe curationem eius.	In treating fractures, consider first the patient's condition: then, if you find signs of obvious significance above the fear of death, such as vomiting of bile, extension, loss of consciousness, cutting of the tongue, syncope, acute fever, discharge of urine, redness of the face, and similar signs in various positions, it is unlikely that they will recover: and if you find no serious signs, even if you hope for recovery, then begin to treat them.
Quod est, si uenit ad te uulneratus in primis cum uulneratur: et est illud in diebus hyemis, tunc oportet, ut studeas in ablatione ossis ante diem quartumdecimum secundum omnem dispositionem.	If a patient comes to you wounded in the first instance with a wound: and it is in the cold season, then it is necessary to study the removal of bone before the fourteenth day in every position.
Et si est in diebus aestatis, tunc oportet, ut properes remouere os ante diem septimum, antequam corrumpatur quod est sub osse ex panniculo, et accidant illa accidentia quae narrauimus.	And if it is in the warm season, then it is necessary to take care to remove the bone before the seventh day, before it becomes corrupted due to the marrow, and these are the accidents which we have mentioned
Quod si fractura ossis iam peruenit ad panniculum tangentem cerebrum, et est cum minutiis, et attractione: tunc oportet, ut incidas partem comminutam, et attritam, secundum quod narro tibi.	If a fracture of a bone has gone to the marrow touching the brain, and is with small pieces, and attraction: then it is necessary to cut off the broken and protruding part, and draw it out, as we have said
Et est, ut radas caput uulnerati: et detege super os secundum quemcunque modum possibile est tibi: et secundum figuram uulneris, et quod leue est super infirmum.	It is necessary to rotate the head of the wounded person: and uncover the bone as much as possible in any way you can: and according to the figure of the wound, and what is best for the patient.
Quod si accidat tibi apud detectionem ossis fluxus sanguinis, aut apostema calidum: tunc oppone ei cum eo quod oportet.	If blood flows from the fracture of the bone, or if there is a swelling of the bone: then oppose it with that which is necessary
Et est, ut impleas locum cum pannis infusis in uino, et oleo rosato: et facias quiescere uulnus, donec sedetur apostema, et sis securus a fluxu sanguinis.	And it is necessary to apply a place with soaked linen in wine, and wet plaster: and make the wound quiet, until the swelling subsides, and be sure to prevent bleeding.
Deinde incipe in curatione ossis, et ablatione eius.	Then begin the treatment of the bone, and its removal.
Et illud fit secundum unum duorum modorum.	And thus it is done according to one of two methods.
Modus quidem unus est, ut incidas os cum Incisorio strictae aciei: et haec est forma eius.	And thus it is done according to one of two methods. The first method is to cut the bone with the Incisor tooth firmly grasping the precipice: this is its form.</start_of_turn>
Dende administra Incisorium aliud post Incisorum latius eo parumper: et haec est forma eius.	And thus it is done according to one of two methods. The first method is to hold the Incisor firmly with one hand and grasp the wider part of the Incisor with the other hand: this is its form.</start_of_turn>
Deinde administra etiam Incisorium aliud latius etiam quam secundum.	And thus it is done according to one of two methods. The first method is to hold the Incisor firmly with one hand and grasp the wider part of the Incisor with the other hand.
Et modus secundus est, ut sit apud te numerus Incisoriorum diuersorum: quorum quaedam sint latiora quibusdam, et quaedam eorum breuiora quibusdam: et sint in ultimo acuitatis extremitatum suarum, et sint ex ferro indo, aut fuled: et utere facilitate in percussione super Incisorium, ut non concutiat caput, et laedat ipsum.	And the second method is to have several different Incisors: some of which are wider than others, and some of which are narrower than others: and they should be in the end of greatest sharpness, and should be of iron or steel, and should be used with ease in striking upon the Incisor so that it does not fracture the head and does not damage it.</start_of_turn
Si autem os est forte, durum: tunc oportet, ut perfores in circumitu eius, antequam tu administres Incisoria, cum Terebris quae nominantur Terebra non profundantia: et non nominantur ita, nisi quoniam ipsa non pertranseunt terminum ossis carnei ad illud, quod est post ipsum: propterea, quod Terebro est extremitas rotunda super illud, quod est sub capite eius acuto, similis margini, et circulus paruus prohibet submergi, et pertransire spissitudinem ossis.	If, however, the bone is strong and hard: then it is necessary to perforate its circumference before administering the Incisors, with needles which are called Non-penetrating Needles: and they are not called thus except when they do not penetrate to the end of the bony tissue towards that which is behind it: because the Needle is a rounded extremity above that which is under the acute angle, like the margin, and a small circle prevents it from submerging and penetrating the thickness of the bone.</start_of_turn>
Et conuenit tibi, ut accipias ex istis Terebris numerum multum, quorum unumquodque conueniat quantitati spissitudinis ossis, donec praesens sit tibi omni craneo Terebrum: cuius extremitatis acutae quantitas in longitudine et breuitate sit, secundum quantitatem spissitudinis illius cranei.	And it is fitting to take from these needles a great number, of which each one is suitable for the quantity of thickness of the bone, until present there be a Needle throughout the whole circumference: the quantity of the acute extremity of which is in length and breadth is according to the quantity of thickness of that circumference.</start_of_turn
Et haec est forma trium specierum Terebrorum, uel Trepanorum.	And this is the form of the three kinds of needles, or Trepanas.</start_of_turn
Qualitas autem perforandi in circumitu ossis fracti, est: ut ponas Terebrum super os, et reuoluas ipsum digitis tuis, donec scias, os iam penetratum esse.	The quality of the perforation in the circumference of a fractured bone is thus: when you place your thumb over the bone and rotate it with your fingers until you know that the bone has been pierced.
Deinde permuta Terebrum ad locum alium, et pone quod est inter omne foramen quantitatem grossitudinis radii, aut circiter illud.	Then move the thumb to another place and place something between every hole an amount equal to the thickness of the radius, or thereabouts
Deinde incide cum Incisoriis quod est inter omne foramen ex osse: et fac illud subtilius quam potes super illud ex fine leuitatis, sicut diximus, donec eradices os, aut manu tua, aut cum aliquo alio ex quibusdam instrumentis, quae parasti ad illud: sicut tenaliae, et forpices subtiles.	Then use the scissors between every hole in the bone: and make it finer than the thickness of the bone at its widest point, as we have said, until you have pierced the bone, or your hand, or something else which you may be using for this purpose: such as tweezers and fine needles.
