Praefatio.	Prefatory Note.
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	He also rests on the side upon which he sleeps until he is healed.
¶ De restauratione fracturae Spondilium dorsi et colli.	Of the restoration of fractures of the rib and neck bones.
Caput X.	Chapter X.
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	Bones of the neck sometimes accompany fracture, and rarely happens without attrition: and similarly with the bones of the back.
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	When this occurs to anyone, and you know whether he is healed or not: then keep silence.
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For indeed if you touch his hand, when it is softened, stupefied and dead: neither can you move it, nor extend it, nor constrict it: and when you do constrict it with your fingers and nails, when you touch it with an awl, he does not feel any pain: then you know that he will not be healed, and that death is at hand
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	When he moves it and feels constriction in it with your fingers and needle: then you know that the bone is not fractured, and that he will be healed with treatment.
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	If also with the bones of the back it is like this, and you know whether he is healed or not: then look at his feet: then if you see that they are softened and that this happens in the hands: then when he lies over his back, the swelling and discharge go out without his will: and when he lies over his belly, the discharge goes out without his will: and when he lies over his back and wants to drink, and he cannot: then you know that it is deadly
Non ergo labores in curatione eius.	It is not in vain that you labour in his cure.
Si uero non accidit ei aliquid ex illo, res est leuior.	If indeed nothing else happens to him from this, things are easier for him.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And his treatment from this is that you apply a warm compress after the fracture: thus, when you put on the splinter of lead on the bone which is drawn towards the bone, alone: or with some sponges or wool soaked in oil.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Put over it again and again every day until the swelling has subsided: then put on one of the cushions mentioned above, and bind up the other with a bandage: and command the patient to rest quietly and peacefully
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	Sleep not over the part where pain is found, until it is healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	If it happens at a fracture of a bone, or anything that is separated from its place: then it is necessary to strip over the skin, and elevate it
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	And then join together two lips of the wound, if it is large, with sutures.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	And then care for it with some nourishment, from unguents, until it is healed
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	If indeed the bone of the heel has fractured, and the end of the bone is towards the heel: then it is necessary to insert the little finger of the left hand into the hole, and equalize the fractured bone, as much as is possible, and with the other hand.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place above it, and lift it up: and care for the wound with the care which preceded it, until it is healed.
¶ De restauratione Anchae.	Of the restoration of the ankle
Caput XI.	Chapter 11.
Raro franguntur ossa Ancharum.	Rarely do bones of the ankle fracture
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they fracture, then the fracture of them is not, except for a comminution at the extremities: and they are split in length, and lean inwards: and there is severe pain in the place, and swelling: and the leg which fractures is stiffened
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And the restoration of it is that you extend your hand over it, until you are over the fracture as well as its figure
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If the fracture is only at the extremities: then equalize it, according as it is prepared for you, until its figure is restored to its natural state
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	If however the fracture is in length, or leans inwards: then make the patient lie upon his belly, until the restoration of the fracture is prepared
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When you have equalized the surrounding area, place above it a patch: then place above it a star of wood or skin: and tighten the surrounding structure more than you fear the displacement of the fracture, nor the removal of the star.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	When you have equalized the swelling of these with that which is to be bound, do not cease binding until the surrounding area has attained an equal level: and command the patient to rest upon his back or side, facing upwards
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	But if there should happen to be a hard swelling: then cease from the extension of the limb, and restore it to its original position, until the hard swelling has subsided: and place above it what has subsided, as before, and tighten it as seems appropriate.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	If indeed it has happened in the bone that it has fractured, or is broken, extract it.
¶ De restauratione fracturae Adiutorii.	Concerning the restoration of a fractured bone.
Caput XII.	This is the twelfth chapter concerning restoration of a fractured bone
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The assistant is that which is from the elbow down to the head of the scapula.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If indeed it has fractured, then its restoration is according to one of two methods.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	The first of these is: take a plane piece of wood of middle thickness, according to this shape which follows
Et ligentur in duabus extremitatibus duo ligamenta.	And two ligatures are bound at the two extremities
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then it is suspended from a raised place: and the patient sits upon it
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then he throws his fractured arm over the wood, until it reaches the level of its elbow, in which there is a bundle of nerves
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then suspend from above something heavy, in order to extend it to the lower parts
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then the physician must set the fracture with his own hands until it heals, as required.
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And another method is that the patient should rest upon his bed: and suspend his hand from his neck with a ligament.
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then command two attendants, that one should hold that which is above the fracture with his hands: and that the other should hold the lower part, and extend each of them to their own part
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	And if you wish, that the extension should be stronger, then string under the fracture with a ligament, and above with another ligament: and extend each of them by two attendants to their two parts
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	If therefore the fracture is close to the elbow, then it is necessary to put on one ligament under the olecranon and another under the fracture towards the cubitus
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	And in the same way if the fracture is close to the elbow: then it is necessary to put on a ligament above the place and above the cubitus itself
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then keep the fracture still with ease without work, until the fracture is equal according to what is required, and apply a good application: then string it if the swelling has not subsided
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	If indeed swelling has subsided, then loosen the tightening until the seventh day.
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place above it a soaked bandage in vinegar and rose oil, until the swelling has subsided: then string it. And the method of stringing is that you place a plaster over the fracture.
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place a covering of new cloth over the plaster.
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then fix the arm over the aid, and put the hand open over the arm.
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And place a pad, and bind over the aid-arm, so that the arm rests in the place of the nails: if it does not prevent you from doing anything else, do not alter anything over you from a fractured bone.
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	If anything is altered over you from a fractured bone, then use nails: that is, place over the fracture the nail which is broader and stronger than the others.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	And place between every nail a breadth of a finger: and let the length of the nails be according to the fracture with the addition of three fingers from every side.
Deinde stringe super astellas strictura quam dixi in principio capituli.	And bind over the nails tightly as I said at the beginning of the chapter.
Et est, ut sit strictura tua super locum fracturae strictior.	And it is, that your binding over the fracture should be tighter
Et quanto plus elongatur fractura, sit strictura minor.	The longer the fracture is, the tighter the binding should be
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	If therefore you have placed the nails and binding as we have said, when you restore the limb immediately, do this: and if there is swelling, remove the binding and nails until the seventh day, as we have said
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then consider the ligament in all three days, that it does not happen in the place of itching, or swelling, or that it should be prevented food from passing to the limb, because of the arrangement of the excess binding.
Rectifica ergo illud totum, secundum quod diximus.	Do this therefore completely, as we have said.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	If however you are over confident, that nothing will happen: do not loosen the ligament, except after three days, or more
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And let the patient rest on his back, and his hand on his stomach: and put under the aid-arm a full pad of wool equally
Et considera in omni hora noctis, aut diei, ut non soluatur figura membri fracta, aut mollificetur ligamentum.	And consider at all times of the night or day, that the fractured limb is not loosened, or the ligament is not softened
Rectifica ergo illud totum uirtute tua.	Straighten out all that is crooked in your wound.
Et pone cibum infirmi secundum ordinem quem praemisimus, ita ut sit cibus subtilis in primis, donec incipiat os stringi: tunc oportet, ut ingrosses cibum eius.	And place food for the patient according to the order we have prescribed, so that the food is soft at first, until the bone starts to knit: then it is necessary to reduce the food again.</start_of_turn>
De consuetudine enim adiutorii et cruris est, ut stringatur in quadraginta diebus: tunc ergo oportet, ut soluatur, et administretur balneum, et medicetur cum unguentis quae rectificant illud.	In the case of a wound of the thigh or knee, it is necessary to keep it bound for forty days: then it is necessary to loosen the binding and apply a poultice, and to administer unguents which will straighten out the wound.</start_of_turn>
Quod si fractura fuerit foeda, attrita: tunc non soluas ab ea ligamentum et astellas usque ad quinquaginta dies, et usque ad duos menses.	If there is a fracture in the wound, the edges must be approximated: then do not dissolve the ligament and the fragments for fifty days, and until two months.</start_of_turn>
¶ De restauratione fracturae Brachii.	Regarding the restoration of a fractured bone of the arm.</start_of_turn
Caput XIII.	Chapter XIII.</start_of_turn>
Brachium est compositum ex duobus ossibus, quae nominantur duo focilia.	The bone of the arm is composed of two bones, which are named the two heads.</start_of_turn
Quorum unum est paruum: et est illud quod sequitur pollicem.	One of them is the forearm: and that which follows the thumb.</start_of_turn
Et alterum est magnum, et est illud quod est positum sub paruo ab inferiori parte.	And the other is the upper one, and that which is placed under the forearm from the lower part.</start_of_turn
Fortasse ergo frangitur focile maius solum, aut paruum: et fortasse franguntur simul.	Perhaps therefore the larger head is fractured alone, or the forearm: or both together.</start_of_turn
Quando ergo frangitur focile paruum superius, tunc restauratio eius est facilis, et sanatio eius est facilior.	When therefore the upper head of the forearm is fractured, then its restoration is easy, and its healing is more favourable.</start_of_turn
Et quando frangitur focile inferius, est fractura eius mala, et sanatio eius difficilis.	And when the lower head is fractured, the fracture is bad, and the healing is difficult.</start_of_turn
Et deterior ea est, quando franguntur duo ossa simul.	And it is worse when both bones are fractured together.</start_of_turn
Si ergo os quod frangitur est focile parum superius, tunc conuenit medico apud restaurationem eius, ut ponat extensionem paruam cum facilitate, donec aequet ipsum.	If any bone which is fractured lies somewhat above the socket, the doctor must be present at its restoration, in order that he may place the extension of the socket with ease, until it be equal to itself.
Si uero focile magnum est illud quod fractum est: tunc oportet, ut ponat stricturam fortiorem ualde.	If indeed the fracture is large: then it is necessary to place a stronger dressing above
Et oportet, ut ponat figuram manus apud restaurationem eius, et ipsius extensionem extensam super puluinar.	It is necessary to place the hand in its original position at the restoration of the limb, and to extend the extension above the joints.
Et sit pollex manus ad superiora altior omnibus digitis: et sit articularis inferior omnibus digitis, uel reliquis: et infirmus sedens quadratus super seipsum, et sit puluinar coram eo, uel in directo eius, in altitudine, ut non incurrat infirmus laborem.	The thumb should be placed above the fingers, and the lower joint should be placed over the rest of the fingers or their remnants: and the limb should be placed sitting squarely on its own, with the palm facing outwards or directly above it, in elevation, so that the limb does not suffer from excessive tension.
Deinde extendat minister Brachium ab inferiori parte, aut manu sua, aut cum ligamento.	Then extend the limb from the lower part, or by means of the hand or with the ligament.
Et minister alius extendat desuper similiter.	And the other limb extends in the same way from above.
Deinde aequet medicus os, donec reducat ipsum secundum meliorem figuram quam potest.	Then the doctor must equalize the bone until it is reduced to a better position than before
Quod si in fractura ossis sunt satagiae, tunc conare reducere omne frustum in loco suo uirtute tua.	If there are protrusions in the fracture of the bone, then attempt to reduce everything to its place by your means
Si uero apparet in eo sathaiatum separatum, et pungit cutem, et non est tibi spes in restauratione eius: tunc finde super ipsum, et aufer ipsum secundum modum quem diximus in eis quae praemissa sunt.	If indeed there appears to be a separated fracture, and the skin is torn, and there is no hope of restoring it: then find above it, and remove it according to the method which we have mentioned above.
Si autem fractura est cum uulnere, ego iam feci ad illud capitulum singulare, ergo accipe curationem illius inde.	If however the fracture is with a wound, I have made for this the separate head, therefore take charge of the cure from here on.
Quod si accidat in principio tuae restaurationis apostema calidum, tunc line pannum cum caeroto facto ex oleo rosato, et caera alba, et sit medium inter spissitudinem et subtilitatem: et stringe pannum super ipsum strictura subtili, donec quando sedatur apostema: tunc remoue caerotum, et pone emplastrum praeparatum ex puluere molendini cum albumine oui.	If indeed at the beginning of your restoration you find the bone callous: then stretch the skin with a rough cloth made of rose oil, and white earth, and keep the middle between the thickness and thinness: and bind the skin over it with a fine dressing, until when the bone is set: then remove the cloth and place an ointment prepared from pounded barley with white of egg.
Deinde pone astellas, et sit astella quae ponitur super fracturam ipsam latior parumper, et fortior.	Then place sponges, and let the sponge which is placed over the fracture be wider and stronger.
Et scias, quod numerus astellarum Brachii est sex in pluribus dispositionibus: siue sit fractura in focili uno, aut in duobus focilibus simul.	And know that the number of sponges for the arm is six in various positions: if the fracture is in one cavity, or in two cavities together
Deinde pone stricturam tuam super locum fracturae fortiorem et uehementiorem, et aliquanto plus cum strictura ad superiora fracturae, aut ad inferiora eius: aut pone stricturam molliorem strictura eius parumper, secundum quod praecessit rememoratio eius in principio capituli.	Then place a strong dressing over the fracture, more firm and tight, and somewhat more with the dressing above the fracture, or below it: or place a softer dressing under the former dressing, as the case may be remembered at the beginning of the chapter.
Et sint panni qui inuoluuntur super fracturam, panni lenes, humidi: et non sint duri, asperi.	And let the cloths that cover the fracture be soft, moist: and not hard, rough
Et sit filum quo stringitur ex lino proprie, medium inter subtile et grossum, sicut narrauimus.	And let the thread which is tied from the linen be medium between fine and coarse, as we have narrated.
Et considera membrum et ligamentum post dies.	And consider the limb and the ligament after days.
Quod si accidat aliquid cuius rectificatio sit necessaria, sicut pruritus qui accidit membro: tunc oportet, ut embroces membrum cum aqua calefacta, donec quiescat ille pruritus, et dimittas membrum non constrictum, donec quiescat, deinde itera stricturam.	For if anything happens requiring rectification, such as itching which occurs in the limb: then it is necessary to bathe the limb with warm water, until the itching ceases, and then loosen the limb, until it rests, and then repeat the dressing
Quod si strictura iam mollificata est, et os iam remotum, et similia illis: tunc rectifica illud totum uirtute tua, et considera iterum.	If the dressing is now softened, and the bone is now removed, and things are like these: then rectify all this with your might, and consider again
Nam si nutrimentum prohibetur peruenire ad membrum, propter superfluitatem stricturae, tunc oportet, ut mollifices ipsum parumper, et dimittas ipsum aliquot diebus, donec currat ad ipsum nutrimentum, deinde stringe ipsum.	For if the nourishment is hindered from reaching the limb, because of the excess of the dressing, then it is necessary to soften it somewhat, and remove it for a few days, until the nourishment reaches it, and then bind it again
Si autem non accidit infirmo aliquid eorum quae diximus, tunc non oportet, ut soluatur, nisi post uiginti dies, aut circiter hos.	But if no harm befalls the sick person anything of what we have said, then it is not necessary to dissolve it, except after eighty days, or thereabouts.
Deinde suspendatur manus infirmi ad collum eius.	Then the hand of the patient is suspended at his collar.
Et sit collum eius aequale, et custodiatur uirtute sua a motibus agitatiuis.	The collar should be even, and the patient's body should be protected from any violent movements.
Et fac eum dormire super dorsum suum.	Let him sleep on his back
Et scias, quod haec fractura in triginta diebus, aut in triginta duobus diebus restauratur: et fortasse restauratur in uigintiocto diebus.	Know that this fracture will heal in thirty days, or in thirty-two days: and it may possibly heal in eighty days.
Totum illud est secundum dispositiones complexionum, et dispositiones uirtutis.	All this is in accordance with the temperaments of the complexion and the virtue of the patient.
¶ De restauratione fracturarum Manus.	On the restoration of fractures of the hand.
Caput XIIII.	Chapter 123.</start_of_turn>
Scias, quod pectini Manus, et nodis digitorum raro accidit fractura.	Know that fractures of the bones of the hand and the knuckles of the fingers are rare.
Et non accidit ei, nisi attritio multotiens.	They do not happen to them except from great attrition
Quando ergo accidit plantae fractura, aut attritio: tunc oportet, ut sedeat infirmus quadratus: et coram eo sit sedes secundum aequalitatem.	When such a fracture does happen to the palm of the hand, or to the attrition: then it is necessary that the patient sit square: and before him be placed a seat even with the ground
Deinde pone Manum eius super eam extensam.	Then put his hand over his extended forearm
Deinde extendat minister ossa fracta, et aequet ea medicus, donec quando coniunguntur coniunctione bona.	And extend his fractured bones, and the doctor must keep them even until the junction is restored to its natural condition
Tunc oportet, ut ponat emplastrum et stuppam, si non accidat apostema calidum.	Then it is necessary to place a plaster and a bandage, if there is no swelling
Deinde pone astellam desuper secundum quantitatem loci: et tu iam inuoluisti eam in panno lini.	And put a support above in accordance with the quantity of the place: and I am covering the hand in linen cloth
Si autem fractura est ad inferiora circiter uentrem plantae, tunc fac simile spherae ex panno: et praecipe infirmo, ut coartet super eam cum planta sua fracta: deinde stringatur cum panno longo.	If however the fracture is near the lower part of the palm of the hand, then make like a sphere of linen: and command the patient to rest his hand over his fractured bone: then bind with long linen cloth
Et sit astella ex corio, in quo sit lenitas, ut applicetur corium cum corpore plantae: et stringe eam, secundum quod oportet.	And let the stars be excised from the skin, where there is softness, so that the skin may be applied to the root of the plant: and string them up, according as it is necessary.
Si autem fractura est ad exteriora, tunc oportet: ut ponas astellam desuper, et astellam aliam ab inferiori in planta: et sit manus aperta recta.	And if the fracture is on the outside, then it is necessary: that you place the star above and the star below in the root: and let the hand be open straight
Deinde pone stricturam, sicut reuoluitur manus: et extende inter digitos cum ligamento.	Then put on a bandage, as it is turned: and extend between the fingers with the ligament.
Quod si accidat fractura alicui nodorum digitorum, tunc si est pollex, aequetur secundum quod oportet.	And if it happens that the fracture is of any of the joints of the fingers, then if it is the thumb, it is equal according as it is necessary
Deinde stringatur cum planta: et si amas, pone ei astellam rectam, paruam: ut eleuetur fractura, et non moueatur.	And string it up with the root: and if there is swelling, put upon it a straight star, firm: so that the fracture is elevated and does not move.
Si autem fractura est reliquis digitis, sicut medio, et indici, aut auriculari, et anulari, tunc aequetur, et ligetur cum digito sano qui sequitur eum: aut ligentur omnes secundum continuationem: et est melius.	And if the fracture is of the remaining fingers, such as the middle, and index, or ring, and little, then it is equal, and it is bound up with the healthy finger which follows it: or they are bound up altogether: and that is better.
Aut pone super ipsum astellam paruam, sicut diximus in pollice.	Or put upon it a second star firm, as we said concerning the thumb.
Et considera in restauratione tua, et post ipsam dispositionem apostematis calidi: et oppone cum eo quod oportet, quando accidit aliquid ex illo, secundum quod iteratur eius narratio.	And consider in the restoration of it, and after the application of the warm compress: and oppose with it what is necessary, when anything of this happens, according as its narration is repeated.
¶ De restauratione fracturae Coxae.	Of the restoration of the fracture of the thigh bone.
Caput XV.	(The provided text does not include the content of Chapter 15, so I am unable to translate it.)
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The thigh bone is fractured in many places, and is declared by sense: because it is turned towards the inside and the outside parts.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And its restoration is done thus, that the ligament above the fracture is strung up, and the ligament below the fracture is strung up.
Et infirmus prostretur super faciem suam.	And the sickly man returns over his face.
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	Then extend all the ligaments around the part to its side in accordance with equality: and this is when there is a fracture in the middle of the bone.
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	If however the fracture is close to the root of the coxae, then let the ligament be at the part of the pelvis, so that the extension rests above: and let the other ligament be under the fracture.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And thus in the same way if there is a fracture close to the knee, then let the ligament be close to the knee, so that the extension rests below
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the doctor must unite the two bones with his hands, until he has reduced it according to the likeness of a natural figure: and he must join the bones with a good suture
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	Then it is necessary to put on a dressing and a bandage, if it does not happen spontaneously to the limb.
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	And if it happens in this way spontaneously: then let it be left for a few days, until the swelling subsides, then return to your care.
Strictura autem eius ita sit.	The tightening of it must be like this
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	It is necessary to cover over the fracture with a strong bandage, that is, a bandage: and to bind it twice or thrice: and to leave out of this excess
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Then bind the limb, until the heel reaches the root of the nail
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	And introduce a long thread between the coxae and the limb near the knee towards the lower parts, and lead the extremities of the thread from the upper part of the two parts.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	And roll over the limb and the coxae what was superfluous from the rest.
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	And put over the coxae in the place of the fracture itself little cushions, and put over them a single cushion on the bone of the thigh
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Then fill up the spaces between the knee and the hip with soft cloths, so as to equalize the tension.
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Then commence from the middle above the fractured area with three or four layers of bandage
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	The longer you extend beyond the fractured area, the smaller and softer your tension should be
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Then go to the two extremities of the thread which you have introduced between the hip and the knee.
Liga ergo cum utrisque tres astellas quae sunt desuper.	Tie it thus with three knots on each side.
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Then pull down with two threads of the thread to the bottom, until you reach the heel of the foot
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And when you have bound both threads of the thread from the other side: so that the ligament does not slip from its place.
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Then release the tension above it, while it remains, so that it does not cause bending of the limb, swelling, or inflation, or similar things
Quod si accidat aliquid ex illo.	Which if these things happen.
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	Thus also with the solution of the problem, and correct that which happened earlier, as we said many times before
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	If there is a projection from the bone which is causing pain: then it is necessary to equalize it, if this is possible
Et si non, finde super illud, et remoue illud: et cura cum eo cuius praecessit rememoratio, donec sanetur.	And if not, find over that, and remove it: and care for it with that which went before, until it is healed
Et quandoque stringitur haec fractura Coxae, praeter quod addantur ei astellae, sicut diximus in adiutorio et brachio.	And when this fracture of the hip is bound, besides the addition of bandages, as we said in the treatise and the arm.
Verumtamen in restauratione eius taliter fracta, non accidit infirmo claudicatio.	But in the restoration of it like this fracture, no stiffness should occur
Et si restauratur sola, praeter quod applicetur ei crus alterum, tunc necesse est, ut claudicet ille cuius est, semper.	And if it is restored alone, besides what is applied to the other limb, then it is necessary that the limb which is always closed must close.
Et scias, quod Coxa stringitur in quinquaginta diebus, uel additur parum, aut minuitur parum: totum illud est secundum diuersitatem complexionum, et reliquarum dispositionum.	And know that the coxae are strung out in fifty days, or are added a little, or diminished a little: all this is according to the difference of temperaments, and the remaining conditions.
¶ De restauratione fracturae Rotulae genu.	Concerning the restoration of a fracture of the knee-joint
Caput XVI.	Chapter XVI.
Scias, quod Rotulae genu raro accidit fractura, sed accidit ei attritio multotiens.	Know that the knee-joint rarely suffers from fracture, but it frequently suffers from multiple abrasions.
Si uero accidit ei fractura, tunc non nisi aut fissura, aut foramen in partibus suis.	If however it does suffer from fracture, then it is not without a split or a hole in its parts
Et est illud cum uulnere, et absque uulnere.	And this is with a wound, and without a wound
Et statur super illud totum cum sensu.	And remains over this whole thing with sense.
Et restauratio eius est ita, ut aequetur quod disruptum est ex partibus eius cum digitis, donec aggregetur, et coniungatur secundum quod possibile est ex aequatione et facilitate, et fabricatione.	And its restoration is thus, that it be made equal to what was disrupted from its parts with the fingers, until it is joined together, and united according to what is possible from equality and facility, and fabrication.
Deinde pone emplastrum ex farina sisami, uel molendini, cum albumine oui: et pone super ipsum astellam rotundam, si indiges illa: et stringe desuper strictura conueniente ad illud.	Then place a plaster of meal from wheat or barley, with egg white or glue: and place upon it a round cushion, if you please: and bind up from above with a suitable bandage
Deinde considera omnes dispositiones quas narrauimus in reliquis fracturis: sicut apostema calidum, et similia illi: ita, ut opponas omni accidenti cum eo quod conuenit ei, donec sanetur.	Then consider all the conditions which we have narrated in the other fractures: thus as the swelling of the limb, and similar things: thus, that you oppose all accidents with what is convenient for it, until it is healed
