Praefatio.	Prefatory.
Deinde considera in dispositione corporum.	Then consider the position of the body.
Nam qui ex hominibus est tenerae carnis, rarorum pororum, oportet ut scarifices ipsum semel, non plus: ut non ulceretur locus.	For one who has little flesh and few hairs on his body should make the incision once, not more: so as not to ulcerate the place.
Et praecipe Ventosatori, ut amplificet scarificationem, et profundet parum: et temperet suctionem in facilitate, et uelocitate, et motu suaui.	And command the Wind-blower to increase the depth of the incision slightly, and to temper the suction in order to facilitate, speed up, and cause the flow of the blood.
Quod si in sanguine est grossitudo, tunc oportet, ut scarifices ipsum bis.	If there is thickness in the blood, then it is necessary to make the incision twice
In uice quidem prima aperitur uia subtiliationi sanguinis, et aquositati eius: et in secunda quidem perscrutationi exquisitae extractionis sanguinis grossi.	In the first instance, a small opening is made under the thickness of the blood, and its swelling: and in the second instance the accurate incision for the extraction of the thick blood is made
Si uero sanguis est faeculentus ualde, tunc fiat scarificatio uice tertia: ut consequatur ultimum.	If the blood is foul and thick, then a third incision should be made: in order to achieve the ultimate result.
Et ad ultimum, quando uolumus extrahere sanguinem paulatim, uel parumper, sufficit nobis scarificatio una.	Finally, when we wish to extract the blood gradually or in small quantities, a single incision is sufficient
Quod si uolumus extractionem sanguinis multi, scarificamus scarificatione plurima.	When we wish to extract a large quantity of blood, we make multiple incisions.
Et si nos mensuramus, quod sanguis est grossus: tunc oportet, ut scarificetur scarificatione profunda: et terminus aequalis in scarificatione, est profunditas cutis.	And if we are measuring, that the blood is thick: then it is necessary that the incision be deep: and the end of the incision is equal to the depth of the skin.
¶ Quid sit illud quod oportet administrari ex oleis apud positionem Ventosarum, et quid caueat uentosandus.	What must be done concerning the oils that are administered at the position of the Wind-blowers? And what is the cause of the wind-blowing?
IN illo quidem cuius cutis est grossa, dura, fusca, et pori eius sunt stricti, oportet ut ungantur loca Ventosare cum oleis apertiuis, lenitiuis, resolutiuis: si est in tempore aestatis, sicut est oleum alkeiri, aut oleum uiolatum, aut oleum de amigdalis dulcibus, aut oleum de semine cucurbitae.	With regard to the skin which is thick, hard, tough, and has close pores, it is necessary to anoint the area of the Wind-blowers with open, soft, and resolving oils: if it is in summer, such as almond oil, or oil of rue, or sweet fennel oil, or pumpkin seed oil
Et si est in tempore hyemis, tunc oleum narcissinum, aut oleum de lilio, aut oleum camomellinum, aut sarbatinum: et eis similia.	Or if it is in winter, then narcissus oil, or lily oil, or chamomile oil, or balsam: and similar things.
Si uero superfluitas est grossa, frigida: tunc oleum sit amaracinum, aut oleum de balsamita aut oleum alben, aut oleum anetinum: et eis similia.	If the excess is great and cold: then the oil should be bitter almond oil, or balsam oil or white oil, or balm: and things like these.
Si uero uentosandus est amplorum pororum, tenerae carnis: tunc oportet, ut prohibeatur ab oleo, et oportet ut isti abluant loca Ventosarum earum post uentosationem cum aqua rosata, aut cum aqua frigida, aut cum aqua solatri, aut cum aqua cucurbitae, aut cum aqua portulacae: et similibus eis.	If the belly is swollen with many porcupine quills, have soft meat: then it is necessary to prevent it from being pressed by oil, and it is necessary that they bathe the place of the quills after having them extracted with rose water, or with cold water, or with salt water, or with cucumber water, or with rainwater: and in like manner.
Ille autem cuius sanguis est multae humiditatis, abluat uentosas cum aceto, aut cum aqua myrti, et sumach: et similibus eis.	If the blood of a person is of much humidity, bathe the swelling with vinegar, or with myrtle water, and saffron: and in like manner.
Cuius autem superfluitates sunt grossae, abluat uentosas suas cum uino antiquo, aut cum aqua samsuci, aut decoctione aneti, aut camomillae: et eis similibus.	If there are many large boils, bathe the swelling with old wine, or with alum, or with fennel decoction, or chamomile: and in like manner.
Et oportet, ut caueatur uentosatio in balneo, aut in uestigio balnei, imo oportet, ut administretur post exitum ex balneo per horam, aut per horas duas.	And it is necessary that the swelling be kept warm in a bath, or in a bathhouse, for it is better that it be administered after coming out of the bath for an hour, or two hours.
Et non oportet, ut dormiat aliquis post uentosationem.	And it is not permitted that anyone should sleep after the treatment.
¶ Quid est quo oportet ut regatur Ventosandus, aut Phlebotomatus ante uentosationem.	What is it that is necessary to do before the treatment of the swelling, or before the extraction of blood?
ET post eam oportet, ut consideres in primis: tunc si Ventosatus, aut Phlebotomatus sit cholericus, et uincunt super sanguinem eius acuitas et inflammatio: tunc oportet, ut accipiat infrigidantia, sicut granatum muzum: et etiam endiuiam cum aceto et lactuca, et secaniabin, et iuleb: et eis similia.	And after the treatment it is necessary to consider in the first place: if the swelling or the bloodletting is choleric, and if the blood is of great heat and inflammation: then it is necessary to take coolness, such as pomegranate juice: and also fennel with vinegar and lettuce, and chicory, and ivy: and in like manner.
Et pone cibaria eius pullos, et carnes ouium sekebiget, et cibos conditos cum agresta: et eis similia.	And put on clothes of wool, and fleshy meats are forbidden, and foods that are eaten with barley: and in like manner.
Et cuius complexio est frigida, oportet ut sumat in potu syrupum de melle, aut de almiua, aut alsecaniabin de seminibus factum: et sumat uinum odoriferum medium, quod est inter uetus et nouum: et praecipiatur, ut utatur paucitate cibi.	And if the complexion is cold, it is necessary to take in pottage of honey, or of almonds, or of linseed oil: and take a moderate wine, which is between new and old: and it is prescribed that one should eat sparingly of food
Et pone cibum eius pullos, et canebir: et passeres, id est, paruas aues: et pullos columborum issiadebet.	Place the meat on the cocks, and dogs: and sparrows, that is, parrots of the air: and the meat of pigeons is to be boiled.
Et oportet, ut potus die uentosationis et phlebotomiae plus sit quam cibus: et oportet, ut detur in potu in quibusdam hominibus in horis tyriaca alfaroch, aut medicamen de musco, id est, muscata, aut alesselithe ante uentosationem: et ante phlebotomiam, aut post: ut confortentur membra principalia, et subtilietur sanguis.	The broth of the day of fasting and blood-letting must be more abundant than the food: and it must be given in broth in some man in the hours of the tyriaca alfaroch, or medicine of muscle, that is, muskate, or alethiote before fasting, or after: in order to comfort the principal parts and subtilize the blood.
Et non oportet, ut sumant eam in potu calefacto.	And it must not be taken with warm broth.
¶ De Ventosis sine scarificatione.	Of vomiting without incision.
Uentosae autem quae sunt sine scarificatione, sunt Ventosae quae ponuntur super epar, et splenem, et podagram, et super uentrem, umbilicum, et loca renum, et pixidem anchae: quoniam ista membra non sufferunt scarificationem super se.	Those vomiting which are without incision are those which arise above the spleen, and the kidneys, and the foot, and above the belly, the navel, and the place of the kidney, and the testicle: for these members do not suffer incision over themselves
Et non quaeritur per eas, nisi aut attactio ex membro sanguinis ad membrum: sicut ponimus Ventosam super mammillas in aegritudine fluxus sanguinis narium.	And it is not to be sought by ease, except by pulling out from a blood vessel to a limb: as we do vomiting over the nipples in the flux of blood from the veins.
Et utimur eis, ut soluamus a membro uentositatem frigidam inuiscatam in membro: sicut ponimus uentosam super uentrem, et umbilicum.	And we must be cautious that we do not make the vomiting of a cold liquid from one limb spread to another: as we do vomiting over the belly, and the navel.
Ipsa enim rarificat membrum, et calefacit ipsum, et remouet dolorem propterea, quia resoluit illam uentositatem.	For it itself rarefies the limb, and heats it, and drives away the pain thereby, because it resolves the vomiting.
Etiam ponitur super renes, quando accidit in eis opilatio, aut lapis.	It is also put over the kidneys, when it happens in an oily or muddy fluid.
Uirtute enim attractionis suae fortasse aperit opilationem, aut eradicat lapidem ex loco suo.	For the vomit itself has a strong attraction and perhaps opens the opilation, or eliminates the stone from its place.
Et similiter facit quando ponitur super epar, et splenem apud uentositatem terendam in eis utrisque.	And in the same way it does when it is put over the spleen and the kidney alongside the vomiting in both of them
Et istae Ventosae administrantur uacuae cum sectione tantum.	These winds are administered with small incisions.
Et quandoque administrantur cum igne.	And sometimes they are administered with fire.
Et quandoque administrantur plenae aqua tepida in aegritudinibus pleuresis: et illud est, ut impleatur Ventosa, et sit magna, aqua calida sola, aut aqua in qua decoctae sint herbae quae conueniunt.	And sometimes they are administered with lukewarm water in the cavities of the chest: and this is done by applying the wind and making it great, with only lukewarm water, or water in which some herbs have been boiled that are appropriate.</start_of_turn>
¶ Forma Ventosae administratae cum igne.	The form of the wind administered with fire.</start_of_turn>
Sit amplitudo orificii eius duorum digitorum apertorum, secundum quod formauimus: et quantitas eius in profundo sit medietas palmi: et sit in latere eius in loco qui est circiter medium eius, foramen paruum, secundum quantitatem quod ingrediatur ipsum acus: fiat ex aere simul, aut citrino, grossorum marginum, lenium, aequalium, tersorum: ut non laedat membrum apud positionem suam super ipsum: et sit in medio eius uirga transuersa ex aere, aut ferro, ubi ponitur candela cum igne.	Its size is two open fingers wide, as we have formed it: and its quantity in depth is half of a palm, and its lateral position is at the middle of its length, with a small opening according to the quantity of the needle: let it be of air, or citrine, of thick borders, soft, even, and thin, so that it does not injure the limb in its position above it: and there is a transverse wire in the middle of it, of air or iron, on which is placed the candle with fire.</start_of_turn
Et iam fit haec uentosa magna, maior ea quam narrauimus, et parum minor illa, secundum aegritudines et aetatem eius qui utitur.	And thus this wind is made great, greater than we have said, and a little less than that, according to the ailments and the age of the patient who uses it.</start_of_turn>
Ventosae enim puerorum, et extenuatorum sunt aliae, quam uentosae uirorum, et grossorum corporum.	The winds of children are weak, and those of the extenuated are other than those of the adults, and those of the thick-bodied.</start_of_turn
Qualitas autem ponendi hanc uentosam cum igne super membrum, est, ut accendas licinium cum igne ex lino decenter, aut candelam paruam ex caera: et pone eam super medium uirgae transuersae quae est in medio uentosae: ut sit accensus ignis circiter inferiorem partem uentosae, ut non comburatur corpus infirmi.	The quality of placing this wind with fire upon the limb is that you should raise the lint with fire from the center of the candle, or put a candle wick from the wax: and put it on the middle of the transverse wire which is in the middle of the wind so that the flame is surrounded by the lower part of the wind, that it does not burn the body of the patient.</start_of_turn
Deinde ponatur super membrum: et digitus sit super foramen quod dixi, donec quando tenemus uentosam: dum indigemus, auferamus digitum, et egredietur uapor super illud foramen, et soluetur uentosa statim.	And then it is placed on the limb: and the finger is placed over the opening which I mentioned, until we have finished with the wind: when we are finished, we remove the finger, and the vapor escapes through that opening, and the wind is immediately relieved.</start_of_turn
Deinde igni licinium secundum modum suum, et itera eam, si indiges illa.	Then give the purgative according to its measure, and repeat it again if it does not work.
In Ventosa autem quae administratur in aegritudine pleuresis cum aqua, non est uirga transuersa, neque foramen: et non administratur, nisi quia impletur aqua, et ponitur super membrum tantum.	In wounds which are treated with powder of alum in wound of the chest with water, there is no need for an enema, neither for a fistula: it is not to be administered except when the wound is filled with water, and is placed upon the limb only.
Et haec est forma eius.	This is the way to do it.
Et haec Ventosa quanto plus est magna, ut capiat aquam multam, est melior.	The greater the quantity of Ventosa, the more it will absorb the water
¶ De suspensione Sanguisugarum.	On suspension of blood-sugar.
Caput XCIX.	Chapter XCIX.
Sanguisugae non administrantur in pluribus, nisi in quibus membris non est possibilis positio uentosarum, propter paruitatem eorum, sicut labium, et gingiua, et eis similia.	Blood-sugars are not to be administered in many places, except in those in which it is not possible to position the enema bags, because of their small size, such as the lip and the tongue, and things like that.
Aut in membro denudato a carne, sicut digitus, et nasus, et eis similia.	Or on a limb stripped of flesh, such as a finger or a nose, and things like that.
Et qualitas utendi eis est: ut ueneris ex Sanguisugis quae sunt in aquis dulcibus, mundis a putredinibus.	And the quality of the powder is that it should be made from blood-sugars which are in sweet waters, freed from putrefaction.
Deinde dimittantur die et nocte in aqua dulci, donec famelicae sint, et non remaneat in uentre earum aliquid.	Then they are given every day and night in sweet water, until the patient is satiated, and does not remain in their belly anything
Deinde euacuetur corpus in primis cum phlebotomia, et cum uentosis.	Then the body is evacuated in the first place with phlebotomy, and with enemas.
Deinde absterge membrum infirmi, donec rubeat.	Then wash the limb of the patient, until it is red
Postea ponantur super ipsum.	Then put upon it again
Cum ergo implentur, et cadunt, et est possibilis suctio loci cum uentosa, tunc est magis ultimum in iuuamento: et si non, tunc ablue locum cum aceto.	When they are full, they fall down, and it is possible to suct the place with an enema, then that is the last in the treatment: and if not, then remove the place with vinegar
Deinde cum aqua multa, et fricetur, et exprimatur.	Then when the water is much, and the wound is open, and is expressed.
Quod si prolongatur cursus sanguinis post casum Sanguisugarum, et est illud resudando: tunc infunde pannum lini in aqua frigida, et pone ipsum desuper, donec abscindatur resudatio.	When the blood flow is prolonged after the fall of the blood-vessels, and it is that which is flowing out: then pour oil of linen into cold water, and place the wound above it, until the flow of blood is stopped.
Quod si multiplicatur sanguis, tunc pulueriza super ipsum zegi tritum, aut gallas, et similia eis ex stipticis: donec abscindatur sanguis.	When blood is excessive, then grind over the wound some powdered alum or gallic acid, and similar things from sponges: until the blood is stopped.
Aut ponantur super locum medietates fabarum excorticatarum: et dimittantur, donec adhaereant fabae in loco, nam sanguis abscinditur.	Or apply over the place the middle of cloths scraped from the bark of trees: and let go, until the cloths adhere to the place, for the blood is stopped.
Et oportet si necessaria est iteratio Sanguisugarum, quando est possibile, mutare eas.	And it is necessary if necessary to repeat the blood-letting, when it is possible, to change them.
Si autem prohibentur Sanguisugae a suspensione, tunc abstergatur locus cum sanguine recenti.	If however blood-letting is forbidden from suspension, then the wound is to be cauterized with recent blood
Aut fige acum in locis, donec egrediatur aliquid ex sanguine.	Or let the point be fixed in the place, until something comes out of the blood.
Deinde ponantur, nam ipsae quando sentiunt aliquid ex sanguine, adhaerent statim.	Then apply, for they adhere immediately when they feel something from the blood
Quando ergo uis ut cadant, pulueriza super eas aliquid ex aloe trito, aut salem, aut cinerem: et cadent statim.	When they wish that they should fall, grind over them something from aloe which is ground, or salt, or ash: and they will fall immediately.
¶ Partis Secundae Finis.	End of the Second Part.
¶ Liber Chirurgici Albucasis Pars III.	Book of Surgery by Albucasis, Part III.</start_of_turn>
¶ Sermo uniuersalis de restauratione, et dislocatione, et curatione torsionis, et similibus.	Universal Discourse on Restoration, Dislocation, and Healing of Torsion, and similar things.</start_of_turn>
Caput I.	Chapter I.</start_of_turn>
Hoc Capitulum etiam multotiens est necessarium in arte Medicinae, et est restauratio fracturae, et dislocationis accidentium in ossibus.	This Chapter is also very necessary in the art of Medicine, and is the Restoration of fractures and dislocations of the bones.</start_of_turn
Scitote o Filii, quia iactant se de hoc Capitulo stolidi medicorum et uulgi, et qui non inspexerunt unquam antiquorum librum, neque legerunt ex eo literam.	Know ye, sons, that they who handle this book of the art of healing and of wondrous remedies, and who have never once perused the works of the ancients, neither have they learned anything from them by letter.
Et propter hanc caussam fit, quod iste modus ex scientiis in terra nostra est priuatus.	For this reason it is that this method of learning is shut off in our land.
Et ego non obuiaui in eo unquam bono omnino, et non adeptus sum ex eo illud, quod sum adeptus nisi propter longitudinem lectionis librorum antiquorum, et studium super intellectum eorum, donec extraxi scientiam illius ex eis.	I have never learned anything good from it (this book), and I am not learned from it in any way, except by the length of reading the ancient books, and by the study of their intellect, until I had extracted the science from them.
Deinde adhaesi experimento et studio longitudine uitae meae.	And then I adhere to experiment and the length of my life.
Et iam descripsi uobis ex illo in hoc Capitulo totum quod continet scientia mea: et super quod praeteriit experimentum meum, postquam abbreuiaui illud uobis, et liberaui illud ex occupatione elongationis, et abbreuiaui illud fine abbreuiationis, et ostendi illud fine declinationis: et formaui in eo formas multas ex formis instrumentorum quae administrantur in eo, cum sit ex additione declinationis, sicut feci in duobus Capitulis praecedentibus.	And I have set down for you in this Chapter all that concerns my science: and after that I have described the experiments which I have made, after I had abridged them for you, and I have set them down in order to abbreviate, and I have set them down at the end in order to decline: and I have made various forms of the instruments which are used in this book, adding to the decline as I have mentioned in the two preceding Chapters.
¶ Summae, et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fractorum, et diuersorum, si uniuscuiusque.	In summary, and the collection of the nature of fractured bones, which is necessary before we proceed to the recollection of fractured limbs and diverse parts of the body
Caput II.	(The text following this point is not included in the request and is not translated.)
Oportet, ut dicamus in prologo huius Capituli, summas sermonis, et capitula, ad quarum intellectum cogitur in primis artifex ad stationem super earum ueritatem: scilicet ut uos, et qui sunt prompti, sciant, uel addiscant hanc artem nobilem, et alii a uobis.	It is necessary, as we say at the beginning of this Chapter, to recall the sum of the discourse and the chapters, to which the intellect of the first craftsman is applied in order to reach their perfection: namely, that you, and they who are prompt, may know, or learn, that this noble art is not for everyone.
Dico, ergo, quod quando accidit alicui fractura, aut dislocatio, aut torsio, aut casus: tunc oportet, ut properes in primis ad phlebotomandum eum, et soluendum ipsum, aut utraque simul: si non prohibeat aliquid, sicut debilitas uirtutis: aut est ille cui accidit aliquid ex illis puer, aut senex decrepitus: aut est tempus uehementis caloris, aut uehementis frigoris ualde.	I say, therefore, when any fracture, dislocation, twist, or fall occurs: then it is necessary at once to apply phlebotomy and solve it, or both together: if nothing else hinders, such as weakness of spirit: or is he who has done it to him a boy, or an old man decrepitus: or is the time urgent of heat, or urgent of cold.
Deinde sit contentus in cibo suo, oleribus frigidis, et carnibus auium, et haedorum: et prohibe uinum, et carnes grossas, et repleri ex cibis et omni cibo qui replet uenas sanguine.	Then let him be content with his food, with cold herbs, and with poultry and blood: and let him abstain from drink, and from coarse meats, and restore himself from food and from all food which fills the veins.
Donec quando securus sis ex apostemate calido, et non times effusionem materiei ad membrum: tunc redeat infirmus ad regimen suum primum cum quo cucurrit consuetudo eius.	When he is cured of the heat of the after-flux, and does not fear the effusion of matter to the limb: then let the patient return to his ordinary regimen as soon as he can with which he is accustomed
Cum ergo incipit os fractum restaurari, tunc oportet, ut cibetur infirmus cibis nutrientibus nutrimento multo, grosso, graui, in quibus sit uiscositas: sicut cibaria facta ex tritico cocto cum aqua, et rizum, et capita, et pedes, et uentres uaccarum, et oua, et pisces recentes: et uinum grossum, et similia illis.	When the bone is beginning to heal, then it is necessary, that the patient should eat nourishing and bulky foods, such as barley bread cooked with water, barley meal, heads, feet, beans, fat, fish: and strong drink, and things like these.
Cum hoc enim regimine fit coagulatio fracturae uelocius, et melius.	With this regimen the coagulation of the fracture will be faster and better.
Et scias, quod ossa fracta, quando sunt in uiris qui sunt in prima senectute, et decrepitis, non est possibile, ut continuentur et consolidentur secundum naturam suam semper, propter exiccationem membrorum eorum: et consolidantur et continuantur quae ex eis sunt in fine lenitatis, sicut ossa puerornm paruorum.	And know that broken bones, when they are in the joints which are in their first old age, and decrepit, it is not possible that they should continue and consolidate according to their natural course always, because of the wasting away of the limbs: and they consolidate and continue only what is in the end of leniency, like bones of the newborn calf
Verumtamen natura annectit super os fractum ex omni parte aliquid simile glutino, in quo est grossitudo, quo adhaeret et stringit ipsum, donec conglutinantur adinuicem, et ligantur adinuicem, donec uenit in fine fortitudinis et firmitudinis, sicut fuit in primis, donec non prohibet ipsum aliquid ab operationibus suis: et propter hanc caussam est necesse, ut ponas nutrimentum infirmi cibaria, in quibus sunt grauitas, et uiscositas, et grossitudo, sicut diximus.	But nature adds upon the broken bone from all sides something like glue, which is of great thickness, which adheres and binds it, until they are congealed together, and bound together, until it comes in the end to strength and firmness, as it was in the beginning, until it is not hindered by any operation: and for this reason it is necessary that you should give the patient nourishing food, which has abundance, viscosity, and thickness, as we have said
Et scias, quod fracturae species sunt diuersae, secundum diuersitatem membrorum: quoniam fractura cruris, est diuersa a fractura ossis capitis: et fractura ossis pectoris, est diuersa a fractura ossis dorsi: et similiter reliqua membra omnia diuersa existunt adinuicem: et ego ueni cum rememoratione omnis speciei fracturae expositae in Capitulo suo distinctae ab alia.	And know that there are various kinds of fractures, according to the diversity of the limbs: for as the fracture of the leg is different from the fracture of the head: and the fracture of the breastbone is different from the fracture of the back: and in the same way all the other limbs are different from each other: and I come with the remembrance of the kind of fracture which is exposed in his chapter distinguished from the others.
Et diuersificantur species fracturae ossis etiam in seipsa.	Diverse forms of bone fracture also exist within themselves.
Quoniam fit fractura eius arcuata, praeter quod accidant in ea astellae.	For indeed, such fractures are arched, apart from the fact that they happen alongside splinters.
Et quandoque fit fractura eius secundum longitudinem ossis: et sunt fracturae eius satagiae, id est, astellae, et additiones procedentes, sicut sunt in calamo, cum aptatur cultello ad scribendum.	And when a fracture happens along the length of the bone: such fractures are of the saddle type, that is, splinters, and protrusions, like those in the quill, when the blade is applied to write
Et non procedentes: et est fractura cum uulnere et disruptione in capite: et est fractura fissura parua.	Not from that: and it is a fracture with a wound and disruption at the head: and it is a small fissure.
Et omni speciei est ingenium, uel instrumentum proprium in restauratione eius, secundum quod ueniet rememoratio eius, distincta in locis suis.	And every kind has its own wisdom, or its own instrument for restoration, according to the memory of its restoration, distinguished in its places.
Et ex eo quo cognoscitur fractura ossis, est tortuositas eius, et ipsius eminentia: et apparitio eius sensui, et sonitus eius quando comprimis ipsum manu tua.	From which it is known that a fracture of the bone is its tortuousness, and its prominence: and its appearance to the sense, and its sound when you press it with your hand
Quando ergo non est in loco tortuositas apparens, neque sonitus apud tactum tuum cum tangis os cum agitatione, neque inuenit infirmus magnum dolorem: tunc non est illic fractura, imo possibile est, ut sit tortuositas, aut fissura parua: non ergo oportet, ut moueas ipsum cum manu et compressione omnino, imo pone super ipsum ex medicinis, quarum uenit rememoratio, post momentum illud quod conuenit loco: deinde stringatur strictura subtili.	When there is no apparent tortuousness in the place, nor any sound on touching the bone with your hand, nor does the patient experience great pain: then it is not a fracture, but it is possible that there is only a slight fracture or a slight displacement: it is not therefore necessary to move the limb with the hand and compress it completely, but rather to place above it the hands of the physicians who know the remedy, after which the tightening should be done subtly
Et scias, quod locus quando arcuatur, et scinditur in duo, praeter quod accidant in eo satagiae, uerumtamen remouetur omnis pars a compari sua: tunc oportet tibi, ut incipias ab hora tua ad rectificationem eius, aequando ipsum antequam accidat ei apostema calidum.	Know that when an arc fractures, and breaks into two, apart from the splinters that happen alongside, the whole limb is really moved from its place: then you must start from the beginning to restore it, equating it before the swelling becomes cold
Si autem accidat ei apostema calidum, tunc dimitte ipsum diebus aliquot, donec quiescat apoestema.	But if swelling occurs, then defer it for a few days, until the swelling subsides.
Deinde aequa ipsum secundum quemcunque modum potest ex lenitate et ingenio.	Then, equalize it according to whatever degree you wish with lenity and ingenuity.
Et scias, quod restauratio eius, et ipsius aequatio, est facilior quam ossis, in quo accidunt satagiae.	You also know that the restoration of it and its equalization are easier than bones, in which wounds happen frequently.</start_of_turn>
Deinde stringe ipsum, secundum quod ueniet tibi rememoratio eius.	Then, tighten it up according to what reminds you of its nature.</start_of_turn>
Si uero in osse sunt satagiae, tunc necessaria est extensio huius membri fracti ex duabus partibus, si manus sit, aut pes: aut cum manu tua, si membrum est paruum: aut cum duobus funibus, aut cum fune et manu.	If indeed there are wounds in the bone, then necessary is the expansion of this fractured limb from two parts, if it is the hand, or foot: or with the hand, if it is a small limb: or with two strings, or with a cord and a hand.</start_of_turn
Et sit positio tua qua ponis membrum super locum aequalem, secundum figuram suam naturalem, donec quando extenduntur partes membri fracti: tunc conare, ut redire facias illas additiones omni ingenio, et secundum quemcunque modum potes in locis suis: et caue secundum fortitudinem tuam, ne accidat super infirmum per operationem tuam dolor, neque laesio: et conare secundum fortitudinem tuam, ut applices unum duorum ossium cum socio suo, secundum meliores formas.	And let your position be such as to place the limb on an equal level, according to its natural shape, until when the parts of the fractured limb are extended: then try, so that you can make them join again with all ingenuity, and according to whatever degree you can manage in the places: and be cautious according to your strength, lest you cause more pain or injury through your operation; and try according to your strength, so that you apply one bone against the other, with its partner, according to the better shapes.</start_of_turn>
Et oportet in illa hora, ut tentes et tangas ipsum manu tua.	And it is proper in this hour to test and touch your hand.</start_of_turn
Si ergo uides illic aliquid diuersum, rectifica ipsum, et aequa illud per quantitatem tuae uirtutis.	If there is anything different there, correct it, and equalize it according to the degree of your skill.</start_of_turn
Et caue extensionem uehementem, et compressionem fortem, sicut faciunt multi stolidorum.	And be cautious of excessive extension and compression, as do many solid things.</start_of_turn
Multotiens enim faciunt accidere per operationem illam suam apostema calidum, aut contractionem in membro: sicut iam uidimus illud ex operationibus eorum multotiens.	For many do these things cause their wound to become cold, or contraction in the limb: as we have seen with these operations of theirs many times.</start_of_turn
Deinde annecte post aequationem, et decentem operationem, et stricturam illius membri, et quietem, et tranquillitatem: et mone infirmum super ipsum.	Then bind up after equalization, and loosen the operation, and tighten that limb, and rest, and tranquility: and give the infirm person rest above it.</start_of_turn
Et fac ipsum cauere, ne moueat ipsum in hora suarum uigiliarum, et somni sui apud reuolutionem suam, et agitationem suam, et apud egestionem suam, et omnes motus suos ultima uirtute sua.	And make the patient recline, so that he does not move during the hour of his greatest heat, and that he sleep in his usual position, without commotion or movement, and during evacuation.
Et ut caueat, ne sit positio membri positio cum qua sequatur dolor.	And so that he does not sit in a position which causes pain.
Quod est, quia quando sentit in dispositione positionis membri dolorem, aut laesionem: tunc oportet, ut permutes ipsum ad dispositionem aliam ab illa cum qua non sentiat dolorem.	For when he feels pain in a position of a limb, or an injury: then it is necessary to change him to another position from that in which he does not feel pain
Et caue cum illo, ut sit positio eius illa aequalis, recta: ut non accidat in membro tortuositas, quando restauratur.	And make him recline so that his position is even and straight: so that no bending of the limb occurs when restoring him
Et qualitas stricturae membri fracti est, secundum quod narro.	The degree of fracture of the limb is known by me.
Scias, quod membra fracta diuersificantur in paruitate sua, et eorum magnitudine, et ipsorum forma.	You know that fractured limbs are varied in their degree, in their size, and in their shape.
Quae ergo ex eis sunt parua, sicut brachium, et digitus, et focile, et similia eis, tunc oportet, ut sit inuolutio panni mollis, subtilis.	As for the small bones, such as the arm, the finger, the heel, and things of that kind, then it is necessary to apply soft padding, fine.
Quae autem ex eis sunt grossa, sicut coxa, et crus, oportet ut sit in eis inuolutio lata, dura.	As for the large bones, such as the hip and the thigh, it is necessary to apply a wide and hard padding in the limb
Quoniam ligamentum latum, connectit membrum magnum, et stringit ipsum ab omni parte strictura aequali, ita quod non ingreditur ipsum macula.	Because the wide ligament which connects the great limb and tightens it from all sides, equal tension, so that it does not yield to the injury.
Deinde incipe post euacuationem tuam ab aequatione ponere linimentum conueniens ad illud, in stuppa leni super locum fracturae ipsius.	Then, after evacuation, place on it a suitable ointment from an equal part, in a soft cushion over the place of the fracture.
Deinde incipe inuoluere ligamentum super locum fracturae ipsius tribus inuolutionibus, aut quatuor, secundum quod meretur membrum: et stringe manum tuam parumper cum ligamento.	Then bind the limb around the place of the fracture with three or four layers of dressing, according to the need of the limb: and hold the hand firmly with the ligament.
Deinde uade cum eo ad partem superiorem a loco fracturae, et stringe minus quam fuit strictura tua, qua strinxisti locum fractum.	Then draw up with the ligature to the upper part beyond the fractured place, and tighten less than the stricture which you made at the fractured place.
Deinde elonga te cum inuolutione a loco fracturae parumper, et mollifica stricturam paulatim, donec capias ex loco sano rem magnam.	Then draw up with the ligature from the fractured place downwards, and soften the stricture gradually, until you have restored the great part from the healthy place.
Deinde accipe uittam aliam, et inuolue eam iterum super locum fractum inuolutionibus.	Then take hold of the other end and draw it over the fractured place again with ligatures
Postea uade cum inuolutione ad partem inferiorem a fractura.	Then draw up with the ligature to the lower part from the fracture
Et sit operatio tua in strictura inuolutionis, et mollificatione eius, secundum quod diximus in inuolutione prima superiore.	And let your operation be in the tightening of the ligature and the softening of the same, as we said in the first upper ligature
Deinde pone inter inuolutiones ex stuppa leni, aut panno, cum quo aequetur tortuositas fracturae, si est in ea tortuositas: et si non, non ponas in ea aliquid.	Then put between the ligatures some soft material, or a cloth, with which the fracture is to be made even: and if there is no twist in the fracture, do not put anything in that.
Deinde inuolue super ipsam uittam aliam.	Then draw up over the other end once more.
Postea aequa super has inuolutiones astellas decenter factas statim, si non est in loco inflatio, neque apostema calidum.	Then make the two ligatures equal over the place where they have been made immediately, if there is no swelling, neither a hard swelling.
Si autem in ea est inflatio, aut apostema: tunc pone super eam quod sedet illud apostema, et auferat inflationem: et dimitte eam aliquot diebus.	If however there is swelling or a hard swelling in that place: then put over that which sits upon that swelling, and remove the swelling: and let go of the ligature a little every day.
Deinde stringe super ipsam tunc astellas.	Then tighten over that once more the ligatures
