Praefatio.	Prefatory Note.
Quando ergo completur iste numerus, tunc solue ligamentum: et tu sis in securitate.	When this time has elapsed, then loosen the ligament: and you will be secure.
Nam ipsa est ex ossibus quorum communitio non timetur, neque eorum solutio.	For it is from the bones that the common union is made, and from them it is not easily severed
Si autem procedat ex osse frustum, et pungit sub cute: tune scinde super ipsum, et aufer ipsum.	If indeed it proceeds from a broken bone, and projects under the skin: then cut over it and remove it.</start_of_turn>
Et fac quod diximus in fractura furculae ex sedatione apostematis calidi, si accidat ex eo aliquid.	And do as we have said concerning the fracture of the collarbone from the swelling of the after-pulse, if anything like that should happen.</start_of_turn>
¶ De restauratione fracturae Pectoris.	¶ On the restoration of a fractured breastbone.</start_of_turn>
Caput VIII.	Chapter VIII.</start_of_turn>
Pectus quandoque frangitur in medio sui, et raro accidit illud.	The breastbone sometimes fractures in the middle, and this is rare.</start_of_turn
Extremitates eius quidem plurimum franguntur, et comminuuntur ex accidentibus eius.	The extremities of it are most often fractured, and break from its accidents.</start_of_turn
Quando frangitur eius medium, quod declinat ad inferiora, et accidit ei dolor uehemens, et difficultas in anhelitu, et tussis: et fortasse euomit sanguinem, et declaratur concauitas in osse fracto, et non occultatur sensui, Restauratio eius est, ut resupinetur infirmus super dorsum suum: et pone inter Spatulas eius puluinar.	When it fractures in the middle, which inclines downwards, and if there is pain, unease in swallowing, and difficulty in breathing: and perhaps vomiting blood, and the fracture is evident, not hidden from sense, the restoration is that the patient lies on his back: and place two spatulas between his thumbs.</start_of_turn
Deinde preme humeros eius, et aggrega costas a duabus partibus uel lateribus cum manibus: et subtiliare in aequatione eius, secundum omnem modum quo possibile est illud et conuenit, donec redeat figura ossis, secundum quod oportet.	Then first of all touch the humerus of it, and join the ribs from two parts or sides with the hands: and subtilize in its proportion, according to every possible way and as it seems convenient, until the figure of the bone returns, as it should.
Deinde pone super ipsum emplastrum et stuppam, et pone desuper astellam ex tabula subtili ex salice, aut chalingi, et ex eis similibus in leuitate, postquam tu inuoluis eam in panno.	Then place upon it a plaster and bandage, and place above it a sliver of lead from a thin board of salt, or chalk, or like lead in lightness, after you have bound up the part in cloth.
Deinde subtiliare in ligando eam super os fractum, ut non remoueatur: et uade cum ligatura secundum rotunditatem ad dorsum aliquotiens, et stringe ipsum strictura decenti.	Then subtilize in ligating the part above the fractured bone, so that it does not move: and guard with ligature according to the roundness to the back, and string it with a good stitch.
Deinde considera ligaturam in omni hora, et quotienscumque mollificatur, stringe eam: et si necessitas eius prouocat ad solutionem eius apud pruritum, uel corrosionem quae accidit in loco, aut dolorem, aut apostema: tunc propera, et solue eam, et eradica emplastrum, et rectifica quod accidit cum modo curationis eius.	Then consider the ligature at every hour, and whenever it is softened, string the part: and if its necessity shows itself at the solution of it at the wound, or corrosion that happens in the place, or pain, or swelling: then take care of it, and solve the part, and remove the plaster, and restore what has happened in the way of its treatment
Deinde reduc emplastrum, si uides ad illud faciem: et annecte ei stricturam, donec sanetur.	Then reduce the plaster, if you are able to do so to the face: and bind it with a tight bandage, until it is healed.
¶ De restauratione Costarum, quando franguntur.	As for the restoration of the ribs when they are fractured.
Caput IX.	The provided text does not include the content of Chapter IX, so I am unable to translate that section.
Scias, quod Costarum fractura non accidit, nisi in locis grossis quae sequuntur dorsum, et ex extremitatibus earum ab anteriori parte.	You know that a fracture of the ribs does not happen except in great places following the back, and from the extremities of them from the anterior part.
Et non accidit eis attritio, nisi propterea, quia sunt cartilaginosae.	And it does not happen that the ribs are fractured except by violence, because they are cartilaginous
Et cognitio ipsius non occultatur sensui apud inquisitionem cum digitis.	And its knowledge is not hidden from sense when it is inquired of with the fingers
Et restauratio eius fit ita, ut aeques fracturam cum digitis secundum modum possibilem, donec aequetur figura, secundum quod oportet.	And its restoration is done in such a way that it equals the fracture with the fingers according to every possible way, until the figure is equal, according to what is necessary
Deinde emplastra, et stringe os fractum cum astella, si indiget illo.	Then apply plaster, and bind the broken bone with an awl if necessary.
Et si fractura Costarum est decliuis ad interiora: tunc accidit infirmo dolor uehemens, et punctura, sicut punctura illa quae accidit illi qui habet pleuresim: propterea, quod os pungit uelamen, et etiam ei accidit difficultas anhelitus, et tussis, et uomitus sanguinis multi: et haec est difficilis curationis.	If the fracture of the ribs is towards the inside: then it happens to the sickly man a severe pain and swelling, and a puncture, like that which happens to him who has pleurisis: because the bone pierces the lung, and also to him happens difficulty in breathing, and coughing, and vomiting of blood: and this is a difficult cure.
Et iam ingeniati sunt antiqui in ea cum ingeniis multis: et ex eis sunt qui dicunt, ut ponas cibos infirmi qui generent inflammationem et uentositatem, ut inflammetur uenter, et extendatur, et impellatur fractura ad exteriora.	And the ancients were skilled in these things with many skills: and among them are some who say that you should put on the patient's body things which generate inflammation and swelling, so that the belly inflates, extends, and drives the fracture outwards.
Nos uero abhorremus, ut non fiat caussa uelox ad faciendum apostema calidum, si non accidit.	We indeed abhor that it should be the cause of making the abscess soft, if this does not happen
Si autem iam accidit, tunc addit in eo.	But if this does happen, then it is added to it.
Et dixerunt quidam eorum: ponatur super locum uentosa, deinde sugatur cum fortitudine, et est similius ratiocinationi.	And some of them say: put on the place of swelling a soft dressing, then bandage it with force, and this is similar to reasoning
Verumtamen timetur, quod attrahat uentosa superfluitates ad locum, propter dispositionem debilitatis.	But indeed they fear that it attracts excessive swelling to the place, because of the disposition of the fracture.
Et dixerunt quidam eorum: oportet ut cooperiatur locus cum lana quae iam submersa est in oleo calido: et ponantur puluilli inter Costas, donec impleatur: ut sit ligatura aequalis quando inuoluis eam secundum rotunditatem.	And some of them say: it is necessary that the place should cooperate with the bandage which is already submerged in hot plaster: and put in wool between the ribs until it is fixed: so that there is an even ligation when you wrap it around according to the roundness
Deinde curetur infirmus curatione pleuresis ex cibo et medicina.	Then care for the patient with the cure of pleurisis from food and medicine.
Quod si coartat infirmum res uehemens, quam non tolerat, et os pungit uelamen punctura laedente, et timemus super infirmum: tunc oportet, ut scindamus super locum, et detegamus a Costa fracta.	And if you bind the patient tightly because he cannot tolerate it, and the bone pierces the lung with a painful puncture, and we fear over the patient: then it is necessary that we split open the place and remove the fractured rib
Deinde ponamus super ea instrumentum quod conseruat sifac, cuius rememoratio praecessit: et incidamus os cum facilitate, et incidamus ipsum.	Then we place above it the instrument which conserves the moisture, whose remembrance precedes: and we will penetrate the bone with ease, and we will penetrate it itself.
Deinde aggregemus duo labia uulneris, si est magnum cum sutura: et curemus ipsum cum emplastris, donec sanetur.	Then we will add two lips of the wound, if it is large with suture: and we will care for it with patches, until it is healed.</start_of_turn>
Quod si accidat interim apostema calidum, tunc propera, et infunde puluillos in oleo rosato, et pone super locum: et curetur infirmus cum eo quod conuenit apostemati.	If meanwhile a hard swelling occurs, then we will make it straight, and we will infuse sponges into the softened gum, and we will place upon the place: and we will care for the patient with what is suitable for the swelling.</start_of_turn>
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	And also during the night the patient rests upon the side on which he sleeps, until he is healed.</start_of_turn
¶ De restauratione fracturae Spondilium dorsi et colli.	On the restoration of fractures of the spine and neck.</start_of_turn
Caput X.	Chapter X.</start_of_turn>
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	The bones of the neck sometimes suffer fracture, and rarely is there any abrasion: and in the same way the vertebrae of the spine also.</start_of_turn
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	When this happens to anyone, and you do not know whether he is healed or not: then stay still.</start_of_turn
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For if you move his hand, even if it is softened, and puffed up, and dead: and you cannot move it easily, neither extend it easily, nor constrict it easily: and when you constrict it with your fingers and pinches it with a needle, he does not feel any pain, neither does he feel any suffering: then you know that he is not healed, and that it is fatal in many situations.</start_of_turn
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	If he moves it and feels in it a constriction with the fingers and a puncture: then you know that the bone is healed, and that the patient will be healed with care.</start_of_turn
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	If it be that Spondilibus dorsi suffer like this, and thou desire to know whether he is well or not: then consider his feet: for if thou seest that his feet are softened, it is like that which happens in the hands: then, when he lies upon his back, there issueth a discharge of wind and evacuation without his will: and when he lies upon his belly, there issueth an evacuation without his will: and when he lies upon his back and would wish to speak, and is unable: then know that it is deadly.
Non ergo labores in curatione eius.	If it be that Spondilibus dorsi suffer like this, and thou desirest to know whether he is well or not: then consider his feet: for if thou seest that his feet are softened, it is like that which happens in the hands: then, when he lies upon his back, there issueth a discharge of wind and evacuation without his will: and when he lies upon his belly, there issueth an evacuation without his will: and when he lies upon his back and would wish to speak, and is unable: then know that it is deadly.
Si uero non accidit ei aliquid ex illo, res est leuior.	If nothing else happens to him from this, things are easier.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And the treatment of him which happens from this is as follows: you give him a warm pack to the back: thus, as you put on Spondilem a little oil of roses alone: or with some wool or fat.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Put on him again at every hour in the day, until when the back is healed: then put on over one of his beds some soft cushion or blanket, and bind up over him with a bandage: and command the patient to rest quietly and peacefully
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	Neither let him sleep upon the part which is suffering from the pain, until he is healed
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	If it be that at the attrition of the sathaya bone, or that something is separated from it: then it is necessary to cut through the skin, and bring out the diseased part.</start_of_turn>
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then join together two lips of the wound, if it is great, with a suture.</start_of_turn>
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then care for yourself with anyone who is in the body, from the unguents until they are healed.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	If the heel bone is fractured, and the end of the bone is towards the heel: then it is necessary to insert the little finger of the left hand into the hole, and to make equal the fractured bone to the other side, as much as possible, and in accordance with the proportion.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then put on top of it, and lift it up: and care for the wound with the care that went before, until it is healed
¶ De restauratione Anchae.	On the restoration of the ankle
Caput XI.	Chapter 11.
Raro franguntur ossa Ancharum.	Rarely are the bones of the ankle fractured
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they are fractured, then the fracture of them is not except for a break in the extremities: and they are split along their length, and lean inwards: and this causes pain in the place, and swelling: and the leg that is fractured becomes stiff
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And the restoration of it is that you extend your hand over it, until you are over the fracture as well as it is in figure
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If the fracture is only in the extremities: then make equal the fracture according to what is prepared from the proportion, until the figure of it is equal to its natural figure
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	If however the fracture is along its length, or leans inwards: then make the sick person lie upon his belly, until the restoration of the fracture is prepared
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When you have made it equal: put on top of it a dressing: then put on top of it a bandage of wood, or of leather: and bind tightly over it what you do not fear the displacement of the fracture, and the removal of the bandage
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And equal breadth was made for them with that which was placed before them, until it grasped them firmly according to their equality: and it was prescribed to the sick man, that he should sleep upon his back, or upon his sound side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	If, however, a cold abscess should arise: then cease from the extension of the limb, and restore it, until the abscess is settled: and place upon it what has settled before it, according as it has been said before, then restore it to its former state: and bind it as seems necessary.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	If indeed it happened in the sitting bone, or was fractured, extract it.
¶ De restauratione fracturae Adiutorii.	Concerning the restoration of a fractured bone.
Caput XII.	Chapter XII.
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The aid is that which is between the elbow and the head of the scapula.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If it is therefore fractured, then its restoration is according to one of two methods.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	One of them is: take a flat board of medium thickness, according to this form which follows
Et ligentur in duabus extremitatibus duo ligamenta.	And bind at the two extremities two ligatures.
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then it is suspended from a raised place: and the sick man sits down
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then he throws his fractured arm over the board, until it reaches its elbow, in which there is the attached piece of the bone
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then suspend from above something heavy, so that it extends the limb downwards
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then the doctor will stabilize the fracture with his hands, until the fracture is restored, as seems necessary
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And the other method is that the sick man should lie on his chest: and suspend his limb from his neck with a ligament
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then command two assistants to hold one above the fracture with their hands: and let the other hold below it, and extend each of them to their own part.
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	Or if desired, for greater extension, then bind under the fracture with a ligament and above it with another ligament: and extend each of them by both assistants to their two parts.</start_of_turn>
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	If, however, the fracture is close to the elbow, then it is necessary to place one ligament under the olecranon and the other under the fracture beyond the cubit.</start_of_turn
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	Similarly, if the fracture is close to the forearm: then it is necessary to place a ligament above the place of the fracture and above the forearm itself.</start_of_turn>
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then keep the fracture still with ease without labor, until the fracture is equal according to what is necessary, and apply a good dressing: then bind it if swelling does not occur after warmth.</start_of_turn>
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	If however swelling does occur, then loosen the binding until the seventh day.</start_of_turn>
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place above it a dry bandage soaked in vinegar in aceto and rose oil, until the swelling subsides: then bind it. And the way to bind it is to place a plaster over the fracture.</start_of_turn>
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place a covering of new cloth over the plaster.</start_of_turn
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then support the arm over the assistant, and place your hand open over your shoulder.</start_of_turn
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And put on a bandage, and bind over the assistant's arm, so that the arm rests in the place of the bones of the fracture: if it does not hinder you from anything, do not move anything over it from the fracture.</start_of_turn
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	If at any time, while another has something fractured from his bone protruding over thee, then use a sponge: for it is, that thou shalt place over the fracture a sponge which is broader and stronger than the others.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	And thou shalt place between every sponge a breadth equal to a finger: and the length of the sponges shall be according to the fracture with the addition of three fingers from every side.
Deinde stringe super astellas strictura quam dixi in principio capituli.	Then bind over the sponges as I said at the beginning of the chapter
Et est, ut sit strictura tua super locum fracturae strictior.	And it is, that thy binding over the fracture be stricter.
Et quanto plus elongatur fractura, sit strictura minor.	And the more the fracture is elongated, the less strict the binding shall be
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	If therefore thou hast aided the position of the sponges and the binding, as we have said, when thou dost restore the limb at the hour when it is restored, then do: and if at any time thou seest a swelling, then loosen the binding and the sponges until the seventh day, as we have said
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then consider the ligament in all three days, that it may not happen in the place of itching, or swelling, or be hindered from nourishing the limb by the disposition of the excessive binding.
Rectifica ergo illud totum, secundum quod diximus.	Thus do all things, according as we have said.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	If however thou art in great doubt, that nothing worse may happen: then do not loosen the ligament, except after three days, or more
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And let the patient sleep with his head on his chest, and his hand on his stomach: and place under his support a full bladder of wool equally.
Et considera in omni hora noctis, aut diei, ut non soluatur figura membri fracta, aut mollificetur ligamentum.	And consider at every hour of the night, or day, that the fractured limb be not deformed, or the ligament be not relaxed
Rectifica ergo illud totum uirtute tua.	Thus do all things with your skill.
Et pone cibum infirmi secundum ordinem quem praemisimus, ita ut sit cibus subtilis in primis, donec incipiat os stringi: tunc oportet, ut ingrosses cibum eius.	And place food for the patient according to the order we have given, so that the food is soft in the beginning, until the os begins to string: then it is necessary that you digest the food of the patient.
De consuetudine enim adiutorii et cruris est, ut stringatur in quadraginta diebus: tunc ergo oportet, ut soluatur, et administretur balneum, et medicetur cum unguentis quae rectificant illud.	And concerning the custom of the attendant and the limb, it is necessary that it be bound in forty days: then it is necessary that it be dissolved, and a bath should be administered, and medication with unguents which rectify that
Quod si fractura fuerit foeda, attrita: tunc non soluas ab ea ligamentum et astellas usque ad quinquaginta dies, et usque ad duos menses.	If the fracture be a sprain or bruise: then do not dissolve it from the ligament and the bones until the fiftieth day, and until two months.
¶ De restauratione fracturae Brachii.	Of the restoration of the fracture of the arm.
Caput XIII.	Chapter 13.</start_of_turn>
Brachium est compositum ex duobus ossibus, quae nominantur duo focilia.	The arm is composed of two bones, which are named two epicondyles.</start_of_turn>
Quorum unum est paruum: et est illud quod sequitur pollicem.	One of them is the ulna: and that which follows the thumb.</start_of_turn
Et alterum est magnum, et est illud quod est positum sub paruo ab inferiori parte.	And the other is the radius, which is placed under the ulna from the lower part.</start_of_turn
Fortasse ergo frangitur focile maius solum, aut paruum: et fortasse franguntur simul.	Perhaps therefore the fracture occurs only of the greater bone, or only of the ulna: or perhaps both together.</start_of_turn
Quando ergo frangitur focile paruum superius, tunc restauratio eius est facilis, et sanatio eius est facilior.	When therefore the fracture occurs of the upper ulna, then the restoration of that is easy, and its healing is more favorable.</start_of_turn
Et quando frangitur focile inferius, est fractura eius mala, et sanatio eius difficilis.	And when the fracture occurs of the lower bone, it is a bad fracture, and its healing is difficult.</start_of_turn
Et deterior ea est, quando franguntur duo ossa simul.	And it is worse when both bones are fractured together.</start_of_turn
Si ergo os quod frangitur est focile parum superius, tunc conuenit medico apud restaurationem eius, ut ponat extensionem paruam cum facilitate, donec aequet ipsum.	If therefore the bone that is fractured is the upper ulna, then the physician will agree concerning the restoration of that, that he put the thumb in extension with ease, until it is equal to itself.</start_of_turn
Si uero focile magnum est illud quod fractum est: tunc oportet, ut ponat stricturam fortiorem ualde.	If indeed a large wound exists: then it is necessary that a stronger suture be placed above.
Et oportet, ut ponat figuram manus apud restaurationem eius, et ipsius extensionem extensam super puluinar.	And it is necessary that the figure of the hand be placed at restoration of the limb, and its extension be extended above the wound.
Et sit pollex manus ad superiora altior omnibus digitis: et sit articularis inferior omnibus digitis, uel reliquis: et infirmus sedens quadratus super seipsum, et sit puluinar coram eo, uel in directo eius, in altitudine, ut non incurrat infirmus laborem.	And let the thumb be placed above the rest of the fingers: and let the lower joint be placed over all the fingers, or over the rest: and let the limb be sitting square upon itself, and let the wound be facing outwards, or in a straight line, in height, so that the limb does not suffer from work
Deinde extendat minister Brachium ab inferiori parte, aut manu sua, aut cum ligamento.	Then extend the limb from the lower part, or the hand itself, or with the ligament.
Et minister alius extendat desuper similiter.	And the other limb extends in like manner
Deinde aequet medicus os, donec reducat ipsum secundum meliorem figuram quam potest.	Then the physician must equalize the bone, until it is reduced to a better shape than possible.
Quod si in fractura ossis sunt satagiae, tunc conare reducere omne frustum in loco suo uirtute tua.	And if there are gaps in the fracture of the bone, then try to reduce all the fragments to their place with your art
Si uero apparet in eo sathaiatum separatum, et pungit cutem, et non est tibi spes in restauratione eius: tunc finde super ipsum, et aufer ipsum secundum modum quem diximus in eis quae praemissa sunt.	If indeed in this appears a separated fragment, and it has burst the skin, and there is no hope of restoring it: then find above it, and remove it according to the method which we mentioned before
Si autem fractura est cum uulnere, ego iam feci ad illud capitulum singulare, ergo accipe curationem illius inde.	But if the fracture is with a wound, I make of this a single head, so take care of it from this moment on
Quod si accidat in principio tuae restaurationis apostema calidum, tunc line pannum cum caeroto facto ex oleo rosato, et caera alba, et sit medium inter spissitudinem et subtilitatem: et stringe pannum super ipsum strictura subtili, donec quando sedatur apostema: tunc remoue caerotum, et pone emplastrum praeparatum ex puluere molendini cum albumine oui.	If indeed at the beginning of your restoration you encounter a hard swelling, then draw the skin with silk thread, white and strong, and let the middle be between thickness and fineness: and tie the thread over it with a fine suture, until the swelling has subsided: then remove the silk and put on a prepared dressing of pounded powder with albumin or glue
Deinde pone astellas, et sit astella quae ponitur super fracturam ipsam latior parumper, et fortior.	And put sponges, and let the sponge which is placed over the fracture itself be wider and stronger
Et scias, quod numerus astellarum Brachii est sex in pluribus dispositionibus: siue sit fractura in focili uno, aut in duobus focilibus simul.	And know this, that the number of bones in the Brachii arm is six in various positions: whether there be a fracture in one cavity or in two cavities simultaneously.
Deinde pone stricturam tuam super locum fracturae fortiorem et uehementiorem, et aliquanto plus cum strictura ad superiora fracturae, aut ad inferiora eius: aut pone stricturam molliorem strictura eius parumper, secundum quod praecessit rememoratio eius in principio capituli.	Then you shall place your bandage firmly over the stronger and more prominent part of the fracture, and somewhat more above the fracture or below it: or you shall place a softer bandage under the former bandage, as the case may be according to the recollection of the matter at the beginning of the chapter.
Et sint panni qui inuoluuntur super fracturam, panni lenes, humidi: et non sint duri, asperi.	And let there be cloths which cover the fracture, soft cloths, moist: and not hard, rough ones
Et sit filum quo stringitur ex lino proprie, medium inter subtile et grossum, sicut narrauimus.	And let there be a thread which is taken from its own line, medium between fine and coarse, as we have narrated.
Et considera membrum et ligamentum post dies.	Consider the limb and the ligament after days.
Quod si accidat aliquid cuius rectificatio sit necessaria, sicut pruritus qui accidit membro: tunc oportet, ut embroces membrum cum aqua calefacta, donec quiescat ille pruritus, et dimittas membrum non constrictum, donec quiescat, deinde itera stricturam.	If anything happens which requires rectification, such as itching which occurs in the limb: then it is necessary to bathe the limb with warm water until the itching ceases, and loosen the limb, until the itching ceases, then repeat the bandage
Quod si strictura iam mollificata est, et os iam remotum, et similia illis: tunc rectifica illud totum uirtute tua, et considera iterum.	If the bandage has been softened, and the bone has been removed, and things are similar to these: then rectify all this with your skill, and consider it again.
Nam si nutrimentum prohibetur peruenire ad membrum, propter superfluitatem stricturae, tunc oportet, ut mollifices ipsum parumper, et dimittas ipsum aliquot diebus, donec currat ad ipsum nutrimentum, deinde stringe ipsum.	For if nutrition is hindered from reaching the limb by the excess of the bandage, then it is necessary to soften it somewhat, and remove it for a few days, until the nutrition has returned to it, and then bind it again.
Si autem non accidit infirmo aliquid eorum quae diximus, tunc non oportet, ut soluatur, nisi post uiginti dies, aut circiter hos.	But if no other illness happens to the patient, then it is not necessary to dissolve it, except after twenty days or thereabouts.
Deinde suspendatur manus infirmi ad collum eius.	Then the hand of the patient is suspended at the level of his collarbone.
Et sit collum eius aequale, et custodiatur uirtute sua a motibus agitatiuis.	And let his collarbone be equal, and his skill be guarded from disturbing movements.
Et fac eum dormire super dorsum suum.	And make him sleep upon his back.
Et scias, quod haec fractura in triginta diebus, aut in triginta duobus diebus restauratur: et fortasse restauratur in uigintiocto diebus.	And know that this fracture will restore itself in thirty days, or in thirty-two days: and perhaps in eighty days.
Totum illud est secundum dispositiones complexionum, et dispositiones uirtutis.	All of this is according to the arrangements of temperaments, and the arrangements of virtue.
¶ De restauratione fracturarum Manus.	Concerning the restoration of fractures of the hand
Caput XIIII.	Chapter 123.
Scias, quod pectini Manus, et nodis digitorum raro accidit fractura.	Know that fractures of the bones of the hand, and of the joints of the fingers, are rarely found
Et non accidit ei, nisi attritio multotiens.	And do not happen to them except from great attrition
Quando ergo accidit plantae fractura, aut attritio: tunc oportet, ut sedeat infirmus quadratus: et coram eo sit sedes secundum aequalitatem.	When, therefore, such a fracture happens to the limb, or to the attrition: then it is necessary that the patient should sit with his buttocks raised up: and let him sit with his face towards the side which is equal
Deinde pone Manum eius super eam extensam.	And then put his hand upon his extended back
Deinde extendat minister ossa fracta, et aequet ea medicus, donec quando coniunguntur coniunctione bona.	And extend the fractured bones gently, and keep them even with the hand of the doctor, until they are reunited in a good union
Tunc oportet, ut ponat emplastrum et stuppam, si non accidat apostema calidum.	Then it is necessary to place a bandage and a support, if the swelling does not subside.
Deinde pone astellam desuper secundum quantitatem loci: et tu iam inuoluisti eam in panno lini.	And put a support above according to the quantity of the place: and I have bound up the hand in linen cloth
Si autem fractura est ad inferiora circiter uentrem plantae, tunc fac simile spherae ex panno: et praecipe infirmo, ut coartet super eam cum planta sua fracta: deinde stringatur cum panno longo.	If, however, the fracture is at the lower part almost round about the limb, then make like a sphere from the cloth: and command the patient to rest with his fractured limb resting upon his buttock: and bind it round with a long cloth
Et sit astella ex corio, in quo sit lenitas, ut applicetur corium cum corpore plantae: et stringe eam, secundum quod oportet.	And let the support be from leather, in which there is softness, so that it may be applied to the skin along with the limb: and bind the hand according to what is necessary
