Praefatio.	Praefatio.
Vocatus sum ergo ad curationem eius post casum sagittae usque ad tres dies.	So I was called to cure him after the arrow fell for three days.
Inueni ergo uulnus sagittae strictum ualde.	Then I found a sturdy arrow shaft.
Inquisiui ergo eam cum tenta subtili, et non sensi eam: et ipse quidem inueniebat punctionem et dolorem sub aure sua ex parte dextra.	So I examined it with a careful touch, and did not feel it out: and he himself felt the prick and pain on his right side.
Speraui ergo, quod erat illa punctio ex extremitate sagittae.	I hoped that was a prick from the end of the arrow.
Emplastraui ergo locum cum emplastro in quo erat uirtus attractiua, et digestiua, confidens apud me, quod apostemaretur locus, et appareret mihi signum sagittae, ut secarem super eam: et non accidit in loco accidens significans quod sagitta consecuta sit locum.	I plastered over the place with a plaster that attracts and draws on its strength, and assured myself, that if the place were to heal up, I would show you a sign of the arrow, so that I might cut off what followed it: and no such accident happened, meaning that the arrow had gone straight.
Assiduaui ergo cum emplastro super eum diebus multis: et non accidit accidens, et consolidatum est uulnus interim: et remansit infirmus de extractione eius spacio dierum, donec sensit sagittam die quodam intra nasum suum.	I applied the plaster over it for many days: and no accident happened, and the bone was consolidated in between: and he remained weak because of having had the arrow extracted from him for a space of days, until one day he felt the arrow within his nose.
Et narrauit mihi illud.	And he told me about that.
Posui ergo super illud uulnus medicinam acutam, corrosiuam diebus multis, donec apertum est: et cum tenta tentaui ipsum, et sensi extremitatem sagittae subtilem quae adhaeret in ligno.	So I put on the bone an acute medicine, which I kept for many days, until it was open: and when I examined him, I felt a slight bump of the arrow that clung to the wood.
Deinde addidi in apertione uulneris per illam medicinam acutam, donec apparuit nobis uisibiliter extremitas sagittae: et praeteriit mihi cum eo spacium temporis circiter quatuor menses.	Then I added to the opening of the wound with that acute medicine, until we could see clearly the end of the arrow: and there passed away from me with that space of time about four months.
Deinde postquam amplificatum est uulnus, et possible fuit mihi intromittere forcipes in ipsam, et mouere ipsam, et non obediuit ad exitum: tunc non cessaui subtiliare, et ingeniare super eam cum modis ingeniorum, donec coepi super eam die quodam cum forcipibus decenter factis, secundum quod ueniet forma eorum in fine capituli, donec extraxi eam.	Then after the bone had grown bigger, and might possibly have been inserted into it with a fork, and moved it back and forth: then I did not cease to be careful, and devised ways for it, until one day I came upon it with a pair of forks made shorter, according to which their form became at the end of the chapter, so that I extracted it.
Deinde restauraui uulnus.	Then I healed the fracture.
Et medici quidem iudicant, quod cartilago nasi non restauratur.	And the doctors say that if the nasal cartilage is not restored, the nose will be disfigured.
Restauraui ergo ipsam, et consolidatum est uulnus, et sanatus est infirmas sanitate integra: nec nocuit ei aliquid omnino.	I then restored it, and the fracture was consolidated, and the broken part was healed with complete health: nor did it cause him any harm at all.
Et ego narro tibi qualitatem extractionis quarundam sagittarum: ut ponas illud regulam et significationem super illud quod non dixi.	And I will tell you the quality of a certain type of incision: so that you may place that rule and meaning over it, which I have not said.
Quoniam partes huius artis et distinctiones earum non comprehenduntur cum narratione: neque comprehendit illud liber, et artifex prudens comparat cum pauco super multum: et cum eo quod est paesens, super illud quod est absens: et inuenit operationem nouam, et instrumentum nouum apud descensus rerum extranearum huius artis quando accidunt.	For the parts and distinctions of this art are not contained in the telling: nor does that book contain them, and the crafty workman compares little with much: and when he describes what is present, he makes mention of what is absent: and he discovers a new operation, and a new instrument, on account of the descent of foreign things of this art when they occur.
Dico ergo, quod sagittae non egrediuntur ex membris quibus sunt fixae, nisi secundum duos modos.	I say then, that the arrows do not come out of the member from which they are fixed, except according to two ways.
Aut per attractionem ex loco ex quo intrauit.	Or by being drawn out of a place into which it entered.
Aut contrario partis alterius.	Or by being drawn on the contrary side of another part.
Et illa quae egreditur unde intrauit, aut est sagitta procedens in loco carnoso: et attrahitur, et egreditur.	And that which goes out from where it entered, or is an arrow going into flesh: and being drawn, it goes out.
Quod si non obedit ad exitum ex hora in qua cadit: tunc oportet ut dimittas ipsam aliquot diebus, donec putrefiat caro quae est in circumitu eius: et alleuietur attractio eius, et eius egressio.	That if it does not yield to the exit at the time when it falls: then you must leave it for a few days until the flesh which is around it rots: and the attraction of it will be allayed, and its exit will be eased.
Et similiter si figitur in osse, et non obedit tibi ad exitum, tunc dimitte ipsam etiam aliquot diebus: et itera eam cum attractione et motione omni die, donec egreditur.	And likewise if it is broken into a bone, and does not yield to you at the exit, then leave it for several days: and again and again with attraction and motion every day until it goes out.
Quod si non obedit tibi ad exitum post dies, tunc oportet ut perfores in circumitu sagittae in ipso osse ab omni parte cum terebro subtili, donec amplificentur sagittae.	That if it does not yield to you at the exit after several days, then you must cut around the arrow in the bone with a sharp knife, until the arrows become larger.
Deinde attrahe eam, et extrahe ipsam.	Then attract it, and take it out.
Si autem sagitta est fixa in capitis osse, et iam processit in uno uentrium cerebri, et apparent ex infirmo quaedam illorum accidentium quae dixi: tunc abstine ab attractione sagittae, et dimitte eam, donec aequetur esse eius post dies.	But if the arrow is fixed in one of the bones of the skull, and has already gone into one of the vents of the brain, and there appears to be some of the accidents I have mentioned: then abstain from attracting the arrow, and leave it until it has grown used to being after several days.
Nam si sagitta peruenit ad sifach, tunc mors non prolongatur ei.	If the arrow has struck the liver, then death should not be prolonged for him.
Et si sagitta non est fixa, nisi in corpore ossis tantum, et non penetrat usque ad sifach: et remanet infirmus aliquot diebus, et non accidit ei ex illis accidentibus aliquid: tunc ingenia in attractione sagittae et extractione eius.	If the arrow has not become fixed, but remains only in the body of bone and does not penetrate as far as the liver: and he remains weak for several days, and nothing happens to him from these injuries: then the skill lies in attracting the arrow and extracting it.
Si autem est fixa ualde, et non obedit tibi ad attractionem: tunc administra terebella in circumitu sagittae, sicut narraui tibl: deinde cura locum, donec sanetur.	But if it is very fixed, and does not submit to you for attraction: then administer lead weights around the arrow, as I told you: then take care of the place until it heals.
Si autem Sagitta iam absconsa est in loco corporis, et occultatur et absconditur a sensu: tunc inquire eam cum tenta.	But if the arrow is now buried deep in the body, and hidden and concealed from sensation: then feel for it with your hand.
Si autem sentis eam, tunc attrahe eam cum quibusdam instrumentis quae conueniunt attractioni eius.	But if you feel it, then attract it with some instruments suitable for attracting it.
Si autem non potes super eam, propter constrictionem uulneris, et propter longitudinem sagittae in profundo: et non est illic os, neque neruus, neque uena: tunc finde super eam, donec amplificetur uulnus, et sit possibile extrahere sagittam.	But if you cannot bring it to the surface because of the constriction of the wound, and because of the length of the arrow deep inside: and there is no bone, nerve, or vessel there: then look for it until the limb becomes bigger, and it becomes possible to extract the arrow.
Quod si sunt ei aures quibus teneatur, tunc libera carnem fixam in eis ab omni parte, omni ingenio quo potes illud, et ingenia, si non potest super euasionem carnis in fractura aurium, et contorsione earum, donec euadat.	That if they are ears which it holds fast, then free the flesh that is fixed to them on all sides, with all the skill you can muster, and the skill of others also: but if it cannot be brought to bear on the ears, or their distortion, until he is healed.
Et tu quando administras extractionem Sagittae, in quocumque loco est, tunc utere contorsione manus tuae, cum forficibus ad partes omnes, donec facias eam euadere: et subtilia ultima subtilitate, ut non frangatur Sagita, et fiat difficilis tibi attractio eius, et ipsius extractio.	And you, when you perform the extraction of the arrow, wherever it is, then use your twisted hands with forceps to all parts, until you make it bleed: and the smallest detail, so that the arrow does not break, and it becomes difficult for you to attract it, and to extract it.
Quod si non potes super eam ex hora una, tunc dimitte eam diebus aliquot, donec putrefiant quae sunt in circumitu eius.	That if you cannot bring it out all at once, then leave it for a few days, until what is around it begins to rot.
Deinde itera eam: alleuietur enim tuncia Si uero contrarietatem tibi facit fluxus sanguinis, tunc administra quod diximus ex curatione in capitulo suo: et custodi uirtutem tuam ab incisione uenae, aut nerui, aut chordae.	Then repeat the extraction: for surely bandages ease pain: but if you feel opposition from the flow of blood, then administer what I have said in my book on healing: and guard your skill from cutting into bone, or a nerve, or a vessel.
Et administra ingenium omni modo quo tibi possibile est euasionis Sagittae: et sit illud cum facilitate, et tranquillitate, uel tarditate, et firmitate, sicut narraui tibi.	And employ skill in every way that you can to heal the patient of the arrow wound: and let it be with ease, and quietness, or slowness, and steadfastness, as I have told you.
Et oportet, ut facias cum trahis Sagittam, ut infirmus sit secundum figuram, secundum quam fuit apud casum Sagittae in ipso.	And it is necessary that you bring the bowstring with care, so that the patient is in the shape of the arrow, according to what was at the time of the fall of the arrow on itself.
Quoniam est magis iuuatiuum.	For it is more sure.
Si autem non est tibi possibile illud, tunc administra quod tibi est possibile ex figuris.	If it is not possible for you to do this, then employ what you can out of the shapes.
Sagitta autem quae egreditur ex contrario partis alterius, aut iam procedit ex ea aliquid ad exteriora: aut facit gibbositatem extremitas Sagittae per sensum ex superiore parte cutis propinquae, et uides eam eminentem: seca ergo super eam, et sit sectio secundum quantitatem quod capiant in ea forcipes.	But the arrow which comes from the opposite side, or has already gone out a little towards the outside: or makes a protuberance on the extreme end of the arrow by sensation from the upper part of the skin nearby, and you see it sticking out: so cut off above it, and let the section be according to the quantity that they hold in it the bowstring.
Deinde attrahe eam: ipsa namque fit facilis ad exitum.	Then attract it: for it becomes easy to come out.
Si uero retinetur in osse, tunc torque manum tuam secundum rotunditatem, donec imprimat Sagitta in osse, et amplificet sibiipsi: deinde trahe ipsam.	But if it is held in the bone, then turn your hand according to the roundedness, until it presses on the arrow in the bone, and makes it more strong for itself: and then pull it out.
Et si non: dimitte eam diebus aliquot: deinde itera eam, donec egrediatur.	And if not: dismiss it with days: and then try again, until it comes out.
Quod si lignum Sagittae est in ea, tunc impelle ipsam cum eo.	That if the arrowwood is in it, then push it out with that.
Si autem cecidit lignum, et uis administrare impulsionem: tunc intromitte ad eam instrumentum concauum, ut ingrediatur concauitas eius in caudam Sagittae: deinde impelle eam cum ipso.	If it has fallen on the wood, and you are able to give a push: then introduce an instrument into it, so that the hole of it goes into the end of the arrow: and then push it out with that.
Si autem Sagita est concaua, tunc impelle eam cum instrumento intrante in ipsam.	If the arrow is closed up, then push it out with an instrument which enters into it.
Sagitta enim alleuiatur per illud.	For the arrow is made light by that.
Quod si Sagitta est toxicata, tunc oportet, ut concaues carnem totam, in qua est uenenum: si est tibi possibile illud.	That if the arrow is poisoned, then it is necessary that you should put on meat all over which is the poison: if you are able to do this.
Deinde cura eam cum eo quod conuenit ad illud.	Then take care of it with that which comes into contact with it.
Quod si Sagitta est cadens in pectore, aut in uentre, aut in uesica, aut in latere: et est propinqua ex eo quod tangis cum tenta, et possibile est tibi secare super eam: tunc seca, et caue ab incisione uenae, aut nerui, et extrahe eam.	If the arrow is lodged in the chest, or in the belly, or in the urethra, or in the side: and it is near to you because you feel pain when you press upon it, and it is possible for you to cut above it: then cut, and take care not to wound the vein, or the nerve, and draw it out.
Deinde sue uulnus, si uides, et cura illud, donec sanetur.	Then saw off the limb, if you see it, and be careful about that one, until it heals.
Et haec est forma Forcipum, quibus extrahuntur Sagittae.	And this is the form of the hooks with which arrows are drawn out.
Sint extremitates similes rostro auis, quae factae sunt sicut ferra: quando capiunt super Sagittam, non dimittunt eam.	Let them be made similar in length to the point, which are made like iron: when they grasp the arrow, they do not let go of it.
Et fiunt ex eis species multae, magnae, et paruae, et mediae, secundum quantitatem magnitudinis Sagittae, et paruitatis eius, et amplitudinis uulneris, et constrictionis eius.	And there are many kinds of them, large and small, medium, according to the quantity of the arrow, and its size, and the width of the wound, and the contraction of it.
Forma Impellentis concaui.	This is the form of the hooks for driving out an arrow.
Et forma Impellentis surdi.	And this is the form of the hooks for driving out an arrow but they are thick.
Hoc est surdae extremitatis sicut Radius, ut alleuietur introitus eius in sagittam concauam, et impellatur cum eo.	This is the end of a hook like a radium, so that it may direct its entrance into the conjoined arrow, and push with it.
Huius extremitas impellentis concauae est concaua sicut penna auis: ut alleuietur introitus sagittae in ipsam et impulsio eius.	This end of a hook for driving out an arrow is conjoined like a feather, so that it may direct its entrance into the conjoined arrow and push with it.
¶ De phlebotomia Venarum.	Regarding phlebotomy (bloodletting) from veins.
Caput XCVII.	Head 57.
Uenae phlebotomandae, quarum cucurrit consuetudo in corpore, sunt triginta.	The veins which are phlebotomized, of which custom runs in the body, are thirty.
Ex quibus in capite sunt sexdecim: duae Venae pulsatiles, quae sunt post aures, dictae duae Herbae: et duae Arteriae, quae sunt in duobus timporibus apparentes: et duae Venae quae sunt in duobus lachrymalibus duorum oculorum, quae dicuntur Aspicientes: et Vena praeparata in medio frontis: et uena quae est in extremitate nasi.	Of these in the head are sixteen: two pulsating veins, which run behind the ears, called the two herbs; and two arteries, which appear in two tempi; and two veins, which run in two nostrils of two eyes, called the two ASPECTIVE; and a vein prepared in the middle of the forehead; and a vein at the end of the nose.
Et duae Guidegi, quae sunt in collo.	And two guide-veins, which are in the neck.
Et duae uenae quae sunt in labio superiore oris.	And two veins, which are in the upper lip of the mouth.
Et duae uenae quae sunt in labio inferiore.	And two wounds that are in the lower lip.
Et istae sunt uenae quae dicuntur Algecherich.	These are wounds which are called Algecirich.
Et duae uenae quae sunt sub lingua.	And these two wounds that are beneath the tongue.
Venae autem quae phlebotomantur in brachiis, sunt quinque uenae in omni brachio.	But the veins which are phlebotomized in the arms, are five wounds in the whole arm.
Vna earum est Cephalica, et est ex latere syluestri: et nominat eam uulgus uenam capitis.	One of them is Cephalica, and it is from the lateral forest; and it is called by the common name a wound of the head.
Et Fusca.	And Fusca.
Et est Media uena, et est composita ex ramo Basilicae, et ramo Cephalicae: et nominat eam uulgus uenam corporis.	And the middle wound, and it is composed of a branch of the Basilical and a branch of the Cephalical: and it is called by the common name a wound of the body.
Et Basilica, et est posita in latere domestico: et nominatur etiam Titillicaris.	And the Basilical, which is placed on the lateral domestic: and it is also called the Titillicaris.
Et nominat eam uulgus uenam uentris.	And this one is called a wound of the leg.
Et Funis brachii, et est posita super focile: et est illa in qua phlebotomatur, et est illa quae apparet supra pollicem appatitione manifesta.	And theFunis brachii, and it is placed on the back; and this one is that which appears above the little finger by a visible indentation.
Et Saluatella: et est uena quae est inter annularem et minimum: et sunt ei duo rami.	And the Salutatella: and this one is between the ring finger and the little finger; and these two are the branches.
Et in crure et in pede sunt tres uenae.	And in the leg and in the foot there are three wounds.
Vna earum est quae est sub pollicis curuatura ex latere syluestri.	One of them is that which is beneath the little finger's knuckle, from the lateral forest.
Et secunda est Saphena: et locus eius est apud calcaneum ex latere domestico.	And the second one is the Saphenous vein; and its place is at the heel bone on the lateral domestic side.
Et uena Nesse: et locus eius est apud calcaneum ex latere syluestri.	And the third one, which is called the Nerve; and its place is at the heel bone from the lateral forest.
Et in crure alio sunt tres uenae similes illis.	And in the other leg there are three similar wounds.
¶ De phlebotomia duarum uenarum post Aures.	Now, about the phlebotomy of two wounds behind the ears.
Phlebotomiae uero duarum uenarum quae sunt post Aures, iuuamentum est ad catarros antiquos, et hemigraneam, et sahafati, et ulcera capitis mala antiqua.	The phlebotomy of two wounds behind the ears is an ancient procedure which has been used to treat hemiplegia, hemorrhage in the brain, sahafa (a term for a medical condition), and bad sores on the head.
Et qualitas phlebotomandi eam est secundum quod narro.	And the quality of the phlebotomy is according to that which I have narrated.
Et est, ut radatur caput infirmi: et fricetur occipitium eius in loco duarum uenarum cum panno aspero fricatione bona.	And it is, when one rubs the head with an ointment: and it rubs the occipital region of the skull between two wounds with a rough friction.
Deinde stringat infirmus collum suum cum uitta, donec appareant duae uenae.	Then the injured man tightened his neck with a cord until two veins appeared.
Et loca earum sunt post Aures in duobus locis depressis capitis.	And their places are after the ears on the two depressions of the head.
Quaere ergo eas digito tuo, et ubi sentis pulsum earum sub digito tuo, illic signa cum encaustro.	So ask them with your finger, and where you feel the pulse of their ears under your finger, there are the marks with the firebrush.
Deinde accipe phlebotomum cultellarem, et est ille qui dicitur Incidens.	Then take the scalpel-wielding phlebotomist, and he is the one who is called "the incision.
Deinde intromitte ipsum sub uena in cute, donec perueniat phlebotomus ad os.	Then introduce him under the vein at the cut, until the phlebotomist reaches the mouth.
Deinde eleua manum tuam cum uena et cute ad superiora, et incide uenam cum cute incisione incidente.	Then wash your hands with the blood and skin on the upper side, and make an incision of the vein with the skin-cut slash.
Et sit longitudo incisionis quantitas duorum digitorum iunctorum, aut circiter illud: et fac exire ex sanguine quantum uis.	And the length of the incision is as much as two fingers spread out, or about that: and you make it come out with as much blood as you wish.
Deinde stringe eam cum puluillis, et dimitte eam, donec sanetur.	Then tighten it with a firebrush, and let it go, until it heals.
Et iam praecessit in principio libri incisio earum, et ipsarum cauterizatio.	And already ahead in the beginning of the book on the incision of their ears, and their cauterization.
¶ De phlebotomia duarum Arteriarum in timporibus.	The phlebotomy of the two arteries at the times:
Duarum uero Arteriarum quae sunt in duobus timporibus phlebotomiae iuuamentum, est ad hemigraneam antiquam: et sodam prauam, et obtalmiam assiduam: et cursum superfluitatum effusarum acutarum ad oculos.	The two arteries that are in the two times of phlebotomy by way of a strapping, are for an ancient hemianopsia: and salt water, and perspiration of the acuteness that flows towards the eyes.
Et qualitas phlebotomandi eas est secundum quod narro tibi.	And the quality of the phlebotomy of them is according to what I tell you.
Stringat infirmus collum suum multum, donec appareant duae uenae sensui apparitione manifesta: et demonstretur pulsus earum sub digito tuo.	Then tighten the injured man's neck much, until two veins appear with a noticeable appearance: and he shows the pulse of their ears under your finger.
Tunc enim signa cum encaustro.	For then are the marks with the firebrush.
Deinde eleua cutem desuper uenam ad superiora cum digito tuo indice, et intromitte phlebotomum incidentem desubtus, et eleua uenam ad superiora.	Then wash the skin on top of the vein with your index finger, and introduce the phlebotomist from underneath, and wash the vein on top.
Et incide eam, sicut fecisti in duabus uenis aliis: et fac currere ex sanguine secundum quantitatem necessitatis tuae.	And make an incision of it, as you did with the two veins: and make the blood flow according to the quantity of your need.
Deinde solue coartationem infirmi, et pone digitum tuum super uenam hora una.	Then dissolve the constriction with the help of a surgical instrument, and place your finger on it for an hour.
Postea pone super ipsam cotum et puluillos, et stringe ipsum desuper constrictione forti: et dimitte ipsam, donec sanetur.	Then place a cotton wadding over it and the pus, and tightly bind it above the constriction with a strong bandage: and remove the bandage when the wound has healed.
Et iam praecessit rememoratio earum, et ipsarum incisio, et earum extractio in principio libri.	And the memory of them, and their incision, and their extraction is at the beginning of the book.
¶ De phlebotomia uenae frontis post phlebotomiam Cephalicae.	De the venesection of the forehead after the venesection of the head.
Iuuamentum uero phlebotomiae uenae frontis est post phlebotomiam Cephalicae, ad aegritudines faciei antiquas: et ad hemigraneam, et rubedinem: et ulcera foeda.	The instrument for venesection of the forehead is after the venesection of the head, to cure old diseases of the face; and to cure headaches, and red faces; and bad ulcers.
Et qualitas phlebotomiae eius est, secundum quod narro tibi.	And the quality of venesection is according to whether I tell you.
Coartet infirmus collum suum cum uitta, donec appareat uena.	A constricted neck with a purple color, until the blood appears.
Deinde accipe instrumentum quod nominatur Fossorium.	Then take the surgical instrument which is called a chisel.
Cuius haec est forma.	Whose this shape is.
Pone acumen eminens quod est in capite Fossorii super ipsam uenam, et percute super ipsum cum pectine, aut cum re alia in modo eius: et dimitte sanguinem currere secundum quantitatem quam uis.	Then place the sharp end which is in the chisel on top of the blood, and pierce it with a pin or some other thing in this way: and let the blood run according to how much you wish.
Deinde solue perforationem infirmi, et stringe eam, donec sanetur.	Then dissolve the piercing with the help of an instrument, and tightly bind it, until it has healed.
Et quandoque aperitur cum phlebotomo lato.	And when it opens with a venesection on the side.
Verumtamen non oportet, ut sit phlebotomus acutae extremitatis, sicut reliqui phlebotomi, imo sit latae extremitatis.	However, it is not necessary that the phlebotomist be of acute temperament, as are other phlebotomists, but rather of a moderate temperament.
Et phlebotoma eam secundum transuersionem: quoniam os est propinquum: et fortasse in eo frangetur phlebotomus quando est subtilis.	And venesect the blood according to its transmutation: for the mouth is near: and perhaps in this the phlebotomist may break when it is thin.
¶ De phlebotomia Venarum in duobus Lachrymalibus.	De venesection of the veins in the two lacrimal ducts.
Iuuamentum autem duarum Venarum quae sunt in duobus Lachrymalibus duorum oculorum, est ad oculum ex scabie et rubedine: et sebel in oculo, et aegritudinibus faciei.	However the instrument for the two veins which are in the two lacrimal ducts of the two eyes, is to cure an eye from a scabies and a headache; and bad vision in an eye, and diseases of the face.
Et qualitas phlebotomiae earum est, ut stringat infirmus collum suum cum uitta.	And the quality of venesection of them is, to bind the constricted neck with blood.
Deinde phlebotoma eas: et tu sis stans super caput eius.	Then let him draw blood; and you stand over his head.
Et fiat phlebotomia secundum transuersum ad longitudinem parum, cum phlebotomo paruo, lato parumper, nam in loco non est caro.	And so let the phlebotomy be made according to the length of a little bit, with a small one, at a bit of an angle, for there is no blood in the place.
Si enim phlebotomus est subtilis extremitatis, fortasse frangitur.	If then the phlebotomist is fine at the end, perhaps it is broken.
Deinde fac currere ex sanguine quantum est tibi necesse.	Then let him make the blood run out as much as you need.
Et pone super eas cotum, et stringe eas nocte una, et solue eas.	And put a cloth over them and tie them up for one night and then release them.
¶ De phlebotomia uenarum Nasi.	Now of the phlebotomy of the nose.
Venae autem Nasi phlebotomia, est conferens ad febrem acutam, et sodam uehementem, et aegritudines faciei, sicut hemigraneam, et rubedinem quae accidit in facie: praecipue quando est antiqua.	But the veins of the nose are used for a acute fever and a rushing pulse, and diseases of the face, such as a headache, and a ruddy color that comes to the face: especially when it is old.
Et qualitas phlebotomiae eius est, ut stringat infirmus collum suum.	And the quality of this phlebotomy is that he should squeeze the sick neck.
Deinde tene nasum eius manu tua sinistra, et accipe phlebotomum subtilem, longum: et fige eum in medio leporis ipsius, inter illud quod distinguit nasum secundum rectitudinem.	Then take his nose with your left hand and take a small phlebotomy that is long, and fasten it in the middle of his nose, between what distinguishes the nose according to its length.
Quoniam uena non apparet sensui illic, et quia sanguis incipit fluere statim.	For the vein does not show itself to the sense there, and because the blood begins to flow immediately.
Et oportet, ut ultimes manum tuam cum phlebotomo parumper: et facias currere ex sanguine secundum necessitatem tuam.	And let your hand with the phlebotomist be a little behind: and let him make the blood run out according to your need.
Deinde liga ipsam nocte una.	Then bind it up for one night.
Ipsa enim restauratur uelociter.	For this is quickly healed.
¶ De phlebotomia uenarum Guidegi.	Now of the phlebotomy of the Guiy's veins.
Duarum uero Guidegi phlebotomiae iuuamentum, est ad constrictionem anhelitus, et incaeptionem leprae, et aegritudines melancholicas, et impetiginem et ulcera mala, et corrodentibus, id est, herpetibus estiomenis.	Of the two phlebotomies of Guiy there is a constriction for the constriction of a dry fever and the beginning of leprosy, and melancholy diseases, andImpetigo and bad sores, andcorrosive, that is, scabs of scabies.
Et qualitas phlebotomiae earum est ut stringat infirmus sub utrisque in collo suo cum ligamento: et stet artifex super caput infirmi, et infirmus sit sedens super sedem.	And the quality of this phlebotomy is that he should squeeze the sick under each on his neck with a ligament: and let the artisan stand over the head, and let the sick person sit on a chair.
Deinde phlebotoma uenam ad longitudinem phlebotomia ampla parumper.	Then phlebotomy a young one for the length phlebotomy broadish sort of.
Deinde extrahe ex sanguine quantitatem temperatam, aut secundum illud quod uides ex necessitate quae est ad illud.	Then extract from the blood quantity of temperature, or according to that which you see from necessity that is to that.
Deinde fac similiter de uena alia.	Then do likewise with another young one.
Postea solue ligamentum, et stringe duas uenas strictura media: ut non praefocetur infirmus.	Then loosen the ligaments, and tighten two veins tightly in the middle: so that the sick person does not become weakened.
Et dimitte eam usque mane.	And let it remain until morning.
Sanatur enim uulnus.	For the wound will heal.
¶ De phlebotomia uenarum Algeberich.	As for the phlebotomy of Albigeric.
Venae autem Algeberich phlebotomiae iuuamentum est: quia confert ad alcolam in ore, et corruptionem gingiuae: et ulcera mala: et fissuras labiorum, et ulcera mala, etiam quae sunt in naso, et in circumitu eius.	But the phlebotomy of Albigeric is a thing to be avoided: because it conveys to the alcohol in the mouth, and corruption of the tongue: and sores on the lips, and ulcers also, and even those which are in the nose, and round about it.
Et qualitas phlebotomiae earum est, ut facias sedere infirmum coram te: et stringe collum eius cum uitta.	And the quality of this phlebotomy is that you should make the sick person sit before you: and tighten his neck with a rope.
Deinde reuolue labium eius, et aspice ad duas uenas: quarum una est a dextera labii, et secunda a sinistra eius: et demonstratio utriusque est per nigredinem ambarum.	Then open the lips and look at two veins, the one on the right side of the lip, and the other on the left: and the demonstration of both is by the blackness of amber.
Et illud uerum est: quia in circumitu earum sunt uenae minutae, nigrae.	And that is true: for there are small veins round about them, black.
Incide ergo utramque incisione incidente.	Then cut each of the two veins as they are cut.
Si autem dubitatio est super te, et non scis quae earum est: tunc intende ad incisionem maioris earum, et ipsarum manifestiorem.	But if doubt is upon you, and you do not know which of them is which: then approach to the incision of the greater one of them, and make known its two veins.
Et similiter fac de duabus uenis quae sunt in labio superiore: et plurimum quidem currit consuetudo cum eo: et incide duas uenas quae sunt in labio inferiori.	And do likewise with the two veins which are in the upper lip: and very much so does habit run with it: and cut two veins which are in the lower lip.
¶ De phlebotomia Venae sub lingua post Cephalicae phlebotomiam.	As for the phlebotomy of Veins under the tongue, after the phlebotomy of the head.
Duarum uero Venarum quae sunt sub lingua phlebotomiae iuuamentum: est, quod phlebotomia Cephalicae est ad praefocationes quae sunt in gutture, et aegritudinem uuulae, et aegritudines oris.	The two veins which are under the tongue have a rule: that is, the phlebotomy of the head is for those pre-occupations which are in the throat, and the sickness of the throat, and the sicknesses of the mouth.
Et qualitas phlebotomandi eas est, ut sedeat infirmus inter manus tuas coram sole: et eleualinguam eius, et aspice sub lingua a latere eius uno uenam, et a latere eius alio uenam: et color utriusque decliuis ad nigredinem.	And the quality of phlebotomy is that the sick person sits between your hands before the sun: and anoint his tongue, and look at it under his tongue on one side, and under his tongue on the other: and the color of both goes away to darkness.
Phlebotoma ergo utramque: et custodi, ne ultimes manum tuam in phlebotomando eas.	So phlebotomize him on both sides: and guard, that you do not put your hand into his blood.
Nam sub eius sunt arteriae, et fortasse accidet fluxus sanguinis ex illis arteriis.	For under him are the arteries, and perhaps it happens that the flow of blood comes out from those arteries.
¶ De tribus Venis in cubito.	Of the three veins on the bed.
Venae autem tres quae phlebotomantur in cubito, sunt in quarum phlebotomia cucurrit consuetudo in omnibus hominibus.	And the three veins that are phlebotomized in the bed, are in which the custom of phlebotomy runs in all men.
Et phlebotomia earum fit secundum duos modos.	And phlebotomy is done on them according to two ways.
Aut pungendo cum phlebotomo myrtino lato: aut oliuari ad subtilitatem decliui: aut secando cum phlebotomo cultellari, et est Alnesil.	Or with the prick and the phlebotomist's needle on the side: or oiling at the point of decline: or drying with the phlebotomist's knife, and it is Anaesthetizer.
Et haec est forma eius.	And this is its form.
Sic Alnesil est, quod conuenit ad sectionem.	Thus Anæsthesizer is, that he may be useful for the cutting.
Et ex eis sunt species latae, et subtiles secundum amplitudinem uenarum et stricturam earum Forma phlebotomi myrtini sit lata, sicut uides.	And of them are species broad, and subtle according to the length of the veins and their narrowness: and the form of phlebotomy'a needle is broad, as you see it.
Et conuenit ad aperiendas uenas concauas, plenas, procedentes, apparentes, grossas, et illas quae continent sanguinem grossum, turbidum.	And it is useful to open closed veins, full, coming from the body, apparent, thick, and those which contain blood thick, turbulent.
Et iste phlebotomus est minoris latitudinis, et subtilioris extreminatis.	And this phlebotomist is of less latitude, and more subtle at the extremities.
Et conuenit ad phlebotomiam uenarum subtilium, quae continent sanguinem subtilem citrinum	And it is useful to phlebotomize veins that contain blood thinner, citrin-colored
¶ De phlebotomia Basilicae.	Of the phlebotomy of the Basilica.
Basilicae autem quae est una harum trium uenarum phlebotomiae iuuamentum est.	But that which is one of the three veins to be phlebotomized, it is a helpment.
Quia extrahit sanguinem ex aegritudinibus, quae sunt sub gutture et collo, ex eo quod sequitur pectus, et uentrem: et conuenit phlebotomatori cum phlebotomat eam, ut caueat, et sit super timorem ex ea nam sub ea est arteria.	Because he draws blood from the diseases that are under the throat and the neck, from which comes to the chest and the belly: and it is useful for the phlebotomist to pass over them with care, since an artery lies under them.
Si ergo errat, et addit in punctura phlebotomi, incidet illam arteriam, et accidet fluxus sanguinis.	If he makes an error and adds to the puncture with phlebotomy, he will cut the artery and cause a flow of blood.
