Praefatio.	Preamble.
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	And let him not lie on the part where he feels pain until it is well healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	That if something happens to the bone that has become separated, or anything that has already been separated from it: then you must let the wound heal over, and remove it.
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then take two pieces of skin, if it is large, with a stitch.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then the cure for him with something that has become inflamed, with ointment, until it is well healed.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	If afterwards the bone of the hand is broken and the end is cut off: then you must put the thumb of the left hand into the joint, and with the other hand, as well as possible, and in the second case, equalize it.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place over it, and take it off: and the cure for fractures with the preceding cure, until it is well healed.
¶ De restauratione Anchae.	The restoration of bones.
Caput XI.	CHAPTER XI.
Raro franguntur ossa Ancharum.	Bones rarely break.
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they break, then the fracture is not, unless it splits at the ends of the bones: and they split along their length, and bend inward towards the inside: and the injury to the foot that breaks makes a pain in the place where it is, and it bleeds.
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And the restoration of it is, as you stretch your hand over it, until you are standing on top of the fracture; which is shown in this figure.
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If the fracture is only in the extremities of it, then make that fracture equal, according to what was prepared for you from equality, until its figure becomes similar to its natural one.
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	If the fracture is along its length, or has already turned towards the insides: then make the patient lie on his stomach, until the restoration of that fracture has been prepared for you.
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When you have made that equal, place over it a plaster; then place over it a wooden support, or a skin, and tightly tighten the bandage over what you do not fear a change in the fracture, and do not remove the support.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And make that equal concavity with it so that it fills it, until it takes it by means of the equality: and order the infirm man to sleep on his back, or on his healthy side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	If, however, he has a hot swelling: then cease from extending it, and also from its restoration, until it subsides: and place over him what he sits, according to what preceded, and then return to its restoration: and tightly bind him as it should be.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	If, however, it has broken through the bone, or has been crushed, extract it.
¶ De restauratione fracturae Adiutorii.	The assistant for the restoration of a fracture.
Caput XII.	Chapter XII.
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The aide is that which is between the cradle until the head of the spatel.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If, however, it breaks, then its restoration is according to two ways.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	Of which one is: that you take a flat piece of wood of medium thickness, according to this form, which follows.
Et ligentur in duabus extremitatibus duo ligamenta.	And bind together with two ligaments at both ends.
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then hang it from a raised place: and let the infirm man sit on a chair.
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then let him throw his broken arm over the wood, until it reaches up to its knot, into which is attached a piece of wood.
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then hang it from above the man with something heavy so that he can extend his hand towards the bottom.
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then let the physician bind the break with bandages, until the fracture has healed, as is required.
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And another mode is so that the sick person lies on his back on his chest: and his hand is suspended from his neck with a rope.
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then order two servants, that one of them hold that which is above the fracture with his hands: and that the other holds below him, and extends each of them on his side.
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	And if you wish that the extension be stronger, then tie under the fracture with a rope, and above it with another rope: and let each of the two servants extend them on their sides.
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	If then the fracture is near the end of the arm, then it is necessary that there be one rope under the collar-bone, and another rope under the fracture opposite the shoulder.
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	And likewise if the fracture is near the hip: then it is necessary that there be one rope over that place, and over the hip itself.
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then bind the fracture with ease without work, until such time as it is equal to that which is required, and applied in a good way: then tie it, if there does not occur a swelling of heat.
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	But if a swelling of heat occurs, then dismiss the binding until the seventh day.
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place on him a woolen cloth soaked in vinegar and olive oil, until such time as the swelling subsides: then bind it: and the mode of binding it is so that you place a sponge over the fracture.
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place on him a new cloth for washing out above the sponge.
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then make the arm rest on the side of his body, and let him place his hand open on his shoulder.
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And place the cloth, and tie over the arm as if to support the arm by the stars: if he does not prevent you from doing so, nor should anything change on him or in you that is broken.
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	That if you should find that anything changes on him or in you that is broken, then use the stars: and it is as if you place on the fracture a star which is broader and stronger than the others.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	And place between every hand-span a finger's width; and make the length of the hands according to the fracture with the addition of three fingers from every part.
Deinde stringe super astellas strictura quam dixi in principio capituli.	Then bind tightly on top of the hands the constriction which I have said at the beginning of the chapter.
Et est, ut sit strictura tua super locum fracturae strictior.	And let it be, so that your constriction is tighter over the site of the fracture.
Et quanto plus elongatur fractura, sit strictura minor.	And as much as the fracture is lengthened, the constriction is less tight.
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	But if you see that the hand-spans are longer and the constriction is looser, as we have said, in the hour when you restore the member to life immediately then do so: but if you wait for the swelling to go down, then remove the constriction and the hands until the seventh day, as we have said.
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then consider the tendon for all three days, so that there does not remain any itching or swelling at the site, nor does it prevent food from reaching the member because of the inflammation of the swelling.
Rectifica ergo illud totum, secundum quod diximus.	So adjust that entire thing as we have said.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	But if you are in doubt, so that nothing comes out of it: then do not remove the tendon, until after three days or more.
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And let the nurse lie on her back and her hands on her belly; and place under her head a bed covered with wool evenly distributed.
Et considera in omni hora noctis, aut diei, ut non soluatur figura membri fracta, aut mollificetur ligamentum.	And consider every hour of the night or day so that the broken member does not come loose, nor do the ligaments soften.
Rectifica ergo illud totum uirtute tua.	So adjust that entire thing with your skill.
Et pone cibum infirmi secundum ordinem quem praemisimus, ita ut sit cibus subtilis in primis, donec incipiat os stringi: tunc oportet, ut ingrosses cibum eius.	And provide the nurse with food according to the order which we have set out, so that there is a light meal at first, until the jaw begins to close: then it should be increased, so that he gains weight.
De consuetudine enim adiutorii et cruris est, ut stringatur in quadraginta diebus: tunc ergo oportet, ut soluatur, et administretur balneum, et medicetur cum unguentis quae rectificant illud.	For the tradition of the aide and the limb is that it be bound for forty days; then it should be released, and given a bath, and treated with ointment which straightens it out.
Quod si fractura fuerit foeda, attrita: tunc non soluas ab ea ligamentum et astellas usque ad quinquaginta dies, et usque ad duos menses.	If the fracture is putrid or worn away then do not remove the tendon and the hands until fifty days, and until two months.
¶ De restauratione fracturae Brachii.	 ¶ On the restoration of fractures of the arm (brachii).
Caput XIII.	De restaurando fracturam brachii.
Brachium est compositum ex duobus ossibus, quae nominantur duo focilia.	The arm (brachium) is composed of two bones, which are called the two "focilia".
Quorum unum est paruum: et est illud quod sequitur pollicem.	One is small, and it is that which follows the thumb.
Et alterum est magnum, et est illud quod est positum sub paruo ab inferiori parte.	The other is large, and this one is placed below the little finger on the lower side.
Fortasse ergo frangitur focile maius solum, aut paruum: et fortasse franguntur simul.	Perhaps therefore does break only the larger  "focile", or the smaller; and perhaps do both break at the same time.
Quando ergo frangitur focile paruum superius, tunc restauratio eius est facilis, et sanatio eius est facilior.	When therefore does break the smaller "focile" from above, then is the restoration of it easy, and its healing is easier.
Et quando frangitur focile inferius, est fractura eius mala, et sanatio eius difficilis.	And when does break the lower "focile", it is a bad fracture, and its healing is difficult.
Et deterior ea est, quando franguntur duo ossa simul.	And worse is it, when both bones break at the same time.
Si ergo os quod frangitur est focile parum superius, tunc conuenit medico apud restaurationem eius, ut ponat extensionem paruam cum facilitate, donec aequet ipsum.	If therefore is broken only a small "focile" on the upper side, then should the doctor be present at the restoration of it, in order that he place the long arm with ease until it is even.
Si uero focile magnum est illud quod fractum est: tunc oportet, ut ponat stricturam fortiorem ualde.	However, if only the larger "focile" has broken: then should he place a tighter fastener with force.
Et oportet, ut ponat figuram manus apud restaurationem eius, et ipsius extensionem extensam super puluinar.	And it is necessary to place the form of the hand at the restoration of it, and its long extension above the wrist.
Et sit pollex manus ad superiora altior omnibus digitis: et sit articularis inferior omnibus digitis, uel reliquis: et infirmus sedens quadratus super seipsum, et sit puluinar coram eo, uel in directo eius, in altitudine, ut non incurrat infirmus laborem.	And let the thumb of the hand be placed on its higher side for all the fingers; and let the flexor be placed for all the fingers, or any other; and let the person sit on a square before himself, or facing it, or directly in front of it, at an equal height, so that he does not suffer trouble.
Deinde extendat minister Brachium ab inferiori parte, aut manu sua, aut cum ligamento.	Then he should extend the arm from its lower side, or with his hand, or with a bandage.
Et minister alius extendat desuper similiter.	And another minister should extend from above in the same way.
Deinde aequet medicus os, donec reducat ipsum secundum meliorem figuram quam potest.	Then the doctor should even out the bone, until he reduces it according to the best form that he can obtain.
Quod si in fractura ossis sunt satagiae, tunc conare reducere omne frustum in loco suo uirtute tua.	If also in the fracture of the bone are seen pieces (shards), then should you endeavor to reduce any fragment in its place with your skill.
Si uero apparet in eo sathaiatum separatum, et pungit cutem, et non est tibi spes in restauratione eius: tunc finde super ipsum, et aufer ipsum secundum modum quem diximus in eis quae praemissa sunt.	If there appears to be a sathium or separate body part, and you stab the skin, and there is no hope of restoring it: then find over it, and take it away according to the way that we have said in those that precede these.
Si autem fractura est cum uulnere, ego iam feci ad illud capitulum singulare, ergo accipe curationem illius inde.	But if there is a fracture with an arrow, I have already done to that separate chapter, so take the cure of it from there.
Quod si accidat in principio tuae restaurationis apostema calidum, tunc line pannum cum caeroto facto ex oleo rosato, et caera alba, et sit medium inter spissitudinem et subtilitatem: et stringe pannum super ipsum strictura subtili, donec quando sedatur apostema: tunc remoue caerotum, et pone emplastrum praeparatum ex puluere molendini cum albumine oui.	That if it should happen in the beginning of your restoration a warm apostematon, then make a thin cloth with a bright color made from oil rubbed, and white, and sit between the thickness and subtility: and tighten the cloth on the strictness with subtlety, until when it sits down the apostema: then remove the caerums, and put an preparatum emplاستر from dust of molendini with albumin.
Deinde pone astellas, et sit astella quae ponitur super fracturam ipsam latior parumper, et fortior.	Then put on stars, and let the star that is put on the fracture be wider a little, and stronger: and
Et scias, quod numerus astellarum Brachii est sex in pluribus dispositionibus: siue sit fractura in focili uno, aut in duobus focilibus simul.	And you should know that the number of stars of the arm is six in several dispositions: whether it is a fracture in one ray, or in two rays simultaneously.
Deinde pone stricturam tuam super locum fracturae fortiorem et uehementiorem, et aliquanto plus cum strictura ad superiora fracturae, aut ad inferiora eius: aut pone stricturam molliorem strictura eius parumper, secundum quod praecessit rememoratio eius in principio capituli.	Then put on your stricture over the place of the fracture stronger and more painful, and a little more with the stricture to the upper fracture, or to the lower one: or put on a softer stricture of stricture somewhat, according to what preceded the memory of it at the beginning of the chapter.
Et sint panni qui inuoluuntur super fracturam, panni lenes, humidi: et non sint duri, asperi.	And let there be cloths that envelop the fracture, soft, wet: and not hard, rough.
Et sit filum quo stringitur ex lino proprie, medium inter subtile et grossum, sicut narrauimus.	And let there be a thread that is tied up with linen its own, between the thin and the thick, as we have described.
Et considera membrum et ligamentum post dies.	And consider the limb and the ligaments after days.
Quod si accidat aliquid cuius rectificatio sit necessaria, sicut pruritus qui accidit membro: tunc oportet, ut embroces membrum cum aqua calefacta, donec quiescat ille pruritus, et dimittas membrum non constrictum, donec quiescat, deinde itera stricturam.	That if anything should happen which requires a correction, such as itching that happens to a limb: then let the member be immersed in warm water, until that itch is quiet, and remove the member not constricted, until it is quiet, and then repeat the stricture.
Quod si strictura iam mollificata est, et os iam remotum, et similia illis: tunc rectifica illud totum uirtute tua, et considera iterum.	That if the stricture has already been softened, and the bone has already been removed, and similar things: then correct all that with your virtue, and consider again.
Nam si nutrimentum prohibetur peruenire ad membrum, propter superfluitatem stricturae, tunc oportet, ut mollifices ipsum parumper, et dimittas ipsum aliquot diebus, donec currat ad ipsum nutrimentum, deinde stringe ipsum.	If nutrition is forbidden to reach the limb because of excess tightness of the scar, then it is necessary that you make it soft a little and leave it for a few days until it heals, and then bind it tightly.
Si autem non accidit infirmo aliquid eorum quae diximus, tunc non oportet, ut soluatur, nisi post uiginti dies, aut circiter hos.	But if none of what we have said happens to the sick person, then it is not necessary that he be cured unless after twenty days or so.
Deinde suspendatur manus infirmi ad collum eius.	Then the patient's hand should be hung on his neck.
Et sit collum eius aequale, et custodiatur uirtute sua a motibus agitatiuis.	And the patient's neck should be kept level, and he should be guarded with his own strength from sudden movements.
Et fac eum dormire super dorsum suum.	And let him sleep on his back.
Et scias, quod haec fractura in triginta diebus, aut in triginta duobus diebus restauratur: et fortasse restauratur in uigintiocto diebus.	And know that this fracture is restored in thirty days, or in thirty-two days; and perhaps it is restored in fifty-six days.
Totum illud est secundum dispositiones complexionum, et dispositiones uirtutis.	All of this depends on the condition of the wound and the strength of the patient.
¶ De restauratione fracturarum Manus.	On the restoration of fractures of the Hand.
Caput XIIII.	Chapter XXII.
Scias, quod pectini Manus, et nodis digitorum raro accidit fractura.	Know that it is rare for a fracture to occur in the palm or the knuckles of the fingers.
Et non accidit ei, nisi attritio multotiens.	And this does not happen to him unless he has a great deal of rough usage.
Quando ergo accidit plantae fractura, aut attritio: tunc oportet, ut sedeat infirmus quadratus: et coram eo sit sedes secundum aequalitatem.	But when a fracture or a sprain has occurred, then the sick person should sit on a chair with his back straight, and in front of him should be placed a second chair at the same level.
Deinde pone Manum eius super eam extensam.	Then put the patient' hand outstretched on it.
Deinde extendat minister ossa fracta, et aequet ea medicus, donec quando coniunguntur coniunctione bona.	Then let the physician extend the bones that are broken and make them equal, until such time as they join together well.
Tunc oportet, ut ponat emplastrum et stuppam, si non accidat apostema calidum.	Then it is necessary that an ointment and a bandage be placed on it if there does not occur a feverish swelling.
Deinde pone astellam desuper secundum quantitatem loci: et tu iam inuoluisti eam in panno lini.	Then place the splint from above on him according to the amount of space required; and you have already wrapped it with linen cloth.
Si autem fractura est ad inferiora circiter uentrem plantae, tunc fac simile spherae ex panno: et praecipe infirmo, ut coartet super eam cum planta sua fracta: deinde stringatur cum panno longo.	But if the fracture is lower down around the root of the palm, then make a sphere-like shape out of linen cloth; and instruct the sick person to wrap his hand with it when he has a fracture; and then bind it tightly with the cloth.
Et sit astella ex corio, in quo sit lenitas, ut applicetur corium cum corpore plantae: et stringe eam, secundum quod oportet.	And let it be placed on the skin, where it is soft, so that it adheres to the body of the plant: and bind it fast, as may be necessary.
Si autem fractura est ad exteriora, tunc oportet: ut ponas astellam desuper, et astellam aliam ab inferiori in planta: et sit manus aperta recta.	But if the fracture is to the outside, then it is right: that you put one splint from above, and another splint from below in the plant: and let the hand be open straight.
Deinde pone stricturam, sicut reuoluitur manus: et extende inter digitos cum ligamento.	Then put on the splint, as the hand opens out: and spread it between the fingers with a bandage.
Quod si accidat fractura alicui nodorum digitorum, tunc si est pollex, aequetur secundum quod oportet.	That if any fracture should be to any of the knuckles of the fingers, then it is equal as to what is necessary: and if it is the thumb, so let it be.
Deinde stringatur cum planta: et si amas, pone ei astellam rectam, paruam: ut eleuetur fractura, et non moueatur.	Then bind it with the plant: and if you love, then put a straight splint on it, so that the fracture may be held fast, and not move.
Si autem fractura est reliquis digitis, sicut medio, et indici, aut auriculari, et anulari, tunc aequetur, et ligetur cum digito sano qui sequitur eum: aut ligentur omnes secundum continuationem: et est melius.	But if the fracture is to any of the other fingers, as to the middle, or the index, or the auricular, or the annulary, then it is equal, and bound with the finger which follows it: or all be bound according to the continuation: and that is better.
Aut pone super ipsum astellam paruam, sicut diximus in pollice.	Or put a splint above it, as we have said in the thumb.
Et considera in restauratione tua, et post ipsam dispositionem apostematis calidi: et oppone cum eo quod oportet, quando accidit aliquid ex illo, secundum quod iteratur eius narratio.	And consider in your restoration, and after that disposition apostematici heat: and oppose with it what is necessary, when anything happens of that, according to which its narrative returns.
¶ De restauratione fracturae Coxae.	Of the restoration of the fracture of the hips.
Caput XV.	Chapter XV
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The hip bone is often broken, and is felt by touch: because it turns towards the inner and back parts.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And the restoration of it is such that one ligature is bound above the fracture, and another below the fracture.
Et infirmus prostretur super faciem suam.	And the sick man shall stretch himself on his face.
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	Then let every ligature be extended to its side for equality: and this, when there is a fracture in the middle of the bone.
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	But if the fracture is near the root of the hip, then let there be a ligature on the side towards the pelvic bone, that it may bend upwards: and a ligature below the fracture.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And so likewise if there is a fracture in the vicinity of the knee, then let him sit on the nearby ligament of the knee, so that he sits with an extension downward.
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the physician shall adjust the bones of both hands until he has reduced them in accordance with the natural figure; and he shall join the bones together with a good joint.
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	Then it is necessary that you should put on plaster and bind it tightly, if this does not happen to the member by aphemia.
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	That if it should happen to him by aphemia: then dismiss him for a few days, until the heat subsides; and then return to your healing.
Strictura autem eius ita sit.	But let the bandaging be such as
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	It is necessary that you should wrap up firmly over the fracture, that is, bind it: and double it twice, or three times; and leave off from it what is superfluous.
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Then wrap up the leg, until it has grown to the root of the bone.
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	And insert a long thread between the coxal bone and the leg near the knee joint downward, and make the ends of the thread come from the upper part of the two limbs.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	Then wrap up firmly over the leg and the coxal bone what is superfluous from the sash.
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	Then put on top of the coxal bone, at the place of the fracture, the wooden slats; and put out of them one wooden slat over the bone of the thigh.
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Then fill with plasters between the leg and the coxal bone with soft rags, so that the bandaging is even.
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Then begin with the strong bandage from the middle at the place of the fracture three times, or four times.
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	And the longer you extend it with the ligament from the place of the fracture, the less and softer, and softer will be your bandaging.
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Then introduce the thread at both ends, which you have inserted between the coxal bone and the leg.
Liga ergo cum utrisque tres astellas quae sunt desuper.	Bind on then with the three wooden slats that are above.
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Then move the two ends of the thread downward, until you reach the heel of the foot.
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And when you have bound both ends of the wooden slats on either side as well: so that the bandage does not move from its place.
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Then release the ligature upon it while it remains, so that there be no corruption of the member, nor aphthae, nor swelling, and such things.
Quod si accidat aliquid ex illo.	If anything should happen from it.
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	Then with the solution put on it, and straighten out what has happened there completely, as we have said many times.
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	But if a fragment of bone should strike the bone: then it is necessary that you make it even, if it is possible for you.
Et si non, finde super illud, et remoue illud: et cura cum eo cuius praecessit rememoratio, donec sanetur.	And if not, find on it, and move it: and take care with it, that there be remembrance of the one who preceded it, until it is healed.
Et quandoque stringitur haec fractura Coxae, praeter quod addantur ei astellae, sicut diximus in adiutorio et brachio.	And when this fracture of the hip is tightened, except that they are added to it pegs, as we have said in the arm and wrist.
Verumtamen in restauratione eius taliter fracta, non accidit infirmo claudicatio.	But in restoring it so that the fracture is not there, there is no limp.
Et si restauratur sola, praeter quod applicetur ei crus alterum, tunc necesse est, ut claudicet ille cuius est, semper.	And if it is restored alone, except that another leg is applied to him, then he must always limp who has the one which is restored.
Et scias, quod Coxa stringitur in quinquaginta diebus, uel additur parum, aut minuitur parum: totum illud est secundum diuersitatem complexionum, et reliquarum dispositionum.	And you should know that the hip is tightened in fifty days, or a little is added to it, or a little is worn away: all of this is according to the variation of the complexion, and the remaining dispositions.
¶ De restauratione fracturae Rotulae genu.	Regarding the restoration of the fracture of the knee joint of the leg.
Caput XVI.	Chapter XVI.
Scias, quod Rotulae genu raro accidit fractura, sed accidit ei attritio multotiens.	You should know that the fracture of the knee joint of the leg rarely happens, but it often happens to him that he is worn away.
Si uero accidit ei fractura, tunc non nisi aut fissura, aut foramen in partibus suis.	But if a fracture has happened to him, then there is either a crack, or a hole in its parts.
Et est illud cum uulnere, et absque uulnere.	And it is with the ulna, and without the ulna.
Et statur super illud totum cum sensu.	And he will stand on it all with a sense of measure.
Et restauratio eius est ita, ut aequetur quod disruptum est ex partibus eius cum digitis, donec aggregetur, et coniungatur secundum quod possibile est ex aequatione et facilitate, et fabricatione.	And the restoration of it is so that it adjusts what has been broken from its parts with fingers, until it comes together, and joins together according to what is possible from equitation and ease, and manufacture.
Deinde pone emplastrum ex farina sisami, uel molendini, cum albumine oui: et pone super ipsum astellam rotundam, si indiges illa: et stringe desuper strictura conueniente ad illud.	Then put on plaster from fine flour, or grind it with egg white: and put on a round peg above it, if you can bear that one: and tighten very well with a fitting to it.
Deinde considera omnes dispositiones quas narrauimus in reliquis fracturis: sicut apostema calidum, et similia illi: ita, ut opponas omni accidenti cum eo quod conuenit ei, donec sanetur.	Then consider all the arrangements which we have mentioned in the remaining fractures: such as the swelling of heat, and others like that: so that you oppose to every accident with what is appropriate to it, until it is healed.
¶ De restauratione fracturae Cruris.	The restoration of a fractured limb
Caput XVII.	Head XVII
Scias, quod Cruri sunt duo ossa, quorum unum est grossum, et nominatur nomine Cruris: et alterum subtile, et nominatur Focile.	You should know that there are two bones in the limb, one is thick and called "Crurus" by name, and the other is thin and called "Focile" by name.
Et accidit utrisque ex speciebus fracturae quod accidit duobus ossibus brachii: et propter illud fit restauratio eius, sicut restauratio brachii aequaliter, et operatio est una.	And it happens to both species of fracture that occurs in the two bones of the arm: and because of this, its restoration is made as restoration of the equal arm, and the operation is one.
Quod si franguntur duo ossa simul, conuertitur Crus ad omnes partes.	If both bones break at once, the limb becomes disabled in all parts.
Et si frangitur os subtilius, conuertitur Crus ad anteriorem partem.	And if the thin bone breaks, the limb is disabled on its front side.
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	And if the thick bone breaks, it injures what is below it: and is of those which do not hide from you.
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then administer extension, equalization, and binding of the joints according to the equality thereof.
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	However, if the fracture of the limb is a bad fracture, it has many complications: so that its extension is smaller, and less painful to you.
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the limb itself is from the operation something on the arm: and it is, as when you equalize the joints, and perform all your operation, then take two strips of pine wood, which is administered in the fabrication of sockets that are placed under the tables: and they are made from palm leaves: and choose from them which have little thickness, and there are none of the small ones: and let be the length of them according to the length of the limb from the knee down.
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then wrap it up on one sheet of cloth, twice, according to its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	And place one side of the limb from one side, and the other from another side: and let be from the knee down to the foot.
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then bind the two strips in three places from the two extremes and the middle.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	For since constriction is prohibited, the knife tilts towards the right and left, and remains in good position.
