Praefatio.	Preamble.
¶ De restauratione fracturae Pectoris.	About restoring the fracture of the breastbone.
Caput VIII.	Chapter VIII.
Pectus quandoque frangitur in medio sui, et raro accidit illud.	The breastbone sometimes breaks in the middle, and this rarely happens.
Extremitates eius quidem plurimum franguntur, et comminuuntur ex accidentibus eius.	The extremities of it are most often broken, and they are destroyed by accidents of it.
Quando frangitur eius medium, quod declinat ad inferiora, et accidit ei dolor uehemens, et difficultas in anhelitu, et tussis: et fortasse euomit sanguinem, et declaratur concauitas in osse fracto, et non occultatur sensui, Restauratio eius est, ut resupinetur infirmus super dorsum suum: et pone inter Spatulas eius puluinar.	When it is broken in the middle, which turns downward toward the lower part, a severe pain takes place, and difficulty in breathing, and perhaps a cough, and he may spit blood, and there seems to be a fracture of the bone, and this is not hidden from feeling, The restoration of it is so that he shall lie down on his back: and let him put under his armpits.
Deinde preme humeros eius, et aggrega costas a duabus partibus uel lateribus cum manibus: et subtiliare in aequatione eius, secundum omnem modum quo possibile est illud et conuenit, donec redeat figura ossis, secundum quod oportet.	Then he shall press his shoulders and bring the ribs together from both sides or from the sides with his hands: and gently adjust him in alignment, according to all possible ways that it may be fitting, until he has restored the shape of the bone, as it should be.
Deinde pone super ipsum emplastrum et stuppam, et pone desuper astellam ex tabula subtili ex salice, aut chalingi, et ex eis similibus in leuitate, postquam tu inuoluis eam in panno.	Then he shall place over him plaster and a board, and put beneath him from the table a light one, made of willow or of holly, and of similar things in a state of lightness, after you have dried it up with cloth.
Deinde subtiliare in ligando eam super os fractum, ut non remoueatur: et uade cum ligatura secundum rotunditatem ad dorsum aliquotiens, et stringe ipsum strictura decenti.	Then gently fasten him with a bandage over the broken bone so that it does not move: and sometimes he shall walk with a limp, going with a tight grip when turning.
Deinde considera ligaturam in omni hora, et quotienscumque mollificatur, stringe eam: et si necessitas eius prouocat ad solutionem eius apud pruritum, uel corrosionem quae accidit in loco, aut dolorem, aut apostema: tunc propera, et solue eam, et eradica emplastrum, et rectifica quod accidit cum modo curationis eius.	Then consider the bandage at every hour, and whenever it becomes soft, tighten it: and if need should prompt its loosening in order to cure an itch, or a rash which has occurred at that place, or pain, or pus: then go through with it, and loose it, and remove the plaster, and set right what has happened in the course of its treatment.
Deinde reduc emplastrum, si uides ad illud faciem: et annecte ei stricturam, donec sanetur.	Then reduce the plaster, if you see toward it: and put on a tight grip, until it is healed.
¶ De restauratione Costarum, quando franguntur.	Regarding the restoration of the ribs, when they are broken.
Caput IX.	Chapter IX.
Scias, quod Costarum fractura non accidit, nisi in locis grossis quae sequuntur dorsum, et ex extremitatibus earum ab anteriori parte.	Know that the fracture of ribs does not occur unless in the places near the back and from the extremities thereof from the anterior part.
Et non accidit eis attritio, nisi propterea, quia sunt cartilaginosae.	And it does not happen to them any attrition, except therefore, because they are cartilage-like.
Et cognitio ipsius non occultatur sensui apud inquisitionem cum digitis.	And the knowledge of this is not hidden from the sense in inquiry when the fingers are probed.
Et restauratio eius fit ita, ut aeques fracturam cum digitis secundum modum possibilem, donec aequetur figura, secundum quod oportet.	And the restoration of it is made so that the equal fracture with the fingers in a possible second way, until it is equal in figure, according to which is necessary.
Deinde emplastra, et stringe os fractum cum astella, si indiget illo.	Then apply an overlay, and tightly fix the broken bone with the splint, if it needs it.
Et si fractura Costarum est decliuis ad interiora: tunc accidit infirmo dolor uehemens, et punctura, sicut punctura illa quae accidit illi qui habet pleuresim: propterea, quod os pungit uelamen, et etiam ei accidit difficultas anhelitus, et tussis, et uomitus sanguinis multi: et haec est difficilis curationis.	And if the fracture of the ribs is hidden to the interior: then it happens to the sick a sharp pain, and a puncturing, like that which happens to him who has pleurisy: for the bone pricks the wound, and also it happens to him that a difficulty in breathing, and coughing, and blood-letting: and this is difficult to cure.
Et iam ingeniati sunt antiqui in ea cum ingeniis multis: et ex eis sunt qui dicunt, ut ponas cibos infirmi qui generent inflammationem et uentositatem, ut inflammetur uenter, et extendatur, et impellatur fractura ad exteriora.	And already the ancients have devised in it with many contrivances: and among them are those who say, Let you place food that generate an inflammation and a ventosity, so that it inflames the belly, and extends, and pushes the fracture towards the exterior.
Nos uero abhorremus, ut non fiat caussa uelox ad faciendum apostema calidum, si non accidit.	But we really despise, so that there is no cause of haste in making an emetic that is hot, if it does not happen.
Si autem iam accidit, tunc addit in eo.	But if it has already happened, then add this to it.
Et dixerunt quidam eorum: ponatur super locum uentosa, deinde sugatur cum fortitudine, et est similius ratiocinationi.	And said some of them: Let it be placed on a ventous place, and then suck with strength, and it is similar to reasoning.
Verumtamen timetur, quod attrahat uentosa superfluitates ad locum, propter dispositionem debilitatis.	However, it is feared that the ventosity attracts suppurations to the place, because of the weakness of disposition.
Et dixerunt quidam eorum: oportet ut cooperiatur locus cum lana quae iam submersa est in oleo calido: et ponantur puluilli inter Costas, donec impleatur: ut sit ligatura aequalis quando inuoluis eam secundum rotunditatem.	And said some of them: It is necessary so that the place is covered with wool which has already been immersed in hot oil: and let there be placed down feathers between the ribs, until it is filled up: so that the ligature is equal when it is probed, according to its roundness.
Deinde curetur infirmus curatione pleuresis ex cibo et medicina.	The sick person shall be nursed with food and medicine until he has recovered from the pleurisy.
Quod si coartat infirmum res uehemens, quam non tolerat, et os pungit uelamen punctura laedente, et timemus super infirmum: tunc oportet, ut scindamus super locum, et detegamus a Costa fracta.	If the sick person is being pressed by pain, and if his nose itches or pricks, and we are afraid for the sick man: then we should split him on the spot and detect any broken rib.
Deinde ponamus super ea instrumentum quod conseruat sifac, cuius rememoratio praecessit: et incidamus os cum facilitate, et incidamus ipsum.	Then let us place over it an instrument that keeps it open, of which the memory precedes: and we will easily cut the bone, and we will cut it itself.
Deinde aggregemus duo labia uulneris, si est magnum cum sutura: et curemus ipsum cum emplastris, donec sanetur.	Then let us gather two skin flaps of the wound, if it is large with a stitch: and let us heal him with plasters until he heals.
Quod si accidat interim apostema calidum, tunc propera, et infunde puluillos in oleo rosato, et pone super locum: et curetur infirmus cum eo quod conuenit apostemati.	If it happens during the time of a feverish swelling, then let it approach, and pour flour into rose oil and place it on the spot: and let the sick person be nursed with it as is appropriate for the swelling.
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	In the meantime he shall also lie down on his side where he sleeps until he heals.
¶ De restauratione fracturae Spondilium dorsi et colli.	For the restoration of a broken spine of the back and neck.
Caput X.	Chapter X
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	Of the bones of the neck when a fracture occurs, and it rarely happens that they are worn out: and likewise to the spines of the back.
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	But when this happens to someone and you want to know whether it will heal or not: then trust in the Lord.
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For if you see his hands already softened, and stuporified, and dead: and he cannot be moved or extended or tightened, and when you tighten them with your fingers and prick them with a pin, he does not feel it, and does not feel pain in them: then know that he is not healing, and there are many dispositions that are fatal.
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	But if he feels it when you tighten them and prick them: then know that the neck bones are healed, and that the sick person will heal with treatment.
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	If something similar happens to his back spine, and you want to know whether it will heal or not: then look at his feet: if you see that they are softened, and the same thing happens to them as happened to his hands: then when he lies on his back, he moves and has a desire to go to the toilet, and when he leans on his stomach, he wants to urinate, but cannot: then know that it is fatal.
Non ergo labores in curatione eius.	Therefore, do not interrupt his work.
Si uero non accidit ei aliquid ex illo, res est leuior.	If, however, nothing of this happens to him, the matter is lighter.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And the cure of him that happens from this is, as you seek to calm inflammation of the hot sweat: so that you put on oil of rose alone: or when you wash with water alone.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Place over it now and then in the day, until he is calmed down with a hot sweat: then place on one spot from healing plasters, drying up, and tightly binding to him with the bandage: and order the sick person to use rest and tranquility.
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	And let him not sleep over the part that hurts when he feels pain, until he is healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	That if it happens at the separation of a bone's splint, or something that has already been separated from it: then you must, as it separates on the skin, and remove it.
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then gather together the two lips of the wound, if it is large, with a stitch.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then take care of the person with some meat that has grown on him, from ointment, until he is healed.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	But if, at the end, the hip bone is broken and has come off, and the tail is cut off: then you must, with your left hand, put your thumb into the hole in the hip, and, with your right hand, push it back together as well as possible, and second, by equating it.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place over him, and take him away: and take care of the wound with the cure that preceded it, until he is healed.
¶ De restauratione Anchae.	The Restoration of Ankles.
Caput XI.	Chapter XI.
Raro franguntur ossa Ancharum.	Bones of the ankles are rarely broken.
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they are broken, then their fracture is not, unless it is split at the ends of the bones: and they break lengthwise, and bend inward towards the inside: and happens to the person pain in the place, and a bruise: and the leg breaks that is broken.
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And the restoration of it is, as you stretch your hand over it, until you stand over the fracture like this figure:
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If the fracture is in the extremities of it only, then make that fracture equal, according to how you are prepared from equality, until its figure becomes similar to its natural one.
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	If, however, the fracture is in its length or already declines towards its insides: then make the sick person lie on his/her stomach, until his/her fracture is prepared for restoration.
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When, therefore, you have made that equal, put over it a plaster: then put over it an wooden or skin splint: and tightly tighten the straitening over which you do not fear the displacement of the fracture, nor the removal of the splint.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And when those equalities have come together with it so that it fills it, until it receives that stricture according to the equality: and order the sick person to sleep on his/her back or on his/her healthy side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	If, however, there occurs to him a hot swelling: then cease from extending it, and from its restoration, until the hot swelling subsides: and put over him what sits, according to what has preceded, then return to its restoration: and tightly bind him as is necessary.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	If, however, it has happened that the bone is stuck or broken, extract it.
¶ De restauratione fracturae Adiutorii.	The assistant for the restoration of a fracture
Caput XII.	Chapter XII:
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The aid is that which is between the bed and the head of the spoon.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If it is then broken, its restoration is according to two ways.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	The one is that you take a flat piece of wood of medium thickness, according to this form, which follows.
Et ligentur in duabus extremitatibus duo ligamenta.	And bind together with two straps the two extremities.
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then hang it from a raised place: and let the sick person sit on a seat.
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then let him throw his broken arm over the wood, until it reaches to its touch-point, in which middle sits an annexed piece of wood.
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then hang from above the person some heavy thing, so that he extends his arm towards the lower one.
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then let the physician break the bones in his hands at once, until the fracture has healed, as it is necessary.
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And another mode is that he should lie on his back upon his breast, and hang his hand from his neck with a bandage.
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then order two servants, that one of them should hold this which is above the fracture with his hands: and that the other should hold below him, and should stretch both of them on either side.
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	And if you will that the extension be stronger, then bind beneath the fracture with a bandage, and above it with another bandage: and should stretch both of them on either side.
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	If then the fracture is near the end of the arm, then it is necessary that there be placed one bandage under the joint, and another under the fracture toward the hip.
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	And likewise if the fracture is near the hip: then it is necessary that there be placed a bandage on that place, and on the hip itself.
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then break the fracture with ease without labor, until it is made equal when it has healed: and then apply the bandage well: then bind it if there does not occur a swelling warm.
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	If then a swelling warm occurs: then let go of the binding until the seventh day.
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place on him wool which is soaked in vinegar and oil of roses, until it has stopped the swelling: then bind it: and the mode of binding it is that you should place a plaster upon the fracture.
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place an innovation from new cloth upon the plaster.
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then let the assistant take the arm and put it on the shoulder: and he shall put his hand open upon the shoulder.
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And place a cloth, and bind above the assistant's arm so that the arm stand in the place of the stars: if he does not forbid you to do anything, and does not change about you anything out of a broken bone.
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	That if you should find that there changes about you anything out of a broken bone: then use stars: and it is that you should place upon the fracture a star which is wider and stronger than the other stars.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	Place the splint between all the fingers with a width that corresponds to the length of the fingers, and make it so that there are three fingers' lengths from one side to the other end of the fracture plus three more finger-lengths.
Deinde stringe super astellas strictura quam dixi in principio capituli.	Then tie tightly with a string over the splints as I described at the beginning of this chapter.
Et est, ut sit strictura tua super locum fracturae strictior.	And it is so that your tension on the splints should be stricter than the place of fracture.
Et quanto plus elongatur fractura, sit strictura minor.	And to the extent that the fracture lengthens, the tension should be lessened.
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	If then you see that the splints are long and the tension is strong, as we have said, in the hour when you restore the limb to life, then do so: but if you wait for the swelling to go down, then remove the splints and the bandages until the seventh day, as we have said.
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then examine the ligaments in all three days so that there will not be a prickly feeling, or swelling, or prevention of food from reaching the limb, due to the tension on the swelling.
Rectifica ergo illud totum, secundum quod diximus.	So make it right again as we have said above.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	But if you are in doubt, so that there is no risk of anything from it: then do not remove the ligaments until after three days or longer.
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And lie on his back with his hands on his belly and put under his pillow a stuffed cushion made of wool.
Et considera in omni hora noctis, aut diei, ut non soluatur figura membri fracta, aut mollificetur ligamentum.	Consider this at all times, whether night or day, so that the broken limb does not move around and the ligaments do not become loose.
Rectifica ergo illud totum uirtute tua.	So make it right again with your own power.
Et pone cibum infirmi secundum ordinem quem praemisimus, ita ut sit cibus subtilis in primis, donec incipiat os stringi: tunc oportet, ut ingrosses cibum eius.	And set before him food according to the order that we have described, so that there is light food at first, until the jaw begins to close: then it should become heavier.
De consuetudine enim adiutorii et cruris est, ut stringatur in quadraginta diebus: tunc ergo oportet, ut soluatur, et administretur balneum, et medicetur cum unguentis quae rectificant illud.	For the habit of helping and of the limbs is that it should be strict for forty days; then it should be loosened, and given a bath, and treated with ointment that makes it right.
Quod si fractura fuerit foeda, attrita: tunc non soluas ab ea ligamentum et astellas usque ad quinquaginta dies, et usque ad duos menses.	If the fracture has been broken, ground down: then do not remove the ligaments and splints until after fifty days and up to two months.
¶ De restauratione fracturae Brachii.	On the restoration of fractures of the brachial bone.
Caput XIII.	Chapter XIII On the restoration of fractures of the brachial bone
Brachium est compositum ex duobus ossibus, quae nominantur duo focilia.	The arm is made up of two bones called the humerus and ulna.
Quorum unum est paruum: et est illud quod sequitur pollicem.	One of these is small, and it is that which follows the thumb.
Et alterum est magnum, et est illud quod est positum sub paruo ab inferiori parte.	The other is large, and it is that which is placed below the little finger on the lower part.
Fortasse ergo frangitur focile maius solum, aut paruum: et fortasse franguntur simul.	Perhaps then, only one of the bones breaks, or both break at the same time.
Quando ergo frangitur focile paruum superius, tunc restauratio eius est facilis, et sanatio eius est facilior.	When therefore one of the bones breaks above, then is its restoration easy and its healing easier.
Et quando frangitur focile inferius, est fractura eius mala, et sanatio eius difficilis.	And when one of the bones breaks below, it is a bad fracture, and its healing is difficult.
Et deterior ea est, quando franguntur duo ossa simul.	And it is worse when both bones break at the same time.
Si ergo os quod frangitur est focile parum superius, tunc conuenit medico apud restaurationem eius, ut ponat extensionem paruam cum facilitate, donec aequet ipsum.	If therefore the broken bone is the little humerus above, then it is fitting for the doctor to restore it with ease, that he extend the small one properly, until it is even with it.
Si uero focile magnum est illud quod fractum est: tunc oportet, ut ponat stricturam fortiorem ualde.	But if the broken bone is the big one: then let it be, that he restore it with a stronger bandage, tightly bound.
Et oportet, ut ponat figuram manus apud restaurationem eius, et ipsius extensionem extensam super puluinar.	And let him set the hand in its place, and its extension above the little finger.
Et sit pollex manus ad superiora altior omnibus digitis: et sit articularis inferior omnibus digitis, uel reliquis: et infirmus sedens quadratus super seipsum, et sit puluinar coram eo, uel in directo eius, in altitudine, ut non incurrat infirmus laborem.	And let the thumb of the hand be set at a higher level than all the fingers; and let the articular inferior be set for all the fingers, or for some of them; and let it rest sitting on its haunches, and let the little finger face it, or directly in front of it, in height, so that it does not suffer from any trouble.
Deinde extendat minister Brachium ab inferiori parte, aut manu sua, aut cum ligamento.	Then let him extend the arm from its lower part, or with his hand, or with a bandage.
Et minister alius extendat desuper similiter.	And another one of them should extend it from above.
Deinde aequet medicus os, donec reducat ipsum secundum meliorem figuram quam potest.	Then let the doctor adjust the bone until he has set it in a better position than he can achieve.
Quod si in fractura ossis sunt satagiae, tunc conare reducere omne frustum in loco suo uirtute tua.	If there are any fractures that are out of place, then strive to restore all the bones to their places with your skill.
Si uero apparet in eo sathaiatum separatum, et pungit cutem, et non est tibi spes in restauratione eius: tunc finde super ipsum, et aufer ipsum secundum modum quem diximus in eis quae praemissa sunt.	But if it seems to you that there is a fracture of the bone and it stings the skin, and there is no hope of restoring it: then remove it according to the manner which we have spoken of in those which precede.
Si autem fractura est cum uulnere, ego iam feci ad illud capitulum singulare, ergo accipe curationem illius inde.	If, however, there is a fracture with the radius, I have already done so to that singular chapter, therefore take care of it from that side.
Quod si accidat in principio tuae restaurationis apostema calidum, tunc line pannum cum caeroto facto ex oleo rosato, et caera alba, et sit medium inter spissitudinem et subtilitatem: et stringe pannum super ipsum strictura subtili, donec quando sedatur apostema: tunc remoue caerotum, et pone emplastrum praeparatum ex puluere molendini cum albumine oui.	If, however, in the beginning of your restoration there is a warm swelling, then take a thin cloth made of linen, blue in color, and place it between the thickness and thinness: and tightly bind the cloth to the stricture with care, until the swelling sits down: then stir up the liniments, and put on an emulsion prepared from fine flour ground with albumin.
Deinde pone astellas, et sit astella quae ponitur super fracturam ipsam latior parumper, et fortior.	Then put on the splints, and let the splint that is placed on the fracture be a little wider and stronger.
Et scias, quod numerus astellarum Brachii est sex in pluribus dispositionibus: siue sit fractura in focili uno, aut in duobus focilibus simul.	And know that the number of splints for the arm is six in various dispositions: whether the fracture is in one shaft or in two shafts at once.
Deinde pone stricturam tuam super locum fracturae fortiorem et uehementiorem, et aliquanto plus cum strictura ad superiora fracturae, aut ad inferiora eius: aut pone stricturam molliorem strictura eius parumper, secundum quod praecessit rememoratio eius in principio capituli.	Then place your splint on the location of the fracture, stronger and more robust, and somewhat more with the splint towards the upper fracture, or towards the lower part: or place a softer splint on the splint, according to what preceded the memory of it at the beginning of the chapter.
Et sint panni qui inuoluuntur super fracturam, panni lenes, humidi: et non sint duri, asperi.	And let there be cloths wrapping around the fracture, soft cloths, moist: and let them not be hard, rough.
Et sit filum quo stringitur ex lino proprie, medium inter subtile et grossum, sicut narrauimus.	And let there be a thread that is tied with linen itself, between thinness and thickness, as we have said.
Et considera membrum et ligamentum post dies.	And consider the member and the ligaments after some days.
Quod si accidat aliquid cuius rectificatio sit necessaria, sicut pruritus qui accidit membro: tunc oportet, ut embroces membrum cum aqua calefacta, donec quiescat ille pruritus, et dimittas membrum non constrictum, donec quiescat, deinde itera stricturam.	If anything that requires correction happens, such as a rash that occurs in the member: then one should soak the member with hot water, until that itch subsides, and remove the member not constricted, until it subsides, and then repeat the splint.
Quod si strictura iam mollificata est, et os iam remotum, et similia illis: tunc rectifica illud totum uirtute tua, et considera iterum.	If the stricture has already been softened, and the bone has already receded, and similar things: then repair it completely with your skill, and consider again.
Nam si nutrimentum prohibetur peruenire ad membrum, propter superfluitatem stricturae, tunc oportet, ut mollifices ipsum parumper, et dimittas ipsum aliquot diebus, donec currat ad ipsum nutrimentum, deinde stringe ipsum.	For if nourishment is prevented from reaching the member, because of too much stricture: then one should make it a little softer, and remove it for a few days, until it heals up, and then bind it tightly.
Si autem non accidit infirmo aliquid eorum quae diximus, tunc non oportet, ut soluatur, nisi post uiginti dies, aut circiter hos.	But if some of those things we said do not happen to the sick person in question, then it is not necessary that he be cured unless after twenty days or so.
Deinde suspendatur manus infirmi ad collum eius.	Then his hand that was injured should be suspended from his neck.
Et sit collum eius aequale, et custodiatur uirtute sua a motibus agitatiuis.	And his neck should be made level and guarded with strength against movements.
Et fac eum dormire super dorsum suum.	And let him sleep on his back.
Et scias, quod haec fractura in triginta diebus, aut in triginta duobus diebus restauratur: et fortasse restauratur in uigintiocto diebus.	And know that this fracture is restored in twenty days, or in thirty-two; and perhaps it will be restored in thirty days.
Totum illud est secundum dispositiones complexionum, et dispositiones uirtutis.	All of this depends on the condition of the skin and the strength of the body.
¶ De restauratione fracturarum Manus.	Of the restoration of broken hands.
Caput XIIII.	Chapter XXII.
Scias, quod pectini Manus, et nodis digitorum raro accidit fractura.	You should know that it is rare for a fracture to occur in the knuckles and joints of the fingers.
Et non accidit ei, nisi attritio multotiens.	And it does not happen to him unless there is repeated rubbing.
Quando ergo accidit plantae fractura, aut attritio: tunc oportet, ut sedeat infirmus quadratus: et coram eo sit sedes secundum aequalitatem.	When, therefore, the fracture has occurred or the bruising, then the sick person should sit on a level seat; and before him should be placed a second seat at equal distance.
Deinde pone Manum eius super eam extensam.	Then place his hand on that, extended.
Deinde extendat minister ossa fracta, et aequet ea medicus, donec quando coniunguntur coniunctione bona.	Then the surgeon should make the bones that are broken join together with good union.
Tunc oportet, ut ponat emplastrum et stuppam, si non accidat apostema calidum.	Then he should put on a poultice and a bandage, if there does not occur a hot swelling.
Deinde pone astellam desuper secundum quantitatem loci: et tu iam inuoluisti eam in panno lini.	Then place the splint from above, according to the quantity of space on the skin; and you have already bound it with linen thread.
Si autem fractura est ad inferiora circiter uentrem plantae, tunc fac simile spherae ex panno: et praecipe infirmo, ut coartet super eam cum planta sua fracta: deinde stringatur cum panno longo.	If the fracture is below the knee, then make a sort of ball out of linen cloth; and direct the sick person to put it on with his injured leg: then tie it tightly with long linen thread.
Et sit astella ex corio, in quo sit lenitas, ut applicetur corium cum corpore plantae: et stringe eam, secundum quod oportet.	And let him sit on a splint made of linseed, so that it is soft, in order to apply the linseed to the body with the injury: and tie it tightly, according as it is needed.
Si autem fractura est ad exteriora, tunc oportet: ut ponas astellam desuper, et astellam aliam ab inferiori in planta: et sit manus aperta recta.	If the fracture is on the outside, then you should place a splint from above and another one from below the injury; and let the hand be held open and straight.
Deinde pone stricturam, sicut reuoluitur manus: et extende inter digitos cum ligamento.	Then put on the splint, as the hand turns, and extend between the fingers with the ligament.
Quod si accidat fractura alicui nodorum digitorum, tunc si est pollex, aequetur secundum quod oportet.	If a bone of any finger is fractured, then if it is the thumb, it should be made equal according to what is necessary.
Deinde stringatur cum planta: et si amas, pone ei astellam rectam, paruam: ut eleuetur fractura, et non moueatur.	Then tie it with the sole of the foot: and if you wish, put a straight stick under it so that it may not move, in order that the fracture may heal without moving.
Si autem fractura est reliquis digitis, sicut medio, et indici, aut auriculari, et anulari, tunc aequetur, et ligetur cum digito sano qui sequitur eum: aut ligentur omnes secundum continuationem: et est melius.	If the fracture is in any of the remaining fingers, such as the middle, index, or ring finger, then it should be made equal and tied to the healthy finger that follows it: or all of them should be tied together according to their length, and this is better.
Aut pone super ipsum astellam paruam, sicut diximus in pollice.	Or put a stick on top of it, as we have said for the thumb.
Et considera in restauratione tua, et post ipsam dispositionem apostematis calidi: et oppone cum eo quod oportet, quando accidit aliquid ex illo, secundum quod iteratur eius narratio.	And consider this in your restoration, and after that arrangement of the splints, warm them with hot water: and oppose to it whatever is necessary, when anything happens from it, according to what he tells us.
¶ De restauratione fracturae Coxae.	On the Restoration of a Fracture of the Hip
Caput XV.	CHAPTER XV.
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The hip bone often breaks and is felt: because it turns toward the inner and back parts.
