Praefatio.	Premise.
Et si fractura ossis non penetret usque ad panniculum, et illud quod abscinditur ab osse est facies eius, et remanent in ipso asperitas et satagiae subtiles: tunc oportet, ut radas illam asperitatem, et eradices illas satagias cum rasoriis subtilibus ex quibus praeparasti numerum diuersarum quantitatum, ut sit tibi possibile administrare ex eis in omni loco conuenientiora eorum, et rectiora ipsorum, secundum illud ad quod perducit te operatio, et ipsum os fractum, et figura eius.	For if the fracture of the bone does not penetrate as far as the pannicle, and the flesh that is severed from the bone is a part of it, and there remain in him roughness and subtle wounds: then you should scrape away this roughness, and cut out these wounds with fine razors which you have prepared. So that it may be possible for you to administer them in any place more convenient for them, and more correct in their form, according to what the operation leads you to do, and the broken bone, and its shape.
Et oportet, ut administres in rasione tua, qua in primis radis os, latius illorum rasoriorum.	And you should administer it with the same razors, first of all, at the root of the tooth.
Deinde utere post ipsum subtiliore eo.	Then use the smaller one after.
Et non cesses facere illud secundum continuitatem, donec peruenias ad administrandum tenuius, et subtilius eorum omnium.	And do not cease to do this according to continuity, until you reach the part where it is narrow, and all of them are fine and smaller.
In unaquaque autem fissurarum reliquarum paruarum capillarium, et fractura subtili, oportet ut administres curam, secundum illud quod perducit ad rectificationem eius.	In each and every one of the small cracks between the teeth, and in the subtle fracture, you should administer care, according to what leads you to straighten it.
Et est res quae non occultatur super omnem, cui in hac arte est quodlibet studium, et stetit super illud quod scripsimus, et ostendimus in fracturis magnis.	And it is a thing that does not hide itself from all, and to which there is any study in this art, and it stands on what we have written, and shown with regard to the big fractures.
Si autem panniculus detectus retinetur, quando tu eradicas os: tunc oportet, ut accipias pannum lini, secundum quantitatem uulneris, et submerge ipsum in oleo rosa, et pone ipsum super orificium uulneris.	But if the pannicle has been detected and is holding onto it when you cut the bone: then you should take linen cloth, according to the amount of wound, and immerse it in rose oil, and place it on the hole of the wound.
Deinde accipe pannum alium duplicatum, aut triplicatum, et submerge ipsum in uino et oleo rosa, et pone ipsum super pannum primum: et fac illud quam facilius potes super illud, ut non grauetur siphac.	Then take another cloth of linen, doubled or tripled, and immerse it in wine and rose oil, and place it over the first pannicle: and do this as easily as you can over it, so that it does not groan.
Deinde administra supra ipsum ligamentum latum: et non stringas ipsum, nisi per quantitatem quae teneat uulnus tantum: et dimitte ipsum cum hac cura die uno, aut diebus duobus, donec sis securus ab apostemate calido.	Then apply the ointment above the ligament; and do not bind it, unless only for the quantity that holds the fracture in place: and let go of it with this cure one day, or two days, until you are secure from the heat of inflammation.
Deinde solue ipsum, et administra post illud medicinas cum quibus est superflua siccitas: sicut radices lilii, et farina herbi, et puluis thuris, et aristolochia, et similia eis: et est, ut facias ex istis medicinis puluerem, qui puluerizetur super uulnus sicut sunt siccae.	Then soak it, and apply after that the medicines with which it is superfluous to be dry: such as the roots of the lily, and the flour of the herb, and the powder of the turpentine, and the aristolochia, and similar things: and this is how you should make a powder out of these medicines, which powdery substance you apply over the fracture like those that are dry.
Et uniuersaliter administra in illo omnem medicinam de proprietate cuius est ut abstergat, et non mordicet.	And universally apply in it all the medicine of its own property, which is to cleanse, and not to bite.
Et caue secundum tuam uirtutem, ut uulnus in curatione tua sit limpidum: neque sit in ea sordes unguenti, neque sordicies.	And cause it, according to your ability, that the fracture in your cure be clear: and may it not be in it the grease of an ointment, nor a dirtiness.
Neque dimittas uirus aggregari in eo omnino: quoniam quando uirus aggregatur super panniculum cerebri, corrumpit eum, et putrefacit ipsum, et accidit super infirmum post illud malicia magna: et iam accidit in siphac capitis, cum mundificatur ab eo os, praecipue quando negligitur cura eius, nigredo in superficie eius.	And do not leave the virus aggregating in it at all: for when the virus aggregates over the scalp patch, it corrupts it, and rots it, and causes a great evil afterwards: and this has already happened to the syphons of the head, when it is cleaned out by it, especially when the cure of it is neglected, blackening on its surface.
Considera ergo tunc, si accidunt infirmo accidentia quae diximus, scias, quia est pernitiosum proculdubio.	Therefore consider then, if these accidents happen to the sick which we have said, you will know that it is certainly deadly.
Et si nigredo non accidit, nisi a medicina quae ponitur super ipsum, et est in uirtute illius medicinae, ut faciat illam nigredinem: tunc oportet, ut accipias ex melle partem unam, ex oleo rosato partes tres, et linias cum eis pannum.	And if the blackening does not happen, unless from the medicine which is put on it, and is in the power of its medicine, that it makes it blackening: then you should take out of honey one part, from rose oil three parts, and with them a cloth.
Deinde pone ipsum super siphac: postea cura ipsum cum speciebus curationis quae conueniunt, donec sanetur.	Then put the patch over the syphon: then care for the patch with the species of cure which are convenient, until it is healed.
¶ De restauratione Nasi quando frangitur.	De restoratione nasi when it is broken.
Caput IIII.	Head IIII.
Scias, quod non franguntur ex Naso nisi duae partes eius superiores simul, aut una earum: propterea, quod ipse sunt duo ossa: quoniam inferius eius est cartilaginosum, non frangitur, et non accidit ei nisi attritio, et tortuositas, et simitas.	You should know that they do not break from the nose unless both parts of it break at the same time, or one of them: for there are two bones in it: because the lower part is cartilaginous, and does not break, and does not happen to it except by weariness, and twists, and cracks.
Si frangitur una duarum partium eius, tunc oportet, ut intromittas digitum paruum in foramen Nasi, et aeques illam fracturam digito tuo indice, et pollice deforis, donec redeat Nasus super figuram suam naturalem: et fiat illud arte, cum facilitate.	If one of the parts breaks, then you should put your small finger in the nostril hole and break it with your index finger and thumb until the nose returns to its natural shape: and do this artfully with ease.
Et caue, ne accidat per operationem tuam illam super infirmum dolor.	And be careful so that you don't cause pain to him by your surgery.
Quod si fractura est in superiore parte Nasi, et non perueniat ad illam digitus: tunc oportet, ut aequetur extremitate radii, in quo sit grossitudo parua.	That if the fracture is in the upper part of the nose and does not reach that finger: then it should be adjusted by the end of the radius where the small thickness is located.
Si uero fractura est in duabus partibus, tunc fac simile illius: et propera cum restauratione eius in die primo fracturae, si est possibile.	If on the other hand the fracture is in two parts, then you should make it similar to this one and properly repair it on the first day of the fracture if possible.
Et si non, tunc post diem septimum, aut decimum apud quietem apostematis calidi.	And if not, then after seven or ten days from the time when they are calm, let them apply heat.
Deinde intromitte in extremitate Nasi licinium ex panno lini, si fractura est in parte una: aut intromite duo licinia si fractura est in duabus partibus: et sit in licinio grossitudo tantae quantitatis, quae impleat foramen Nasi.	Then put a piece of linen cloth into the end of the nose if the fracture is in one part: or put two pieces if the fracture is in two parts: and let it be of such a quantity that it fills the nostril hole.
Et dixerunt quidam antiquorum restauratorum, ut infundantur licinia in butyro, et permutentur omni die.	And some ancient restorers said that they pour linen cloth into butter and change it every day.
Illud uero non uidetur mihi, imo oportet, ut infundatur licinium in albugine oui, confecto cum puluere molendini.	That is not what I think; however, it should be poured into chalk that has been ground with a mortar and dusted with flour.
Deinde dimitte licinium, donec firmetur os, et induretur cartilago.	Then remove the linen cloth until the nose is dry, and let the cartilage harden.
Et quandoque intromittitur in Nasum loco licinii penna anseris, postquam inuoluitur super ipsam pannus lenis: et fit, quod ipsa tenet fracturam Nasi uehementius, et ut non prohibeatur infirmus ab inspiratione.	And sometimes when linen cloth is inserted into the nose with a quill from a goose, after it has been laid on top of it: and so it will hold the fracture of the nose more firmly, and prevent the sick person from stopping breathing.
Et non est haec res necessaria.	This is not necessary.
Si uis, fac illud: et si uis, fac licinia.	If you want to, do it like this: and if you don't want to, make the linen cloth.
Quod si accidat Naso iterum dum operaris apostema calidum, emplastra nasum cum caeroto, aut cum coto infuso in oleo rosato, aut modico ex dyaquilon.	That if the nose hurts again while you are working, apply a green plaster to the nose, or one soaked in rose oil, or a little dacquaint.
Si autem non accidit apostema calidum, tunc oportet, ut emplastres ipsum cum farina sisami, et puluere thuris confecti cum albugine oui.	But if the apostema is not hot, then it is necessary that one should make a paste of the same with Sisam flour and powdery pus mixed with albumen.
Deinde pone super ipsum stuppam lenem, et non liges Nasum cum aliquo omnino.	Then put over the wound a poultice of straw, and do not bind the nose with anything at all.
Si uero franguntur ossa Nasi fractura parua, aut comminuuntur, tunc oportet, ut scindas super ea, et extrahas ipsa cum instrumentis quae conueniunt eis.	But if the bones of the nose are fractured or broken, then it is necessary that one should split them open and extract the bones with the instruments suitable for this purpose.
Deinde sue scissuram, et cura ipsum cum eo quod incarnat, et consolidat ex emplastris conuenientibus ad illud, uel unguentis.	Then cut off the skin, and take care of the flesh that is ingrained in it and consolidated with the plasters suitable for it, or with ointment.
Quod si accidat inter Nasum uulnus, tunc oportet, ut cures ipsum cum liciniis: et administres cannulam de plumbo, donec sanetur.	But if a rib is lodged between the nose, then it is necessary that one should heal the wound with liniments: and administer a tube of lead, until it heals.
¶ De restauratione Mandibulae inferioris, quando disrumpitur.	For the restoration of the lower jaw when it is broken.
Caput V.	Chapter V
Quando disrumpitur Mandibula inferior, et fractura eius non est cum uulnere: conspice tunc si est fractura eius deforis tantum, et non frangitur in duo, et curuatur ad interiora: tunc cognitio eius est facilis.	When the lower jaw is broken and not joined to the cheek bone: examine then if the fracture is only of the jaw and does not break into two pieces, and heal it to the inside: then the knowledge of it is easy.
Oportet ergo, si est fractura eius in parte dextra, ut intromittas digitum indicem sinistrae in os infirmi: similiter si fractura est in mandibula sinistra, tunc intromitte indicem manus dextrae: et impelle cum eo gibbositatem fracturae deintus cum facilitate ad exteriora cum manu tua altera ab interiori parte ossis decenter, et cum eo aequa ipsam.	Therefore, if the fracture is on the right side of the jaw, insert the index finger of your left hand into the mouth: likewise, if the fracture is on the left side of the jaw, then insert the index finger of your right hand: and push it out with ease toward the outside with your other hand from the inside part of the bone, and thus adjust it evenly.
Quod si fractura mandibulae iam separata est in duo, tunc oportet, ut administres extersionem a duabus partibus, secundum rectitudinem: donec possibilis sit aequatio eius.	But if the jaw fracture has already separated into two pieces, then it is necessary that you should administer external force to both parts, in accordance with rectitude: until the adjustment of it is possible.
Si autem iam accidit in dentibus commotio, aut disruptio: tunc stringe illos de quibus speras quod remaneant cum filo auri, aut argenti, aut seta.	But if the dislocation or rupture has already occurred in the teeth, then tighten them with a twine of gold, or silver, or silk.
Deinde pone super mandibulam fractam caerotum.	Then put over the fractured jaw a poultice.
Deinde pone super ipsum pannum duplicatum, et pone super pannum astellam magnam decenter factam: aut frustum cutis soleae aequale, in longitudinem mandibulae.	Then put over the wound a doubled cloth, and put over it a large piece of skin, cut to the length of the jaw.
Deinde liga ipsum desuper, secundum quod praeparatur tibi ligatura eius, et conuenit ipsius applicatio, donec non destruitur: et praecipe infirmo, uti tranquillitate et quiete: et pone cibum eius sorbitiones lenes.	Then bind the wound well, according to how you have prepared your ligature, and let its application remain until it is destroyed: and instruct the sick person to use peace and quiet: and put his food, that he may not choke.
Si autem estimas, quod iam alteratur aliquid figurae aliquo modorum: tunc propera, et solue ipsum in die tertio.	But if you think that the wound has changed at all in any way: then approach and dissolve it on the third day.
Deinde rectifica quod alteratum est ex eo, et emplastra ipsum ex puluere molendini, cum albugine oui, aut cum farina sisami, postquam tu abstuleris caerotum: et pone super emplastrum lanam lenem.	Then make straight what has been altered from it, and cover the wound with a plaster made of pounded mortar mixed with alum or with meal ground to fine powder, after you have removed any pus: and put on top of the plaster a layer of thick woolen cloth.
Dum ergo permanet annexum illud emplastrum super ipsum, et non alteratur ossis dispositio, dimitte ipsum, ne soluas, donec sanetur: aut stringe fracturam.	While that plaster remains attached to the wound and its position of the bones does not change, let go of it, do not tighten it, until it heals: or bind the fracture.
Multotiens enim stringitur haec fractura in tribus septimanis.	This fracture is often bound for seven days.
Quod si interim accidat apostema calidum, tunc administra illud quod diximus multotiens in sedatione eius, donec remoueatur illud apostema.	If, however, while it is being bound, a hot swelling occurs: then administer to him what I said often in the treatment of it, until it goes away.
Et si fractura est cum uulnere, considera.	And if the fracture is with the ulna, consider.
Namsi iam separatur ex osse frustum, aut a satagie: tunc subtilia te in hoc, ut auferas illa frusta satagiae cum eo quod conuenit tibi in ablatione eorum ex instrumentis.	I have seen a small fragment separate from the bone, or from a splint: then be careful in this, so that you do not remove those splints from the instruments when they are due to be removed.
Si uero orificium uulneris est strictum, tunc amplifica ipsum cum phlebotomo secundum quantitatem necessitatis tuae.	But if the opening of the wound is tight, then enlarge it with a phlebotomist according to the amount of your need.
Deinde quando abstuleris illa satagie, et non remanserit ex eis aliquid, sue tunc orificium uulneris, si est amplum: et si non, pone super ipsum ex emplastris quae conueniunt ad illud, et incarnant illud, donec sanetur.	Then, when you remove those splints, and none remain, then close up that opening of the wound if it is wide: and if not, put over the wound with a plaster which suits it, and let it form flesh, until it heals.
¶ De restauratione Furculae, quando frangitur.	As for the restoration of the fork, when it breaks.
Caput VI.	Chapter VI.
Plurimum quidem frangitur Furcula ab anteriore parte ex parte humeri, et fractura eius fit secundum unum trium modorum.	The fork is often broken at the front part from the part of the shoulder, and its fracture occurs in one of three ways.
Aut enim frangitur et separatur in duo, praeter quod accidant in ea satagiae: et est facilius ad restaurationem eius.	Or it is broken and separated into two, except that they come to be in a splint: and it is easier to restore it.
Aut ita, quod accidunt in osse satagiae: et est difficilius ad restaurationem.	Thus, what happens to the bones of satagiae: and it is more difficult to restore them.
Aut ita, quod est fractura cum uulnere.	Or, what is a fracture with an ulnar bone.
Et operatio in ea quando fractura est absque uulnere, est, ut facias praesentes esse duos ministros, ut teneat unus eorum adiutorium quod sequitur Furculam fractam, et alter extendat collum uersus partem.	And the operation when the fracture is without an ulnar bone, is, that you make these two ministers hold one to support what follows the broken fork, and the other extends the neck towards the side.
Deinde aequa fracturam digitis tuis, donec fiat forma eius, secundum quod oportet: et non sit in ea eminentia, neque concauitas.	Then make your fingers equal in length, until their form is as it should be: and let there be no prominence or depression in them.
Quod si indiges extensione plus, tunc oportet, ut ponas sub titillico infirmi spheram ex panno, aut lana: et sit magnitudo eius secundum quantitatem necessitatis tuae: et extende, et eleua Furculam, et coarta spheram manu tua, donec aeques fracturam, secundum quod oportet.	If you need to extend further, then it is necessary that you place under a tickle ball made of cloth or wool: and let the size of it be according to the amount of your need: and extend, and bend forward the fork, and hold the ball in your hand, until the length of the fracture is equal, as it should be.
Quod si non potes trahere extremitatem Furculae ad exteriora: propterea, quia peruenit ad profundum: tunc oportet, ut resupinetur infirmus super ceruicem suam: et ponas sub humero eius puluinar medium in magnitudine, et premat minister humerum eius ad inferiora, donec eleuetur os Furculae quod est in profundo ad sursum: atque tunc rectifica fracturam, et aequa eam digitis tuis.	If you are unable to bring the end of the fork to the outside: since it reaches to the depths: then it is necessary that he lies down on his shoulder: and place under his middle shoulder in size, and press the minister of his shoulder towards the lower part, until he raises up the bone of the fork which is in the depth to the top: and then correct the fracture, and make it equal with your fingers.
Si autem sentis sathaiatum ex Furcula, et mouetur: tunc oportet, ut findas super illud, et extrahas ipsum alsathaiatum cum facilitate.	If, however, you feel a pulsation from the fork, and it quivers: then it is necessary that you find out about it, and with ease take out the pulley.
Si autem est retentum in osse, tunc ingenia in incisione eius cum uno Incisoriorum quae praeparasti ad illud, postquam tu posueris sub Furcula instrumentum quod seruat sifach: et est instrumentum ex ligno, aut ex ferro.	If it is held back in the bone, then use your incisorium which you have prepared for it, after you have placed under the fork an instrument to hold the sinew fast: and that instrument is made of wood, or of iron.
Et haec est forma eius.	And this is its form.
Assimilatur cochleari cui non est concauitas.	It is formed like an ear which is not closed up.
Et sit latitudo eius secundum illud quo indiges eo ex magnitudine ossis, et paruitate eius.	And its width is according to that by which you need it from the size of the bone, and its proportion.
Longitudo uero eius etiam secundum quod possibile est tibi ad operationem.	The length, however, also should be according to what is possible for you in the operation.
Et habeat duas extremitates, sicut uides: et extremitas una sit ampla, et altera stricta.	It shall have two ends, like eyes; and one end shall be broad, and the other narrow.
Si autem disruptio uulneris quod scidisti quando extraxisti sathaiatum ossis, est ampla, et securaris ab apostemate calido: tunc aggrega duo labia uulneris cum sutura.	But if you see a wound that you have cut when you extracted the nail of the bone, it is broad, and secure from the hot apoplexy; then join the two skin flaps with a stitch.
Et si disruptio est parua, aut times apostema calidum: tunc imple uulnus cum pannis, et puluillis secundum quantitatem scissurae uulneris.	And if the break is small, or the apoplexy is warm: then fill the nail with pads, and powder according to the quantity of the wound.
Quod si accidat apostema calidum, tunc infunde pannum in oleo rosato, et aceto, et uino, et pone super ipsum.	What if hot apoplexy occurs? Then pour oil roaded, and vinegar, and wine on it, and put it on.
Strictura uero ossis quando est absque uulnere, et absque sectione, est, ut ponas super os emplastrum factum ex farina molendini cum albugine oui.	But a bone fracture when there is no nail, and no cut, is, as you put it on the bone, a plaster made from ground flour with chalk.
Et pone stuppam lenem super ipsum.	And put a timber prop on top of it.
Deinde pone spheram sub titillico eius, si indiges illa.	Then put a ball under its tilting, if you can bear that.
Deinde accipe himematem, id est, rotam quam tenent Saraceni, quae sit longa ualde: et sit latitudo eius palmi unius, aut circiter illud.	Then take the blood, that is, the blood of a horse which the Saracens hold, which is long and thick: and make its width be that of the palm of a hand, or about that.
Deinde pone puluillum duplicatum super stuppam et emplastrum.	Then put a double layer of cloth over the timber prop and the plaster.
Deinde accipe astellam ex tabula subtili, cuius latitudo sit trium digitorum, et in longitudine similiter.	Then take an astrillum from a thin table, whose width is three fingers wide, and similar in length.
Deinde inuolue eam in panno.	Then wrap it in a cloth.
Deinde inuolue pannum illum cum astella in loco alhimemati qui cadit super fracturam et locum.	Then wrap the cloth and astrillum together at the place of magic which falls on the fracture and place.
Deinde pone alhimemati super fracturam sicut reuoluiur, et inuolue eam super collum eius, et sub titillico eius sano, et sub titillico eius infirmo: et reduc eam super omnem partem, et quomodo uides quod strictura tenet fracturam strictura decenti: et est illud, quod non occultatur super te, et totum, ut non remoueatur astella desuper os fractum.	Then place the magic above the fracture like a roll, and wrap it above its neck, and below its chin, healthy and sick: and reduce it on every side, and you shall see that the bone is held in place by the compression: and this is, so that it does not lie over you, and all, so that it does not move the timber from the top of the broken bone.
Et propter hoc oportet, ut aspicias infirmum in omni die.	And for this, it must be, that you look at the sick every day.
Quotiens ergo mollificatur ligamentum, et uides astellam iam remoueri: tunc rectifica illud, et stringe ligamentum.	Whatever time the ligaments become soft, and you see the timber is beginning to move: then straighten it out, and tighten the ligaments.
Deinde pone somnum infirmi super dorsum eius, et pone sub titillico eius apud somnum eius puluinar paruum in nocte, ut cum eo eleuetur adiutorium eius a latere ipsius.	Then put a sedative on his back, and under the tickle of his armpit near his sleep, at night, that with him aid comes from his side.
Eleuatur ergo fractura furculae per eleuationem humeri.	So let the fracture of the fork be healed by elevation of the shoulder.
Aut liga brachium eius ad collum ipsius: et non soluas ligamentum, si non accidat in loco accidens ex pruritu, aut ab apostemate, usque ad duodecim dies.	Or tie his arm to his neck: and do not loosen the bandages unless an accident happens from itching or from a splint, until twelve days have passed.
Deinde renoua emplastrum, si uideris faciem eius ad illud.	Then put on a new plaster, if you see his face toward that.
Et adde in strictura, et dimitte ipsum, donec restauretur et coaguletur.	And add to the strictness, and let him go, until it is restored and coagulated.
Et fractura quidem furculae stringitur et confortatur secundum plurimum in uigintiocto diebus: et quandoque fit in quibusdam hominibus in minore illo.	And the fracture of the fork is tightened and strengthened according to many in twenty days: and sometimes it is done in some people with less.
¶ De restauratione fracturae Spatulae.	De restoration
Caput VII.	The Restoration of the Fork.
Raro frangitur Spatula, et in loco lato eius: et non franguntur ex ea nisi margines eius.	Rarely does the fork break, and at the wide end of it: and it is not broken from its end.
Quando ergo frangitur ex eo locus, et frangitur in medio eius, et non cognoscitur illud nisi per tactum: tunc secundum quod est figura fracturae conare praeparationem eius.	So when it breaks from that place, and it breaks in the middle of it, and it is not known except by touch: then according to what figure the fracture has, prepare the treatment for it.
Et reduc eam super figuram naturalem omni modo ingenii, quod est tibi possibile.	And reduce it on its natural figure with all the skill of your ability.
Deinde pone super locum puluerem molendini cum albugine oui, et stuppam lenem, et pone desuper puluillum ex panno duplato.	Then put on top of the place powdered with calamine and a wooden spoon, and put on a towel from above.
Deinde pone super ipsum astellam latam ex tabula subtili secundum quantitatem Spatulae totius, aut ampliorem ea parum.	Then put on top of him a flat board from a thin table according to the quantity of the fork of all, or wider it is a little.
Si uero sub astella est concauitas in aliquo locorum Spatulae, tunc aequa illam concauitatem cum stuppa leni, donec descendat astella secundum aequalitatem.	If, however, under the board is crushed in any place of the fork, then make it even with the wooden spoon until the board descents according to equality.
Deinde ftringe desuper cum alhimemati longa, constrictione decenti, et firmitudine astellae, donec non remoueatur a loco suo.	Then rub on top with a long and careful motion, until the board does not move from its place.
Et considera ligamentum in omni die.	And consider the bandage every day.
Quotienscunque ergo mollificatur ligamentum, stringe ipsum, et aequa astellam si remoueatur a loco suo: et iaceat infirmus super latus suum sanum.	Whenever the bandage is softened, tighten it and make the board even if it moves from its place: and let him lie on his healthy side.
Et Spatula quidem restauratur in uiginti diebus, aut in uigintiquinque diebus.	And indeed the spatula was restored after twenty days, or after thirty days.
Quando ergo completur iste numerus, tunc solue ligamentum: et tu sis in securitate.	When therefore this number is completed, then loose the ligature: and you shall be in safety.
Nam ipsa est ex ossibus quorum communitio non timetur, neque eorum solutio.	For this itself is out of the bones, whose communion is not feared, and their loosing also.
Si autem procedat ex osse frustum, et pungit sub cute: tune scinde super ipsum, et aufer ipsum.	But if it proceed from a bone-end, and pierces under the skin: then cut off above it, and take it away.
Et fac quod diximus in fractura furculae ex sedatione apostematis calidi, si accidat ex eo aliquid.	And do what I said in the fracture of the fork from sitting on a hot poultice, if anything happen therefrom.
¶ De restauratione fracturae Pectoris.	[Regarding] the restoration [of the fracture] of the breastbone.
Caput VIII.	[Chapter] VIII.
Pectus quandoque frangitur in medio sui, et raro accidit illud.	The breastbone is sometimes broken in the middle of it, and that seldom happens.
Extremitates eius quidem plurimum franguntur, et comminuuntur ex accidentibus eius.	But the ends thereof are often broken, and are crushed from its accidents.
Quando frangitur eius medium, quod declinat ad inferiora, et accidit ei dolor uehemens, et difficultas in anhelitu, et tussis: et fortasse euomit sanguinem, et declaratur concauitas in osse fracto, et non occultatur sensui, Restauratio eius est, ut resupinetur infirmus super dorsum suum: et pone inter Spatulas eius puluinar.	When it is broken in the middle, which inclines to the lower parts, and happens to it a heavy pain, and difficulty in breathing, and possibly spitting of blood, and does not conceal the fracture, its restoration is that it should lie on its back: and put between its blades a sponge.
Deinde preme humeros eius, et aggrega costas a duabus partibus uel lateribus cum manibus: et subtiliare in aequatione eius, secundum omnem modum quo possibile est illud et conuenit, donec redeat figura ossis, secundum quod oportet.	Then press its shoulders, and bring together the ribs on both sides or on the sides with the hands: and gently adjust in alignment, according to any possible way that it fits, until the shape of the bones is restored, according to which it should suit.
Deinde pone super ipsum emplastrum et stuppam, et pone desuper astellam ex tabula subtili ex salice, aut chalingi, et ex eis similibus in leuitate, postquam tu inuoluis eam in panno.	Then put over it a poultice and a pad, and put above it an arch from a thin board of willow or holly, and from such like in lightness, after you have washed it with water.
Deinde subtiliare in ligando eam super os fractum, ut non remoueatur: et uade cum ligatura secundum rotunditatem ad dorsum aliquotiens, et stringe ipsum strictura decenti.	Then gently adjust in binding it over the broken bone, so that it does not move: and pass with the binding roundly to the back some times, and tighten it tightly as it goes down.
Deinde considera ligaturam in omni hora, et quotienscumque mollificatur, stringe eam: et si necessitas eius prouocat ad solutionem eius apud pruritum, uel corrosionem quae accidit in loco, aut dolorem, aut apostema: tunc propera, et solue eam, et eradica emplastrum, et rectifica quod accidit cum modo curationis eius.	Then consider the binding at every hour, and whenever it softens, tighten it: and if necessity of it incites to its solution by itching, or any corrosion that happens in the place, or pain, or a swelling: then approach it, and loosen it, and remove the poultice, and adjust what has happened in the way of curing it.
Deinde reduc emplastrum, si uides ad illud faciem: et annecte ei stricturam, donec sanetur.	Then apply the plaster, if you see that it fits the face; and fasten it firmly until it is healed.
¶ De restauratione Costarum, quando franguntur.	When broken, to restore the ribs.
Caput IX.	Chapter IX.
Scias, quod Costarum fractura non accidit, nisi in locis grossis quae sequuntur dorsum, et ex extremitatibus earum ab anteriori parte.	You should know that a fracture of the ribs does not occur except in the places near the back and from the extremities of them to the front.
Et non accidit eis attritio, nisi propterea, quia sunt cartilaginosae.	And they do not suffer from wear and tear except for this reason, because they are cartilaginous.
Et cognitio ipsius non occultatur sensui apud inquisitionem cum digitis.	And his knowledge does not conceal itself from the sense in inquiry when the fingers touch.
Et restauratio eius fit ita, ut aeques fracturam cum digitis secundum modum possibilem, donec aequetur figura, secundum quod oportet.	And the restoration is made so that an even fracture with the fingers in a possible second way, until it has recovered its shape, as it should be required.
Deinde emplastra, et stringe os fractum cum astella, si indiget illo.	Then apply the plaster, and tighten the broken bone with a splint if he does not like that.
Et si fractura Costarum est decliuis ad interiora: tunc accidit infirmo dolor uehemens, et punctura, sicut punctura illa quae accidit illi qui habet pleuresim: propterea, quod os pungit uelamen, et etiam ei accidit difficultas anhelitus, et tussis, et uomitus sanguinis multi: et haec est difficilis curationis.	And if the fracture of the ribs is hidden towards the inside: then a very painful pain occurs, and stabbing, such as that which happens to him who has pleurisy: for the bone pricks the organ, and also a difficult breath, and coughing, and blood spitting occur: and this is a difficult cure.
Et iam ingeniati sunt antiqui in ea cum ingeniis multis: et ex eis sunt qui dicunt, ut ponas cibos infirmi qui generent inflammationem et uentositatem, ut inflammetur uenter, et extendatur, et impellatur fractura ad exteriora.	And the ancient have devised many means in this regard: and among them are those who say, Let there be placed food which generates inflammation and ventosity, that it may inflame the wind, and stretch out, and push the fracture towards the outside.
Nos uero abhorremus, ut non fiat caussa uelox ad faciendum apostema calidum, si non accidit.	But we detest, so that it does not happen quickly to make a warm poultice, unless it is necessary.
Si autem iam accidit, tunc addit in eo.	But if it has already happened, then add this to it.
Et dixerunt quidam eorum: ponatur super locum uentosa, deinde sugatur cum fortitudine, et est similius ratiocinationi.	And some of them said: Let him be placed in a windy place, and then cover him with a blanket of strength, and it is similar to reasoning.
Verumtamen timetur, quod attrahat uentosa superfluitates ad locum, propter dispositionem debilitatis.	However, we fear that the wind will draw off excesses to the place, because of the weakness of the disposition.
Et dixerunt quidam eorum: oportet ut cooperiatur locus cum lana quae iam submersa est in oleo calido: et ponantur puluilli inter Costas, donec impleatur: ut sit ligatura aequalis quando inuoluis eam secundum rotunditatem.	And some of them said: It is necessary that the place be covered with wool which has already been immersed in hot oil: and let there be placed feathers between the ribs, so that it is filled: so that it is a tie of equality when it is turned round by its roundedness.
Deinde curetur infirmus curatione pleuresis ex cibo et medicina.	Then the sick one should be fed and given medicine to ease the pleurisy.
Quod si coartat infirmum res uehemens, quam non tolerat, et os pungit uelamen punctura laedente, et timemus super infirmum: tunc oportet, ut scindamus super locum, et detegamus a Costa fracta.	If the patient is ill and cannot tolerate it, and if the wound hurts when it is probed and we are afraid of the sick person: then we should split the skin from the bone, as long as the rib is broken.
Deinde ponamus super ea instrumentum quod conseruat sifac, cuius rememoratio praecessit: et incidamus os cum facilitate, et incidamus ipsum.	Then we should put an instrument over it that keeps the siffar in place, for which there is a precedent: and we should easily open the jaw, and then cut into it.
Deinde aggregemus duo labia uulneris, si est magnum cum sutura: et curemus ipsum cum emplastris, donec sanetur.	Then we should gather the two lips of the wound, if it is large with a stitch: and we should dress him with plasters until he heals.
Quod si accidat interim apostema calidum, tunc propera, et infunde puluillos in oleo rosato, et pone super locum: et curetur infirmus cum eo quod conuenit apostemati.	If during this time there is a hot swelling, then let it be cleaned, and pour oil with rose water on it, and put it over the place: and the sick one should be fed with what is suitable for the swelling.
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	During this time, he should also lie on his side, where he sleeps, until he heals.
¶ De restauratione fracturae Spondilium dorsi et colli.	For the restoration of a broken spine in the back and neck.
Caput X.	Chapter 10.
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	However, when a bone of the neck is fractured, and this rarely happens to it, and also to the spine of the back.
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	So when such a thing has happened to someone, and you want to know if it has healed or not: then trust in God.
