Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
Capitol .iii.	Chapter 3.
De restauracio del nas quan es trincat.	On the restoration of the nose when it is fractured.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	You should know that the nose is not broken but rather two parts together and above them, or one of those with some visible veins, because there are two bones in it, whereas the part below is cartilaginous, and it's not fractured but rather subject to bruising and twisting and bending.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	If one of the two parts of it is broken, then you should introduce the small tool into the nose, and you will bind that fracture with the same tool indicating the location, and with the same tool you will push from outside until the nose returns to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And do this for your convenience, and be careful that you do not fall during the operation on the patient's suffering.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the fracture is in the uppermost part of the nose, and the tool does not reach it, then you should cut to the end of the rod on which the enlargement is placed.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you do the same as for this.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And take care to restore it on the first day of the fracture, if possible; and if not, then apply the vinegar or the decoction of the healing plant to the rest of the aposteme.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And then insert into the end of the nose a thread of linen cloth, if the fracture is in one part, or two threads, if the fracture is in two parts, and let it be in the thread enough quantity to fill the hole of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And some of the ancient restorers said that the threads should be soaked in borax, and should be applied throughout the day, but it is not seen by me; however, it is necessary that the thread be wrapped in a poultice of honey combined with powdered mallow; and then leave the thread until the bone is fixed and the cartilage is hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And sometimes insert into the nostrils certain warm compresses, in place of heat, a poultice made from a mixture of wool and lion's skin; and make sure that you have already applied the fracture of the nose strongly and that the patient is not prohibited from breathing.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	And this cause is not necessary for you; and if you want to, do it, and if you want to, apply warmth.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if a severe abscess or boil occurs, plaster the nose with wax or with a mixture of melted wax and rose oil, or with a diaculum.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if a severe abscess or boil does not occur, then take care to plaster the affected area with flour of euphorbia and powder of crushed almonds mixed with white album of egg; and place a poultice on the stoppage, and do not bind the nose for any reason.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are broken with a small fracture or are comminuted, then take care to split apart those, and extract those with instruments that are suitable for those; and place a bandage on the fissure, and cure it with water that nourishes and consolidates, and plaster it with what is conveniently applied.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if an ulcer occurs inside the nose, then take care to cure it with warmth and administer suppositories of lead until it is completely healed.
Capitol .iiii.	Chapter Four.
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture of it is not a serious wound, consider then if the fracture is only displaced and not broken in two and is curved to the separated parts within, then its union is easier.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And do this, if the fracture is on the right side, you will insert your left index finger into the patient's mouth; and similarly if the fracture is on the left jaw, then insert the right index finger of the right hand; and press with that the curvature of the fracture within to facilitate the displaced parts coming together, with your other hand on the outside of the bone; and gently move them so that they come together.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two parts, then it is necessary that you apply extension to both parts according to the correct method until it is possible to bring them together.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if it happens with the displacement of teeth to disruption, then hold those with which you expect to remain firm with a thread of gold or silver or silk; and place a bandage over the fractured jaw, and place a bandage over that one doubled, and place a large sterile cloth decently made, or a single piece of gauze along the length of the jaw; and tie this above according to what seems appropriate for the binding and what is convenient for the application, until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to use rest and tranquility, and stop the food that is harmful to them.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you think that the figure is already altered in some manner, then take it and separate it from the third day; and then rectify what has been altered of it and fill it with powder of moly, or album of egg, or flour of cypress, since you will have applied the cerate of it, and place on the plaster a woolen cloth.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then when the plaster is attached and adjusted on it, and the position of the bone is not altered, leave it, so that it is not removed until it is healed and the fracture is strengthened; for many times observed this fracture is strengthened in three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another observed aposteme occurs, then administer what we have often said in the treatment of it until it is healed, and the aposteme is reduced.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is with a wound, then consider if it is a piece of bone separated or fragmented, then you subtly remove those fragments with what is convenient for the remedy of those disturbances.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the edges of the wound are tight, then you enlarge it with a flea-cut according to the quantity of your need.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then return the injured part to its original state, and if it is not fully restored, place a suitable plaster on that area and attach it so that it adheres until it heals.
Capitol .v.	Chapter five.
De restauracio de la furcula quan es trinquada.	On the restoration of the hernia when it is strained.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	When the hernia is ruptured in the division before the navel, and that fracture is made in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	When it is ruptured, or separated, or separated into two parts that do not touch the surrounding tissues; and it is easier to restore; or it is such that it touches the surrounding tissues, and it is difficult to restore; or it is such that the fracture is in the wound.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation on it, when the fracture is in the wound, is that you have two assistants present, so that one holds the adjunct and follows the ruptured hernia, and the other stretches out the skin with that division.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	Then shape the fracture with your fingers until its form is made according to what is suitable, and it should not be in a prominent or hollow place.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you need more extension, then it is suitable that you place a piece of cloth or linen under the patient's thigh, and its size should be according to the quantity of your need; and stretch and elevate the hernia and tie the cloth with your hand until it shapes the fracture as is suitable.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot reach the extremity of the furcula to the divided parts in front, because it has come to the pubic area, then it is necessary that the patient be placed on their back, and a cushion be put on the muscle of their thigh, in its middle part.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the minister presses the muscle of their thigh at the divided parts until the bone of the furcula is elevated that is in the pubic area in its place, and then you correct the fracture and bind it with ties to the thighs.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	More often if you feel stagnations of the furcula and they are swollen, then it is necessary that you make an incision over that area and extract those stagnations with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you make an incision on it with one of the incision tools that you have prepared for this purpose, since you had previously placed the furcula under the instrument that serves the ciphac; and the instrument is made of wood or iron, of which this is the form:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to a spoon, of which this is the concavity; and let its width be according to what you need from it, according to the size of the bone or the smallness of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	Measure the length of it according to what is possible for the operation; that it should have two extremities thus at times, and one extremity should be wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the disruption of the wound that you have made when you extracted the abscess from the bone is wide, and there is a risk of gathering pus, then adjust the two lips of the wound with suture.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is small, or you fear gathering pus, then fill the wound with dressings and poultices according to the quantity of the split of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if there is a gathering of pus, then put on a dressing made with sour wine and rose oil, and apply it to that area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	When the bone is wounded and fractured, it is that you put a plaster made from wheat flour mixed with white of egg, and apply it to the swollen area, and then apply the splint of the patient's own shirt, if indicated for that, and then take a bandage, which is a long strip, and its width should be about one palm or so; and apply double poultices over the swollen area and the plaster; and take a thin sheet of tablecloth, whose width is three fingers and length similarly; and wrap that in a dressing, and wrap that dressing with the sheet in the place on the place of the fracture; and apply bandage as it is wound, and wind that around the patient's neck and their good arm, and their patient's bad arm, and reduce that all over the affected part, and whenever the constriction of the fractured area decreases, and this is not hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And you must ensure that the steel is not rubbed against the broken bone; and for this reason, as you visit the patient every day, when the ligament is softened or the steel has been reapplied, then you correct this and strengthen the binding.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And then you stop the patient's sleep by their neck, and place a small cushion under their arm in the night, so that when they are elevated by the assistant on that side, thus the fracture of the shoulder is elevated to the elevation of the muscle; or their arm is tied to the neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not untie the binding unless there is an abscess or apostema in the area, within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And then you renew the plaster if you have seen the face of it to that effect, and adjust in the constriction and restore it, and let it be until it is restored and the fracture of the shoulder is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and comforted according to the month in 28 days, and some visits are made at home in less than a month's time of that.
Capitol .vi.	Chapter six.
De restauracio de fractura de la spalla.	On the restoration of the fracture of the shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The flat spatula is broken in the left side and it is not the breakage of it, but rather its edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And thus when the place of it is broken — and it is broken in the middle of its place — and not joined except by touch, then according to the shape of the fracture prepare it and reduce it according to its natural shape in every manner of art that is at your disposal.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	And then apply a poultice of ground album of egg to the place, and stop it with a linen cloth; and apply dust of double-folded cloth; and apply on it a subtle plaster made of table or mortar according to the quantity of the spatula, all or a little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	But if the plaster is concave in some of the places of the spatula, then you should fill that concavity with a linen cloth, and apply the plaster equally.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And then strengthen it with a long bandage from constricted binding and from firmness of the plaster, so that it does not move from its place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And check the dressing every day; and all visits that it should be softened, remove another visit and strengthen it and adjust the plaster if it has moved from its place.
E jagua le malaute sobre le sieu latz sa.	And let the patient lie on their side.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula is restored in twenty days or in twenty-five.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And then when the name is completed, you dissolve the ligament, and you should be assured that the dissolution is not of the bones, but rather of the cartilage, which is not a serious or worrisome condition.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed from the place of the bone to the skin and put a plaster on it, then cut above it, and remove the splinter, and do as we have said in the treatment of the fracture with a hot poultice of emollient, or apply a cautery if it becomes necessary here.
Capitol .vii.	Chapter 7.
De restauracio de la fractura del pietz.	On the restoration of the fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot, having been broken in the middle part of it, and this causes a deformation; but the extremities of the movement are not deformed, rather they are shaken and dislocated.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents of it, when the middle of it is broken, it is that it declines to the inner parts and causes great pain, and difficulty in walking, and coughing, and vomiting blood; and it is declared in the cavity in the broken bone and is not hidden from feeling.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of it is that the patient should be placed on their back, and a cushion under their shoulders; and apply pressure to the muscles of it, and adjust the ribs of it with the hands of two assistants, and proceed subtly in the operation and in the adjustment according to all manner that is possible and convenient for it, until the shape of the bone returns as it should be.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	And then pause on the plaster and stop and pause above the subtle table of sauce or of warm poultice and of its similar things in lightness, since you envelop that in a cloth; and then subtly apply it to the broken bone so it's not dislocated; and go with the bandage according to the condition of the back some dressed wounds, and strengthen that with a strict dressing; and then consider the bandage at all times, and when it is softened, strengthen it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessity provokes a detachment of that which causes corrosion or rubbing, or pain, or abscess that occurs in the area, then touch and detach that and eradicate the plaster and rectify what occurs with the hand of skill of cure of it; and then reduce the plaster, if at times it adheres to the face; and adjust to it the strictness within which it will be healed.
Capitol .viii.	Chapter 3.
De restauracio de las costas quan son trincadas.	On the restoration of the ribs when they are fractured.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that a fracture of the ribs does not occur except in coarse locations that are near the back; and of their extremities, from the partition in front, nothing occurs to those contrary but because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	The recognition of it is not hidden from the sensation that guides the examination of it with the fingers.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration should be such that it reduces the fracture with the fingers according to the possible method, until it is reduced as it should be, and then apply a plaster and strengthen the broken bone with steel, if necessary for that.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is declining into the partitions of the dent, then it happens to the patient vehement pain and puncture, like the puncture that happens to one who has pleurisy, and for this reason the bone puts on inflammation; and it happens difficulty in breathing, and coughing, and vomiting of bloody mucus; and this is of difficult cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the medicines are prepared for that with many preparations.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And of it they say: it is good that you give the patient foods that cause inflammation and swelling, so that the belly is inflated and extended, and the fracture is pushed away from the affected parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	We would have avoided this for what is not a trivial cause to generate a cold abscess, if it does not happen; and if it already happens, then it already helps with that.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And they said some of them that the ventosa should be given and also that it should suck with strength; and it seems reasonable, but however it is feared that the ventosa will attract the superfluities to the place due to weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	They will say some of these: that the place should be covered with wool that has already been submerged in hot oil, and powders should be placed between the ribs until it is filled, which should be the binding plaster when you envelop the aforementioned retortion; and the patient should be treated with a cure of pleurisy of food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if the cause creates severe constriction for the patient who cannot breathe, and the bone presses on the vein with a sharp puncture, they should place a bandage over the patient, then they should make an incision on the place, uncovering the broken rib, and place their hand on that instrument which holds the diaphragm in place, the memory of which is preceded, and they should facilitate the bone, and extract that thing.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then adjust the two lips of the wound, if it is large, with a suture, and treat it with plasters until it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if an abscess forms, then cut it and pour powders in heated rose oil and apply to the place, and the patient should be treated with what is suitable for the internal abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And let him rest on the side where he sleeps, until he is healed.
Capitol .ix.	Chapter nine.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the spine and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some wounds imply fracture to the bones of the neck, and similarly injure them, and likewise to the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And when this happens to someone and you want to know if they will be healed or not, then consider this: for if the muscles are already softened and numbed and deadened and cannot be moved or stretched or strengthened, and when you constrict them with your fingers or prick them with a needle, you don't feel pain in them, then you should know that it is not curable, and in such cases it is often fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you touch those areas and feel contraction in the fingers and prickling, then you should know that the nut of the bone is saved and that the patient will recover with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see a similar thing in the vertebrae of the neck and you want to know if it will be healed or not, then examine their feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Then if you see that they are already softened, it happens to them as it does in the others, and when you put them on their back, there is loss of control and expulsion outside of their will, and some wounds make them be turned over on their back and want to urinate but cannot, then you should know that it is fatal, and therefore do not bother with their treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	Maybe if none of those things happen, the cause is better and more legible.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the treatment of it is that you perform a cauterization on the abscess, placing it on the spine or between the shoulder blades, or in the armpits, for several times a day until the abscess is seated.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	Then place one of the comforting and exciting plasters on it, and bind it with a bandage; and command the patient to use rest and tranquility and not to sleep on the side where they feel pain until they are healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if it happens that the bone slips or any cause that has already been separated from it, then cut on the tendon and show that bone; and then adjust the two lips of the wound, with suture if it is large; and then heal that with some greasy ointment, until it is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	Maybe if the end of the bone is broken, then cut so that you insert the thumb of the left hand in the anus, and adjust the broken bone with the other hand as much as possible by second adjustment; and then place on it a plaster and bandage, if needed, and bind it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	If you feel shattered shards in it, then make a poultice on that area, and remove that, and cure the wound with the treatment that is preceded by until it is healed.
Capitol .x.	And if there are fractures in the head, then
De restauracio de la ancha.	Of the restoration of the width or On the restoration of the narrowness/stricture/con
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the narrow parts are fragile and fractured, and if they fracture, then the break is not just a communication in the extremities of those but are cut in the length and decline to the separated parts; and it happens to the patient pain in the area and puncture, and the leg is numb when it is fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over that until it is above the fracture, which is the shape/form of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is in the extremity of it only, then you bind it according to what appears to you as proper for binding until it is assembled into its natural shape.
