Ayssi comensan las paraulas de Albucasim .	Thus they begin with the teachings of Albucasim.
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	And the wise craftsman compares little with regard to motion; and what is present with what is absent; and finds new operation and new instrument for the descent of the strange causes of the art when accidents occur.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And therefore I say that arrows are not ejected from the members in which they are lodged, but rather in two ways: either by attraction of the place into which it enters; or by the opposite of the other part.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	And that which is ejected through the place where it entered, or is an arrow proceeding to a fleshy place, and is attracted and ejected.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	And if it does not obey the evacuation at the time when you take it, then it is good that you leave it for some days until the flesh that is around it becomes purulent, and the attraction of it and its ejection are alleviated.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	And similarly if it is fixed in the bones and does not obey your efforts, then leave it for several days and return to it with attraction and friction every day, and already it will be dislodged.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	And if it does not obey your efforts for several days, then it is necessary that you perforate in the circuit of the arrow in that bone of the entire affected part with a subtle taravel until the area of the arrow is enlarged, and then extract it.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	And if the arrow is fixed in the bone of the head and has proceeded into one of the ventricles of the brain, and many of those accidents occur which I have said and spoken, then abstain from the extraction of the arrow and leave it until the blood is purified for several days; because if the arrow reaches the ciphalic region, then death is not prolonged for him.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	And if the arrow is not fixed but only in the body of the bone and does not pass into the ciphalic region, and the patient stays for several days, and none of those accidents occur, then you should work on attracting the arrow and attracting him.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	More often if it is deeply fixed and does not obey your extraction, then you administer taravels in the circuit of the arrow as we have recommended, and carefully treat the area until it is healed.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	If the arrow is already lodged in the part of the body, and it is lodged in a sensitive area, then you inquire about that sensation, and if you feel it, then remove it with instruments suitable for the attraction of it.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	And if you cannot operate on it due to the constriction of the wound and the length of the arrow, and there are neither bones nor nerves nor veins, then make an incision on the wound until it is enlarged and it is possible to extract the arrow.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	And if it has reached the ears, on which it is held, then cut the flesh in which it is embedded with all the skill you can; and operate above that, if you cannot operate on the evacuation of the flesh in the fracture of the ears and twisting of them until you obtain obedience.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	And when you administer the extraction of the arrow in whatever place it is, then use your hand with twisting and force on all parts until it makes that obey; and be subtle with great subtlety so that the arrow is not broken and so that it is made difficult to attract it and to extract it.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	And if you cannot operate on that at your hour, then leave it for several days until the parts that are in the circle of it can be cleansed, and then return to it when it is alleviated.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	But if you find an opposite condition of blood flow, then administer what we have said about treatment in the previous chapter.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And guard your virtue of incision of vein or of nerve, or of cord, and administer ingeniously in all manner possible to you the evasion of the arrow; and do it with facility and tranquility and slowness and firmness as you have recommended and advised.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And then make the arrowhead contract so that the patient is in accordance with the figure, according to which you previously mentioned the removal of the arrow from them, which is most juvenile.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	But if that is not possible for you, then administer what is possible for you according to the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	But the arrowheads that are thrust outward by the opposite of the other party, or which already proceed from it to the outer parties, or which make the extremity of the arrowhead visible by sensation of the part most disposed to the propounded and vexed codena, and times when that is imminent; then you cut upon that; and let the incision be according to the quantity in which the forces take hold; and then draw out that, for it is made lighter by extraction.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	But if it is retained in the bone, then twist the lamina according to the opposite condition under which the arrowhead presses into the bone, and increase the measures, and then extract that.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	And if not, leave that for some days, and then return to insert it into what will be.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the head of the arrow is in it, then you should push it out with your hands.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	More if the head has fallen and you want to administer an injection, then introduce and put in it, if it is numb, push with a blunt instrument so that it enters the cavity of it into the body of the arrow and then push it out with your hands.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	More if the arrow is curved, then you should push it out with a strong instrument entering into it, because the arrow is loosened by it.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the arrow is poisoned, then take care to remove all the flesh in which it is, if it is possible for you, and then treat it with what is suitable.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the arrow is lodged in the foot, or in the belly, or in the bladder, or in the ribcage, and it is near so that you can touch it with your fingers, and it is possible for you to cut above it, then cut above it and beware of injuring a vein or nerve, and extract it, and then dress the wound if it is indicated, and treat it until it is healed.
Forma de forceps am las quals so atiradas las sagetas:	Shape of forces where the arrows are directed:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	The extremities of their body are like a bird's beak which is made when they grasp the arrow so that they do not let it go.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And of these are made many special treatments, large, small and moderate, according to the quantity of the greatness of the arrow and of its poverty, and of the width of the wound, and of the constitution of the patient.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Shape of an implant concave to this hollow extremity thus as the beak of a bird so that it relieves the pain of the arrow in him, and pushes away the dullness:
Forma de impellent de sorda extremitat:	Shape of an implant for a dull extremity:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	thus as a rod so that it relieves the inside of it in the arrow's concave and is implanted with that.
De fleubotomia de las venas.	Of phlebotomy of the veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins of phlebotomy, in which it is customary to perform phlebotomy, of the ones that are in the head 16, there are two pulsating veins which are near the ears, I mean the temples; and two herbs that are in the two temples apparent; and two veins that are in the two lacrimals of the two eyes that are called aspicientes; and the vein prepared in the middle place of the forehead, and the vein that is at the extremity of the nose; and two guides that are at the neck; and two veins that are in the upper lip; and two veins that are in the lower lip; and — these are the veins that are called algelic —; and there are two veins that are under the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	In the veins that are swollen in the arms, there is one called cephalica, and it comes from the wild lettuce; and the people call it "the vein of the head", and it's also called the middle vein, and it's composed of a branch of the basilica and another branch of the cephalica; and the people call that one "the vein of the whole body", and the basilica is the vein that is in the domestic lettuce, and it's named "citillar", and the commoners call it "the vein of the belly"; and there are funis of the arm, and it's placed above the elbow, and it's the one that appears swollen, and it's the one that appears on the skin by manifest appearance; and salvatella, which is the vein between the ear and the little finger, and there are two branches in it.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and the leg there are three veins; one of them is the one that is at the curvature of the knot of the wild lettuce; and the second is the sophena, and its place is at the leg of the domestic lettuce; and the sciatic vein, and its place is at the leg of the wild lettuce; and in the leg there are other similar veins to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The junction of the veins that are near the ears is affected by chronic catarrh, and emigration, and sahafati, and ulcers of the bad head, which are ancient evils.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of bleeding those veins is according to what you have recommended to me: it is that the head of the patient should be raised, and the head of the patient should be rubbed on the occipital area where the two veins are located with a warm and gentle friction; then tie the patient's neck with a bandage so that the ears and the areas around them appear; and seek that vein with your finger, and if you feel the pulse of that vein with your finger, then try to stop it.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Then take the surgical knife, and it is the one that is inserted, and then insert it into the vein in the cubital fossa so that blood flows from the opening.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And then elevate your hand with the vein and the cubital fossa to the separated parts and make an incision in the vein with an incident cut.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And let the length of the incision be two fingers' width, or about that; and let as much blood come out as you wish.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	And then tie with a poultice and bind it so that it heals.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And already in the beginning of the book, I have discussed the incision of those things and also their cauterization.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	More of the two arterial veins that are in the temples, youth of phlebotomy is an ancient immigration and badly governed and assiduous eye disease and body of acute superfetations poured out to the senses.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of phlebotomy on those is according to what I recommend to you: constrict the patient's vein with a tight bandage so that the two veins appear at the sentiment by apparent manifestation and it is demonstrated by the pulse of their arm; then you will feel it with your fingers.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you raise the needle above the vein to the divided parts of the arm, and insert the phlebotomy needle, and raise the vein in its place; and cut that one just as you did on the other two veins; and make the blood flow according to the quantity of your necessity.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	And then release the constraint of the patient, and place your arm on the vein for an hour, and then place a poultice on that cut and strengthen it with a strong bandage, and leave it until it is healed.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And already the memory of them has been preceded, and of those the incision, and the attraction in the beginning of the treatment.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	Therefore the treatment of phlebotomy of the frontal vein is similar to the phlebotomy of the cephalic vein for ancient facial ailments and for migraines, soreness, and fetid ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of the phlebotomy of it is according to what you have recommended to you; thus it is that the patient holds their arm with a bandage so that the vein appears; and then take the instrument which is called a lancet, of which this is the form:
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause the prominent point which is at the head of the lancet on that vein and strike it with a pin or other metal in the manner of it, and let the blood flow according to the quantity that you want; and then release the pressure from the patient and hold it tight so that it heals.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	And some times it is opened with lateral phlebotomy, however it is not suitable that the phlebotomy be of acute extremity like the others phlebotomies, but rather of broad extremity, and perform this one according to the transverse, because the bone is prominent and the tendon is strong in it, when the phlebotomy is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	More importantly the treatment of the two veins that are like the lachrymal veins of two eyes for scabies of the eyes and soreness and boils in the eyes, and for facial ailments.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	The quality of the bloodletting is that the patient should hold the collar of the shirt with one bandage, and then apply the bloodletting instrument to those areas, and you stand over the head of them.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And let bloodletting be done according to the transverse length of a little bloodletting instrument, little, because in that place there is no flesh; and if the bloodletting instrument is subtle, then the extremity of them is cut.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And then make the blood flow as much as is necessary to you, and stop on those cuts, and hold them for a night, and then dress those.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	More, the bloodletting of the vein of the nose is convenient for acute fever and for violent cough, and for the ailments of the face and migraine and pain that occurs in the face, especially when it is chronic.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of the bloodletting of them is that the patient should hold the collar and then put the collar of their nose on your left hand, and take the subtle bloodletting lancet and place it in the middle place of the nose according to rectitude, because the vein does not appear to the feeling here, and because the blood begins to flow at once.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	Take care that you touch your hand to the bloodletting instrument little by little and make the blood flow according to your necessity; and then dress it for a night, because it is restored lightly.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	More often the treatment of phlebotomy of the veins guides to a contraction of the skin and a beginning of leprosy and to mottoes diseases and putrid and malignant corrosive ulcers, as with herpes.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of the phlebotomy of those is that the patient holds each one in their hand with a ligature; and let the artisan be above the head of the patient, and the patient sits on a chair.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	Then phlebotomize the vein at the length with a small and ample phlebotomy, little by little; then extract blood in a tempered quantity or according to what is needed, that is to say according to necessity; and then do the same on the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then release the ligature and hold both veins with a moderate tightness so that the patient is not suffocated, and let him go to bed because the wound is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the treatment of phlebotomy of the Algerian veins relieves small aposthema and pustules of the mouth and corruption of the gums and bad ulcers and fissures, and bad ulcers that are in the nose and in the region of it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of the phlebotomy of those is that you make the patient sit in front of you, and hold their neck with a bandage, and then turn out their lips and look at both veins of which one is on the right lip and the second on the left; and the demonstration of each one is for the blackness of each of them, and this is more evident because in the region of those there are thin black veins; and then make an incision on each one by incident incision.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If there is doubt in you, and you do not know which of these it is, then understand the most serious incision of them, and the most manifest one.
E fay le semblant de las doas venas que so en las labias desus.	And make a similar thing to the two veins that are in the lips above.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	Moreover, it is customary to incise the two veins that are in the upper lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	Moreover, the cutting of the two veins that are under the tongue is close to the phlebotomy of the cephalic, which is preferred for afflictions in the throat, for the disease of the uvula, and for diseases of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of phlebotomy for those is that it follows the disease between your hands in front of the patient, and raises the patient's tongue, and observes behind the tongue, on one side of the vein and on the other side of the vein, and the color of each one is declining to black.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then phlebotomize each one; and beware that you do not cut your hand while phlebotomizing them, because behind them are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And the veins that are phlebotomized in the elbow are in the ones where it is customary for all men, and their phlebotomy is done according to two methods: either they put on the phlebotomy a martyr or olive to subtlety declining; or they apply to the phlebotomy a lancet, and call it "alnessil", and this is its form:
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this necessity suits the section and those specific, wide and subtle threads according to the abundance of the veins and according to the tightness of those.
Forma de fleubotomi mirti:	Method of bloodletting through a cut in a vein:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	Let the thread of the same size pass through as many times, and it is suitable to open the concave veins that are full and apparently thick, and also those that contain thick blood or pus.
E aquesta es la forma de fleubotomi olivar:	And this is the method of olive-bloodletting:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this bloodletting is of lesser width and of more subtle extraction, and it suits the bloodletting of subtle veins that contain subtle citrus-like blood.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	Most of the treatment of bloodletting from the basilic vein, which is one of three veins: for it extracts the blood of the illnesses that are on the left side and the colon, and also that which affects the chest and the belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it is suitable for the bloodletter, when performing that bloodletting, to be careful with that and to be in fear of that, because there is an artery nearby, and if he makes a mistake and hits the wrong spot in the puncture of the bloodletting, he will cut that artery and cause an outflow of blood, so that it is necessary not to perform bloodletting with a pointed instrument, but rather with one that is blunt.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilica does not appear through obvious examination, then it is necessary that you leave that one and move to another, or search for a certain branch of the vein, or make an incision in place of the end of the arm, because that is obvious; and perform that incision with careful consideration, as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	If you want to perform a venesection on the middle arm, then it is necessary to tighten the band above the arm so that you touch the place where you constrict the area of the pulse, and put a needle on the inner tender part; and tie the arm and cut the vein with a concave incision in a careful manner as we have said; and beware that the percussion does not hit any space near the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you see, with the ligature strained, an inflammation in the place where you have made the incision on the tender part, then that inflation is inflation of the artery, and therefore evacuate that.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if you see the blood flowing in the venesection like the urine of a child, and the blood is subtle and red, then you should know that it is arterial blood; and then take and hold your finger on it for a long space; and put your finger on it, and if the blood is separated, because many times it is separated, then tighten the arm and let go of that.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	Watch over the patient's urine, and be fearful of it, and do not touch that for several days until they are healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	If the blood does not stop, and you think that medicine is not present, then you will cut the artery if it appears to you; because the extremity of theirs is contracted, and the blood is stopped; or you will take a string of thread, and make a ligature, and take one bandage and tie it tightly over the place of the vein with strictness and with pulvils between the other day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And then if the blood is stopped, it is good; and if not, then treat that with the treatment of which it was previously mentioned to remind the place of the powders that stop the flow of blood.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the stopping of their blood is difficult in many situations due to the small place of the wound and the possibility of loosening of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	From the dark vein, phlebotomy is a procedure that removes blood from the subordinate part of the head and the right part of the body; for this reason it is composed of a branch of the basilica and a branch of the cephalic, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And warn the one who performs phlebotomy to be afraid of that in the phlebotomy, because there is a nerve; and therefore if they make an adjustment in the puncture of the phlebotomy and hit the nerve, it will cause them stupor, and the healing of them will be difficult, and it will be hard for them to be completely healed. And this nerve appears many times to feeling; and if it is hidden from some men and is subtle and not shown, then warn that you should place the phlebotomy with which you perform phlebotomy with care to avoid the nerve with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then make a cut in the vein along its length.
