Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And then insert a cloth or cloth pad between the wrappings of the plaster to which the distortion of the fracture should be adjusted, if there is distortion; and if not, do not put anything on it for any reason.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And then put a pad on the other bandage, and adjust it over these wrappings decently made as needed, if in the location there is no inflammation or cautious aposteme, then put it on the thing that causes the aposteme or that brings the inflammation; leave that for some days; and then strengthen your hold on the wrappings.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And let the wrappings of the splint be made from reed cane, well-shaped; or from wood of pine; or from palm branches; and let the width of each wrapping be according to this form and figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	But it is necessary that the splint which is placed on the fracture be a bit thicker and wider than the other splints, and the length of the splint according to how it suits the member in size and smallness; and strengthen over the splints with another bandage according to your primary tightening; and loosen above with a thread decently as we have said regarding tightening, and it should be your tightening according to the location of the fracture itself, and the more it is distanced from the fracture, the less tight the wrapping.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And it is necessary that the threads be of medium thickness and fineness, and be made of soft material; and if the threads are too thick, as has been seen through the operation of certain foolish surgeons who tighten the threads of the tort, it is a great error, when the tightness exceeds equality.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And likewise, very fine threads are not convenient, because you will not achieve with tightness what you want, and it is not necessary that between this and that there be a space of one finger.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is treated at the extremities of the stelas, tighten the binding in those places, then place stoppers made of wool or lanolin so that it does not cause them harm.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Certain injuries of the fracture are with a wound, and accidents occur in the kernel, and I will come back to the memory in that one in the chapter according to singularity.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And know that every broken limb is not put in splints on the first day; the reason for which is that the limb, when it is large, does not require that you place it on splints immediately but rather after some days or seven or more, according to the security of the arrival of the apostemous abscess.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	And this is the method of the plasterers by which the Ancients restored them, which they placed on fractures and dislocations and twists.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Manipulation of plaster as a restoration of fracture, suitable for multiple complications and especially for women and children, because it is about this that neither heat nor cold comes: and it is that you take powder of mullein, and it is the marrow of the flour that you remove the movement of the mill from the walls of the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And shape that dough as it is, but rather sift it with a sieve of wool, and pause the preparation of the non-sticky or subtle substance; then use that one.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another manipulation of plaster for restoring fracture and dislocation and sprain: recipe of asafoetida, lapdanum, acacia, enula, and myrrh, which is extracted from wild mint salvage, all one drachm; of mirrh and wormwood one drachm; of garlic one drachm twenty; all things are crushed and sifted and mixed with water or wool if the preparation of the patient is appropriate; then use this plaster, because it is of good composition and restores the broken bones gently, and confirms many men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another manipulation of plaster which you shape for fracture and sprain: recipe myrrh and half a drachm of white altaea; of myrrh and wormwood one and a half drachms; of acacia six drachms; of Armenian boll twenty.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All things that are crushed in a mortar with crushed motion, and are sifted, and are mixed with water or with white of egg, should be administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Manual of plaster to apply to joints and separated bones from their places, and accidental pain in those and in fissures and fractures: take a linen cloth and submerge it in warm oil and vinegar, and place it on the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	More in this plaster is not the virtue of restoration, but of caustic abscess and expelling pains properly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another manual of plaster that restores broken bones: take leaves of fig tree and leaves of wild poppy; crush all and make a plaster from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Manual of quick plaster administered for the restoration of bone fracture and when you want resolution of remaining abscess: take roots of lavender, chamomile and flowers of violets, flour of peas, of all one part; all are crushed and mixed with wine, if the member is not scaled.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	But if it is scaled, then mix it with water of colic or humid water and use it for that purpose.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another manual of plaster more strong in resolution than the first one, when there is a hard abscess for the restoration of the member: take roots of lavender and seeds of linseed, and balustia, and melilot, marjoram, flowers of violet, chamomile, all one part; all are crushed and mixed with water of sage or sweet water or wine, according to the quality of the member and the repose of its color.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	According to the esteemed Hippocrates, one should not dissect a corpse that has been placed on the third member of the restoration of the body, unless made of wax and oil, for no other cause; and it is recommended that there be a middle ground between coarseness and subtlety.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	In Galen's view, it is seen that they are placed on the broken member regarding the restoration of the body and the causes in which there is dryness with little heat, thus like myrrh, resin, and similars to them of those causes that we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	Manual of plaster that relieves lesion and pain: take equally, wax, human skin or partridge's brain, and salt, divided into parts; let them be crushed and sieved, and then mixed, and make a plaster.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	But the quantity according to which one must see that the ligament is broken and then dislocated, is that you consider if there is no accident of pain nor swelling nor the bone is fractured, not removed from its place, then you should not untie or loosen the limb.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if there occurs at the place vehement pain or swelling or inflammation, then you should constrain or untie it immediately, and apply the plaster to it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	Take a cloth and a marine sponge soaked in warm water, and submerge it in tepid water, then wash the area where the swelling is and the pain will be soothed; and place the limb to rest for an hour; and apply a poultice of flaxseed or oil or rose oil on the affected area, covered with a cloth submerged in warm water or oil, and leave it there for nine hours until you are sure of the aposteme's reduction, and the inflammation of the limb is reduced, and the pain is alleviated.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And then apply this subtle plaster with a gentle hand and without strong pressure for its primary construction, and subtly work it into the area until it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if at times the aposteme and the redness and the pain and the inflammation and all the accidents have been completely alleviated, and you are in need of a plaster and a bandage, then apply it in this way as you did from the beginning.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if none of the causes that we have mentioned happen to the limb, then do not undo it for three days or four or five or seven; and some applications are left on for twenty days according to what appears to you by the loosening of the limb, as we have said, until the fracture adheres, and the coagulation of the flesh comes together over it.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	Then adjust the strictness more in the second constraint than in the first one, and adjust it according to the swelling of the patient's vein, as the memory of it is recalled.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	Mostly if you have already cleaned and drained the area of the fracture more than it should be covered, then know that nourishment is prohibited from reaching there; and so soak that with warm water all day long; and do this for three days; and loosen the strictness a little, and through this operation run to the member the nourishment, and the swelling will be healed.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	But that which foolish restorers of the fracture of the limb do, by soaking it when it is not restored at the beginning, as it covers, and it is restored as twisted, is error according to their operation, and great fear, and if it were done in this manner, the Ancients would have enlarged their freedom and would have worked with that.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen any of them do this, for which it is more reasonable that they do not do it.
Capitol segon: De fractura quan accideys en le cap.	Chapter according to: On fracture when it occurs in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The species of fractures are many, and their figures are diverse, and the causes are distinct, for some fractures are made by percussion of the spine, and the percussion breaks all the bone inside the siphac, which is called the bone, thus as it is made in the chest, and for this reason this species is named axial; or the spine strikes some part of the bone, and strikes the flesh of it and does not pass the wound to the back of it; and this species of fracture is named levatio absoluta.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the injury of these two fractures is great or small, and of fracture that is bruised or crushed; and the cause of it is percussion with stone or falling on stone, and likewise its symptoms.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is penetrating that approaches the peritoneum which is beside the bone; or it is on the surface of the bone, and the injury of these two fractures is great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And of fracture it is that which is bruised in the bone, in the subtlety of the small hair, and for this reason is named this type of fracture "hair-like" or "delicate". (Note: a more fitting translation could be "and of fracture it is that which is bruised in the bone, in the thinness of the fine hair, and for this reason is called this species of fracture "cap
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And it is a fracture that is made or by fall or by percussion of stone and to its symptoms, which makes enter some layer of the bone into the divided parts within, and it is made in the concave place thus as accidents to the marrow when accidents happen to their percussion and it is separation of their entry into the divided parts within.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And mostly it happens in the bodies of humid bones, thus as with the heads of shoulders. (or "thus like the heads of joints")
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And all these species of fractures are called "sategias", and they are weighed as if separated pieces. (or "they are like separate fragments")
E yeu vindre am reremoracio de tot aquo en son loc.	And you will come with a remedy for all that in its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And we recognize all these species of fracture by detection on those and by inquiry of them with probes and evidence of corrupted flesh that is upon them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And the species of hair-like [fracture] is recognized by the fact that it appears on the bone, and is scraped off, and cleaned with a probe, because the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	But in the cure of fractures consider at the beginning the accidents of the patient, and then if you see by the accidents that signify by manifest sign on fear, such as is vomiting from anger, and extension, and loss of understanding, and absence of voice, and syncope, and acute fever, and excitement of the veins and redness of those, and similarities to them in the major conditions, it is not healed unless treated.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you see non-threatening accidents, then you wait for healing, then you begin the treatment of it.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	Which thing happens because if the plague has come to you at the beginning as it is plagued and that is in the days of winter, then it is necessary that you study on the evidence of the tooth on the 14th day according to every disposition.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is in the summer days, then it is advisable to remove the bone from the teeth on the seventh day, knowing that what is left of the bone is corrupted by the panicle, and that accidents happen which we have recounted.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already reached the panicle covering the brain, and is with broken and torn parts, then it is advisable to sew the torn and damaged part, as I will recount to you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And that you shave the head of the patient plagued, and discover the bone according to custom and method as possible according to the shape of the wound, and that it be easier for the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if it happens to you to need the detection of the bone, or flows of blood or a cautious aposteme, then you oppose yourself to what is advisable, and that you fill the place with warm poultices and rose oil, and make the wound rest until the aposteme is settled, and be safe from flows of blood; and then begin in the circuit of the bone and in the removal of it.
E aquo sia segon una de dos manieyras de operacio.	And that this be according to one of two methods of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And one method is that you cut the bone with a cutter of straight edge, and this is its shape: Then administer another cutter, a bit wider than that one; and this is its shape:
E aprop administra mays le inscissori pus lat que·l segon.	And then administer to the incision site a poultice that is the size of.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And that there are various incisions named by you, of which some are wider than others; and some of them are shorter than the others and are at the extremities of the body, and are made of iron or felt.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them with ease in percussion on the incision so that it does not bother the head and heal that one.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong and hard, then it is necessary that you perforate around it, where you administer the incisions with the trephines, which are called non-deep trephines.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And they are not called thus but because those do not touch the term of the bone of the skull to that which is near it, for which reason the trephine has a round extremity or edge over that which is put the head of the instrument resembling an edge or a small circle, which prohibits being submerged and passing the thickness of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient that you take a large number of these trephines, of which each one suits the thickness of each bone, while being present in every skull of the brain, the extremity of which is sharp, and the length and width are according to the quantity of thickness of this skull.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form of three species of probes: The quality of perforating in the circuit of the broken bone is that you pause the probe on the bone and rotate it with your fingers until you know that the bone is penetrated; then return the probe to another location, and pause there where the entire thickness of the radius or surrounding area is.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And then insert the lancets into the lanceted areas that are between each hole of the bone, and make a subtle pus on it with the tip of levity, as we have said, until you penetrate the bone, or with your hand, or for some other cause due to certain instruments which will prepare for that, like tweezers and subtle forceps.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And take care that you guard with all caution that the lancet does not touch any part of the spleen.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And thus when you circulate the bone perforating, and it is separated from the spleen if it continues with it, and you extract that, take care to rasp and equalize it in the roughness of its surface that is on the bone with another instrument similar to a lancet, but take care that it is sharper and more subtle than the other lancets.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if any part of the small bones remains and is rough, then take it with ease where you need to use the instruments; and then heal the wound with ointments and unguents which we have mentioned.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	The other hand of the operator is more relaxed, lacking in fear, which Galen and Avicenna describe with great eloquence; and this is their sermon: it is necessary for you at the beginning to start discovering the part of the bone in the location where the fracture is most violent and most apparent, until when you have discovered that part and you have placed your hand on the extremity of this incision, gentle and joyful, which is the form of this:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	And it is that the lenticular part is the knee and does not cut any cause, and the acute part is of it in two sides before in length, thus as veins; that the lenticular part be adjusted to the hip on the face of the acute incision on the bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then strike on the incision of a part with a small hammer until you have cut all the bone with ease, as it is revolving, and be sure of the peritoneum that does not happen to it in the accident that you fear in any handling, and if the medic was the most foolish of all men and the most ignorant of them; certainly, and if he was asleep.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	When a cause is broken in the bone of the peritoneum in any location of bone, the incision of that one with the extremity of the incision, that lenticular one, will cut it with ease, because it is delivered from its pain and its fear.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the bone does not penetrate into the periosteum, and that which is separated or stopped by the bone is the surface of it, and remains in its roughness and subtle scratches, then it is necessary to scrape away that roughness and subtle scratches with subtle scrapers, for which you have prepared the name, in various quantities so that it is possible for you to administer them in every location the most convenient of them and the most suitable for them according to that in which you have performed your operation on that broken bone and its shape.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And then administer in your scraper the one with which you scrape the bone at the beginning the widest of those scrapers, and then use then the thinnest of them, and do not stop doing that continually until you reach administering the thinnest and most subtle of all those.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	More so in each of the other small fractures and delicate breakages, then administer care according to that which you have lost for the correction of it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And it is a cause that is not diminished among all those who have studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And this is based on what we have written and shown regarding large fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the periosteum is torn when you scrape the bone, then take a cloth of linen according to the quantity of the wound, and submerge it in rose oil, and apply it to the orifice of the wound; and then take another doubled or tripled cloth and submerge it in wine and rose oil and apply it over the first cloth and do the most gentle pressure that you can on it, so as not to harm the cyst; and then administer on it a broad plaster, and do not bind it except for the quantity that the wound has, just so much.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave that one in this treatment for a day or two until you are secure from an aposteme of caution; and then untie it and administer medicine to it with which superfluous dryness is relieved, such as linseed and flour of vetches, and powder of cypress and aristologia, and resembling those things.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And it is that you make from these medicines a powder that is powdered over the wound, such as they are dried; and universally, administer to it all medicine of property by which it is that it cleanses and does not bite.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And guard yourself according to your virtue that the wound in your care is clean; and not be in the excess of ointment or other; nor do you let virulence accumulate in it; for when it is adjusted over the panicle of the brain, it corrupts it and pours out, and falls upon the patient with a malignant malignancy.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And it falls on the siphac of the head, as from it is clarified the bone and especially when the care of it is despised, and it is blackened on the surface of it; and then consider that if it falls to the patient the accidents that we have said, you should know that it is very dangerous to neglect.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	And if it doesn't come from black bile but rather from the paused medicine, and it is due to the virtue of that medicine that the black bile is made, then take a part of honey and three parts of rose oil, and apply those to a cloth, and place that cloth on the navel; and treat it with the species of curative treatment that are suitable for it to be healed.
Capitol .iii.	Chapter 3.
De restauracio del nas quan es trincat.	On the restoration of the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Know that it is not broken in two parts together with the bones above, or one of those having some cartilage, because there are two bones in it, and the part on the outside is cartilaginous, and it does not break but rather becomes bruised and twisted and dislocated.
