Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you press, and strengthen the ligament, there appears an inflation in the spot that you have pressed tightly; that inflation is an inflammation of the artery, and therefore you should avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if you feel the flow of blood in the flebotomy as with a horn (ampullary) vein, and the flow is subtle and quick, be aware that it is from an arterial flow; then cut and press on it for a long time; and if the flow stops, as you can see, it is stopped, tighten the arm and leave it.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And observe the patient from the moisture of their body, and be extremely careful of them and do not harm that for a few days until they are healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	If the stone cannot be removed and you are not skilled in medicine for this, then incise the artery if it appears to you; because the end of the stone is contracted and the stone is dislodged; or take a piece of fig and make a hole in it, and insert that, and take one third of its size and tighten it over the site of the vein with tape and poultices for another day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the stone is dislodged, then it is good; but if not, treat that with the water as mentioned before in the recollection of the place of the dislodged stones' flow.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the removal of the stone from him is difficult due to the location of the pain and the possibility of ligature of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	From the dark vein, phlebotomy is useful to extract blood from the upper part of the head and leave it from the lower parts of the body; for this reason, it is composed of branches of the basilic vein and branches of the cephalic vein, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And be wary of the phlebotomist if he is afraid of phlebotomy, for that indicates a nerve; then, after finding the nerve during the phlebotomy procedure, stupor will occur, and healing will be difficult, and in many cases, it will not heal completely. This nerve causes sensitivity; if it is hidden in some people and is subtle and not visible, you must pause the phlebotomy with which you are cutting off the vein and avoid the nerve with all your might.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then cut the vein along its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The advantage of phlebotomy of the cephalic vein is that it removes blood from the head and provides relief to illnesses of the feet.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And in this case, if you want the phlebotomist to puncture for bloodletting either an olive phlebotomy or a myrtle phlebotomy; for it is the safest of all veins, as it does not leave behind any arteries or nerves.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	Although it may seem convenient for you to have the phlebotomist puncture the vein without first checking its location more carefully, and notice it only after the initial percussion on that spot during a few attempts, this is not recommended, as it could be due to an underlying illness.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	Although some people may have a strong sensation of heat in certain areas when not phlebotomized on the first attempt, you should still pay attention to that sign.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	The quality of the phlebotomy from that vein and its associated accidents are factors to consider in their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first sentence translated into English is: "The first of these is what you should know that phlebotomy is not administered except for the preservation of health and in hope of the patient and with caution from the occurrence of illnesses; and phlebotomy is performed on one of the veins in the arm, namely: cephalic, deep, and basilic; and phlebotomy is done at the beginning of spring, after breakfast in spring and autumn, and in winter near meals, when signs of replenishment appear.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And phlebotomy should be performed on the third day or on the first pulse that passes three hours after midnight.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	Phlebotomy may be administered at any time of day or night, as it is convenient and necessary, whether in the morning or evening.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And note that children should not be phlebotomized before the age of 13, women who are pregnant should not be phlebotomized except in the fourth month, and the elderly, those who have already passed 60 years, should not be phlebotomized.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And if someone wishes to be freed from fluid retention by any means, he should cleanse his cavities in front of the flebotomy with a lion's dung, if there is a significant gap retained, so that the veins do not expel the surplus during the flebotomy of the cavities, which are pure, and they do not affect the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And patients should not be subjected to flebotomy if they are nauseous from sacred knowledge or gluttony, nor should they avoid illness or madness until this is remedied by them, nor should they suffer from hydropic disease, and it is more prudent to postpone the flebotomy until after passing colic, vomit, abdominal pain, and multiplication of urination, defecation, work, exercise during breakfast or vigils, or any cause that weakens vitality, whether in humans or animals.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And it is appropriate to consider the subtlety of humors in this regard if the swelling is caused by excessive food and drink, and medicines if it is possible for them to help with this.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And then immerse yourself in a bath, unless some cause or exercise prevents it, so that the pain is alleviated.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And stop the phlebotomy on the patient's leg at around noon, as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And perforate that foot, which should be guarded on that day from all animal misfortunes, as when there is pain, anger, fear, and from all bodily accidents, as when there is excessive work and labor, heat and swelling similar to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And at his bedside, have the causes of which gout is often experienced by men be present, aromatized and perfumed and with balms and similar things according to the amount possible.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the phlebotomist over another cushion that is softer than the one from which the phlebotomy was to be done.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And then extract the arm, and with the fluebotomy instrument make two or three incisions; and then tighten the ligament with a strap and fold it over twice.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And whether the stricture is tempered, so that the constriction is not equal, or the stricture is excessive, then the flow of the blood is prohibited; or if it is for softening, then the movement of the blood should be prohibited entirely.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And then apply the stricture, so that whoever has been subjected to fluebotomy rubs their hands together between their thighs until the veins are inflamed and visible to the touch.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And then the fluebotomist applies a small amount of ancient oil to their fluebotomy instrument; they place their left hand's digit on the vein, slightly moving it away from the area where the fluebotomy is to be performed, so that the vein protrudes slightly and the pressure is relieved. This is because when the fluebotomy is applied to a vein filled with air, it should be contracted during the fluebotomy, and if it is not, the fluebotomist has succeeded; and the fluebotomy does not damage the vein, and if it does, that part of the vein becomes narrowed.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, it is important that the fleabotomist be skilled and competent in all these cases.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And after completing the flebotomy, if the vein is swollen at once, then that is not good; otherwise, you repeat this another time, leaving that place a little, or applying pressure with your fingers, if the location is not inflamed.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	If the location is inflamed or the illness worsens, then you leave it for a day or two, and do not strain the limb, as suddenly the inflammation can turn into an abscess, nor should you immerse it in water.
E aprop itera la fleubotomia si la ama.	And then repeat the flebotomy if necessary.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the opening is small and the blood flows subtly, and you fear that it will not allow you to extract the desired amount, then repeat the flebotomy on that spot according to its rectitude, and adjust the opening a little, and apply pressure in front of the location becoming inflamed, because in many cases, a small opening becomes an abscess.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	It may sometimes be that the affected area is already inflamed, but do not apply any treatment to it, as it provides no relief; instead, apply some oil to any part of the wound, as it soothes the body's pain.
E es milhor en aquest loc que oli e que les autres olis.	And this one is better at this location than other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And it seems that the application of oil in all forms of phlebotomy, where phlebotomists cut veins to prevent blood clotting in the body, is a tried and true method. It acts as an antithrombotic and wise choice when one of those is placed over the affected area, because the clot is dissolved and turned when it becomes thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	If a great abscess is formed at the site of phlebotomy, as it often happens due to various causes, especially when the blood does not flow out but only that which surrounds the vein, or in the appearance of a thin vein, then you should compress and apply a sponge soaked in water and salt, slightly warmed, and hold it there for an hour, as it dissolves.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And then he should make sure to tie off the vein of that blood, either by completion of itself or by another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if after some days a blackness or greenish color appears, do not pay it any attention; and if you wish, apply to that place a mixture of aloe and myrrh dissolved, or a solution of mint juice or warmth or something similar.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	And often, after accidents or abscesses and bumps appear, you must perform a flebotomy on the basilic vein.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And therefore place your hand over it, and if you feel softness, you must apply pressure to that area; for the swelling is a sign of evil and bad; and thus be careful to place your hand over any cause of this that we have said, as strong blood flows from the sanitarian artery.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And make an embrocation on the area where there is stiffness, so that the place is hardened, and then take care of the other treatment until it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And take care to extract the pus from everyone according to the quantity of its virtue and according to the dominant color above the pus as it appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	If the pus is black, leave it to drain until it becomes thin; and if you turn it out, let it be done gradually; and similarly if it is hard, let it be drained while preserving its sharpness.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And be mindful of him who is full and strong and requires the extraction of pus all at once; in this case, widen the incision into the vein and make the vein incisions broader.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And for him who is anxious, do the opposite; and be sure to extract it in several stages, making the incisions narrow.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best method for performing a vein laceration is to make a transverse section, not a puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this method of phlebotomy is free from blood flow and nerve incision, and it is more laudable and safer than phlebotomy according to latitude and longitude.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And to which it is customary for syncope to occur after phlebotomy, and know that you should cure that in front of phlebotomy with a little wine infused with millepellets or simple oxymel; and extract the blood from the wound in three or four draws.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if it is a cold condition, then take wine infused before phlebotomy with myrrh or honey-based elixir aromatic with spices such as pepper, cinnamon, ginger and similar, or an elixir aromatic and strongly perfumed.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	And if syncope occurs after phlebotomy and it is due to the sudden release of a lot of blood, then know that you should take a drink of warm water with fragrant elixir; and use aromatics such as fennel, and chill your feet at the affected area.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And employ other causes that we have mentioned in the division in the chapter of fainting for evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	And here he will extend his arm and dissolve the swelling a second time, focusing on the part from which phlebotomy is most effective for evacuation, and the virtue of it is cold, which evacuates the small swelling little by little, according to the quantity of virtue in the continuous days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	If one wishes to extend their arm and dissolve the swelling a second time, and their body is strong, then do this after seven or eight hours from the first phlebotomy.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	One may throw the swelling of the body in the opposite direction of its decline, provided that it has been extended on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	One should not treat a body in which there is much swelling that has already been punctured and is acute and causes fever, as it is necessary to evacuate the swelling once and drain a large quantity of it, and thereby increase the perception until fainting occurs, since you will have preserved all the conditions of phlebotomy; and if you place your hand on the pulse of the swelling, you must hold the body from dying in fainting, because repeated attempts are necessary here when the phlebotomist is ignorant and negligent.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And when you want to loosen the arm and empty the vein a second time, after the orifice of the vein has already been closed and it becomes difficult to draw out the blood, press on it with great force and gently bend it slightly, for this is too painful.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Habantz (after) the layssa (bleeding) has ceased to be fleubotomat (vein-squeezing) secondly; or otherwise, this is done with the acuity of the fleubotomi (vein-clamping) that coagulates the blood in the orrifici (opening) of the vena (vein); or pause (hold) over those of tyriaca alfarach (turpeth root) or sagzenea (cress), and compress slightly until the blood is completely out.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is inflamed, stop the bleeding on it and do not touch it until the inflammation has subsided.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if it becomes necessary to empty the blood a second time, and there is no excuse, you may bleed it from that place or on the other arm in another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called the "funnel of the arm" is phlebotomized in place of the ceph or basilic, when they are not visible or are obscured, for it is composed of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the phlebotomy is such that the patient inserts their hand into the water-filled vessel until the needle turns red, and the vein becomes clearly visible.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	Then apply pressure to that stricture with a tight bandage; and phlebotomize according to the transverse small, not longitudinally or according to width.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And the incision should be wide, and your phlebotomy should be such that you phlebotomize that over the joint of the hand a little.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of blood is blocked, insert your hand into the water-filled vessel again and let the blood flow in the water until you achieve your need.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	If you were in the summer days, then you are excused from the hand's journey in cold water, and in winter, the body of the sun is paused in cold water at the same time.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the phlebotomy of this vein is considered safer than all other veins, because it has neither pulsating nor nerve.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And phlebotomy of the saphenous vein in the right hand is effective for liver ailments.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of phlebotomy here is that you should tighten your hand with a ligature or around your hand, since it has been immersed in cold water, as long as the vein remains swollen and clearly visible; then phlebotomize transversely; and if you make an incision from top to bottom, this will not harm the patient.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And be careful not to cut off your hand with phlebotomy, because it contains the nerves of the fingers naked from flesh.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And then repeat the hand in the warm water and let the blood flow through that, for if you do not repeat that in the warm water, the blood will clot in the orifice of the vein, and it is forbidden to flow.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And once the blood is extracted according to the amount needed, you should apply oil and salt to the vein to prevent it from hardening; and be careful that you do all this in a narrow space.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	But the healing of the flebotomy of that with the left hand, it is related to the illnesses of the chest.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do the same with the flebotomy of him/her as you have done with the other.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the healing of the cephalic vein from the flebotomy is for illnesses that are in the distant parts of the body, just as there are illnesses of the chest, and retention of menstruation, and for illnesses of the veins and ulcers of the thighs and legs old, and similar to the illnesses.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of the flebotomy in this case is that the illness pushes its foot into the water and causes friction until the veins appear; it is then wrapped around the joint of the foot with a strap; and the location of the vein, having appeared, should be marked with a sign, and from there it branches out in various directions on the surface of the foot.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And therefore, cut the vein widely and leave the leg on the bed next to the marked area, as it is better and more salutary.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you perform a flebotomy on the surface of the foot, be careful to avoid the nerves that lie there, and place your hand over it when making the flebotomy, moving along its course as if you were cutting it.
E sia le fleubotomi vosil.	And be brave with the flebotomies.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	If it is forbidden to drink wine, then you should immerse the foot in cold water and let the urine flow out until it is evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the flebotomist fails on the first attempt, then he should repeat the phlebotomy in another place, as the area is clean; and do not fear any harm from it, but be careful of the nerves as we have said.
E semblantment fay de la sophena del autre pe engualment.	And do the same for the other foot equally.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And for the sciatic vein, the area as we have said is below the talus, near the origin of the wild branch.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	And the incision of phlebotomy on him is at the hip joint when it is for the sake of caution against urine retention.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the quality of the flebotomy is that the disease is bathed, relaxed and tightened the flesh of the thigh from the side of the wide into its sole on four sides with a long thin bandage, only appearing through this.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And so when it appears, you perform the flebotomy on that part according to each method that is within your ability and according to the cross section, which is best; either puncture it with an incision or cut it off with a secion, since the location of the disease is dry.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	And it is in most people not quickly noticed; and if you find it, and it does not appear to be painful for the entire limb, perform a flebotomy on one of its branches, and that is the one that appears at the back of the foot opposite the big toe and the little finger.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	And be mindful of the nerves, and let the blood flow out as much as you wish.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	And then carefully dislodge the stricture and place your hand over the site of the femoral surgery, tightening the area as it heals.
De ventozacio e de las qualitatz de uzar de aquelas.	On ventilation and the qualities of using those.
Ventozas so de corns, o de eram, o de veyre.	Ventilators can be of wood, or iron, or glass.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Ventilation is achieved through two methods: the first involves the incision and drainage of pus, and the second is ventilation through incision without drainage.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This ventilation, which involves incision, is also through two methods: either with heat or without heat.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the ventilators that are administered through incision and drainage of pus have twelve locations in the body, one where ventilation is paused, which is the last opening at the top of the head; another in the middle part of two columns; and ventilation from below the jaw, leaving it outside the mouth; two-spaced ventilators; and those of the ribcage, above the end of the ribs; and two-inlet ventilators, each a span wide; and ventilators with two pegs; and ventilators with two pieces.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And the extraction of blood should not be done from small veins scattered in the flesh, and for this reason, it does not remove toxicity through those, but rather it is done by phlebotomy; nor should one cover that bloodletting with fire or apply heat to any illness caused by accumulation within the body until it is completely evacuated.
