Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And it has a sharp tip at which her extremities are margined; and its texture of her is generally tensile, and in the middle of her towards the divisions.
E aquesta es la forma de lu:	And this is the form of her:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	It is named in Greek "labre volenz atelarem", thus it is a spatula with little extension.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	And you should consider that her extremity be raised over the prominent end of the bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And force it into a groove until it returns the bone and is equalized with some equilibrium.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And therefore force to equalize the ends of the fracture between them, and if her broken extremity is subtle and does not take that tool for good access, then you should insert her bone end into the place where the instrument has power over this.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	Take care if you cannot reduce the bone in this as we have recommended, then cut it with what is convenient for her of the scalpel which we said; or cut that with one of the saws in any method that is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then cut only what remains on the surface of the rough and thin bones.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced, and then during this reduction the patient feels intense pain, you know that the bone has not returned to its natural place; and accordingly do this so that you apply great strength to the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Once your restoration to the bone is complete, then immerse a cloth in a stiff black vinegar, especially if it's summer, and do not place ointment or any other cause on the wound with oil, so as not to cause her sweating and running.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And nearby administer splints during the time of your completion of bone restoration, and leave the wound exposed to heal, inserting blades with a saw and using bandages according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And observe all the caution to not contaminate the wound in the fracture area, as these are techniques that old doctors used, and allow accidents to happen to their patients' limbs or they corrode or seriously harm them, this is healing.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your narrowing is slight, soft, different from the narrowing of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	And if the wound is large or a bad wound, and you fear those bad accidents that we have listed, and you feel pain in that area, then do not press on that splint, but use that hard cloth wrap instead of splints and strengthen it with those.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And about one or two days after the wound begins to heal, so it is on their part that a brace should be made from the cloth you placed over that area. Then administer ointments, which are the ones we usually use for healing wounds, like tetrarhomachion and similar remedies, in that way.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And make sure you loosen the bandage and consider the wound every morning and evening until it is consolidated and sealed, and ensure that each limb is prepared in such a way that the healing process flows from them to their parts with ease.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the wound takes days and is not consolidated nor removed by your brace, then you should know that here are the small ones for which you can remove the brace when necessary to heal the wound in peace.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those small ones, separate and remove those that are not attached, those that remain attached force you to remove them according to what is possible for your own sake.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if something happens to the wound that it festers or decays, so it is inflammation or another form of corruption and putrefaction, then you must press on each one of those as your own guide for how to treat it, which has a preceding narrative in its chapter about healing.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And in the case where you want to make it so that your best is in you and you present yourself: when bone is broken, press over the limb like the bone of the thigh and the helper, similar to those of large limbs, and do not assume that it will heal or removal by this leads to death; leave it there until it can settle, which will fall naturally after about 20 days or .30.; And then treat the wound if you see fit, and if not, leave it as it is.
Capitol .xx.	Chapter XX.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Regarding the treatment of necrosis that occurs in the aftermath of any fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Decrepit wounds cause this necrosis in the aftermath of fracture healing, especially close to joints, and the figure of the limb is rubbed away by it; so forcibly you prohibit the limb from its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Then consider if the necrosis is recent and administer medicines that have a止血 effect such as aloes, ashes, look at it, compress it with cabbage leaves, or use them; choose some or all of these, and apply them to the necrosis on a poultice, and hold them in place properly to avoid leakage.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And leave the bandage without removing that for a few days; then remove it and apply another one until the necrosis has improved. Or strengthen with a layer of lead sheeting, since lead has the property of reducing everything that inflates in limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	And if the necrosis has already turned and spread out, and it needs to be brought about gradually, then divide it by the uppermost part of its partition line, and cut off the excess or remove that with some remedies until it has improved; treat it until it heals.
Capitol .xxi.	Chapter XXI.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Regarding the restoration of fractures when they are restored and inappropriately moving the delicate member according to its natural state.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is restored, and it is attempted to move the delicate member according to its natural state, this should not be done except for certain causes: among which one is an excess of serous fluid in the joint and movement made without considering that; or due to excessive swelling from the joint's ligaments where nourishment can't reach the limb; or due to excess of ointment; or due to unnecessary movement before its time; or due to weakness of blood circulation in the patient's body and debility.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the treatment of this is to reduce the patient, making their blood flow and circulate in them; apply baths; and apply heat and joy on them.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And place a poultice on the limb, so that the poultice draws in its nourishing fluids or continues to apply liniment with hot water until the nutrition flows and returns to its natural shape.
Capitol .xxii.	Chapter XXII.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Regarding the treatment of broken bones that are incorrectly set, and avoiding the operation for what you consider.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When there is a member already restored to the healing of its deformity and necrosis in the broken bone, and it takes on this unnatural shape, however, the limb does not prohibit itself from its natural operation, so you should not accept the word of someone who thinks that this limb is newly broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors. If it is necessary to make points on the surface of the foot, then do so with a pointed cautery. And if you need to return the intestine or hernia to its cavity, place your hand over the area to prevent the intestine from coming out. You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands. The first sentence translates as: May these medical surgeons and restorers who have done this in our land be criticized; and this operation is very condemned causing great fear of the sign which is fatal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If limping and swelling are recent issues, then seek them in a bath of hot water in which medicinal herbs are soaked, such as mint leaves and herbs with cooling properties; and apply to him the application of 'mollifying ointment' just as it is done for well-prepared baths. Or take a paste made from aloe gel and apply it to him; or that he be treated with the juice of mint of the high and be rubbed with linseed oil or almond oil, then wrap him in that; or if he has taken fatty fruits and they are strained through wool sponges, and similar ones to those of the medicines called consolidators.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And sometimes it is dissolved by gentle, continuous rubbing that is applied to the wetter parts, and it should be administered movements of the limb in all directions at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the twist has already gone ahead and been made strong, turning into flesh, necessitating its healing with iron, then seek that pus be above the incision and the continuation of the bone is dissolved, and the cutting should be done where it is superfluous for removing nodular parts of that metal on the bone with fine knives. It should also be administered in that area with enthusiasm and study.
Capitol .xxiii.	Chapter XXIII.
De sermo en dislocacio.	Regarding conversation about dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the displacement of one of his joints in place, so that it cannot move, and it causes the shape of the limb to be distorted, causing great pain and serious injuries on the body.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	So when it happens to one of the dislocations, immediately puncture so that it can be reduced, and do not delay in reducing that, for if it is delayed, the place gets stuck and strengthens under that, making the reduction of dislocation difficult.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for this, do not make it too tight or stretch during the time of immobilization, as tightened areas cause convulsions and biting pain.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When this happens, take care to immobilize the foot of the patient, and then leave it in place so that the swelling can rest; and have the limb wrapped in warm water and oil, and have the reduction done with ease.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And all limbs should be treated with what comes to mind, which will recall its memory in its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already organized the chapters on dislocation according to what is preceded in fracture; from the part of the body above comes into play with the part below.
Capitol .xxiiii.	Chapter XIV.
De curacio de dislocacio de la mandibula dejos.	Regarding the treatment of dislocation of the jaw joint.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	So if the two jaws are dislocated but not broken; and the dislocation of both is done according to two methods: either they are gently moved back into their places with a slight movement and are softened slightly; or they are completely dislocated and fully within, where saliva from the body is produced and cannot be contained by that, nor can it close its mouth, and the patient's tongue is enveloped in their words.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the dislocation of something is slight, then it returns to its major positions by itself due to minor causes.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If the dislocation is complete and full, then it should be administered a gentle reduction of it, and it should not be delayed completely.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And when the minister has the head of the body, and the doctor inserts his finger at the place of one side's mouth in the bone of the jaw within the mouth, if the dislocation is on one side; or he inserts both of his fingers together, if the dislocation is on both sides, and the other commands come from the rest as they are outside under those that equalize; and command the body to stop its jaws and move them out of every part. And the doctor equalizes the jaw and inspects the jaw so it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction of it is difficult, and especially so when both jaws are simultaneously dislocated, then administer evacuation with warm water and oil, during which a slight reduction of both is done and do not delay the complete reduction of both as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And when they return and are equalized, and the mouth of the body is closed and not softened, then place on those powder of drap with cerat, and make it using wax and oil rubbed; and have them bound with soft wraps.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the body of the patient sleep on his two sides, his head between two pillows, so that it does not get stuck to the right or left side; and do not force him to eat any cause with difficulty; having his food be forbidden by lion, until when pains are softened and jaws are nozzed, then let him eat whatever he wants.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this should be administered with ease, and do not exert effort on the opening of the mouth for eating, drinking, or breathing, until the jaw is nozzed and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if the reduction of two jaws when they are dislocated in any hour and do not convert to their own places is difficult, then convulsions and regular fevers occur, and it strengthens you that the belly of the body is swollen, and it strengthens you with vomiting colera pure.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you do this, then know that it is a loss; and boils will develop in the person to whom this happens within three days.
Capitol .xxv.	Chapter XXV
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On reducing the dislocation of the fulcrum and the tip of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The fulcrum is not dislocated within the socket due to its continuation with the foot; and sometimes it is dislocated at the part outside, which is described by feeling.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of him/her is that the patient lies on his/her back and extends their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And apply pressure with your palm on the area with strong pressure, so it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And place something over that, apply plaster and dust there, and strengthen that.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the end of that which is continuous with it not be dislocated in any day; then conduct that it may be reduced and made equal according to what we have said and according to your equipment.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And place something over that, apply plaster and dust, and bandage, and instruct the patient to maintain restfulness and recovery during their healing.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And with this treatment, reduce the tip of the muscle when it is separated from its location.
Capitol .xxvi.	Chapter XXVI
De la reduccio de la dislocacio del muscle.	On reducing the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is only dislocated in three ways, of which one is when it is dislocated at the root of the tendon on the side of the body.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is when it is dislocated at the top of the muscle, which is done with heat; and it is not dislocated on the back part by the shoulder; and it is not dislocated on the front part by nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And it is mostly dislocated and lies outside at the parts below of the tendon, especially in those with few muscles, slightly dislocated; but in those with many muscles, it lies outside with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And a strong blow or impact often happens to some people, and the muscle of him/her swells with an abscess, and it becomes dislocated due to this already being dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	So conduct that you treat him/her while you are over-equipped with him/her, and then proceed in his/her treatment.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And when you know the dislocation of him/her when it is at the parts below of the tendon; and so distinguish between the dislocated muscle and the normal muscle, which you find among those with obvious diversity; and find in the tip of the muscle a concavity and on the edge of the cap of the muscle as big as a hen's egg, and the patient cannot return their hand to their armpit, nor even that one for all movements.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	And if it is dislocated below the foot or near it, then you will find a clear touch there and it is not hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And for this dislocation, slight reduction is performed when the patient is young and it's fresh.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of him/her is that the attendant raises his/her hand to above; and then places your fingers on the edge of the tendon below, and elevates the joint with strength to its place; and the attendant raises his/her hand, extends it there; and then pauses it so that it returns slightly.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	And if for what we have said it does not return, and is due to the manner of dislocation, several days later, then conduct that the patient be bathed in hot water and administered a salve that soothes and lines as if they were oat flour, fenugreek, and thyme in water, and should be given.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And have the patient lie on their back and place your fingers on the edge of their tendon waiting for a wool covering that is equal in softness to stiffness, and then the doctor places his/her arm under the spot and raises the tip of the muscle vertically, pulling the patient's hand so it does not get stuck at the parts below, and another attendant holds the tip of the patient's hand so it doesn't get stuck at the parts below, which will return immediately to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce it according to this manner: and you make present a man who is longer than the patient, from that side of his/her body, and inserts his/her muscle below the tendon of the patient's hand and raises the tendon above him/her so that the patient hangs in the air, and another attendant pulls the patient's hand away from the parts below of their abdomen.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	And if the patient is slight, then conduct that something else causing suspension be present, because in this case it makes the dislocation return immediately.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced steadily according to another manner: and you place in the ground a long pole whose head is round in shape, like a mortar's pestle, which should not be thick or thin, and then have the patient stand above this pole; because when laid on top of the pole with lions' skin, the patient stands according to the length of the pole, and then extend their hand to the parts below of the other side; and stretch your body from the other side with strength, so that the joint returns to its place quickly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce him/her due to all the causes we have mentioned, then use this cure: and you take a pole whose length equals two arms, its width should be four digits, and its thickness should be as thick as the edge of the tendon according to this shape:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And around the head place lion's hide so that the fire does not harm the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And place another cushion under the patient's buttocks, and spread your hand or arm over the fire inside the parts where you are, and let the fire rest on the support and the arms and the tip of your hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And place one arm on a ladder scale according to its width, and the hand spread out in the places where you are, and the other leg is suspended from the other side, so that the joint can come back immediately.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the treatment of the patient is completed in any way that is possible to you, then prepare as follows: place a wool cushion under his buttocks equal in quantity; and spread on it prepared plaster mixed with moli powder and egg white over the entire muscle area, even after being rubbed onto it, and strengthen the wool cushion with tight bandages; and turn the plaster around the cushion, and let your hand be attached to his neck, and leave it like this, without harming your hand for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And when the food is given to the patient little by little, inside which member it becomes more comfortable, which makes his recovery easier.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And the food should be given more generously every seven or five days and exercise is performed; and if it's closed and not softened, then already it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the joint is dislocated due to dampness that affects it or for other reasons, then you should apply a cautery with three pokes as described in the section on the use of cautery.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this has been done and after seven days the ligament and the joint are released but not closed, and the plaster and the bandage are reduced on some occasions, but not closed and cannot raise that arm above the parts, then you should know that the nerves of him, which are at the head of the muscle, are already cut or extended or softened, and you should know that the joint will never be fixed in its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that which is done to the foot or the heel or the parts behind, the reduction is performed with pressure and extension on the elbows, so it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And another bandage is applied there, and care that one until healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if there is severe healing in the member and delayed movement of him, then the patient uses hot baths internally until that heaviness is relieved and returns to his original nature.
Capitol .xxvii.	Capítulo XXVII.
De curacio de dislocacio del coyde.	Regarding the treatment of dislocation of the elbow.
