Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	And if the dislocation is in the forward parts, then it returns as such that you bend your hand towards his/her own hand, while percussing the shoulder in the center of their palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to reduction, then apply vigorous extension and strong motion.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And that is that two ministers extend the arm, and have that stretching by themselves so that it is not reinforced against the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then revolve the arm completely in all directions, because it is enveloped with a folded long cloth around their hand or abdomen.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with their hand, apply oil to that for it to be those causes which help in the lubrication of the joint and make it easier; then push the joint with vigorous pressure until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And the reduction of it should be placed upon that plaster where stiffness and elasticity are found in egg white, and stretched on the stricture descent, and the arm should be hanging from the neck, and left for a few days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then it should be released; and if the joint has formed in its place, you release the muscle from him/her and let that rest.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see the joint is not strengthened, then you repeat the plastering and muscle, and let that rest for a few days until it is stretched; and then release that.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	And if there is heaviness around the reduction of the joint and its position is in motion, then you administer moisture in baths and subtle friction, with compression, until it is relieved; or rest upon the joint on a bed of soft hair; and then bind that, and let it rest over the bones during the day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then stay that way, and keep him/her in baths; and when it's cleaned, then you rub the joint with seasoned friction, and then repeatedly apply this on that area, using a mixture of honey, once, then again, and finally the third time.
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	Corruption has already penetrated into the inner part of the anus, within its limits.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, rest on that wet and scorched opening with fat and strengthen above it; do this several times, where that is wet and reduces to its usual position.
Capitol .xxviii.	Capitol Chapter XXVIII.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Chapter 28: On the treatment of elbow dislocation, concerning the joint between the arm and the hand.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	Elbow dislocation of the hand happens occasionally, and the reduction of this dislocation is easy. However, for other joints, the opposite applies: speed is required in reducing it while it's happening, before the pocket of heat appears or when there is a pocket of heat with cautery.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of the dislocation is that you place the wrist joint of the patient on a table and have him extend his arm, and the doctor places his hand or palm over the verge of the joint, and pushes it in so that it returns to its place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it may be considered that if the palm is already in the abdomen of the arm, then the patient should place his two hands on a table for extension and reduction; and if the dislocation was anterior, then both of his arms are naturally positioned on the table, so that the doctor's hand falls over that verge of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And so if it returns straight away, that is good; and otherwise, then strengthen it until the pus yields under pressure of the point and leave him alone; and do not insist with this, because if you don't, no suffering or discomfort will arise in your reduction of him as long as pus passes into him.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, let the joint be manipulated according to its curvature; and do not blame the patient for any cause, since his hand is softened and cannot be made to suffer any cause; then you know that the nerves are injured or broken, and so there is no need in him but to strengthen it with a cautery near the site of the injury and make him endure this without suffering any cause.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And when the malaise has returned, then place on him the pressure which we have recalled, and leave him and strengthen him for about three days; and afterwards let it be released and leave him alone, and exercise his hand.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	And if the movement of him remains and happens in him with some gravity, then ease that with warm water and with friction for a few times, within which it is relieved.
Capitol .xxix.	Chapter XXIX.
De la curacio de dislocacio dels ditz.	Of the treatment of dislocation of fingers.
Alcunas veguadas so dislocatz les ditz a tota partida.	Some remedies cause dislocation of fingers in every direction.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one finger is dislocated from those on the back of the hand or in the belly of him, then hold the finger and push the dislocation with your fingers, so that it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And afterwards hold the tip of the finger, and by suspending him you should let off the part where it is dislocated, and leave him alone for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And afterwards suspend him and extend him until his right is equal to him in that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it is night, lie him according to that narrative, and do not cease rolling him in the day and exercising with movements, and lie him at night; and do this for a few days until he is straightened.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And pretend as if it is so, if it is dislocated in the belly of the hand, and lie him to that part and do this with your first operation, until he is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly do this when it is dislocated in other parts.
Capitol .xxx.	Chapter XXX.
De la curacio de dislocacio dels spondils del dos.	Of the treatment of dislocation of the shoulders.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When it happens with any of the shoulders or neck dislocations and so we aggravate the wounded shoulder parts, then in that case there is no cure, for death approaches the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And the sign of this is that the elimination of the patient from his will is externalized, and he cannot retain that; or some remedies soften certain limbs or both sides of him or two arms of him, or one of those; or they aggravate a shoulder in its place, for aggravating remedies are used and aggravating remedies result in moving those four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	And that has already been aggravated to the back parts it is called glibozitat.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The treatment of him is that then you need to consider if the glibozitat happened during childhood, for in that case there is no cure nor healing of it.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	And in that which happens through trauma or by impact or similarly to those, the Old Ones would say that the methods of treatment are lengthy; but I return shortly from this. But I have abbreviated it from the one about him because of his too much length, due to my proximity to its middle exposition and at which I explain this in various instruments from him, where I show this and abbreviate him.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And it is said that in glibozitat which happens to the leg parts in his feet, there is no need nor healing of that; and similarly with that which happens on both sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And only those are cured that happen in his two (shoulders) as I have recalled.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And that the patient should be extended on his face over a pillow approximately level with the wall, and that he be extended until his limbs are moistened in order that his feet not be hindered.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And place a stick straightly, fixed in the ground at the end of the pillow near his head, and another stick vertically on the feet of him at the other end of the pillow.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	And have the minister hold the stick, and do not make it firm in a pit; and another minister holds the other according to that manner.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And then wrap around his head and leave the whiskers of lion firmly on him; extend the end of the mane to the stick which should be under his head, and lie that with him; and strengthen the other piece of cloth over his buttocks and the ankles of him, and direct his legs towards the other stick which should be underneath his feet; and then adjust all the cloths and lie those on the other stick which should be under his feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And the surgeon extends his instruments to the beginning of the leg, and does not mix the two legs and the muscles in their places where they are stuck, but rather does not make them as firm as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the surgeon places his hands on the spine with strength so that it returns, or places one hand on that side and near that place he sets a table, and adjusts his feet under the table as it returns.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	If it doesn't return in this way, then take a table whose height or length is about three fathoms, and dig into the wall where we said that there's a place under the patient where the end of the table fits.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And then place the end of the table on the spine, and the surgeon places his feet at the other end. He strains until the spine is squeezed and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you wish, open both sides where they twist on your hand; and which ones you want to place in the ground must have the head of the patient at the back of the bed of two legs, the length of which is one span, and you need to place his head at the back of the same bed of two legs. And make sure that there's a space of about one palm between each leg, and this should be done in each leg when you pull them towards where they twist, and each one must be firmly set on the ground so as not to move.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And make another leg stand where your body is, and twist it in the two pulls of both legs.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of this is a pull where the leg forms, whose length is one span as it is twisted; and in the other two legs it's like this.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And then strain the muscles you've stretched in the feet of the patient on this pull, and the muscles you've stretched in their thighs on that pull where you place their hands.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And each turn should have one attendant who twists the turn with their hand, and the surgeon adjusts the spine according to what we've said.
E aquesta es la forma del torn:	And this is the form of the turn:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And when the spine has returned and the area is adjusted, then apply an excretory poultice made of albumin from goose liver, and stop. And place it on the poultice until a table surface fits in which its width measures three inches or about that, and its length matches the depth of the fatty area, and over the part of the spine there.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And then apply to the muscle that we said, use the patient's subtle nourishment so it can heal.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there is any remaining concern in the area at the end of the healing process, then prepare medicines that soften and cleanse before the table administration for a long time, which we have recommended; and this lead sheet has already been administered in that area.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And there are some worries that occur at the end of the spine in both sides, and they cause concern due to that dislocation; and this is an area which already troubles you so it's not appropriate to think of giving him this medicine, which will lead to his death happening.
Capitol .xxxi.	Section Title: XXXI
De curacio de anca dislocada.	Regarding the treatment of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	Know that only the joint of the thigh bone and the joint of the muscle should not experience anything other than dislocation, and things do not happen to them as they do with other joints that have small movement and curvature.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the joint of the thigh can be dislocated in four ways: it can be dislocated internally, or externally, or anteriorly, or posteriorly.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And mainly it is dislocated internally, and rarely externally or posteriorly.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	And the sign of dislocation towards the internal side is that when you adjust the healthy leg to the leg, it becomes longer, and the backside (possibly referring to a measurement or feature related to the dislocation) is more prominent than in the healthy state. The leg cannot bend its knee due to which it has to be held with its hand, and the joint where it is supposed to be held without causing any pain indicates that the inside of the thigh bone (or possibly part of it) has been affected by this condition.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And the sign for the one to which accidents happen in dislocation is when his incidents are against this incident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And the sign for the one to which accidents happen in dislocation towards the front is that he extends his inner thigh according to completion, however, it does not bend that pain that's at the back, and if it is pushed forward it can't proceed further inwards. His urine is retained and he becomes immobile; you should have him walk on his toes.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And the sign for the one to which accidents happen in dislocation towards the back is that he doesn't expand his back side nor can he bend that part forward as if it were bent backwards; his inner thigh is shorter than the other one, his mobility is reduced, and the head of the leg bone should be at this spot.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	The reduction of these types of dislocation is that you consider. So, if the dislocation is old and long-lasting, having already been treated with a certain approach for some time, then upon reconsideration of this treatment, it may be applied according to its current state, which means not applying excessive force; consequently, there's no need to think about another intervention in that case.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	When it comes to the one whose dislocation is recent, and this is one of the four types of dislocation, then you guide yourself towards what will return the joint and extend that within the parts inside and the parts outside, and move it to the right and left, where strength lies and no other cure is required.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	If it doesn't return in this manner, then you should prepare yourself to apply force and extend the patient's muscle from that particular part or at their chest, or directly on what is lying above the muscle under the skin; and another person should extend their hand over there where they can place their hands. And firmly press with your strength against the bone of the thigh, and have another person hold tightly onto the end of the muscle.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And whether it's an extension of the patient or inside part towards the knee joint in the thorax region, or behind part towards the back side.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And if it's the extension of all those in one go where the patient is lifted up to their height of the earth and hangs down.
E aquesta specia de extencio es specia cominal a totas quatre.	And this kind of extension is common to all four types.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And so if the dislocation returns as we have said, it is good; and otherwise, then for every type there needs to be detailed instructions on its own treatment.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the reduction of its own, when dislocated, and the dislocation is inside the parts, you should have the patient lying on their back. And place the muscles over the bone of the thigh in that area which lies between the head of the thigh and the location where the knee bends; and extend the muscle from the side of the knee joint to the other part of the thorax.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And another person should firmly take the arms of the patient, press hard on the fat region under the thigh, and extend towards the outside parts with strong extension, where that returns to its place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	And this type allows for a lighter treatment in which this member is reduced compared to the others.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	If you are excused and do not comply with this treatment method for all, then you should have the two thighs of the patient together under strong, gentle pressure on both hips and both knees.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And the length of each is as much as four fingers, and the thigh extends further than the other by two finger widths.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And let the thigh be suspended from the head of the shaft and in the hand; and let the length of that on the ground be as much as two arms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And command a strong youth to pinch the head of the thigh and suspend it on another young person's thigh; and let the other youth press the thigh with intense strength where that returns to its place quickly.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	When it comes to the reduction of itself, if dislocation occurs outside the parts, let the thigh press on the ground as we advised in the yellow book; and strengthen the muscle over the thigh properly and over its feet.
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	And place two shafts, one on the foot of the patient and the other on the head; and place two adjusted shafts in the middle of the buttocks under which wet cloths are wrapped to prevent the thigh from getting damp where the shaft is between the thighs, so that you can extend the parts left and right without being pulled.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And each person should extend to their part, and the doctor holds the reduction according to the art with their hand.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	So, if you comply with the reversal, it will be greatly beneficial; and otherwise, hold on to that carefully and do as we have said in yellow book for that equality.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	And let the thigh press against their knees gently.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And when the dislocation is in front of the parts, then let the muscle be gently extended, and according to this half of the story about the shaft; and the doctor holds the palm of their right hand on the thigh of the patient, and presses that against the other hand, and with that pressure holds that extension towards the sides away from the back part.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	And if the dislocation is behind the parts, then do not let the thigh be extended to the sides left and right, but lifted onto the ground; at that time let it be placed on a hard cause, as one does with lying when its width is dislocated outside in the position of lying on two widths, as we have said about lying of them on two widths; and let it be over their face and muscles be extended, as we have said, almost entirely.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And let there be applied compression on the table at the place where the joint is laid.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Then as the reduction is completed according to this - and the sign of the reduction on you is not hidden, that being when you extend the thigh in both directions. And when you make those equal movements and the thigh stretches its muscle and expands your excusation, then you know that the member according to this has returned - and at that time adjust the two parts and apply padding and stretch like this so that no part becomes too tight; and keep the thigh rested for three or four days.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And then gently stretch the muscles and apply padding, and compare one muscle against the other.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	And when you see those equalities in your view, then you know that the dislocation is already closed, and then let the thigh go smoothly.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	If you see any cause for softening, then return and plaster that area, extend it according to your first stretching, and leave it for three days.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	Then relax that part, and let it walk on any place for a few days until it is comfortable.
Capitol .xxxii.	Chapter xxxii.
De curacio de dislocacio del denolh.	On the treatment of dislocation of the shoulder.
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The shoulder can be dislocated in three ways: it can be dislocated outward from its socket, inward towards the center of the body, and to one side away from the back. It is not dislocated forward.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	And the sign of shoulder dislocation is that you command the patient to place their elbow on their thigh; then you know that the shoulder has been dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the restoration of all ways is that you make the patient lie straight, so they can extend their elbow if possible; press your hands to their face and place your foot between their feet; then guide the shoulder towards your palms, holding them firmly with your fingers on the dislocated shoulder as much force as needed; another assistant extends their foot while the shoulder returns to its proper position.
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	And the sign of recovery is that their elbow stays attached to the thigh with ease, without strain or difficulty.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	Then plaster that area and guide the elbow to stick to the thigh, then keep applying this method for one week or two, and then relax that part.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	And do not let the patient walk around for a few days until they are healed and comfortable.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	If the reduction of your patient is not possible for you, then apply strong extension to their legs as detailed in the preceding narration on the treatment of the hip.
Capitol .xxxiii.	Chapter xxxiii.
De la curacio de la dislocacio del talo.	On the treatment of the dislocation of the ankle.
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	The ankle can be occasionally dislocated due to minor injuries, and sometimes it occurs due to overextension or inversion. The dislocation of the ankle can occur either inward or outward from its normal position.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	And the sign of ankle dislocation is that you notice the ankle swelling proceeding to the part where it has been dislocated.
Mays la curacio de la remocio de lu es de leugiera reddicio, e es que sia extendut am facilitat am las mas e sia engualhat entro que retorne.	The treatment for ankle sprain is minor recovery; it should be extended with ease on the limbs and be evenly applied until it returns to normal.
