Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the end of that which is located in your chest be continuous with it, not dislocated on any day; then know that it should be reduced and adjusted according to what we have said and according to what you are equipped for.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And place an ointment and powder on that area, apply pressure, and command the patient to maintain rest and ease until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And with this method of treatment, it reduces the end of the muscle when it is separated from its place.
Capitol .xxvi.	Section Title: XXVI
De la reduccio de la dislocacio del muscle.	The reduction of the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is not dislocated except in three ways, of which one is when it is dislocated from the place of the nipple to the place below.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is when it is dislocated above the muscle, which is done by twisting; and it is not dislocated from behind the shoulder; and it is not dislocated in front of the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And mostly it is dislocated and set outside at the places below of the nipple, especially in those where there are few muscles, somewhat dislocated; but in those with many muscles, it remains out due to difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And often happens in some people due to impact or blow, and the muscle of him gets swollen with a hematoma from the heated needle, and it is displaced due to that which has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Therefore know how you treat this when you are overstretched by him, and then proceed in the treatment of him.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And when you know the dislocation of him which is at the places below of the nipple; thus distinguish between the displaced muscle and the intact muscle, which you find among those with obvious differences; and find in the head of the muscle a concavity and place the nipple behind the head of the muscle as if it were an hourglass, and the patient cannot return his hand to its own elbow, nor that one further by any movement.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated from below the foot or on it, then you easily find it by touch and it is not hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And with this kind of dislocation, a gentle reduction is done when it is fresh and the patient is young.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of him is that the minister raises his hand to above for him; then place your fingers behind the nipple of him and raise the joint with strength to its place; the minister raises the hand of him and extends it in such a way; then press it gently so that it returns somewhat.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	And if for what we have said it does not return, and is due to the nature that causes dislocation, several days later know that the patient should bathe in cold water and take a soothing treatment that moisturizes and calms as if they were their own skin of altitude, fenugreek, and wild thyme in water, and should be taken.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And then the patient should lie on his back and be held behind the nipple of him with wool that is equal between lightness and constriction, and place the doctor's arm over the spot, and raise the head of the muscle vertically, and pull the hand of the patient so that it does not hurt at the places below, and another minister should hold the head of the patient so that it does not get hurt at the places below which it returns to its place almost immediately.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce it according to this manner: and that you make present a man who is longer than the patient, and he stands on his own side, and puts his muscle behind the nipple of the patient and raises the nipple above him in such a way that the patient hangs in air, and another minister pulls the hand of the patient from the places below his abdomen.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	And if the patient is slight, then know that something else causing him to be suspended, because seriously enough it returns almost immediately.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced gently according to another manner: and that it be placed in the ground a long rod whose tip has a round shape like the handle of a mortar, not thick nor thin, and then place the patient over the tip of the rod with lions' skins, and the patient stands according to the length of the rod, and then extend his hand at the places below from the other side; and stretch his body on the other side with strength, so that the joint returns to its place quickly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce him due to all the causes we've mentioned, then use this remedy: and that you take a rod whose length is two arms' long, its width is four digits, and its thickness should be the width of your nipple in such a shape:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And around the head cover it with lion's skin so that the heat does not harm the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And place a cushion under you, supporting the patient's buttocks, and extend your hand or arm over the heat inside the parts where you are working, and place the heat on the helper and the arm and the end of your hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Place your arm on a scale ladder according to the width, and extend your hand at the parts you are working, and the other leg hangs from the other side, so that the joint is within reach.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And as the treatment of your patient is completed according to whatever method possible, then cover that you pause under their buttocks with a piece of wool equal in quantity; and place ready-made plaster on them made from powdered moli and egg white over all the muscle; so when it is mixed above, and place your hand firmly under their buttocks; and the treatment is mixed over the plaster, and your hand is connected to their neck, and left there, and your hand of your patient should not be disturbed for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And when the food of the patient is slightly reduced, within which their member is comfortable, which is easier for the healing of them.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And gradually increase the food to about seven or five days and exercise some movement; and therefore if it is closed and not softened, then they are already healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	May it be that the joint is dislocated due to wetness causing them or by other causes, then when in that place a cautery should be applied for three times, as was stated in the chapter of cauteries.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this is done and seven days have passed, then the muscle and joint are relieved of its stiffness on some applications, and it is not closed or hardened, and that arm cannot lift above their parts, then you should know that their nerves, which are at the head of the muscle, are already cut or stretched or softened, and you should know that the joint will never be fixed in its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that which is done to their feet or behind the mammary gland, the reduction is performed with impulse and extension at their hands, so that it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And the other treatment is administered in that place, and treat it while it heals.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if there is a severe healing in the limb and tardiness in their movement, then the patient uses baths with hot water during which that heaviness should be relieved and return to their natural state.
Capitol .xxvii.	Chapter XXVII.
De curacio de dislocacio del coyde.	Regarding the treatment of dislocation of the hip.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You should know that the hip joint is dislocated with difficulty and similarly returns with difficulty; it is dislocated in all directions, but mostly forwards or backwards. The dislocation of it does not hide from you when you feel or touch it according to any figure it is dislocated, and when you adjust the dislocated thigh, this is made clear to you, as the joint is concave and cannot bend the arm, nor touch their muscle at that place.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And when you grasp both of them, reduce the dislocation as soon as it reaches their wound heat, for if it reaches their wound heat, it is difficult to reduce this, and it will not be healed completely; especially when it's on the rear parts, which are worse than all other types of dislocations, and from pain, hot baths result in death for that one.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of them, when this is possible to reduce it, is that their hand should be extended at two sides, and their arm should be stretched out, and the doctor's elbows are on their hip, under your place, and you push the joint with his fists in turn or inside his palm until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	May it be that the dislocation is on the front parts, then return as such that bends the hand at their own hand, while striking the hip inside his palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to reduction, then administer vigorous extension and strong motion.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And that two ministers stretch their arms, and have that strain of the body by them so that it should not be exaggerated against extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then rotate their arm in all parts, as it is enveloped by a doubled long cloth over their hand, or muscle.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with their hand, apply some oil to that for so that those causes which help in the lubrication of the joint make it easier; and then push the joint with strong impulse until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And when the reduction of them is covered by pausing on that plaster in which stiffness and movement are provided for egg white, and it is stretched with firmness downwards, and the arm is hung from the neck, and left for some days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then it is released; and if the joint is formed in its place, then you release the muscle of them and leave that.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see the joint is not strengthening, then you apply more plaster and muscle, and leave that for some days until it is strengthened; and then release that.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	May it be that there is heaviness near the reduction of the joint, and their position is in movement, then apply moisture in bath and subtle friction, compressing, until it is relieved; or pause on the joint alternately, which is a thick flesh; then bind it and leave that for the day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then hold that there, put some butter on it; and when it gets wet, then you rub the joint with a tempered friction, and repeatedly apply this treatment with various oils, once, and again, and the third time, and so on.
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	The text translates to: "Corruption has already spread within the body cavity during surgery, once it is inside the limit."
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place your hand over that wet and scorched hole in the cow's skin, pressing and rubbing it. Do this for several times until that area is damp again and then return it to its original position.
Capitol .xxviii.	Chapter XXVIII.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	On the treatment of dislocation in the arm and hand joint, it is between the joint itself.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	In the hand, some veins are displaced, and the reduction of dislocation is easy, but for other joints, more effort is needed. However, it's crucial to move the limb quickly during its reduction before it gets frozen or if an abscess occurs in that area.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of dislocation in the hand is that you place the wrist joint of the patient on a table and extend their arm. The doctor should hold their hand or palm over the edge of the joint area, and by pushing into it, make the limb return to its correct position.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it's important to consider whether the palm is already in the hand's belly (chest area), then the patient should place their hands on a table and extend them for the extension and reduction; if the dislocation occurred previously, both hands are needed, then naturally the position of the patient's arm should be over the table, so that the doctor's hand falls over this edge of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns quickly, that is good; and if not, then press that with ointment that soothes the abscess and let it alone. And don't repeat this process, because otherwise, you can neither endure nor manage its reduction when other things start happening to him over time.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the joint should be treated according to its degree of distortion; and do not blame the patient for any reason, just because their arm is softened and can't endure any cause; then you'll understand that the nerves are irritated or torn, and in this case, instead of a cautery around it, strengthen it with heat and let them take care of this themselves.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And once it has returned, then place your hand on the ointment that we have applied and leave it there for three days while strengthening it; and later make sure to relieve any strain and leave it alone, letting their arm be exercised.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	However, if the motion of that remains and any gravity occurs, then apply that with warm water and some friction several times until it is relieved.
Capitol .xxix.	Chapter XXIX.
De la curacio de dislocacio dels ditz.	On the treatment of dislocation of fingers.
Alcunas veguadas so dislocatz les ditz a tota partida.	Several times you should dislocate the fingers in every direction.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one finger is dislocated towards the back of the palm or inside it, then hold the finger and push the dislocation with your thumbs, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the tip of the finger, hang it from the part where it is dislocated, and leave it alone for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then hang that outwards until its rightness is equal to that day's position.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it begins to heal in the night, lie that according to that narrative, and do not stop exercising that during the day and with movements, and lie that at night; and do this for a few days until it is straightened.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And pretend to do this even if it's dislocated in the chest of the hand, and lie that towards that side and perform your first operation on this, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly do this when it's dislocated in other parts.
Capitol .xxx.	Chapter XXX.
De la curacio de dislocacio dels spondils del dos.	On the treatment of dislocation of the shoulders.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When it happens with any of the shoulder blades or collarbone causing full dislocation, and if there's a lot of pain in those places, then there's no cure for this, because death is feared by the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And the sign of this is that the patient's body discharge comes out forcefully against their will and they can't hold it back. Several times you should soften some limbs or both knees or their arms, or one of those; or if mass friction is applied to one shoulder blade in its place, then with mass friction, it causes moving these four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	And once it's moved back to the parts behind, it is named galebozia.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The treatment of this is that you then need to consider if galebozia occurs during childhood, in which case there's no cure nor healing for it.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	And in those that come through injury or impact or similar to those, the Ancients would say that their treatment methods are lengthy and exhaustive; however, I have shortened it from the one you often justify with too much of this, because of my close proximity to your understanding explanation, which is what I've elaborated and organized using various tools for which I show this and explain this.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And they say that in galebozia occurring from the part behind in the legs, it's not good nor is there healing for this; similarly with the one made on both sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And of those, it is cured only that which happens in the feet properly among what I recommend.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And have the patient lie on their face with the back close to a wall, and stretch them out further below their feet in such a way that not even the toes touch.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And have a straight stick placed, fixed in the ground at the end of the foot near the head, and another stick opposite their feet at the other end of the body.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister holds the stick, not to be fixed in a hole; and another minister holds the other according to that manner.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And wrap over the head of the patient and tie the lion's girth firmly around it; extend the end of the girth to the stick, which should be at the head of them, and secure that on them; and strengthen the other girth around their buttocks and the heels of them, aiming for their chests; and adjust all the girdles and tie those onto the other stick which aims at their feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And the minister extends the girth to the juncture of the stick, and do not let the two sticks or the girdles on their body areas where they are fixed touch each other entirely, rather, it should not be as tight as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor places his hands on the vertebra with strength between which it returns, or places one hand on that surface, and adjust their feet to return under that table.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	May if it does not return in this way, then take a table whose height or length is approximately three braccia away from the wall which we said is near the patient's body at the end of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And place the table under the vertebra, and the doctor stands on the other end; he strengthens his feet in such a way that the vertebra is tightened and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want, open both sides that are twisted around the hand; and it is that you place in the ground the head of the patient at the end of each stick on the buttocks, where the length of each stick is a braccia. And place the head of them similarly under two sticks on the buttocks; and let the length be between any stick one palm's length. It has already been done so that each pull is made in such a way within each stick turning around it, and each is firmly placed in the ground so that they are not disturbed.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And make a stick on which the turn is made, and it should twist in both turns of the two sticks.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of which is a turn on which a stick is formed, the length of which is one hand's length where it twists; and in the other two sticks there are similar ones.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And then strengthen the girdles that you have tightened around the feet of the patient on the turn which should be at their head, and tighten the girdles that you have tightened around their thighs in the turn which should be under their feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And you must have each turn with one minister who twists the turn around their hand, and the doctor matches the vertebra according to what we said.
E aquesta es la forma del torn:	And this is how the turn should be done:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And this is how the process goes once the vertebra has returned and the location matched: take a tallow wax poultice and stop it; then place it on the poultice until you have a table whose width can be three inches or about those, and its length covers the area of the fat, over the juncture of the vertebra.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And after that, use the poultice as we said, and let the patient eat fine nourishment until they are healed.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there is any lingering discomfort in the area at the end of healing, then it should be administered with medicines that soften and clean until long after the table has been used, which we have recommended; and already lead sheet is being administered in that location.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And some inflammations may occur at the end of the vertebral columns on both sides, and it gets caught with that dislocation; and that's the place which already inflamed so that you shouldn't suspect anything to happen to him from this medicine, which will cause his death to occur.
Capitol .xxxi.	Capítulo xxxi.
De curacio de anca dislocada.	On the treatment of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	Know that only a dislocation occurs at the junction of the thigh bone and the muscle joint, not to those what happens in other joints with minor movement and concavity.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the junction of the thigh is dislocated in four ways: it can be dislocated towards the inside parts, or towards the outside parts, or towards the front parts, or towards the back parts.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And it is mostly dislocated to the inside parts, and little to the front or back parts.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	A sign of the dislocation towards the inside parts is this: when you adjust the healthy buttock against the patient's buttocks, it becomes longer and the heel becomes more prominent than on the healthy side; the patient cannot bend their foot up to their leg, so they must bend them backwards. This is where you place a cautery stick at the edge of the sticking point, because the top of the thigh bone has already penetrated here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	The sign for the one where dislocation occurs is towards the outside parts; it's that Lu's accidents are against this accident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And as for the person to whom you have caused dislocation in their joints, it is a sign that their intestine expands according to its capacity, however, it does not double the pain that was there before. If this continues and cannot proceed beyond the affected area; their urine is retained, they are prevented from swelling, and you should walk around them on the talus.
