Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And take care of the patient's wound, as well as his over-sensitivity and do not let it get infected for a few days until he heals.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	And if the stone is not removed, and when you should not administer medicine to that area, then you will cut into the artery, if it appears before your eyes; where its extremity is contracted, and the stone is removed; or you take a long time and apply pressure there on the spot of the vein with tightness descending at the muscle and among the dust by the other day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the stone is removed, it's good; otherwise, then care for that with this from which we previously referred to in recalling the location of the dust where there was flow of stones.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And removing the stone from him is difficult in certain positions due to the small size of the wound and the capability of the arm muscle.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	The venipuncture for the dark vein is done with youthfulness by extracting the stone from the upper part of the head and below the chest; so as it's composed of branches of the basilic and of cephalic veins, as we have described.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And the one doing the venipuncture should be careful where they are during the venipuncture of that area, noting if there is a nerve in it; and so if they adjust during the puncture of the venipuncture and find the nerve, it will cause them to go numb, making their recovery difficult, and being strong not all heals. And this nerve appears at certain feelings; and if it's hidden from some people and is subtle and isn't shown, then make sure you pause the venipuncture in the area where you are performing the venipuncture, and avoid the nerve with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then cut the vein in its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The youthfulness of venipuncture for the cephalic vein is that you extract the stone from the head and brings relief to the limb pains.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And it's done precisely like this, if you want that the needle pierces into an olive venipuncture or a walnut venipuncture; which is the safest for all veins, so that there are no injuries to your artery or nerves.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	However, when you perform the venipuncture, remember that with the needle you must only prick up to the edge of the wound, and search for the least obvious area, and don't go too far into it, unless it's revealed in the first palpation where some veins are palpable during venipuncture.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	However, it's difficult to locate in some people when they're not pricked during the first palpation, but you should feel for that abscess in its reappearance.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	The quality of this venipuncture and the accidents that might happen during it is such that you must consider their correction when they occur.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first one is about knowing that bloodletting should only be administered under the preservation of health and for the hope and caution of the patient, and to prevent maladies. It involves doing bloodletting at one of the veins located in the arm: cephalic, dark, and basilic; and conducting bloodletting at the beginning of spring, after breakfast during springtime and autumn, and close to winter when signs of overeating appear.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And bloodletting should be performed and after three hours of the day, or even at the beginning of the first hours that have passed during the day.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	Bloodletting may be administered when it is convenient and necessary for that purpose, either at night or during the day, in any hour and under all circumstances.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it is known that an infant should not be bled before they are fourteen years old, a pregnant woman should not be bled until the fourth month of pregnancy, and elderly people should not be bled if they have already surpassed sixty years of age.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And if someone wishes to be bled by any means, it is known that they should alter their intestines before bloodletting with a snuffing of lion's dung, if there is an impregnated wound in those areas. This prevents the veins from carrying excess fluid during bloodletting on the intestines, which are cleansed and do not affect the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And do not bleed patients who are severely debilitated or drunk, nor before or after illness or intoxication, nor those suffering from dropsy disease, and more that bloodletting should be feared during colic pain and nausea, as well as vomiting, and abdominal pain, and multiple sexual activities or work, and all causes that dissolve their virtue, whether it's physical or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And in the delicate elimination of humors before that, if the complaint is heavy, with food and drinks, and with medicines if it's possible for the patient.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And between baths or any cause that doesn't prohibit it, or through some exercise for the sake that the complaint is refined.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And place the bloodletting on their chest at day time, which would be around the third hour of the day, as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And remember that the chest of such should be watched on every day of all animal accidents, such as distress, anger, fear, and all bodily accidents, such as work, excess sorrow, sexual activity, and things similar to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And according to their wish, make sure to bring the causes in using that which is common among men for scent and fragrance, and for balms and things similar to them, as per their capability.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And the bloodletting practitioner should use a cushion that is more than the size of the patient's pillow to be bled.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And then extend their arm, rubbing it with the bloodletting tool two or three times; and then tighten the bandage around it, covering it with two rounds.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And if the constriction is rapid, or if the constriction does not equalize, or if there's an excess causing constriction, then prohibit any discharge of the complaint; or if it's due to softening, then prohibit the body from generating more.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And during the constriction, it is known that the person to be bled should rub their hands among themselves before the veins swell and become evident.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And near the bloodletting practitioner uses a little of an anti-itching oil properly; and then pauses his left hand's index finger on that vein, indicating where bleeding is desired, so that the vein begins to protrude slightly, and pressing stops when you find which vein it is as if the heart is forced by the bloodletting, from those are full of air. When the practitioner presses over there, he withdraws the tool; and the bloodletting tool does not pierce the vein, and if it does, that one is tightened.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And thus, it is known that the bloodletting practitioner should be firm and attentive to all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And then pause the bloodletting tool, but if the vein is punctured in one round, then it's fine; and otherwise, continue this way, putting a little more on that spot, or pressing on them with force, if the spot isn't hardened.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the spot hardens, or the illness subsides, then you leave it for a day or two, and do not tighten the bandage, which might draw pus with force, nor take a bath.
E aprop itera la fleubotomia si la ama.	And if the patient is in need, then continue the bloodletting process.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the pulse is small and the flow of the complaint is subtle, and you fear that it won't remove enough of the complaint, then increase the bloodletting tool in that area according to rightness and adjust the pulse slightly. Do this with force before the spot hardens; for men who are slightly ill, you should only a few pulses.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	And if you have noticed that it has hardened already, then don't continue over them, for there is no excuse for any cause; pause on those some portion of oil's crack, which alleviates the body from the complaint.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this place than oil and that other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And similarly administer a crack of oil in every bloodletting when one bleeds the veins, and they do this as a tumeric ointment and fragrance when it's paused from one of those over that spot, for the complaint is refined and mixed when it becomes heavy.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the place of bloodletting a large abscess is formed, with many punctures occurring, and especially for those who have not been bled but only this puncturing, or at the site of the small vein opening, then you drain it, place your hand over that area with an infused sponge in water and salt, one cut into pieces, and strengthen it for an hour, until it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And know that this should be done close to the insertion of that vein either on itself or on another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if there is any darkness or greenness in that place for a few days, do not notice this; and if you wish, place something on that from aloes and myrrh dissolved, or some substance from the juice of mugwort or camomile or similar things.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	And if there are many punctures occurring in abscesses and swellings, you should perform bloodletting from the basilica.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And then place your hand on that one, and if later you find softness, keep applying pressure on that part. If the swelling is bad and harmful; then remember to apply some substance as we have mentioned before, for it will flow from the sanatory artery when it's removed.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And apply plaster to that in water where it is fixed, so the place endures, and then attend to that with other treatments until it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And know that you should extract from the blood according to the quantity of its virtue and according to the color prevailing over the blood as it appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	For if the blood is black, then you let it bleed until it becomes thin; and similarly if you find it thick, then you let it bleed until it becomes subtle; and similarly if it's sharp, then let its sharpness be contained within.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And know that for the one who is full and strong and needs blood extraction in a puncture, you should expand the bloodletting from the vein and make it long.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And for those who are weak, do the opposite of that. Know that extract it in many punctures, and let the wound be tight.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best that is administered in bloodletting from a vein is that it's a transverse section, not piercing.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this method of bloodletting saves from blood flow and nerve injury, and it is commendable and more safe than bloodletting according to width and length.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And at which it is customary for fainting, you should perform bloodletting, and know that you cure that before the bloodletting with a little piece of cloth infused in wine from borage or simple camomile tea; and extract blood from the wound in three or four punctures.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if it's made of complex ingredients, then take before bloodletting an infusion in a mixture of myrrh or flavored honey in spices such as pepper, cinnamon, ginger and similar things, or in a flavored and fragrant mixture.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	And if fainting occurs, you should perform bloodletting, and if the cause of his/her bleeding is due to a hot blood state, then know that he/she should drink water from meat and flavored tea with subtle odor; and use aromatics for its chest until it is relieved.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And use the other causes that we mentioned in the division under the chapter of fainting for evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	And whoever wants to empty his/her arms and dissolve his/her blood again after the first puncture, know that for those with blood evacuation, the virtue of which is cold, it empties the blood gradually little by little, so it depends on the quantity of its virtue in consecutive days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	Those who want to empty their arms and get rid of their blood again after the second puncture, and their body is strong, then do this approximately seven or nine hours after the first bloodletting.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	Those who want to draw blood from their body against the direction in which it normally flows, know that it should be emptied on the second day or the third.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	Those for whom there is already blood that has been removed and it is sharp, causing fever, know that you should empty this with one puncture and a large quantity of your blood, expanding the opening so as not to occur fainting. And when you are aware of all the conditions of bloodletting; and place your hand on their pulse for your blood's sake, in order not to die at the point of fainting, because many punctures should do this when the bloodletter is ignorant and negligent.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And do not know when you want to free the arm and empty the blood again, just as soon as close off the opening of the vein and makes bleeding from the blood difficult, then press under that with forcefulness and slightly bend it outwards, which is too bad.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Let it be that you leave it after a second bloodletting; or continue with the sharpness of the bloodletting that is coagulated by the blood in the opening of the vein; or place your hand on that with thorn apple ash, or sage, and press it lightly under which the blood should come out.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is inflamed, then leave that and do not touch it until the abscess subsides.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if necessity compels you to empty the blood again, and it is not an excuse, then you prick him/her in that spot or on the other arm through another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	The vein called "the blood cord of the arm" is ligated in place of the spleen or the basilica, when they are not present or hidden, which is made up of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	The quality of the ligation for them is that the patient dips their hand in hot water into the fire, so that the skin turns red and the vein becomes明显manifestly visible.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And firmly apply there in the middle of that knot with a narrow constriction; and then ligate it according to the transverse direction, not laterally or according to length.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And make your incision wide and for your ligation, do it in the one where you ligate that above the joint of the hand, a little.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of bile is prohibited, then you immerse your hand in hot water and lets the bile run in the water until you achieve your need.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	May it be that you were in the days of summer, then you excuse the repetition of your hand in hot water, and in winter keep the body of bile in hot water.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	The ligation for this vein is especially safe compared to all other veins, which do not have pulsating blood or nerves.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	The ligation of the artery in the right palm is associated with diseases of pregnancy.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	The quality of the ligation for them is that you strengthen your hand at the elbow or with your own hand, as you have it in hot water, so that the vein swells and is clearly shown; then ligate that transversely; and if you cut all those, don't let it bleed.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And remember not to end your hand in the ligation of blood vessels, for them you have the nerves of the fingers exposed.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And then immerse your hand in hot water and let the bile flow through it. If you don't immerse that in hot water, the bile will clot in the opening of the vein, and this is forbidden for circulation.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when the bile is extracted according to the amount needed, then you place salt on the vein so that it doesn't clot immediately; similarly do this in all branched veins.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	May it be that the youth of the ligation for this one in the left hand is associated with diseases of pregnancy.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do something similar for the ligation of this as you did for the other one.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the youth of the hepatic vein in ligation is associated with diseases that occur in the body's left parts, just like pregnancy diseases and retention of menses, as well as redness and ulcers on thighs and old sores, and it resembles other diseases.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	The quality of the ligation for this is that the patient dips their hand into hot water and makes friction where veins appear; they place their hand on the chest joint with a strip; and in the area of the apparent vein you should apply your fingers, and from there its branches extend to the flesh of the arm.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And therefore ligate the widest branch or place the cushion under the increase of it, which is better and more salt.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you ligate that in the flesh of the arm, then you avoid the nerves that are on that side of the flesh, and stop your ligation at the place where you ligate across, as though you wanted to cut it.
E sia le fleubotomi vosil.	And may the ligation serve you well.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	May it be that the flow of bile is prohibited; then you immerse your hand in hot water and let the bile run through there until it is drained.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the ligature misses in the first attempt, then retry at the ligation point a little further down, which is safe; and do not fear its danger, but watch out for the nerves as we have said.
E semblantment fay de la sophena del autre pe engualment.	And similarly perform on the other arm in equal manner.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And for the sciatic vein, as we said before, place your fingers under the notch of the wild part's groove.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The purpose of the ligation for this is to relieve hip pain when it's due to bile blockage.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	The quality of the ligation for this is that the patient dips in hot water and quickly tightens the leg at their ankle above the fourth finger on a long narrow bend, which only appears like this.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And when it appears, then you ligate that according to each organ as is possible and according to the transverse direction, which is better. Or cut there through incision or seal that with coagulation, where its location is safe.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	And it is in the flesh of old men who are weakened; and if you find that one, but it doesn't show on touch, then ligate a branch from there, and that is the one that appears behind the said angular bone and the ring finger.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	And watch out for the nerves, let the amount of bile you want flow.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	And then relieve the constriction and place your hand on the ligation site firmly, which somewhat heals immediately.
De ventozacio e de las qualitatz de uzar de aquelas.	Regarding suction and the qualities of using those [tools or techniques].
Ventozas so de corns, o de eram, o de veyre.	Suction devices are made from horns, reeds, or bones.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	And ventilation is done in two ways: one of them is a cut and removal of pus, and the other is ventilation with a cut.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And this kind of ventilation which is through cutting has two ways, either by fire or with the aid of fire.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the ventilation administered through cutting and pus removal is performed at fourteen body locations, of which one where the vents are placed is the navel, it being the last part of the head; and the middle location in the midst of the two parts of the belly; and mouth vent leaves the jaw, allowing pus to be expelled from the mouth; and vent on both spatulas; and vent at alohoster, it is at the end of the penis; and vent at both fire tools, they are one handbreadth apart; and vent at both armpits; and vent at both thighs.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And ventilation does not remove the pus but from thin, scattered veins in the flesh, thus it does not lose its virtue by that means, just as bloodletting is done; nor should ventilation be performed with fire or with the aid of fire in any illness caused by fullness inside where the body has not been fully evacuated.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	May it be that when necessity prompts for ventilation due to illness or continuous condition, administer that at the beginning of the month and at its end, in the middle part of the treatment and at any other time.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	This is the cause for which men suffer when pus multiplies within them during extraction by ventilation, and they find its severity in their head and sweat; from those who find themselves full and distress in their face and head, and in their chest; from those who find pain on their face and forehead, darkness and confusion in their breaths; from those whose location of their ventilation is disturbed; from those whose laughter increases; from those who find taste for pus in their mouth, or whose tongue is swollen and discharges pus; from those whose sleep increases; and from those who vomit pus during sleep, restlessness, pains and other similar causes.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And when in any cause of those, and especially if it is towards the third or middle part of the month, then commands for ventilation to be performed before passing the day or three hours.
