Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E amplastregui le loc am emplaustre en le qual es vertut atrectiva e digestiva, confizant de mi que·l loc se apostemes per que appares a mi le loc de la sageta, per que secces sobre aquela.	And I strengthened the area where the attractive and digestive virtue lies, believing that this place is where we should remove it since it shows me the location of the arrow, so as to proceed over that.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	And it did not happen at the significant spot where you've reached that location; and I continued strengthening over this for several days without any accident happening; and the wound has healed meanwhile, and removed the pain of removing him for a period of several days inside which I felt the arrow in his nose and recounted this to me.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	And then I paused over the wound with acute corrosive medicine for several days until it opened; and from this tent, I inspected that, and stimulated the subtle tip of the arrow, which adheres to the shaft.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	And then I adjusted in the opening of the wound with this acute medicine until it became visible to me the tip of the arrow, and spent time on this for a period of four months.
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	And then as the wound expanded, it became possible for me to insert scissors into him and refine it, without any resistance. Thus I did not cease to refine and construct this on that using various techniques, starting from one day on these using forceps designed ways of descent, according to how those appear at the tip of the nose, thus extracting that; then healed that wound again.
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	And some doctors judged that the cartilage of the nose could not be restored, and I healed that, and the wound has consolidated. Thus he was completely healed and did not experience any discomfort in him at all.
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	And I advise you on the quality of extracting some arrows where you should pause this rule and meaning on what I have not mentioned, for both parts of this art and those definitions do not understand in narration nor comprehend them freely.
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	And the artisans wisely compare on many; and with this what is present over what is absent; and finds new operations and novel instruments should you descend from the causes of foreign things in the art when it happens to you.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And so I say that arrows are not forcefully removed from the members where they are stuck, but rather in two ways: or through penetration of the location where it enters; or against the other side.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	And that which is stuck through a location gives entry, or it's an arrow proceeding from the fleshly place, and it's shot and forcefully removed.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	And if it doesn't yield to the resistance at the time of being caught, then you should leave him for a few days until the flesh around it heals and reduces the attraction and its exit.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	And similarly if it is stuck in bones and doesn't yield to you resistance, then leave that for a few days and repeat this on the attraction and movement every day, thus it will be forcefully removed.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	And if you don't yield to your resistance for such days, then it's advisable that you pierce through the circuit of the arrow in that bone across all parts with subtle travel until the location is expanded by the arrow, and then extract that.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	And if the arrow is stuck in the bones of the head and has proceeded into one of the chambers of the brain, and appears in the body as those accidents that I mentioned, then refrain from removing the arrow and leave it until his existence equates for such days; whereas if the arrow penetrates to the mouth, then death will not be prolonged for him.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	And if the arrow is not lodged only in the bone of the thigh but does not pass into the knee joint, and allows the patient to move for several days without experiencing any symptoms from those incidents, then you should address the extraction of the arrow and its effects on him.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	If the arrow is stuck and you do not adhere to its extraction, then you should administer remedies in the circuit of the arrow as we have recommended, and place care on the area so that it heals.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	If the arrow has already penetrated the body and is hidden from the feeling, then you should search for it with your hand, and if you feel it, then pull it out using such tools that are suitable for its extraction.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	And if you cannot reach it over him due to the constriction of the wound and the length of the rod, and there is nothing like bone, nerve or vein here, then cut into the wound so that it is enlarged and possible to extract the arrow.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	And if they are on your earlobes in which it is implanted from all sides with every organ you can do; then address this, if you cannot reach the removal of the flesh in the fracture of the earlobes and in their twisting within which they must be.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	And when you administer the extraction of the arrow in any place where it is, then you use twisting of your hand with forceps at all parts through which it makes that obey; and subtlety with deep subtlety so that the arrow is not broken and that make it difficult for you to extract and that extraction as well.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	And if you cannot reach that at your hand's length, then let it be for a few days until the parts which are in its circuit recover, and then continue with that which is relieved at that point.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	If it causes you an opposing flow of pus, then you administer what we have said about treatment in its chapter.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And keep your skill from the incision of veins or nerves, or from the chord, and administer medicine in every possible way to the extraction of the arrow; do this with ease, tranquility, speed, and firmness just as I have advised you.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And therefore make the arrow contract by itself so that the patient moves according to the figure according to which you must consider the placement of the arrow in him, which is more beneficial.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	And if this is not within your capability, then administer what is within your capability through the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	And those arrows that are stuck in the opposite direction of another part, or which already interfere with your movement through some parts outside, or causes tension in the extremity of the arrow due to feeling from the part below the origin, then you will understand it; and let this section be according to the amount at which forceps can take hold; then pull that one out, for when it is pulled slightly towards sensation.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	And if it is stuck in the bone, then you twist the mouth opposite where the arrow enters the bone, and enlarge yourself inside as much as possible, then pull out that arrow.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	And if not, let it be for a few days, and then continue with that which burns.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the shaft of the arrow is in that area, then you should push that towards him.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	If the cause is due to heat and you wish to administer a stimulus, then you insert it there. If it is stubborn, agitate the cavity with your hand so that it enters the concavity of him in the area of the arrow head and push it towards him.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	If the arrow is convex, then you push it with strong agitation entering that one, so that the arrow is cheered by that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the arrow is corroded, then you hollow out all the flesh in which the disease lies, if this is possible for you, and then treat it with what suits.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the arrow is in the foot, or in the belly, or in the bladder, or on the side, and it's close to where you touch it, then touch that with your hand, and if this is possible for you, extract over that. Then extract over that and beware of veins or nerves, remove that, and according to what you need, cover the wound. Treat that within until it is healed.
Forma de forceps am las quals so atiradas las sagetas:	Shape of forceps on which arrows are placed:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	Let their ends be like the beak of a hawk that are made as if they were saws when they take hold of the arrow, so as not to let it go.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And from those are made special marks, large, few and in between, according to the quantity of the size of the arrow and its slightness, and the width of the wound, and its constriction.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Shape of the concave probe at this end convex like the beak of a hawk so that it cheers up the internal part of the arrow in him, and push of that stubborn one:
Forma de impellent de sorda extremitat:	Shape of the blunt-ended probe:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Like a ray so that it cheers up him in the internal part of the concave arrow and it is pushed towards that.
De fleubotomia de las venas.	Concerning bloodletting from veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so .xxx., de las quals so en le cap .xvi., so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins for bloodletting which usually have to be bled are... (the number .xxx, is likely an error and should not be included in the translation as it seems out of context) of which there are fifteen in the head. These are two pulsating veins which are near the ears, they are called auriculars; these are two roots that are in both nostrils noticeable; and there are two veins that are in two lacrimal cavities of two eyes, which are called aspicientes; and a vein prepared in the middle place of the forehead, and the vein that is at the end of the nose; and two guidegi that are at the neck; and two veins that are on the upper lip; and two veins that are on the lower lip; and - these are the veins called algelic; and these are two veins which leave the tongue.
Mays las venas que so fleubotomadas en les brasses so .v.; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	These are the veins that are bled in the arms, they are five; Among those that are bled from the arms are five veins. One is cephalic, and it's located under the wild hare. The people call it "the head vein," or in between. It is a medium-sized vein and made up of one branch of basilica and another branch of cephalic veins; they call this 'the vein of all the body' and basilica vein placed on the domestic hare, called 'the citillar', and the common people call it 'the belly vein'. The vein in the arm is placed over the pit, which is the one that is bled from. It appears on the wrist for a clear manifestation. There's also salvatella, this is the vein located between what they refer to as the large auricular and the small one; it has two branches.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the chest and back are three veins; one of those is that leaves the curvature of the wild hare's arm. The second one is sophena, its location leaves the bend of the domestic hare. And sciatic vein, its location leaves the bend of the wild hare. And in the bend there are other veins similar to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The youth of the veins that are near the ears is to be observed for catarrhs, inflammation, discharges and old ulcers in the head.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of having these veins is according to what I recommend to you: it should be red on the head of the patient, and the head of the patient should be rubbed at the back in the location of both veins with a wide band for good friction; strengthen the patient's neck by bringing one bend within which two appear, their locations are near the ears in two places below the cap; take that to your mention, and if you feel the pulse of those at your mention, there is doubt here.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Approach you take the surgical knife, and that is the one that is inclined, then approach you insert your hand into the vein in the groove where bloodletting reaches the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And lift your hand to the vein and groove up to the parts above, then cut into the vein starting from an inclined point.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And make the length of the cut equal to that of two fingers or around it; and bleed out the blood as much as you want.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	And strengthen with powders and leave it in such a way until it is healed.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And already, at the beginning of this text, we discussed the incision and their cautery for these procedures.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	When it comes to the two arterial veins in the nostrils, the manifestation of bloodletting is old inflammation, bad congestion, frequent eye disease and excessive body heat that manifests in sudden discharges from the eyes.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of drawing blood from those is according to what I recommend to you: make the patient lie in such a position that two veins appear at sensation for manifest palpation, and demonstrate their pulse on your said hand; then try your attempt.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you lift the body over the vein in the parts above your said hand, and introduce the bloodletting instrument on that side, and lift the vein there. Then cut it as you did with the other veins; and let the blood flow according to the amount of your need.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	And then relieve the constriction of the patient's leg, place your hand on the vein for an hour, and press that spot with your thumb and dust it, strengthening it under a firm pressure, and let it rest until it is healed.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And after the recall of theirs, and that of those, and their inscription, and the entry into the beginning of the freedom.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	And therefore, the youth of bloodletting from the vein on the forehead is close to bloodletting from the cephalic area in old facial ailments and migraines, fever, and smelly ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of bloodletting for him is according to what I recommend to you: so that when he lies, one bend appears where the vein can be seen; and then take the instrument called the fossor, which is this shape:
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Place the tip of the fossor prominently over that vein and strike it on him at an angle or with another cause in the manner of him, let the blood flow according to the amount you wish; and then relieve the perforation of the leg and strengthen it until it is healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	Sometimes openings are made for bloodletting later, but it's not necessary for the bloodletting to have an acute extremity like other bloodlettings, before being on that side. Bloodletting that one according across, where the bone is close and strong would break in him the bloodletting when it is thin.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	May the youth of the two veins that are in the tear ducts of both eyes through pus from the eyes due to fever and dandruff in the eyes, and for facial skin issues.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	And the quality of bloodletting is that the leg strengthens itself at one bend, and then performs bloodletting for those, and you stand over his head.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And the bloodletting is done according to across longitudinally a little with several bloodlettings, and if in that place there is no flesh; and if the bloodletting is thin, its strong extremity would break.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And then let the blood flow as much as it is necessary for you, press on that spot, strengthen them for a night, and then relieve those.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	May the bloodletting from the vein in the nose be related to acute fever and intense heat, as well as facial skin issues and migraines that occur on the face, especially if they are old.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of his bloodletting is that he strengthens himself while you place his nose with your left hand, take the thin long bloodletting and put it in the middle location of the nose according to right angle, where the vein does not appear at this point, and where the blood begins to flow soon.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	Conclude by placing your hand on the bloodletting gradually and let the blood flow according to your need; then tie it for a night as that is quickly restored.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	May the youth of bloodletting for the two guides to constriction apply to the beginning of leprosy, and the onset of skin ailments, itching, and bad corroding ulcers as well as herpes.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of bloodletting for those is that the leg strengthens each one in its own column with a bind; and there are craftsmen above the head of the leg, and the leg stands on one heel.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And then perform bloodletting for the vein along gradually with ample small bloodlettings; and then extract blood according to season amount or according to what you need that is done here; and then make it resemble another vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then relieve the bind and strengthen both veins with a median constriction so that the leg is not over-heated, and leave until morning when the plague is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the youth of bloodletting from the veins in the gums relates to small pustules and bumps in the mouth, decay of the gum tissue, bad ulcers, and cracks, as well as bad ulcers that are in the nose and in the circulation around him.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of bloodletting for those is that you cut in front of him, and strengthen his column at one bend, then rotate his lips and observe two veins from which the first is on the right side of the lip and the second on the left; and the demonstration of each one is by the darkness of each of them both, and more so if in their circuit there are small black veins; then cut each one with a vertical incision.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	May you doubt and know yourself if there is any uncertainty in you, or you do not know which one of those it is, then understand by incision of the largest of those, and from the obvious pus of those.
E fay le semblant de las doas venas que so en las labias desus.	And make it resemble the two veins that are above in the lips.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	When joint pain is caused by cold fluids that penetrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors. And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery. Then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out. You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands. When it comes to the first sentence for translation, it usually refers to making cuts in the veins that are located beneath the lips of those affected by the illness.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	The veins that are beneath the tongue and are close to the jugular vein belong to the head's lymphatic system, they are located in the throat area, at the base of the uvula, and in mouth ailments.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of performing bloodletting in those cases is to guide the patient's head between your hands in front of the sun, lift their tongue for you, watch as you do so, and observe the tongue's color from one side of the vein to the other, and both sides of the vein, and if either color turns to blackness.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And perform bloodletting for each one of them; and be careful not to end your hand in the bloodletting for these, because those are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And your veins that are subjected to bloodletting in the armpit are usually found throughout all men, and the method of bloodletting for them is performed according to two ways, either by using a pungent or an olive oil as they are applied; or by using a surgical knife and it's called pricking. This is the way:
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this pricking is what you should apply to the section, and those are special narrow and subtle spots depending on the width of the veins and their tightness.
Forma de fleubotomi mirti:	Form of bloodletting using myrtle:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	Make the cut in this way and as often as necessary, and apply to open the concave veins that are filled with what seems like large visible veins, and there are those containing large hard lumps.
E aquesta es la forma de fleubotomi olivar:	And this is the method of olive oil bloodletting:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this type of bloodletting is with less width and more subtle extremity, and it's for bloodletting veins that contain subtle lumps like those found in citrus.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	You need to perform bloodletting on the basilic vein which is one of the three veins: you extract the pus from the throat and neck, as well as that which affects the legs and abdomen.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And when performing this bloodletting procedure, the one doing it must be careful not to overdo it in that area, noting if there is an artery nearby. If they make a mistake and adjust their puncture technique poorly with the bloodletting tool, it might hit the artery causing bleeding of pus, for which reason one should avoid using a sharp tool before trying olive oil pricking.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilic vein does not appear due to lack of visible manifestation, then be aware that you should leave it alone and try another spot or search for any veins present; or bloodletting might take place near the end of the arm where this is more obvious; and when performing bloodletting with olive oil pricking as we have described.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	And if you wish to perform bloodletting on your patient's elbow, then be aware of the area at the bend of the arm where you can feel the pulse, and place it firmly against their body; and place the elbow and let that vein open in a concave section with olive oil pricking as we've described. And remember to perform the percussion within several inches from the site of the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you apply pressure with strength to the area that you've placed against their body, in that place there's an inflation; then that inflation is due to the artery, so avoid that area.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if you feel the pus flowing in that bloodletting process like urine from a child, then it means it's due to the pus of the artery; and so hold your hand against it for a long time period; and slowly lift your hand as the pus is extracted, because when the pus stops, extraction is complete; and then strengthen your arm and leave that area.
