Ayssi comensan las paraulas de Albucasim .	And the book begins.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	But if the pain is in the legs, they call for a cushion under them, and the doctor's help.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	When there is an intestine or something else in the body, which is necessary for the lower body to be healed, you apply a cauterization to those parts.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And then you cauterize the area around the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And apply two cushions to their legs, and a second one on each side.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	Then place a cushion under their foot as needed to soothe them.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	And if it is necessary to cauterize the wound, you should apply it to the leg, where the pain is located.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	Then cautery was used for the other ailments I mentioned, such as to treat them from the inside.
Capitol .xvii.	Gout is a disease that affects the joints.
De la fractura del talo e dels osses del pe e dels ditz.	And placed a cushion on their foot.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	Then apply cautery to the affected area to stop the bleeding.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And then apply pressure to the bones of the affected limb with the other cushion, as you would do for the pain in the foot.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	Then place a cushion on the feet and apply pressure to the area where the pain is felt.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	Then apply a cushion to the patient's feet.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And if it is necessary to treat the foot, apply a hot poultice.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And if on the third or fourth day, the patient has pain in their legs or feet.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	This translates to "And if the patient has gout, the pain will be intense."
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And cushion the foot with a cushion of the proper size for the patient's condition, so that the intestines are properly aligned.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	You have already opened the foot's cavity, and you will now treat them based on the quantity of the old wound.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And so that the physician may treat with proper care and attention to the details of the injury.
Capitol .xviii.	Capitol .xviii. translates to Chapter 18.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	And if you need to be treated for pain caused by a broken bone, use the following method:  (for a woman)
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When a woman's bowels are inflamed, it is treated with a poultice applied to her back.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And place it on their legs, if they are cold and shivering, or near the heart of a man.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And then apply the poultice to the affected area.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	Let the patient be kept in this state for seven days or so.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish to remove a portion of the sheep's bladder, put a canula of the same size in the hole.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	When near the affected area or if the intestines are affected, you'll need to apply a bandage for the duration of the treatment.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And if a bone is broken, a hot poultice is applied to the area to help it heal.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And es que the patient's joints have been opened (in this case, caused to be inflamed) but they are not in their proper place, and another treatment for a cushion under the skin was used.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	And placed in the opening of that body, which is the way you treat a man's foot for three days or so.
Capitol .xix.	Capitol .xix. should be translated as Chapter 19.
De restauracio de fractura dels osses quan es am plagua.	Then restore the broken bones in the legs.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	The first part of the body to be affected by the plague in an operation.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	Then if there are issues with blood circulation or wounds, use cauterization only if absolutely necessary.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And if the wound does not fester, then apply cautery to the wound.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	When you see an abscess, restore the patient to their health by treating the ailment in the proper manner.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	Mays, if it is necessary to cauterize the bone, the wound is treated with another.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	Mays tu am the length that is necessary for the doctor to prepare and treat the patient's ailment; the doctor applies cauterization to the affected area, which is seven days long, and their treatment requires a physician.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And in these cases, the patient's legs are swollen due to the inflammation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	The patient's body will be affected by pain in various ways; if the pain is severe, they may need to have their limbs cauterized.
E aquesta es la forma de lu:	And then you should place your hand on their legs.
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And if there is pain in the joints or muscles, then the patient should be treated carefully by a physician.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	And if the pain is in their legs, they should have their hands elevated.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And then apply a poultice to that joint so the pain will not spread.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Then apply cauterization to prevent further complications.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	When a patient has a bone that can be reduced, and you are unable to reduce the bones in their foot, use cushions to support their legs, and hold the affected area of the leg gently but firmly with your hand.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then put a cushion under their hands (to soothe the pain), and another on their legs to prevent them from becoming stiff.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And if the bone is returned to its natural position, then you should apply another cushion to their leg or thigh, so that the joint in the leg does not become inflamed.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	And if you apply the cautery to a wound during your summer restoration, it will be necessary to use a poultice to treat the inflammation.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	Then leave the intestine or plague to run its course and let the patient regain their strength.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Then if you are careful, they will be able to avoid spreading disease and causing harm.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	If you have a weak constitution, you are prone to pain in the legs and feet.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Then use firm bandages to bind the legs in those cases, but put cushions under them for comfort.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	When you have come to treat one or two patients with the plague, use a hot iron to apply cauterization to the affected area, as we shall administer it to them in the same way as we would administer it to others.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Therefore, apply the cautery to the intestine or leg of the patient, if there are signs of infiltration on that day.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If your illness is neither in the joints nor on the feet, it is translated as "the plague."
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And so you apply cauterization to the body between the legs when they are affected by heat.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	When you apply heat to the area of the foot, it is customary to place a cushion underneath.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And you should know that this is what doctors use to treat the other, which are in the body already, and for twenty days or more, you should apply a cushion (to stop) the spread of plague.
Capitol .xx.	Line 1: The twentieth chapter.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	The treatment for gout, which affects the limbs, includes the use of cauterization.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	This is how they will know that it's good to treat it with the use of a cautery, and the patient's pain in their feet is from bad blood.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	when the pain in the joints is caused by cold humors, apply a poultice of cooling herbs to the affected area.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	It is said that the condition of gout is characterized by a blockage that causes pain in the joints.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	Mays (meaning: perhaps) if the patient has a disease or illness related to humors that are caused by a specific part of the body being affected.
Capitol .xxi.	Chapter .xxi.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Then restore the bones to their proper place, and apply cushions to prevent them from moving.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a fracture is healed, and their ligaments are restored to their proper place, the patient will be able to move their legs freely, but they may still need to use other supports for stability.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	If someone has gout, they should be treated by a doctor who specializes in that ailment.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then apply a poultice to the area so that it heals naturally.
Capitol .xxii.	A hot poker should be used on the area to prevent the body from being opened.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	And for treating broken bones, allow surgery to be performed on them.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	If the intestine or the foot is affected by a twisted intestine, you must be careful.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	This is a common treatment for those who have too much uric acid in their body.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	And when the pain is in the recent past, apply a cushion to the affected area recently by those who have been stung by a bee.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And if it is necessary to apply a mild cauterization to the body.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	And if it is necessary to treat the patient's legs, make sure to use a cushion for the knees, e.g. a cushion for the knee and another for the foot, and another one that prevents the pain from spreading.
Capitol .xxiii.	The intestine or a cushion on its legs are for the purpose of reducing inflammation in gout.
De sermo en dislocacio.	This phrase is likely referring to a medical condition, as seen in the context of Translation 2:
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	This sentence describes how gout causes pain and inflammation in the joints.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when the patient has a dislocation, it should be reduced quickly, for if it is delayed, the joint will become painful and difficult to treat.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for that reason, the legs must be kept warm to prevent pain from occurring in the feet.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When the patient's body is afflicted with the condition known as gout, it is customary to leave one cushion under their legs for support and to let the other leg rest in a warm bath.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every member should be treated with the respect of their place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	E if you are skilled in medicine, you should know that the physician treats the patient according to their knowledge of setting bones; they will attend to the patient's legs first, then the head, then the feet.
Capitol .xxiiii.	And another place (a cushion) be placed on the patient's legs.
De curacio de dislocacio de la mandibula dejos.	Dislocation from the jawbone should be treated by a doctor.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If you are dealing with a person who has dislocated their intestines, they can be treated by gently moving them back into place after loosening the muscles in the area.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the pain is so severe that it causes other ailments to appear, it's a sign that the body needs attention.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	May your joints be free from injury or pain.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And then treat the dislocated part.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	When there are many aches, they should be treated with warm compresses.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And so when the body is exposed to cold humors, which are commonly known as causing pain in the feet, then you should apply this to the patient's ankles, and another use a cloth to cover their legs.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	When there's a need for a cure, it's cauterized; when there's a need to keep them from moving, a cushion is put on their chest.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And you should administer to them a cushion under their arms and another on their legs, so that they be healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	Then there comes a time when the two mandibles are dislocated due to their position, it is necessary to use cushions for support and apply a cushion on the patient's belly so they do not suffer further damage.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see that the patient's condition worsens, use hot cautery to draw out the poison and bring relief.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	And when the shoulder bone is dislocated from the muscles, then place a cushion on their arm.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The forks are placed under the intestines, preventing the pain from spreading to the lower limbs; then they were ready for the operation, they put their hands on the patient's body while a cushion supports the leg of the patient.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And if it is necessary to be cauterized, the patient's body will be healed.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And thus the patient's health will improve, if you apply a hot cautery to their body.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then apply it to their legs and feet.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the pain in the patient's body be relieved by your physician.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And if you are in pain, place your hand on their leg to calm it down.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And so if your body's muscles are inflamed, they will be treated by reducing the inflammation in the affected area.
Capitol .xxvi.	E a la persona que se le ha de apply the cautery, make sure to place a cushion under their legs.
De la reduccio de la dislocacio del muscle.	And for the reduction of muscle displacement.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the doctor is wise, but he only applies his knowledge to those who have not been touched by evil influence.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And if it is caused by a cold humor, it is called the gout.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And so you are to cauterize with difficulty, for in those cases where there are few fleshy parts, it is said to be difficult.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	Some men are stricken by gout, which is caused by an excess of humors in the body.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then, if it is necessary to cauterize the leg, they should place a cushion under the patient's thigh and hold them in place.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	It is known that the dislocation is painful, so you should treat the injury carefully and avoid touching it, as well as the patient's other joints, which are more sensitive to pain.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	Then apply a bandage to the affected area where the wound was closed, and apply a cushion on the patient's foot or leg if there are open wounds.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And for this dislocation, a cushion is used to treat it when it is recent or in the case of a fresh injury.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the minister gently applies a burning tool to the patient's body, wherever it is needed.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Perhaps if the pain is in the legs, it might be called "cometh" by a doctor, but the cure is different if it is for the whole body or for the foot.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then you apply a hot poultice to the affected area of the patient's foot.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	Then place the patient's hand on your right arm to apply the poultice.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Mays if it is light, you can put a hot iron on their legs to prevent further dislocation and then apply a cautery.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And so you should apply your hand to the other parts of the body, namely: if leeches are found on the legs, then you should use a mortar pestle to grind them up; if the patient's pain is localized, and the patient is strong enough.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce the swelling from the illness, use another method for treating the swelling, not by applying heat to the entire body.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And if there are other cushions placed upon their legs, it shall be covered with a cloth so that the patient may not feel the pain.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Then apply a cushion to the patient's intestine and extend his hand on the body of the patient.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And if a poultice or cauterization is needed, place your hand on the affected area, which is usually the foot, to help guide the application of the cushion.
