Ayssi comensan las paraulas de Albucasim .	The surgeon's hands are on your legs to make sure the inflammation doesn't spread.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	Then apply the appropriate poultice to the affected area for the relief of the pain.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	This is a description of a treatment for a condition affecting the legs, called "trinquat" in the source language.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	The bone in the body can be broken in three ways: by being crushed, by being twisted, or by an imbalance of blood humors.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	And if a bone is fractured or broken, or another condition exists that causes pain in the bones, then the patient's body should be treated with leeches.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And if the bone in that area breaks, it is necessary to cauterize the fracture.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then place your hand on their legs to prevent them from being injured.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if there is no cushion available, then place your hand on the patient's chest to prevent them from suffering further injury.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot apply a cautery to the external parts of the body, use a cushion to apply heat instead.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And you place a cushion on their legs after they are elevated, and keep the patient's arms pressed down upon the bone of the body, for the purpose of the treatment.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	And so the physician puts his hand on the patient's body to treat the ailment.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is necessary to perform surgery on them, you must use your hand as a cushion for their hands; it is important to have a cushion for surgery.
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And if you have a need to use leeches for bloodletting, use one from the person's thigh, which is another name for the area where they are applied.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	The length of the operation will depend on the severity of the case, but the duration should be as short as possible.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if you have opened the bone for the plague boil, then adjust it carefully.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if there is little disruption, you put the cushion on their legs.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	Then apply a cushion to the affected area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	And then apply a bandage to the area, covering the area with a fine cloth.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And then, for a sprained ankle or knee, apply a bandage to keep the injury from worsening.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And if the patient's pain is in the shoulder, hold the injured area open with a cushion, and you have to keep the broken bone elevated during the day.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And if the patient has fever in their legs or thighs, it should be treated within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And apply the plaster to his legs, so that he may be treated for gout.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And if it is necessary to cauterize and soothe a man's legs, it is done in twenty-eight days, after a period of twenty-eight days of rest.
Capitol .vi.	The text appears to be in a language that borrows heavily from Latin, but also incorporates elements of Italian, Spanish, and other Romance languages.
De restauracio de fractura de la spalla.	This refers to the treatment of a fracture in the shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	A spatula is broken in the area of the patient's body, but they are not to be treated as such.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And so, when there is a fracture in a limb, it is treated by the surgeon's skill.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Then apply a cushion to the patient's legs, but place it carefully between the thighs according to the amount of pain.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	If your body is subject to a disease, the doctors are saying you have a problem with your bowels (in this case, a condition called 'the spatula') and that's when they will say it is a case of the spatula.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And so, to treat the condition, the physician should use compression and another cushion to support the body.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And consider the foot's location during surgery; if it is soft or weak, it should be supported by a cushion.
E jagua le malaute sobre le sieu latz sa.	Then apply the cautery to their legs.
E la spatula es restaurada en xx dias o en .xxv.	The first edition of the Latin-like medical text translates to:
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And then when it is done, you will have dissolved the humor that causes pain to the joint.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you must treat them, use a pointed cautery to drain the humors of gout.
Capitol .vii.	Chapter 7
De restauracio de la fractura del pietz.	On the treatment of pain in the feet.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot is now open to receive cautery treatment, but the cushion must be applied carefully on the legs.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	Then place your hand on their back, to prevent their pain from spreading to their thighs.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And if it is necessary to make a cautery on the patient's body, and you have to make a cautery on their chest.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Place a cushion under the patient's head and apply bandages to the affected area.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	When the patient's humors are too much in the legs or chest, it is called a disease.
Capitol .viii.	Chapter 8.
De restauracio de las costas quan son trincadas.	And then apply the cautery to their affected joints.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Sapiens, only physicians can treat gout, but do not use cushions or ointments for that purpose.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And if you know the pain of the bones, then apply the proper treatment.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And apply a poultice to the affected area.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And then if the fracture is in the foot, you have to apply cautery as well, because it's difficult to treat.
E ja les Antixs so engeniatz en aquela am motz engientz.	And if it is a cushion which is placed under their legs, they should be given another.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	Apply cauterization to the legs or abdomen (in case of inflammation) of the patient.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And if it is necessary to make points on the body, this is what is done for gout.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	When they are in pain, some doctors use bandages to treat them.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	Then place a cloth soaked in oil on their legs, and another on their chest, to prevent inflammation.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if he causes the bones to be pierced by the pain which they don't want, and another cushion is put on the foot, the patient will suffer less, and fear the piercing of the bone, therefore, is lessened.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then apply the two-day treatment to the patient with a hot compress, and use plasters to heal them.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if the intestine or cushion is placed on the foot, it is customary to treat the patient for gout with it.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And if they are affected by gout, let them be treated on the leg where they feel it in their limbs.
Capitol .ix.	This refers to a treatment for the condition described in the second sentence.
De restauracio de fractura del spondil del dos e del col.	This refers to a treatment method involving placing cushions under the patient's legs during a medical procedure.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	And if it is necessary to use a cauterizer on the patient's leg, then use a cushion for support and protection.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And so you must know that if you have a cushion under them and another on their legs, it is customary to say they are suffering from gout.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you have pain in your joints, you must call it gout when applying cauterization.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you want to know if they will heal or not, apply a hot cautery to their sides.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	This sentence refers to a medical condition that affects the legs, and states that it is not a hernia.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	And if it is caused by something else, it is better and lighter to be called Mays.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And if you pierce the abscess it will be possible to apply a poultice to heal it.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then apply a bandage to that joint so as to keep it from becoming inflamed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	When your body has suffered from the pain of gout, which is caused by points in the skin, you should apply heat to the area.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	When a physician has made an attempt to fix the broken bones in the foot, and the pain is from a cold humour, one should be careful that the other parts of the body are not affected by it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel pain in your legs, apply a cautery to the area where the pain is felt, and treat it with medicine for the treatment of the plague.
Capitol .x.	Chapter 10
De restauracio de la ancha.	Then apply the treatment for a cushion (placed on the legs) for the pain in the foot.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	And if the bones are affected by the pain that makes them break, then it is customary to call it a broken bone.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And you have already placed your hand on the patient's leg to prevent a cushion from being used.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	Then return the cushion to the patient's body, and hold it in place.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	Then apply the cushion to the affected area.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	E then the patient must be burned with a cautery to remove the cushion from their leg.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Then apply the appropriate poultice to the affected area, while keeping the patient warm.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	The first sentence tells us that if a patient's legs are affected by the mentioned ailment, the physician should treat them.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	Then treat them as you would a wound.
Capitol .xi.	Chapter 11
De restauracio de la fractura del adjutori.	It is customary for doctors to treat gout by applying hot compresses to the affected area.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	When a wound is inflicted upon the shoulder by a surgeon, he should be careful to avoid severing the tendons.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	Then you restore the health of the patient's body in two ways, one by placing the joint back into its socket, and another by using a poultice.
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	Two more cushions are placed on their legs, so that they will be supported.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And if it is necessary to cauterize the patient's legs, they should be burned in several places.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And if the cushion is placed on the patient's legs, the doctor should apply a poultice.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And if the wound in the body be in the other parts of the body, it is called the other way, by the other.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want to cauterize a bone or a joint, the other would be placed on the legs and another on the hands.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	So if the injury is near the muscle, apply another cautery to the affected area.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Similarly, if the fracture is to the leg, you should use a bandage on that area.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Then apply a poultice to the affected area.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	Mays, if necessary, treat the boil by using a poultice and applying a hot cautery to the area after seven days to prevent its return.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And so you must treat the affected area with a poultice to protect its skin from the burning.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	Then apply a cushion under their arms, and place a cushion on the patient's legs to prevent them from being cold or inflamed.
E lahoras usa de stelhas.	And so you should use hot poultices.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And thus, you have opened the body to allow for another person's hand to be placed upon the patient's foot.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then put a cushion under their legs, and another one on their feet, if necessary for pain.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And if it is a tight fit for your body, you can be sure that the doctor will have to use a cautery to burn out the bad part.
E quant pus es alonguada la fractura sia la strictura menor.	And when it is necessary for the body to be treated by a physician, it is customary to treat them.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	Then apply a cushion to their legs and return the intestine to its proper place.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	Then apply the cautery to the patient's legs as you said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And if you consider all parts of the body for three days, it is forbidden to eat food that causes inflammation.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	Mays three days after the pain has passed.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	When experiencing a fever, the patient has other conditions that may be causing the pain in their legs.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And you must carefully consider the location of the ailment, so that the pain does not spread beyond the affected limb.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And if the doctor needs to apply pressure on the foot, they will place a cushion for that purpose; and another cushion will be placed under the patient's leg.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	Here comes the translation:
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is severe, it takes two months for it to heal.
Capitol .xii.	Another one
De restauracio de fractura del bras.	Then apply a cushion under their [the patient's] arms.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	Two bones are the cause of pain in the legs; they are long bones, one calls them the small bone, which is the bone where the gout will be found, and the other one calls it a cushion.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And so the treatment by cautery should be applied to the affected area, using cushions to support the patient's legs and feet when treating them.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	The doctors will call it a gouty condition if your feet are affected by a disease that causes pain in the body.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the pain is severe, they used to call it "a broken leg" in their own words, "the fire" is in their foot, it is difficult to heal the fracture.
E pus mala de aquela es quan son trencatz dos osses essemps.	And two bones are already in place on his legs, they are bound together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if it is the bone of the leg that is affected, it is customary for the doctor to use a cauterizer to treat it.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	When the body is affected by great pain, you should apply a hot cautery to relieve it.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if it's necessary to make a strong cauterization on the feet.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And if you have to use a hot cautery, place it carefully under the skin, so that the burn does not reach the intestine.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And if the patient has pain in the legs, hold them in place so they don't experience pain.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And then let the patient be placed on his knees.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And so you must adjust the patient's bones for their best health.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if the pain in your body is caused by the way the bones are formed, then treat them with the power of your hands.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if you are applying a poultice to their feet, you should apply another to the affected area, and then place your hand on their feet and hold them in place with the hope of preventing further damage.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	So if there is a wound in their legs, the patient should be treated by an expert.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	Then apply a poultice to the wound.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	And now you will see how the patient's joints are affected by the condition gout.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And if it is necessary to cauterize, it's important to place the patient on their back or side first, and then apply a cushion above the location of the fracture to protect them from burns.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	And let the sheets be soft so they do not worsen the condition of the illness.
E considera le membre e·l liament aprop alcus dias.	And consider the other body parts that are near the legs to be treated for a few days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if the pain persists, apply cold water to the area.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	And let it be known, leave the metatarsal bone alone, for it is the one that must not be opened.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	Here comes the first line of the English translation:
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	Then, if it is necessary to treat the patient's gut, apply a poultice to their legs and use other methods for pain relief.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	Mays the patient has a problem that prevents them from having their bowels moved for 20 days or so.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And so the patient's leg was held in place.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	And if this fracture occurs in the legs, the patient should be treated according to the disposition of the humors.
Capitol .xiii.	The text you provided appears to be in Occitan, a Romance language spoken in medieval southern France.
De restauracio de fractura de la pinche de la ma e dels ditz.	And if the patient has other problems, the physician should be dealt with accordingly.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	Know that under the thumb:
