Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	When there are such pains that a doctor might be needed to apply cauterization or other remedies.
Capitol .viii.	Chapter 8.
De restauracio de las costas quan son trincadas.	And so that the body may be restored when its coasts are damaged.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	And we treat those who are afflicted with gout in the legs by using a hot cautery; this is how you should know.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And the patient's condition will be known when the physician uses a cushion to feel for heat in the feet.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	Do as the doctors do in such cases.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if it is necessary to apply a cautery to the patient's legs, they should be applied in such a way that the cautery does not cause pain to the patient.
E ja les Antixs so engeniatz en aquela am motz engientz.	And thus they are healed by the touch of the hand, for the cushion is used to apply heat to the afflicted area.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	Then apply the heat of your hand to the area around the affected joint.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And it is said that cushion is used to treat them; if there is no other treatment available.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And so they apply leeches to the patient, which they use to draw out blood from the body if necessary.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	Then place wool under their feet.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if you put your hand on their legs, then they will be healed by cauterizatio
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then apply to the patient's open sores a poultice, using cozies on the legs and another on their feet.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	You have already opened the source to apply a poultice.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And if the patient's foot is sore, apply a cautery to it.
Capitol .ix.	This person has been diagnosed with **"Gout"** by physicians.
De restauracio de fractura del spondil del dos e del col.	This refers to placing a cushion under the patient's head, and supporting their neck and back during treatments.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	And if it is necessary to apply heat to the legs or spine.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And you must know that if there is a cold humor under a patient's skin, it is customary to call it gout.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you have pain in the legs, apply heat to the affected area.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you want to know if he has gout, look at his feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	This is a statement that the first step in treating a wound is to apply a cushion during surgery, as was done in the past.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	And if it's not due to one of those causes, then it's probably something lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And if you are treating someone, then apply the cautery to the area that is affected by the phlegm.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And if you must apply an ointment to the patient's body, then order them to keep the affected area warm and moving, and to avoid using a cushion on it.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	If your body's humors cause a sharp pain in the feet, then they are likely to be treated with a cautery.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	When a bone in the leg is broken, it is customary to treat it with the help of a cautery tool.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel pain in your legs, apply a cautery to the affected area.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	Then apply the poultice to the affected area.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	And if the body is affected by the cold humors, then you must apply the points to the areas where the humors are present.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	Then apply your hand to prevent further injury.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	Then apply the cushion to the affected area, and support the patient's body.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	Then you must apply heat to the affected area if they are prone to it becoming another fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	E then apply the cushion to the leg.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Then apply the appropriate treatment to the affected area after removing the cushion from beneath it.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	From the given context, here's the translation:
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	Then treat the patient's legs accordingly.
Capitol .xi.	Chapter 11
De restauracio de la fractura del adjutori.	This is the translation for the restoration of an injured foot.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	When the wound is on their legs, they are to be cauterized by another doctor.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	Then, if the patient has a gouty condition, they can be restored by using a hot cautery on their feet.
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	Two or more ligaments are to be found in the leg.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And if it is a pain in the legs, it is called sciatica by doctors.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And if the cushion was placed on the patient's legs, the physician should apply his hand to the affected area.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And if you are in a position to make a decision, the other thing to do is to apply a bandage to the wound on the leg, and the other two bandages are for the other parts of the body that are affected by the swelling.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want to treat the intestine or veins of a patient more effectively.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And if the pain is in the legs, those should be treated as well.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Then similarly if there is a wound near the leg, you should cauterize the wound with a hot iron.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Then apply a poultice to the affected area.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	The treatment for this ailment should be done by applying a hot poultice to the affected area after seven days.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	The patient should be wrapped in the fabric to prevent swelling.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	Then apply a cushion under their arms, and place a cushion on your head so that you can be treated if necessary, etc.
E lahoras usa de stelhas.	You will need to use a hot iron to treat this.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And so, you should place your hand on their foot to prevent further injury.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then place a splint on the patient’s legs.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And if the patient's body has been injured, you should apply a cautery to their legs directly.
E quant pus es alonguada la fractura sia la strictura menor.	And when it is necessary for the patient to be treated, you can use them as a guide by using a cushion.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And so you will know the proper way to treat the pain in the legs and feet.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	Then apply a cushion to the legs, as described above.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And consider the following as a remedy for the ailment if the patient should be treated for three days.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	Mays three days are needed to wait for the intestine or hernia to be healed.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And so if the patient has pain in their stomach, one should apply a cushion to the area around their belly.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And if you apply the cushion to the joint at any time, the patient's pain will be eased.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And then apply a cushion to the patient's body, so that the patient may be treated with it.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	Here comes the translation:
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the bone is already fractured, then you will know by the pain in their legs.
Capitol .xii.	Another person's leg would be treated with a cautery after it has been another.
De restauracio de fractura del bras.	Then apply a bandage to their arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The patient has two parts of their body that are opened: the one in their legs is called a pain in the feet, e.g., when the diet causes the disease to flare up.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And so the disease is treated by the physician with cauterization for both the large and small areas of the body affected by the illness, as well as for the small cushions made from such things as gout.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	The restoration of the body's small humors will be restored, and the rest of the body will be healed.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the pain is severe, it can be difficult to treat.
E pus mala de aquela es quan son trencatz dos osses essemps.	And two bones have already been opened in him/her.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if it is the case that the patient's bone is fractured, another approach may be necessary.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	When the fire is burning hot, you will know it by its signs because it’s very painful.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if the two are together, they are to be heated up by the strongest cautery.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And if you are a doctor, you should know the condition of the patient's intestine.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And if the patient's foot is being treated, the patient should be given a cushion so that they don't tire.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And place a cushion on their legs to prevent them from being too close to each other.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And so you must make sure the patient's body is properly positioned to avoid pain in their legs.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if you have pain in the joints of their body, they are the ones who cause it to be bad.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if it is necessary to cauterize the area after it has been opened up by a surgeon, or if it’s a case of gout, which I think we can safely assume it is.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	The patient's condition is indeed serious, but perhaps they are simply using the term "aquel" as a way to describe their situation.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	The use of "l'altra" suggests this might be a Catalan text.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	And if there are other injuries to the arm or elbow, you should know that they can be treated by a physician specializing in setting bones and treating injuries to the limbs, who will use specialized tools for this purpose.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And if it is necessary to cauterize something on the leg, then put a cushion under them.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	And if the pain is in their legs, then use cushions under them.
E considera le membre e·l liament aprop alcus dias.	And consider the other parts of the body needing attention.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if there's pain due to blood in the body, you should apply a cushion or wrap on their legs and call it by the appropriate name, which is what doctors call gout.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	And let the cushion be placed so that the body does not move.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	Here comes the first line: Translation 1: If you have a pain in the foot, then put your hand on the affected area to help soothe it.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	Then apply a cushion to the feet for a few days, lest they become more swollen.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	Mays it be necessary to apply cautery to the patient's body.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And if you need to keep the patient's feet still, then place a cushion under them.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	And if it's a severe fracture, it should be healed in 30 days.
Capitol .xiii.	The thirteenth chapter should be placed after the chapters about gout, as seen in the examples you provided.
De restauracio de fractura de la pinche de la ma e dels ditz.	And if it is necessary to treat the pain on their legs, place cushions between the patient's thighs.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	Know that the pain in the fingers caused by the cushion is due to gout, which is a different disease from what is commonly called the foot's pain.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And if there is injury or illness in the body, the physician should use different treatments for each ailment.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And if a patient has pain in their legs, they should be given cushions to cushion the area around their hands.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	Then apply a cushion to the affected area; for the patient's legs are sore and swollen, et si tu se’n vol fazer, fai un peu de drap for them to be wrapped in cloth so they don't become inflamed.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	When the pain is in the joints, then it's called gout, but if it's on the foot, they are simply called "gout" .
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	And if it is necessary to cauterize the patient's body, that is how it should be done.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	Then if the injury is outside the bone, then you must apply the cushion to the affected area.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	And if the pain becomes severe, they should apply heat to the area, and keep the intestine or hernia contained.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	Mays es que la lesa es another cushion under the other hand, e liats are other treatments for gout.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	E consider the location of the wound, for it is customary to place bandages on the affected area.
Capitol .xiv.	The text discusses a medical procedure involving applying a cautery to the foot in the context of treating gout.
De restauracio de fractura del os de la coyssa.	De costuma, the restoration of the bone in the thigh.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bone in the leg is called a bone.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The patient was likely to have been treated for their ailment by using a cautery tool on their feet.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And then place his hand over the injured area, as well as the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	When the foot is affected by gout, a denolh is used to support the affected area.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	And if there are other symptoms in the body, such as pain in their legs, apply a cushion to the affected area and another on their chest.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And if you have to use a bandage or apply pressure on the patient's legs, the body will be healed.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	If it is a boil or abscess, you'll need to apply heat for several days.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	Then apply a bandage to the affected area, ensuring it's tight enough to prevent swelling but not too tight.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And then apply a hot poultice to the affected area, for which you should use a hot cautery.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	And so you have opened the space between their legs, and when they are treated, they will be healed.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Then use cloths to bandage their legs, so that the swelling subsides.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	Then, if it's a question of setting a cushion under the patient, make sure to avoid the opening being too large or too small so it doesn't become painful.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Then place two cushions on their legs so the patient's intestine isn't pushed out.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Then, if it is necessary to apply cautery on their legs, you should use a sharp instrument.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	Then you should use those remedies which are suitable for each part of the body.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And another method is to apply force to keep the rest of their body from being affected by this affliction of the foot, as doctors have said.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	Thus the patient's intestines are treated with a hot iron.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And if they have been used to such pain for 40 days or more, or less than that, then apply a poultice to them.
Capitol .xv.	Chapter 15.
De restauracio de la fractura de la rodela del denolh.	This refers to restoring the intestine, so I'll assume the first example was correct:
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	This means that the patient has been treated for a broken bone.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	Then apply cautery to the wound if the pain is in the legs, e.g., from gout.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	And then the patient will be restored to his original state.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	Then place another on their round leg, and apply a poultice to their foot, which is the appropriate place for the treatment.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Then they are considered other fractures, which are also known as a boil in some parts of the body.
Capitol .xvi.	The text uses Roman numerals and "E" for "And" so it likely refers to a chapter title: "Capitol XVI"
De restauracio de la fractura de la camba.	And then treat them for their pain.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	The first example shows a doctor using the term "the doctors" for something that happens in the body, the second one, a pointed instrument, used to perform surgery.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	And so, if there's a need to remove the pain from the patient's arm.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	And if the patient's legs are injured, they should be treated with bandages or splints, as needed.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	And if the patient has a small bone in their foot, it should be treated with a cushion.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	And if it is broken bones, then it will be another cause that needs to be addressed.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	And so the patient's legs are supported and the pain is treated by applying a cushion.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	But if the pain is in the legs, it is said to be a sign of a disease called "la laia" which affects them.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	When there is much pain in the leg, you should apply an application to the legs and call it palmate and use a cushion for the foot.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And if it is a two-part sickness, one should place the cushion on the other leg.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And place a cushion under each foot to prevent them from being exposed to cold humors.
