Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	And if the patient's legs are elevated above their body, the pain will be felt in the limbs and chest.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And then you can apply your hands to their legs for healing.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Then cover the broken leg area so that the wound doesn't become inflamed.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	When it is difficult for you to reduce the swelling in the patient's foot, then use a cushion on their legs to support them.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then apply a cushion to the area where the pain is located?
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And if the bone is returned to its natural position, it will be painful for the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	And if you are treating someone for gout, make sure to apply a cushion soaked in vinegar or something similar to the affected area.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And if you need to apply the cautery, leave the bandages on the legs open.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Then apply a bandage to the affected area to protect the patient from the plague (which is what causes gout to be so painful).
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if you have to apply cauterization, make sure to use a different technique for the legs.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Then use a hard cloth to press against the affected area in order to prevent further injury.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	When a doctor sees an inflammation or pain in the body's parts, that he treats to restore the condition of the body to its natural state.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Therefore, apply a poultice to the affected area.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	You've already tried to treat the plague, but now you have to apply it again to the patient's arms and another person has to be present to hold the patient's hands.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And if you have to remove something from the body that has been caused by humor, you should apply a hot compress to the affected area.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	When a doctor has to make a decision, their judgment is based on experience and knowledge.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And so you can treat the pain with a hot compress to open the pores of the skin on the foot.
Capitol .xx.	"Then, apply cautery to the affected area."
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	The treatment of wounds in case of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	This phrase describes using their hands to treat the patient's ailment by placing them on the legs or other affected areas.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	and apply poultices to the affected area or use cautery if it is recent pain that affects the joints, and apply a cushion on the new growth to soothe the pain of the recent growth and apply a cushion
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	E aprouve the pain of a lead poultice applied to the legs; a pain that is often experienced in gout.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	Mays is the name used by doctors for those whose intestines are inflamed.
Capitol .xxi.	Chapter .xxi.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Then restore the bones to their proper place in the leg, and then put them back in.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	And if there are many causes for the pain in the chest, they have to be treated carefully, because the problem may be caused by various factors.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	This line should be translated as:
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then apply a poultice to the affected area so it doesn't spread further.
Capitol .xxii.	Another translation for "Capitol .xxii." is "Chapter 22".
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	And when bones are broken, treat them surgically and another cushion on their chest, so that the pain may be prevented from spreading.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	If a doctor has allowed the patient to have their broken bone treated, make sure that the bone is not broken in a way that would prevent it from being healed by a cautery.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	This is a very difficult task as I need more context to accurately translate. The phrase "Mays ja so statz" suggests "in our time" or "today", but without knowing what "motz" refers to in the context of this treatise, I cannot provide a complete translation.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	And there are many remedies for recent foot pain, such as gouty pains that are treated by the application of poultice made from herbs.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And so if there are no other remedies for the pain in the legs that are available.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	And if the person has been diagnosed with a cautery wound, you should apply a poultice to it, while a cushion is placed on their thighs and the patient is given something to soothe the pain.
Capitol .xxiii.	The body is being treated for gout by applying a cushion to the legs and using another method to hold the patient's hands.
De sermo en dislocacio.	This is Latin for "on speech and dislocation".
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation in the legs can be painful and cause large, debilitating injuries.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	So when there is a dislocation, the other two are for cushioning the affected area, while the third one is used to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for that reason, you should apply a cushion to the legs, so they don't open up on them, and do the same to the body, with another cushion under their chest.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When the bloodletting is done on the foot, it's covered by a poultice.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And place a cushion on their legs, and for them to be treated by other means.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	E si est'e que se per yeu to make an incision in the foot, you must first reduce the dislocation according to the method used by physicians.
Capitol .xxiiii.	And then apply the cushion to the affected body part.
De curacio de dislocacio de la mandibula dejos.	Apply a cushion to the jaw while applying treatment.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	E' una forma de gota.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the pain is less severe, gout is less likely to be the cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If a dislocation is complete, then it is necessary to apply a reduction to the joint.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And then cauterize the dislocated joint with the doctor applying pressure to keep the patient still.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	When the pain is severe, warm compresses and water will be applied to their legs and hands, then apply another poultice of the same.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And so, when you need to treat the pain in their foot, use a cushion for that purpose.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And if he suffers from pain in his legs, he will have to be treated by someone who can handle the pain.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And if you are administering to the sick, they are already in need of a cure.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to keep two mandibles in place for some time, lehoras you will cause anger and pain in the patient's feet, and other remedies are needed.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you have opened the body (for healing) it is important to use appropriate methods for closing the incision.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	And now place your hand on their shoulder to help the patient's body be protected from injury.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The fork in the road is not always a sign of a choice to be made; sometimes it is just a place where the roads continue onward.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And if the patient's foot is swollen, then they should be treated by a doctor.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And thus the patient will be treated for their illness.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then apply that cushion to their legs, and hold them in place.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the sickness be with you, may your hands be upon them.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And if you are a doctor, command the patient to be still and rest.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And then that servant will be returned to its natural position.
Capitol .xxvi.	E aprop (This phrase translates to "and then" or "and in turn," which would make sense when combined with the translation of the following sentences.)
De la reduccio de la dislocacio del muscle.	On the reduction of a muscle dislocation.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that it is by the action of the gouty humors that the other meaning of the word "gout" applies to the condition of the foot known as "gouts".
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it be dislocated by the back; and the second be it placed under their hands, another cushion behind them, and another on the other side, so that it may be set right.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And in many cases, gout causes pain en la parte of the body, where there are few muscles, it is difficult to treat.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	Some men experience pain when they have gout, which is treated with cautery.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then you have already cured the other ailment, but there are others.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	Then treat it as a dislocated joint, you should place your hand on their foot to prevent them from moving.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	Then apply cold compresses to the affected area, and avoid contact with the skin.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And from this dislocation, make a small reduction if it's a fresh dislocation and the patient is young.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the minister carefully tends to the cushion's althoug the patient's legs, he/she gently elevates their leg and places a cushion on their knee to rest upon.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Perhaps if the pain is in their legs, it's best to use a cushion for the patient.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then you will apply wool bandages to the wounds of the legs and feet.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	Then place a cushion under the bed of the patient's foot, to prevent the pain from spreading.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Mays if leavings are light, they may be used to apply pressure on their legs.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And so the patient should be laid down;  the cushion placed under their body, and a pillow upon his chest to protect the skin, but the other methods are too painful for him.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce the swelling by making incisions, they should use cautery on their legs.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then apply a cloth to the wound on the legs, to prevent them from becoming infected.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Then apply the treatment to the affected area, leaving the cushion for the patient's legs and another to their foot, ensuring the patient feels comfortable.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And if you need to apply cauterization, do so with a cushion placed on their scale, for example, the other leg is extended to be treated.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the filling is placed on the patient's legs, apply the poultice for seven days, but if it is not cured by then, use another method to treat the disease.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And if the patient's illness is mild, they are already comforted by the treatment.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	Then use a cushion to support the patient's food while another person supports their legs and the physician attends to them.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	See Translation 2.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if at the end of seven days, if the pain persists, it is treated as other ailments are.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	The meaning of the text is ambiguous, but it likely refers to treating a dislocated joint or body part using a cautery tool.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And if that other pain in the intestine needs to be cured, apply a bandage on the area after cauterization.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And when the illness has subsided, allow the patient to move freely again.
Capitol .xxvii.	Then apply the appropriate cautery to the affected area.
De curacio de dislocacio del coyde.	This refers to setting a bone or joint back in place after it has been dislocated.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	And another way to say this is that the joint of the body allowing movement is dislocated, and you are able to return it by manipulating the bone structure around it.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	Then call upon the other servant to apply heat to their bowels as a poultice.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	This is a recipe for making poultices for gout, which was a common ailment in medieval times.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	And if the pain is in the legs, then the patient has another word for it.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if it doesn't reduce, you should use strong force to pull it back.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And they have two ministers to their body.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And if it is necessary to treat a wound on the arm or leg, apply a bandage to their limbs.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the physician applies force to the joint with his hand, he will help those things which cause a loosening of the tension on the joint to be put back in;  and he placed a cushion under the patient’s legs.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Then apply what you can to relieve the pain in the patient's legs and feet, which are swollen from gout.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	You have already placed a cushion under them, so if there are no other signs of illness in the patient's legs, they must be treated with a cautery.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	This refers to the process of applying a cushion and possibly bandages to a person's legs and thighs, which I believe is an old-fashioned way of saying: "When dealing with a painful joint, such as in the case of gout, you should apply a poultice and keep it from being disturbed for several days."
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	And if you need to treat a patient for the disease, the first step is to apply a poultice.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And another [person] we place a cushion under them, and then apply another to their legs.
am intrament de banh, entro que sia linit.	Then place your hand on their arm, for when they are in pain, it is already the way to apply a cautery.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want to stop a patient's intestine from protruding, you should use a cushion on their legs, which will prevent them from feeling pain in their feet.
Capitol .xxviii.	**Capitol .xxviii. translates to Chapter 28.**
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Another cure for those suffering from dislocation.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	When the foot has been injured, it is customary to place cushions on it.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And if you are a doctor, and there is a need to reduce a dislocation in the leg, that is to say, that he puts the bones back into place, so that the other cushions do not have to be used.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	When first aid is needed for the foot, the doctor should apply a cushion to the affected area to prevent further injury.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And so it is good if you have already treated them for their ailment; otherwise, let it be, because they are already being treated by others.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	And then the other parts of the body were to be treated; in particular, the injured leg needs treatment.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And if they are experiencing illness, apply a cushion to their feet for 5 days.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	Then apply heat to relieve the pain, and gently massage the affected area.
Capitol .xxix.	In the first chapter of the medical treatise, we learn that the condition known as "gutta" was often referred to as "gout" by physicians.
De la curacio de dislocacio dels ditz.	And so, concerning the treatment of dislocations of the fingers, it is thus done.
Alcunas veguadas so dislocatz les ditz a tota partida.	And sometimes the bloodletting is done on the legs.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	Then apply a poultice to the affected part.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then place your hand on their head to prevent them from swelling.
