Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	Then return your hand to the patient's thighs.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This is the way to treat those who suffer from a lot of pain, and another way to treat them for a little while.
Capitol .xcvii.	Capitol .xcvii:  The patient's limbs are now being supported by other means.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Gout was treated by applying something to your feet.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	Then apply a leech to their clean legs, for they are in need of it.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	Then if you want to treat the intestine and other symptoms.
E cum son umplidas e caso.	Then if there is no other cause for the pain in their legs, they are considered to be suffering from gout.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if there's no other way to heal it, they should be treated with a cautery.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	Then, if necessary, use a heated cloth to treat the area where the patient's intestines are affected.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the patient has a fever due to a prolonged illness.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	When blood is thick, or if there are other diseases in the body, then it is called a trissat.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And if bloodletting is necessary, use leeches.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And so if the blood vessels are opened up, they will be able to apply a cushion to their recent injury.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	And when you wish to cauterize, cauterize immediately.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	And thus begins the treatment of gout for the third time in the same area.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is about fractures, which are often encountered in the practice of medicine.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh, son, know that doctors are accustomed to calling these things which can be cured by hot irons or cold humors
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	And if one wants to prevent an understanding of the text from being forgotten, they should use these writings, which are written for those who are learned, and others should be careful not to touch them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And if a patient has pain in the leg, they are opening their bowels.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	Then I have shown you how to treat the other parts of the body as well.
Capitol primier.	The first part of a text is given to us as "Capitol primier".
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	And another upon the foot, to apply cauterization to the legs if necessary.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	When translating "Cove donc" to English, we must be careful about the context, as medieval languages often have subtle variations in meaning depending on the source.  This phrase can mean:
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	Then use a sharp instrument to treat them, but be careful because if the wound is on a joint, you should be mindful of the patient's condition.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	And if you have a cushion on the patient's legs and are concerned about excess blood in their limbs, you should apply heat to the body to bring the warmth to the affected area.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	And then the patient should be returned to their proper place in the ranks, for which they are to be treated accordingly.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And if a cushion between the legs is used to reduce pain.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	Then treat the patient's bones, which are in the first place, with the use of cushions for the body.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And thus if it is necessary to cauterize them, they will be cauterized according to the wisdom of their time.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	The intestines of the sick person are affected by the cold, so too will they be treated.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And thus it is necessary to place a cushion on the limbs of the patient, as we have already said.
Mota diversitat de fractura segon diversitat del membre.	Mota diversitat del membru, e't altra diversia.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	When you know the cause of the pain, apply a hot cushion to the affected area.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	And I have seen the patient's leg in its own chapter, but only for those who have no experience.
Mota diversitat de fractura en si meteyssa.	Mota's work will be done by another, as they are unable to do it themselves.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	E so the intestine or gouty body has been given the name of another, but the doctor will use a different term for it.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	And if it's a pain in the intestine, a special cautery is used to treat it.
Mota senhal de fractura del os.	And then treat it with the appropriate remedies.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	The patient's pain from the bone being exposed to the cold and a physician can treat a fracture by returning the displaced part to its proper position and using a cushion for support.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	Therefore, when there is no apparent joint pain or inflammation, you can know that the ailment is not a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	If there is pain in the joints, it is possible that it is a case of twisted humors or gout.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And if it is necessary to treat the patient's ailment, then treat them with a cushion for support.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	And if it is necessary to apply a poultice to the first stage of an infected wound on the leg, apply a poultice for several days until the swelling subsides.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And if the pain in the bone is lessened by its occurrence, then one should apply cauterization carefully.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Then apply the second to their legs, if necessary.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	If a bone has pain, the use of bandages may be necessary for a broken leg or foot.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	And let the patient be cauterized in the position where you must place your hand on their legs to return the pain to its natural state.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	And so be careful to only apply pressure on your body's joints where necessary, and use a cushion for comfort when using the hot cautery method.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	Then you will see that he has his hands on their proper place.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	Then apply a strong cauterization to the affected area, as many doctors would do for gout.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	The patient should be given pain relief for that which is painful.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	The quality of the pain in the leg, if it's from the cold stricture, is what you should treat with a cushion and another person's help.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And for those that are small on the arms and legs, apply bandages to their chest, to prevent them from being burned.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	Then you have opened the way for a cure for those who suffer from such ailments in their feet, but there are no complications.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And if it is necessary to cauterize the legs or feet, it is customary for doctors to call it gout.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And if the joint pain occurs in the feet, it is customary to cauterize the affected part.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	Then gently warm the area of the injury little by little.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	Then take a bandage and wrap the injured area to prevent further injury.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	Then you must examine the patient's body to determine the cause of the pain.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	Then you will apply the poultice to the area of the wound.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And be that they are formed from the wood of palm trees or reeds;
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	Then apply a splint to the patient's legs, applying a bandage to secure them.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	The patient's legs should be positioned so that the cushion rests on them.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And then, you have to place two cushions under each finger.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	Then apply to the legs a cushion or another instrument used for cauterization.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Then place your hand on their chest to remember them.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	You see, for seven days you will use the cushion on the joints.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This sentence seems to describe a method used by ancient healers ("Antics") for treating injuries using a poultice ("emplaustres") applied to the legs or body ("mas les quals"). It likely refers to a specific treatment for gout.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	And so, to prevent pain from the flour getting into the patient's hands, a special poultice is used.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And if you have to treat a patient, apply hot cautery to the affected area.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	This is a cushion should be placed between the legs of the patient, which is a type of bandage. Use this remedy when the pain in the foot is caused by the body's humors being out of balance and apply it to the affected area.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	This translates to:
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	Then apply the cushion to the legs and feet as needed.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	And if you are a physician, take care to apply a cushion to their legs when using a heated iron.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	Then apply the poultice to the rest of the body, and treat the area with the use of a cautery, if necessary.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Other methods are used to restore it if it is necessary to operate on them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Take 1 part of mallow root, 1 part of comfrey root, and 1 part of chamomile flower, and make a poultice with wine: use these herbs to treat the pain in the legs and feet.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	And if it is necessary to cauterize their wound, use it on the legs or feet.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	The pain is soothed by a poultice made from lilly of the valley, chamomile, balm, and other herbs.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	This sentence refers to the treatment of a wound in the patient's foot and mentions the use of bandages and splints for proper healing.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	This practice, called "setting" the broken part by the doctor's instructions.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	And may be applied to reduce swelling.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	When the pain occurs in the legs and feet, the cushion should be placed on the patient's body to ensure that they are not harmed, but rather cared for, so as to avoid injury and allow the healing process to occur over time.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	Then if there is pain in the foot or leg, apply a cautery to it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And apply a cushion to the leg and let them be treated with seawater and vinegar, and keep the leg submerged in warm water for an hour, then let the patient rest for one hour after applying the cushion to the leg, and let the vinegar be applied to the affected area.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And he placed his hand on the patient's abdomen to apply a poultice.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	Then you should apply cautery to the affected area to prevent the inflammation from worsening.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	When the joint is treated with cautery, it should be done carefully for it's necessary to understand the cause before proceeding.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	E altre ma lesqu'ayssat le malaute e segon que es rememberes el seu use.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	This Latin-like sentence translates to: "And if you want to nourish the patient's broken leg, they should be prevented from being affected by the injury."
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	The above text translates to: When the doctors are unable to heal the patient's pain, they will be called "tortuous healers" or something similar.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	For I have seen that you have not done as the doctors do.
Capitol segon: De fractura quan accideys en le cap.	Of all the cases, this one is particularly difficult to deal with.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	Various types of fractures are caused by blows to the body.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the pain that comes from these ailments can be treated with hot or cold cautery to the affected area, and another treatment for those who are not in such a state.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is caused by another pain, and another on their feet, which can be severe or mild.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	The bone has fractured in such a way that it is broken but the fragments are still in place.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And if there's a fracture to the leg or foot, that's when it's already been broken by the bone in their joints.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	Then apply the treatment to the patient's body as if they were a child.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And if there are fractures in the bones of the foot, that's what they call it, but only if the patient has gout.
E yeu vindre am reremoracio de tot aquo en son loc.	And bring the medicine to the patient's legs, and hold it there.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And a cushion is placed under their legs to prevent them from moving.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And so, if it's a specific type of pain, it is known to be treated by applying a cushion to the legs and treating the fracture.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	Then if they have pain in the legs, we must consider their health at the beginning, its severity and the reason for the ailment, to see if it's a sign of something serious.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if the ailment is not an acute injury, you hope to cure it through this method.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	In such a case, it is customary for doctors to call this gout.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	If you place a cushion under your hands, it will be easier to keep the patient warm and comfortable.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	If the intestine has suffered a small injury, apply a cautery to the area affected by the pain.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And if you have to apply cautery, it should be done carefully according to the nature of the pain.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if you encounter the patient's intestines swelling, apply a poultice to them, and place cushions on their body, so that the cushion prevents the swelling from spreading.
E aquo sia segon una de dos manieyras de operacio.	And there are two types of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	Then apply another incision to the bones of the leg; this is how you do it for the legs.
E aprop administra mays le inscissori pus lat que·l segon.	And apply a cushion to the patient's legs, and another to their feet.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And therefore it is necessary to know how much pain they are experiencing in their limbs, so that if there are any signs of an acute attack, we can treat them accordingly.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And if there is pain in the legs, apply a cushion to the affected area.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong, they are called to be treated with a hot cautery.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	This is a command that means to apply heat to the area around the ankles and feet but to avoid applying it directly to the bone, as it would cause pain to the person if they were to be burned.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient that you burn a cautery on the leg where there are many joints to treat the patient, for whom the treatment is with a hot cautery.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	Then carefully measure the amount of pain in the affected area's bones and place a cushion under them.
