Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	"However, they debilitate the entire body and cause fainting in many people."
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	"And the benefit of bloodletting from the left armpit is similar to that of bloodletting from both arms."
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	"The quality of the position of bloodletting is that at the beginning it should be shallow and then proceed gradually by suction. And do not prolong the duration of bloodletting, but rather pause it lightly and remove it gently so that the humors come to the location by gentle arrival."
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	"And do not cease to repeat this until you see the location becoming reddened and swollen, and that the color of blood appears."
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	"Then scarify again and repeat suction little by little, and pay attention to the condition of the patient's body."
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	"Because that person who has tender skin with many pores, you must scarify him once and not more, lest the location become ulcerated."
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	"And command the bloodletter to widen the scarification a little and then proceed with gentle suction."
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	"And if the blood is thickened, then you must scarify twice because in the first scarification the path of subtle attraction to the blood and humidity of it becomes open."
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	"But in the second one, the extraction of thick blood is acquired through examination."
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	"And if the blood is very dark-colored, then a third scarification should be made to complete it."
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	"Finally, when we want to extract blood little by little or a small amount, one scarification is sufficient."
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	"And if we want to extract a lot of blood, we should make the scarification large. And if we know that the blood is thick, then we must scarify by a deep scarification."
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	"The term 'scarification' refers to the depth of the cut as far as the skin only."
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	"And if the skin of someone is thick, hard, dark, and their pores are narrow, then the locations for bloodletting should be anointed with gentle, softening, resolving oils; if it is in summer time, such as oil of aloe or violet oil, or doughnut oil, or celery seed oil. And if it is in wintertime, then use narcissus oil or lily oil or chamomile oil, or blood oil, and so on."
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	"If excessive humor is thick and cold, then oil of marjoram, or oil of balsam, or oil of aloe, or oil of aneth should be applied."
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	"If the patient is of tender flesh and wide pores, then oil should be prohibited, and the places around the wound should be washed with hot water or warm water infused with salt, or with decoction of wormwood, or with decoction of borrage, or similar remedies."
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	"And for one whose blood is excessively moist, wash their wounds with sour wine, or water of myrtle and sumac, and similar remedies."
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	"And for one whose humors are thick, wash their wounds with old wine, or water of hyssop (majoram), or decoction of dill, or chamomile, and similar remedies."
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	"And the wound should be covered before bathing. It is necessary to apply it near the bath for one or two hours after bathing, and to sleep near the wound."
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	"What needs to happen in order to regulate the bleeding from a vein that has been opened before cauterization?"
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	"Consider this at the outset: If the patient or one to be bled is choleric and full of hot and inflamed blood, then one should take causes for cooling, such as sour grapes, endive with vinegar and lettuce, and secanabin, and julep, and their like."
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	"And pauses from their foods such as chickens, birds' flesh, roasted meats, and dishes seasoned with spices, and similar things."
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	"And for one whose temperament is phlegmatic, it is necessary to give them to drink syrup of almonds or syrup of hyssop with fennel seeds and sumac, and odoriferous wine between old and new; and that they be advised to use moderation in drinking and eating, and avoid foods such as chickens, canary birds, pheasants, small birds, and pigeons."
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	"And on the day of venesection or phlebotomy, let drinking be greater than eating."
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	"And let some men be given to drink tyriaca alpharac, or musk medicines, such as muscata, or alcelita before venesection or phlebotomy or nearby, so that the principal members may be comforted and the blood subtilized; and let them not take that medicine afterward."
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	"But let those venesections that are not made for scarring be made in such a way as to pause from the liver, and on the spleen and podagra (gout), and on the navel, in the locations of the joints, and the armpits of the arms, because these members do not suffer scarification upon them."
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	"And they are not sought except for attraction of blood from the member, thus as venesection pause on the breast in illness of flow of blood from the nose; and they use that for the dissolution of viscous phlegm from the member, thus as pausing on the belly and the navel; because it rarifies the member and scatters it and removes pain by resolving phlegm."
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	"And already venesection is made on the temples when they happen in their apoplexy or palsy, because by virtue of strong attraction it draws out the phlegm and expels the wind from its location."
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	"And similarly it does when venesection is made on the liver and spleen for resolving phlegm in those enclosed."
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	"And these venesections are administered solely with suction, and sometimes they are administered with fire."
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	"And sometimes they are administered full of water from the Tiber in illnesses of the spleen."
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	"This is so that the venesection may be full and larger, so it is water boiled alone or water in which herbs are cooked for this purpose."
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	"Form of venesection administered with fire: let the width of the opening be two finger-breadths according to how we have formed it; and let the quantity of pitch be the most of a palm; and let it be on the side of it, in the location that is in the circuit, the most of it, and let the wick be small according to the quantity that enters into it through a needle."
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	"Let it be made of wormwood or citron, of large margins, lion's tooth, purslane, and hyssop, for that they do not harm the member by their position over it."
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	"And let it be in the middle of it a transverse wick of wormwood or iron, where the candle is paused with fire."
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	"And already this venesection is much greater than that which we have recommended; and the little one is less according to the illnesses and the state of him who uses it."
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	"And the venesections of the old and weakened are different from those of the young and robust ones."
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	"And the quality of pausing this venesection with fire on the member is that it extends the wick with fire of decent wood before a small candle of wax, and pauses that on the middle of the transverse wick in the middle location of the venesection, for that the fire may be kindled around the parting of the veins so that not the body of the sick person may be burned."
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	"And approach should be paused on the member of the sick person, and let it be over the wick that we have said, until when we have the venesections and do not need to hold the candle and that smoke rises above that wick, then the venesection will soon be dissolved."
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	"And approach the wick according to its manner, and repeat it if necessary."
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	"More in venesection that is administered in the illness of pleurisy, with water, in which there is no transverse wick nor wick, and it is not administered unless it be filled with water, and it is paused only on the member."
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	"And this is its form: And this venesection, the greater it is, the better, for that it can receive a great quantity of water."
Capitol .xcvii.	"Chapter XCVI."
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	"Bloodletting is not administered in most members but in those where it is impossible to place venesections due to their smallness, such as the eye and gum and similar ones; or in member devoid of flesh, such as the toe and nose and their like."
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	"And the quality of using those bloodsuckers that are found in muddy waters is if they are washed clean."
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	"And approach they should be laid day and night in muddy water until they are hungry, and that no cause remains in the belly of those; and approach let the body be evacuated at the beginning with phlebotomy and venesections; and approach rub the member of the sick person until it reddens; and approach they should be paused on it."
E cum son umplidas e caso.	"And when they are full and satiated."
E si es possible succio del loc am ventoza, es mays derier en juvament.	"And if it is possible to suck from the location with venesection, it is more preferable in treatment."
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	"But if not, then wash the location with sour wine and approach with much water; and let it be rubbed and expressed."
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	"And if the body of blood is prolonged near the skin of the bloodsuckers and it is hot, then take a cloth of linen in warm water and pause that over until the heat is absorbed."
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	"And if the blood is multiplied, then sprinkle over it three-times cooked vitriol, or walnuts and similar ones of the causes astringent, until the blood be arrested; or let the most of roasted chickpeas be paused on the location, and let them be laid until the chickpeas adhere to the location, and the blood is arrested."
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	"And if necessary, iteration of bloodsuckers, when it is possible to change those."
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	"And if bloodsuckers are prohibited from suspension, then let the location be rubbed with fresh blood or put a needle in the locations until blood comes out; and approach they should be paused, for those when they feel some blood soon adhere."
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	"And when you want them to let go, sprinkle over those a little of thrice-cooked garlic, or salt, or ashes, and they will soon let go."
Ayssi comensa lo prolec de la tersa partida: de restauracio.	"So begins the prologue of the third part: of restoration."
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	"This chapter is often necessary in the art of medicine, it is the restoration of fracture and accidental dislocation in the bones."
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	"Oh, son, know that they boast of this chapter the foolish physicians and the common ones and those who at any time do not regard the books of the Ancients nor read a letter of theirs."
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	"And for this reason it happens that this manner of the sciences in our land is private; and I am not he who has forgotten at any time be all; and have not added what follows, except for the length of reading the books of the Ancients and study on the understanding of theirs, until extracted the science from them."
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	"And now I turn to experimentation and study throughout my life."
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	"And now I have already described in this chapter everything that pertains to my knowledge and on which experiments have been conducted; for the sake of brevity, I have shortened it for you and relieved you from lengthiness; and shortened it even further by abbreviation; and shown it plainly enough in declaration; and formed many forms of instruments administered therein, as is done by addition in declaration, just as I have done in two preceding chapters."
Capitol primier.	"Chapter one."
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	"Summary and collections from the consideration of fractures of bones, from which a preliminary explanation is necessary before we begin to remember the members that are broken and diverse if any."
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	"Therefore I will say in the prologue of this chapter the summaries of speech, and chapters at the understanding of which at the beginning the artisans are forced to stand still and deliberate about the truth of those; so it is you and those who are eager that know or learn this noble art other than you."
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	"And then I say that when some fracture or dislocation or torsion or compression occurs, immediately you should take flebotomy on the patient or let him bleed, or whatever ensemble, if there is no prohibition of any cause, such as debility of strength, or if it is a child to whom it has happened, or an old person, or during a time of great heat, or cold."
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	"And it is appropriate that he should be content with his diet of fresh herbs and of the flesh of birds and crabs; and let him avoid heavy meats and filling foods, and every food that fills the veins with blood, until you are sure of an abscess cautery, and if you do not fear effusion of matter to the member."
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	"And then return the patient to his usual first regimen, with which he is accustomed to live."
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	"And then when the broken bone begins to be restored, then the patient should be nourished with nutritious foods of thick and heavy nourishment in which there is viscosity, such as pastries made from wheat cooked with water, rice, milk, chicken, beef, fresh cheese, thick wine and similar ones, and with this regimen coagulation of fracture occurs more easily and better."
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	"And know that the bones of the elderly when they are in men who are in the first decline and in the decrepit, it is not possible for them to be continued and consolidated according to their nature due to the dryness of the members of theirs."
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	"And they are consolidated and continued according to their nature all the time due to the dryness of those members, and those that are theirs at the end of childhood are continued and consolidated, such as the bones of young children."
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	"But nevertheless nature is ordered and adapted over the broken bone of any part with some cause such as glue in which there is thickness that adheres and strengthens it until it is conglutinated and united together, until the end of fortitude and firmness comes, like fire at the beginning, until no cause prohibits that from its works."
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	"And for this reason it is necessary to pause the patient's foods, foods in which there is gravity and viscosity and thickness, as we have said."
Mota diversitat de fractura segon diversitat del membre.	"Great diversity of fracture according to diversity of member."
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	"And know that the species of fracture are diverse according to the diversity of members, for a fracture of the bone of the leg is different from the fracture of the bone of the head; and the fracture of the bone of the foot is different from the fracture of the bone of the arm; and similarly all the other members are diverse among themselves."
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	"And I come with remembrance of each species of fracture, explained in its own chapter separated from the others."
Mota diversitat de fractura en si meteyssa.	"Great diversity even within itself."
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	"And the species of bone fracture are diversified within themselves; for there is an arched fracture, other than that which occurs in stars; and sometimes there is a fracture according to the length of the bone: and these are the fractures of the satagia and astellas and additional ones that proceed and do not proceed, such as is made in the pen when it is prepared to write, and it is a fracture with swelling and disruption in the head, and it is a small fissure fracture."
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	"And for each species there is an appropriate treatment in the restoration of it, which will come to remembrance later in its separate place."
Mota senhal de fractura del os.	"Many signs of bone fracture."
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	"And for this reason a bone fracture is known: there is tortuosity of it, and prominence and palpation of it to the touch, and that when you compress it with your hand."
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	"And then when there is no apparent tortuosity in the place nor is it felt when you touch the bone with agitation and the patient does not find great pain, then it is not here a fracture."
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	"It may happen that there is tortuosity or a small fissure, in which case you should not move it with your hand and compress all of it; rather pause over it with the medicines of which remembrance will be given at that appropriate moment for the place; and especially it should be stretched by subtle straitening."
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	"And know that the place where it is arched and not split in two or other than that which happens in the satagia, when all the part of its comparison has been removed, then you should begin from your hour to rectify it having cauterization done upon it."
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	"And if cauterization is applied to it, then leave it for a few days until the cautery has ceased; and meanwhile treat it according to each manner that you can of elevation and application."
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	"And know that the restoration and treatment of it is easier than for the bone in which satagie has happened."
E aprop strenh aquel segon que vindra la rememoracio de lu.	"And especially strengthen it according to what will come to remembrance later."
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	"But if there are satagia in the bone, then it is necessary to extend this broken member from two parts, if it is the hand or foot; or with your hand if the member is small; or with two cords or with one cord and your hand."
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	"And let your position be such that you hold the member in its natural figure while the parts of the broken member are extended, then you should strive to return those additions with treatment and according to each manner that you can in their places."
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	"And guard yourself according to your skill that no harm comes upon the patient by your operation of them nor injury; and strive to apply one bone to its companion with the best forms you can."
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	"And it is necessary that at that opportune moment you touch it with your hand and if here there is any different cause, then correct it and treat it according to the quantity of your virtue."
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	"And avoid violent extension and compression, as many foolish doctors do who often cause cautery to be applied because of their operation, or cause contraction in the member as we have seen from the operation of many."
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	"And also connect, apply equanimity and decent operation and support of that member, and rest and tranquility; warn the patient about this and make him avoid moving it during his vigils and sleep, and watch his revolutions and agitations, and direct all his movements with all your virtue; and wait until the position of the member is a position in which there is no pain, which is the cause when he feels in the disposition of the position of the member or injury. Then it is necessary to change that to another disposition in which there is no pain; and guard that the position of it be straight and equable so that the member does not become distorted when it is restored."
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	The quality of the restriction in the broken limb is that which I recommend; so you should know that broken limbs are differentiated by their smallness and greatness and by their shape.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And for those that are small like the arm and the hand and foot, then it is necessary that their dressing should be of very fine linen.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	But those that are large like the thigh or the leg, there should be a wrapping of linen and hard material; for this tight binding connects the large member and greatly strengthens it from all sides with restriction, ensuring that nothing enters.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And so beginning, so your bandaging of the fracture should be done carefully with proper binding applied there, over the place of that fracture with three wrappings or four according to what the limb deserves; and tighten it well with your hand using the linen.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And then take the remaining part above the place of the fracture and tighten it even more than before with your binding to ensure that there is not too much restriction at the site of the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	And then extend yourself with wrapping around the place of the fracture somewhat, and slowly loosen the binding little by little until you take one large part from it.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	And then take another bandage and wrap it around that other time over the place of the fracture with wrapping, and then go with the wrappings below the fracture; and let your operation be in tightening the wrapping and loosening it according to what has been said about the first wrapping above.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And then pause between the wrappings with a piece of linen or cloth with which to wrap around the tortuosity of the fracture if there is any tortuosity there; and if not, do not pause in it for any cause.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And then place another bandage over it, and then wrap around these wrappings gently and evenly at once if there is no inflammation or pus there, and afterwards pause over that which sits on the pus or inflammation; and leave it for a few days; and then tighten over it with stitches.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And let the stitches be of mature cane, carefully made; or of oak wood; or of branches of palm tree; and let the width of each stitch be according to this shape and figure:
