Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	And if there is a fracture of some of the fingers, if it is said to be serious, keep it united as it should be, and strengthen it with the palm, and if you wish, bind the little finger tightly so that the fracture is elevated and not crushed.</start_of_turn
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	If the fracture is in the other fingers, such as the ring, middle, index, or thumb, keep them united and bound together as a whole; or bind them all together in sequence, which is better; or keep them bound over that little bandage as we have said before.</start_of_turn
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	Consider in your restoration, and do that which opposes the use of excessive heat and cold — in other words, with your surgical operation — with what is covered when any cause of the aforementioned has occurred, as is repeated in the narration.</start_of_turn
Capitol .xiv.	Chapter XIV.</start_of_turn
De restauracio de fractura del os de la coyssa.	On the restoration of the fracture of the thigh bone.</start_of_turn
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bone of the thigh is broken with soft moats, and is declared to be converted to the front part and to the greater trochanter.</start_of_turn
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	And the restoration of it is made so that the ligament is strengthened over the fracture and another ligament of the outside of the fracture, and the patient is placed prone on the belly and on the face.</start_of_turn
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And the minister extends all the ligament to its part according to the quality, when the fracture is in the middle of the bone.</start_of_turn
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	If it is at the hip, then keep the ligament of the trochanter to the pubic bone at the fifth space, so that the limb is extended, and the other ligament of the outside of the fracture.</start_of_turn
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	If the fracture is close to the nail, then it is necessary to ligate the fracture close to the nail, and extend the fracture to the lower parts.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And the doctor should gently move the limb both above and below until the fracture is reduced according to its natural conformation; then cover with a bandage and keep it still, unless an accident happens to the limb later
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	If an accident happens to it later, then leave it for a few days until the swelling subsides, and then return to your care
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The bandage of the fracture should be tight: cover the fracture with a hard bandage, and bend the limb two or three times, and remove excess air; and then cover the limb until it reaches the ankle and the heel of the foot
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And insert a long thread between the thigh and the foot near the nail, and bring the ends of the thread over the limb above and below the fracture, and tie a knot over the limb and the thigh as much as the bandage allows
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	And keep your thigh still at the level of the fracture, and place a splint over the limb of the fracture
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	And fill the space between the limb and the thigh with soft cloths, so that the swelling is absorbed
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	And start to tighten the bandage firmly around the area of the fracture with three wraps or four, and when you have advanced around the fracture site, reduce the tightening and make it lighter and softer
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	And extend the two ends of the thread to the lower parts until it reaches the ankle, and strengthen both ends of the nails on the other side so that the nail is not pulled out of place
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	And keep the limb still in this way, so that no accident happens to the limb during healing or swelling does not occur or that the fracture does not worsen; and if any of these things happen, immediately suspend the treatment and rectify what has happened as soon as possible, as we have said before
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	If the bone is very painful, then it is necessary to ligate that as soon as possible; and if not, leave it alone and care for what has happened before, until it is healed.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	The doctor should adjust the fracture of the thigh so that it is aligned with the nails, as we have said in the instructions and in the book.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	However, in the restoration of the limb in this way does not cause the patient to limp; and if it is restored alone, without applying the other bandage, it is necessary that the other limb be clamped as well
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	Remember that the thigh is strengthened in thirty days or a few months or a few weeks, according to the diversity of the conditions and the other provisions
Capitol .xv.	Chapter XV.</end_of_turn>
De restauracio de la fractura de la rodela del denolh.	On the restoration of the fracture of the thigh bone.</end_of_turn>
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	Remember that the fracture of the thigh bone is often delayed, but it does not happen without the application of these cloths externally.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	If an accident happens to the fracture, it is not anything more than a fissure or crack in the limb, and this is accompanied by swelling or bruising, and about this one must be silent
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	The restoration of the limb is when it is ligated as much as is possible so that it is reunited and joined as soon as possible for the greatest ease and comfort and convenience.</end_of_turn>
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	And keep the plaster and the round splint still, if you wish; and strengthen the bandage as much as is convenient.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Consider all the precautions that we have recommended in other fractures, such as swelling and keeping things still, which is what is most convenient until it is healed.</end_of_turn
Capitol .xvi.	Chapter XVI.</end_of_turn
De restauracio de la fractura de la camba.	On the restoration of the fracture of the limb.</end_of_turn
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	Remember that in the limb there are two bones, of which one is thick and is called the limb; and the other is thin and is called the bone.</end_of_turn
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	The same thing happens with the various types of fractures that occur in both bones of the limb, and for this reason the restoration of the limb is as much as possible like the restoration of the limb itself, and the operation is one.</end_of_turn
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	If two bones are fractured together, the limb is converted into its entirety.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	If two bones are fractured together, the limb is converted into its entirety.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	If two bones are fractured together, the limb is converted into its entirety. The other limb is usually affected, and this is the cause of your pain.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	And give extension, equilibrium and ligature of the bones according to that equilibrium
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	Moreover, if the fracture of the limb is slight without having soft swelling, make the extension milder and lighter, and relieve with your skill.</start_of_turn>
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	And in the limb is any cause of operation on the hand, and it is when you have gathered the fragments and when you have completed your surgical work, then you will take pins of glass from the foot which is placed outside the causes which are placed inside, and so make them sufficient but not excessive; give them the size that suits the limb, and from the nail inwards.</start_of_turn>
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And cover with two covers each part according to its length, and place one over the part of the limb from one side and the other over the part of the limb from the other side, and so from the nail inwards of the foot.</start_of_turn
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And tie the two fragments in three places at the two extremities and in the middle part, so that the limb is prohibited from leaning to the right and left, and remains in a good position.</start_of_turn
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And a bandage of glass is administered according to the length of the limb; and keep the limb still in it so that it conserves that movement.</start_of_turn
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	More importantly, cover what is fractured well, and when that is properly placed.</start_of_turn
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	And consider in every day the limb and study it thoroughly, and you will keep it free from after-effects and from inflammation or other causes similar; and when these things happen, then remove the bandage until it is healed.</start_of_turn
Capitol .xvii.	Chapter XVII.</start_of_turn>
De la fractura del talo e dels osses del pe e dels ditz.	Of the fracture of the ankle and the bones of the foot and the toes.</start_of_turn
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	The ankle does not often suffer fracture; however, some fractures occur in the bones of the foot; and the toes rarely fracture, and they do so only when their situation is unfavorable.</start_of_turn
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And if there is a fracture in the bones of the foot, and sometimes when these bones must be elevated between them, then you must put the foot on the ground prepared as when going out.</start_of_turn
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	And put a foot on what is elevated from those bones, and then chalk them, and press and bind them until they are healed in the places.</start_of_turn
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	And put on plaster and stop discharge, and keep the belly of the foot a little wider than the two caps of glass.</start_of_turn
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And strengthen that which has been straightened, because you have covered that with bandage and other causes which you do not indicate.</start_of_turn
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And when three or four days have passed, then you will remove the bandage, because you will find the bones healed, or fractured or dislocated, and the operation in these is like that of a cunning man.</start_of_turn
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	Moreover, if some of the toes are fractured, then restore these and bind them as before.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And keep the fractured toe steady according to the length of the toe, and make it a little wider; and keep the foot on this table which has been recommended to you, and strengthen that which has been straightened downwards.</start_of_turn
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	Moreover, if there are two or three or more fractures, then you must keep each toe still according to its quantity covered in soft leather, and strengthen the table at the bottom of the foot, and stand on one of the ends of the table to keep the foot in good retention.</start_of_turn
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	It is convenient for you to know that you have not mentioned all the causes which we have said to you in the other accidents which we have mentioned; and take care of any accident which may occur to you while you are covering.</start_of_turn
Capitol .xviii.	Chapter XVIII.</start_of_turn
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	Of the fracture of the heel of the femur and the bone of the patella and the groove of the heel.</start>
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the thigh bone is fractured, then the pain ceases in its usual place and it inclines towards the part two inches below the knee.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	When the thigh bone is fractured, then the mother must fill the thigh with wine; and make a point on the thigh in the same way as before; and elevate the two little bones below until all that is outside is forgotten until the part of the thigh which is below the knee has returned to its normal place.</end_of_turn>
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And place powder on the two little bones, and when you wish to urinate, the cushion is facilitated and the urine will flow; and reduce and return that which was previously mentioned according to the manner in which it was commenced, and place the powder away once more.</end_of_turn>
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And do thus for seven days or until recovery occurs.</end_of_turn>
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	Or if you wish, take once of vinegar and strengthen over the knee a tube of sponge; and draw out all the urine from the bladder into the thigh, and then close the tube so that the bladder is compressed until the fracture returns.</end_of_turn
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And keep the thigh filled with wine for several days as we have recommended, until recovery.</end_of_turn>
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	When the thigh bone or the shin bone is fractured, then administer in the restoration and swelling of them the things that we have recommended for the ankle bone.</end_of_turn>
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And what is hidden in these primary fractures is not concealed in them and little debt is to be expected, mostly to that one to whom it is some study and who understands this book well; for that fracture means to you in the greatest possibilities of restoration and stricture of them, and therefore understand well.</end_of_turn>
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	More when the thigh is fractured, take vinegar and mustard, and put the mustard in that; and put a cover over them and cover them, and keep it covered for three days or until recovery occurs, and be healed.</end_of_turn
Capitol .xix.	Chapter XIX.</end_of_turn>
De restauracio de fractura dels osses quan es am plagua.	Of the restoration of fractures of the bones when swelling is present.</end_of_turn
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is convenient in that to which an accident of fracture with swelling has happened, and more so if the bone is great as for example the bone of the thigh or the bone of the forearm, or is similar to these, that you take care of it and apply poultices to it as much as possible even if the symptoms of inflammation are at your ease or as they are reported to you.</end_of_turn
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the swelling subsides, cover that you keep to the retention of the liquid which you have powdered over it if for another reason it is not present.</end_of_turn
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And begin to restore the fracture in that way on the eighth day, and do not prolong it, if not after an apostem.</end_of_turn
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	More if an apostem occurs, then leave the restoration of them until the ninth day, until the apostem has subsided, and do not approach them on the third day and the fourth of the whole thing, for you will make them happen worse.</end_of_turn
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	More if the fractured bone is prominent over the knee, cover that you perforate to reduce it and equalize it with your hands as much as possible and with little extension.</end_of_turn
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	More if the extension is not prepared for you and the equilibrium of them with your thighs is not at your convenience, then you reduce that with your hands as much as possible and with little discomfort; and that discomfort is useful for iron, the length of which is seven inches or eight and the width is according to the quantity of the swelling; and for this it is necessary for the physician to take into consideration these three or four things according to the quantity that you indicate in the treatment of every kind of fracture.</end_of_turn
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And be round, and be in little height so that it is not doubled over by the pressure in the time of the operation.</end_of_turn
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And be of acute extremity to which it is close in the limbs; and be the distance from it to the great toe bent, and from the middle to the heel.</end_of_turn
E aquesta es la forma de lu:	This is the form of them.</end_of_turn
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And it is called in Greek “labre volentz atelarem”, so it is little pale.</end_of_turn
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	For that cover that the acute extremity is raised over the prominent limb.</end_of_turn
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And put it in a bandage until the bone returns, and be equalized with any equilibrium.</end_of_turn
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Therefore strive to stabilize the fractured limb between them, and if the limb is fractured slightly and does not cause them undue discomfort, then it is sufficient to insert the limb into the surrounding tissue that has the power to hold it in place.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	Even if you are unable to reduce the bone entirely as we have recommended, it is sufficient to suffice with that which covers the injuries from the surrounding tissues which we have mentioned; or bind that with one of the nails in any way that you are able.</end_of_turn>
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And take away that which remains in the bone of swelling and small wounds.</end_of_turn>
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	When the bone is reduced, and the patient experiences severe pain, it is known that the bone has not been returned to its natural position; whereupon you must do what you can to comfort the patient greatly.</end_of_turn
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When the restoration of the limb is complete, which is done to the bone, then immerse the wound in black vinegar, especially if it is summer, and do not put any oil on the wound, for this causes it to soften and decay.</end_of_turn
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And immediately administer sponges at the time of eating in addition to the restoration of the limb, and leave the wound uncovered until the wound has been closed with sutures and dressing as required according to the extent of the wound.</end_of_turn
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Be very careful not to strain the wound at the fracture, for this is what often causes the physicians to lose their patients, and it will cause great suffering to the patient if it is delayed or if it is done carelessly.</end_of_turn
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if the fracture is slight and soft, unlike the fracture of other bones.</end_of_turn>
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	If the wound is large or if there is suspicion of a severe accident to those bones which we have recommended, and if there is pain in the area, then do not put on any sutures, but rather apply a bandage of fine cloth in place of the sutures and tighten it around them.</end_of_turn
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	When two or three days have passed since the wound began to heal, if there is swelling in it, then remove the vinegar which you had placed on it, and administer calamine, which is customary for healing wounds, along with any other medications that you deem appropriate.</end_of_turn
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Advise the patient to keep the limb still and consider the wound every morning and evening until it is consolidated and firm, and that the limb is prepared in such a way that the swelling subsides from it to the lower parts without difficulty.</end_of_turn
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If several days have passed since the wound appeared and it is neither consolidated nor has it been evacuated, then it is known that there is a delay in healing and that the wound should be treated with attention.</end>
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And if those delays which are separated remain and are extruded, those which are not separated and cause the limb to swell and cause pain, you must order that they be excised as soon as possible.</end>
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	If gangrene or decay occurs in the wound, this is a sign of severe infection, or other kind of corruption and decay, and in such a case you must immediately suspend any treatment which has preceded this narration in the capital.</end>
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And if the limb is grossly fractured, examine the limb as you would the limb of a cripple or a helper, and take precautions as you would for the great limbs, and do not presume that the attraction of the limb will be enough, or that the extraction of the limb which often happens will not cause death; but rather leave it in place until it recovers naturally, which will take approximately twenty or thirty days.</end And if you are able to cure the wound, leave it alone; if not, leave it as it is.</end
Capitol .xx.	Chapter 20.</end>
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	On the treatment of swelling which occurs in the aftermath of any fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	These swellings often accompany the healing of fractures, and are especially common in the vicinity of the joints, and often hinder the natural functioning of the limb.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Therefore consider if the swelling is recent and administer medicines which have a constrictive action so that it is less painful, and look, and touch, and inspect the limb in every way, and if you see or feel anything abnormal, take some or all of them away, and mix them with vinegar or album of herbs, or with vinegar and oil, and cover the swelling with this until it subsides, and bind it tightly around it.</end_of_turn>
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	Leave the extraction until it has been at least a few days; and if you extract it, repeat the procedure until the swelling has disappeared; or bind the limb tightly with leaden tape, which has the property of reducing swelling in limbs.</end_of_turn
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	May it be that if he has already become petrified and stretched, and necessity compels him to cause pain in that manner, then split that part most sovereignly of him, and puncture the superfluous or eminent, or withdraw that which is at the root of the cause until it is remaugued; and care for that which remains until it is healed.
Capitol .xxi.	The provided text is in a medieval medical treatise written in a language that resembles Latin, Italian, Spanish, and French. Here is a translation:
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	In the restoration of a fracture when it is restored and then immediately the limb should be kept flexible not following its natural movement.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture has been restored, and then immediately the limb should be kept flexible, for in these cases there are several causes for this: one is the multitude of solution of the ligament and the tightening of the limb which has been made in vain; or for the excess of stricture of the ligaments that the nourishment is prohibited from running to the limb; or for the multitude of superfluous embrocation; or for an abnormal movement that is not in its time; or for the scarcity of health in the body of the patient and for the weakness of his limbs
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	The care of this is to feed the patient and make him drink until his health is multiplied in him; to administer baths; and to give him poultices and let him know about them.
