Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the flux of these is that the patient introduces his hand into cold water until the fever subsides and the vein appears to be obvious.</start_of_turn
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And take hold of that limb with strong hands and tight grip; and flux according to the small transversion, neither horizontally nor vertically.</start_of_turn
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And let the awareness be wide and your flux be as great as when you flux that over the joint of the hand a little.</start_of_turn
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if it is prohibited to evacuate the sanctity, then leave your hand in cold water and let the sanctity go into the water until you have accomplished your purpose.</start_of_turn
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	May you be excused if you are in the summer days from the evacuation of the hand in cold water, and that the month is suspended for the body of the sanctity in cold water in winter.</start_of_turn
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the flux of this vein is safer than all the others, because it has no pulsating vein or nerve.</start_of_turn
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	The flux of the thumb is related to the diseases of the foot.</start_of_turn
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of the flux of these is that you strengthen the limb with the ligament or your hand, because you have put it in cold water, until the vein is swollen and is shown at the same time; and flux in that small transversion; and if you do not do this, it will not work.</start_of_turn
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And take care not to touch your hand with the flux, because you will leave it without nerves of the fingers denuded of flesh.</start_of_turn
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And take hold of your hand in cold water and let the sanctity go into that, because if you do not take hold of it in cold water, the sanctity will coagulate in the orifice of the vein, and it is prohibited to flux.</start_of_turn
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when the sanctity is extracted according to the quantity of necessity, then you pause over the vein oil and salt, so that it is not solidified too firmly; and in the meantime cover that you make in every way.</start_of_turn
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	May the help of the flux of this left thumb be that it is related to the diseases of the heel.</start_of_turn
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do the same in the flux of these as you have done in the other.</start_of_turn
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	The help of the median vein is for the diseases that are in the part of the lower body, such as those of the groin, as well as the diseases of the major limbs, and retention of menstruation, and the diseases of the tonsils, ulcers of the bowels and ancient abscesses, and to them is added the resemblance of the diseases.</start_of_turn
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	The quality of the flebotomy is that the patient immerses the whole foot in warm water and makes friction thereupon until the veins become apparent; and it runs along the ankle; and the place of the vein is that which appears to be protruding from that, and from that so branch out on the surface of the foot moving upwards.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	Therefore, in such a case of flebotomy, let the limb be widely opened or leave the limb wide open to the degree that its swelling subsides, which is better and safer.</end_of_turn>
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you perform the flebotomy on the surface of the foot, then you must take care of the nerves that are left on the surface of the foot, and stop the flebotomy when you have passed through the area where you are performing it, as if you were going to puncture it.</end_of_turn>
E sia le fleubotomi vosil.	And thus be cautious.</end_of_turn>
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	Maybe if it is forbidden to immerse the limb in water; then immerse the foot in warm water and let the wound run its course within that which it is evacuated.</end_of_turn
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the flebotomist makes a mistake in the first attempt, then repeat the flebotomy a little further, because the place is safe; and do not fear its bite, but take care of the nerves as we have said.</end_of_turn
E semblantment fay de la sophena del autre pe engualment.	And in the same way do the same with the other foot, quickly.</end_of_turn>
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And as for the sciatic vein, the place we have said is at the ankle beyond the crease of the hairy part.</end_of_turn
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The help of the flebotomy is when it is for the wound that is burnt with the cautery.</end_of_turn
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	The quality of the flebotomy is that the patient immerses the whole foot in warm water and makes friction thereupon until the veins become apparent, and it runs along the ankle up to the heel of the foot as far as four fingers to a long strip which does not appear except in water.</end_of_turn
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	Therefore, when it appears, then perform the flebotomy as you see fit and as you pass through, and it is better; or puncture it by incision or by excision, because the place is safe.</end_of_turn
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	And this is in most homes not known; and if you find it, and do not feel any sensation of it, then perform the flebotomy on some branch of it, and that is the one that appears in the two feet beyond the ear and the ankle.</end_of_turn
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	Take care of the nerves, and run the wound as much as you want.</end_of_turn
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Then remove the tension and stop above the place of the flebotomy, tighten the place, because it is healing quickly.</end_of_turn
De ventozacio e de las qualitatz de uzar de aquelas.	From the breeze and the qualities of using these things.</end_of_turn>
Ventozas so de corns, o de eram, o de veyre.	The winds are of corn, or of ivy, or of hemp.</end_of_turn
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	And the breeze is effective in two ways: one is by scarification and extraction of pus, and the other is by bleeding.</end_of_turn
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And this bleeding that is called bleeding is done in two ways, that is, either by fire or by fire.</end_of_turn
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the winds that are administered by scarification and extraction of pus are fourteen places of the body, of which one is the ankle, and it is the heel; and the middle two of the heel; and the wind of the chin below the jaw; and the wind of the two eyebrows; and the wind of the beard; and it is at the root of the beard; and the wind of two flames; and it is from two flames; and the wind of two cavities; and the wind of two cushions.</end_of_turn
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And the breeze does not extract the pus from the large veins that are spread throughout the flesh, and for this reason it does not possess the power of these; just as it is not in the case of flebotomy; neither does it suffice that the breeze be effective by fire or by fire in any ailment that is not appropriate for emptying the whole body.</end_of_turn
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	Maybe if necessary, provoke the breeze for an ailment or for continuing, administer it at the beginning and at the end of the month, and in the middle of the month and whenever you want.</end_of_turn
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The cause of this is that in some men there is an abundance of pus within them, so that they are unable to digest its extraction by the breeze and find in the head a great swelling and swelling; and from these there is that they find repletion and swelling on the face and in the head, and on the neck; and from these there is that they find itching in the face and on the brow, darkness and dizziness in the knees; and from these there is that they vomit the place of their breeze; and from these there is that their laughter is multiplied; and from these there is that they find the taste of pus in their mouth, or that the tongue is clotted and spitting out pus; and from these there is that they sleep multiplied, and from these there is that they see pus in their sleep swelling, old people, boils and other causes that make them keep silent.</end_of_turn
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	Therefore, when such things happen in any case, and especially if they occur on the third or fourteenth day of the month, it is customary to recommend a change of diet that has been delayed for two or three hours.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And with the aid of a change of diet, when the latter confirms itself with gravity in the head and towards the feet; it is more than enough that there be prompt evacuation of all parts of the body.</end_of_turn>
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This change of diet is in lieu of cephalic flebotomy.</end_of_turn>
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not lawful that one who is of a complete cold temperament, or in whom there is catarrh, should be given such a large dose.</end_of_turn
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And concerning those who are of a cold temperament, and in whom there is illness of the head, it is not fitting to give them such nourishment.</end_of_turn
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	Therefore, in relation to those who are subject to this, it is fitting to order the physician to suspend his hand a a slight distance from the heel, fearing the generation of oblivion.</end_of_turn
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	A change of diet of alcohol is better than cephalic flebotomy: and with this there is confirmation of asthma, constriction of bile and its duct, and hiccup, vomiting, and engorgement.</end_of_turn
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	Therefore, the change of diet of alcohol must be made in small doses, because if it is stopped suddenly, it causes weakness in the body and the stomach.</end_of_turn
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	A change of diet of almonds confirms headaches, ophthalmia, migraine, and toothache; and is better than cephalic flebotomy of the basilar vein.</end_of_turn
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	Therefore, command the physician not to touch his hand too much, lest he should injure the artery and obstruct the flow of blood.</end_of_turn>
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	A change of diet of barley confirms bad breath, corruption of the gums, and is similar to the diseases that are in the mouth, and is better than cephalic flebotomy of the alimentary vein.</end_of_turn
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	And the change of diet which is useful over the two buttocks confirms captan, which is useful for replacing heat.</end_of_turn
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	The change of diet from the buttocks near the fire confirms the benefit of cephalic flebotomy of three veins, that is, of the basilar, hepatic and cephalic veins, since those small veins which are beside the great ones until they reach the attraction of the three veins.</end_of_turn
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	Command the physician not to proceed too far in his cutting, for the location is naked of flesh, and there are nerves and arteries there.</end_of_turn
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	This change of diet is useful with respect to the cushions and confirms hemorrhoids and ulcers below.</end_of_turn
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	Therefore, command the physician to make a large change of diet, and that it should be of barley, because the location cannot tolerate a rough or dry change of diet.</end_of_turn
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	The greatest changes of diet of barley and oatmeal cause the evacuation of all the humors throughout the body, confirm ancient pains of the chest and of the head, of the bladder; they cause the menstruation, and cause vomiting and diarrhea; and are better than cephalic flebotomy of two veins, which is of little use, and of two cavities.</end_of_turn
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However, they do not nourish the whole body and cause nausea in many people.</end_of_turn>
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	The greatest changes of diet of barley and oatmeal are useful with respect to the change of diet of two buttocks.</end_of_turn
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	The quality of the position of the change of diet is that it stops the initial vomiting and diarrhea and then follows with temperate vomiting, and do not prolong the position of the change of diet, but rather suspend them gently, and that the humors return to their place gradually.</end_of_turn
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not cease until you see that the location has already recovered its swelling and inflation and that the color of the blood has returned.</end_of_turn
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	Then you should withdraw your cutting little by little, and gradually, and consider the condition of the patient.</end_of_turn
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	For a person of gentle constitution with rare veins, you must administer a moderate change of diet and not too much, because the location is not to be ulcerated.</end_of_turn
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	Therefore, command the physician to expand the cutting and reduce the vomiting, and to perform the procedure with ease.</end_of_turn
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	If in the joint there is great swelling, it is necessary to make two incisions, because in the first incision the passage of the nerves to the joint and the aquousity of the joint will be opened.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	In the second incision the root of the extraction of the large joint is discovered.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the joint is not bloody, make an incision in the third incision so that it achieves the marrow
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	Finally, when we want to extract the joint a little at a time or a little piece by piece, we take a grasp.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to extract a whole joint, we make a complete incision; and if we know that the joint is large, it is necessary to make a large incision.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	And the limit of incision is only the depth of the wound
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	And if the wound is large, hard, tough, and its veins are very straight, cover the parts of the veins with softer substances; if it is summer, thus with olive oil of aloes or violet oil, or oil of chamomile buds, or almond oil; and if it is winter, then olive oil of marigold, or oil of lily, or oil of camomile, or linseed oil.</end_of_turn>
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	And if there is a large, frothy discharge, then apply oil of marigold, or balsam oil, or aloes oil, or anise oil, and so on.</end_of_turn>
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	And if the wound is of great extent and of tender flesh, it is necessary to forbid oil, and that at these parts of the wound the discharge be washed with vinegar or cold water from a bath, or with water of alum, or with water of meadows, or with rose water, and so on.</end_of_turn>
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And if the joint is of much humidity, wash the wound with vinegar or with water of myrtle, sage, and chamomile, and so on.</end_of_turn
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And if the discharge is thick, wash the wound with strong vinegar or with elderberry water, which is greater, or with chamomile decoction, or of camomile, and so on.</end_of_turn
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And keep the wound covered until it is bathed; having bathed, it should be administered immediately after the bath for an hour or two, and that the wound rests quietly.</end_of_turn
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What should be done so that the wound does not swell up from the phlebotomy before the wound is closed?</end_turn
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	Consider at the beginning: if the phlebotomist or the one who gives the bleed is bilious and sends inflammation upon the joint acutely and inflamed, it is necessary to prevent cooling causes, thus with mustard seeds, and in vinegar and vinegar of eggs and lettuce, and chamomile, and thyme, and so on.</end_of_turn
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And suspend their food thus as poultry, and fatty meats, and condiments with vinegar, and such foods as onions, and to them similar.</end_of_turn
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And if the joint is cold, it is necessary to apply cold marrow or cold aloe with seeds of fennel and chamomile, and fragrant oil between wool and silk; and that he be advised to drink little and eat sparingly, and to abstain from poultry and meat and fish and eggs and almonds.</end_of_turn
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And that in the day of wound and bleeding the drink should be greater than the food.</end_of_turn
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And stay in drink for several hours after dinner some strong medicine like turmeric or musk, or alcahest before or after the wound or bleeding, so that the main limbs are comforted and the joint is relaxed; and do not take any fat.</end_of_turn
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	And the wounds that must not be incised are those of the chest and the ankle, and of the navel, in the parts of the joints, and the scaldings of the belly.</end_of_turn
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And it is not good for those except for the attraction of the joint of the limb, thus as they stop the wound of the belly from the flux of the joint of the limb; and use this to dissolve the cold wind that is hidden in the limb, thus as it stops on the belly and the navel; for that which softens the limb and softens the wound and removes the pain that resolves the wind.</end_of_turn
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And it is stopped when it is in its operation or when it is softened, for by the attraction it brings together the soft tissue and eradicates the pus of its place.</end_of_turn>
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	It appears that when the patient is held still over the ankle and the heel, a breeze must be blown into those enclosed spaces.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These winds are administered with vinegar only; and some are administered with oil.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	Some are administered full of hot water in the groin.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And this is because the wind must be full and great, so it is hot water alone or water in which herbs are boiled as desired.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	The form of wind administered with oil: the breadth of the orifice of two fingers, as we have formed it; and the quantity of oil is half of a palm; and it should be placed on the side of the limb, in the part where it is in the circumference, half of the limb, the handle should be small according to the quantity that is to enter it with a needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	Whether of wax or citri, from the outer margin, lion, spleen and testicles, so that it does not damage the limb by its position over it
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And the middle of the limb should be greased with wax or iron, where the candle is held with the fire.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And already this wind should be greater than the one we recommended; and little more of this one according to the ailments and the state of the one who uses it
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And the winds of the elderly are other than the winds of the young and strong people
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	The quality of placing this wind with fire on the limb is that it extends the skin with fire of wood properly giving a little candle of wax beforehand, and placing that over the middle of the transverse vein in the middle place of the wind, so that the fire is kindled surrounding the part beyond so that it is not consumed by the fire of the ailment.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	And so it should be held still over the limb of the ailment, and we say about the handle that we have said, until when we have the winds and we do not indicate that it should stop and that the vapor should escape from that handle, the hour the wind will be so much dissolved.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And so keep the skin warm according to its manner, and do this if you wish.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	More in the wind that is administered in the disease of gout, with vinegar, in which there is no transverse vein or handle, and it is not administered except that it is full of vinegar, and it is held only over the limb.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	And this is the way: This wind the greater it is, the better, because it receives a great quantity of vinegar
Capitol .xcvii.	End of document.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Sanguineous ointments are not administered in all members but in the limbs in which it is not possible to place winds, because of the smallness of those, thus as it can and giving and resembling them; or in limb denuded of flesh, thus as it is said and the nose and the like.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using those that you have found to be bloody is in the waters of poppy seed
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And so they should be left lying down during the day and night in poppy seed water until they are faint, and that no cause remain in the belly of those; and so let the body be evacuated at the beginning with a purge and with winds; and so cool the limb of the ailment until it turns red; and so hold it still over it
E cum son umplidas e caso.	And as much as it is possible and necessary
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to extract the juice from the area with the wind, it is better in treatment.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	And if not, the hour wash the area with red wine and then with some warm water; and be cool and wring out
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the course of the treatment is prolonged, along with the bleeding, and what remains is that, the hour put in a piece of lint in cold water, and hold that over until the discharge is over
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	And if the disease is multiplied, the hour sprinkle over it powdered vitriol, or urine and resembling the causes of the stricture, until the disease is cured; or hold over the area the masses of scraped beans, and leave them until the beans adhere to the area, and the disease is cured.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And so, if necessary, repeat the bleeding, when it is possible change those
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And if the bleedings are prohibited from suspension, the hour cool the area with recent treatment or leave a needle in the places until the treatment is over; and so hold it still, so that those when they feel some treatment are stuck together
