Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And in this way the subtle remedies are not so convenient, because you do not constrict them by strict structure as those that you want, and it does not happen that between this and that there is less than a day's worth.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is led by the extremities of the stars to put structure in their places, then stop those of stopping the lion or the caramelized entrails so that it does not make a lesion.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some broken fractures are a plague, and accidents cause disruption in the code, and you will find a reminder in that chapter according to singularity.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And you know that not all broken members are straight on the first day; the cause is because the member, when it's large, does not fit onto the stars until about five or seven days, according to your secure advancement of abscess caution.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	And this is the manner of the implants in which the Ancients restored them, which they placed on fracture and dislocation and torsion.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Method of implantation as an abbreviation of restoration of fracture, convenient for complex joints and majorment to the femurs and to the effigies, because it is about that on which there is no heat nor cold: and it is that you take powder of millet, and it is the marrow of the flour that gives movement to the mill in the walls of the millet.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And you will find that it is like this, except that you sieve that one in the white album of egg, and stop the complexation of it not being spacious nor subtle; and then use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another manipulation for implanting a fracture and dislocation and twisting: recipe of assafetida, lapdanum, acacia, enula, and migrach, which is the root of milgraner salvage, one dram; mirra and aloen one dram five; alochil one dram twenty; all are mixed and stirred and then blended with water or album of Huou if the complexity of the patient's wound is scaled; and then use this implant, because it is of good composition and restores the broken bones quite rightly, and confers a lot of homes.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another manipulation for implanting which confers a fracture and twisting: recipe of migrach and a half dram of white alta, one dram; mirra and aloen one dram five; acacia one dram six; Armenian bol one dram twenty.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All things are ground in a mortar with a very contrary motion, and all things are sieved, and all things are confected in the water or in the white album of egg and it is administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Method of implantation for joints and separated bones in their places, and then accidental pain occurs in those and in fissures and fractures: take a lane's poultice and immerse it in warm oil and cut it and place it on the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	More in this implantation there is no virtue of restoration, of cautious abscess and expelling pains properly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another method of implantation that restores broken bones: take flowers of fig tree sort and flowers of saved poppy; mix all and make an implantation of theirs.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Method of implantation abbreviated administered for restoration of fracture of bones and when you want resolution of the remaining abscess: recipe mixture of alta, of chamomile and flowers of violets, of flour of peas, of all in a part. all things are ground and all things are cooked in wine, if the member is not scalded.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	More if it is scalded, then you find that one in water of hot colander or in water and use it.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method of implantation that is very strong in resolution, which is this first one, when it aids abscess during restoration of the member: recipe of mixture of alta and of sesame of lydia, and of balaustia, and mellilot, majorana, flowers of violet, of chamomile, of all in a part; all things are ground and all things are cooked in water of sage or in water of dousa or in wine, all that according to the quality of the member and the rest of its color.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	More Hippocrates did not dissect in the free will that it is placed on the broken member during restoration of it, unless cerote makes a layer of wax and oil and no other cause; and recommends that it is mixed between grossness and subtlety.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	More in Galen's opinion it is seen that all things are placed on the broken member during restoration of it and the causes in which it is dryness with little warmth so like myrrh, incense and similar to those causes that we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	Many types of plaster that can be applied to the lesion and pain: take miga powder, from cedar, from pellets of a man's urine or from juniper, and from altea, and salt, divided into equal parts; apply trissat and cribellat, and apply cofit, and make a proper plaster.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	Measure the quantity according to which you think will remain the ligature and then dislocate it, so that you consider if there is no accident, nor prick, nor the bone is broken, nor it has moved from its place, then you do not delay more than two days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if you find the place of violent pain or prick or inflammation, then you touch or delay it at that hour, and remove its plaster.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And take a cloth of linen and marine sponge humid, and submerge it in warm water, and with that wash the place until the prick and pain are calmed; and then let the member rest for an hour; and then pause above the lane under the submerged bandage, with vinegar and oil or rose oil, and leave it on for a night until you are sure of avoiding apostema, and that the inflammation of the member is reduced, and the pain is alleviated.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And then apply a subtle structure and small plaster, not too strong for your primary construction, and subtly add it until it is healthy.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if sometimes the apostema and redness and pain and inflammation and all the accidents are completely removed, and you have dispensed with plasters and structures, then you will apply it thus, as you have done from the beginning of the treatment.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if you do not find any cause in the member among those that we have mentioned, then do not delay it unless for three days or four or five. and some remedies that are applied for 20 days according to how it appears per the dislocation of the member, thus as we have said, until the fracture adheres, and it approaches the coagulation of the flesh over it.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	And then adjust in the structure more than in your primary structure altogether, and assist in the digestion of the patient's food, according to what is preceded by the reminiscence of it.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	More often if you find the place of the fracture is dried and extended more than it should not cover, then you know that the nutrient is prohibited from reaching it; and therefore wrap it with warm water altogether, which has been applied to it; and it will be in all three days; and loosen the structure a little, and by this operation correct the member's nutrient, and it will be healthily restored.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	More often it happens that the foolish restorers of a fractured member do another treatment when it is not restored from the beginning, according to what covers it, and it is restored according to their own twistedness, which is an error according to the operation of theirs, and great fear, and if they were directors, they would aggravate the ancient ills in their free books and would have worked on that.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen any of them who have done anything reasonable, because it is more reasonable that they do nothing.
Capitol segon: De fractura quan accideys en le cap.	Head chapter: On fractures that occur in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The species of fractures are many, and their figures are diverse, and the causes are distinct, because some fractures are made by percussion of the spine, and the percussion removes all the bone within the skull, which is behind the bone, thus as it has been said in the fuse, and for this reason this species is called ascial; or the spine insinuates into some part of the bone, and insinuates the flesh of it and does not pass into the posterior of it; and this species of fracture is called absolute levation.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the plague of these two fractures is great or small, and of fracture that is contraction or attrition; and its cause is percussion with a stone or fall on a stone, and it seems to them.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is penetrating that approaches near the periosteum which is behind the bone; or it is on the surface of the bone, and the plague of these two fractures is great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And of fracture that is diminished in the bone, in the subtlety of the small hair, and for this reason this species of fracture is called capillary.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And it is a fracture that is made or by fall or by percussion of the stone and it seems to them, that makes some lamina of the bone enter into the deep parts, and it is made in the concave place thus as it occurs in the rows of the bone when they occur by their percussion and are part of their entrance into the deep parts.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And mostly it is made in the bodies of human bones, thus as they are the heads of joints.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And so all these species of fractures are classified, so they are weights thus as they are separate stars.
E yeu vindre am reremoracio de tot aquo en son loc.	And I will find the remembrance of all that in its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And I will discuss all these species of fracture by detection over them and by inquiry into their tents and signs of corrupted flesh that is upon them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	The special hair-like fibers are recognized by being discovered on the bone, and they are extracted, and anointed with a thin layer, because the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	In the treatment of fractures, consider at the beginning the accidents of the patient, and then if you see signs that manifest clearly on the skin, such as vomiting from cholera, and extension, and loss of understanding, and absence of votes, and syncope, and acute fever, and efflux of humors, and rigor of those, and it seems similar to their major dispositions, so it does not seem healthy.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you see non-concurrent accidents, you hope for health, then you begin the treatment of it.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	The cause is because it has come to you in the beginning with plague-like symptoms and this is during the winter days, then you should study the osteological arrangement of the bone on the 14th day according to all dispositions.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is during the summer days, then you should touch the bone on the 7th day, having that what was left on the bone is corrupted by the panicle, and that accidents occur which we have recounted.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already penetrated to the panicle covering the brain, and it is with divided and atrophied parts, then you should inject the divided and atrophied part, according to what you have recounted to yourself.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And it is that you shave the head of the patient plagued, and discover on the bone according to custom and manner possible to yourself, following the figure of the plague, and that it be lighter on the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if it happens to you to make the detection of the bone, either by blood or post-crisis caution, then you oppose yourself to it as it is necessary, and it is that you fill the place of drapughts infused with wine and rose oil, and make the plague repose until the apostema is sedated, and you are sure of the flow of blood; and then begin in the circulation of the bone and in its ablation.
E aquo sia segon una de dos manieyras de operacio.	And that is according to one of two manners of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And one manner is that you inject the bone with a straight instrument, and this is its form: Then administer another injection like this, a little further apart than that; and this is its form.
E aprop administra mays le inscissori pus lat que·l segon.	And then administer more injections farther apart according to the sequence.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And it is necessary to have various injections of different names, some of which are farther apart than others; and some of them are shorter than others and are in the last stage of their extreme parts, and are of iron or felon.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them to facilitate percussion on the injection site so that it does not touch the head and leads to that.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong, hard, then it is necessary to perforate in its circuit from within while you administer the injections with the tubes, which are called non-deep tubes.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And they are not named thus except that those do not reach the term of the bone to what is adjacent to it, so that the tube is rounded at the extremity or margin above what remains of the head of the needle, resembling a small circle, which prohibits being submerged and passes the spissitude of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient that you take many of these tubes which almost converge at the spissitude of each bone, until they are presented to you in all tests of the brain with the extremity of which is pointed, the quantity in length and brevity being according to the quantity of spissitude of this test.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form of three species of tubes: The quality of perforating in the circuit of the broken bone is that it pauses the tube on the bone and revolves around the ties until you know that the bone has already been penetrated; and then permutes the tube to another place, and pauses what is between all the tracts, according to the quantity of the grossness of the radius or environment.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And then inject with injections what is between each tract of the bone, and make that more subtle which you place on it in the end of levitation, as we have said, until you radiate the bone, or hold your hand, or for some other cause to stir up the instruments which will be prepared for that, as we have touched upon and with forceps and subtle strengths.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And it is necessary that you keep all caution so that the injection does not touch any cause of the cipher.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And thus you will have circuited the perforated bone, and it will be separated from the cipher if it is continued in it, and you will have extracted that, it is necessary to reason and equalize that in the asperity of it from what is in the bone with another instrument similar to an injection, more imperial because it is thinner and more subtle than the other injections.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if you remain with some small bone fragments and satangia, then take that facilitated to what is necessary for you of the instruments; and then cure the plague in the lynxes and unite those which we have said.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other manner of operation is to scrape, far from pain, which Galen and the experts say is for great sorcery; and this is the sermon of it: it is necessary for you at the beginning that begins to discover the part of the bone in the place where the fracture is most violent and most manifest, until when you have discovered that part and you have placed it beneath the extremity of this slow and gentle inscissor, which is the form.
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	It is that the lenticular part is lazy and does not incise any cause, and the acute part is of it in two directions beforehand in longitude, thus sometimes; so that the lenticular part should be adjusted to the ciphac on the face of the incident acute bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then you percussion over the incision of a part with a small hammer until you have incised the whole bone to facilitate thus as it is revolved, and you will be secure from the panniculus that does not fall into the accident that happens in no manner, and if the medicant was the most foolish of all men and the most ignorant of their lore; certainly, and if it was dormant.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	When you have reached the Romania of some annexed cause to the bone of the panniculus in certain places of the bone, you will incise that of it with the extremity of the lenticular incisor, and you will deliver that of it facilitated, because it is delivered from its injury and its pain.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the bone does not penetrate into the panniculus, and what is absorbed or removed from the bone is its face, and you remain in its roughness and subtle saggings, then it is necessary that you remove that roughness and eradicate those saggings with subtle razors for which you have prepared the number, of various quantities so that you can possibly administer them in every place most convenient to them and most direct according to what you perceive in your operation on that broken bone and its figure.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And it is necessary that you administer in your razor at the time when the bone begins to be most latent of those razors, and then use the most subtle part of it, and do not cease until according to continuity you have achieved administering the whole tone and the whole subtle part of all those.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	Moreover, in some of the other small capillary fractures and subtle fracture, it is necessary that you administer care according to what you perceive in order to achieve rectification of it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And it is the cause that has not been diminished regarding all those who have studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And we will stop on what we have written and shown you about great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the panniculus is retightened when you eradicate the bone, then it is necessary that you take a drap of oil according to the quantity of the wound, and submerge it in rose oil, and place it over the orifice of the wound; and then take another doubled or tripled drap and submerge it in wine and rose oil and place it over the primary drap and do it as much as possible that you can about that, so that it does not gravitate towards the ciphac; and then administer over that latent liament, and do not stretch it unless for the quantity that the wound has, solely.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave that on for a day or two until you are secure from apostemic caution; and then remove it and administer medicines as those which are superfluous dryness, thus with linseed oil and flour of barley, and powder of lichen and aristology, and similar to those.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And it is that you make of these powdered medicines that are pulverized over the wound, thus as they are dry; and universally, administer in all medicine of property of which it is that it cleanses and does not bite.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And beware according to your virtue that the wound in your cure is clean; and it is not in the surdity of evil intent nor another; nor do not let virulence accumulate in it; because when it is adjusted over the panniculus of the brain, it corrupts it and poisons it, and falls upon the patient with that malignant malice.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And it falls upon the ciphac of the head, as of it is mondified bone and majorly when the cure of it is misrepresented, and it is blackened on the surface of it; and therefore consider then that it falls upon the patient with the accidents that we have said, knowing that it is perilous and all doctored.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas .iii., e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	And if it does not fall black except from the medicine that is placed beneath, and it is in virtue of that medicine that makes that blackness, then it is necessary that you take one part of honey and three parts of rose oil. and in those lines take a drap, and then place it over the ciphac; and then cure it with the species of cure that converge until it is healed.
Capitol .iii.	Chapter 3.
De restauracio del nas quan es trincat.	On the restoration of the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Know that it is not broken nose but two parties together, or one of those curved veins, because there are two bones, because the party below is cartilaginous, and it is not broken and does not fall to it except with attrition and tortuosity and sinuity.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	If one of the two broken parts is fractured, then it is necessary that you introduce the small instrument into the nasal passage, and that you adjust that fracture in the same direction as the indicator, and in the same direction as the poultice beforehand, until the nose returns to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And make it easy for you to facilitate, and be careful that you do not fall into that pitfall during your operation on the patient's abdomen.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the fracture is in the upper part of the nose, and it does not perceive to that, then it is necessary that it be equalized with the extremity of the file on which it has been slightly thickened.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you make the similarity to that.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And try to restore it on the first day of the fracture, if possible; and if not, then place the vi or x of the rest of the postulate caution.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And introduce into the extremity of the nose a piece of cloth of linen, if the fracture is in one part, or two small gauzes, if the fracture is in two parts, and let it be in the thickened gauze of as much quantity that fills the hole of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And thus some of the ancient restorers said that the gauzes should be infused in borage, and should be changed every day, but it has not been seen by me; however, it is necessary that the piece be infused in a mixture of honey and powder of moly; and then leave the gauze until the bone is firm and the cartilage is strengthened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And some vegetables should be inserted into the nose, in place of a gauze, wrapped in a cloth of linen thread; and it is that you already have the fracture of the nose strongly and that the patient is not prohibited from inspiration.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	And this cause is not necessary to you; and if you want, do that, and if you want, do gauzes.
