Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And then begin to restore the fracture on the same day, and do not prolong it, if an abscess does not occur.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	But if an abscess occurs, then you should postpone the restoration of it until the ninth day, while the abscess subsides, and do not approach it on the third and fourth days at all, for you will cause ill effects.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	But if the broken bone protrudes above the skin, then take care to reduce and draw it back with your hands with ease and with little extension.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	But if extension is not ready and the position of it with your hands, then you should reduce that with your hands using this instrument; and this instrument is made of iron, its length is seven digits or eight and its breadth is according to the quantity of the plague; and it is necessary for the doctor to take one or two of these, according to the quantity needed in the cure in every kind of fracture.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And it should be round and not have much thickness in it so that it is not bent under the pressure upon it during the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And its upper part should be thick and its middle part should be thin and into the edges.
E aquesta es la forma de lu:	And this is the shape of it:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And in Greek it is named “labro volenz atelarem”, and it is a little spatula.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	For it is necessary that the end of it be placed elevated upon the end of the prominent bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And push it into a groove until it returns to its position and let it be drawn into any position.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And then try to draw the ends of the fracture together; and if the end of the broken bone is thin and does not take in that instrument well, then you should insert the end of that bone so that the instrument can do its work.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	But if you cannot reduce the bone at all with what we have recommended, then insert that into whatever is convenient for it of the chisels which we have mentioned; or saw that with one of the saws in whatever way is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then smooth that which protrudes in the bone with roughness and tiny scars.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced and especially when the reduction gives the patient great pain, then know that the bone has not returned to its natural place; and therefore do what you confer to the patient great benefit.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When you have completed your restoration which you do to the bone, then immerse cloth in black vinegar and especially if it is summer, and do not put ointment or any other cause on the plague in which there is oil, so that you will not cause rot and corrosion on it.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And then administer stars in the hour of your completion of the restoration of the bone, and leave the plague uncovered so that you insert the thread with forceps and use bandages according to the quantity of the plague.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And beware that you do not strain the plague with the fracture, for many times they have done this the foolish doctors, and have caused death or corrosive putrefaction or putrescence on their patients, and it is a sickness.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your grip is loose, soft, different from the grip of the other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	And if the plague is large or evil, and you fear some ill effects on that which we have recommended, and it hurts in the place, then do not put stars over that but put on that bandages of hard cloth in place of stars and bind it with those.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when one or two days have passed and the plague has begun to become heated with inflammation, then take off the cloth which you had put over that with oil of vitriol, and then apply warm poultices, as from our custom is that we medicate plagues, thus with tetrafarmacon poultice and similarly.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And it seems good to you that you loosen the bandage and consider the plague every day morning and evening until it is consolidated and closed, and let the member be prepared in such a way that the putrefaction runs from it to the ends below with ease.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	But if days pass on the plague and it is not consolidated or the inflammation is not removed from it, then know that there are hidden things within that which cause you to tent the plague.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And from those things which are separated and extracted, those that when they are not separated cause the member to be in pain, then pierce them according to what you can do it possible.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if the plague becomes suppurating or ulcerous, it is putrefying or another kind of corruption and putrefaction occurs, then do not pause over either one of them what benefits him in the cure of which there is a precedent in his chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And about that in which there is the middle term and you make your own judgment: when a bone is broken, protrude over the member like the bone of the thigh or the adjutorium and similarly to those of the large members, and do not presume attraction on it, nor its extraction for many times death occurs from this; have left that as it is so that putrefaction occurs, for it falls very firm by itself after twenty days or thirty. And then cure the plague if you see it, and if not, leave it alone.
Capitol .xx.	Chapter 20.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Of the cure for knots which happen in the path of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Knots often happen in the path of healing from a fracture, especially near the joints, and it changes the shape of the limb; and it strongly prohibits the limb from its natural function.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Therefore, consider if the knot is recent and administer to it medicines which have a styptic effect like aloe, and aloes, and myrrh, and similar things; and take some or all of them and mix them with white vinegar, or with sour wine, or with sharp wine, and apply that to the knot on a piece of cloth, and constrict that around it with a good constriction.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And let the constriction not be loosened for several days; and then loosen it and repeat this, while the knot is being reduced; or place a sheet of lead over it, leaning downward, because lead has the property of reducing anything that is swollen in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	But if the knot is already converted to stone and it is constricted and necessity demands cutting out that knotted part completely, then split that from its most upper part, and cut away the excess and prominent part, or pierce it with some sharp resoring instrument until it is reduced; and cure that as it heals.
Capitol .xxi.	Chapter 21.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Of the restoration of a fracture when it is restored and the limb underneath it is subtle and fragile, not according to its nature.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is restored, and the limb underneath it is subtle and fragile, that is not done but for several causes: one of which is too much solutio of the ligament and of its ligature not according to how it should be; or by excess of constriction of the ligaments so that nutrition is prohibited from running to the limb; or by too much superfluous embrocation; or by superfluous movement not at the right time; or by lack of blood in the patient's body and by weakness of him.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the cure for this is to give the patient food and make his heart tender so that blood is multiplied in him; and administer a bath; and apply heat and lard on it.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And then place a plaster over the limb so that the plaster brings it much nutrition, or continue embrocation of it with warm water until the nutrition runs and returns to its natural shape.
Capitol .xxii.	Chapter 22.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Of the cure of broken bones when they are restored crookedly and prohibit their operation from that which is natural to them.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When it happens to the limb already restored that its healing is crooked and prominent at the broken bone and knotted, and it is fed by form of the limb, but nevertheless the limb is not prohibited from its natural function; yet do not believe the word of him who examines that limb that it is newly broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	But there have already been several foolish doctors and restorers who have done this in our land; and this operation is very reproachful, presenting great danger, the sign of which is deadly.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	But if the claudication and knot are recent, then let them be embrocated with warm water in which soft herbs are steeped, like leaves of holly and roots of it, and mallows, and similar things to those medicines that are named, brother consolidatio; or let it be plastered with a plaster made of mucilage of roots of holly and let it be bound with linen rags or with cotton wool, and let it be plastered with that; or let them be bound with fat figures and bound with dove droppings, and similar things to those medicines.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And some times it is dissolved by constant gentle friction which should be done with the hands moistened, and movement of the limb in every direction at all hours should be administered.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	But if the crookedness has already gone forward and is made strong and converted into stone and necessity demands curing it with iron, then let the pus be removed from above and the continuity of the bone be dissolved, and that which superfluously knots the muscle at that bone be cut by subtle incisers, and facility be administered in that by solicitude and study.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	Of speech in dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is dislocation of one of the joints of its place, so that it is prohibited from movement, and changes the shape of the limb, and brings great pains and injuries to the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when dislocation happens, then let it be forced to be reduced immediately, and do not delay its reduction, because if it is delayed, the joint will become inflamed, and very difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for that reason let it not be bent or stretched during the inflammation, because many times it causes spasms and pains in them.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	But when that happens, let you care for the phlebothimia of the patient, and then let it be left until the inflammation subsides; and then the limb should be embrocated with warm water and oil, and then reduced with facility.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every limb should be cured by that of which the remembrance will come to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And you have ordered the chapters of dislocation according to that which precedes in fracture, from the highest part of the body to the lowest part.
Capitol .xxiiii.	Chapter 24.
De curacio de dislocacio de la mandibula dejos.	Of the cure for dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	Both mandibles are dislocated if not tart; and the dislocation of both is done according to one of two ways: that they are swollen from their place by little motion, and become soft a bit; or are dislocated by entire dislocation and complete, so that they are swollen at the joint where saliva runs from the patient and he cannot hold that nor close his mouth, and his tongue is wrapped in its speech.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	But when the dislocation of it is little, then in the major dispositions it returns by itself for little cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	But if the dislocation is entire and complete, then let the reduction of it be administered gently, and not be delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And let the minister hold the patient's head, and let the doctor insert his finger of one hand in the root of the dislocation of the mandible within the mouth of him if the dislocation is on one side; or that he inserts both fingers together if the dislocation is on two sides, and the other fingers be out with which he hugs; and command the patient to cease his mandibles and release those from every part; and let the doctor hug the mandible and press the mandible so that it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction of it is difficult, and especially if both mandibles are dislocated together, then administer embrocation with warm water and oil, so that the reduction of both be made gently and do not delay the reduction of both at all, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And then when they return and are hugged, and the mouth of the patient is closed and not made soft, then place over them powders of cloth with cerot, and let it be made of wax and rosin rubbed; and then let it be bound by facility with mild ligatures.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient sleep on his back, and his head be between two pillows, so that he does not turn to the right nor to the left; and do not force him to open for any cause; having his food be lean meat, so that when the pains are reduced and the mandibles are swollen, then let him open what he will.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And let this be administered with ease, and do not labor over the opening of the mouth because of eating, drinking, and speech, while the jaw is numbed and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce both mandibles when they are dislocated at any time and are not returned to their places, then often sudden fevers occur, as well as continuous vomiting, and the belly of the patient quickly becomes swollen, and he vomits pure bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see this, then know that it is lethal; many times the person upon whom this happens dies within ten days.
Capitol .xxv.	Chapter 25
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On the reduction of a dislocation of the collarbone and of the end of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The collarbone is not dislocated on the inside by its connection to the feet; and sometimes it is dislocated at the outer end, and this is indicated by sensation.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And its restoration is that the patient lies on his back and extends his arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then press the spot hard with your palm, for it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And apply plaster and powder to that spot, and strengthen it.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	But the end of that which is connected to the collarbone and continued from it is not dislocated at any time; therefore it must be reduced and bound as we have said, and as your tools allow.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And apply plaster and powder and a binding to that spot, and command the patient to adhere to tranquility and rest until he is healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And by this treatment the end of the muscle is reduced when it is separated from its place.
Capitol .xxvi.	Chapter 26
De la reduccio de la dislocacio del muscle.	On the reduction of a dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is not dislocated except in three ways, of which one is that it is dislocated at the end of the tendon at the lower part.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated at the upper part of the muscle, and this occurs seldom; it is not dislocated at the sides by the shoulder, nor at the front by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And mostly it is dislocated and exits out at the lower parts by the tendon, and mostly in those of whom there is little flesh, it is dislocated with ease; but in those in whom there is much flesh, it exits out with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And quickly occurs in some men by concussion or blow, and the muscle of them is apoplectic from apoplexy, and it is cured because it has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Therefore know this while you are in supination of it, and then proceed in the cure of it.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And the dislocation of it is known when it is at the lower parts by the tendon; so that you may distinguish between the dislocated muscle and the sound muscle, for you will find between them manifest difference; and you will know it in the head of the muscle concave and below the tendon because of touch, and the patient cannot reduce his hand to his ear on that side, nor move it at all.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated behind or inside, and you feel touch clearly and it is not concealed.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And this dislocation has an easier reduction when fresh and the patient is young.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And its reduction is that the minister lifts the arm of him up above; and then place your fingers below the tendon of him, and elevate the joint with strength towards its place, and the minister lifts the arm of him, and extends it upwards; and then place that below because it will return easily.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	But if by what we have said it does not return, and only after the dislocation occurred, then let the patient be bathed in warm water and be administered an embrocation that softens and lubricates as if his thigh were razor-cut, with fenugreek, and honey in water, and be administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And then the patient is supinated on his back and a pillow is placed below the tendon of him, and he awaits in elevation and compression, and the doctor places his heel over the joint, and lifts the head of the muscle with strength, and pulls the hand of the patient so that it is not pulled down to the lower parts; and another minister holds the head of the patient so that it is not pulled down, for then that returns at once to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce it according to this manner: and have a man present who is taller than the patient, and let him stand on that side, and insert his muscle below the tendon of the patient and lift the tendon of him up above while the patient is suspended in air; and another minister pulls the hand of the patient from the lower parts of his belly.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	But if the patient is light, then know that with him who for another cause is suspended, for gravity brings about the return of the dislocation at once.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced likewise according to another manner: and let a long post be placed in the ground, the head of which is round in figure, like mortar, that is not thick nor thin; and then let the patient be placed below, and let sheets of linen be placed over the head of the post, and the patient stand according to the length of the post, and then let his arm be extended from the lower parts on the other side with strength, for the joint returns to its place with swiftness.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if its reduction is difficult for all the causes we have said, then use this cure: and take a post whose quantity is in the length of two cubits, and the breadth of it is of four digits, and the thickness of it is removed in the length of the tendon according to this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then over the round head are tied linen sheets so that the patient does not slide down.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then the tendon of the patient is placed below, and his arm or hand is extended over the post to the lower parts; and the post is tied over the helper, and the arm and the end of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Then the arm is placed over a rung of a ladder according to its breadth, and the hand is extended to the lower parts; and the other body is suspended from the other side, for the joint enters at once.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the instrument of it is completed according to whatever manner is possible for you, and then know that you place below the tendon a sponge of wool of equal quantity; and then place plaster prepared from powder of moly with honey over all the muscle, as it is rolled above; and then bind it below the tendon with binding decently; and the bandage is rolled over the plaster, and his hand is attached to his neck, and he is let loose, and his hand is not pulled for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And know that the food of the patient be lessened while the member is comforted, for it is easier for the cure of him.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And then food is given more freely, and exercise is added; and if it is firm and not soft, then it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	But if the joint is dislocated many times by moisture that occurs in him or for another cause, then know that in that be administered cautery with three punctures, according as it is said before in the chapter of cautery.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all of this is done, and then after seven days the bandage and binding are removed from him, and the joint is not firm, and it is cut and catched, and he cannot lift that arm to the upper parts, know that the nerves of him which are in the head of the muscle are already incised or extended or soft, and know that the joint never returns to its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that which is done from behind the feet and the breasts or the parts, the reduction is done by impulse and extension with the hands, while returning.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And be administered in that other constriction, and cure that one until it is healed.
