Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And then if the blood is stopped, that is good; and if not, then heal that with what it was preceded from the location of the powders causing stopped blood flow.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the stopping of the blood in some dispositions is difficult due to the small location of the wound and the possibility of constriction of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	But from the dark vein, phlebotomy is beneficial when you extract blood from the upper part of the head and from the lower part of the body; because of this it is composed of a branch of the basilic and of a branch of the cephalic, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And it is appropriate for the phlebotomist to be very cautious in the phlebotomy of that, because beneath it there is a nerve; and so if he err and puncture the phlebotomy needle into the nerve and injure the nerve, stupor will occur, and healing from it will be difficult, and some people will not heal at all. And this nerve sometimes appears to some men and is subtle and not obvious, then you should place the phlebotomy with which you phlebotomize with a section of alnessil, and avoid the nerve with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then cut the vein in length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The benefit of phlebotomy of the cephalic vein is that it draws blood from the head and benefits illnesses of the eyes.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And it is appropriate in this particularly that you should phlebotomize with a phlebotomy needle made of olive or of myrrh; for it is the safest of all veins, because beneath it there are no arteries nor nerves.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	But however, it is appropriate for you that in phlebotomy, you should be careful that with the phlebotomy needle, you do not puncture only the head of the wrist and seek the location farthest away, and do not notice it if it is not struck by the first percussion to be over it by phlebotomy several times.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	But however, in some people, it is only apostemat when it is not phlebotomized in the first percussion, but do not notice that apostema.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	But the quality of that and its accidents are many, in which you should consider their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first of these is that one should know that phlebotomy is not administered except in preservation of health and for hope of it, and that phlebotomy be done at the beginning of spring, over breakfast in spring and autumn, and in winter, when there are signs of engorgement.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And phlebotomy be done and on the third day, or the first after that three hours have passed.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	But phlebotomy which is administered, but when it provokes convenience and necessity for that, or at night or during the day, at any time and at any moment.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And a child should not be phlebotomized until he is fourteen years old, and a pregnant woman should not be phlebotomized except from the fourth month until the seventh, and the elderly should not be phlebotomized who have already passed sixty years.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And when someone wants to be phlebotomized for any reason, it is appropriate that he cleanse his intestines before phlebotomy with a lion's claw, if in them there are motes of retained fends, so that the veins do not cast off the superfluities in the phlebotomy of the intestines, which are purified, and that they do not harm the principal members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And let not be phlebotomized the patients with recent fever and vomiting, or recovering from illness, nor due to drunkenness, nor because of the cause that dissolves virtue, whether in body or soul. And let phlebotomy be avoided during colic pain and after vomiting, and after abdominal discomfort, and during multiplication of urine and defecation, and from every cause that dissolves virtue.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And consider in the subtlety of humors before that if the blood is thick with foods and drinks, and with medicines if it is possible for it.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And enter into a bath if any cause does not prohibit it, or it is exercised by some exercise so that the blood is purified.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And do the phlebotomy of him in the feet in the middle of the day, so it is around the hour of terce, as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And be careful that the feet of him are guarded in that day from all evil accidents, as it is anguish, anger, fear, and from all bodily accidents, as it is labour and excessive pain and voiding and شبیه to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And in its use, let the causes be present in the use of which the blood is used for men with aromatization and odour and with balsams and شبیه to them according to the quantity of possibility.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And let the phlebotomist follow over a joint that is above that the joint which must be phlebotomized.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And then extend his arm, and rub that by the phlebotomist two or three times; and then tighten the ligature with a bandage and wrap that two times.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And let the constriction be moderate, because if the constriction is not equal or the constriction is with superfluity, then blood flow is prohibited; or it is with softening, and then blood flow of the body is prohibited.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And then the constriction, so that the person who is to be bled, rubs his hands together between them until the veins are swollen and become apparent to the sense.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And then the phlebотомist anoints his phlebotomy knife with a little of the proper old oil; and then he places his left hand's index finger over that vein, below the site from which he wishes to perform the phlebotomy, so that the vein escapes a little, and the pulse is slowed down because some veins are compressed like cords when they flee, and from those is extracted the ventosity, and when you place the phlebotomy knife upon it, it is contracted by the phlebotomy knife, and the phlebotomist is discovered; and the phlebotomy knife does not open the vein, and if it opens it, that vein is constricted.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And thus, so that the phlebotomist is stopped up and is solicited in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And then you put down the phlebotomy knife, but if the vein is open in a bend, then it is good; and if not, you iterate that or another bend below that location a little, or on it with a festival, if the location is not pustular.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the location is pustular, or the patient becomes frightened, then you let it be for one or two days, and do not strain the limb, because soon it will throw off the pustule through cautery, nor enter into a bath.
E aprop itera la fleubotomia si la ama.	And then iterate the phlebotomy if it is desired.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the wound is small and subtle blood seeps out, and you fear that not enough blood will come out the desired amount, then you iterate the phlebotomy in that cut according to rectitude and adjust in the wound a little, and do that with festival in front of what the location is pustular, because the location is pustular in most men due to small wounds.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	But if you see that one already pustular, then do not iterate on it, because it does not excuse you for any cause; and put over that some part of the cut with oil, because it expels the body of blood.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this location than other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And similarly administer cut of oil in every phlebotomy with which phlebotomists phlebotomize the veins according to the prohibition of body of blood, and they do that tyriaca alfadoc and sagzenea when it is put from one of those on the location, because the blood is subtilized and is revolved when it is thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the location of the phlebotomy a great pustule is engendered, because many bends happen, and mainly to that which is not bled but that bend, or in the wound of the vein little, then you cut it, and put on the location sponge infused in water and salt, a little warmed, and constrict that for one hour, because it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And so that he does that appropriately the movement of blood from that vein with fulfillment of him or another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if it turns in the location for several days any blackness or greenness, do not note that; and if you want to, put over that some cause of aloe and myrrh dissolved, or some cause of juice of gentian or of camomile or similar to him.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	And many times happen pustules and eminences due to phlebotomy of the basilic.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And then put your hand over that, and if you then press upon that with your hand strongly, then that eminence is wicked and bad; and then beware that you put on that any cause of what we have said, because soon blood will flow from the artery.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And make a poultice with what is astringent, so that the location is hardened, and then cure that with the other cure until it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And so that you extract blood from every man according to the quantity of his virtue and according to the color winning over the blood according to what appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	Because if the blood is black, then you let it go until it becomes red; and similarly if you see it thick, then you let it go until it becomes subtilized; and similarly if it is acute, until the acuteness of it is lost.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And so for him who is full and strong and has need of extraction of blood in a bend, let the phlebotomy of the vein be amplified and the phlebotomy knife be wide.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And in him who is feeble, let the contrary of that be done, and so for him who extracts that in many bends, let the cut be narrow.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And what is best administered in phlebotomy of vein is that it is the transverse section, not puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this manner of phlebotomy is safe from flow of blood and incision of nerve, and it is more pleasantable and safer than phlebotomy according to width and length.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And to whom is accustomed to occur syncope due to phlebotomy, and so you cure that before the phlebotomy with a little of bread infused in wine of pomegranates or of simple oxymel warmed; and extract from him blood in three or four bends.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if it is fainting of complexion, then take before the phlebotomy bread infused in myrrh syrup or in scented honey syrup with spices such as pepper, cinnamon, ginger and similar, or in scented syrup and many odorous things.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	And if it happens syncope due to phlebotomy, and it is caused of him issue of much blood, then so that he take in drinking water of meat and scented syrup mild; and use of aromaticity with aloeswood, and let his feet be unbound by that.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And use the other causes which we have said in the division in the chapter of syncope for evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	And who wants to open his arm and dissolve his blood second bend, let that for whom the phlebotomy is for much evacuation, and whose virtue is feeble, evacuate the blood little by little according to the quantity of his virtue in continuous days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	But who wants to open his arm and let his blood second time, and whose body is strong, then do that after seven or nine hours of the first phlebotomy.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	But who wants to throw the blood of his body contrary to the side to which he inclines, let that be opened on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	But the body in which is much blood already warmed and acuteness happens and fever occurs, let that be extracted of him blood in one bend and let there be extracted of him great quantity and let the wound be amplified so that syncope occurs, then you will have preserved all conditions of phlebotomy; and let your hand rest over his pulse due to the body of blood, so that death does not occur in place of syncope, because many times it occurs that when the phlebotomist is ignorant and negligent.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And not when you want to open the arm and evacuate blood second time, when the opening of the vein is closed and there is made difficult issue of blood, let that be pressed upon strongly by you and bent it be extended lengthily, because that is too ill.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Let that be stopped before it is phlebotomized second time; or remove that with the acuteness of the phlebotomy knife when blood coagulates in the opening of the vein; or put over that tyriaca alfarach, or sagzenea, and compress that with lengthier compression so that blood is expelled.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is pustular, then let it be left alone and do not touch it until the pustule is settled.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if you are prompted by necessity to let blood again, and there is no excuse, then you may bleed him in that spot or on the other arm into another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called “the rope of the arm” is bled in place of the axillary or basilic vein when they are not found or are hidden, for it is composed of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the phlebotomy is that the patient puts his hand in warm water so that the vein swells up and the vein appears clearly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And then it should be tightly bound with a small ligature; and phlebotomy should be done according to the small transverse vein, not latitudinally or according to its length.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And the incision should be wide and your phlebotomy should be with which you bleed that on the joint of the hand a little.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of blood is prohibited, then you put the hand again in warm water and let the blood run in the water until you achieve your need.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	But if you are in the summer days, then you are excused from putting the hand in warm water, and the month is put the body of blood in cold water in winter time.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And phlebotomy of this vein is safer than all other veins because from here there is no pulsating vein or nerve.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And phlebotomy of the wrist of the right hand is related to diseases of the liver.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of phlebotomy is that you bind the hand with a ligature or your hand, since you have put it in warm water so that the vein is swollen and is clearly demonstrated by looking at it; and phlebotomy the transverse vein; and if you pierce it from any side it will not harm.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And beware that you do not pierce your hand with the phlebotomy, because here are the nerves of the teeth which are bare of flesh.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And then put the hand again in warm water and let the blood run in that, for if you do not put it in warm water, the blood will coagulate in the opening of the vein, and it is prohibited to flow.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when blood is extracted according to the quantity of necessity, then you put oil and salt on the vein so that it is not consolidated by clotting; and similarly you do in all wound.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	But the benefit of phlebotomy of that of the left hand is related to diseases of the brain.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do similarly in the phlebotomy of him as you have done in the other.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the benefit of phlebotomy of the vein is to diseases that are below the body, as well as diseases of the mother, and retention of menses, and diseases of the lungs and ulcers of thighs and legs, and their like of the diseases.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of phlebotomy is that the patient puts his foot in warm water and makes friction on it so that the veins appear clearly; and bind over the joint of the foot with a bandage; and the location of the vein is found between the toes, and from there it is branched into the fascia of the foot many small branches.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And therefore phlebotomy the widest branch or below the leg where it comes from the talus bone because it is better and safer.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you phlebotomize that in the fascia of the foot, then you must beware of nerves which are below that on the fascia of the foot, and place your phlebotomy with which you phlebotomize across, as if you wanted to pierce it.
E sia le fleubotomi vosil.	And let the phlebotomies be gentle.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	But if it is prohibited to raise the blood, then you put the foot of him in warm water and let the blood run in that so that it is evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the phlebotomist mistakes in the first time, then you repeat with phlebotomy on his few times, for the location is safer; and do not fear of evil, but beware of nerves as we have said.
E semblantment fay de la sophena del autre pe engualment.	And similarly do with the other foot equally.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And of the sciatic nerve, its location as we have said is below the talus bone from the wild heel.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	And the benefit of phlebotomy of it is to hip pain when it is due to blood heat.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the quality of phlebotomy is that the patient bathes and ties a bandage tightly around his thigh from behind below the hip over the top of four fingers in one long band, for it appears only by this.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And therefore when it appears, then you phlebotomize that according to any angle that is possible to you and according to the transverse vein, and it is better; or pierce that by incision or secces that vein by section, for its location is safer.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	And it is in most men hidden; and if you pierce that, and it does not appear at all, then phlebotomy some branch of it, and it is the one which appears on the back of the foot opposite the little finger and ring finger.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	And beware of nerves, and let the blood run in the quantity that you want.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	And then loosen the bandage and place it over the location of phlebotomy tightly, for loosely it is not healthy.
De ventozacio e de las qualitatz de uzar de aquelas.	Of ventilation and the qualities of using those.
Ventozas so de corns, o de eram, o de veyre.	Ventozes are of horns, or of ram, or of glass.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	And ventilation is done according to two ways: the one is by scarification and extraction of blood, and the other is ventilation without scarification.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And this ventilation which is without scarification is according to two ways, for it is with fire or without fire.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the ventilations which are administered by scarification and extraction of blood are twelve locations of the body, of which one in which they pause ventilations is the alnocrati, and it is the back part of the head; and the middle location of them from two parts of the neck together; and ventilations of the chin below the mandible more below the mouth; and ventilations of two spatulas; and ventilations of alohoster, and it is on the edge of the throat; and ventilations of two focils, and they are of two arms; and ventilations of two cavilhas; and ventilations of two thighs.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And ventilation does not extract blood but from the small scattered veins in the flesh, and for that it does not have the virtue through them, as well as through phlebotomy; nor beware that ventilation is done with fire or without fire in any disease made by repletion so that the whole body is evacuated.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	But if necessity prompts ventilation for disease or continence, administer that at the beginning of the month and in the end of it, and in the middle of it and whenever time is.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The reason for which it is in men in which blood is multiplied while indigestion of extraction by ventilation and atrobation in his head heaviness and dryness; and of those who atrobate repletion and rigidity on their face, and on their neck; and of those who atrobate pricking in the face, or that the tongue is swollen and spews blood; and of those whose sleep is multiplied, and of those who bleed in sleep awaking and old and phlegmy and other causes to them similarly.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And therefore when you see any of these signs, and especially if they occur in the third or fourth week of the month, then we command that a purgative be administered after two or three hours have passed during the day.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And the purpose of purging from the neck is that when there is pressure in the head and this is accompanied by a swelling in the throat, then it is appropriate for there to be an evacuation of the whole body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	And this purging is in the place of phlebotomy on the cephalic vein.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And it is not advisable to use one who has a complexional tendency to phlegm, or in whom there is a cold, for this causes great harm.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And because of this, one should not use those who are old and whose heads have cold diseases.
