Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Maybe if the patient is very painful, know that he should not be suspended because it returns soon.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced in this way: and it is that he should be fixed on the ground with a long staff, which is round in shape, like a pilum of mortar, which is not too thick or too thin, and then it is paused on both sides of the patient; because it is placed on the top of the staff, and the patient stands according to its length, and then its limbs are extended with power, because the joint returns to its place with speed.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if the reduction of it is difficult because of all the reasons we have mentioned, then use this cure: and it is that you take a staff whose length is equal to two arms, and its width is four fingers, and whose thickness is adjusted so that it does not reach the rib from behind; and its form should be as follows:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then tie one end of the staff to the top of him, and let the other end rest on the ground, so that the staff does not slip from under the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Then tie one end of the staff to both sides of the rib of the patient, and let it extend up to the shoulder, and then secure the staff to the aide and the arm, and the extremity of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Then let the arm rest on a step of a ladder according to its width, and let the hand be extended towards the ground, and let the other limb be suspended from behind, because the joint will return to its place with speed.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And with this instrument it is complete according to each way that you can imagine, and then, wait for the hair to dry; then put a plaster prepared of flour of moly and egg white on all the muscle, so that it hardens above it, and then tighten it from behind the rib with a strap, and let it hang, and do not lift the hand up towards the ribs; and the limb be turned over the plaster, and the arm be tied to its neck, and let it be wrapped, and do not tie the hand up towards the ribs for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	Then wait a few days for the patient to be comforted, because it is easier to recover from treatment.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	Then give a few more days, and then exercise his movements, and if it does not become softer, then it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	Maybe if the joint is dislocated due to moisture that occurs with it or because of another cause, then know that in such a case, three torches are administered according to what was said in the chapter on cauterization.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if this does not happen, and seven days pass without the limb being fixed in its place, then know that the nerve ends of the muscle, which are at the head of it, have been cut or stretched out or softened; and you will know that the joint has never returned to its place, and you will know that the limb is never fixed in its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that which is made to the foot and the nipple or behind the joints, the reduction is done at a push and extended to the most, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And be administered in that other constriction, and cure that within that it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if it happens that the healing is heavy on the member and the delay in its movement, then the patient uses hot water baths covered until that gravity is relieved and returns to the nature of it first.
Capitol .xxvii.	Chapter .xxvii.
De curacio de dislocacio del coyde.	On the treatment for dislocation of the hip joint:
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Know that the hip joint is dislocated with difficulty and seems to return with difficulty; and it is dislocated mainly at the front part of the hip joint, and the dislocation of it is not hidden from you as it causes pain when walking or standing, so that when you adjust the hip joint with the saw or touch it according to some shape, it is dislocated, and when you set it straight with the knee, it is clearly declared, because the joint is concave and cannot bend the arm, nor touch the muscle of him.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And when you set the joints free, reduce the dislocation as soon as it comes to you with a cold cauterization, for if you come to it with a cold cauterization, the reduction is difficult and the cure is not completely done; and most so when it is at the back parts, because the pain of all other kinds of dislocations is worse, and the hot water baths are given as soon as possible.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of it, when that is possible to reduce, it is that the hand of it is extended with two hands, and the arms of it are spread out, and the feet of it are placed on the hip joint and let it, and push the joint with the knuckles of his fingers or with the palm of his hand until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	More so if the dislocation is at the front parts, then return as soon as it touches with the knuckles of his hand or with the palm of his hand;
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not obey to the reduction, then administer very hot water with great force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And that are two ministers who extend their arms, and have that bath of two ministers so that it is not re-dislocated before the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And return the arms to each other quickly, because it is wrapped in a long folded cloth over his hand, or just.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the member touches the joint with its hand, rub it with any oil so that those causes which help in lubricity of the joint are given with ease; and then push the joint with a strong push until it returns to its place.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And the reduction of it is that it is placed on the paste in which there is rigor and constriction with blood of a hen, and is extended with constriction down, and the arm is suspended from the neck, and is left for some days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then remove it; and if the joint is formed in its place, then remove the cloth of it and leave that.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not strong, then remove the paste and cloth, and leave that for some days until it is extended; and then remove it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	More so if it happens that the reduction of the joint is with gravity, and its disposition is moving, then administer humidity in a bath and gentle friction, and compression, until it is relieved; or pause on the joint and let it rest, so is not moved by heavy movement; and leave that for a day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then remove that, and put it in a bath; and when it is relaxed, then you rub the joint with gentle friction, and then repeat over that with a light movement, and the third time,
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	The corruption has already come about on the denouement of the bath, although it is limited.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want, pause on that cow's fur, wet and sharp, with a strong hand over it; and make it a few times, because that is wet and reduces its disposition.
Capitol .xxviii.	Chapter.xxviii.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	On the treatment for dislocation of the collarbone: If it is a dislocation of that which is between the arms and the hand,
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	If the hand of a person has been dislocated, and the reduction of that is slight, and the opposite is true for other joints; however, it is necessary to be careful when reducing it in the first hour that it has been dislocated, before the aphumation or cauterization.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of that is that you pause the hip joint on a table with a minister's hand, and extends his hand, and the other minister pauses his hand or his palm on the edge of the joint, and pushes it until it returns to its place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, if the palm is already placed on the navel of the hand, then the patient pauses his two hands on a table for extension and reduction; and if the dislocation is previous to that of the two hands, then the position of the hand is turned inside out on the table, so that the hand of the member rests on the edge of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns quickly, then it is good; and otherwise, then administer hot water with aphumation, and leave that; and do not repeat it, because otherwise, it does not suffer or does not need the reduction of it for more than three days.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the hip joint is second to its tortuosity; and there is no cause for the patient, except that the hand becomes soft and does not need to be strong for any cause; and you know that the nerves are delicate or twisted, and if it is not strengthened with cauterization near its cavity, then give it a strong cause.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Then when it returns slowly, then pause on that paste which we have mentioned, and leave it and strengthen it for three days; and then remove it and exercise the hand.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	And if the movement of it is slow and happens that there is any gravity, then remove it with a cold water bath and gentle friction for some time until it is relieved.
Capitol .xxix.	Chapter.xxix.
De la curacio de dislocacio dels ditz.	On the treatment for dislocation of the hips: If you have a dislocation of one hip, treat it as described above; and if you have a dislocation of both hips at the same time, then reduce them with water baths and friction as much as possible until they are relieved.
Alcunas veguadas so dislocatz les ditz a tota partida.	Some joints are dislocated completely from the hip joint.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when any of these joints is dislocated from the two palms or navel of a person, then reduce it with strong hands until it returns to its place; and if you want, then administer aphumation in a bath for more relief.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the tip of that finger, and suspend it from the part where it is dislocated, and leave that for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then hang that up and extend it until it is completely extended in its place on the day after tomorrow.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when the night comes, then remove that with the same method as described above, and do not cease to loosen that on the day and exercise its movement, and remove it at night; and make that straight for some days until it is completely healed.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	Do the same to that, if it is dislocated at the navel of the hand, and remove that from its place and make the first operation with a strong hand until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	Do the same to that when it is dislocated in other places as well.
Capitol .xxx.	Chapter.xxx.
De la curacio de dislocacio dels spondils del dos.	On the treatment for dislocation of the spine of a person: If you have a dislocation of one spine, treat it as described above; and if you have a dislocation of both spines at the same time, then reduce them with water baths and friction as much as possible until they are relieved.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When any of the spine bones in the neck or back become completely dislocated and remain out of place, then there is no cure for the patient, since death looms over him.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And from this it is that the excretion of the patient goes outside his will, and he cannot hold it; and some of his limbs or two legs or two arms or one of them; or one spine bone out of place, because the moved ones are four in number.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore that one is already out at the back and is called gangrene.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The cure for him is that you consider if the gangrene comes from putrefaction, because there is no cure or healing of it at all.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	But in that which is caused by a blow or a sound or similar to those, the Ancients have said many ways of cure with long words, of which the least returns with profit; I have already seen and opened up from that which is too little for him because of my proximity to his ear, at which I have made it calm and formed out of a different instrument than that on which I will show you and open it up.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And I say that in gangrene which happens from the back of the foot, there is no healing or cure for it; and similarly in that which happens to two feet.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And of those, there is no healing but only the one which happens to him from whom I have told you.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And it is that the patient be placed on his face above his chest near the wall, and that a wet instrument be placed under him to prevent the feet from touching the ground.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	Then a straight stick is placed, stuck in the ground at the foot of his head, and another behind his feet on the other side of the foot.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister should hold the stick, and not place it in a hole; and another minister should hold the other one in that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	Then wrap the head of the patient and let the little chains touch his hair firmly; and extend the end of the chain to the stick which supports his head, and let that one hang on it; then tighten the other chain on his hips, and let the legs be held in this way; then adjust all the chains and let those ones hang on the other stick which supports his feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	Then the minister who holds the stick should throw it out to the end of the stick which supports his head, and the two sticks and chains of his limbs should not be removed or taken off from their places as I have said; but the minister must not hold them firmly in that way.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor should place his palms on the spine with great force until he feels it vibrate, or that he places them on a table and tightens it on the feet until he returns.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	But if it does not return with this form, then take a table whose height or length is at a distance of three arms from the wall, and dig in the wall where I have said that there is a place for the end of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	Then place the middle part of the table on the spine, and let the doctor place his feet on the other end, and tighten it well so that the spine vibrates and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want, open the door which is turned to the wall; and it is that you be on the ground with your head at the back of the foot two sticks, the length of which should be a palm, and let your head be in the back of the foot only two sticks; and it should be between each stick the length of a palm, and so should it be turned out through each stick that runs from it and returns to its place, and each one should be held fast on the ground so that it does not move.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And let there be a round stick in which is the door, and it should be turned to the two sticks of the foot; and it should be open from both ends of the two sticks.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of him is a stick in which the stick is turned, whose length is a palm and with which it is opened; and in the other two sticks is similar to that one.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Then tighten the chains that you have put on the feet of the patient in the stick which is meant for his head, and the chains that you have stretched in the surface of the foot; and tighten those same chains which you have stretched under the hips of the patient, and which are meant for his legs.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And it is that each side of the door be closed and that a minister twists the door by his hand, and the doctor places the spine as I have said.
E aquesta es la forma del torn:	This is the form of the door:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	Then when the spine returns to its place, and the location is covered up, then put a dry and smelly substance on it, and then cover; then place it over the table surface of which the height is three fingers or more, and whose length is an amount that reaches the location of gangrene, and above the spine.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	Then let him be held by the chains that we have spoken about, and feed him with subtle nutrition until he is healed.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there is any imminence in the place at the end of the healing, then let him be given medicine that softens and cleanses him by means of the table for a long time, which we have recommended; and already has been administered there a plate of lead.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	In some cases, imminence in the back of the spine can be caused by dislocation; and it is that bone which you have already said because it will not cover that it should be done with this medicine, since it will make him very strong, so that death may come to him easily.
Capitol .xxxi.	Chapter 31.
De curacio de anca dislocada.	Of the cure for a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	You should know that the connection of the thigh and the connection of the muscle does not have any other dislocation except for that which happens in those parts with little movement and convexity.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the hip joint is dislocated in four ways, because it is dislocated from inside, or from outside, or from the front, or from behind.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	It is most often dislocated from inside, and less so from the front or from behind.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	And the dislocation of him to the inside is four times, when you adjust the hip of the patient with good medicine and he is healthier than before; and the patient cannot bend his leg because of the language which stops it from stopping, so that the head of the hernia comes here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And the sign of that which happens to him is from the outside, it is because the accidents of him are opposite to that accident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And the sign of that which happens to him at the front is because it spreads its hip according to the order, but the patient does not bend his leg and hurts more; and if it pierces from going forward and he cannot walk on it; and the urine of him is repressed and his hernia is inflamed, and his walking should be by the grass.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And the sign of that which happens to him from behind is because it does not expand the side, and it does not bend the leg in front, so that it bends more than the other; and the hip is shorter than the other one, and the hernia is soft, and the head of the hernia is here.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	The reduction of the spices of this dislocation is that you consider, then, if the dislocation is old and ancient, which already has been overcome to it having that aprop you administer reduccion and Roman according to his disposition; then it is not in that cure for all; and therefore it does not cover that in that prosumpcion is made.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	May's in that one where the dislocation is recent, and it is one of the four spices of dislocation, then you cauterize it to turn back the joint and extend it to the inside and outside, and move it to the right and left, because strong returns it and does not need another cure.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	May's, if it does not return in this way, then you prepare minister strong and extend the bed of him from the part behind, or to his mas, or to lianment what is tied on the bed his denol; and other minister extends the hand of him above enayssi that it moves his mas behind the titillics of him; and aprop strengthen lianment lion on the root of the coccyx, and has another minister ters the extremitat of lianment.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And is extension of him or of the part behind to the angle to the part of the hipbone, or from the part behind to the part of the jaw.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And is the extension of all these in a veil within that the patient is elevated to his couch and that it remains hanging.
E aquesta specia de extencio es specia cominal a totas quatre.	This kind of extension is specific for all four cases.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if the dislocation returns to water that we have said, is good; and otherwise, then it is necessary for all specific water that they say of the own cure.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the reduction of him own, when it is dislocated, and the dislocation is to the inside parts, you consider that the patient is raised on his back; and aprop place the lianments on the root of the coccyx in that place between the head of the coccyx and the place that is behind the angle to the upper part of the hipbone. And approve extend lianment in his above the part of the angle to the lower part of the hipbone.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And another minister strong takes the hand of him, and rips off the gross part of the coccyx patient and extends to the outside parts by violent extension because it returns to its own place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	And this specific cure is the least severe one with which that member is reduced compared to the other spices.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	May' if it is excused on you and does not obey to the entrance to this specific cure of all, then you consider that they are tied the two feet of the patient together with lianments strong and little, on the two talus bones and on the two denols.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And is the length of each one of its by the quantity of four said, and is the bed coccyx extended more than the other for a quantity of two said.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And you consider that the patient is suspended on its head and it is in the most; and is the length of him from the ground a quantity of two bras.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And you command to a young strong that he cuts off the head of the coccyx, and is suspended to him other young, and another young cuts down the coccyx with strength that it is tied up, because the joint returns to its own place quickly.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	May' in the reduction of itself, when it is dislocated to the outside part, you consider that the patient holds on his hand according to what we have said in the habit; and is strengthened lianment on the bed coccyx especially and on the feet of him.
