Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And you should know that the day of that person is not free from all animal accidents; nor is it free from sorrow, anger and fear; nor from all bodily accidents; nor from unnecessary work, or worry, or trouble.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And on the same day, you should know that people take advantage of these things for their own use because they have a certain quantity of what is possible; and they also do so with the help of aromatics and perfumes, and balms and similar things to those people.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the floubotomator with a pointed cautery that is more difficult for him; or with a small cut on the body of that person who has to be fleubotomized.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And then take his arm, and rub it with the hand of the floubotomator two or three times; and then tighten the joint with a rope and wrap it two times.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	E sia the stricture is early, for the stricture when it does not open, or the stricture is too much, then prohibit the flow of the wound; or is soft, and then prohibit the binding of the wound.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And approach the stricture, because whoever should be fluid must wash their hands together inside so that the veins are not swollen and declared to the feeling.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And approach the flubotomatix with a little oil of the sea itself completely; and pause his hand on the side of that vein, leaving the place from which the flubotomy will take place, so that the vein runs a little bit, and the percussion is stopped because the veins are the ones that cause more pain when they are pressed; and it is found out that the flubotomatix does not hurt the vein, and if he hurts it, that vein is contracted; then the flubotomatix stops; and the flubotomy is not open, and if it opens, that vein is stopped.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, because of this, whenever the flubotomatix stops and is irritated in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And then pause the flubotomy, maybe if the vein is found in a place, then no; and if not, then repeat water another place from that place a little bit, or over the joint, if the place is not painful.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the place is painful or the patient's legs are swollen, then you leave it for a day or two, and do not tighten the ligature, because it will cause a lot of pain; nor do you put them in the bath.
E aprop itera la fleubotomia si la ama.	And then repeat the flubotomy if the time has passed.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the apericio is small and the pain is subtle and you are afraid that the amount that you want will not be felt, then repeat the flubotomy in that same spot second time with care; adjust a little bit in the apericio, and make sure to avoid hurting anyone before the place becomes painful, because that place is painful in most men's cases.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	But if that has already become painful, then do not repeat on it, because it will not excuse you from any cause; and pause over that some part of the oil, because it eases the pain of the body.
E es milhor en aquest loc que oli e que les autres olis.	And this place is better than that one.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And it seems to me that the oil is administered in all flubotomies according to which veins are prohibited from being bound by the sanction of the pain; and they make water of tarragon and sage when stopped from one of those places, because the pain has subsided and the wound has opened when it becomes thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the place of the flubotomy is created a large pustule, because it happens sometimes that blood comes out of some veins; and more often when it is not a wound but that vein itself, or in the apericio of a small vein, then you bandage it up, and pause over the place sponge bathed in water and salt, a little bit burned, and tighten it for an hour, because it dissolves.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And when the pain of the wound has passed from that vein completely with water;
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if it remains in that place for some days any black or green color, then do not drink water; and if you want to, pause over that place of aloe and rose dissolved, or any other cause of mint juice or calaminol or similar.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	And it happens sometimes that pustules and lumps are caused by flubotomy from the base.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And therefore pause your hand on that place, and if you feel softness then your compression is too strong over that place, then that eminence is bad and evil; and then keep in mind that you do not pause on any cause of water which we have said, because a lot of blood will flow from the sanc' s artery.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And make plaster with water in which it is tightened, so that the place becomes hardened, and then heal that place with another treatment before it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And when you extract from the wound all the quantity of its virtue and according to the color that prevails over it, as it appears;
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	Because if the wound is black then leave it to rise and heal; and if you make it thicker then leave it to heal, and if it is watery then leave it until its sharpness has passed.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And when the place is full and hard and needs to extract the wound in a spot, then the flubotomy of that vein must be enlarged, and the flubotomy must be long.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And when it is swollen, then do the opposite of what has been said; and if you extract it in several places, then keep that spot straight.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best thing to be administered in a flubotomy of a vein is that it is transverse section, not a puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this way of flubotomy saves the wound from flowing and from cutting the nerves, and it is more commendable and more saved than flubotomy according to its length and width.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And to that which is accustomed to happen fainting because of flubotomy, then before the flubotomy make a small amount of water infused with milk or simple oxymel burned; and extract from it three places or four.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if it is a cold of the whole body, then make a mixture before flubotomy poured in oil of mirra or in oil of honey flavored with spices such as nutmeg, cinnamon, ginger and similar, or in an aromatic oil and a pungent one; or in an oil that is aromatized and smells.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	And if fainting because of flubotomy happens, and it is a cause that comes out from some wound, then make a mixture before the flubotomy poured in meat water and oil with subtle odor; and use aromatic things to make the patient' s hands clean.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And use of the other causes which we have said in the division in the chapter of fainting because of evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	And who wants to test the strength of his arms and dissolve his pain according to the second place, then do flubotomy because it is an evasive movement, and its virtue is freewill; let him evacuate the wound little by little, so that its quantity depends on the virtue in the continuous days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	But who wants to test the strength of his arms and escape pain according to the third place, then make water near nine hours or eight from the first flubotomy.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	But who wants to throw the pain of his body into the opposite of the place from which it declines, then do so on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	And that body in which there is already a pain and it is sharp and causes fever, then do so on the same place and make a big aperture before it happens fainting, more because you may have preserved all the conditions of flubotomy; and pause your hand on his pulse of the arm where the wound is located, so that it does not end in death in place of fainting, because the doctor is ignorant and careless.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And it does not happen when you want to release the arm and evacuate the pain according to the second place, because it has already closed the orifice of the vein and it is difficult to extract the pain; then press down on that with violence and open it widely, because water is too bad.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	And while you leave it before the second flubotomy is complete; or keep it in water according to the sharpness of the flubotomy which coagulates the wound in the orifice of the vein; or pause over that with a small compression within that the pain leaves;
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is ruptured, then let it be left alone and don't touch it until the bruise has settled.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if necessity forces you to evacuate the second time, and there is no excuse, then let him urinate on that place or in another limb on another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called "brass strap" is cut in place of the fistula or bazillion, when they are not twisted or hidden, for it is made up of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the bloodletting is that the patient's hand enters in water until the vein appears clearly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	Then let it be strengthened with a tight bandage around the limb half way; and let blood be taken secondarily from the small transverse vein, not laterally or lengthwise.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And then is the wide opening and is your bloodletting at which you take blood from the arm at the joint of the hand a little bit.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of blood is stopped, then let him dip his hand in water until you can get to your need.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	If you were in the summer days, then you are excused from dipping your hand in water; but the season is paused in the wintertime.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the bloodletting from this vein is more valuable than from all the other veins, for there are no pulsating veins or nerves.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And the bloodletting from the wrist of the right hand is sent to the feverish parts of the body.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of the bloodletting is that you strengthen your hand with a bandage or with your own, for it was dipped in water, until the vein swells and is clearly seen; and then let blood be taken transversely; and if you cut that one from top to bottom, no one would see it.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And remember not to wrap your hand up after the bloodletting; for there are nerves in the naked skin of the body.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	Then dip your hand in water again and let the blood run into that, for if you do not dip it, the blood will clot at the opening of the vein, and stop the flow.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And if the blood is drawn according to the quantity of necessity, then you pause over the vein with salt and oil, that it may not be consolidated too much; and seemingly cover all veins straight.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	If the bloodletting from the wrist of the left hand is more valuable than that from the right hand, it is because it is sent to the feverish parts of the body.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	Do likewise with the bloodletting from his right hand.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the quality of the bloodletting from the vein is to feverish parts that are distant from the body, as those of the mother, and to retentions of menstruation, and to feverishness of the cheeks and ulcers of the legs and old breasts, and to their resemblance to fever.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of the bloodletting is that the patient dip his hand in water until it appears clearly on the wrist; and let him put a bandage over the joint of the hand; and the place of the vein he cut off apparently from the said place, and from that it branches out towards the face of the hand.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And then let blood be taken in a wide branch or cut off from the back of the neck, for it is better and more beneficial to the body.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you take blood from the face of the hand, then let him beware of the nerves that are behind it on the face of the hand; and let the blood be taken transversely, as if you wanted to cut it.
E sia le fleubotomi vosil.	And let this be your bloodletting season.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	If the flow of blood is stopped, then let him dip his hand in water until you can evacuate it.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the bloodletting person makes a mistake in the first place, then let him repeat it a little bit, for the place is salty; and do not fear from it, but beware of the nerves, as we have said before.
E semblantment fay de la sophena del autre pe engualment.	Do likewise with the other arm, inwards.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And of the sciatic vein, the place is apparently cut off from the back of the leg.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The bloodletting from this vein is more valuable than that of other veins when it is done for fever.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the quality of the bloodletting is that the patient enter in bath, and goes quickly and strongly along his back from the shoulder blades until it reaches the bottom of the spine within four fingers' space in a long, thin band, for it does not appear otherwise than by water.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And then when it appears, then let him take blood from that side first, which is easier to reach; or cut it off from top to bottom, for the place is salty.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	It is better to take blood from the side of a man when he is relaxed; and if it appears on one side, do not be concerned with the feeling of the whole body; then let him take blood from any part of his arm, and that which appears on the face of the hand near the thumb is better.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	And beware of the nerves, and let the blood run out of the quantity you want.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Then return the vein to its cavity, and place your hand over the area to prevent the blood from flowing too much; for it is better to stop it carefully.
De ventozacio e de las qualitatz de uzar de aquelas.	Of windiness and of the qualities of using those.
Ventozas so de corns, o de eram, o de veyre.	Windiness so from corns, or from earache, or from cold.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Windiness is caused by two things: the first one is bloodletting and extraction of blood; and the other is windiness from scratching.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And this windiness that is caused by scratching is due to two things: either it is fire and fire; or it is heat and heat.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the places that are used for windiness by bloodletting and extraction of blood are twelve parts of the body, of which one is at the nape of the neck, and is the last division of the head; and the second part from the jaw; and windiness from the chin, leaving the mouth; and windiness from two spatulas; and windiness from hollows, and it is at the end of the collar; and windiness from two bracers; and windiness from two cheeks.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And windiness does not extract blood except from small veins in the flesh, and it does not stop virtue by those veins; or it stops by fire or hot food; nor does it stop unless all the body is evacuated.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	If necessity forces windiness because of fever or continuous pain, then let it be given in one hour at the beginning of the meal and at the end, and in the middle place; and in the middle part, whenever it is necessary.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	And the cause of this is that in men for whom blood multiplies within them before excreting it by windiness, and they feel tired because of it; or it stops by fire or hot food; nor does it stop unless all the body is evacuated.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And then if it happens in some cause like this, and especially if it is at the third or sixth hour of the day, then command that windiness be made.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And with the wind of the neck is that when it gives gravity to the head and falls into the hollows; but also because it should be appropriate evacuation from all the body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This ventouse is in the place of phlebotomy of the cephalic.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And it is not good that you use oil on those who are in a state of fever or have a catarrh, because this causes great harm.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And it is not good that you use oil on those who are old and in the heads of which there are injuries.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	But to that who is continuous over it is made oblivion; and because you command the ventouse that your hand stops a little to the ventouse at the edges of the legs, fearing the generation of oblivion.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	But the ventouse of alcohol is in the place of phlebotomy of the dark vein and of the basilica: and because it gives to asthma, and to the constriction of air and to the splitting of the instrument of air, and to cough, and to swelling.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And if the ventose of alcohol is put a little, because if it is stopped by legs, it generates weakness in the body and in the stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the ventose of almond gives to the accidental pains in the head and to blindness, emigration, pre-focus and pains in the roots of the teeth; and it is in place of phlebotomy of the basilica.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And if you command the ventouse that he does not press your hand to the scarification so that it does not pierce the artery and causes a rush of blood.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	And the ventose of legs gives alcohol in the mouth, and corruption of the gums, and resemblance to the lefts of the diseases that are in the mouth, and they stand in place of phlebotomy of another which is in the two lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	But the ventose that is made on the two spatulas gives to caphutan, which is made by swelling of quality.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the ventose of the two legs of the mouth gives youth to the phlebotomy of three veins, if it is from the basilica, the dark and the cephalic, because that one attracts all those veins that are closed by the hand, and those veins that are smaller than those other veins that are closed inside so that it reaches the attraction to these three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And you command the ventouse that he does not make a scarification, because the place is naked of flesh and leaves him his nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And this is a ventouse that is ventosed on the ass and gives to the hemorrhoids of the buttocks and to the ulcers that are small.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And if you command the ventouse that it is a great ventose, and that it is of ermine, because the place does not give permission to strong separation; and a strong separation of fine ventoses makes scarification for scarification.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	But the fine ventoses of the legs give by a clear manifestation, because they attract the blood from all the body, and give to the ancient pains of the neck and of the mother, and of the bladder; and they provoke menstruation, and give to bothor and ademil; and they stand in place of phlebotomy of two fingers, and of alhorcoben, and of two cavils.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	In the meantime it destroys all the body and causes fainting in young men.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And of the ventoses of alhorcoben is appropriate youth to the youth with two ventoses of the legs.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	And the quality of the position of the ventoses is that you stop the ventose at the beginning to see and flow by early, and do not prolong the position of the ventoses, but pause them carefully, and keep them in a hidden way, and let the humors come to the place by coming.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And it does not cease to repeat this several times, and continue inside until he sees the place become red and swollen and the appearance of the blood.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And you scarify then repeat slowly the flow little by little, and approach carefully to the position of the bodies.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	Because that man who is of tender flesh of the hands, you scarify once and not again, because the place is not ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And you command the ventouse that he amplify the scarification and make it broad a little, and flow easily.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if the blood is thick, then you scarify twice, because in the first scarification it opens the way of subtleization to the blood and of its liquidity.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	But in the second to the acquisited scrutiny of the extraction of the thick blood.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the blood is feeble, then let there be made a third scarification so that it achieves the last.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	Finally, when we want to extract a little blood or a little, it is enough for us one scarification.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to extract from a blood, then you scarify with a large scarification; and if we know that the blood is thick, then you scarify by a dense scarification.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	And the term of scarification in which the depth of the line is only enough.
