Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
Capitol .xxii.	Chapter xxii.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	On the Treatment of Broken Bones which have been Restored with Twisting and Disallowing any Operation on them if Necessary.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When the member has been healed by twisting and is free from swelling and prominence on the bone, and yet it does not prevent its natural movement; but you must not accept the word of one who says that a member which has been newly broken cannot be operated on.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	May already be at war with some doctors and healers who have done so much harm on our land; and this operation is most dangerous, losing great fear of the sign of which is deadly.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the swelling and pain are recent, then consider whether they are caused by water that is hot or cold, in which herbs are boiled; as well as leaves of alfalfa and mint and similar ones to those; and a paste made from a powder of althaea; or that a medicine be prepared with mint juice and mixed with gall; or that fig syrup be mixed with colchicum; and similar medicines to those that are called "amenorrheic consolidations."
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And sometimes it is dissolved by slow rubbing that is wet; and it is given at all times according to the need of the member.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the tortuosity is already present and has become severe and turns into a danger and causes the need for treatment with iron; then consider whether pus has accumulated on top of the bone, and the continuation of the bone has been dissolved, and whether it is necessary to remove what is superfluous of the swelling of that member by means of thin incisers; and administer it easily in that part with solicitude and study.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	On Dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is when one of the joints of the limb becomes dislocated, causing it to be immobile, and resulting in a deformity of the member, with great pain and injury.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when a dislocation occurs, it should be reduced quickly; because if reduction is delayed, the joint becomes stiff and difficult to reduce.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And it should not be stretched or moved in the hour of the reduction, lest it cause muscle spasms and pain.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	And when it happens to you, consider whether you should make an incision on the patient's thigh, and let the pus come out; and quickly reduce the dislocation with ease.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And each member be cured with water, from which the memory will return to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already ordered the chapters on dislocation according to whether they precede fracture or not; from the top bone pus to the bottom pus.
Capitol .xxiiii.	Chapter 24.
De curacio de dislocacio de la mandibula dejos.	On Treatment of Mandibular Dislocation (from the lower jaw).
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If the two jaws are not tied up; and the dislocation of both is done in one way or another: either they are loosened a little by a small movement, or they are completely dislocated and then softened at the joint before saliva can come out from between them and their mouths can no longer be closed, and their tongues are wrapped in the words.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the dislocation of it is a little, then in most cases it returns by itself for a little while due to some cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	And if the dislocation is entire and complete, then consider whether it is administered with slow reduction, and not delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And if the minister has the head of the patient, and inserts it between the two teeth of the dislocated jaw from inside the mouth, if the dislocation is on one side; or that he inserts both his two teeth together, if the dislocation is on both sides, and places the others outside where they belong; and orders the patient to cease moving their jaws and make them rest in that position; and the teeth are wrapped and tied up so that they return to their place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, and even more so if both jaws are completely dislocated; then administer it with water and oil, until the reduction of both is slow; but consider whether we have said:
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And therefore, when it returns and is wrapped up, and the mouth of the patient is closed and not softened, then pause on top of those dust-like drapes with cerot; and apply wax and oil mixture; and let it be tied with ease by soft leathery bonds.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient sleep on his side with his head between two pillows, so that he does not yawn to the right or left; and do not allow him to eat for a long time due to some cause; and have a sharp fork near by, so that when the pain returns and the jaws are locked, then take it and chew slowly.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this water should be given easily; and do not work in the presence of the mouth due to eating and drinking and talking, so that the jaw is locked and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if the reduction of two jaws is difficult when they are dislocated at any time and do not return to their places; then consider whether fever and nausea will follow, and a strong odor will rise from the abdomen of the patient, and strong vomiting with pure colic will occur.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see it again, know that it is a waste of time; and consider carefully the one to whom this happens in ten days.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On Reduction of Mandibular Dislocation and the End of the Muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The furculum is not dislocated from the body by its own continuity to the feet; and some are dislocated at the end far away, and this is declared by sensation.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of it is that the patient sleeps on his side and spreads his legs.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then tighten the joint with your hand very firmly, for it will return by itself.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then pause on top of that paste and dust, and strengthen it.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	And the end of that which seizes and is continuous to it, is not dislocated on any day; then consider whether it is reduced and wrapped according to what we have said, and according to your dress.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Then pause on top of that paste, and dust, and tighten it, and order the patient to adhere quietly and rest until it is healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And with this medication, the end of the muscle is reduced when separated from its joint.
Capitol .xxvi.	Chapter 26.
De la reduccio de la dislocacio del muscle.	On Reduction of Muscle Dislocation.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is not dislocated unless it is torn at one end or the other; and the one that is dislocated is at the end of the titillative.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated at the end of the muscle, and this is difficult; and it is not dislocated behind by the shoulder, and it is not dislocated in front by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And most often it is dislocated and comes out at the ends, as in the case of titillative muscles, and most often it is dislocated slowly in those where the tissues are few; but in those where there are many tissues, it is dislocated with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And a strong blow will sometimes cause the muscle to be punctured or torn; and the muscle of it is pierced by water that has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then consider whether you can reduce it while standing on top of it, and then proceed with the treatment.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is recognized when the dislocation is at the ends of the titillative muscles; but distinguish between the dislocated muscle and the one next to it, for you see a great difference between them; and you see the concavity of the muscle at the end of the titillative, and that of the one next to it, so that one can touch the top of the muscle; and the patient cannot reduce his hand to his ear, nor can he move his head by all means.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated then move his foot or his leg, and you will hear a loud, clear pain, and do not cover it up.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And from this dislocation there is slight reduction when it is cold, and the patient is a child.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of him is that the minister raises his hand to the patient's thighs; and approaches the strings attached, letting them tickle him, and raises the joint by strength in its place, and the minister raises the patient's hand, and extends it out. And then he lets go of those slightly.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Otherwise, if by water that we have said does not return, and only from the beginning that an accident occurs, days later, let the patient be bathed in cold water, and administered brocations that soften and smooth him out like cow's milk, and fenugrec, and melilot in water, and administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And the patient is to be raised up on his two hands and placed from the tickle wait for wool that is woven between levitation and constriction, and then the doctor places his foot over the hernia, and lifts up his muscle by virtue, and pulls down the patient' s hand so that it is not struck against those parts, and another minister holds his head, which is not struck against those parts, because that soon returns to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce that second in this way: and it is that you put a man on his back who is taller than the patient, and he is on the side of that part, and inserts his hand from the tickle of the patient' s navel, and raises the tickle of the patient to the thighs, while he hangs up on air, and another minister pulls down the patient' s hand from those parts of his belly.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Otherwise, if the patient is still, let it be known that another cause is suspended, so that this one, because the dislocation returns soon.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced in another way: and it is that a long staff is placed on the ground, whose end is round in shape, as well as made of mortar, which is not thick or thin, and it is placed from the patient' s side; then let the lion skins be stretched over the staff, so that the patient stands according to the length of the staff, and his hand is extended to the sides of him by strength, because the joint returns to its place with speed.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult reduction of him for all the causes that we have said, then use this cure: and it is that you take a staff whose length is two bras, and its breadth of four dizz, and its thickness is lightened in the preon of the tickle according to this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then on top of the round staff are tied lion skins, so that the staff does not slide on the patient' s head.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then it is placed from the tickle of the patient, and his hand or arms are extended over the staff within the sides, and the staff is tied to the assistant and arm at the end of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Then the arm is placed on a step of steps according to its breadth, and the hand is extended from the sides, and the other hand is suspended from the other side, because the joint returns soon.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the instrument is complete according to each way that is possible for you, and then let it be known that you leave from the tickle wait for wool of a certain quantity; and then apply paste prepared of mortar of mill and egg white on all the muscle, so that it is turned over, and then tighten from the tickle by constriction; and the limb is turned over on the paste, and his hand is connected to his neck, and let it be, and not struck against his hand for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And since the patient' s food is reduced little, while his member is comforted, because it is easier to get better.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And then the food is given more, after seven or eight days, and exercise a movement; and if it stops and does not become soft, then it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	Otherwise, if the joint is dislocated by moisture that occurs to it or by another cause, then let it be known that there is administered cauterization by three touches, according to what has been said in the chapter of cauterization.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this is still done and seven days are passed, then the limb is separated, and the joint does not close, and the paste and constriction are a little soft on it, and do not close, and the muscle fibers or nerves at the head of the muscle have already been cut or extended or softened, and you know that the joint never closes in its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that one which is caused by a fall behind or in front, the reduction is done by a sudden movement and an extension to the sides, while it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And let be administered to that other constriction, and care to that one within that it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if it is late in the healing of the limb and slow in its movements, then the patient uses bath with cold water within that his gravity is lightened and returns to its natural state first.
Capitol .xxvii.	Chapter 27.
De curacio de dislocacio del coyde.	Of treatment of a dislocated collarbone.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You know that the joint of the collarbone is dislocated with difficulty and seems to return with difficulty; and it is dislocated at all parts, especially in front and behind, and the dislocation of it is not covered up by your doing so little touch or so some form is dislocated, and when you adjust the dislocated one with the hand on the side, then let it be known manifestly, because the joint is bent and cannot bend the arm, nor touch it to its muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And since your cow is a dislocated one, reduce the dislocation soon in front because if you see it coming out with blood, then the reduction of it is difficult, and hard it does not heal completely; and more so when it is at the back parts, because it is worse than all the other kinds of dislocation, and more painful, and let these things be done to that one from which the joint comes out with blood, for the sake of the life.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of him, when that one which is possible to reduce is done, is that his hand be extended by two sides, and his arms are spread out, and the sides of the doctor are over the collarbone and let it go, and press the joint with its fingers or the palm of his hand while it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	Otherwise, if the dislocation is in front parts, then return it so that he doubles his hand by his side with his own palm, while it strikes the collarbone with its knuckles.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not obey to the reduction, then administer violent extension and press hard.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	It is that two ministers extend his arms, and hold him by the sides so that he does not fall down again after extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then the arms are turned over all parts, because they are wrapped with a double-length cloth around the hand of him, or limb.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with his hand, he unsets it with some oil so that this one is those causes which help in lubrication of the joint by ease; and then presses the joint with violent movement while it returns to its place.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And then the reduction of him is done when he is placed on that paste in which is stiffened and mixed with egg white, and is extended by constriction from below; and the arm is suspended on its neck, and let it be left for a few days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And let it be unfastened; and if the joint is in its place, then unfasten the limb from it and leave it.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not stiff, then unfasten the plaster and limb again, and leave it for a few days before taking off the plaster; and then let it be unfastened.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	Or if it happens that gravity comes to the reduction of the joint, and its disposition is in motion, then administer humidification in bath and subtle friction, and compression, until it is relieved; or pause over the joint with relief, for if it is a thick mass, let it be bound, and leave it on the bone for a day and a night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then hold that up, and put it in the bath; and when it has cooled, then rub the joint with moderate friction, and then repeat on it with relief, if it is noisy of movement, one time, and a second time, and third time,
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	Corruption has already spread over the denouement of the bath, as it is limited.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want, pause over that hole of cow wet and sharp with the blade and stretch on it; and make some cuts, for that is wet and reduces to its disposition.
Capitol .xxviii.	Chapter .XXVIII.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Of treatment of dislocation of the shoulders, if it is of the joint that it is between the arm and the shoulder blade;
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	Of the shoulder a few times it is displaced, and the reduction of its dislocation is slight, and the opposite is of the other joints, but it must be noted that there is speed in reducing it in the hour when it is displaced, before the place has become stiff or is aching;
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of its dislocation is that you pause the joint of the shoulder from the patient on a table and the minister extends the hand of it, and puts the palm of his hand or his knuckles on the proximity of the joint, and pushes it in until it returns to its place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	But moreover it must be considered that if the palm is already laid on the belly of the hand, then the patient pauses the two of his hand on a table and its extension and reduction; and if the dislocation is previous then let the two of the hand be laid intricately on the table, so that the hand of the minister is over the proximity of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns soon, it is good; and otherwise, then tighten it with bandages, yielding to the stiffness, and leave that; and do not repeat this, for, unless there are many days, it does not suffer nor can bear about the reduction of it quickly.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	But also the joint follows its course; and there is no cause for the patient, but his hand is soft and cannot tighten for any reason; then you will know that the nerves are twisted or knotted, and it does not follow that it should be strong until after the bandage has been taken off and applied again; and if you make a test with a sharp instrument near the joint, and let it go, then give him a cause.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	So then when it had recovered from the badness, then pause on it the bandage that you have re-tended, and let it be left and tightened for a few days; and then let it be unfastened and exercise the hand.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	But if the movement of it is strong and comes to some gravity, then let it be held with a wet cloth and some friction made on it, until it is relieved.
Capitol .xxix.	Chapter .XXIX.
De la curacio de dislocacio dels ditz.	Of the treatment of the dislocation of the shoulders.
Alcunas veguadas so dislocatz les ditz a tota partida.	Some cuts are dislocated from the start.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when a joint of the hand is displaced to its two of the palm or belly, then tighten that joint and push the displacement of it with the thumbs, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the tip of the finger, and hang it from the part to which it is displaced, and leave it for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Then hold that up, and stretch that out until it turns on itself in that place of its day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when you are not busy, then stretch that second time, and do not cease to unfasten that in its day and exercise with movement, and stretch that at night; and make it for a few days until it is stiff.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	Then make it similar to the other, if it is displaced to the belly of the hand, and stretch that at that part, and make the first operation of the thumb, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And in the same way do for the other joint when it is displaced to another part.
Capitol .xxx.	Chapter  .XXX.
De la curacio de dislocacio dels spondils del dos.	Of the treatment of the dislocation of the shoulders.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When a complete displacement of the shoulder or collarbone occurs, and it is not cured after the course of treatment, then death awaits the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	The sign of this is that the patient's speech goes away from him by will, and he cannot retain it; and some of his limbs or two legs or two arms become soft, or one of them is broken, because sometimes it is broken and sometimes it is made; and sometimes it is broken.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Then that is already broken into four parts and is called gangrene.
