Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
Capitol .xx.	Chapter XX.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Of the treatment of a bruise that occurs in the trace of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Then this treatment occurs in the trace of the healing of a fracture, and more so if it is near the joints, and distorts the member; and a strong bond stops its natural movement.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Then consider whether the bruise is recent and administer to it the medicines that have stifled it as such, and wash, and see, and smell it, and touch it; and if you take some of it all or all, and if you take some of it in a cloth, and bind it over the bruise in cloth, and tighten those over it with good constriction.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And then leave the tightening in place for a few days; and then remove it and repeat, until the bruise is removed; or tighten it over that plate of lead, because lead has the property of removing all the swelling that is inflated in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	If the pain is already severe and it is necessary to cut those parts that are more easily severed, then cut them with a sharp knife and cut off what is superfluous and imminent or remove it with an incision, and treat what remains with medicine so that it may be healed.
Capitol .xxi.	Chapter .XXIII.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	The restoration of a fracture should be done with care, keeping the member in its place and not causing further pain.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is healed, and the member is kept in place with ligatures, consider the following causes for which it should not be done: either because there is too much tension on the ligaments and the connection is not right; or because there is a blockage of nutrients to the limb; or because there is too much waste matter; or because there is excessive movement at the wrong time; or because there is pain in the body and to relieve it.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And treatment should involve making the patient eat and making his heart strong so that the pain does not increase in him; and give bath; and apply hot packs and pleasure to him.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And place a cloth on the member so that the cloth brings heat to it, or continue to apply warm water to it, so that the nutrient liquid runs and returns to its natural shape.
Capitol .xxii.	Chapter.XXII.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	The treatment of broken bones that have healed with a twist should be avoided, and the operation of removing them is not allowed if it causes pain.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When a member that has already been healed becomes twisted and برجسته due to the bone being twisted, and it causes pain, but the member does not prevent its natural operation, then do not take the word of one who says that a twisted member no longer exists;
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	But there are some foolish doctors and healers who have performed such operations on our land; and this operation is very shameful and brings great fear to those who perform it, and they risk their own life with it.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	But if claudication and pain have recently occurred, then let them be treated with warm water in which herbs are added that soften it; or with white wine and olive oil, and let it be bandaged with a soft fabric; or with the resin of oak tree, and let it be applied to it; or with the fat of the root of the nettle, and let it be wrapped in cloth; or with a mixture of butter and olive oil, and let it be wrapped in a cloth; or with a mixture of honey and the oil of the cherry tree, and let it be bandaged with a cloth; or with a mixture of honey and the resin of cypress, and let it be applied to it.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And in some cases, it is dissolved with gentle friction that is kept moist, and it is administered movement of the member from the very beginning at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	But if the twist has already occurred before and it is severe and has turned into pain and caused necessity for iron to be applied to it, then let the upper part of the bone that is affected by the twist be cut off with a sharp knife, and the part that remains of the bone be treated, and the soft tissue around it be cut, and ease be given to that which causes pain and study be made in the case.
Capitol .xxiii.	Chapter .XXXIII.
De sermo en dislocacio.	On speech in dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is when one of the joints of the body is moved from its place, causing pain and great damage.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when a dislocation occurs, it should be reduced quickly, because if the reduction is delayed, the joint will hurt and become difficult to reduce;
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And therefore it should not be stretched or bent in the hour of reduction, because when some vision is seen, spasm and pain come to the body.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	But when it happens to you, then you should hide yourself from the flabotomy of the patient, and let it rest until the spasm passes; and let the member be bathed with warm water and oil, and let it be reduced with ease.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And all of the member should be treated with water in which memory will return to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And the chapters on dislocation have already been read and ordered according to what precedes in fracture; from the upper part of the body to the lower.
Capitol .xxiiii.	Chapter.XXIV.
De curacio de dislocacio de la mandibula dejos.	The treatment of a dislocation of the jaw of the patient.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	So the two jaws are dislocated if they are not tied; and the dislocation of both is done in one of two ways: either because they have come loose a little due to a small movement, or because they are completely dislocated and are softened at the joint; so that they do not stick together and their tongue does not close their mouth, and the tongue of him wraps itself around his words.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	But when the dislocation is small, then in most cases it returns by itself for a little while;
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	But if the dislocation is whole and complete, then reduce it gently, and do not delay it at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And the minister has the head of the patient, and he inserts it into his mouth at the part where the jaw is dislocated inside the patient's mouth, if the dislocation is on one side; or he inserts both of its jaws together, if the dislocation is on both sides, and the other parts are outside; and he orders the patient to cease his jaws and finish eating from any part; and he inserts the jaw back into its place so that it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, and even more so if both jaws are completely dislocated, then administer evaporated water with oil, so that the reduction of both is gentle and do not delay the reduction of both at all; for if we have said:
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And therefore when they return and are closed up, and the mouth of the patient is not softened, then place them on a cloth of cotton cloth, and let it be done with wax and oil; and let it be reduced gently with ease.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient sleep on his two sides, and his head between two pillows, so that he does not stick to either side; and do not force him to eat for any reason; and have his food be a lion's paw, so that when the pains are relieved and the jaws are no longer stuck together, then make him drink what he wants.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And let it be administered with ease, and do not work on the patient' mouth when eating and drinking and speaking, so that the jaw is unblocked and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce two jaws when they are dislocated at any time and do not return to their places, then let there be seen some vision, and strong pain comes to the belly of the patient, and strong sweat comes from his forehead, and strong vomiting of pure bile occurs.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see it, then know that it is a loss; and remember the one to whom this happens in ten days.
Capitol .xxv.	Chapter.XXV.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	The reduction of a dislocation of the furculum and the end of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The furcula is not dislocated from behind by its connection to the legs; and some become dislocated at the end, and it is felt.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of him is that the patient should lie on his back and extend his legs.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then cut the area with your palm firmly, for it will return to you.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then place a piece of plaster and dust on it and stretch it out.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the end of that which you cut be continued until it reaches that place, do not dislodge it at any time; then cover and join it according to what I have said and according to your equipment.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Then place a plaster on it, dust it, and stretch it out, and order the patient to remain quiet and at rest until it is healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And in this cure the end of the muscle is reduced when it is separated from its place.
Capitol .xxvi.	Chapter.XXVI.
De la reduccio de la dislocacio del muscle.	Of reducing the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is not dislocated except in three ways, and one of these is that it is dislocated at the separation of the gluteal from the thigh.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated at the separation of the muscle from itself, and this causes a cramp; and it is not dislocated behind by the shoulder, nor in front by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And most often it is dislocated and comes out in front of the thighs towards the back, and most often in those whose flesh is thin, it comes out with difficulty; but it comes out in front with ease in those whose flesh is thick.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And a great many times it happens to certain men that a blow or a bump causes them to swell, and the muscle of him is swollen with swelling caused by another muscle, and this one has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then, when you have put him to bed as you promised, and then proceed to the cure of him.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And the dislocation of him is known when it is in front of the thighs towards the back; but so that you can distinguish between the dislocated and healthy muscle, for you discern great difference between them; and you discern on the head of the muscle concavity and towards the back of the thigh from a certain point to another, and the patient cannot reduce his hand to his ear, nor can he turn it around all over.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated, then it is at the feet or behind; and you will feel a strong touch, and it does not retreat.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And of this dislocation there is a slight reduction when he is fresh and the patient is child.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of it is that the servant raises his hand to its top; and place the thigs behind the thigh of him with force in its place, and the servant raises his hand, and extends it behind; and then place those behind, for they return with difficulty.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	And if by a certain water it does not return, and only from the beginning that the dislocation has happened, then wait until the patient is bathed in warm water, and then give him brooches that soften and smoothen him as if they were cut nails from high places, and tarragon, and melilot in water, and administer it.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then the patient should be placed on his back and held with a strap between his legs, waiting for the wool to be wrapped around him that is stretched between elevation and tension, and then the doctor should place his foot on the spine, and raise the muscle by force, and throw the hand of the patient so that he is not raised at the front of the thigh, and another servant hold the head of the patient, that is not raised at the front of the thigh, for it will return to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you want, you can reduce this second way: and it is that you place yourself in front of the patient who is taller than him, and be on his side, and insert his muscle behind the thigh of the patient and raise the patient's muscle to its top until he is suspended by air, and another servant holds the hand of the patient from behind his waist.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	And if the patient is very heavy, then know that another cause may be his suspension, for this causes a return of the dislocation.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And this reduction is only by another way: and it is that a long pole be placed on the ground with an egg-shaped figure at its end, as with mortar, which is not thick or thin, and is held behind the patient; for it is placed on the top of the pole, and the patient stands according to the length of the pole, and his hand is extended to its sides with force, for the joint returns to its place with speed.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if the reduction of it is difficult by all the means we have said, then use this cure: and it is that you take a long pole whose length is twice as long as the arms, and whose thickness is four fingers wide, and its thickness is reduced in the form of the hip according to this figure:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then place on the top of the pole that it does not slip under the patient's head, and a long pole should be used that does not slide under the patient's head.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then the pole should be held behind the patient's thigh, and his hand or arm should be extended over the pole to its sides, and it should be kept steady by the assistant and his arm and the end of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Then the arm should be placed on a step stool according to its width, and the hand should be extended to its sides, and the other side should be suspended from it, for the joint returns very quickly.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the instrument of him is complete according to each way that you can do it, and then, when you have put the wool around his leg, a certain quantity; and then place a plaster prepared of flour of moly and egg yolk on the muscle, so that it is rolled up from above, and then tighten it with force behind the thigh with a strap, and leave it alone for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And when the patient's food is reduced little by little, then wait until his member is comfortable, for he is less painful to heal.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	Then the food should be given more and more by seven or eight days, and exercise should be made with a certain movement; and if it stops being soft and does not become firm again, then it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	And if the joint is dislocated by moisture that happens to it or by another cause, then know that this should be administered cauterization in three ways, according to what has been said in the chapter on cauterization before.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this is not healed and seven days are passed, then the ligament and joint are relaxed a little, and the plaster and tightness are removed from him a little, and he cannot raise his arm to its top, know that his nerves, which are at the head of the muscle, have been cut or stretched out or softened; and you know that the joint will not hold its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	Of the dislocation of that which is caused by pushing and stretching it from its sides, the reduction is made with a sudden movement and extension to its maximum, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	Then the other tightening should be administered to it, and the cure of that should be performed until it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if there is great healing gravity on the member and delay in its movement, then the patient should use water that is warm and soft until this gravity is removed from him and he returns to his natural state.
Capitol .xxvii.	Chapter .xxvii.
De curacio de dislocacio del coyde.	On the Treatment of a Dislocated Shoulder
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Know that the shoulder joint is dislocated with great difficulty and often returns with greater difficulty; it is dislocated at both ends, forward and backward, and when you adjust the dislocated shoulder with a certain movement, it is clearly declared to you, because the joint is concave and cannot bend the arm or touch with its muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And when you have stopped the bleeding, reduce the dislocation as much as possible in front so that it comes to a standstill, because if it stops with a standstill, the reduction is difficult, and it is not cured completely; and more so when it is at the back, because it is worse out of all the other species of dislocation, and of greater pain, and must be left for dead.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of it, when that is possible to reduce, is that the hand of it be extended to two sides, and the arms of it be spread out, and the muscles of the foot be placed on the shoulder and let it be pressed at the joints with their knuckles or within, so that it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	More if the dislocation is at the front ends, then return it so that it doubles the hand with its own hand, before striking the shoulder with the knuckles of the hand.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not obey the reduction, then administer violent shaking and very strongly.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And it is that two ministers extend their arms, and have that extension of two ministers so that it is not shaken again by the shaking.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	Then return the arms far apart, for it is wrapped in a long folded cloth over the hand, or otherwise.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the patient touches the joint with his hand, anoint it with some oil so that it helps in the lubrication of the joint with ease; and then press the joint with violent pushing until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And the reduction of it, when it is stopped on that paste in which it is stiffened and applied with egg white, and is pulled with strictness down, and the arm is suspended from the neck, and left for a few days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then remove it; and if the joint is formed in its place, then remove the cloth from it and leave it.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not strong, then remove the paste and the cloth from it and leave it for a few days until it is pulled out, and then remove it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	More if gravity occurs on it during the reduction of the joint, and its position is in movement, then administer hydration in a bath and gentle friction, and compression, until it is relieved; or pause on the joint and let it lie; so that it is not moved again by gross motion; and then bind it, and leave it on the bone for a day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Then remove that one, and put it in a bath; and when it is relieved, then you rub the joint with gentle friction, and then repeat on that relaxed, so that it makes a noise of movement, once, and a second time, and the third,
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	The corruption has already spread on the skin of the body in the bath, but it is limited.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want, pause on that wound of the cow wet and sharp on it, and make it a few times, because that is wet and reduce its movement.
Capitol .xxviii.	Chapter .xxviii.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	On the Treatment of a Dislocated Shoulder Joint Between the Arm and the Hand
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	A few veins of the hand are displaced, and the reduction of the dislocated joint is slight, and the opposite is true for other joints; however, if gravity occurs on it during its displacement, or stops with a standstill, then speed up the reduction of it in an hour when it is displaced.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of the dislocated joint is that you stop the joint of the hand of the patient on a table and the minister extends the hand of it, and the foot of the patient stops its own muscle or its palm over the vicinity of the joint, and presses it until it returns to its place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, if the palm is already covered by the hand of the patient, then place the two hands on a table for extension and reduction; and if the dislocation is before the two hands, then place the two hands of the patient intricately on the table so that the foot of the patient is over the vicinity of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns soon, then it is good; and otherwise, then bind it with a paste that stops the bleeding and leave it; and do not repeat this, for otherwise, it does not suffer or can not be reduced after a few days.
