Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
Capitol .xvi.	Chapter XVI.
De restauracio de la fractura de la camba.	On the Restoration of a Fracture of the Trunk.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	You know that in the trunk there are two bones which are called by their names: one is large and is called the "trunk"; and the other is small and is called the "sideral".
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	It happens to all kinds of fractures in the arm, which are two bones; and the restoration is made in the same way as that of the arm, and the operation is one and the same.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	And if both bones break together, then the trunk becomes shattered.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	And if one of the small bones breaks, then the trunk becomes broken in front.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	And if one of the large bones breaks, it goes behind; and it is one of those cases that are not familiar to you.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	Then apply the same measures of stretching and tightening to the branches according to the engagement.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	But if the fracture of the trunk is not very severe and there are no broken ends, then apply to it a moderate stretching; and rejoice in your skill.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	And in the trunk there is a reason for an operation on the arm; and it is when you join the branches together and complete all the operation; then take from the ends of the handle what are made of fine wood; take care to cut off only that part which is necessary, and do not damage those parts that are useful; and if they are small, take care not to damage them; and if there is a long piece, join it according to the length of the trunk, and from the hip to the top;
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	Then wrap each sheet twice according to the length of it; and place one over the other from one side of the trunk to the other, and put between them a space at the top of the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	Then tie the two branches at three places: twice at the ends and once in the middle; because with this tightening the trunk does not lean to the right or left side, and it is in good position.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And one handle of wood has been made according to the length of the trunk; and it should be placed in it so that it moves with the trunk.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	Then, after having finished this work, then you will know how to heal it when broken; and there is no healing for it.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	Then consider the trunk every day and study it carefully; and you should guard against gangrene or swelling or similar causes; and if any of these things happen, then cut off from it what is affected and heal it, so that it may be healed.
Capitol .xvii.	Chapter XVII.
De la fractura del talo e dels osses del pe e dels ditz.	On the Fracture of the Ankle and the Foot Bones.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	The ankle does not fracture altogether; but in the bones of the foot there are some fractures; and in the feet of the horse there is little fracture or none; and in the same conditions of age and health.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	But if the bones of the foot are fractured and they are raised above themselves; then the patient should be lifted up with care, facing downward, and prepare it for treatment.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	Then place one foot on top of the other bones; and press down on them and join them together, so that they do not separate again but adhere to each other by a good joint; and if necessary, appeal to Podagors for help in this matter.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	Then apply plaster over it, and put something under the foot; place a small table on its two edges so that they rest on it.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	Then tighten that foot with a descent stretching, because you have wrapped it in cloth and from other causes from which he suffers;
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	Then after three or four days pass the ligature, because you will see if the bones are engaged or not; and the operation in them is done with care.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	If some say that their toes are numb, then restore them, and also cover those with ice and give them wine to drink in small amounts, and keep them warm.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	Then pause the pinching for a second according to its length, and place a little bit aside; then remove the foot from this table, which is recommended to you, and tighten it with a tight bandage.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	If there is a pinching in the bones of two or three or more, then you pause on each one astela of its quantity wrapped in linen, and tighten the table at the bottom of the foot, and stand over one of the heads of the table with your stomach facing the sole of the foot so that it has good retention.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	It is convenient to you that you do not forget that you do not consider all the causes that have been said to you in the other fractures of the accidents that we have said; and pause for any accident that you may have.
Capitol .xviii.	Chapter XVIII.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the Fracture of the Knee-cap of the Femur and of the Hip-bone, and on the Arm of a Man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the knee-cap of the femur is pinched, then make that cut in a knife-like way, and incline it a little at the top of the two, and hold it behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	Then the midwife presses on the knee with her hand, and makes it move forward with hope; then the woman is shaken, and raises her two legs little by little, for as soon as this leg is outside, it will be in front of the knee with hope and the pinched bone returns.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	Then pause with powder on her legs, and when she wants to urinate, she removes the bandage easily and urinates, and reduces it and returns that second to the way it was at the beginning, and returns to her first powder.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And so it is done for seven days or more, because that one is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you want, take a bladder of oil and tighten it on the top of the leg with a cannula of leather; and introduce all the bladder into the knee of the leg, and blow into the cannula with strength within that the bladder is inflated inside the knee, for the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	Then it is filled with bandage and left for a few days according to what we have said, so that it heals.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the arm of a man or a woman is pinched, then administer to it the injection and re-injection of the water that we have said about the hip-bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And that water which is on the right does not hide these close fractures and those that are not much, mostly at the one for whom this study and use is made known; because that fracture means to you in the main ways of rightness in the restoration and strictness of it, and therefore understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	If the arm of a man is pinched when it falls, take a bladder of water, and put the arm into that; then pause it over the wrapping of linen, and wrap it up, and leave it wrapped up for three days or more, and be healed.
Capitol .xix.	Chapter XIX.
De restauracio de fractura dels osses quan es am plagua.	On the Restoration of Fractures of Bones when they are swollen.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is convenient for the person to whom the fracture has occurred with swelling, and most especially if the bone is large, such as the hip-bone or the shoulder-blade, that you keep it warm and give it water often; and if the conditions of bloodletting allow you to do so, as we have said above.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the swelling goes away without causing any harm, then you will have kept it warm in your bed and powdered it with dried mint, unless there is another cause that presents itself.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Then begin to restore the fracture on this day, and do not prolong it, except in case of a fever.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	If the fever comes on gently, then you will leave the restoration of it until the ninth day, as long as the fever does not subside; and do not bring it closer to the third day and the three in all, because you would make bad accidents happen.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	If the broken bone is prominent on the outside of the joint, then you will have it reduced and enclosed with your own skin as easily and as little extension as possible.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	If the extension is not prepared by you and is a complication of that joint, then reduce it with your own skin as easily and in little amount as possible; and that instrument which is made of iron, the length of it is seven or eight days, and its width is according to the quantity of swelling; and it is necessary for the doctor who takes three or four, according to the quantity that you need for the cure in all kinds of fractures.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	Then make it round, and make it small in size so that it does not bend the skin too much on that part in the hour of the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And it is sharp at the end, so that it has a margin on its ends; and this water of him is a great thing that tends to him, and most of it is inside the joints.
E aquesta es la forma de lu:	This is how it is done:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	It is called in Greek "labra volentiaratelare", which means little knife.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	So that the end of it is raised on a sharp edge above the prominent end of the bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	Then put that in a cloth, so that it returns to the bone, and enclose it with a certain equation.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And therefore try to enclose the ends of the fracture between them, and if the end of the bone that is broken is small, and do not take the instrument for a good operation, then you cut off the end of that bone where the instrument has power over it.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	If you cannot reduce the bone completely with water that we have said, then cut it with one of the scalpel knives that we have mentioned; or cut it with one of the razors in some way that is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	Then remove what remains on the bone of small scratches and little cuts.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone has been reduced, and the pain of the patient is very severe and burning, then know that the bone has not returned to its natural place; and at that moment give water because you have deprived the patient of great good.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Then, when your restoration of the bone is complete, then cover it with black vinegar, and especially if it is in summer, and do not pause about the swelling or corruption, so that it does not cause bad effects and decay.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	Then administer needles in the hour of the perfect completion of the bone's restoration, and leave the swelling uncovered in this way that you cut with scissors the edge with a needle, and use wrappings according to the quantity of swelling.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And you will keep it with all caution so that you do not increase the swelling with the fracture, for foolish physicians make bad accidents happen, and cause death or great corruption, or putrefaction; and this is healed.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	If the patient's swelling is mild, it will subside somewhat, unlike in other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	If the swelling is great or is a bad swelling and you fear some other bad accidents that we have said, and feel pain in that place, then do not pause on that bone, but wrap it up tightly with strong cloth instead of needles, and tighten it with a bandage.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	Then when a day or two have passed since the swelling has begun, which may be an hour, then you will stop the water that you had put on it with warm cloth, and administer calches, wet them with those with which we usually treat swellings, and make them boil; and do not allow anyone to drink water until they are well boiled.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And you have to make the member move so that the rot will run from it to the joints more easily.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the swelling has lasted for several days and does not subside or disappear from the arm, then you must know that this is a sign of a serious illness and that it will spread to other areas.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those that separate and are extruded, those that do not separate and put the member in such a way that they cause pain, then you must cut them off according to your ability.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if the swelling becomes hot or cold, then it is a sign of fever or some other kind of putrefaction, so you must know that you should pause and wait for the swelling to stop causing pain before attempting treatment, which is described in the previous chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And on that which you should rest and present your leg: when the swelling has decreased a little, move it with the help of the thigh and the supporting leg and similar to those of the large members, and do not think that there is any attraction from within or that the extraction will cause harm, because a strong pain will come if you do not wait for about twenty days or three months. And then heal the swelling if it is visible and if not, leave it alone.
Capitol .xx.	Chapter 20
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Of the treatment of a broken bone that occurs in the shadow of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	This type of swelling occurs in the shadow of healing from a fracture, and most often affects the joints, and it distorts the shape of the member; and it strongly prohibits the natural movement of the limb.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Then consider if the swelling is recent and administer those medicines that have been described above, and examine, and search for, and match them with the symptoms; also, do not neglect those that are slightly swollen or fully swollen, and apply those medicines to it frequently: vi-styptic, or milk of lead, or vi-agar, and place it on the swelling in a cloth, and constrict those around it with a good compression.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And allow the constriction to remain in place for several days; and then remove it and repeat this process as many times as necessary until the swelling is reduced; or apply a layer of lead over it, because lead has the property of reducing anything that is swollen in the members.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	Or if the swelling has already turned into a chronic condition and stricture forces it to open, then cut it open with care, and remove the excess and the prominent part, or cut that off with an edge that can be used again, and heal the opening.
Capitol .xxi.	Chapter 21
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Of restoring a fracture when it has healed and bring the member back to its natural state, without any deformity or pain.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When the bone fracture has healed, and bring the member back to its natural state without any deformity or pain, then know that this may be due to a variety of factors: one is the diversity of solutions for the limb and the ligation of it, which does not occur according to its nature; or because of an excess of stricture in the limbs from which the nutrient is prohibited from reaching the member; or because of a multitude of unnecessary embrocation; or because of excessive movement that is not appropriate at that time; or because of lack of nutrition in the body and for the treatment of it.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And heal that member by giving it food and making the heart of it strong when the pain multiplies in it; and administer baths, and pierce it with a needle and treat it kindly.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And then pause the application of a paste on it, so that the paste provides nutrition for the member, or continue the application of liquid food on it, which runs and returns to its natural form.
Capitol .xxii.	Chapter 22
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Of the treatment of broken bones that are restored with twisting and prohibiting the operation of their joints if it is needed.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When the member is already restored with twisting and healing from a broken bone and swelling, it has taken on the shape of the bone, but nevertheless, the member does not prohibit its natural operation; so you should not accept that the person who owns this member believes that it is a new break.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	However, there have been many false healing methods and restorers that have failed in this world, and such an operation is very abhorrent and carries the risk of death from the sigil of which it is deadly.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the claudication and swelling are recent, then know that they should be treated with wet herbs that are soft, as well as with leaves of mint, and roots of sage, and honey; and it should be applied with a paste made from milk (dill) properly prepared, or that it is pressed out of the root of sage and applied with olive oil of cypress, and placed on a plaster of the same; or that it is made of soft fig oils and triturated with the seeds of collyrim, and similar to those of certain medicines called "universal consolidation."
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And some are dissolved with a constant light friction that is more moist, and administered the movement of the limb at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the twisting has already begun from behind and is caused to be strong and turned into a chronic condition, and it is necessary to heal it with fire, then know that this is due to an excess of swelling in that member, and the continuous part of the bone is dissolved; and it is cut off with a sharp edge, and administered easily to that which requires treatment and study.
Capitol .xxiii.	Chapter 23
De sermo en dislocacio.	Of speech in dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is a loss of the natural shape of a member at its joint, so that it is prohibited from moving, and the figure of the limb appears deformed, causing great pain and damage.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Then if you encounter a dislocation, immediately cut it off, and do not delay reducing it, because if it is delayed, the joint will split open and it will be very difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And so it should not be stretched or bent at that time when reducing dislocation, because a strong pain and cramp will come.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	And then when it happens to you, know that you should prepare yourself for the flaybotomy of the limb, and pause it so that the spasm stops; and then the member is treated with water from a tail and oil, and reduced easily.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And the whole body should be healed with water of which the memory comes to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already ordered the chapters on dislocation, following those of fracture: from the upper limb to the lower one.
Capitol .xxiiii.	Chapter 24
De curacio de dislocacio de la mandibula dejos.	Of treatment of dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If the two jaws are not tartered; and the dislocation of both is done according to one of two ways: either they are remounted by a little movement, or they are softened slightly; or they are completely dislocated and softened at the joint before healing them, so that their saliva runs from their mouth and they cannot keep it closed, and the tongue is wrapped in its word.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	Then if the dislocation is slight, in most cases return to their usual state by itself if there is a slight cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If the dislocation is entire and complete, then know that it should be reduced with care, and not delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	Here is the translation of the text into English:
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	If the reduction is difficult and primarily if both mandibles are dislocated, then administer water of chamomile and oil, within which a slight reduction of both can be made and not delay the reduction of both at all, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And so, with return and Engualadas, and the mouth of the patient is closed and not softened, then pause on those cloths of drap at cerot, and be made of wax and oil rosy; and so tie with ease with liamens mols.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient sleep on his back, and the head of him between two armpits, that he may not swerve in any part right or left; and do not push for any reason; have the patient's food be forbidden lion, within which when the pains are relieved and the mandibles are no longer swollen, then drink what you want.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this water should be administered with ease, and do not work on the mouth of the patient in eating or drinking or calling, within which the mandible is swollen and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if the reduction of two mandibles is difficult when they are dislocated at any time and not turned into their places, then visible fever and frequent urination occur, and very strong gas comes out of the patient's belly, and very strong vomiting of pure colic.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see water, then know that it is a loss; and visible urination occurs within ten days.
Capitol .xxv.	Chapter. XXV.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On the Reduction of the Dislocation of the Jaw and the Extremity of the Muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The furcula is not dislocated from the side within by its continuity to the foot; and some are dislocated at the outer end, and water is produced according to the feeling.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of him is that the patient jumps on his back and extends his arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then return the place to your palm with a strong grasp, for it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then pause on that paste and cloths and strengthen that.
