Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if plague occurs inside the nose, then you must treat that with calamine and administer lead cathartics so that it is completely cured.
Capitol .iiii.	Chapter .iiii.
De restauracio de la mandibula quan es trincada.	Restoring the jaw when it is dislocated.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not accompanied by plague, regard if it is out of place only slightly and is not bent or twisted inside, then its recovery will be easy.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you should introduce the little finger of your left hand into the mouth of the patient; and likewise, if the fracture is on the left side, then insert the little finger of your right hand; and gently push the fracture out of place with the other hand, holding it in position with that of the injured side; do this carefully and skillfully.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the jaw fracture has separated into two pieces, then you must administer extension of two parts according to their position so that the alignment is possible.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if there is a concussion of the teeth, then strengthen those which you hope will endure with gold, silver, or cedar; and place wax on the broken jaw, and place a double cloth over it, and carefully place a single thread along its length; and place a weight on it according to whether it is suitable for binding and applying it, so that it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And order the patient to rest and be calm, and provide him with sour drinks.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the shape has been altered in some way, then you shall cover it and leave it for three days; and then correct what has been distorted with dust of mulberry, chalk, or flour of cypress, because you will have removed the wax from it, and place wool over the plaster.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then, once it is settled and adjusted, leave it, that you do not disturb it until it has healed completely and strengthened the fracture; for if the fracture remains untreated for three weeks, it will be difficult to heal.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if any other fever occurs, then administer calamine to it that has been seen in the patient's sweat before it is healed, and remove the puss from it.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is infected, then consider whether it is a small piece of bone or a large one, then you shall prepare those that are large with an instrument that suits them; and administer water to remove any of those on the instruments.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the wound from the plague is narrow, then you shall increase it with a scalpel according to the quantity of your need.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then, once you have removed those that are large, and if any remain, then patch them up with calamine so that they are healed; and if any puss remains, place it under a plaster so that it is healed.
Capitol .v.	Chapter.v.
De restauracio de la furcula quan es trinquada.	Restoring the fork when it is dislocated.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	The bones of the fork are broken in one of three ways when the fracture is made from the front at the edge of the muscle.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	It may be broken, separated, or separated into two pieces that do not cause any pain; and it is easy to restore it; or it may cause pain in some parts of the fork; and its restoration is difficult; or if the fracture is infected.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation in that, when the fracture is infected, is that you present two assistants, so that one holds the fork and fixes it, and the other extends the blood vessel at the break.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then bring the fracture together with the fingers so that it takes its natural shape, and not in its little prominence or concave shape.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you have a cold sweat, then pause the stinging of the patient' hand with a cloth or wool, and make the size larger or smaller according to your need; and extend and raise the fork, and fix it with a bandage so that it takes its correct shape.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot fix the extremities of the fork to the outside parts, because it comes into contact with the neck, then the patient should be placed on his back; and place a cushion under his head, and position a cloth half the size in front of him.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the assistant presses the muscle in front of where the bones of the fork are raised so that they are above the neck; and then you correct the fracture and bring it together with the fingers.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	If you feel pain in the fork or it is difficult to move, then cut those out and remove them easily.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is stuck in the bone, then you shall use a sharp instrument from your tools that you have placed in water; for you have left the fork alone; and this is the shape of the instrument:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is like a horn from which this is the shape of the concave; and its size according to the water that you have provided for it, according to the size of the bone or the lack of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	Then the length of the fork should be as it is for you to operate on; and there should be two ends, one wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the pain of the plague that you have cut out from the bone is wide, and you are sure that it is a puss, then you shall join the two edges of the wound with a stitch.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is little, or you fear puss, then you shall use cloth and powder according to the quantity of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if any pain occurs, then pour wine vinegar and rosewater onto it, and place a cloth on it.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	Then the stricture of the bone when it is infected and separated, is that you patch it with flour of mulberry applied with egg white, and place a cloth on it; and then you shall use an iron hook, which is long and sharp, so that it reaches the edge of the fracture, if necessary, and torches the skin from it; and then apply powder to the wound.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And all of this is to prevent the fracture from opening; and so that you may see the patient every day, if the bandage is wet or unfastened, then you shall correct what has been distorted and tighten the bandage.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And then place the patient to sleep on his neck, and leave the stinging of the neck slightly apart; so that the support of the neck is raised above the neck, and thus raise the fracture of the fork at the edge of the muscle; or let it rest against the neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And you shall not remove the bandage if there is no pain in it immediately or puss, until twelve days have passed.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And if he is seen to have a feverish face, then apply the plaster again and tighten it and restore that which has been broken; let rest until it has been healed and the fracture has been clotched.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And if he is strengthened and comforted according to the season in 28 days, and in some men it takes a longer time for that;
Capitol .vi.	Chapter VI.
De restauracio de fractura de la spalla.	Of the Restoration of the Fracture of the Shoulder-blade.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula is broken in the place of the shoulder, and not broken from the shoulder, but only the edges are broken.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And when it is broken in the middle, and not known by touch, then according to the shape of the fracture prepare it and reduce it according to the natural figure in all ways; by means of which it can be done with ease.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Then sprinkle over the place a powder of wheat flour and stop it with honey; and place over it a cloth that is doubled, and place on it a thin board according to the quantity of the spatula, or less.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	Or if in some places the place of the spatula is hollow, then you fill that hollow with honey; and place the board according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Then tighten it with a long hammer, and fasten the board so that it is not shaken from its place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And consider the joint every day; and wherever it is soft, tie it again, and tighten the board if it is shifted from its place.
E jagua le malaute sobre le sieu latz sa.	Then pull the patient onto his back.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula is restored in 20 days or in 25.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And when that number is completed, then you dissolve the joint, and that you know for certain that it is of the bones from which it did not break; nor did its dissolution cause any pain.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you cut the place of the bone and leave it with astringent; then you split it open, and stop it up; and do according to what has been said in the fracture of the clavicle by apothecaries' poultice if this occurs here.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	Of the Restoration of the Fracture of the Foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot, in some cases, is broken in the middle and then healed within; but the extremities of it are sometimes dislocated and broken.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents of the foot when it is broken in the middle, that it tilts towards the inside and causes great pain, difficulty in walking, coughing, hard breathing, and vomiting; and is declared in the cavity of the bone that has been broken, and does not conceal itself from sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of it is that the patient be laid on his back, and a cushion placed between his thighs; and press the muscles of it, and adjust the ribs of it to the sides of two ribs, and make a point carefully in the operation of it and in the adjustment according to all ways that can be done so as to bring back the figure of the bone according to what can be done, until the figure of the bone is returned according to what has been said.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Then place the plaster and straw over it, and a board of thin wood placed under it; and tighten that which is on the shoulder, so as not to be moved; and consider the tightening every hour, and when it has become soft, tighten it again.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessity compels you to remove the plaster from that part for any reason, or because of pain, or pus, which occurs in that place, then you cut and remove it, and correct that part by means of healing; and return the plaster to its place, if it has been removed a little way by water; and tighten that which is on it until it is healed.
Capitol .viii.	Chapter VIII.
De restauracio de las costas quan son trincadas.	Of the Restoration of the Ribs When They are Broken.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that the fracture of the ribs occurs only in the thick parts which join together; and does not occur at the extremities from dislocation, because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And the feeling of the patient is not hidden from inquiry by means of touch.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration be thus that it is joined together by means of touch according to all possible ways, until it is completely joined; and is plastered and tightened on the bone with a board, if you are afraid of that.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is inclined towards the inside and dislocated, then occurs with it great pain and stinging, so as to occur with that which has been weeping, and because of the wetness of the bone; and happens with it a difficulty in breathing, coughing, and hard breathing; and this is difficult to heal.
E ja les Antixs so engeniatz en aquela am motz engientz.	And the ancient ways have been made by nature for those parts.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And for this purpose: that you stop the patient's eating, which causes swelling and inflammation, so that the belly may be swollen and extended, and the fracture driven towards the outside.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And let us avoid water, so that it does not cause a loose movement to generate pus by means of which the fracture is driven towards the outside; and if this already occurs, then help it on with water.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And they say that it is stopped from eating and let it drink strongly; and it is similar to reasoning, but yet is feared that drinking may throw out the excesses to the place because of its weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And they say that the place be covered with wool which has already been soaked in oil, and let them be placed between the ribs until it is filled, so as to cover completely; and let it be cleaned from the patient by means of healing from weeping and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it causes great pain to contract the patient's skin, and the bone is poked by a sharp instrument, then they fear that the patient will die, so let them be covered over the place, uncover the rib that has been broken, and remove that which maintains the cypher, recalling the memory of it, and inscribe the bone with ease, and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	Then let us adjust the two sides of the wound, if it is large, with a burn, and heal that part with plaster until it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if pus occurs inside, then you cut and place in oil rosewater and place over the place, and let it be cleaned by means of healing water which has been covered with oil rosewater.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And be laid onto his back on which he sleeps, until it is healed.
Capitol .ix.	Chapter IX.
De restauracio de fractura del spondil del dos e del col.	Of the Restoration of the Fracture of the Vertebrae of the Back and Neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Sometimes the vertebrae in the neck are broken, and also at the base of the skull, and similar to the vertebrae in the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And if you wish to know whether it will be healed or not, then consider, because if the patient's pain is lessened and his feeling of it is dull, and he can move those parts a little way, but feels pain when they are stretched or tightened, then you know that it cannot be healed, and in all cases of such a fracture, it is fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if those parts feel a constriction when touched and stinging, then you know that the vertebrae in the neck are saved, and the patient is healed by means of healing.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see the vertebrae in the back similar to water, and wish to know whether it will be healed or not, then consider the patient's legs.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	If the pain is already softened, it happens as it does to everyone, and if you get on top of him, there will be wind and excretion at his will, some are raised above their legs and want to urinate and cannot, then you know that it is fatal, and do not work in his treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if there is no cause of those, the cause is better and lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the treatment of him is that you pierce to the spine behind it or hold a hot iron against it, or put molasses in his mouth so that he swallows it, or give him a drink; put it on that some are raised, and he will have relief.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	Then put one of the poultices that comfort and exist, and strengthen it with a ligature; and order the patient to rest and be calm and not sleep on the part that hurts him so that he is healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if there is a fracture of the bone or some cause that has already separated from him, then you cover it with a cloth and tie it up tightly and cut the two lips of the wound; and if they are large, then stitch them together; and then treat those with ingrown nails, so that he is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if the back of the leg is broken and this is the end of the fracture, then you cover it with a cloth and tie it tightly and cut the two lips of the wound; and if they are large, then stitch them together; and then treat those with ingrown nails, as much as possible by degree according to the situation; and put a poultice on him and wrap it up, if you want to, and strengthen it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel a fracture in him, then you cover it and cut the wound; and treat it with treatment that precedes it so that it is healed.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	Of restoration of the limb.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the limbs are broken, and if they are broken, then their fracture is only a communication at the ends of them and they are lowered in length and decline to the ends; and pain occurs at the place and it pricks, and the chest is stunned when the fracture occurs.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of him is that you extend your hand over him so that it is above the fracture which is the figure of him.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is only at the end of him, then you swallow it according to what is on your body by degree so that it is put together with his natural figure.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in length or has already declined to the ends, then you make him lie on his stomach so that he is prepared for you to restore that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And when you have put it together, then put a poultice on him, and place a leather strap or ligature over it, and tighten it tightly so that there is no pain of fracture or movement of the stela.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And swallow the cavity with water that fills it up, within that it takes the tightness according to equality, and order the patient to sleep on his back or open his side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if there is an apoplexy, then you cease from the excretion of him and his treatment so that he is relieved from the apoplexy, and put a cloth over the water which is on it according to what has preceded; and then return to the treatment of him, and strengthen him in this way with a cloth.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if there are fractures or they have been broken, then you treat them.
Capitol .xi.	Chapter 11.
De restauracio de la fractura del adjutori.	Of restoration of the fracture of the leg.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	Adjuditor is that which is between the hip and the top of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, then the restoration of him is in one of two ways, which is that you put a wooden staff on his back according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And they are tied with two ligaments, and be suspended from the elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And follow the patient on a stool; and then pour out his broken arm onto the wood in the place where it reaches to the top of him, so that it is attached to the curvature of the wood.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And suspend him over some difficult cause, or the patient's food is extended to his ends; and then give him medicine that the fracture joins together according to what has been done, so that the fracture returns according to what happens.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other way is that the patient is raised over his neck and suspended with a ligature from his collarbone; and then order two servants that one of them hold water that reaches the fracture with his hands; and another holds pus in him; and each of them extends to the ends of him.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the excretion to be stronger, then you strengthen it with a ligature on the fracture and on him with another ligature, and each of the two servants extends to his two ends.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And if the fracture is close to the end of the muscle, then you cover it so that half of the ligament is over the cervical bone and the other is suspended on the fracture which is between them.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And apparently if the fracture is close to the hip, then you cover it so that the ligament is over the place and on the hip.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Swallow it with ease and work, and when it is put together according to what has been done, then strengthen it if there is no apoplexy.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if there is an apoplexy, then let the tightness remain for seven days, and put a lamb's wool under it soaked in vinegar and oil, within that it stops the apoplexy, and then strengthen it.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the way to strengthen that is to put a poultice on the fracture, and then cover it with a cloth; and then adjust his arms over the adjuditor, and place your hand on his back over the muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And then put the cloth and strengthen it on the adjuditor's arm so that the arm is in place of the bone, unless it is forbidden by any cause of the broken leg.
E lahoras usa de stelhas.	Then use it.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And this is that you put a leather strap on the fracture which is stronger and more difficult on either side of it; and place between each stela the distance of a finger, and make the length of the straps according to the fracture plus three times the length of the whole limb.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then strengthen them with a tightness that was mentioned at the beginning of this chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And this is that your tightness on the place of the fracture be stronger.
