Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And then start, and your evacuation of the fluid, pause in a convenient way in water, on the spot of that fracture with three wrappings or four according to whether the member deserves it; and strengthen your hand a little by the joint.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And then see if the patient is in a more stable position on the side of the fracture, and strengthen your hand that does not hold the joint; and tighten it as much as you can.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	And then extend yourself a little bit more in the joint of the fracture, and soften your grip little by little until you feel it start to move.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	And then take another object and wrap it over the joint with three wraps, and then see if the wraps can be moved a bit more from the fracture; and your operation in the grip of the joint and softening of that as I have said in the first wrapping.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And then pause between the wraps of leather or cloth wrapped around the joint where the curvature of the fracture is; if there is a curvature in it; and do not pause for any reason.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And then pause over another object, and then wrap it tightly with the help of a stick as much as possible if there is no inflammation or effusion at the site, and then pause over that water where that effusion or pus is found, and leave it for some time; and then tighten your grip on that.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And the sticks that make up most of the joint should be made of cane, and it should be formed wisely; or they should be made of oak; or they should be made of palm branches; and the width of each stick should be according to this form and shape:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	But also that the stick that is paused over that fracture should be a little thicker and a little further away from the other sticks than those; and the length of the stick according to its magnitude and smallness; and then tighten on the sticks with another object according to your first grip, and then loosen it little by little as I have said in the grip; and this is your grip according to the site of the fracture, and how much it is away from the fracture, the more it is away from the fracture, the less is the grip.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And also that the threads should be of medium thickness and thin, and if they are thick, then cut them with a sharp knife by stopping in between those strings of leather, and it is a great mistake to stretch the joint too much; for if you stretch it, the grip will be equal.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And especially thin threads are not convenient, because you will not be able to get a grip with them; and it is not convenient that there be space between one stick and another of up to a finger.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is seated or lying on his side, pause those of leather or woolen thread between the sticks in order that they do not damage him.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some fractures are caused by a blow, and it happens that the tendon is interrupted, and I come to remember in those of the capitulum according to its uniqueness.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And you should know that a broken limb does not heal with sticks in the first day; and this is because the limb, if it is large, does not hold up to the pressure of stopping on the sticks for one day or two or more, according to your confidence about the coming of an effusion.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the way that the ancient physicians used to treat, who placed them over a fracture and dislocation and torsion.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	A method of treatment as a shower of restoration for a fracture, complex in nature and more so for women and children, because it is cool to the touch and does not cause friction: and you take powder of flour, and that is the dough; and that moves with the movement of the mill on the sides of the millstone.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And then see if it is suitable, but rather take it as it is, and pause the process of it that is not thin nor subtle; and then use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another way of dressing wounds healing fractures and dislocations and twists: Take assa-fetida, laquemum, acacia, anise, and mirra, which is called the grain of salvity, all in one dragon; myrrh and aloe in another dragon; alochile in a third dragon; and all are to be finely ground and mixed with either water or with the white of an egg if the patient’s complexion is scarred; and then use this plaster for it confers good composition and restores broken bones lightly, and gives health to many men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another way of dressing wounds healing fractures and twists: Take myrrh and aloe in one dragon; mirra and aloe in another dragon; acacia in a third dragon; and bole armeniac in the fourth dragon.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All threads should be mixed with mortar to make a paste, and they should be thinned out with water or white of egg, and given to the patient.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	A method of treating joints and separated bones from their sites, and it is pain to happen in them or cracks and fractures: take wool thread and dip it in wine vinegar and olive oil, and then pause it on the site.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	It is not useful for this plaster to restore, to expel an effusion of fluid, or to remove pain in particular.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another way that plaster restores a broken limb: take leaves of fig tree and leaves of poppy sauvage; grind them all into a paste.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	A method of fresh plaster administered for the restoration of fracture of bones and when you want a resolution of an effusion: take razes of mint, chamomile, violet flowers, flour of erba, all of which. i. All threads should be thinned out with water if the limb is not scalded.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	But if it is scalded, then take it with water of coriander or with water and use that.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another way to treat it strongly in resolution than the first, when an effusion is caused: take razes of mint, hyssop, marjoram, violets, chamomile, all of which; all threads should be thinned out with water if the limb is not scalded. But if it is scalded, then take it with water of coriander or with water and use that. In any case, all these ingredients should be boiled in a piece of cloth. All these threads should be thin if the member is swollen.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	But the Hippocrates did not say that a plaster placed on the injured limb should be removed and dried, but rather that it should be made with a certain material, and this is to be applied over the limb with its injury; and also that it should not be made of any material other than those mentioned in this text.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	But the Quailia is also seen that it should be placed over the injured limb for its restoration and to treat the causes of its drying up with a small quantity of calamine, as with myrrh, and like those causes that we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	A method of plaster that is applied to a wound and pain: take ground pepper, garlic, hair of men or feathers, and salt; all ingredients should be mixed together as thick paste; the threads should be thinned out with water if necessary; it is made of those ingredients in order. All threads should be thin.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	But the quantity should be according to which is able to keep the bandage in place and then remove it, and if there is no pain or injury nor is the bone broken, the member does not hurt him from his site; then you do not remove it with a certain number of days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if it happens to the place of violent pain or pricking or swelling, then you lie down or shift it at that time, and apply the poultice to him.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And take a cloth and dip it in marine water, and submerge that in boiling water, and wash that place until the pricking or pain subsides and the pain is soothed; then let rest the limb for an hour; and place wool soaked in wine or rosewater on him, and lay that on him for an hour until you are sure of a blister, and that the swelling of the limb stops, and its pain is relieved.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	Then repeat that slight constriction and small poultice and do not tighten it due to your first tightness, and wash lightly that place so that it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if all those pain and swelling and all those accidents have been completely relieved and poultices and constriction no longer help him, then you repeat that same treatment as the patient recovers his strength.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if nothing happens to the limb of those things that we have said, then do not lie down on it until three or four or five or seven days; And some women treat all that for twenty days according to how the limb breaks down, and if it is not broken, then let rest on top of its clotting, as we have said;
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	Then tighten it more than in your first tightness, and adjust the thickness of the patient's food according to how his memory returns.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	And if you find that the broken place is completely dry and exhausted more than it can cover, then know that food cannot reach him; and therefore dip him in marine water completely so that he is wet, and be that way for three days; and ease a little constriction, and with this operation restore movement to the limb, and it will be slightly healed.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	And if he does not restore the broken limb completely the first time, according to how it covers, and restore it according to its tortuosity, is an error according to its operation, and a great fear, and if he should make him grow larger the ancient joints in his free state, and go up with him into the water.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen anyone do this to him before, so it is reasonable that he does not do it.
Capitol segon: De fractura quan accideys en le cap.	Capitol according to: Of the fracture when it happens on the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The types of fractures are different, and the causes are distinct, since some fractures are caused by impact with a spike, and that impact breaks all the bone inside it, and leaves it broken, as if it were broken by a blow in one place, and perches on the back of the other; and this type of fracture is called "absolute levitation."
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the plague of these two fractures is either great or small, and the fracture that is contraction or atrangement; and its cause is impact with a stone or falling from a height, and they are similar in appearance.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is either perforating so that it brings the skin near to the bone, or in the face of the bone; and the plague of these two fractures is either great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And some fracture is that it softens in the bone, in the subtlety of fine hair, and this type of fracture is called "capillary fracture."
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And it is a fracture that is caused by impact with the ground or by impact with a stone, and similar to what happens, which makes some of the bone's layers enter inside, and is broken in the hollow place as if you were to break them when they are inside, and this type of fracture is called "perforating fracture."
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And mostly it is broken here in the bones of humans, as if they were caps of candles.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And all these special fractures are deadly, and that is how they are called.
E yeu vindre am reremoracio de tot aquo en son loc.	And I come back with a memory of all this in its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And I have discovered all these special types of fractures by detection on those and by questioning them, and by noticing the corruption of flesh that is on them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And the capillary specialty is known by the blood that is discovered on the bone, and it is washed, and it is not noticed on it because the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	And in the treatment of fractures consider at first the patient' s accidents, and if you find by manifest sign that it means pain, as if it were vomiting from cholera, and ekstasis, and loss of mind, and absence of breath, and fainting, and high fever, and a smell of the body and its heat, and similar things to those accidents in major situations, then do not heal.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you do not find these non-correctable accidents, then begin to heal him.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	And the cause is because if it came to you with plague in the beginning and it is plagued, and that is the way it is in the twelfth day according to all dispositions.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is in the summer days, then know that you will heal the bone before the seventh day, and let rest the bone in front of you while that is left behind the skin, and that happens to the patient' s accidents as we have said.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has reached the skin that covers the neck, and is broken into small pieces and atranging, then know that you will break the broken piece according to what I recommend.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And that you remove the head of the troubled patient, and discover what is on the bone according to custom and its way, and let it be slight on the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if it happens to you, the bone' s detection, and blood or blister cauterization, then pause him with water that cools him down, and let it be quiet in the place of the blister, and it is certain of blood loss; and when you are sure of the blister, and start working on the bone' s circumference and removal.
E aquo sia segon una de dos manieyras de operacio.	And let that be according to one of two ways of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And the first way is that you break the bone with a straight knife, and this is how it is done: And then administer another knife like this one, slightly smaller than that one; and this is how it is done:
E aprop administra mays le inscissori pus lat que·l segon.	And then administer a larger knife more than the second one.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And let there be different knives whose some are larger than others; and some of them are smaller than those ones, and they are sharp in their tips, and made of iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them easily on the knife that does not cut the head and that one cuts it.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong and hard, then know that you perforate it before administering the knives on its sides, which are called  "non-deep taravels."
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And they are not called that way because those do not stop the end of the bone from the water that is above it, as if it were a small circle or margin on the bone, which prohibits being submerged and passing the bone' s substance.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient that you take many of these taravels, and the quantity of them depends on what each bone' s substance requires, until it is present in all the bones of the neck whose tip is sharp, and the length and brevity depends on the amount of the bone' s substance.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form of three types of instruments: The quality of piercing into the circuit of a broken bone is that you pause the instrument over the bone and turn it around with your fingers until you feel that the bone has already been penetrated; and then move it to another place, and pause where all the thickness of the ray or surround it.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And then insert with the chisel between each break of the bone, and make that subtle pus which can be on it at the end of levitation, as I have said, in order to root out the bone, or with your hand, or for some other cause by any instrument which you will prepare for water, in such a way as to tanalize and forceps subtle.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And so that you keep with all care that the chisel does not touch any cause of cyphac.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And so when you have finished the circuit of the bone perforating, and separate from cyphac if it is continued to it, and extract that, with care and caution that races and engules that in the asperity of it from water that it is in the bone with another instrument similar to a chisel, but rather that it is pus thick and subtle than the other chisels.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if any part of the small and satagic bones remains, then take it with ease with water that it is necessary for you with instruments; and then curar the plague with leeches and wet those which we have said.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And another way of operation is very simple, far from fear, which says Gualia and the lauzec for great lausor; and this is the speech of it: It is necessary to you in the beginning that you start to uncover the joint of the bone in the place where the fracture is most violent and most obvious, so that when you have uncovered that joint and have paused apart him the extremities of this chisel soft and pleasant by which this is the form:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	And that the lenticular joint is leon and not inscideys any cause, and the sharp joint is of it in two sides before in length, so that sometimes; that the lenticular joint is adjusted to cyphac at the face of it that inscides sharp in the bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then you hit with the chisel on one side a small malet within that you inscides all the bone with ease so that it is turned, and you are sure of the panicle that does not happen in it an accident that you fear in any way, and if the medicine was pus fol of all men and more ignorant of their; certainly, and if it was a dorment.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	And then if Rome any cause annexed to the bone of the panicle in some places of os, inscidira that of it at the extremities of the chisel that lenticular one, and releases that of it with ease, for it is released from it to no nocument and to no fear.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the bone does not penetrate into the panicle, and that which is abscidit or remains in the bone is the face of it, and there are in its asperity and satagies subtils, then you race that asperity and root out those satagies with razor subtil by which you have prepared the number, of various quantities so that it is possible to administer of them at any place the pus convenient for them and the most right of them according to that which you are lost your operation that bone trencat and the figure of it.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And so that you administer in your razor with the which rases the bone at the beginning the most late of those razors, and then use immediately him of the most subtil of it, and do not cease to make water according to continuity within which you arrive to administer the pus teon and the most subtil of all.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	But in any other small fracture capilar and subtle fracture, so that you administer care according to that which you are lost to the rectificación of it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And this is a cause for not being used in all those who have studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And he wrote on it that we have shown in great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the panicle is retangut when you root out the bone, then take care that you take a cloth of it according to the quantity of the plague, and immerse that in oil rozat, and pause that over the orifice of the plague; and then take other cloth double or triplicat and immerse him in vi e oli rozat and pause that over prim-cloth and make water on that pus leugierament that you can about it, that does not strenhas cyphac; and then administer on that liament lat, and do not press that except for the quantity of the plague so only.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave that with this care for a day or two until you are sure of the apoplema caut; and then remove that and then administer medicines to those by which it is superfluous siccitat, so that rases of lin and flour of ers, and powder of enses and aristology, and similar to these.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And this is that you make of these medicines powder that you sprinkle on the plague, as they are dry; and universally, administer in that all medicine of property by which it is Abstergescac and not morderque.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And keep you according to your virtue that the plague in your cure is net; and is not in a surdicia of enguent or other; nor does you leave agreguar virulencia on it; for when it is adjusted on the panicle of the brain, corrupts that one and gives it that, and happens about the patient's leg.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And happens in the cyphac of the cap, from which it is mondificat the bone and more when it is expressed the cure of it, and is negror in the surface of it; and then consider at that time if it happens to the patient' leg those accidents that we have said, you would know that it is parnicioses all.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas .iii., e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	And if it does not happen blackness but of the medicine that is paused on it, and is in the virtue of that medicine that makes that blackness, then you take of honey a part and of oil rozat parts. iii. and to them linen a cloth, and then pause that over the cyphac; and then cure that with the species of cure that are convenient within that be sanar.
Capitol .iii.	Capitol
De restauracio del nas quan es trincat.	of Restoracion of the nose when it is trincat.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	You would know that it is not trencat of the nose but two pieces of pus independent, or one of those alcunas screened, for so it has two bones, because the joint of them is cartilaginosa, and is not trencada and does not happen to it but atricio and tortuositat and sinuitat.
