Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	Now I shall say that whenever an injury like a fracture, dislocation, twist, or sprain occurs, at the beginning it is necessary to perform bloodletting, bleeding, or some other treatment, unless there is a prohibitive cause; but then treat with remedies of virtue, or if it is the injured person, or old age, or a time of great heat, or of great cold.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	Then let him be content with his own food of herbs, and of birds and crabs' meat; and prohibit heavy meats, or filling himself with food, and all food that fills the veins with blood, as long as you are sure there will be no vomiting, and if you do not fear effluxion of matter into the limb.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Then return the patient to his normal state at first; for it is usual that he should be kept in bed.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And now that the broken bone has begun to be restored, let it be said that the patient should be fed with nutritious food of milk and strong, dense, and heavy substances, in which there is viscosity; also with water, rice, cabbage, and vegetables, and fresh milk, and thick and similar foods to those, and with this regimen the fracture begins to coagulate more lightly and more gently.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	And you should know that broken bones in old men and in children cannot be made whole and solid according to their nature by the drying up of the limbs.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And they are made whole and solid according to their nature for ever by the drying up of those limbs, and they are made whole and solid in the end of laziness, as is the case with the bones of little children.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	But nature, however, adjusts and glues together the broken bone from all sides by a certain gluiness that adheres to it and strengthens it until it is completely joined together; and at the beginning there is fire, so that there is no prohibition in this case of doing her works.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And for this reason it is necessary that you should abstain from feeding the patient with food of gravity, viscosity, and weight, as I have said.
Mota diversitat de fractura segon diversitat del membre.	There are various kinds of fractures according to the limb.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	And you should know that the kinds of fractures are diverse according to the diversity of limbs, as a fracture of the neck bone is different from a fracture of the head bone; and a fracture of the foot bone is different from a fracture of the leg bone; and all the other members are different from each other.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	And I shall now proceed to recall for you every kind of fracture, distinguishing it from others in a separate chapter.
Mota diversitat de fractura en si meteyssa.	There are various kinds of fractures within themselves.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	And the kinds of fractures of the bone within themselves are diverse; for some occur in the arc of the bones and others occur at their ends; and some occur according to the length of the bone: and some are caused by a blow or injury and some occur spontaneously, as when they are prepared to write, and a small fracture occurs in the head, and a fracture is caused by a headache.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	And to each kind there is a different way of restoring it; for some require time and patience, as they are recalled in their place in the chapters.
Mota senhal de fractura del os.	There is also a symbol for a fracture of the bone.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	And this is how a fracture of the bone is recognized: it is an enlargement and prominence that can be felt with your hand, and feels sharp when touched.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	And now, whenever you do not find the prominent spot that can be felt with your hand, and the patient does not feel great pain when you touch his bone with a gentle motion; then there is no fracture here.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	And then, it is possible that it is a prominence or small fracture, but do not say that you feel it with your hand and with a gentle pressure on all of it; and if you remember the moment when you touched it, then let it be tight by gradual tightening.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And you should know that the place where it is arched and does not split into two or any other kind of fracture occurs in the satagia; and whenever it splits all at once from its center, then start to make amends to it right away, as soon as an aphorism causes a wound.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	And if an aphorism causes a wound, then leave it for several days until the wound stops bleeding; and then take care of it in any way you can by levitating and creating it.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And you should know that restoration of the limb and its healing is lighter than a fracture in the limb where such an injury occurs.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Then strengthen it according to what comes next in your recall of it.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	But if there are two satagies in the bone, then it is necessary to amputate the broken member from the upper or lower part; or from the middle if the member is small; or from one side and the other by dividing it with a cord.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	And be in a position that you stop the limb from moving naturally while the broken part is extended; then pierce it so as to make it join together, and in any way you can put it back in its place.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	And take care that you do not cause injury or pain to the patient through your own operation, nor pierce him in any way; and by means of the power that you possess, join one bone to another according to its best form.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	Then take care to do this at the right time; and if you find any other cause, correct it and put it back into its place with the quantity of your strength.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	And he has a violent extension and compression; for this causes aphorisms that cause wounds because of his own operation, or that cause pain in the limb when you see it with your eyes because of his own operation.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	Then bind it firmly and securely, and make a tight bandage on it, so that the limb does not feel pain in its position; then change its position from one to another, so that you do not feel pain; and take care that the position of the limb be firm and secure, so that no fracture occurs when it is restored.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	And the quality of the firm fixing of the limb is this which I recommend; for you should know that broken limbs are different in their smallness, in their size, and in the form of them.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And those that are small like a little arm or hand, and the bandage is of thin cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	And those that are large like the leg or hip, take care that it be wrapped around and firmly fixed; for the binding around connects the large bone and strengthens it with a bandage from all sides, so that there is no gap in it.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	Then take care to stop bleeding, and pause it gently at the place of that fracture with three wrappings or four according to how much the member deserves; and strengthen your hand with the bandage a little.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	Then look at it carefully and take care not to tighten your hand too much at the place of the fracture, and strengthen your hand so that it does not feel pain when you move your finger a little.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	And if it is necessary to stretch further into the area of the fracture a little, and to soften gradually the tightness little by little, until you can grab hold of a large portion of the area.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	And take another object and wrap that other veil over the area three times, and leave the wraps a little further back from the fracture; and your operation in the tightness of the first wrapping and in softening that second one as we have said above in the first wrapping.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And place between the wraps of tarred leather or cloth that is wrapped around the area where there is some curvature of the fracture if there is any curvature; and in no way do so for any other reason.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And place between another object, and wrap those other wraps around properly for a long time, if there is no swelling or abscess in the area, then pause over that water where that abscess is located and which causes swelling; and leave it for some days; and then you tighten them again.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And if the sticks are of different sizes and made properly; or of reed reeds, or palm fronds; and be the width of each strap according to this shape and figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However, it is necessary that the strap which is placed over that fracture be a little thicker and a little wider on one side than the other straps, and according to the length of the member in its size and thinness; and place another object under those wraps according to your first tightness; and remove those wraps gently according to the way we have said above for tightness, and that is your tightness according to the location of the fracture, and how much it is increased from the fracture, then tighten it a little.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And it is necessary that the strings be of medium thickness and thin; and if they are thick, then do so with a needle made from the skin of a snake, for if you cut the tightness in equality, then there will be a great mistake when the tightness is increased.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And especially thin strings are not convenient because you will not be able to get a good grip with those strings; and it is not necessary that there be a space of a finger between each strap.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is tied by the ends of the straps to the tightness in those places, then pause for a moment with that tarred leather or woolen cloth until there is no injury.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some fractures are caused by a fall from a height, and there is dislocation of the tendon, and I remember that in the chapter according to its uniqueness.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And you should know that a broken limb does not tighten with the wraps on the first day; which is why, when it is large, it is necessary to pause for 2-7 days or more, according to your certainty of the coming of an abscess.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the way that the old surgeons used to do it, they wrapped them over a fracture and dislocation and twist.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	A way to wrap like a shower of restoration of fracture, suitable for complicated cases and mainly for women and children, because it is not necessary that there be heat or friction: and that is because you take powder of flour, and it is the meal of flour that spreads very slowly on the movement of the mill in the parts of the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And in such a case as this, not only do you crush it, but you grind it with an egg white, and apply a very thin spread; and then use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another way to wrap and repair fractures and twists: Take assafetida, myrrh, acacia, aniseed, and mastic, which is derived from the wild fennel, and all are mixed with water or milk of one thousand dragon's weight; of mirra and aloe, a dragon's weight each; alochile, two dragon's weight; and all are cut finely and mixed with oil of hyssop or albumen if the body of the patient is scarred; then use this plaster, for it has good composition and restores broken bones lightly, and gives strength to many men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another way to wrap and repair fractures and twists: Take a dragon's weight of myrrh and aloe, a dragon's weight each; of acacia, six dragon' weights; and Armenian bole, twenty dragon' weights.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All of them are crushed in a mortar and mixed together, they are sifted, and they are mixed with very little water or egg white and applied.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	A way to wrap joints and bones that are separated from their locations, causing pain in those places and splitting them or breaking them; take wool yarn, immerse it in wine and oil, and place it on the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	It is not useful for this wrap to relieve an abscess, or to expel pains properly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another way to wrap and restore broken bones is: take leaves of fig tree and leaves of wild poppy; crush them together, and make a paste out of them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	A way to wrap and administer a new preparation for the relief of an abscess, and also for the resolution of pain; take razins of aloe, camomile flowers, violets, flour of ergot, all of it together. They are all crushed and mixed with a little wine, if the member is not scarred.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	But if it is scarred, then crush those together with very little water from coriander or use that water and apply it.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another way to wrap and administer a strong preparation for the resolution of this first one, which is caused by an abscess; take razins of aloe and licorice root, fennel seeds, marjoram, violets, camomile flowers, all of it together; they are crushed and mixed with very little water from sage or double-strong water or wine, depending on the quality of the member and the repose of the color of the blood.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	But the hypocrisis should not be wrapped with wax that is placed over the member in order to restore it, but with oil and nothing else for cause; and it is necessary that it be very thick or very thin.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	But with the use of gall nuts it is seen that they are placed over the broken member in order to restore it and for the causes of exsanguination with small quantity of quality; such as those mentioned above: mirra, essences, and similar to those causes.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	A way to wrap and relieve injury and pain is by taking a paste of meal, ashes, hair of a man or bird's feather, salt, and aloes; they are crushed and sifted and mixed together, and the wrap is very thick; it is then applied.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	But the quantity should be such that it does not cause pain or trouble, and that the member is not moved from its location; then you do not remove for any time.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if there is pain or trouble or swelling at the location; then you should take it off in that hour, and then apply the wrap to the area.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And take cloth of linen and marine sponge, immerse that in wine and water, and scrub the area until there is no trouble or pain, then rest the member for an hour; and then place that wrapped cloth on it for an hour, and then pause over linen yarn immersed in wine and oil, or rosewater, and let it sit for a moment until you are certain of the absence of an abscess, and that it stops swelling the member, and it is relaxed after pain.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And repeat that same stricture, smear a small paste and do not tighten it for your first constriction, and with subtlety apply that inner part so that it is cured.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if many times the puss, the pain and the inflammation and all the accidents are already gone away, and you no longer need paste or constriction, then do what I have said above, but with a different order.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if nothing happens to the member from those causes that we have said, then do not wait more than three days or four or five; and some have waited all this time for twenty days according to what I have said before, until the fracture has healed and placed on it a coagulation of the blood over that one.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	Then adjust the constriction more than in your first constriction, and adjust the thickening of the patient's food, according to what comes before his memory.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	And if you find that place of the fracture is completely dried out and more than not covered, then know that the food is forbidden to reach it; and therefore immerse that one in lukewarm water every day that has passed since its drying, and let a small constriction remain on it, and with this operation allow food to enter the member again, and heal slightly.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	And if the food that regenerates the fracture of the member is completely dried out and more than not covered, then know that it has been regenerated in error according to its operation, and great fear, and if it were to be consumed by a dog, it would make the large ones free and they would run away from the water.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen anyone drink that water, so that is more reasonable than it makes no difference.
Capitol segon: De fractura quan accideys en le cap.	Chapter according to: Of the fracture when it happens in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The species of fractures are pieces, and the figures of them are various, and the causes are distinct, since some fractures are caused by the impact of the hammer, and that impact stops all the bone inside the case, which is left without a bone, so that if it breaks in the middle, and that break does not pass within the last part of it; and this species of fracture is called absolute levitation.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the plague of these two fractures is great or small, and the fracture that is contrary or opposite; and its cause is impact with a pole or a wall, and they have a similar appearance.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is either penetrating, so that it approaches the skin from which it is left without a bone; or in the face of the bone, and the plague of these two fractures is great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And some fractures are so that they are embedded in the bone, in its subtility of fine hair, and with this one is called this species of fracture capillary.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And this is a fracture that is caused by either impact or percussion of a stone, and to it corresponds, which makes a part of the bone enter from inside, and is made in the concave cavity as if you were to hit the roll of an egg when hitting it with a hammer and splitting its shell.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And mostly this is made in the bodies of bones, as if they were caps of enfants.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And therefore all these species of fractures are bad, and they are similar to those that separate the stars.
E yeu vindre am reremoracio de tot aquo en son loc.	And I come to your memory of everything in its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	I have learned all these species of fractures by detection from those and by inquiry about them, as well as by the appearance of rotten meat that is on them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And the capillary species is known by the same that appears on the bone, and is dried up, and placed on it with a thread, since the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	And in the treatment of fractures, consider at the beginning the accidents of the patient, and if you find by manifest sign that means pain, such as vomiting from cholera, and fainting, and loss of memory, and absences, and syncope, and acute fever, and nausea, and the appearance of the accident on most occasions, it is not cured.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you do not find those accidents that do not correspond to your expectations, then begin the treatment of him.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	That is because if it has come to you the plague at the beginning when it was plagued, and it is in the winter days, then know that you study the appearance of the bone before day twelve according to all dispositions.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is in the summer days, then know that you keep the bone out of the skin before day seven, since the bone is left without a skin, and those accidents occur that we have recommended.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already reached the skin covering the neck, and is split into small pieces, then know that you burn the split one, as I have recommended to you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And that is because you make the head of the patient infected, and discover on the bone according to its usual and appropriate way as the figure of the infection, and let it be light on the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if it happens to you the detection of the bone, then pause it with a cautery of san or poultice, then know that you put on the skin infused in oil and rose water, and allow the pain to subside until it is calmed down, and be sure that the flow of blood stops; and then begin at the circumference of the bone and its ablation.
E aquo sia segon una de dos manieyras de operacio.	That should be according to one of two ways of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And the first way is that you cut the bone with an incisor of strength, and this is its form: And then administer another incisor less than that one; and this is its form:
E aprop administra mays le inscissori pus lat que·l segon.	Then administer a larger incisor than the second.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	Then know that you have several incisors of which some are less sharp than others and some more; and those of them are at the end of their sharpnesses, and they are made of iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them easily in percussion on the incisor that you do not feel pain, and this one touches your head, and let him be guided by his position.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong and hard, then know that you perforate it in front of its circumference before administering the incisors with the tweezers, which are called non-deep tweezers.
