Praefatio.	Here is the translation:
Nos uero abhorremus, ut non fiat caussa uelox ad faciendum apostema calidum, si non accidit.	But we shun it, so that there may not be a speedy cause for making a hot abscess, unless it happens.
Si autem iam accidit, tunc addit in eo.	But if it has already happened, then he adds to it.
Et dixerunt quidam eorum: ponatur super locum uentosa, deinde sugatur cum fortitudine, et est similius ratiocinationi.	And some of them said: a poultice should be placed on the swollen place, then it should be sucked out with force, and it is similar to reasoning.
Verumtamen timetur, quod attrahat uentosa superfluitates ad locum, propter dispositionem debilitatis.	However, it is feared that the swelling will attract superfluities to the place, due to a condition of weakness.
Et dixerunt quidam eorum: oportet ut cooperiatur locus cum lana quae iam submersa est in oleo calido: et ponantur puluilli inter Costas, donec impleatur: ut sit ligatura aequalis quando inuoluis eam secundum rotunditatem.	And some of them said: it is necessary that the place be covered with wool which has already been soaked in hot oil; and lint should be placed between the ribs, until it is filled: so that there may be an equal bandage when you wind it around according to its curvature.
Deinde curetur infirmus curatione pleuresis ex cibo et medicina.	Then take care of the infirm with the treatment of pleurisy by food and medicine.
Quod si coartat infirmum res uehemens, quam non tolerat, et os pungit uelamen punctura laedente, et timemus super infirmum: tunc oportet, ut scindamus super locum, et detegamus a Costa fracta.	But if the patient's vital force is oppressed by what he does not tolerate, and his mouth pierces with a painful puncture, and we fear for the patient: then it is necessary that we cut open above the place, and uncover the broken rib.
Deinde ponamus super ea instrumentum quod conseruat sifac, cuius rememoratio praecessit: et incidamus os cum facilitate, et incidamus ipsum.	Then let us put over it an instrument that preserves the suture, whose description preceded: and let us cut open the mouth with ease, and incise it.
Deinde aggregemus duo labia uulneris, si est magnum cum sutura: et curemus ipsum cum emplastris, donec sanetur.	Then let us bring together the two lips of the wound, if it is large with a suture: and let us care for it with plasters, until it heals.
Quod si accidat interim apostema calidum, tunc propera, et infunde puluillos in oleo rosato, et pone super locum: et curetur infirmus cum eo quod conuenit apostemati.	But if an abscess should happen to occur meanwhile, then hurry and pour lint into rose oil, and place it over the place: and let the patient be cared for with what is suitable for the abscess.
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	Meanwhile, it will also be lifted over onto the side on which they sleep, until they are healed.
¶ De restauratione fracturae Spondilium dorsi et colli.	On the restoration of fractures of the dorsal and cervical spine.
Caput X.	Chapter 10.
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	Indeed, fractures of the neck bones sometimes occur, and rare is the occasion when they become worn away; similarly, too, with the dorsal spine.
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	So then, if it happens to someone, and you wish to know whether they will recover or not, then investigate.
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For if you see that their hands are already softened, and numb, and lifeless; and they cannot move them, nor extend them, nor contract them; and when you contract them with your fingers and prick them with a needle, they do not feel it, and they do not experience pain in them: then you will know that they will not recover, and many of these cases are mortal.
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	And if they move them and feel constriction and puncture in them with your fingers and needle: then you will know that the vertebra is sound, and that the injured person will recover with treatment.
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	And if a similar condition occurs in the dorsal spine and you wish to know whether it will also recover or not: then consider his feet; then if you see that they are softened and that the same thing happens as happened in his hands: afterwards when he lies on his back, flatulence and evacuation occur without his consent; and when he is raised up over his belly, evacuation occurs without his consent; and when he is raised up over his back, and he wishes to defecate, but cannot: then you will know that it is mortal.
Non ergo labores in curatione eius.	Therefore do not labor at his cure.
Si uero non accidit ei aliquid ex illo, res est leuior.	But if nothing of that sort occurs to him, the case is easier.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And the treatment of him who suffers from that is to apply a cooling poultice to the apostematic area; so that you place over the worn-out vertebra only rose-scented oil, or with goose fat.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Put this on top of it several times a day until the hot abscess is drained. Then put one of the supporting, drying, and binding plasters on top of it with a bandage. And order the patient to use quietness and tranquility.
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	He should not sleep on the part where he finds pain until he is healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	If a bone or some part that has been separated from it occurs through attrition: then you should cut above the skin and remove it.
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then close two lips of the wound, if it is large, with a suture.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then care for it with some sort of emollient ointment until he is healed.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	If the last vertebra of the backbone is broken and it is at the end of the tail: then you should insert your left thumb into the anus, and with your other hand, set the fractured bone as well as possible, in a second approximation.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place something on top and remove it; and care for the wound with the treatment that came before until he is healed.
¶ De restauratione Anchae.	Restoration of the Anal Canal.
Caput XI.	Chapter 11.
Raro franguntur ossa Ancharum.	Bones of the anus are rarely broken.
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	For if they are broken, then the break is not elsewhere than at the extremities of these bones; and they split longitudinally and decline towards the inside; and it happens that the patient suffers pain in the place and a puncture: and the leg that breaks becomes numb.
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And its restoration is indeed to stretch out your hand over it until you place yourself on the fracture as it is.
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	And if the fracture is only at its extremities, then adjust it to fit the fracture as much as possible, until it resembles its natural shape.
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	But if the fracture is in length, or already declines towards the inside: then make the patient lie on his belly, until preparation is made for you to restore that fracture.
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When you therefore equalize it, place a poultice over it: then place a splint of wood or leather on top of it; and tie the bandage tightly so that you do not fear displacement of the fracture nor removal of the splint.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And equalize the concavity of those with it as it fills it, until it takes its shape under tight bandaging according to equality; and command the patient to sleep on their back or healthy side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	But if a warm abscess occurs to him: then cease from stretching it and its restoration until the warm abscess subsides: and place over it what settles it, according to how it preceded; then return to restoring it: and bind it as is necessary.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	If however it happens that a bone breaks or is shattered, remove it.
¶ De restauratione fracturae Adiutorii.	Of the Restoration of Fractures by Means of an Assistant.
Caput XII.	Chapter 12.
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The assistant is that which is between the elbow and the head of a spatula.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If therefore it breaks, then its restoration is according to one or two methods.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	One of which is: to take a flat piece of wood of medium thickness, according to this shape that follows.
Et ligentur in duabus extremitatibus duo ligamenta.	And it is bound at both ends with two straps.
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then it is suspended from an elevated place; and the patient sits on a chair.
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then he throws his broken arm over the wood, until it reaches the fulcrum of his elbow, where a curvature of the wood is attached.
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then something heavy is suspended above it, so that the assistant may stretch it downwards.
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then the doctor equalizes the fracture with his own hands simultaneously, until the fracture returns to its proper place.
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And the other method is, that the patient be placed on his own back; and his hand be suspended from his neck with a strap.
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then command two attendants to have one of them hold with his hands what is above the fracture, and to have the other hold below it and stretch out each one to his own side.
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	And if you wish the extension to be stronger, then bind with a bandage under the fracture and above it with another bandage; and let each of the two attendants stretch out to his own two sides.
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	If then the fracture is near the shoulder extremity, then it is necessary that one bandage be placed under the deltoid and another under the fracture towards the elbow.
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	And similarly if the fracture is near the elbow: then it is necessary that a bandage be placed over this place and over the elbow itself.
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then equalize the fracture with ease and without labor until the fracture is equal as it should be, and a good application is applied: then bind it if no hot swelling occurs.
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	If however a hot swelling occurs, then release the binding until the seventh day.
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place a poultice of succulent wool soaked in vinegar and rose oil on top of it until the swelling subsides: then bind it; and the manner of binding is to place a plaster over the fracture.
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place an impregnation of new cloth over the plaster.
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then bring the arm above the support and place his hand open on his shoulder.
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And place a cloth and bind it over the support of the arm, so that the arm stands in its star-like position; if nothing prevents you from doing this, nor does anything change on top of you from the broken bone.
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	Which if you fear that something will change on top of you from the broken bone, then use asterisks; and it is to place above the fracture itself an asterisk which is broader and stronger than the other asterisks.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	And you will place between every star the breadth of a finger; and let the length of the stars be according to the fracture with the addition of three fingers from all parts.
Deinde stringe super astellas strictura quam dixi in principio capituli.	Then bind tightly over the stars as I said at the beginning of this chapter.
Et est, ut sit strictura tua super locum fracturae strictior.	And it is that your binding should be tighter above the site of the fracture.
Et quanto plus elongatur fractura, sit strictura minor.	And as much as the fracture is more elongated, let the binding be less tight.
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	If then you see the site of the stars and the binding as we said, in an hour when you restore the member immediately, then do so; and if you fear a warm abscess, then release the binding and the stars until the seventh day, as we said.
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then consider the bandage on all three days, so that it does not happen that there is itching, or swelling, or that food cannot reach the member because of the excess tightness of the binding.
Rectifica ergo illud totum, secundum quod diximus.	Correct therefore the whole thing, according to what we said.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	If indeed you have confidence that nothing will happen from it: then do not remove the bandage unless after three days or more.
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And let the invalid sleep on his back and have his hands on his belly; and place under him a cushion full of wool evenly.
Et considera in omni hora noctis, aut diei, ut non soluatur figura membri fracta, aut mollificetur ligamentum.	And watch over every hour of the night or day, lest the figure of the broken member be dislocated or the bandage become loosened.
Rectifica ergo illud totum uirtute tua.	Correct therefore the whole thing with your skill.
Et pone cibum infirmi secundum ordinem quem praemisimus, ita ut sit cibus subtilis in primis, donec incipiat os stringi: tunc oportet, ut ingrosses cibum eius.	And give food to the invalid according to the order we have prescribed, so that his food is subtle at first, until his mouth begins to loosen up; then it becomes necessary for you to thicken his food.
De consuetudine enim adiutorii et cruris est, ut stringatur in quadraginta diebus: tunc ergo oportet, ut soluatur, et administretur balneum, et medicetur cum unguentis quae rectificant illud.	For the habit of assistance and foot is that it should be loosened in forty days; then accordingly it becomes necessary for you to release it, and to give a bath, and to treat with ointments which correct that.
Quod si fractura fuerit foeda, attrita: tunc non soluas ab ea ligamentum et astellas usque ad quinquaginta dies, et usque ad duos menses.	If a fracture is foul, roughen it; then do not cut the ligament and stitches until fifty days and two months.
¶ De restauratione fracturae Brachii.	On the restoration of a fractured arm.
Caput XIII.	Chapter 13.
Brachium est compositum ex duobus ossibus, quae nominantur duo focilia.	The arm is composed of two bones which are called the two humeri.
Quorum unum est paruum: et est illud quod sequitur pollicem.	One of which is small and is that which follows the thumb.
Et alterum est magnum, et est illud quod est positum sub paruo ab inferiori parte.	And the other is large, and it is that which is placed beneath the small one from the lower part.
Fortasse ergo frangitur focile maius solum, aut paruum: et fortasse franguntur simul.	Perhaps therefore the larger or smaller humerus alone breaks, or perhaps they both break together.
Quando ergo frangitur focile paruum superius, tunc restauratio eius est facilis, et sanatio eius est facilior.	When therefore the small upper humerus is broken, then its restoration is easy and its healing is easier.
Et quando frangitur focile inferius, est fractura eius mala, et sanatio eius difficilis.	And when the lower humerus is broken, it is a bad fracture, and its healing is difficult.
Et deterior ea est, quando franguntur duo ossa simul.	And worse still is that, when both bones are broken together.
Si ergo os quod frangitur est focile parum superius, tunc conuenit medico apud restaurationem eius, ut ponat extensionem paruam cum facilitate, donec aequet ipsum.	If therefore the bone that is broken is the small upper humerus, then it is fitting for a doctor to use in its restoration an extension with ease, until it becomes equal.
Si uero focile magnum est illud quod fractum est: tunc oportet, ut ponat stricturam fortiorem ualde.	If however the larger humerus is that which is broken: then it is necessary to use a very strong tightening.
Et oportet, ut ponat figuram manus apud restaurationem eius, et ipsius extensionem extensam super puluinar.	And it is necessary to place the shape of a hand in its restoration, and the extended extension above the palm.
Et sit pollex manus ad superiora altior omnibus digitis: et sit articularis inferior omnibus digitis, uel reliquis: et infirmus sedens quadratus super seipsum, et sit puluinar coram eo, uel in directo eius, in altitudine, ut non incurrat infirmus laborem.	And let the thumb be above all the fingers, higher and more elevated; and let the wrist joint below all the fingers or the rest: and let the patient sit quadrately on himself, and let the palm be before him, or directly opposite him, at an elevation, so that the patient does not experience labor.
Deinde extendat minister Brachium ab inferiori parte, aut manu sua, aut cum ligamento.	Then let the servant extend the arm from the lower part, either by hand or with a bandage.
Et minister alius extendat desuper similiter.	And another servant extend similarly above.
Deinde aequet medicus os, donec reducat ipsum secundum meliorem figuram quam potest.	Then the doctor equalizes the bone until he reduces it to its better shape as much as possible.
Quod si in fractura ossis sunt satagiae, tunc conare reducere omne frustum in loco suo uirtute tua.	If there are splinters in a bone fracture, then try to reduce every fragment to its proper place with your skill.
Si uero apparet in eo sathaiatum separatum, et pungit cutem, et non est tibi spes in restauratione eius: tunc finde super ipsum, et aufer ipsum secundum modum quem diximus in eis quae praemissa sunt.	If indeed a severed sathaium appears, and it pierces the skin, and you have no hope of restoring it: then find it and remove it according to the method we mentioned earlier.
Si autem fractura est cum uulnere, ego iam feci ad illud capitulum singulare, ergo accipe curationem illius inde.	But if there is a fracture with a wound, I have already dealt with that special topic, so receive the treatment for it from there.
Quod si accidat in principio tuae restaurationis apostema calidum, tunc line pannum cum caeroto facto ex oleo rosato, et caera alba, et sit medium inter spissitudinem et subtilitatem: et stringe pannum super ipsum strictura subtili, donec quando sedatur apostema: tunc remoue caerotum, et pone emplastrum praeparatum ex puluere molendini cum albumine oui.	What if an abscess occurs at the beginning of your treatment, then wrap a cloth made from cerate, which is a mixture of rose oil and white wax, with a medium consistency between thickness and thinness: and tie the cloth over it tightly but not too tight, until the abscess subsides; then remove the cerate and apply an ointment prepared from miller's flour with egg white.
Deinde pone astellas, et sit astella quae ponitur super fracturam ipsam latior parumper, et fortior.	Then place poultices, and let the poultice placed above the fracture itself be a little wider and stronger.
Et scias, quod numerus astellarum Brachii est sex in pluribus dispositionibus: siue sit fractura in focili uno, aut in duobus focilibus simul.	And know that the number of poultices for the arm is six in various arrangements: whether the fracture is in one or two places at once.
Deinde pone stricturam tuam super locum fracturae fortiorem et uehementiorem, et aliquanto plus cum strictura ad superiora fracturae, aut ad inferiora eius: aut pone stricturam molliorem strictura eius parumper, secundum quod praecessit rememoratio eius in principio capituli.	Then place your bandage above the fracture stronger and more tightly, and a little bit further up or down from the fracture, or place a softer bandage next to it for a while, according to how it was remembered at the beginning of this chapter.
Et sint panni qui inuoluuntur super fracturam, panni lenes, humidi: et non sint duri, asperi.	And let the cloths wrapped over the fracture be soft, moist ones: and not hard, rough ones.
Et sit filum quo stringitur ex lino proprie, medium inter subtile et grossum, sicut narrauimus.	And let the thread used to tie it be made of linen properly, with a medium thickness between thin and thick, as we have mentioned.
Et considera membrum et ligamentum post dies.	And consider the member and ligament after days.
Quod si accidat aliquid cuius rectificatio sit necessaria, sicut pruritus qui accidit membro: tunc oportet, ut embroces membrum cum aqua calefacta, donec quiescat ille pruritus, et dimittas membrum non constrictum, donec quiescat, deinde itera stricturam.	What if something happens that requires correction, such as itching that occurs in the member: then you should need to immerse the member in warm water until the itching subsides, and do not constrict the member until the itching subsides; then reapply the bandage.
Quod si strictura iam mollificata est, et os iam remotum, et similia illis: tunc rectifica illud totum uirtute tua, et considera iterum.	If the stricture is already relaxed and the bone has been removed and similar things: then correct that entire thing with your power and consider it again.
Nam si nutrimentum prohibetur peruenire ad membrum, propter superfluitatem stricturae, tunc oportet, ut mollifices ipsum parumper, et dimittas ipsum aliquot diebus, donec currat ad ipsum nutrimentum, deinde stringe ipsum.	For if nutrition is prevented from reaching the member because of excessive constriction, then you should soften it a little and leave it for some days until it flows into the nutrition, and then tighten it.
Si autem non accidit infirmo aliquid eorum quae diximus, tunc non oportet, ut soluatur, nisi post uiginti dies, aut circiter hos.	But if nothing from what we said happens to the patient, then it is not necessary to release it unless after twenty days or around that.
Deinde suspendatur manus infirmi ad collum eius.	Then hang the patient's hand at his neck.
Et sit collum eius aequale, et custodiatur uirtute sua a motibus agitatiuis.	And let his neck be even, and it should be kept by his own power from movements that are stirred up.
Et fac eum dormire super dorsum suum.	And make him sleep on his back.
Et scias, quod haec fractura in triginta diebus, aut in triginta duobus diebus restauratur: et fortasse restauratur in uigintiocto diebus.	And know that this fracture is restored in thirty days or in thirty-two days, and perhaps it is restored in twenty-eight days.
Totum illud est secundum dispositiones complexionum, et dispositiones uirtutis.	The whole thing is according to the dispositions of humors and the dispositions of power.
¶ De restauratione fracturarum Manus.	Of the restoration of fractures Hands.
Caput XIIII.	Chapter 14.
Scias, quod pectini Manus, et nodis digitorum raro accidit fractura.	Know that fracture rarely occurs in the wrist and joints of fingers.
Et non accidit ei, nisi attritio multotiens.	And it does not occur unless there is repeated attrition.
Quando ergo accidit plantae fractura, aut attritio: tunc oportet, ut sedeat infirmus quadratus: et coram eo sit sedes secundum aequalitatem.	When therefore a fracture or attrition occurs in the foot: then it is necessary for the patient to sit square and before him be a seat according to equality.
Deinde pone Manum eius super eam extensam.	Then place his hand on top of it, extended.
Deinde extendat minister ossa fracta, et aequet ea medicus, donec quando coniunguntur coniunctione bona.	Then the minister should stretch out the broken bones and the doctor should equalize them until they are joined with good union.
Tunc oportet, ut ponat emplastrum et stuppam, si non accidat apostema calidum.	Then it is necessary to apply a poultice and dressing, if there is no occurrence of hot swelling.
Deinde pone astellam desuper secundum quantitatem loci: et tu iam inuoluisti eam in panno lini.	Then place a bandage on top according to the size of the area, and you have already wrapped it with linen cloth.
Si autem fractura est ad inferiora circiter uentrem plantae, tunc fac simile spherae ex panno: et praecipe infirmo, ut coartet super eam cum planta sua fracta: deinde stringatur cum panno longo.	If however a fracture is near the lower part of the foot around the abdomen, then make a similar sphere from cloth and instruct the patient to bend over it with their fractured foot: afterwards tie it with a long cloth.
Et sit astella ex corio, in quo sit lenitas, ut applicetur corium cum corpore plantae: et stringe eam, secundum quod oportet.	And make a pad from leather, in which is softness, so that the leather can be applied to the body of the foot: and bind it as needed.
Si autem fractura est ad exteriora, tunc oportet: ut ponas astellam desuper, et astellam aliam ab inferiori in planta: et sit manus aperta recta.	If however the fracture is on the outside, then it is necessary: to place a pad above and another pad below on the foot: and have an open hand straight.
Deinde pone stricturam, sicut reuoluitur manus: et extende inter digitos cum ligamento.	Then place a bandage as the hand is turned back: and stretch between the fingers with a strap.
Quod si accidat fractura alicui nodorum digitorum, tunc si est pollex, aequetur secundum quod oportet.	If it happens that a fracture occurs to any of the joints of the fingers, then if it is the thumb, it will be set as needed.
Deinde stringatur cum planta: et si amas, pone ei astellam rectam, paruam: ut eleuetur fractura, et non moueatur.	Then bind it with the foot: and if possible, place a small straight pad on it, so that the fracture is lifted up and not moved.
Si autem fractura est reliquis digitis, sicut medio, et indici, aut auriculari, et anulari, tunc aequetur, et ligetur cum digito sano qui sequitur eum: aut ligentur omnes secundum continuationem: et est melius.	If however the fracture is in the other fingers, such as the middle, ring, or pinky, then it will be set and tied to the healthy finger that follows it: or all of them are tied according to continuity: and this is better.
Aut pone super ipsum astellam paruam, sicut diximus in pollice.	Or place a small pad on top of it, as we said in the thumb.
Et considera in restauratione tua, et post ipsam dispositionem apostematis calidi: et oppone cum eo quod oportet, quando accidit aliquid ex illo, secundum quod iteratur eius narratio.	And take note of your restoration and after this arrangement apply a poultice warm: and oppose with what is necessary when something happens from it, according to the narration of its progress.
¶ De restauratione fracturae Coxae.	¶ On the Restoration of a Fracture of the Hip.
Caput XV.	Chapter 15.
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The hip bone is often broken and declared to the senses: because it turns towards the inner and posterior part.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And its restoration is done in such a way that one ligament is wrapped above the fracture, and another ligament below the fracture.
Et infirmus prostretur super faciem suam.	And the patient should be stretched out on their face.
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	Then let the surgeon stretch out every ligament on his side according to equality: and this when there is a fracture in the middle of a bone.
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	But if there is a fracture near the root of the pelvis, then let the ligament be on the side of the groin, so that the extension falls upwards: and another ligament below the fracture.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And thus similarly if there is a fracture near the knee, then let the ligament be near the knee, so that the extension falls downwards.
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the surgeon equalizes the bone with his own hands until he reduces it according to the likeness of its natural shape: and the bone is united by a good union.
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	Then it is necessary to place a poultice and binding, unless an abscess occurs in the member.
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	What if an abscess occurs in it: then leave it for a few days until the abscess cools down, and then return to your treatment.
Strictura autem eius ita sit.	And the binding should be thus.
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	It is necessary to wrap something hard, that is, a bandage, over the fracture: and double it twice, or thrice: and leave some excess from it.
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Then wrap the leg until the heel reaches the bone of the ankle.
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	And insert a long thread between the pelvis and leg near the knee, downwards, and let the ends of the thread come from the upper part of both parts.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	Then wrap what remains over the leg and pelvis.
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	Then place on the pelvis at the site of the fracture small stones, and place one stone over the bone of the leg.
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Then fill the spaces between the leg and pelvis with soft cloths, so that the binding may be equalized.
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Then begin to bind with strong bandages from the middle over the place of the fracture three or four times.
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	And the more you stretch out with the ligament away from the site of the fracture, let your binding be less and softer, and more gentle.
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Then direct yourself towards the two ends of the thigh, where you inserted what is between the hip and the shank.
Liga ergo cum utrisque tres astellas quae sunt desuper.	Therefore bind with each of the three threads that are above.
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Then go with both ends of the thread to the lower part, until you reach the ankle of the foot.
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And with each bind also the ends of the threads from the other side, so that the ligament is not removed from its place.
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Then release the constriction above it as long as it remains, so that there is no corruption of the member, nor swelling, nor inflammation, and similar things.
Quod si accidat aliquid ex illo.	If something happens from that.
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	So then hasten with its removal and correct what has happened as a result of it, according to how we have said many times.
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	If however there is a fragment of bone that pierces the bone, then it is necessary for you to equalize it if it is possible for you.
Et si non, finde super illud, et remoue illud: et cura cum eo cuius praecessit rememoratio, donec sanetur.	And if not, find something above it and remove that; and take care of the one whose previous recollection was mentioned until they recover.
Et quandoque stringitur haec fractura Coxae, praeter quod addantur ei astellae, sicut diximus in adiutorio et brachio.	And when this fracture of the hip is bound, besides what threads are added to it as we said in the aid and arm.
