Praefatio.	Here is the translation:
Deinde itera eam: alleuietur enim tuncia Si uero contrarietatem tibi facit fluxus sanguinis, tunc administra quod diximus ex curatione in capitulo suo: et custodi uirtutem tuam ab incisione uenae, aut nerui, aut chordae.	Then reiterate it: the swelling will indeed be alleviated. If however blood flux makes contrary to you, then administer what we said in its own chapter: and preserve your strength from cutting a vein, or nerve, or tendon.
Et administra ingenium omni modo quo tibi possibile est euasionis Sagittae: et sit illud cum facilitate, et tranquillitate, uel tarditate, et firmitate, sicut narraui tibi.	And apply skill in every way that it is possible for you to extract the arrow: and let it be with ease, and calmness, or slowness, and firmness, just as I told you.
Et oportet, ut facias cum trahis Sagittam, ut infirmus sit secundum figuram, secundum quam fuit apud casum Sagittae in ipso.	And it is necessary that when you pull out the arrow, the patient be made weak according to the shape, according to which he was at the time of the arrow's impact.
Quoniam est magis iuuatiuum.	Because it is more beneficial.
Si autem non est tibi possibile illud, tunc administra quod tibi est possibile ex figuris.	But if it's not possible for you, then do what is possible for you from the shapes.
Sagitta autem quae egreditur ex contrario partis alterius, aut iam procedit ex ea aliquid ad exteriora: aut facit gibbositatem extremitas Sagittae per sensum ex superiore parte cutis propinquae, et uides eam eminentem: seca ergo super eam, et sit sectio secundum quantitatem quod capiant in ea forcipes.	However, the arrow that emerges from the opposite part of the other [side], either already proceeds something to the exterior or causes a swelling at the end of the Arrow by feeling on the superior part of the nearby skin, and you see it protruding: therefore, cut above it, and let the incision be according to the quantity that the forceps can take in it.
Deinde attrahe eam: ipsa namque fit facilis ad exitum.	Then draw it out: for it becomes easy to come out by itself.
Si uero retinetur in osse, tunc torque manum tuam secundum rotunditatem, donec imprimat Sagitta in osse, et amplificet sibiipsi: deinde trahe ipsam.	If it is retained in the bone, then twist your hand according to the roundness, until the Arrow impresses itself on the bone and enlarges its own depth: then draw it out.
Et si non: dimitte eam diebus aliquot: deinde itera eam, donec egrediatur.	And if not: leave it for a few days: then reiterate the procedure until it comes out.
Quod si lignum Sagittae est in ea, tunc impelle ipsam cum eo.	What if the wood of the Arrow is stuck in it, then push it with that [wood].
Si autem cecidit lignum, et uis administrare impulsionem: tunc intromitte ad eam instrumentum concauum, ut ingrediatur concauitas eius in caudam Sagittae: deinde impelle eam cum ipso.	But if the wood has fallen and you wish to administer a push: then introduce a concave instrument into it, so that it enters its concavity into the tail of the Arrow: then push it with it.
Si autem Sagita est concaua, tunc impelle eam cum instrumento intrante in ipsam.	But if the Arrow is concave, then push it with the instrument entering into it.
Sagitta enim alleuiatur per illud.	The Arrow is eased by that.
Quod si Sagitta est toxicata, tunc oportet, ut concaues carnem totam, in qua est uenenum: si est tibi possibile illud.	What if the Arrow is poisoned, then it is necessary to remove all the flesh where the venom is, if that is possible for you.
Deinde cura eam cum eo quod conuenit ad illud.	Then take care of it with what is fitting for that.
Quod si Sagitta est cadens in pectore, aut in uentre, aut in uesica, aut in latere: et est propinqua ex eo quod tangis cum tenta, et possibile est tibi secare super eam: tunc seca, et caue ab incisione uenae, aut nerui, et extrahe eam.	What if the Arrow falls in the chest, or in the belly, or in the bladder, or in the side: and it is close to what you touch with your hand, and it is possible for you to cut above it: then cut, and beware of cutting into a vein, or nerve, and draw it out.
Deinde sue uulnus, si uides, et cura illud, donec sanetur.	Then treat a wound, if you see one, and care for it until it heals.
Et haec est forma Forcipum, quibus extrahuntur Sagittae.	And this is the shape of forceps by which arrows are pulled out.
Sint extremitates similes rostro auis, quae factae sunt sicut ferra: quando capiunt super Sagittam, non dimittunt eam.	Let their extremities be like the beak of a bird, made as if from iron; when they take hold above an arrow, they do not let it go.
Et fiunt ex eis species multae, magnae, et paruae, et mediae, secundum quantitatem magnitudinis Sagittae, et paruitatis eius, et amplitudinis uulneris, et constrictionis eius.	And many kinds of them are made, great, small, and middle-sized, according to the size, magnitude, and narrowness of the arrow, and the size, width, and constriction of the wound.
Forma Impellentis concaui.	The shape of a spoon is concave.
Et forma Impellentis surdi.	And the shape of an obtuse impeller.
Hoc est surdae extremitatis sicut Radius, ut alleuietur introitus eius in sagittam concauam, et impellatur cum eo.	This is like the blunt end of a radius, so that it may be inserted into an arrow and pushed along with it.
Huius extremitas impellentis concauae est concaua sicut penna auis: ut alleuietur introitus sagittae in ipsam et impulsio eius.	The blunt end of the concave impeller is concave like a bird's feather: so that the entrance of the arrow may be inserted into it and pushed forward with it.
¶ De phlebotomia Venarum.	On bloodletting of Veins.
Caput XCVII.	Chapter 97.
Uenae phlebotomandae, quarum cucurrit consuetudo in corpore, sunt triginta.	The veins which are accustomed to be bloodletted in the body are thirty.
Ex quibus in capite sunt sexdecim: duae Venae pulsatiles, quae sunt post aures, dictae duae Herbae: et duae Arteriae, quae sunt in duobus timporibus apparentes: et duae Venae quae sunt in duobus lachrymalibus duorum oculorum, quae dicuntur Aspicientes: et Vena praeparata in medio frontis: et uena quae est in extremitate nasi.	Of which sixteen are in the head: two pulse-beating veins that are behind the ears and are called Herbae; and two arteries that appear in both temporal regions; and two veins that are in both tear ducts of both eyes, which are called Aspicientes; and a prepared vein in the middle of the forehead; and a vein that is at the end of the nose.
Et duae Guidegi, quae sunt in collo.	And two Guidigie veins that are in the neck.
Et duae uenae quae sunt in labio superiore oris.	And two veins that are in the upper lip of the mouth.
Et duae uenae quae sunt in labio inferiore.	And two veins that are in the lower lip.
Et istae sunt uenae quae dicuntur Algecherich.	And these are called Algecherich veins.
Et duae uenae quae sunt sub lingua.	And two veins that are under the tongue.
Venae autem quae phlebotomantur in brachiis, sunt quinque uenae in omni brachio.	The veins that are tapped for bloodletting on arms are five in each arm.
Vna earum est Cephalica, et est ex latere syluestri: et nominat eam uulgus uenam capitis.	One of them is the Cephalic vein, and it is located on the lateral side of the shoulder; and the people call it the "head" vein.
Et Fusca.	And the Axillary.
Et est Media uena, et est composita ex ramo Basilicae, et ramo Cephalicae: et nominat eam uulgus uenam corporis.	And it is the Median vein, and it is composed of a branch of the Basilic and a branch of the Cephalic: and the people call it the "body" vein.
Et Basilica, et est posita in latere domestico: et nominatur etiam Titillicaris.	And the Basilic, and it is located on the lateral side of the arm: and it is also called the Tertian.
Et nominat eam uulgus uenam uentris.	And the people call it the "abdominal" vein.
Et Funis brachii, et est posita super focile: et est illa in qua phlebotomatur, et est illa quae apparet supra pollicem appatitione manifesta.	And the Armstring vein, and it is located above the elbow; and it is that which is tapped for bloodletting, and it is the one that is visible above the wrist, with a clear appearance.
Et Saluatella: et est uena quae est inter annularem et minimum: et sunt ei duo rami.	And the Cedrella: and it is a vein that is located between the Annular and Median: and it has two branches.
Et in crure et in pede sunt tres uenae.	And there are three veins in the leg and foot.
Vna earum est quae est sub pollicis curuatura ex latere syluestri.	One of them is that which is located under the curvature of the toe on the lateral side.
Et secunda est Saphena: et locus eius est apud calcaneum ex latere domestico.	And the second one is the Saphena: and its location is at the heel, from the lateral side of the foot.
Et uena Nesse: et locus eius est apud calcaneum ex latere syluestri.	And the vein Nerve: and its location is at the heel, from the lateral side.
Et in crure alio sunt tres uenae similes illis.	And in another leg there are three veins similar to those.
¶ De phlebotomia duarum uenarum post Aures.	Of Bloodletting from Two Veins after the Ears.
Phlebotomiae uero duarum uenarum quae sunt post Aures, iuuamentum est ad catarros antiquos, et hemigraneam, et sahafati, et ulcera capitis mala antiqua.	The bloodletting from two veins that are after the ears is beneficial for old catarrhs, and hemicrania, and sahafa, and bad old head sores.
Et qualitas phlebotomandi eam est secundum quod narro.	And the quality of bloodletting it is according to what I narrate.
Et est, ut radatur caput infirmi: et fricetur occipitium eius in loco duarum uenarum cum panno aspero fricatione bona.	And it is, as I said, to shave the head of the sick person: and to rub his occiput with a rough cloth in the place of the two veins with good friction.
Deinde stringat infirmus collum suum cum uitta, donec appareant duae uenae.	Then the patient tightens his neck with a bandage until two veins appear.
Et loca earum sunt post Aures in duobus locis depressis capitis.	And those places are located after the ears, on two depressed parts of the head.
Quaere ergo eas digito tuo, et ubi sentis pulsum earum sub digito tuo, illic signa cum encaustro.	Therefore search for them with your finger and where you feel a pulse beneath your finger, mark it with an encaustic.
Deinde accipe phlebotomum cultellarem, et est ille qui dicitur Incidens.	Then take the bloodletting knife, which is called the "Incidens".
Deinde intromitte ipsum sub uena in cute, donec perueniat phlebotomus ad os.	Then introduce it under the vein into the flesh until the bloodletting reaches the mouth.
Deinde eleua manum tuam cum uena et cute ad superiora, et incide uenam cum cute incisione incidente.	Then lift your hand with the vein and the skin to the top, and cut the vein with a cutting wound that cuts into the skin.
Et sit longitudo incisionis quantitas duorum digitorum iunctorum, aut circiter illud: et fac exire ex sanguine quantum uis.	And let the length of the incision be the width of two joined fingers, or roughly that; and make as much blood flow out as you wish.
Deinde stringe eam cum puluillis, et dimitte eam, donec sanetur.	Then tie it with lint, and let it go until it heals.
Et iam praecessit in principio libri incisio earum, et ipsarum cauterizatio.	And now precedes the incision of those veins and their cauterization, which was discussed at the beginning of the book.
¶ De phlebotomia duarum Arteriarum in timporibus.	§ On bloodletting from two arteries at a time.
Duarum uero Arteriarum quae sunt in duobus timporibus phlebotomiae iuuamentum, est ad hemigraneam antiquam: et sodam prauam, et obtalmiam assiduam: et cursum superfluitatum effusarum acutarum ad oculos.	The benefit of bloodletting from the two arteries located in both temporal regions is for an old headache; and a bad cough; and constant tearing of the eyes.
Et qualitas phlebotomandi eas est secundum quod narro tibi.	And the quality of bleeding them is as I tell you.
Stringat infirmus collum suum multum, donec appareant duae uenae sensui apparitione manifesta: et demonstretur pulsus earum sub digito tuo.	The patient tightens his neck greatly until two veins appear in a manifestly visible way; and show their pulse under your finger.
Tunc enim signa cum encaustro.	Then mark it with an encaustic.
Deinde eleua cutem desuper uenam ad superiora cum digito tuo indice, et intromitte phlebotomum incidentem desubtus, et eleua uenam ad superiora.	Then lift the skin above the vein to the top with your finger as a guide, and introduce the bloodletting knife beneath, and lift the vein upwards.
Et incide eam, sicut fecisti in duabus uenis aliis: et fac currere ex sanguine secundum quantitatem necessitatis tuae.	And cut it as you did in the other two veins; and make the blood flow out according to the quantity of your need.
Deinde solue coartationem infirmi, et pone digitum tuum super uenam hora una.	Then loosen the constriction of the patient, and place your finger on the vein for one hour.
Postea pone super ipsam cotum et puluillos, et stringe ipsum desuper constrictione forti: et dimitte ipsam, donec sanetur.	After that, place a compress and poultice on it, and bind it tightly above with strong constriction; and let it be until it heals.
Et iam praecessit rememoratio earum, et ipsarum incisio, et earum extractio in principio libri.	And already a reminder of those things, and the cutting and extraction of them is presented at the beginning of the book.
¶ De phlebotomia uenae frontis post phlebotomiam Cephalicae.	Of bloodletting from the forehead vein after cephalic bloodletting.
Iuuamentum uero phlebotomiae uenae frontis est post phlebotomiam Cephalicae, ad aegritudines faciei antiquas: et ad hemigraneam, et rubedinem: et ulcera foeda.	The remedy for bloodletting from the forehead vein is after cephalic bloodletting, for old facial ailments: and for headache, and redness: and foul ulcers.
Et qualitas phlebotomiae eius est, secundum quod narro tibi.	And the quality of its bloodletting is, according to what I tell you.
Coartet infirmus collum suum cum uitta, donec appareat uena.	The patient should constrict his neck with a bandage until the vein appears.
Deinde accipe instrumentum quod nominatur Fossorium.	Then take the instrument which is called the Fossorium.
Cuius haec est forma.	Whose form is this.
Pone acumen eminens quod est in capite Fossorii super ipsam uenam, et percute super ipsum cum pectine, aut cum re alia in modo eius: et dimitte sanguinem currere secundum quantitatem quam uis.	Place the prominent point that is on top of the Fossorium head on top of the vein, and strike it gently with a plectrum or some other instrument in its way; and let the blood flow as much as you want.
Deinde solue perforationem infirmi, et stringe eam, donec sanetur.	Then loosen the perforation of the patient, and bind it until it heals.
Et quandoque aperitur cum phlebotomo lato.	And sometimes it is opened with a broad bloodletting.
Verumtamen non oportet, ut sit phlebotomus acutae extremitatis, sicut reliqui phlebotomi, imo sit latae extremitatis.	However, it is not necessary for the bloodletting to be sharp at its extremity, like the other bloodlettings, but rather it should be broad.
Et phlebotoma eam secundum transuersionem: quoniam os est propinquum: et fortasse in eo frangetur phlebotomus quando est subtilis.	And perform the bloodletting through perforation, because it is nearby; and perhaps the bloodletting may be broken when it is subtle.
¶ De phlebotomia Venarum in duobus Lachrymalibus.	Of bloodletting from the veins in both tear ducts.
Iuuamentum autem duarum Venarum quae sunt in duobus Lachrymalibus duorum oculorum, est ad oculum ex scabie et rubedine: et sebel in oculo, et aegritudinibus faciei.	The remedy for the two veins that are in both tear ducts of two eyes is for an eye with a scab and redness: and swelling in the eye, and facial ailments.
Et qualitas phlebotomiae earum est, ut stringat infirmus collum suum cum uitta.	And the quality of bleeding for those is, that a sick person binds his neck with a thread.
Deinde phlebotoma eas: et tu sis stans super caput eius.	Then make incisions on them; and you be standing above his head.
Et fiat phlebotomia secundum transuersum ad longitudinem parum, cum phlebotomo paruo, lato parumper, nam in loco non est caro.	And let the bleeding be done across in a little bit of length, with a small, broad instrument, for there is no flesh in that place.
Si enim phlebotomus est subtilis extremitatis, fortasse frangitur.	For if the bleeding is at the end of a thin extremity, it may break.
Deinde fac currere ex sanguine quantum est tibi necesse.	Then make flow from the blood as much as you need.
Et pone super eas cotum, et stringe eas nocte una, et solue eas.	And place a cloth on them, and bind them one night, and release them.
¶ De phlebotomia uenarum Nasi.	On the Bleeding of Veins of the Nose.
Venae autem Nasi phlebotomia, est conferens ad febrem acutam, et sodam uehementem, et aegritudines faciei, sicut hemigraneam, et rubedinem quae accidit in facie: praecipue quando est antiqua.	The veins of the nose are for bleeding that is suitable for acute fever and violent headache, and also for facial afflictions, such as hemicrania and redness that occurs on the face: especially when it is old.
Et qualitas phlebotomiae eius est, ut stringat infirmus collum suum.	And the quality of bleeding for that is, that a sick person binds his neck with a thread.
Deinde tene nasum eius manu tua sinistra, et accipe phlebotomum subtilem, longum: et fige eum in medio leporis ipsius, inter illud quod distinguit nasum secundum rectitudinem.	Then hold his nose with your left hand and take a thin, long bleeding instrument; and place it in the middle of the hare's joint itself, between that which separates the nose according to straightness.
Quoniam uena non apparet sensui illic, et quia sanguis incipit fluere statim.	Because the vein does not appear to the sense there, and because the blood begins to flow immediately.
Et oportet, ut ultimes manum tuam cum phlebotomo parumper: et facias currere ex sanguine secundum necessitatem tuam.	And it is necessary for you to keep your hand with the bleeding instrument a little bit; and make flow from the blood as much as you need.
Deinde liga ipsam nocte una.	Then bind them one night.
Ipsa enim restauratur uelociter.	For it is restored quickly itself.
¶ De phlebotomia uenarum Guidegi.	On the Bleeding of Veins of the Gullet.
Duarum uero Guidegi phlebotomiae iuuamentum, est ad constrictionem anhelitus, et incaeptionem leprae, et aegritudines melancholicas, et impetiginem et ulcera mala, et corrodentibus, id est, herpetibus estiomenis.	The benefit of the two bleedings of the Gullet is for constriction of panting, and onset of leprosy, and melancholic afflictions, and impetigo, and bad ulcers, and corroding sores, that is, herpes-like.
Et qualitas phlebotomiae earum est ut stringat infirmus sub utrisque in collo suo cum ligamento: et stet artifex super caput infirmi, et infirmus sit sedens super sedem.	And the quality of bloodletting is that the patient lies under both [bandages] on his neck with a strap; and the artist stands over the head of the patient, and the patient sits on a seat.
Deinde phlebotoma uenam ad longitudinem phlebotomia ampla parumper.	Then bloodletting is performed on the vein for the length of a broad bloodletting.
Deinde extrahe ex sanguine quantitatem temperatam, aut secundum illud quod uides ex necessitate quae est ad illud.	Then take out a measured amount of blood, or as much as necessity requires in the case you are treating.
Deinde fac similiter de uena alia.	Then do the same thing to another vein.
Postea solue ligamentum, et stringe duas uenas strictura media: ut non praefocetur infirmus.	Then loosen the strap and bind both veins together with a moderate tightness, so that the patient is not overheated.
Et dimitte eam usque mane.	And leave it until morning.
Sanatur enim uulnus.	For the wound is healing.
¶ De phlebotomia uenarum Algeberich.	A Treatise on Bloodletting of Veins by Algeberich.
Venae autem Algeberich phlebotomiae iuuamentum est: quia confert ad alcolam in ore, et corruptionem gingiuae: et ulcera mala: et fissuras labiorum, et ulcera mala, etiam quae sunt in naso, et in circumitu eius.	The veins of Algeberich are the benefit of bloodletting because they contribute to a headache at the mouth and corruption of the gums; and bad wounds; and fissures of the lips, and bad ulcers, even those that are on the nose and around it.
Et qualitas phlebotomiae earum est, ut facias sedere infirmum coram te: et stringe collum eius cum uitta.	And the quality of bloodletting is that you make the patient sit before you; and bind his neck with a strap.
Deinde reuolue labium eius, et aspice ad duas uenas: quarum una est a dextera labii, et secunda a sinistra eius: et demonstratio utriusque est per nigredinem ambarum.	Then turn his lip back and look at the two veins: one is on the right side of his lip, and the second is on the left side of it; and the demonstration of each is by the blackness of both.
Et illud uerum est: quia in circumitu earum sunt uenae minutae, nigrae.	And that is true: because around those are small, black veins.
Incide ergo utramque incisione incidente.	Cut both with a single incision.
Si autem dubitatio est super te, et non scis quae earum est: tunc intende ad incisionem maioris earum, et ipsarum manifestiorem.	But if you are in doubt about it and do not know which one is which: then direct your attention to the larger and more prominent of the two.
Et similiter fac de duabus uenis quae sunt in labio superiore: et plurimum quidem currit consuetudo cum eo: et incide duas uenas quae sunt in labio inferiori.	And do the same thing to the two veins that are on the upper lip: and indeed a great deal of habit is with him: and cut the two veins that are on the lower lip.
¶ De phlebotomia Venae sub lingua post Cephalicae phlebotomiam.	On bloodletting from the vein under the tongue after cephalic bloodletting.
Duarum uero Venarum quae sunt sub lingua phlebotomiae iuuamentum: est, quod phlebotomia Cephalicae est ad praefocationes quae sunt in gutture, et aegritudinem uuulae, et aegritudines oris.	The benefits of bloodletting from the two veins that are under the tongue: it is because cephalic bloodletting is for choking fits that occur in the throat, and troubles of the uvula, and troubles of the mouth.
Et qualitas phlebotomandi eas est, ut sedeat infirmus inter manus tuas coram sole: et eleualinguam eius, et aspice sub lingua a latere eius uno uenam, et a latere eius alio uenam: et color utriusque decliuis ad nigredinem.	And the quality of bloodletting them is, that you cause the patient to sit between your hands before the sun: and elevate his tongue, and look under his tongue from one side a vein, and from the other side another vein: and the color of both will decline to blackness.
Phlebotoma ergo utramque: et custodi, ne ultimes manum tuam in phlebotomando eas.	Therefore, bleed both of them; and take care not to put your last finger on bleeding them.
Nam sub eius sunt arteriae, et fortasse accidet fluxus sanguinis ex illis arteriis.	For under these are arteries, and perhaps a flow of blood may occur from those arteries.
¶ De tribus Venis in cubito.	On the three veins in the elbow.
Venae autem tres quae phlebotomantur in cubito, sunt in quarum phlebotomia cucurrit consuetudo in omnibus hominibus.	The three veins that are bled on the elbow are those in which it is a custom for everyone to have bloodletting.
Et phlebotomia earum fit secundum duos modos.	And their bloodletting is done according to two methods.
Aut pungendo cum phlebotomo myrtino lato: aut oliuari ad subtilitatem decliui: aut secando cum phlebotomo cultellari, et est Alnesil.	Either by piercing with a myrtle-leafed lancet; or by oiling to subtlety decline; or by cutting with a knife-cultellary, and that is Alnesil.
Et haec est forma eius.	And this is its shape.
Sic Alnesil est, quod conuenit ad sectionem.	Such is Alnesil, which is suitable for cutting.
Et ex eis sunt species latae, et subtiles secundum amplitudinem uenarum et stricturam earum Forma phlebotomi myrtini sit lata, sicut uides.	And from these there are broad and subtle species according to the breadth and constriction of the veins. The form of bloodletting with a myrtle leaf is broad, as you see.
Et conuenit ad aperiendas uenas concauas, plenas, procedentes, apparentes, grossas, et illas quae continent sanguinem grossum, turbidum.	And it is suitable for opening up concave, full, proceeding, apparent, thick veins, and those which contain thick, turbid blood.
Et iste phlebotomus est minoris latitudinis, et subtilioris extreminatis.	And this bloodletting is of lesser breadth and more subtle at the extremities.
Et conuenit ad phlebotomiam uenarum subtilium, quae continent sanguinem subtilem citrinum	And it is suitable for bloodletting of thin veins which contain citrus-colored blood.
¶ De phlebotomia Basilicae.	Here is the translation:
Basilicae autem quae est una harum trium uenarum phlebotomiae iuuamentum est.	The basilica, which is one of the three veins, is a source of benefit for bloodletting.
Quia extrahit sanguinem ex aegritudinibus, quae sunt sub gutture et collo, ex eo quod sequitur pectus, et uentrem: et conuenit phlebotomatori cum phlebotomat eam, ut caueat, et sit super timorem ex ea nam sub ea est arteria.	Because it draws blood from the illnesses that are under the throat and neck, following the chest and belly; and it suits the bloodletter to cut into this vein, so he may beware of it and be on guard against fear, for beneath it is an artery.
Si ergo errat, et addit in punctura phlebotomi, incidet illam arteriam, et accidet fluxus sanguinis.	If therefore he erred and added to the incision of bloodletting, he will cut into that artery, and a flow of blood will occur.
Quapropter oportet, ne phlebotomet eam cum phlebotomo pungente: imo sit secans cum Alnesil.	Therefore it is necessary for the phlebotomist not to cut this vein with a puncturing instrument; rather, let him cut it with an Alnesil.
Quod si non apparet Basilica apparitione manifesta, tunc oportet, ut alienes ipsam, et permuteris ad aliam, aut quaeras aliquem ramum eius: aut phlebotomes loco eius Funem brachii.	If this basilica does not appear with a clear manifestation, then it is necessary to abandon it and seek another one, or find a branch of it; or if there is no alternative, use the tendon of the arm as a substitute.
Ipsa enim est manifesta, et seca eam cum phlebotomo Anesil, sicut diximus.	For this one is clear and can be cut with a phlebotomy instrument called Alnesil, just as we said.
Si autem uis phlebotomiam ipsius eiusdem, tunc oportet ante stricturam brachii, ut tangas locum, donec cognoscas locum pulsus.	If you wish to perform bloodletting on this very one, then it is necessary before tightening the arm, that you touch the place until you know the location of the pulse.
Deinde signa super locum cum encaustro, postea brachium, et seca uenam sectione concaua cum phlebotomo Alnesil, sicut diximus.	Then mark the place with encaustic, afterwards the arm, and cut the vein with a concave section using the phlebotomy instrument called Alnesil, just as we said.
Et caue ne cadat percussio per spacium a loco arteriae.	And beware that the blow does not fall through the space to the location of the artery.
Et quando uides, cum tu stringis ligamen, inflationem in loco quem signasti cum encaustro, tunc illa inflatio est inflatio arteriae: deuita ergo eam.	And when you see that as you tie the bandage, there is swelling in the place you marked with encaustic, then that swelling is the swelling of the artery; therefore avoid it.
Quod si uides sanguinem apud phlebotomiam salire, sicut urina pueri, et est sanguis subtilis, rubeus: tunc scias, quia est ex sanguine arteriae.	What if you see blood flowing during the phlebotomy, like a child's urine, and it is fine and red: then you will know that it is from the artery's blood.
Tunc ergo propera, et pone digitum tuum super ipsum spacio longo, deinde aufer digitum tuum.	Then therefore hasten and place your finger on top of the space for a long time, then remove your finger.
Si ergo abscinditur sanguis (multotiens namque abscinditur) tunc stringe brachium, et dimitte ipsum: et caueat infirmus a motione eius: et sit super timorem eius.	If blood is cut off (for it is often cut off), then bind the arm and let it go: and let the sick person beware of its motion: and be on guard against its fear.
Et non moueat ipsum diebus aliquot, donec sanetur.	And do not move it for several days, until it heals.
Si autem non abscinditur sanguis, et uincit te: et non est tibi praesens in momento tuo medicina, tunc incide arteriam, si apparet tibi.	But if the blood is not cut off and prevails over you, and medicine is not present to you at that moment, then cut the artery if it appears to you.
Nam extremitates eius contrahuntur, et abscinditur sanguis.	For its extremities contract and blood is cut off.
Aut accipe corticem fistici, et finde eum: accipe medietatem unam, et stringe eam super locum uenae strictura decenti, cum ligamento et puluillis usque ad diem alium.	Or take a piece of flaxen cord and tie it; take one half of it and bind it over the place where the vein is to be constricted, with a ligature and small pills until another day.
Tunc si abscinditur sanguis, est bonum.	Then if blood is cut off, it is good.
Et si non: tunc cura ipsum cum eo cuius praecessit rememoratio ex loco puluerum abscindentium fluxum sanguinis: et abscisio sanguinis eius non est difficilis in pluribus dispositionibus, propter locum paruum uulneris, et possibilitatem ligamenti ex brachio.	And if not: then cure it with the one whose remembrance preceded from the place of powder-removing blood flow; and its blood cutting off is not difficult in many dispositions, due to the small wound location and the possibility of a ligature from the arm.
¶ De phlebotomia uenae Fuscae.	A treatise on bleeding the Black Vein.
Venae autem Fuscae phlebotomiae iuuamentum est, quod trahit sanguinem ex superiori parte capitis, et inferiore corporis: propterea, quia est composita ex ramo Basilicae, et ramo Cephalicae, sicut diximus.	The Black Vein is helpful for phlebotomy, because it draws blood from the upper part of the head and the lower part of the body: therefore, since it is composed of a branch of the Basilic vein and a branch of the Cephalic vein, as we said.
Et conuenit phlebotomanti eam, ut sit super timorem ex phlebotomia eius, nam sub ea est neruus.	And it is suitable for the one performing phlebotomy to choose this vein, so that it will be over the fear of bleeding from it, for beneath it is a nerve.
Si ergo addit in punctura phlebotomi, et inuenit neruum, accidit in ea stupor, et difficilis fit sanatio eius, et fortasse non sanatur penitus.	If therefore the phlebotomist adds to the puncture and finds a nerve, it happens that there is numbness, and healing becomes difficult, and perhaps does not heal at all.
Et iste neruus multotiens apparet sensui.	And this nerve often appears to the sense.
Si autem occultatur in quibusdam hominibus, et est subtilis, et non ostenditur: tunc oportet ut ponas phlebotomiam tuam qua eam phlebotomas, sectionem cum Alnesil, et deuita neruum cum fortitudine tua.	But if it is hidden in certain people, and is subtle, and does not show itself: then you must put your phlebotomy in such a way that you will phlebotomize the section with Alnesil, and avoid hitting the nerve with your strength.
Quod si uena est inter duos neruos, tunc finde uenam in longitudine.	If a vein is between two nerves, then find the vein along its length.
¶ De uena Cephalica.	Here is the translation:
Phlebotomiae autem uenae Cephalicae iuuamentum est, quia attrahit sanguinem ex capite, et confert ad aegritudines oculorum.	The veins of phlebotomy in the cephalic region are helpful, because they attract blood from the head and bring relief to eye afflictions.
Et oportet in hac uena proprie, si uis, ut phlebotomes eam pungendo cum phlebotomo oliuari, aut cum phlebotomo myrtino: quoniam est saluior uenarum omnium, quoniam non est subea arteria, neque neruus.	And it is necessary in this vein, if you wish, to make an incision with a sesame oil phlebotome or a myrtle oil phlebotome: because it is the most salubrious of all veins, since there is no artery underneath nor nerve.
Verumtamen conuenit tibi apud phlebotomiam, ut deuites cum phlebotomo caput lacerti tantum, et quaeras locum leniorem: et non nocet ei, si non inuenitur cum percussione prima, ut iteretur super eam cum phlebotomia aliquotiens.	However, it is suitable for you at the time of phlebotomy to remove the head of the phlebotome just up to the wrist and look for a softer spot; and it will not harm him if he does not find it with the first blow, but rather repeat the process several times.
Verumtamen fortasse apostematur in quibusdam hominibus quando non phlebotomatur in percussione prima, sed non nocet ei illud apostema in aliquo.	However, perhaps it will suppurate in some people if it is not phlebotomized at the first blow, but that swelling will do no harm to him.
¶ De utilitate Phlebotomiae, et cautelis in ea obseruandis.	On the utility of Phlebotomy and precautions to be observed in it.
Qualitas autem Phlebotomiae, et accidentia eius ex ea, in cuius rectificatione oportet te cogitare.	The quality however of Phlebotomy and its accidents from which you should reflect on how to correct them.
Primum ergo illius est de quo oportet ut scias, quod phlebotomia non administratur, nisi in conseruatione sanitatis, et perseuerantia eius, et cautela ab aduentu aegritudinum.	First therefore of that which you should know is this: that Phlebotomy is not administered except for the conservation of health, and the perseverance of its continuity, and caution against the approach of afflictions.
Et ut fiat phlebotomia in una uenarum trium quae sunt in cubito, scilicet Cephalica, et Fusca, et Basilica.	And that Phlebotomy may be done in one of the three veins on the shoulder, namely, the Cephalic, and the Black, and the Royal.
Et ut fiat phlebotomia in principio Veris super ieiunium, in uere, et aestate: et autumno, et hyeme post comestionem, quando apparent significationes repletionis.	And that Phlebotomy should be done at the beginning of spring after fasting, in March and autumn after eating, when signs of replenishment appear.
Et fiat phlebotomia in die primo, aut in tertio, postquam praeterierint de die tres horae.	And that Phlebotomy should be done on the first or third day, after three hours have passed since sunrise.
Phlebotomia autem quae administratur in aegritudinibus, non habet horam determinatam: sed quando prouocat conuenientia et necessitas ad illud, in nocte, aut die, et in omni hora, et in omni tempore.	But Phlebotomy which is administered for illnesses does not have a fixed hour; but when the occasion and necessity require it, whether by night or day, at any hour, and at any time.
Et non oportet, ut phlebotomentur pueri, donec ueniant super eos quatuordecim anni.	And it is not fitting that children be bled until they come of age at fourteen years.
Neque phlebotometur mulier praegnans, nisi a mense quarto usque ad septimum.	Nor should a pregnant woman be bled, except from the fourth to the seventh month.
Neque phlebotomentur senes, qui iam pertransierunt sexaginta annos.	Nor should old men who have already passed sixty years be bled.
