Praefatio.	Here is the translation:
Et tu quando administras extractionem Sagittae, in quocumque loco est, tunc utere contorsione manus tuae, cum forficibus ad partes omnes, donec facias eam euadere: et subtilia ultima subtilitate, ut non frangatur Sagita, et fiat difficilis tibi attractio eius, et ipsius extractio.	And when you are administering the extraction of the arrow, wherever it is, then use the twisting motion of your hand, with forceps on all parts, until you make it come out: and with the finest subtlety, so that the arrow does not break and its extraction becomes difficult for you.
Quod si non potes super eam ex hora una, tunc dimitte eam diebus aliquot, donec putrefiant quae sunt in circumitu eius.	But if you are unable to extract it at one hour, then leave it for several days, until the things that surround it have putrified.
Deinde itera eam: alleuietur enim tuncia Si uero contrarietatem tibi facit fluxus sanguinis, tunc administra quod diximus ex curatione in capitulo suo: et custodi uirtutem tuam ab incisione uenae, aut nerui, aut chordae.	Then retry to extract it: for it will be eased. If however, opposition is made by a flow of blood, then administer what we said in its own chapter on cure: and take care to preserve your strength from cutting the vein, or nerve, or cord.
Et administra ingenium omni modo quo tibi possibile est euasionis Sagittae: et sit illud cum facilitate, et tranquillitate, uel tarditate, et firmitate, sicut narraui tibi.	And administer the skill of surgery in every way possible to you, with ease, and calmness, or slowness, and firmness, just as I told you.
Et oportet, ut facias cum trahis Sagittam, ut infirmus sit secundum figuram, secundum quam fuit apud casum Sagittae in ipso.	And it is necessary that you do so when pulling out the arrow, making the patient conform to the shape as he was in the case of being shot with the arrow itself.
Quoniam est magis iuuatiuum.	Because it is more beneficial.
Si autem non est tibi possibile illud, tunc administra quod tibi est possibile ex figuris.	But if this is not possible for you, then administer what is possible to you from the shapes.
Sagitta autem quae egreditur ex contrario partis alterius, aut iam procedit ex ea aliquid ad exteriora: aut facit gibbositatem extremitas Sagittae per sensum ex superiore parte cutis propinquae, et uides eam eminentem: seca ergo super eam, et sit sectio secundum quantitatem quod capiant in ea forcipes.	But the arrow that comes out from the opposite part of another, or has already proceeded something to the exterior from it; or makes a swelling at the tip of the arrow by sensation from above on the neighboring skin, and you see it protruding: therefore cut above it, and let the incision be according to the size that forceps can take in it.
Deinde attrahe eam: ipsa namque fit facilis ad exitum.	Then draw it out: for it is easy to come out by itself.
Si uero retinetur in osse, tunc torque manum tuam secundum rotunditatem, donec imprimat Sagitta in osse, et amplificet sibiipsi: deinde trahe ipsam.	But if it is retained in the bone, then twist your hand according to the roundness, until the arrow stamps itself in the bone and makes room for itself: then draw it out.
Et si non: dimitte eam diebus aliquot: deinde itera eam, donec egrediatur.	And if not: let it be for a few days: then try to pull it out until it comes out.
Quod si lignum Sagittae est in ea, tunc impelle ipsam cum eo.	Which if the wood of the arrow is stuck in it, then push it with that.
Si autem cecidit lignum, et uis administrare impulsionem: tunc intromitte ad eam instrumentum concauum, ut ingrediatur concauitas eius in caudam Sagittae: deinde impelle eam cum ipso.	But if the wood has fallen and you wish to administer a push: then introduce into it an instrument with a concave shape, so that its concavity enters the tail of the arrow: then push it with it.
Si autem Sagita est concaua, tunc impelle eam cum instrumento intrante in ipsam.	But if the arrow is hollow, then push it with the instrument entering into it.
Sagitta enim alleuiatur per illud.	For the arrow is eased by that.
Quod si Sagitta est toxicata, tunc oportet, ut concaues carnem totam, in qua est uenenum: si est tibi possibile illud.	Which if the arrow is poisoned, then it is necessary to cut open all the flesh where the venom is, if that is possible for you.
Deinde cura eam cum eo quod conuenit ad illud.	Then take care of it with what is fitting for that.
Quod si Sagitta est cadens in pectore, aut in uentre, aut in uesica, aut in latere: et est propinqua ex eo quod tangis cum tenta, et possibile est tibi secare super eam: tunc seca, et caue ab incisione uenae, aut nerui, et extrahe eam.	If an arrow is fallen in the chest, or in the belly, or in the bladder, or in the side: and it is near what you touch with your hand, and it is possible for you to cut above it: then cut, and beware of cutting into a vein, or nerve, and take it out.
Deinde sue uulnus, si uides, et cura illud, donec sanetur.	Then wash the wound, if you see one, and care for it until it heals.
Et haec est forma Forcipum, quibus extrahuntur Sagittae.	And this is the form of forceps with which arrowheads are extracted.
Sint extremitates similes rostro auis, quae factae sunt sicut ferra: quando capiunt super Sagittam, non dimittunt eam.	Let the ends be like a bird's beak, which were made of iron: when they take hold above an arrow, they do not let go of it.
Et fiunt ex eis species multae, magnae, et paruae, et mediae, secundum quantitatem magnitudinis Sagittae, et paruitatis eius, et amplitudinis uulneris, et constrictionis eius.	And many kinds are made from these, great and small and middle-sized, according to the quantity of the arrow's magnitude, its smallness, and the width of the wound and its constricting nature.
Forma Impellentis concaui.	The form of a concave scoop.
Et forma Impellentis surdi.	And the form of a deaf scoop.
Hoc est surdae extremitatis sicut Radius, ut alleuietur introitus eius in sagittam concauam, et impellatur cum eo.	This is the shape of a deaf end like a radius, so that its entrance may be eased into an arrowhead and pushed with it.
Huius extremitas impellentis concauae est concaua sicut penna auis: ut alleuietur introitus sagittae in ipsam et impulsio eius.	The end of the concave scoop is concave like a bird's feather: so that the entrance of the arrow may be eased into it and its movement guided.
¶ De phlebotomia Venarum.	De phlebotomia Venarum.
Caput XCVII.	Caput XCVII.
Uenae phlebotomandae, quarum cucurrit consuetudo in corpore, sunt triginta.	The veins that are habitually cut in the body are thirty.
Ex quibus in capite sunt sexdecim: duae Venae pulsatiles, quae sunt post aures, dictae duae Herbae: et duae Arteriae, quae sunt in duobus timporibus apparentes: et duae Venae quae sunt in duobus lachrymalibus duorum oculorum, quae dicuntur Aspicientes: et Vena praeparata in medio frontis: et uena quae est in extremitate nasi.	Of which there are sixteen in the head: two pulsating veins that are behind the ears and are called the Two Herbs: and two arteries that are seen in two temporal regions: and two veins that are in the two lacrymal ducts of both eyes, which are called the Lookers: and a prepared vein in the middle of the forehead: and a vein that is at the end of the nose.
Et duae Guidegi, quae sunt in collo.	And two Guidegi, which are in the neck.
Et duae uenae quae sunt in labio superiore oris.	And two veins that are in the upper lip of the mouth.
Et duae uenae quae sunt in labio inferiore.	And two veins that are in the lower lip.
Et istae sunt uenae quae dicuntur Algecherich.	And these are the veins which are called Algecherich.
Et duae uenae quae sunt sub lingua.	And two veins that are under the tongue.
Venae autem quae phlebotomantur in brachiis, sunt quinque uenae in omni brachio.	However, the veins which are bled on the arms are five veins in each arm.
Vna earum est Cephalica, et est ex latere syluestri: et nominat eam uulgus uenam capitis.	One of them is the Cephalica, and it is from the outer side: and the people call it the vein of the head.
Et Fusca.	And the Fusca.
Et est Media uena, et est composita ex ramo Basilicae, et ramo Cephalicae: et nominat eam uulgus uenam corporis.	And it is the Median vein, and it is composed of a branch of the Basilica and a branch of the Cephalica: and the people call it the vein of the body.
Et Basilica, et est posita in latere domestico: et nominatur etiam Titillicaris.	And the Basilica, and it is located on the medial side: and it is also called Titillicaris.
Et nominat eam uulgus uenam uentris.	And the people call it the vein of the stomach.
Et Funis brachii, et est posita super focile: et est illa in qua phlebotomatur, et est illa quae apparet supra pollicem appatitione manifesta.	And the Arm-string, and it is located above the elbow: and it is that one which is bled from, and it is that one which appears clearly above the thumb.
Et Saluatella: et est uena quae est inter annularem et minimum: et sunt ei duo rami.	And the Saluatella: and it is a vein that is between the annular and the smallest: and it has two branches.
Et in crure et in pede sunt tres uenae.	And on the leg and on the foot there are three veins.
Vna earum est quae est sub pollicis curuatura ex latere syluestri.	One of them is that which is under the curvature of the thumb from the outer side.
Et secunda est Saphena: et locus eius est apud calcaneum ex latere domestico.	And the second one is the Saphena: and its location is at the heel from the medial side.
Et uena Nesse: et locus eius est apud calcaneum ex latere syluestri.	And the vein Ness: and its location is at the heel from the lateral side.
Et in crure alio sunt tres uenae similes illis.	And on the other leg there are three veins similar to those.
¶ De phlebotomia duarum uenarum post Aures.	Of bloodletting from two veins after the Ears.
Phlebotomiae uero duarum uenarum quae sunt post Aures, iuuamentum est ad catarros antiquos, et hemigraneam, et sahafati, et ulcera capitis mala antiqua.	The benefit of bloodletting from two veins that are after the Ears is for old catarrhs, and hemigraneam, and sahafati, and bad old wounds on the head.
Et qualitas phlebotomandi eam est secundum quod narro.	And the quality of bleeding is according to what I narrate.
Et est, ut radatur caput infirmi: et fricetur occipitium eius in loco duarum uenarum cum panno aspero fricatione bona.	And it is, that the head of the sick person is shaved: and his occiput is rubbed with a rough cloth in the place of two veins with good friction.
Deinde stringat infirmus collum suum cum uitta, donec appareant duae uenae.	Then the sick person should tie their neck with a cord until two veins appear.
Et loca earum sunt post Aures in duobus locis depressis capitis.	And those places are behind the ears on two depressed areas of the head.
Quaere ergo eas digito tuo, et ubi sentis pulsum earum sub digito tuo, illic signa cum encaustro.	Therefore search for them with your finger, and where you feel a pulse under your finger, mark it with enamel.
Deinde accipe phlebotomum cultellarem, et est ille qui dicitur Incidens.	Then take the bleeding knife, and that one is called "Incidens".
Deinde intromitte ipsum sub uena in cute, donec perueniat phlebotomus ad os.	Then insert it under the vein into the skin, until the bleeder reaches the mouth.
Deinde eleua manum tuam cum uena et cute ad superiora, et incide uenam cum cute incisione incidente.	Then lift your hand with the vein and skin to the top, and cut the vein with a cutting incision, cutting into it.
Et sit longitudo incisionis quantitas duorum digitorum iunctorum, aut circiter illud: et fac exire ex sanguine quantum uis.	And let the length of the incision be the amount of two joined fingers, or about that: and make come out from blood as much as you wish.
Deinde stringe eam cum puluillis, et dimitte eam, donec sanetur.	Then tie it with lint, and let it go, until it heals.
Et iam praecessit in principio libri incisio earum, et ipsarum cauterizatio.	And now it has been mentioned at the beginning of the book, that those veins are cut into, and also their cauterization.
¶ De phlebotomia duarum Arteriarum in timporibus.	¶ On bleeding from two Arteries in times.
Duarum uero Arteriarum quae sunt in duobus timporibus phlebotomiae iuuamentum, est ad hemigraneam antiquam: et sodam prauam, et obtalmiam assiduam: et cursum superfluitatum effusarum acutarum ad oculos.	The benefit of bleeding from the two arteries that are in two temporal regions is for an old headache; and a bad habit, and a persistent eye disease; and to remove excesses that flow out quickly to the eyes.
Et qualitas phlebotomandi eas est secundum quod narro tibi.	And the quality of bleeding them is according to what I tell you.
Stringat infirmus collum suum multum, donec appareant duae uenae sensui apparitione manifesta: et demonstretur pulsus earum sub digito tuo.	The sick person should tie their neck tightly, until two veins appear to the sense in a manifest way: and show themselves by pulse under your finger.
Tunc enim signa cum encaustro.	Then mark with enamel.
Deinde eleua cutem desuper uenam ad superiora cum digito tuo indice, et intromitte phlebotomum incidentem desubtus, et eleua uenam ad superiora.	Then lift up the skin above and with your index finger guide it to the upper part. Insert the phlebotomy instrument below and lift up the skin to the upper part.
Et incide eam, sicut fecisti in duabus uenis aliis: et fac currere ex sanguine secundum quantitatem necessitatis tuae.	And cut it as you did with the other two veins; and make it flow from the blood according to the amount of your necessity.
Deinde solue coartationem infirmi, et pone digitum tuum super uenam hora una.	Then loosen the constriction of the patient and place your finger on top of the vein for one hour.
Postea pone super ipsam cotum et puluillos, et stringe ipsum desuper constrictione forti: et dimitte ipsam, donec sanetur.	Afterwards, place a cloth and bandages on top of it and bind it with a strong constriction from above; and let it be until it heals.
Et iam praecessit rememoratio earum, et ipsarum incisio, et earum extractio in principio libri.	And now recall the previous mention of those things, and their incision and extraction at the beginning of the book.
¶ De phlebotomia uenae frontis post phlebotomiam Cephalicae.	A treatise on bleeding the forehead vein after cephalic bleeding.
Iuuamentum uero phlebotomiae uenae frontis est post phlebotomiam Cephalicae, ad aegritudines faciei antiquas: et ad hemigraneam, et rubedinem: et ulcera foeda.	The remedy for bleeding the forehead vein is after cephalic bleeding, for old facial afflictions; and for headache, and redness of the face; and foul ulcers.
Et qualitas phlebotomiae eius est, secundum quod narro tibi.	And the quality of this bleeding is, according to what I tell you.
Coartet infirmus collum suum cum uitta, donec appareat uena.	The patient constricts his neck with a bandage until the vein appears.
Deinde accipe instrumentum quod nominatur Fossorium.	Then take the instrument which is called the Fossorium.
Cuius haec est forma.	Whose form this is.
Pone acumen eminens quod est in capite Fossorii super ipsam uenam, et percute super ipsum cum pectine, aut cum re alia in modo eius: et dimitte sanguinem currere secundum quantitatem quam uis.	Place the prominent point that is at the head of the Fossorium on top of the vein, and strike it above with a hammer, or with another thing in its manner; and let the blood flow according to the amount you wish.
Deinde solue perforationem infirmi, et stringe eam, donec sanetur.	Then loosen the constriction of the patient, and bind it until it heals.
Et quandoque aperitur cum phlebotomo lato.	And sometimes it is opened with a wide bleeding instrument.
Verumtamen non oportet, ut sit phlebotomus acutae extremitatis, sicut reliqui phlebotomi, imo sit latae extremitatis.	However, it should not be a sharp-edged bleeding instrument, like the others, but rather one with a broad edge.
Et phlebotoma eam secundum transuersionem: quoniam os est propinquum: et fortasse in eo frangetur phlebotomus quando est subtilis.	And let it bleed according to the flow, since it is nearby; and perhaps the bleeding instrument may break when it is thin.
¶ De phlebotomia Venarum in duobus Lachrymalibus.	On bloodletting of the veins in two tear ducts.
Iuuamentum autem duarum Venarum quae sunt in duobus Lachrymalibus duorum oculorum, est ad oculum ex scabie et rubedine: et sebel in oculo, et aegritudinibus faciei.	The application of two veins which are in the tear ducts of two eyes, is for an eye with inflammation and redness; and swelling in the eye, and afflictions of the face.
Et qualitas phlebotomiae earum est, ut stringat infirmus collum suum cum uitta.	And the quality of bloodletting from them is that the patient should tighten his neck with a cord.
Deinde phlebotoma eas: et tu sis stans super caput eius.	Then perform the bloodletting, and stand above his head.
Et fiat phlebotomia secundum transuersum ad longitudinem parum, cum phlebotomo paruo, lato parumper, nam in loco non est caro.	And let the bloodletting be done across to the length a little bit, with a small, wide instrument, for there is no flesh in that place.
Si enim phlebotomus est subtilis extremitatis, fortasse frangitur.	For if the bloodletting instrument is delicate at the tip, it may break.
Deinde fac currere ex sanguine quantum est tibi necesse.	Then let the blood flow from the wound as much as you need.
Et pone super eas cotum, et stringe eas nocte una, et solue eas.	And put a linen cloth on top of them and bind them tightly at night for one day, and then release them.
¶ De phlebotomia uenarum Nasi.	On bloodletting of the nose veins.
Venae autem Nasi phlebotomia, est conferens ad febrem acutam, et sodam uehementem, et aegritudines faciei, sicut hemigraneam, et rubedinem quae accidit in facie: praecipue quando est antiqua.	The veins of the nose are for bloodletting when one has an acute fever, and intense swelling, and afflictions of the face, such as headache and redness that occurs on the face: especially when it is old.
Et qualitas phlebotomiae eius est, ut stringat infirmus collum suum.	And the quality of bloodletting from them is that the patient should tighten his neck with a cord.
Deinde tene nasum eius manu tua sinistra, et accipe phlebotomum subtilem, longum: et fige eum in medio leporis ipsius, inter illud quod distinguit nasum secundum rectitudinem.	Then hold the nose of that person with your left hand and take a slender, long bloodletting instrument, and insert it into the middle of his septum, between what separates the nose according to its straightness.
Quoniam uena non apparet sensui illic, et quia sanguis incipit fluere statim.	Because the vein is not apparent to the sense there, and because the blood begins to flow immediately.
Et oportet, ut ultimes manum tuam cum phlebotomo parumper: et facias currere ex sanguine secundum necessitatem tuam.	And it is necessary that you hold your hand with the bloodletting instrument a little while and let the blood flow as much as you need.
Deinde liga ipsam nocte una.	Then bind it tightly at night for one day.
Ipsa enim restauratur uelociter.	For that very thing is restored quickly.
¶ De phlebotomia uenarum Guidegi.	Here is the translation:
Duarum uero Guidegi phlebotomiae iuuamentum, est ad constrictionem anhelitus, et incaeptionem leprae, et aegritudines melancholicas, et impetiginem et ulcera mala, et corrodentibus, id est, herpetibus estiomenis.	The benefit of the two Guides' phlebotomy is for constriction of breath, and onset of leprosy, and melancholic diseases, and impetigo and bad ulcers, and corroding sores, that is, herpes-like lesions.
Et qualitas phlebotomiae earum est ut stringat infirmus sub utrisque in collo suo cum ligamento: et stet artifex super caput infirmi, et infirmus sit sedens super sedem.	And the quality of their phlebotomy is that it causes the patient to be bound beneath both of them on his neck with a bandage: and let the surgeon stand above the head of the patient, and let the patient sit upon a seat.
Deinde phlebotoma uenam ad longitudinem phlebotomia ampla parumper.	Then make the incision on the vein to the length of the wide phlebotomy for a little while.
Deinde extrahe ex sanguine quantitatem temperatam, aut secundum illud quod uides ex necessitate quae est ad illud.	Then take out from the blood a measured quantity, or according to what you see as necessary for that purpose.
Deinde fac similiter de uena alia.	Then do the same thing to another vein.
Postea solue ligamentum, et stringe duas uenas strictura media: ut non praefocetur infirmus.	Afterwards untie the bandage and bind the two veins tightly with a middle constriction: so that the patient does not become overheated.
Et dimitte eam usque mane.	And let it be until morning.
Sanatur enim uulnus.	For the wound is healing.
¶ De phlebotomia uenarum Algeberich.	On the phlebotomy of veins by Albucasis.
Venae autem Algeberich phlebotomiae iuuamentum est: quia confert ad alcolam in ore, et corruptionem gingiuae: et ulcera mala: et fissuras labiorum, et ulcera mala, etiam quae sunt in naso, et in circumitu eius.	The veins of Algeberich's phlebotomy are beneficial because they promote a flow to the mouth, and corruption of the gum: and bad ulcers: and cracks in the lips, and bad ulcers also, which are in the nose, and around it.
Et qualitas phlebotomiae earum est, ut facias sedere infirmum coram te: et stringe collum eius cum uitta.	And the quality of their phlebotomy is that you make the patient sit before you: and bind his neck with a cord.
Deinde reuolue labium eius, et aspice ad duas uenas: quarum una est a dextera labii, et secunda a sinistra eius: et demonstratio utriusque est per nigredinem ambarum.	Then turn his lip back and look at the two veins: one of which is on the right side of the lip, and the second on the left side of it: and the indication of each is by the blackness of both.
Et illud uerum est: quia in circumitu earum sunt uenae minutae, nigrae.	And that is true: because around them are small, dark veins.
Incide ergo utramque incisione incidente.	Therefore cut both with a cutting incision.
Si autem dubitatio est super te, et non scis quae earum est: tunc intende ad incisionem maioris earum, et ipsarum manifestiorem.	But if there is doubt on you, and you do not know which one it is: then look to the larger of them, and the more obvious one.
Et similiter fac de duabus uenis quae sunt in labio superiore: et plurimum quidem currit consuetudo cum eo: et incide duas uenas quae sunt in labio inferiori.	And similarly do with the two veins that are on the upper lip: and a great custom indeed runs along with it: and cut open the two veins that are on the lower lip.
¶ De phlebotomia Venae sub lingua post Cephalicae phlebotomiam.	On vein lancing under the tongue after cephalic venesection.
Duarum uero Venarum quae sunt sub lingua phlebotomiae iuuamentum: est, quod phlebotomia Cephalicae est ad praefocationes quae sunt in gutture, et aegritudinem uuulae, et aegritudines oris.	The benefit of lancing the two veins that are under the tongue is this: that cephalic venesection is useful for preternatural constrictions in the throat, and affliction of the uvula, and afflictions of the mouth.
Et qualitas phlebotomandi eas est, ut sedeat infirmus inter manus tuas coram sole: et eleualinguam eius, et aspice sub lingua a latere eius uno uenam, et a latere eius alio uenam: et color utriusque decliuis ad nigredinem.	And the quality of lancing them is this: that you sit the patient between your hands in front of the sun; and lift up his tongue, and look beneath his tongue on one side a vein, and on the other side a vein: and the color of each declineth to blackness.
Phlebotoma ergo utramque: et custodi, ne ultimes manum tuam in phlebotomando eas.	Therefore lance both of them; and take care not to touch with your hand when lancing them.
Nam sub eius sunt arteriae, et fortasse accidet fluxus sanguinis ex illis arteriis.	For under these are arteries, and perhaps a flow of blood will occur from those arteries.
¶ De tribus Venis in cubito.	On the three veins on the elbow.
Venae autem tres quae phlebotomantur in cubito, sunt in quarum phlebotomia cucurrit consuetudo in omnibus hominibus.	The three veins which are lanced on the elbow, are those in which venesection is customary for all people.
Et phlebotomia earum fit secundum duos modos.	And venesection of these is done in two ways.
Aut pungendo cum phlebotomo myrtino lato: aut oliuari ad subtilitatem decliui: aut secando cum phlebotomo cultellari, et est Alnesil.	Either by pricking with a myrtle-wood lancet: or to incline towards subtlety with olive oil; or by cutting with a surgical knife, and this is called Alnesil.
Et haec est forma eius.	And this is its form.
Sic Alnesil est, quod conuenit ad sectionem.	So Alnesil is what is suitable for cutting.
Et ex eis sunt species latae, et subtiles secundum amplitudinem uenarum et stricturam earum Forma phlebotomi myrtini sit lata, sicut uides.	And from these there are broad and subtle kinds according to the breadth of the veins and their constriction. The form of the myrtle lancet is broad, as you see.
Et conuenit ad aperiendas uenas concauas, plenas, procedentes, apparentes, grossas, et illas quae continent sanguinem grossum, turbidum.	And it is suitable for opening up concave veins that are full, proceeding, appearing, thick, and those which contain thick, turbid blood.
Et iste phlebotomus est minoris latitudinis, et subtilioris extreminatis.	And this bloodletting is of lesser width and subtler extremities.
Et conuenit ad phlebotomiam uenarum subtilium, quae continent sanguinem subtilem citrinum	And it is suitable for bloodletting from small veins that contain subtle, citrine blood.
¶ De phlebotomia Basilicae.	The Book of Bloodletting.
Basilicae autem quae est una harum trium uenarum phlebotomiae iuuamentum est.	But Basilica is one of the three veins that benefits from bloodletting.
Quia extrahit sanguinem ex aegritudinibus, quae sunt sub gutture et collo, ex eo quod sequitur pectus, et uentrem: et conuenit phlebotomatori cum phlebotomat eam, ut caueat, et sit super timorem ex ea nam sub ea est arteria.	Because it draws out blood from afflictions that are under the throat and neck, following the chest and belly. And it is suitable for a bloodletting physician to take caution with it, since there is an artery beneath it.
Si ergo errat, et addit in punctura phlebotomi, incidet illam arteriam, et accidet fluxus sanguinis.	So if he makes a mistake and adds to the incision of bloodletting, he will cut into that artery and there will be a flow of blood.
Quapropter oportet, ne phlebotomet eam cum phlebotomo pungente: imo sit secans cum Alnesil.	Therefore it is necessary for the bloodletting to be done not with a piercing instrument but rather with an Alnesil, that is, a cutting instrument.
Quod si non apparet Basilica apparitione manifesta, tunc oportet, ut alienes ipsam, et permuteris ad aliam, aut quaeras aliquem ramum eius: aut phlebotomes loco eius Funem brachii.	But if the Basilica does not appear with a clear manifestation, then it is necessary to find another one, or search for a branch of it, or perform bloodletting on the arm instead.
Ipsa enim est manifesta, et seca eam cum phlebotomo Anesil, sicut diximus.	For it itself is clear and should be cut with an Alnesil instrument, as we said.
Si autem uis phlebotomiam ipsius eiusdem, tunc oportet ante stricturam brachii, ut tangas locum, donec cognoscas locum pulsus.	But if you wish to perform bloodletting on it itself, then it is necessary to touch the place before the arm's constriction, until you know the place of the pulse.
Deinde signa super locum cum encaustro, postea brachium, et seca uenam sectione concaua cum phlebotomo Alnesil, sicut diximus.	Then mark the place with encaustic, afterwards the arm, and cut the vein with a concave incision using an Alnesil instrument, as we said.
Et caue ne cadat percussio per spacium a loco arteriae.	And beware lest the blow falls through the space to the location of the artery.
Et quando uides, cum tu stringis ligamen, inflationem in loco quem signasti cum encaustro, tunc illa inflatio est inflatio arteriae: deuita ergo eam.	And when you see that as you tighten the bandage, there is swelling at the place you marked with encaustic, then that swelling is the swelling of the artery: therefore avoid it.
Quod si uides sanguinem apud phlebotomiam salire, sicut urina pueri, et est sanguis subtilis, rubeus: tunc scias, quia est ex sanguine arteriae.	What if you see blood rising at the bloodletting, like a child's urine, and it is subtle, red blood: then you will know that it is from the artery's blood.
Tunc ergo propera, et pone digitum tuum super ipsum spacio longo, deinde aufer digitum tuum.	Then accordingly, hasten and place your finger on top of it over a long space, then remove your finger.
Si ergo abscinditur sanguis (multotiens namque abscinditur) tunc stringe brachium, et dimitte ipsum: et caueat infirmus a motione eius: et sit super timorem eius.	If then the blood is cut off (for it is often cut off) then bind the arm and let it be, and beware that the patient avoid movement of it: and let him be in fear of it.
Et non moueat ipsum diebus aliquot, donec sanetur.	And do not move it for several days until it heals.
Si autem non abscinditur sanguis, et uincit te: et non est tibi praesens in momento tuo medicina, tunc incide arteriam, si apparet tibi.	But if the blood is not cut off and overpowers you: and medicine is not present to you at the moment, then cut the artery if it appears to you.
Nam extremitates eius contrahuntur, et abscinditur sanguis.	For its extremities contract, and the blood is cut off.
Aut accipe corticem fistici, et finde eum: accipe medietatem unam, et stringe eam super locum uenae strictura decenti, cum ligamento et puluillis usque ad diem alium.	Or take the bark of a sycamore, and find it: take one middle part, and bind it over the tight place of the vein with a ligament and wool until another day.
Tunc si abscinditur sanguis, est bonum.	Then if the blood is cut off, it is good.
Et si non: tunc cura ipsum cum eo cuius praecessit rememoratio ex loco puluerum abscindentium fluxum sanguinis: et abscisio sanguinis eius non est difficilis in pluribus dispositionibus, propter locum paruum uulneris, et possibilitatem ligamenti ex brachio.	And if not: then treat it with the one whose previous account precedes from the place of powder used for stopping blood flow: and the cutting off of his blood is not difficult in many dispositions, because of the small wound's location and the possibility of a ligament from the arm.
¶ De phlebotomia uenae Fuscae.	Chapter on Bleeding the Black Vein.
Venae autem Fuscae phlebotomiae iuuamentum est, quod trahit sanguinem ex superiori parte capitis, et inferiore corporis: propterea, quia est composita ex ramo Basilicae, et ramo Cephalicae, sicut diximus.	The Black Vein is beneficial for phlebotomy because it draws blood from the upper part of the head and lower part of the body: therefore, since it is composed of a branch of the Basilic and a branch of the Cephalic, as we said.
Et conuenit phlebotomanti eam, ut sit super timorem ex phlebotomia eius, nam sub ea est neruus.	And it is fitting for the phlebotomist to approach it with caution, since a nerve is located beneath it.
Si ergo addit in punctura phlebotomi, et inuenit neruum, accidit in ea stupor, et difficilis fit sanatio eius, et fortasse non sanatur penitus.	If therefore the phlebotomist adds to the puncture and finds a nerve, it happens that there is numbness, and healing becomes difficult, and perhaps it does not heal at all.
Et iste neruus multotiens apparet sensui.	And this nerve often appears to the sense.
Si autem occultatur in quibusdam hominibus, et est subtilis, et non ostenditur: tunc oportet ut ponas phlebotomiam tuam qua eam phlebotomas, sectionem cum Alnesil, et deuita neruum cum fortitudine tua.	If however it is hidden in some people and is subtle, and does not appear: then you must put your bloodletting technique to use where you can remove the bloodletting, section with Alnesil, and extract the nerve with your own strength.
Quod si uena est inter duos neruos, tunc finde uenam in longitudine.	If a vein is between two nerves, then find the vein along its length.
¶ De uena Cephalica.	About the Cephalic Vein.
Phlebotomiae autem uenae Cephalicae iuuamentum est, quia attrahit sanguinem ex capite, et confert ad aegritudines oculorum.	The benefit of the cephalic veins in bloodletting is that they attract blood from the head and bring relief to eye diseases.
Et oportet in hac uena proprie, si uis, ut phlebotomes eam pungendo cum phlebotomo oliuari, aut cum phlebotomo myrtino: quoniam est saluior uenarum omnium, quoniam non est subea arteria, neque neruus.	And it is proper to make a small incision in this vein, if you wish, with an olive-wood phlebotomizer or a myrtle-wood one: because it is the most healthy of all veins, since there is no artery underneath nor nerve.
Verumtamen conuenit tibi apud phlebotomiam, ut deuites cum phlebotomo caput lacerti tantum, et quaeras locum leniorem: et non nocet ei, si non inuenitur cum percussione prima, ut iteretur super eam cum phlebotomia aliquotiens.	However, it is suitable for you to use a phlebotomy instrument at the wrist, just enough to open up the skin, and search for a softer spot: and it will not harm him if he does not yield immediately with the first percussion, but rather let it be done repeatedly with phlebotomy.
Verumtamen fortasse apostematur in quibusdam hominibus quando non phlebotomatur in percussione prima, sed non nocet ei illud apostema in aliquo.	However, perhaps an abscess may form in some people if it is not bloodletted immediately, but it will not harm him by that.
¶ De utilitate Phlebotomiae, et cautelis in ea obseruandis.	About the utility of Bloodletting and the cautions to be observed in it.
Qualitas autem Phlebotomiae, et accidentia eius ex ea, in cuius rectificatione oportet te cogitare.	The quality and accidents of bloodletting, and in whose correction you should reflect.
Primum ergo illius est de quo oportet ut scias, quod phlebotomia non administratur, nisi in conseruatione sanitatis, et perseuerantia eius, et cautela ab aduentu aegritudinum.	Firstly, you should know that bloodletting is not administered except for the preservation of health, and the perseverance of it, and caution against the advent of diseases.
Et ut fiat phlebotomia in una uenarum trium quae sunt in cubito, scilicet Cephalica, et Fusca, et Basilica.	And so that bloodletting is done on one of the three veins at the elbow, namely the Cephalic, the Fleshy, and the Basilic.
Et ut fiat phlebotomia in principio Veris super ieiunium, in uere, et aestate: et autumno, et hyeme post comestionem, quando apparent significationes repletionis.	And so that bloodletting is done at the beginning of spring after a fast, in truth and summer: and in autumn and winter after eating, when signs of repletion appear.
Et fiat phlebotomia in die primo, aut in tertio, postquam praeterierint de die tres horae.	And let a bloodletting be done on the first day, or on the third, after they have passed three hours.
Phlebotomia autem quae administratur in aegritudinibus, non habet horam determinatam: sed quando prouocat conuenientia et necessitas ad illud, in nocte, aut die, et in omni hora, et in omni tempore.	But bloodletting which is administered for illnesses does not have a fixed hour: rather, when necessity and suitability dictate it, it should be done at night or day, and at any hour and at any time.
Et non oportet, ut phlebotomentur pueri, donec ueniant super eos quatuordecim anni.	And it is not fitting that boys are bled until they have reached the age of fourteen years.
