Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And you order the ventilator that he does not go forward in the sacrifice, for the place is naked of flesh, and leaves them his nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	It is a ventilation to the which is ventilated on the buttocks and gives to hemorrhoids of the buttocks and to ulcers from the sides.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And if you order the ventilator that it is great ventilation, and that it is of arnica, for the place deserves a strong section; and strong goes with subtle ventilation and does not go forward in the sacrifice for the sacrifice.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	But small ventilation of the legs with manifest caution, for they attract the blood from all over the body, and give old pains of the chest and of the mother, and of the bladder; and they provoke menstruation, and give both or urination; and it is in the place of phlebotomy of two veins, and of a horse-biting, and of two knots.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	But they leave the whole body disfigured and cause fainting in men.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And of the ventilation of horse-biting, its advantage is to the advantage of ventilation of two legs.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	And the quality of the position of the ventilations is that you pause the ventilation at the beginning and let it go through a little water in advance, and do not prolong the position of the ventilations, but rather pause them gently, and leave them carefully, and let the humors come to their place by arrival after.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not stop it repeatedly and continue inside that you see the place become red and swell and that the rigor of the blood appears.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	Then order sacrifice and repeat the little water little by little, and consider carefully the position of the bodies.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	For that man who is of tender flesh of rabbits, you order him to sacrifice one time and not more, so that the place is not ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And order the ventilator to increase the sacrifice a little, and make it easily.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if the blood is thick, then order two sacrifices; for in the first sacrifice it opens the way of subtilization to the blood and to its liquidity.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	But in the second to the acquired scrutinizing of the extraction of the thick blood.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the blood is ferment, then order sacrifice the third time so that it obtains the last one.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	Finally, when we want to extract the little blood little by little or a little, it is enough to us one sacrifice.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to extract from one blood, sacrifice by the abundant sacrifice; and if we know that the blood is thick, then order abundant sacrifice.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	The term of sacrifice in which is the depth of the cut only.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	And if the flesh of that person is thick, hard, dark, and the pores are small; then the places of ventilation are gentle, open, and resolute; if it is in summer, then such oil as aloe or violet, or tiny flowers, or butter's milk; and if it is winter, then olive oil, or lavender, or chamomile, or garlic, and to those which smell.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	And if the superfluity is thick, frothy, then the oil is violet, or myrrh, or aloe, or aniseed, and to their scents.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	But if the ventilator has small pores of tender flesh, then it is forbidden to use oil, and that the places of ventilation are close with strong water or with fresh water of salt or with milk of butter, and to those which smell.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And if the blood is of a moist nature, then wash your ventilations with wine or with water of mirth and sumach, and similar to those.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And if the superfluities are thick, then wash your ventilations with wine of old or with water of fennel, which is marjoram, or aniseed, or chamomile, and to their scents.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And if the ventilation is kept forward of a bath; after it has been given to the person who is about to be bathed within an hour or two, and if he sleeps close to the ventilation.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is necessary for him to be ruled by the ventilator before ventilation.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	Consider at the beginning: then if the ventilator or the one who will phlebotomize is coleric and ventilates on the head with inflammation, then order that it be done with cold water, and with a little vinegar and lettuces, and dry bread, and ale, and to their scents.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And pause your meals such as peas, and meat of lambs, and prepared foods with herbs, and to those which smell.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And if the complex is frothy, then order to drink sweet water or water of almond with a little bit of sumac, and that it is commanded that he use little water and eating, and pause your meals of peas and herbs, and wine between vine and noonday; and that it be commanded that he eat meat in the afternoon and evening, and pause drinking and eating.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And when it is cold or a surgical procedure is performed, drink more water than food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And if it is given in drink to some men a kind of medicine called 'tyriaca' or 'alpharac', or musc, or alcelta before surgery or before a procedure, so that the main limbs are comfortable and the wound is healed; and do not let them cut their skin.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	Then the cuts that are made should be stopped, and on the foot, and on the hernia, and on the navel, in the places of the joints, because these members do not suffer from cutting.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And do not want it on them but to attract the pain of a member, and thus stop the wound when cutting the mamilla in the malautia of the flux of the wound of the member of the nars; and use that so that the wound is dissolved, and so stops the wound because it heals with wounds.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And it is stopped on the chest when it happens to them in their illness or pox, because by virtue of its strong attraction, it lightens their pain and removes the pox from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	And it seems to me that when it is stopped on the foot and the hernia, there should be a wind-stopping in those who are imprisoned by them.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	And these winds are administered with juice alone, and some are administered with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And some are filled with boiling water in the malautias of the hernia.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And water is used to fill the wound with a greater volume; it is either hot water or water in which herbs have been boiled, suitable for drinking.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of wound administered with fire: it is the width of the orifice that we have formed; and the quantity of the medicine should be half a palm; and in the middle of it, in the place where it is in the circuit, the most part, the tract should be small according to the quantity that enters it a needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	It is made of roasted roe or citron, of large margins, lion, bull and boar, so that it does not harm the member due to its position on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And in the middle of it, a transverse stick of roe or iron is placed, where it is stopped when lit by fire.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And this wound should be much greater than that which we have mentioned above; and the smaller one, less according to the malautias and the state of that person who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And the winds of old men and exhausted people are different from those of young people and large-boned people.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of stopping this wound with fire on the member is that it extends the hand to the fire of wood properly in front of a small candle of wax, and stops it in the middle of the transverse stick in the middle place of the wound, so that the fire may be kindled by the wind blowing through the hole.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	And it is stopped on the member of the patient, and it is placed over the tract that we have said, until when we have wound up the wound, but not so much as to hold the thread and cause the vapor to rise from that tract; then the wound is closed in a moment.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And light the fire according to its way, and do so again if you do not like this one.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	Then in the wound that is administered with a poultice, with water, and it is stopped on the member only when it is filled with water, and it is stopped over the member alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	And this is the way to do it: And this wound, how great it is, so much the better, so that it receives a large quantity of water.
Capitol .xcvii.	Chapter 77.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Sanguineous wounds are not administered in motz members, but in members where it is impossible to place wind-stops because of their smallness; or, as it seems to them, by the nose and mouth when they are naked.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using those which you have found is that they are in the clean water of pox-riddled places.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And they should be laid down in the evening and rinsed twice in clean water before they become hungry, and so that no harm is done to their navel; and they are emptied out of the body at the beginning of surgery and blood-letting, and are stopped over it.
E cum son umplidas e caso.	And when it is stopped, it is filled again.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to take juice from the place where the wound is, it should be preserved in the bottle.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	Then, if not, wash the place with vinegar and prepare water; and have it boiled and pressed.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the wound is prolonged in the body of the member, and the blood remains, then dip a cloth in cold water, and stop it over; until the residue has been washed away.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	And if the wound multiplies, then sprinkle on it vitriol that is trised, or fry and seemly to it for stinging causes; until the wound has dried up; or stop it over the place where there are many beans of eggs, and they should be laid down before the beans adhere to the place; and the wound is dried up.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And when necessary, a second or third application of blood-letting, whenever possible, changing those used.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And if blood-letting is forbidden by suspension, then wash the place with fresh blood or a needle placed in the places where it hurts, and stop it over; because these when they feel pain, so do those who have stopped them, for a moment only.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	And when you want to make it fall off, sprinkle on those a little dried aloe that is trised, or salt, or ash; and soon after.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Thus begins the process of healing the third part: of restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is necessary in the art of medicine; it is the restoration of a fracture and an accident of displacement in bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Or, son, know that this chapter is full of foolishness, and vulgar people; and those who at any time did not look at the freed ones of the Ancient books or read a letter from them.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	And for this reason it is written that the way of the sciences of our land is hidden from us; and I have not forgotten any time for reading all of them, and I have studied their understanding very much, until I derived the science from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And it has directed me to experiment and study in the length of my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	And I have already described in this chapter all that concerns my science and on which my experiment passed; because it has directed me to open a new way for you, taking away from myself the trouble of elongation; and it opens a new way at the end of opening; and demonstrates in it by adding a declaration, as it did in two preceding chapters.
Capitol primier.	Chapter 1.
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	First Chapter: On the Collection of Broken Bones, which, before we begin to comment on the members that are fractured and different from each other, is a necessary premise.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	So therefore say I in the proem of this chapter: "Let the words of this chapter be known; and let the chapters be understood by those who are skilled in this noble art, and stand firmly on the truth of them; so may you be, and these that follow you, learned in this art."
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And therefore I say that when a fracture or dislocation or twisting or grounding occurs, cover yourself from the beginning with the flail or break it, or any combination of the two, if no one prohibits you for some cause, there is a defeat of virtue, or this is the one in which it happens, or he is old and decrepit, or it is a time of violent heat, or of violent rain.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	Then let it be content with its own food of herbs and meat of birds and crabs; and forbid thick meats and filling yourself with food and all food that fills the veins with blood, except that you are certain of a cold cautery, and if you do not fear effusion of matter into the member.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Then return the patient to their first position, where they usually rest.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And therefore, when the broken bone begins to be restored, cover it with nutritious food of dry and heavy and thick substance, and with soup made from flour mixed with water, and with roots, and with leaves, and with seeds, and with nuts, and with fresh meat, and with strong and similar foods, and in this regime a coagulatin
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	You know that broken bones in men who are young and in decrepit people cannot be continued and consolidated according to their nature by the drying out of the limbs.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And they are consolidated and continued according to their nature at all times by the drying out of those limbs, and they are continued and consolidated which are of them in the end of the youth, as with the bones of small children.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	But nature adjusts and connects on the broken bone from the beginning any apparent cause of glut in which there is thickness that adheres and strengthens it within which are joined together within which comes the end of strength and firmness, as with fire at the beginning, so that no one prohibits such from its works.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And for this reason it is necessary that you pause the patient's food, foods in which there is gravity and viscosity and thickness, as we have said.
Mota diversitat de fractura segon diversitat del membre.	There is a diversity of fractures according to the diversity of the limb.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	And you know that the types of fractures are diverse according to the diversity of the limbs, as a fracture of the hip bone is different from a fracture of the head bone; and a fracture of the foot bone is different from a fracture of the leg bone; and similar, all the other members are diverse among themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	And I remember all the types of fractures, separated in a separate chapter from the other.
Mota diversitat de fractura en si meteyssa.	There is a diversity of fractures within itself.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	And the types of fractures of the bone within itself are diverse; for one is made a curved fracture and another that happens in its stars; and some are made according to the length of the bone: and these are the fractures of the skull and the eyelids and the additions, and those from which they do not proceed, as when it is fractured in the pain when it is prepared to write, and the fracture occurs with a plague and disruption in the head, and the fracture is a small fissure.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	And all these species are made by nature in the restoration of him, so that it will be remembered in its place.
Mota senhal de fractura del os.	There is a sign of a fracture of the bone.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	And this is how a fracture of the bone is recognized: it is tortuosity, and from it the eminence and appearance that comes to the sense, and not by it when you press it with your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	And therefore, when it is not in the apparent tortuosity place or is not made, and the patient does not have great pain when you touch the bone with movement, then it is not here a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	When it is possible that it is tortuosity or a small fracture, then do not cover it with your hand and with pressure from all; when you pause the medicines of which you have reminder; and let it be tight by subtle stricture.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And you know that the place when it is arched and does not split into two or another that happens in its satagia, as if it is removed from all of its comparison, then you begin your hour to correct it while it happens to you an aposteme cautery.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	And if it happens to you an aposteme cautery, then leave it for a few days until the aposteme stops; and let it be hidden in any way you can of levitation or invention.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And you know that the restoration and agglutination of him is more severe than the bone in which such things happen to him.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Then strengthen it according to what will come later in the memory of it.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	But if there are two satagies in the bone, then it is necessary to cut this member that is broken into two parts, if it is the arm or the leg; or with your hand if the member is small; or with two ropes or with one rope and with your hand.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	And be your position in which you pause the member that is placed according to its natural form, while the fractures are extending from the member, then know that you have to return those additions in their places, and in any way you can do it in their positions.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	And guard according to your strength that it does not happen to the patient for your operation or injury; and persist according to the superior power that you apply one bone to another with its best forms.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	Then, in that hour, you take advantage of touching it with your hand, and if there is any other cause, correct it and hide it according to the quantity of your power.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	And cause violent extensions and compressions, as when foolish things happen to the patient that cause an aposteme cautery by his operation, or cause a contraction in the member as we have seen it happen due to the operation of their foolish things.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	Then bind it, bind it and tighten it, and tighten the member, and rest and quietness; warn the patient about this in the hour of his vigils and his sleep, and see its revolution and movement, and know all his movements according to all your power; and wait until the position of the member is a correct one in which it does not feel pain, which is the cause when you feel the position of the member with pain; then change that member to another position of that with which you do not feel pain; and keep it in mind that the position of it there is upright and hidden, so that the member does not feel tortuosity when it is restored.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	And the quality of the tightening of the member that I recommend is this; so that you know that broken members are diverse in their size and in their greatness and in the form of those.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And of those that are small, as with the arm and the leg, and similar to those, then the wrapping is of a thin fabric.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	But of those that are large, as with the hip or the back, then in those be a wrapping of both sides and tough, because the binding of one side connects the member with great strength by strenging it with all its parts with a stricture of both sides, rather than not being wrapped.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	Then begin, and do your calculations carefully, pause it with care for the patient's comfort, on the position of that fracture with three wrappings or four according to the member you desire; and strengthen your hand with a little rope.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	Then see how that one begins to be more firm at the position of the fracture, and strengthen your hand with which you have strengthened the position of the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	Then slightly extend the skin from the broken area, and soften the tightness little by little, until you feel a slight release.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	Then take another object and wrap that second cloth over the first one, wrapping it tightly around the area of the fracture; then place the wrapped part a little further from the fracture than before; and do your operation on the tightness of the first wrapping as well as softening the second one in accordance with what we have said about wrapping up.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	Then place between the wraps of stop-leopard or cloth that which is wrapped around the area of the fracture, if there is any curvature in it; and if not, do not pause for any reason.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	Then place another object over those wraps, and slightly extend them if there is any swelling or pus in the area, stopping after a while, then pause over that fluid which is causing the swelling and from where it is coming out; leave it for a few days; and then stretch it again.
