Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And this is the reason why it has not been learned on all of those which have studied that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And he wrote to us here about great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the pannicle is rectangular when you cut the bone, then, when you take a piece of cloth according to the amount of the wound, and dip it in oil and rosin, and place it on the orifice of the wound; and then take another piece of cloth that is doubled or tripled and dip it in oil and rosin, and place it over the first one, and make it slightly tighter than before, so as not to strangle the cyphac; and then administer on it a thin piece of lead, and do not increase its thickness except by the quantity of the wound.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave that with this cure for a day or two until you are sure of the healing; and then remove it and administer medicines which are superfluous: such as flour of alum, and powder of herbs and spices, and of similar things.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And this is because you should sprinkle that powder of medicines which is powdered on the wound, when it is dry; and generally, administer on that all medicines of their properties by which they are bitter and not chewed.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And keep in mind according to your virtue that the wound in your cure be clean; and is not in the encrustation of ointment or any other; nor do you add virulence to it; for when it is adjusted over the pannicle of the skull, it corrupts it and destroys it, and happens upon the patient evil.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And happens upon the cyphac of the skull, and when it is separated from the bone and its cure is described more clearly, and is darker on its surface; and then consider at that moment if you have described the accidents which we have said, that you know that they are dangerous for all.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas .iii., e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	And if you do not find the darkness except because of the medicine which is poured over it, and this darkness comes from that medicine by which it is made, then take a piece of honey and a piece of rose oil; and place those over it on the cyphac; and then cure that with the spices of healing which you have within; so that it may be healed.
Capitol .iii.	Chapter III.
De restauracio del nas quan es trincat.	Of restoration of the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	And you should know that the nose is not broken but it is two parts of bone which are separate, or one of those small bones which are surrounded; for so there are two bones in it, because the part of them is cartilage, and is not broken, and you do not find it to be broken; but you find it to be twisted and tortuous and unsightly.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	But if one of the two parts is broken, then do not put your small finger in its nose, and do not push that fracture inside by the small bone, and do not pull it out; but return the nose to its natural shape according to its figure.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And make that happen for you with ease, and keep in mind that you should not put it before your own eyes while performing this operation on the patient's nose.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the fracture is in the upper most part of the nose, and does not touch that which is below it, then make it equal to the end of the bone in which its small thickness is.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you should make a bridge for that.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And rest for it on the first day of the fracture if possible; and otherwise, then after seven days put a stop to the wound healing.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And put a piece of cloth over the end of the nose, if the fracture is in one part, or two small pieces if it is broken into two parts; and make that which is most thick according to how much fills the width of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And I don't know about these ancient restorative remedies that the horses should be wrapped in wool, and exchanged completely every day; it seems to me that the muscle is wrapped in album from a roasted egg, mixed with powdered flour; and let whoever enters stop until the bone has hardened and the cartilage has hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And some are placed inside the nose, instead of the horse, under wrap from leather of the lion; and it is that already the fracture of the nose has been very violent and that the patient cannot breathe.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not necessary for you; and if you want, make it with water, and if you want, make horses.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if another wound should be opened, bandage the nose with wax or felt soaked in vinegar and olive oil, or with a dagger.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if this wound does not open, then return to bandaging that area with flour of sesam and powdered egg white mixed with roasted egg albumen; and place it over the lion's paw, and do not bandage the nose for any reason.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose have been broken or fractured, then return to them and remove them with instruments suitable for them; and then cut the wound, and cure that with water that heals and hardens, and bandage it as you should.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if there is an infection inside the nose, then return to bandaging that area with water and apply cauldron (plumber's lead) to stop the infection completely.
Capitol .iiii.	Chapter 2.
De restauracio de la mandibula quan es trincada.	Of the restoration of the jaw when it is broken.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not caused by an infection, consider whether it is only separated slightly and not broken in two parts, and whether it has curved towards the inside, then its understanding is minimal.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you must introduce your little finger from the left hand into the mouth of the patient; and conversely, if the fracture is on the left side, then return your little finger to the right hand; and force the fracture towards the outside with ease from the separated part of the bone, with equal effort from the separated part of the bone; and place it correctly.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is separated into two parts, then return to extending those two parts according to their right position, as long as it is possible to restore them to their original alignment.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if there is a concussion of the teeth with a disturbance, then strengthen those on which you hope that they will remain, with wire of gold, silver, or cedar; and place it over the broken jaw with wax, and over a double cloth, and place it carefully so as not to break it, or a single string along its length; and let it lie there according to how you have tied it, and apply that correctly, so that it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to rest and be calm, and provide them with a mild diet of chicken soup.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the shape has been changed in any way, then return to bandaging and leave it for three days; and correct what has already been distorted with flour of chickpea, albumen of roasted egg, or flour of sesame, because you will have removed the wax from it, and place it over the leather of the lion.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And afterwards, when it is stable and the shape has not changed, leave it there, that is not removed until it is healed and the fracture is strong; for these fractures take three weeks to heal completely.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another wound should be opened, then provide water for him that has the seed of the wind in it until it is healed, and leave that wound open.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is caused by an infection, then consider whether it is a bone separated or fractured, then you should provide water for him that heals and hardens with that infection, and bandage those separated parts.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the hole of the infection is narrow, then you should increase it with a needle according to the quantity of your need.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then when you have removed those separated parts, and they do not remain attached, then cut the hole of the infection if it is wide; and otherwise, place it over one of the bandages that you provide water for healing it, until it is healed.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	Of the restoration of the palate when it is broken.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	The palate is broken at its tip, which is connected to the jaw; and this fracture can occur in three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	It is broken, separated, or separated into two parts that do not cause a fracture of the jaw; but it is difficult to restore it; or if it occurs in the palate, which is difficult to restore it; or if it occurs in the jaw itself, which is difficult to restore it.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation in that case, when the fracture is caused by an infection, is that you should have two assistants; one to hold the patient and another to extend the palate at its separated part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then return that fracture with a little finger while it is bent in the right position; and do not place it at a high point or a hollow.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you are thirsty for water, then return to bandaging the patient with a cloth or wool, and make it large according to your need; and extend and raise the palate and curve it towards the outside as you place it, so that it is bent in the right position.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot put the end of the palate towards the outside with a pointed object because it reaches the front of the neck, then return to bandaging the patient on his neck, and place one point of the palette on it.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the assistant presses the muscle of the patient towards the separated part so that the end of the palate is raised up to the front of the neck; and then you correct the fracture and return to bend it with a little finger.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel pain in the palate and it increases, then return to bandaging that area with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you should use a different tool from those that you have provided water for, because you have removed the palate with one of them; and this instrument is a windpipe or a piece of iron, and its form is as follows:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it resembles an axe or a piece of iron whose shape is as follows: and its size should be according to the water you need for him; and according to the size of the bone or the thinness of the palate.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	But the length of it should be according to what you can achieve during the operation; and there should be two ends, one wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the infection that you have cut out of the bone is wide, and you are certain that it will not open again, then return to bandaging those two lips with a stitch.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is small, or you are afraid of an opening, then you should use cloth and powder according to the quantity of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if this wound opens again, return to bandaging it with vinegar and olive oil, and place it over that area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	And when the bone is broken and separated, return to bandaging with flour of millet mixed with albumen from a roasted egg; and place it over the lion' back, and wrap that area; and reduce that bandage as much as necessary so that it does not cover your neck; and let it lie there with a long string attached to it; and place a cloth over that, and wrap that cloth around the patient's shoulder; and reduce that cloth as much as necessary so that it is not noticeable; and provide water for him.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And do not make the star of the broken bones too loose; and so, that you see the patient every day, when the ligament is softened or the star has already been loosened, then you adjust it and tighten the ligature.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	Then place the patient's sleep on his neck, and let them rest there in the morning a small cushion; so that he may be raised, his assistant being attached to his collar, and thus the fracture of the furcula is raised with respect to the muscle; or, namely, his arms tied to his neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not loosen the ligament unless it happens in the place immediately or an apoplexy, within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	Then renew the plaster if you see the face of it in water, and adjust it in strictness and restore that one and leave it until it is restored and the fracture of the furcula is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And he is strengthened and comforted according to the month in twenty-eight days, and some seen in certain men is made in the time of that.
Capitol .vi.	Chapter VI.
De restauracio de fractura de la spalla.	Of the Restoration of a Shoulder Fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula pie is broken in the place of his lat and not broken from him but the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And when it is broken in the place of his lat - and it is broken in the middle of his lat - and is not known except by touch, then according to that figure of the fracture is sforzato your preparation and reducing that one according to the natural figure in all ways possible so as not to be able.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Then place on the fracture powdered ash of flour and cover it with a double cloth; and place the star of a thin table according to the quantity of the spatula, or little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	Or if you leave the star is a concave in some of the places of the spatula, then do you fill that concave with ash, and place the star according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Then tighten it with a long string from the constriction of the tight and the firmness of the star until it is not loosened from its place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And examine the ligament every day; and all those seen that is softened, another seen and tighten it and equalize the star if it has been loosened from its place.
E jagua le malaute sobre le sieu latz sa.	And strike the patient on his back.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula is restored in twenty days or .25.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And when this number is completed, then do you dissolve the ligament, and that you know assuredly because it is of the bones of which the beginning was not wetted nor its dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you press the place of the bone and leave the ligature, then do you cut it off, and stop it, and make according to what we have said in the fracture of the furcula of sadness from an apoplexy without haste.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	Of the Restoration of a Foot Fracture.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot, in some cases, is broken in the middle of his lat and blood in it; but the extremities of him move as ciccadas and comminuted.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And from the accidents of him when it is broken in the middle of his lat is that he declines to the insides and happens to him great pain, and difficulty in walking, and hoarseness, and fortitude, and vomiting blood; and is declared in his cavity in the bone that has been broken and is not hidden from feeling.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of him is that he be raised on his back, and placed between the hips of him a cushion; and placed the muscles of him, and adjusted the ribs of him to two sides, subtil in the operation of him and in the equality according to all ways as possible so that it convenes to water, within which he returns the figure of the bone according to what is seen.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Then place the plaster on him and cover it with ash and place the star of a thin table made from straw or caligula and its similar in levitation, because you wrap that one in cloth; and subtil in tying that one to the bone that has been broken is not loosened; and go to the ligature according to roundness on some seen, and tighten it with strictness; and consider the ligature every hour, and when it is softened, tighten that one.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessity causes to the desolation of that one you have corrosion or pruziment, or pain, or apoplexy that it happens in the place, then do you cut and destroy that one and root out the plaster and adjust what has happened by water according to the way of curing him; and reduce the plaster, if times to water the face; and adjust the strictness until he is healed.
Capitol .viii.	Chapter VIII.
De restauracio de las costas quan son trincadas.	Of Restoration of the Ribs When They Are Broken.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that the fracture of the ribs is made only in large places, which join to two; and from the extremities of them from the division in front does not happen to those, except by water because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And the knowledge of him is not hidden from feeling, but inquiry about him with the dizz.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration be such that it is united the fracture with the dizz according to all possible way, within which it is swallowed according to what is seen, and place the star of a broken bone with ash and tighten it with the star according to strictness; and consider the ligament every hour, and when it has been loosened, strengthen that one.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is declining to the insides, then it happens to the patient a great pain and punctures, so that it happens to him that has wept, and by water because the bone is covered with a membrane; and it happens to him difficulty in washing himself, and hoarseness, and fortitude; and this is of difficult cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the Antips are prepared for that one with a good defense.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And of it is said: Hide that you stop the patient' food that causes inflammation and ventilation, so that the belly may be inflated and extended, and the fracture may be driven to the insides.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	Or let us water it so that it does not cause to generate apoplexy by being hot, if it happens; and if it has already happened, then help to water.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And say of them that it is stopped being ventose and placed so that it sucks strongly; and is similar to reasoning, but it is feared that the ventose may throw the superfluities to the place because of weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And say of them that it is covered place with a wool that has already been submerged in oil, and placed pulvil between the ribs until it is filled, which is to be tied up when wrapped that one according to roundness; and consider that it is cured the patient by the cure of pleurisy from food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it causes a great constriction to the patient which he does not suffer, and the bone is covered with a membrane by puncturing, then they fear above the patient, then hide that one on the place, discover the broken rib, and place there an instrument that keeps the cipher, whose recollection precedes, and that I write the bone according to convenience, and remove that one.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	Then place the two lips of the plaque, if it is great, on fire, and cure that one with plaster within which it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if apoplexy happens inside, then you cut and place in rosin oil and place on the place, and consider that it is cured by water that hides from apoplexy.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And be raised on his back on which he sleeps, within which it is healed.
Capitol .ix.	Chapter IX.
De restauracio de fractura del spondil del dos e del col.	Of the restoration of the fracture of the spine of two and the collar.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some have a fracture in the bones of the neck, and also to their atlanto, and similar to the vertebrae of the spine.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And if water has occurred to someone and you want to know if it will heal or not, then consider, for often their muscles are already weakened and stupified and dead and cannot be moved or stretched or tightened, and when you press them with needles or pierce them with a needle, they feel no pain in them; then you will know that it is not healed, and in its disposition it is fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if they feel a constriction in them when you touch them and pierce them, then you will know that the spine of the bone is saved, and the patient is healed with cure.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see the vertebrae of the neck wet, and want to know if it will heal or not, then consider the feet of the patient.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	If then you find that they are already weakened, and water has occurred to them, which happens in the most, and when you stand on their two legs, they have a desire for urination and cannot; then you will know that it is fatal, and do not work in the patient's cure.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if there is no cause of those, the cause is better and lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the patient' cure is that you pierce into the apex of the swelling, either by a pointed instrument placed on the back or a little hole made with a needle; pause over that for some time; and if it does not heal, then make another small hole.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	Then pause one of the pads that is comforting and exists, and tighten it over that with a thread; and order the patient to rest and be quiet, and not sleep on the bed where they are uncomfortable, so that it may heal.
