Ayssi comensan las paraulas de Albucasim .	Ayssi learns words from Albuquerque.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	It is difficult to reduce two dislocated mandibles in any hour and not return them to their original place; then feverish ailments persist with great persistence, and the belly swells greatly from illness, and vomiting occurs as pure cholera does.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	Once upon a time, there was a boy who loved the water very much and spent his days by its edge. He would watch the waves travel to and fro, each wave seeming different than the last. Little did he know that in just two weeks from now, a great storm would come crashing down upon the place where the water met the land, forever changing everything he held dear.
Capitol .xxv.	Chapter XXV. The Legislative Process in the Capital
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	The reduction of the humeral head displacement and distal end of the biceps muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The furculum is not dislocated from the left clavicle due to its continuous attachment to the sternum; and sometimes it becomes dislocated at the beginning towards the outside, as noted by the feeling.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	The remedy for relieving the pain is that it spreads over one's back and extends to your arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	The wind blows through the open window to your hand and then it returns back again.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Well, let's give that paste and powder some extra strength!
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	The extremity of the one who is struck and hears it continues at that, not displawed in any day; hours should be reduced and adjusted according to what has been said and according to how you have prepared yourself.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And pray healing upon that poultice, and powders, and extracts, and command the illness to adhere to tranquility and rest within which it shall be cured.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	In this area, the healing process is reduced when the muscle tissue is separated from its usual site.
Capitol .xxvi.	In the English language, Roman numerals are used to denote chapters in books or sections within legal and official documents. "Capitol" is not a standard term associated with chapter numbers, but let's assume you meant to refer to a specific section or part of an act (perhaps from legislation) that uses the Roman numeral system for organization.
De la reduccio de la dislocacio del muscle.	Reduction of the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	We know that the "muscle" in question is not completely detached but rather separated in three ways, one of which involves displacement from its origin to insertion point.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	The second rule is that the shoulder should be dislocated outside of its normal range, and this occurs at the start; it's not dislocated towards the back behind the shoulder; and it's not dislocated away from the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	In the majority of cases, displacement and extradition are difficult due to various factors, especially in those where there is a scarcity of resources or corrupt practices. However, it becomes more challenging when dealing with individuals who have an abundance of power or influence, as they tend to resist such actions through their means.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	The broken bone in the arm caused by a fall from high places into concrete results in swelling of the skin and hematoma formation due to bruising. Also, there may be joint dislocation as a result of impact with water.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	I remind you that your speech involves the water within which you are submerged in; henceforth, you shall process it for purification.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	E is the dislocation of the eye when it moves to the posterior positions; therefore, you should distinguish between the dislocated muscle and the healthy one, as their differences are evident; you must feel for the concavity at the end of the dislocated muscle and beyond this point there should be a sensation similar to that felt with an eyebrow pin, and in case of malfunction it cannot return to its original position nor can move it back perseveringly.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If you lose your keys or wallet and later find them, and there's no sign of theft, then it can be assumed they were just misplaced.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	D of this displacement is a gross exaggeration when it's fresh and the malady is childish.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	The expansion of the river leads to the rise in its tributaries' levels; and similarly, interest rates increase on their respective loans, and the minister raises his share accordingly; he also enhances the joint fortification at his own location, and the minister raises his share as well, extending it towards that area where it returns excessively.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Mays do not return to the bath if you have already told me; it is from after the meal when the dislocation occurs, a few days and hours later, that the pain is soothed in water with an emollient and liniment as though it were taken by mouth - aloe vera, fenugreek, and melilotus in water. It should be administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	The illness spreads over the back and is wrapped in a thin layer of anticipation for what it may become, as if caught between levity and constraint. The healer places their hand on the spine above the affected area, lifting up the muscle's head, and throws down the evil spirit to prevent harmful consequences, while another minister supports the head of the malady so that it does not cause further damage, for soon it must return to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	If you wish to do so following this method, present yourself as a man who is much taller than the pain (malaise), and stand on that side of it. Insert your thumb below the point where the malaise hangs in the air and elevate that point upward towards the areas above where the malaise remains suspended. Use another method to pull out the root of the malaise from those upper regions near you.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	If May's ailment is the plague, then he must be isolated as soon as possible because it is quite serious and can easily spread again.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	E is reduzit in segmentos secondariamente: ed è che si faccia in terra un fusto lungo con il capo del quale sia redondo di figura, così come pilo di mortaio, che non sia grosso né sottile; poi soppiatte sopra capo del fusto drappi leoni e il malaute sia stante secondo la lunghezza del fustro, ed esteso dallo stesso lato delle parti posteriori; ed è estensibile i suoi cosi dall'altro parte in modo forte, perché la giunzione si ruota al suo posto velocemente.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	It is difficult to reduce it for all the reasons mentioned above, here'n use of this remedy: and it is that you take a stick with the quantity which should be about two spans long, and width of which should be four fingers wide, and the thickness of it being equal in the middle part following this form.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	A prop about the Caped Redone Sian Lizard, also known as Theodore Seuss, is that he never caused any harm but instead brought joy and laughter through his unique stories and illustrations. His books continue to inspire creativity in children around the world.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Proceed with the palpation of the tender points associated with the malaise and extend your hand over the trunk within the affected areas, and feel for these tenderness sites and related tissues using your hands and fingers.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	The correct translation for "La capsa haix que s'aparegui el braç sobre un escalador i estendi-se al mateix nivel als parts sense, mentre l'altre és suspesa de l'altra banda, quina junctura intra de llargs segons." is:
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	Clean the piercing area thoroughly according to your best ability, and ensure you pause every day for a few minutes near water flow to promote healing; apply an appropriate plaster preparation with pure beeswax and aloe vera ointment over all the muscle, so that it is wrapped downwards, and reinforce gently around the piercing with a clean dressing; let the jewelnery remain above the emplastre, attach the back of the piece to the necklace's chain, and leave it in place for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	Cove that is suffering from little pain should be given food within which the member may find comfort, for it is more beneficial to health.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	The food that was provided earlier has already been consumed by both the violinist and I; therefore, it should not be repeated or softened, as hours have passed since then.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the skin joint is dislocated due to moisture or other causes, it should be treated with caution and three treatments of cauterization according to what has been mentioned in the book on cauterization.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	If the cast has been applied for more than seven days without being removed and the ligament and joint are not immobilized, the plaster and tightness are reduced on some occasions, and it is not immobilized nor can it raise that arm to the affected parts, you should know that at this point, the nerves of which are located in the muscle's cap, they have become either lax or stretched out or softened, so be aware that the joint will never return to its original place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	In case of dislocation that has occurred, the leg and the foreskin or the parts behind should be reduced by gently pulling them back into place with an immediate gentle extension as much as possible until it returns to its normal position.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	E shall be administerebit in the other strictur, and cure that within which is healed. (Old English)
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	When the balance of gravity is disturbed in a limb and delay occurs in its movement, at that moment an illness uses various methods to restore the original gravity state and return it to its primary nature.
Capitol .xxvii.	Chapter Twenty-Seven - The Legislative Process in the Capital
De curacio de dislocacio del coyde.	Treatment of hip dislocation.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Sapiens that the joint is dislocated by difficulty and similarly returns to difficulty; and that one is dislocated in all directions, especially anteriorly towards posteriorly, and the dislocation of it cannot be camoucuased as being cured since two weeks after manipulation or touching according to any figure, whether dislocated. And when you adjust a dislocated joint, so declared manifestly, because the joint cavity is concave and cannot bend the arm nor touch itself with its own muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	"In cases of crotch injuries and strains, prompt attention to prevent the onset of an abscess is crucial; if one does not address it soon enough, reduction becomes difficult and often not fully effective; particularly when occurring in posterior positions, these types are worse than all other forms of dislocation, accompanied by severe pain, and may even lead to death."
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	The reduction of the fracture involves two steps that can be performed simultaneously - extending the upper arm (humerus) and expanding the forearm (radius and ulna), while ensuring the surgeon's hands are placed over both sides of the limb, with the mallet gently tapping along their thumbs on either side at joint intervals or inside the palm as they carefully guide it back to its original position.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	The translation of the given text from its original language (possibly Catalan) to English is as follows: "Mays if the dislocation is outward, it returns just as much that doubles my father's hand within which he hits the edge with his fist." This appears to be a metaphorical or poetic expression rather than a literal description.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	If the displacement does not obey the reduction rule, hours will experience a strong extension and movement.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	Article I: Two ministers shall each hold out their arms and maintain that posture until it is relieved of them.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	The arms are displayed in full color and fully developed length, curved long over the left arm, diagonally crossed.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	E quant el metge toka la juntsa al seu mate, untet aquella amb algun oli per su que aquè sia aquellas causes les quals ajuden en lubricitat de la junctura fa facilitar; i aprop empufla la juncte'm vehementament entro que retorne.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Aprop the reduction of her wound that is swoln upon this embalmment in which there is stiffness and exaction is the albumen, and its tendon is loosed from the cord, and it has lain for a number of days without treatment.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Firstly disentangle them; and then at the junction they are formed in their place, the hours you will release the ropes from it and let that be.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	If the joint is not torn, wrap your iteration with an elastic bandage and leave it that way for several days until healed; then remove it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	Mays decides to stand close to the joint, and its position is slightly moved, allowing for gentle moisturizing in the morning and friction throughout the day, ensuring it remains lubricated; afterwards, he rests on the joint area, creating a sense of fluid motion; and during his sleep, he keeps that warmth near the bones both by day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Here is the translation of your text into English:
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Apothecary'n, gather the following ingredients for a concoction to mend and twist fractures and torcios (torcios may be a misspelling or an archaic term):
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	If you wish, pause on that wet and scratched cow's udder at the edge, then rub it back and forth until it dries up; and do this occasionally because it is moist.
Capitol .xxviii.	English: Chapter Twenty-Eight.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Malasse's syndrome (also known as Dowager's Hump) is a condition characterized by an abnormal curvature of the spine, specifically at the junction between the neck and upper back. It often results in a prominent hump on the upper back or "dowager'e" appearance.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	The displacement of Malassez's remnants is slight and the reduction of this dislocation is negligible; however, it suggests that there may be some movement in reducing its position at the time of dislocation before it becomes an abscess or leads to one.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	The reduction of the dislocation involves stopping the affected limb on a table and extending its length, while the physician places his hand over the joint's axis, then gently pushes until it returns to its original position.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it should also be considered that if the palm has already been consumed by the mother's stomnache, at this point a malady may arise in her body; and you must extend and reduce the table before her due to its location intrinsically above the joint. So that the physician can place himself over it with his hands directly on top of that imminent junction.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	If it returns soon, good news indeed! However, if not, these hours will only strengthen the abscess and allow it to spread further; therefore, do not delay treatment or hope for improvement on its own. It's crucial that you seek medical attention promptly.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the Roman joint after its twistedness; and there is no malice at all in it, but rather that it's softened and cannot raise any issue; therefore know that nerves are contracted or torn, and then it is not so much about pulling on it as it is being cauterized properly to promote healing.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	From now on, if you have failed to return the item within two days after receiving it in good condition and with all its accessories, and your efforts of keeping it for further use were futile; then we shall consider the product lost and charge the full amount from you as per our policy.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	The water flow is continuous and changes with gravity, causing rocks to become polished over time through erosion, between which they are embedded.
Capitol .xxix.	I'm pretty sure you meant to ask for "Capitol Records, Inc." which is an American record label based in Hollywood and a wholly owned subsidiablerecord company of the Universal Music Group N.V. Here are some key points about Capitol Records:
De la curacio de dislocacio dels ditz.	Dislocation of the fingers, or finger dislocations, is a condition where the bones in one or more of your fingers are forced out of their normal position at a joint. This can occur due to various reasons like trauma, sports injuries, accidents, etc. It's essential to seek immediate medical attention if you suspect a finger dislocation to prevent further damage and complications.
Alcunas veguadas so dislocatz les ditz a tota partida.	Some moves are described throughout the entire game.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	"If you find a splinter on your hand or arm, clean the area with mild soap and water first. Then use tweezebrushes to gently remove it from two sides of the skin, avoiding any further dislocation. If part remains lodged deep within, seek medical assistance."
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	A and hold the ends of the rope together, and suspend it from the point to which it is attached, letting go for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Article 1 - All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	In the evening, after that story, and do not stop engaging in physical activity during the day, and read it at night; do this for several consecutive days.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	Here's the English translation for your provided Occitan text (note that "fay semblant" and similar phrases are not directly translatable to modern French or English due to their idiomatic nature):
E semblantment fay am aquo quan es dislocat a las autres partidas.	Pretending to drink an amount of water equal to the other pieces.
Capitol .xxx.	Capital XT
De la curacio de dislocacio dels spondils del dos.	The cervical dislocation of the two vertebrae in the neck.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	In case of a complete displacement of one or more discs in the neck or back, surgery may be required to replace the affected vertebrae with artificial ones; however, non-surgical treatments are usually preferred initially, as the mortality rate increases if left untreated.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	Signs of water loss include involuntary urination or defecation and the inability to hold it back; as well as frequent visits for clothing changes, one or two glasses of liquid intake, or a spondylitis flare-up at that location. Many times these symptoms have been resolved and many times they have required intervention from four parties (healthcare professioncuos).
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Here is the correct version in Portuguese and its English translation:
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The idea of Mayse's cure lies in considering how the purity of youth can affect healing, as the hours spent on something not beneficial do not contribute to recovery or overall health.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	In that which I observe in cementation or percussion or resemblance to those, the ancients have called by many names of therapy by speech, from which even more returns profit; but I am abashed by that of which little is excused for the excess of its use, due to my greater proximity and exposure to it, by which I have thus explained and rendered diverse from that shown above.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	He claims that in the situation where departures are imminent on the pier, it is not healthy or pleasant there; and similarly to those made at two o'clock.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	A is not cured but rather occurs in the very moment that I am referring to.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	E is that the evil spell be cast upon his face as if painted by an equal peer, and extended from there a muscular growth much for his own protection so that he might not be hurt by any stones.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	A prop an upright pole with a crossbeam at the top of it and another beam on either side holding weights on both ends of the pole.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister shall carry the casket without resting it in a grave; another minister shall hold the other part according to this procedure.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	In this step, you will wrap the head of the mallet with thick cloth or padding to protect your hands from blisters and chafing; then extend the end of the handle towards the striking face, which is on top, and hold that in place; next, securely tighten the other junction over both arms where the heads are, making sure they're firm. Finally, adjust all joints properly to ensure a good grip on the other piece of wood, which supports the weights.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	Article L140-26 of the French Civil Code states that a successor to an inheritance may extend their share (lien successoral) to the part assigned by the testator, and as such are not removed from the shares and portions of their places in which they are situated; but however, it shall not be separated so as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	Place your hands over the stronghold of the vertebra in such a way that it returns, and place those on that one table, adjusting them onto the table until they return.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	If Maya doesn't return in this manner, hours will take a table of which the latitude or longitude is within three degrees of her location, and drill into the wall on which we have said that it is best to make a hole at one end of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	E aprop a pausa de la mayta del tapís sobre el espondilo, y el médico pone sus manos sobre la otra extremidad, y después, rápidamente entrelaza los dedos para que el espondilo se desbloquee y vuelva a su lugar.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	If you want to do this in the same manner as above at the place of the altar (let's assume it means an altar or sacred space), then you should stand on the ground, and your feet shall be together at a distance equal to one armspan between them; and your head will be in line with the last two stakes on either side, which are each a length of one palm apart. In every stake where it turns around, its motion is fixed in place on the ground so that none of them may move.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	Let S be a hollow cylinder with radius r and height h, whose axis is at the origin, and let R(θ) = (r*cosθ, r*sinθ, z), where -h/2 <= z <= h/amoùt. Then the revolving surface E is described by the set of points {R(θ): 0 <= θ < 2π} in space.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	In the tip of its branch is a cross wherein the trunk is formed, the length of which equals one span and a quarter that is rolled around; in the other two branches it is similar to this.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	A firmly establish the connections that you have strained during times of malice and distress, and those bonds that you have strengthened in your past endeavors for which you shall bear responsibility, and the ties that you have formed throughout experiences with them from which you shall carry the weight.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	A near each door stands a minister who guards the door and makes sure it matches what has been said.
E aquesta es la forma del torn:	French: Voici la forme du tore :
