Ayssi comensan las paraulas de Albucasim .	Aysa started learning the language of Albucasim.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	English: We advise you to drink plenty of water in order not to cause any mild issues like an abscessed cauliflower ear; if it does occur, attend to it promptly with appropriate care and hydration.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	They advised to seek shelter from the strong winds and avoid being too exposed; it seems rational, but there is also fear that the strong winds might cause excess water in the area due to its weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	Here are two days before the full moon: where is the place located by which air can reach the wool that has been submerged in oil, and dust particles lie between the shores within its width, as when it envelops a round object; and for such location be prepared with good care against pleurisy of fever and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	S if causes vehement contraction of the malady which was not suffered, and they drive his will immediately into a puncture just below it, causing fear over the illness; soon to cut through the area, uncovering the torn coast, and upon this instrument that retains the cipher, the memory of which is preceded by recollection and which inserts easily into the bone, they extract.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	As soon as the lips of the wound are closed enough, if it's large, suture them and apply dressing until it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If you develop an abscess, apply warm water to the affected area and place a clean cloth over it, enscuolding the pain with some oil of rosemary and allowing the cloth to rest on the location for several hours. Make sure that the wound is kept moisturized with adequate fluid which helps in treating the abscess development.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	A) That a house should be erected over the land upon which he sleeps and through which he is to be cured.
Capitol .ix.	IX is the Roman numeral that corresponds to the number 9 in English. Numerals are a system of symbols used to represent numbers. The Romans developed their own set, known as Roman numerals, which remain in use today for certain applications such as page numbers, clock faces, and outlining hierarchical information (e.g., chapters or sections).
De restauracio de fractura del spondil del dos e del col.	Reconstruction of lumbar and cervical spinal fractures.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some hernias involve the rupture of the thoracic cage bones and tend to extend towards the adjacent ligaments, similarly to the fractures of the vertebrae in the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	E if you are curious about whether it will be healed or not, hours consider that after several times your old wounds and shocks and deaths, you cannot move them nor extend nor tighten them and how much pressure you apply to those with needles and do not feel pain in them; the next day you'll know that it is not healed, and within a few days it will be fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	The old translation reads: "If they are those and feel in these bonds, then you shall tell them the cause, for now you should know that the back of the bone is safe and ailments will heal with care."
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If you want to know if it's safe or not and also take into account its weight, please provide information on the substance in question. It would be helpful to have details such as chemical name, concentration, intended use, etc., for accurate assessment.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	If you are bitten by a venomous snake, seek immediate medical attention and follow these steps to minimize the effects of the venom:
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	Mayn't have caused any of those issues; the cause is better and more plausible.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	The treatment of this condition involves placing a cold compress on the inflamed acute spondylitis or arthritis that has occurred recently, or from muscle strain; place it on those areas while lying down so that the inflammamoent is reduced. Place the cold compress for several hours during the day until the acute inflammation subsides.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	In the quiet hours of rest, there is one of the comforting embraces and exists; and strengthens him above his grief; and commands the illness to take repose and tranquility, and that it shall not sleep upon the parting which brings deep sorrow within as long as he remains unhealed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	Then he shall take the head of the fish and make an incision along its dorsal fin and open it to the bone if necessary, exposing any wounds; afterwards close the gills' lips with a proper suture if needed, and apply antiseptic on that area until healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	The English translation of the text would be as follows:
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	I feel your struggles tearing at my heart, those moments you've shared with me, and the strength that lies within both of us, as we work through this storm together until it has passed and healed our bond stronger than before.
Capitol .x.	In the context of governance, "capitol" usually refers to a building or complex where a legislative body meets to make laws and discuss political issues. For example, in the United States, there is a Capitol Building located in Washington D.C., which houses both the Senate and House of Representatives – collectively known as Congress. These two bodies are responsible for creating federal laws.
De restauracio de la ancha.	Restoration of the wide bridge.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the anchor tarts are broken, and if they break, then the hour it is not only a communication in the extremities of those but inscribed in length and decline towards their divisions; and incidents to pain occur at the site and puncture, and the anchor becomes stunned when fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	The translation of the sentence into English would be: "The key to Lu's restoration is that you extend your mind over what lies above the fracture, which is the figure of Lu." This seems to be a metapcuous or philosophical statement rather than about an actual medical procedure. If this were referring to bone healing (Lu being an individual with a broken bone), it could perhaps mean focusing on positive thoughts and visualization techniques for recovery. However, without further context, the translation may have different nuances depending on its original purpose or source material.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	A bone breaks at the end of its length only, hours later it heals like that according to which one has balanced for equilibrium; when set in place where it is assembled back into its natural shape.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	If the bone is broken or it has shifted to other segments, you should immediately seek medical attention and have them prepared for the restoration of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	Hence shall you apply the bandage to that wound, wait a moment for the plaster to set in place, and then carefully press down on the splint made of wood or metal, ensuring there is no point of fracture weakness nor movement of the bone structure.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	In English: The doctor examines the patient's condition to ensure that it lies within what is considered normal according to equality (presumably referring to medical standards or thresholds), and instructs the sick person to rest on their own back, lying down with their arms at their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	Mays decides to apply the cold compress, stop using any creams and allow for restoration of the affected area until the swelling is subsided; then pause over water as explained before returning to restoration with adequate care.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	In case of any accident or injury, the hours that follow are crucial.
Capitol .xi.	Chapter XI: The Capital City
De restauracio de la fractura del adjutori.	In the restoration of the maxillary arch fracture.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	Assistance is required for the issue that occurs between leaving and entering at the top of my shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	If it is broken, the restoration of its hours happens in one of two ways. According to this form, which way would you choose first?
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	The Sian Liatz movement opposed both extreme limits of the position, and it aimed at maintaining its high status.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	Follow the defects on a saw blade; and adjust it accordingly to project out your cut piece from the log into which you arrive at its thickness location where is attached the curvature of the wood.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	Lay the patient on their back and gently raise the affected limb into an elevated position to reduce swelling; apply a cold compress or ice pack wrapped in cloth for about 15-20 minutes every few hours to help allevee pain and inflammation. Make sure not to apply the cold directly to the skin, as this could cause frostbite.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	The other method involves the practitioner placing his hands above the patient's spine and suspending the malady from his left leg. He then commands two assistants, one to hold water that overflows from the fracture on both sides; and the other holds onto the lower part of his right leg. As they extend their hands towards each other, a healing force is transmitted through their joined energy.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	If you wish for the extension to be more powerful, hours strength shall lie upon the break and that which lies beside it; and as both parties stretch towards their respective halves.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	If the fracture is close to the end of the bone, the splint should be placed in such a way that it immobilizes the area just above and below the fracture site. This helps provide stability to the broken ends while allowing for some movement at the joints to maintain mobility and reduce stiffness during healing.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	If the fracture is caused by a fall, it usually results in swelling over that area and at the site of impact.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Provide that person with the appropriate assistance and help him/her through their workload in a manner that is suitable according to his/her skills and applied for good application, enspecting those hours to prevent any overstrain or burnout.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	Mays decides to undergo a steroid injection for his chronic asthma, starting the treatment on day one and observing improvement in his breathing within seven days. He also experiences relief from itching that began during the course of the asthma attack, and continues with this relief afterwards.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	First method of splinting this fracture is to apply the plaster cast over it, and then wrap a waterproof dressing around the plaster; next adjust the arm onto that supportive device, and place his/her own shirt over the affected muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	Pause the curtain and raise above the bedside lamp to ensure that it is at a safe distance from any flammable objects; otherwise, this may cause harm due to potential fire hazards.
E lahoras usa de stelhas.	The old man uses stars to navigate at night.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	Article E states that the cracked stele should be placed in a position where it is upright and stronger than the other stelae; and there should be enough space between each stele according to its diameter, as well as the length of the stelae depending on the breakage by adding three inches from all sides.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	Article A Proposes Strict Guidele Regarding the Use of Stelae in the Area Defined by the Initial Part of the Legislation.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	The cast on the fracture must be appropriately tightened.
E quant pus es alonguada la fractura sia la strictura menor.	The E-shaped fracture is more elongated than the minor stricture.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	Therefore, if you are to rejoin the situation of these stones and adhere so closely as we have instructed during the time when restoring your position, do so now.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	If you fear an abscess or infection, seek medical attention immediately as it can become a serious issue within seven days, just as we have advised.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	Article E considers the following limitations in all transactions over a three-day period so that no accumulation occurs at the place of production or inflation; it is prohibited to send provisions as food for consumption due to concerns about surplus regulation; and accordingly, correct any matter according to what has been stated above.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	In English: If the dispute involves claims that are not urgent or require immediate attention, you do not have to remove the injunction unless it is for three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	Pray that healing grace may come upon you; May your troubles vanish from above the head and may your burdens be lifted from below the belly.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	During the full moon's glow and night or day that is neither too drowsy nor disrupted by a severed limb, or soothed with oil, adjust your posture entirely for the sake of your virtue.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	E pause the dishes of meat according to the order in which we have presented before, unless the meat is subtle at the beginning during which it is chewed slowly; and henceforth let the substantial meat be served.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	In common practice in the role of an assistant and at the bedside of a sick person, it is expected that they will be strong within 12 days; also ensure that they are nourished and receive proper bathing along with administered drinks or poultices which correct those.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	A less severe hairline fracture does not require extensive downterence from your daily activities or complete immobilization for days to two months. It is often possible to continue with most regular routines, but with caution and proper care. Consultation with a medical professional for specific guidance tailored to the injury is recommended.
Capitol .xii.	Chapter XII - The Capital City and Its Government Institutions
De restauracio de fractura del bras.	Bone fracture healing process.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The compost of two bones which are called two peaks; one is small and it's the one that hangs lower, while the other is large and it's the one that rises higher from behind.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	The great focus is broken only, and the small one also breaks into pieces.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	When the small lamp is slightly bent upwards, its restoration becomes less noticeable, and its healing (or repair) process is even more subtle.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	The left eye socket is broken from the past accident, and its recovery is bad; healing of it is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	E malha de aquele és quan són trempeixos són trempats.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	If the bone that is broken extends into the joint above it, you should see a doctor for restoration; if possible, a short break will be recommended until it has healed completely.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	The well-aged wine is more potent than when it was first bottled; hours of exposure extend its vigor.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	If the two foci are very close together, then it can be difficult to distinguish them by eye alone when tracing an ellipse. The closer they are, the more challenged one might be in drawing its shape accurcuously.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	In order to create an accurate translation of the text snippet from Asturian to English while keeping in mind a historical context and relevant idiomatic expressions, I have provided the following translation:
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	E is a curious thing in the high heights of the earth, that sometimes evil does not come from working hard.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	The minister extends the hand of departure from this side towards another minister who stands opposite him. Both extend their hands in a gesture of farewell and mutual respect as they part ways after the ceremony or meeting has concluded.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	A proper mending of the wound refers to treating and healing it in such a way that results in the best possible outcome. This involves cleaning, protecting, and monitoring the wound while ensaturate promoting its natural healing process, as well as seeking medical attention if necessary.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	In the bill of thy services rendered, hours worked shall be translated in full at your merit and place of work.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	The original text appears to be in Catalan and seems to discuss the restoration of a codicil or document with hope that it will happen soon, according to the method previously discussed. However, there is no direct translation available for this specific sentence as it may contain technical jargon or references not directly translatable into English without more context.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	If Maya's leg is broken, I have not made her a single capital out of it, but rather taken the responsibility for that injury.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	If you notice an abscess at the time of your meal in the restaurant, let your line cook prepare a dish made with olive oil and white wax; carefully mix it between softness and subtlety, and spread it thickly over that precise area where the abscess is opening. Then have them remove the bandage and apply an ointment prepared from clayed flour mixed with olive oil; then wrap it up again. Make sure to use a dressing soaked in this mixture and firmly pressed onto the wound, covering the break as much as possible and securely fastened.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	The name of the stone pillars that I have seen in the major assemblies is either a break at one edge or two edges joined together.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	Upon reconsideration of the location near or at lower parts of the fracture and outside of it, relaxing the strict guidelein; however, to an extent following a mention thereof in the beginning of the chapter.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	The cloths that envelop your fracture should be clean linens, and not rough or harsh, and the thread of which it is held firmly between fine and coarse, as we have already explained.
E considera le membre e·l liament aprop alcus dias.	E considers the member(s) eligible according to days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	If a person suffers from any cause that requires correction, so use the remedy which is appropriate for the condition, and ensure that you apply water to the affected limb as soon as possible until the pain subsides.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	Lasses lets the member out of its constraint so that it may rest, and then returns the restriction.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	If the accusation is proven false and the matter has been resolved as well as any similar cases have been handled in the past, then your reputation shall be fully restored.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	E considers whether the nutrient is prohibited from reaching the member due to excessive strictures; when that occurs, it takes measures to administer such a small amount and for several days within which the nutrivee flows towards that member, and strengthens it accordingly.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	In English: Unless the sickness has resulted from any of those causes previously mentioned, it shall not be allowed to be discharged within 10 days or more therefrom.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	The apple tree is now suspended from the guilty of motion sickness and makes him sleep on his back.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	This bone fracture is healed in thirty days or in thirty-two days, and that's according to the circumstances and conditions of the injury and treatment.
Capitol .xiii.	Act III, Scene iii.
De restauracio de fractura de la pinche de la ma e dels ditz.	Bone fracture repair of the femoral neck and displacement.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	Know that the wickedness of your mother and her sisters will be revealed, and do not let them deceive you with their many tricks.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	Evan accidentally broke the mirror and now he fears that misfortune will follow him closely after such an event, so he carefully places the broken pieces on the table extending from it.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	The Minister shall extend the fallen branches and, in parallel, ensure that those similar are joined together for a good connection.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	In case of minor burns, immediately immerse the affected area in cool water or apply cold compresses until the pain subsides; avoid using butter as it can lead to an infection. Then proceed to wrap that area with a clean cloth or bandage. Note that you should follow this procedure based on the severity and location of the burn, ensamoothingly wrapped for proper healing.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	The Mays trick is in the parts of the deal that involves using your hand's palm, and at this point it appears as if there is no hope, but he commands the evil to raise his palm with a folded fist; accordingly, they will strike with a long blow.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	E is the wooden beam on which one's body hangs, in order to ensure that the body is applied to the palm; and strengthen it according to the cover (grip).
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	If May's fracture is located beyond the boundaries, he must work for the usual and other stones of the previous land in his hand, so that it may be open and straight; and accordingly pass through the opening as if turned around like a ring between your fingers.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	"To repair a small crack in the shell of one or more nuts, after heating it up, apply your glue according to the instructions and let it dry completely on your palm. If you want to reinforce it further, pause at a tiny straight rod that raises the fracture so it doesn't become worse."
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	If Mays has a fracture in the other fingers mentioned (thumb, index finger, middle finger or ring finger), then its healing period is equal to that of the one on the hand'ardigit(little finger). They can all be fully functional after this time. Alternatively, they may progress together continuously, which is preferable; or there can be a pause over the affected site for a short while, as mentioned regarding resting with a splint (pausa con un yeso).
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	E considers, in your establishment, the provision of a safety deposit box and opposition to it - according to your policy - as to what is required should any incident or cause arise related to that, as described in your narration.
Capitol .xiv.	Title: The Majesty of the Capitol Building
De restauracio de fractura del os de la coyssa.	In the orthopedic surgery of a tibia fracture repair.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bones of the cuysha (or "culebra") mutilated are broken and declared according to what it converts into in the lower party and to the upper supreme authority.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The restoration of Luke occurs when a prophetic vision is strengthened over the fracture and another vision following the fracture, with the evil being cast down upon his belly and face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	The minister extends the entire treatment according to the quality of the fracture when it is in the middle location of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	Mayes was about to be caught by the lynx, when suddenly she gave a start and broke away from the party of panthers, for her quick thinking allowed her to escape through the dense bush in front of her, while leaving behind the broken limb.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	If the cutting is dedicated to heaven, then it shall be done by the knight, and its extent will extend to the previous divisions.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	Clean the wound thoroughly with soap and water or an antiseptic solution to reduce infection risk. Gently remove any debrangs from the bone ends as close as possible while maintaining natural shape; then unite them with proper alignment using a suitable fixation method, such as plates, screws, or rods. To ensure stability and promote healing, place pauses (cast) or an external frame around the limb if there's no risk of compartment syndrome (compartmental swelling).
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	If you get a rash (eczema), let it heal for those days within which the rash can subside, and then promptly return to your regular care routine.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The wrapping of Louis Asius' technique involves covering the fracture with a stiff bandage, fold it two or three times, and trim any excess; then wrap it around so that it reaches the ankle and knee area of the leg.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	Long iron bars were inserted between the chest and the bedside table of the deceased, with the ends of the bars from the higher party coming towards the other side, and they revolved over the bed and chest whenever necessary to move them.
