Ayssi comensan las paraulas de Albucasim .	I start learning words from Albuquerque.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	E is strict and comfortable according to the rules in twenty-eight days, with occasional stays in private houses during that time period.
Capitol .vi.	In the United States, a capital (or capitol) is the city or town that serves as the administrative center of a state government, where its legislature meets and carries out official duties. Washington D.C., on the other hand, is the national capital of the country but not associated with any particular state; it's considered an independent federal district known as the District of Columbia (D.C.).
De restauracio de fractura de la spalla.	Shoulder fracture reduction.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula is broken at the end of its handle and not on your side, but only on the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	Thus the place of you is broken - and it's also broken into your next location - and now it's unknown, unless touched, as times according to the figure of the fracture break out from it and prepare for you reducing that according to its natural shape in every possible way.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	In this recipe, you will need the following ingredients and quantities:
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	When the edge of the stone is concave in one of the places on the spatula, then now align that concavity with the flat surface of the stop, and press the stone according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Article II: The State shall endeavor to promote the well-being of humanity by ensaving within its territory and respecting the autonomy of each individual through reasonable constraints.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	Every day E considers the situation at hand; and every time it is resolved, he creates a new one and maintains both truth and honesty in his place.
E jagua le malaute sobre le sieu latz sa.	A terrible storm loomed over their small town.
E la spatula es restaurada en xx dias o en .xxv.	A spatula is restored in x days or in .xxv days.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	Then let us find out this number, hours you will dissolve the limb, and that you know securely that which is of the bones from which it begins not afraid nor its dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	In this procedure, we will use the local heat and apply compresses to the swolebehind ears. Afterwards, you should cut it open following what has been said in the break of the furcula from saddacey's abscess, if necessary here.
Capitol .vii.	Chapter VII: The Capitol Building and its Significaturess
De restauracio de la fractura del pietz.	Bone healing after a Pietsch fracture.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	Some of the branches are broken in the middle of their location and height, while the ends extend upwards like spikes and clusters.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	When his leg was broken in such a way that it affects the parts nearby and leads to various incidents causing him great pain, difficulty in movement, fever, vomiting blood, and is clearly visible on the X-ray of the fractured bone.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	The restoration of the leg involves placing it in a supine position with the illness on its side and pausing between the shins; then gently pressing on the muscles, adjusting the spine along both sides for two or more vertebrae, carefully performing the operation and maintaining balance as much as possible according to how appropriate and necessary it is, all while restoring the bone's shape.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	The fabric is woven around the reed or bamboo sticks which are subtly thinner than those of rushes and willow, and you drape it over them; then a fine thread holds that above the broken ones so they do not come loose; follow this with wrapping according to the curvature of your back, some times wider, and strengthen that neatly. And consider the weave throughout the time, and how much softened strain it provides.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	If it becomes necessary to remove the dressing due to corrosion, bleeding or pain at the site, as well as if there is swelling and inflammamoines occur through the wound, then remove the bandage, cleanse thoroughly with a suitable disinfectant; after which, re-bandage using strict methods ensuring healing.
Capitol .viii.	Title Page: "Capitol VIII"
De restauracio de las costas quan son trincadas.	How many coasts are being restored?
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that the rib fracture is not in a single location, but rather in two large regions; and from the extremities of it on the side front do not affect those injuries to this extent as through this cartilaginum.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	Recognition of your efforts is not intended to undermine the feeling that you have, but rather it's meant to make them feel appreciated.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	The healing process should be as quick and effective as possible; thus, the fracture must be aligned according to the feasible direction, ensaturating it properly, while applying a suitable plaster or cast for the broken bone, if necessary.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	If there is an injury or fracture of the ribs, it can cause severe pain and punctures, so much that even breathing becomes difficult for those who have cried out in agony as if their very bones were pierced; and this leads to difficulties with urination, coughing up blood, and vomiting. This condition is hard to treat.
E ja les Antixs so engeniatz en aquela am motz engientz.	The Jays have engineered a lot of different types of engines.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	E de lor sicut dicit: cave pausas viandas del maladictum quod engendras inflamatus et ventositas, ut ventre sit imflatus et extendus, et fractura impellita ad partes foris.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	If possible, elevate the affected area to reduce swelling and avoid causing an abscess that could worsen if not treated promptly; if it does get worse, apply warm water as soon as possible for relief.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	They suggest that if the wind is too strong, it may cause damage and be potentially dangerous; however, there seems to be a rational basis for this concern as increased winds could lead to an overflow in certain areas due to their fragility.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	For five days they shall apply these plasters to their wounds, which must be covered with clean linen and submerged in olive oil until softened; then place the poultices between the shores where there is a hollow that encompeps you surrounding area. And let it remain well-kept during healing of pleurisy or other illnesses, using herbs and medicines as needed.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	In the event that an individual suffers from a malady and vehemently resists any treatment, if one wishes to puncture them without delay, they should be cautious about where they pierce as it may cause wounds around the area. The instrument used for this procedure must be properly sterilamoistened in order to prevent infections; moreover, the memory of such a painful event often remains vivid and can be easily triggered by similar situations or objects.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	Then adjust the lips of the wound if it's large, using sutures and cover that with a dressing until healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If you develop an abscess, apply warm water and gently press around the area, and ensure to keep it clean with oil of rosemary. Additionally, use antibacterial soap to avoid infection causing bacteria on the abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	A house should be built upon the foundation which supports it, within that is healthy.
Capitol .ix.	In the United States, the Capitol refers to the iconic building in Washington D.cu; it houses the legislative branch of government - Congress. The U.S. Capitol is located on Capitol Hill at the eastern end of the National Mall and is an important symbol of American democracy. It stands as a testament to the nation's history, architecture, and political achievements.
De restauracio de fractura del spondil del dos e del col.	Spondylolisthesis repair of the L2 and L3 vertebrae.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some hernias occur near the rib cage or within the thoracic cavity and resemble intervertebral discs of the spine.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	In case of a cut or wound, consider the following factors to determine if it will heal properly or not: how many times you have cleaned and dressed the wounds previously; whether they are swollen or dead tissue that cannot be stretched or extended, and when pierced with a needle, do not feel pain. Understand that in such cases, it is not healing, and within a few days of neglecting proper care, it can become fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	A: Those wounds and injuries are caused by a narrowing of the veins, so you must realize that your mother's neck is saved and that she will be cured from her illness soon.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If you have doubts about the appearance of water and want to know if it's safe or not, we must take into account its color as well.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Whenever you feel angry or irritated, remember what often happens to others in similar situations, and how they tend to react with bitterness and selfishness; sometimes they even urinate without being able to do so. Remember that this is mortal behavior, and therefore it should not be taken into consideration as a basis for your own actions or advice.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	If Mayse doesn't decide on any of those matters, the cause is better and more plausible.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	The treatment for this condition involves applying a warm compress to the affected area where you may feel stiffness or pain, or have muscle spasms; apply it during the daytime until the inflammation subsides.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	Once upon a time, there was an exceptional healer who possessed the knowledge of various comforting and invigoruting plasters, and could instill courage in those afflicted by pain; he commanded the malady to take rest and find tranquility so that it would not torment the beloved ones who had departed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	The tension of the torn ligaments and bones should be examined to see if there are any dislocations or separations from each other at this time; usually hours later, it is found that some fractures have occurred on the clavicle, so you must expose those bones; then neatly align the lower lip wound with a suture if necessary. In addition, carefully treat any inflamed cuts while ensnaring them to ensure healing.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	In the event of an accidental bone fracture in your horse's hind leg near the joint and it is the offspring of a mare, you should carefully place its right hoof so that the broken end points toward the ground while supporting its weight with your left hand. Gently press down on the other side of the broken bone as much as possible to align them for proper healing.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	I feel as though my wings have been broken by the light, hours passing over me like that, and it's there again, and heal away this storm within which is followed until it's healed.
Capitol .x.	In the United States, the federal government is divided into three branches - legislative (Congress), executive (President and Cabinet), and judicial (Supreme Court). The capital city of the country where these governing bodies reside is Washington D.C., often referred to as "Capitol Hill."
De restauracio de la ancha.	Wide-area network restoration.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the anchovy sauce have been broken and if they are pulled, the resulting fracture is only a communication at the ends of those and run along the length and decline to its parts; moreover, it causes intense pain in that area, puncturing it, and the pancake becomes stunned when it is fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	The rule of Lu's restoration is that you must prolong your hand over the one that lies above the fracture, which shape is it?
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	S if you break it at the joint merely, hours later your arm resembles that of which it is balanced by equality and becomes similar to its original shape when reassembled.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	If the bone is broken or tends to move away from other parts, hours later you will have severe pain in your abdamen that should be ready for restoring that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	Then you shall have taken the paste onto that pause, and placed it upon this splinter of wood or bone, and stretched a tight bandage over which there is no sign of cracking nor movement of the structure.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	The healing of the concavity that is caused by excessive pressure within which balance equals stress, and commands the ailment to sleep on its own sides or underneard its side ribs.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	May you be healed from your abscess quickly, and stop using it as well as its other remedeys until the abscess is calmed down, and rest on water that is mentioned below once this has been achieved; then return to its remedy and strengthen it as before.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	If the old statutes have been repealed or amended, you shall follow the new ones.
Capitol .xi.	Capital XI refers to the eleventh capital city in alphabetical order within a list of countries or states. However, without specific context as to which country's capitals we are ranking, it is difficult to determine exactly what "Capital XI" signifies. If you can provide more details about the region or country being referenced, I would be able to give a more precise answer.
De restauracio de la fractura del adjutori.	Bone healing after the surgical repair of an adductor muscle fracture.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	Assist me in finding the key that lies between left and right at the top of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	Si se corta un círculo por el centro, las dos partes resultantes pueden ser llamadas hemisferios. Cuando restauramos la parte quitada del círculo, tenemos dos opciones dependiendo de cómo decidimos volver a conectar los segmentos restantes:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	The tension between the two extreme positions is being balanced by its appropriate suspension at such a high level.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	Follow the fault line along a segment and extend out your arms, broken at the point where they reach the trill of you in the middle location from which is attached the curve of the trunk. (This sentence seems to be related to seismic waves or geological activity; however, there might have been some confusion as "sezela" does not directly translate into English.)
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	A: Lay the person with a heavy weight on that particular cause of pain; extend their legs apart and place them under the weight. Then gently align the fracture along its natural lines, ensuring it returns to position as the bone heals.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	The other method involves placing the sick person on their back with legs elevated above the level of their head and suspending the upper body by holding onto the shoulders or using straps, while two assistants support the patient's weight beneath them - one supporting from behind near the injured area and the other at the lower end.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	If you wish to make the extension stronger, hours strength is exerted over both fragments and each one of them extends towards their respective parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	If the fracture is close to the end of the bone, it will take about six weeks for half of the healing process on top of the cast and another six weeks after the removal of the cast until full recovery from the fracture.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	If the fracture is caused by a fall, hours of rest are required on that spot and for that injury.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Coat the affected area and apply it according to the instructions given for proper application; do not forget, as this can prevent infection from occurring.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	Mays decides to perform an incision and drainage of the abscess during the seventh day, allowing for a week's pause on wearing his underwear after starting in the first three days when the redness subsided, and then continues with that method.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	The method to apply that cast on the fracture is to wrap adhesive tape over it and then cover this with a waterproof dressing; next adjust the arm brace onto that splint, and place your hand over the affected muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	After the pause, lift up your arms and raise them over the altar, ensuring that your hands are positioned towards the stars, unless any physical cause prevents you from doing so (such as a fractured hand).
E lahoras usa de stelhas.	In the village, they use stars for navigation.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	E is the rule according to which one should pause over that fracture in the stele, provided it has a width and a height greater than those of other steles; also, one should maintain equal distance between each stele and their length should correspond to the breakage ratio by adding three inches from either part.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	Article VII: Regarding the Enforcement of Steles and Their Implementation
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	The stress on the site of the fracture is quite tight.
E quant pus es alonguada la fractura sia la strictura menor.	The surgical procedure is more complicated due to the fact that there are both a larger fracture and a stricter narrowing.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	Then if you repeat the situation of these stones and the injuries as we have described in the time when you restore his position, do it now.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	If you fear an abscess, it is better to have the drainage done immediately within the next seven days as we have advised.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	Article E states that the lending of money at interest in any form or by any means, for a term exceeding three days without being recorded and registered in a public registry is prohibited; also forbidden is the provision of food to the borrower in order to create a sense of urgency due to strictness. Moreover, all situations mentioned above are rectified according to what has been previously stated.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	If the issue is related to a dispute regarding compensation that has not yet led to a lawsuit, you do not have to remove the stain within three days or less; instead, provide an appropriate resolution.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	A be upon thee for the sake of thy soul's peace, and may your woes lie heavy on your shoulders; yet let your hearts remain upright within your bellies.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	In the stillness of full moonlight'atur, ponder upon this entire night or day that shall not be disturbed nor dissolved the figure of a severed limb, or let the sinews be softened; hence rectify yourself completely with your virtue.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	Pause the meal of mutton according to the order which we have previously mentioned, unless the dish is too subtle for a breakfast when it is consumed freshly cooked; then you should let it rest longer.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	The usual treatment for the symptoms of lu is that they should heal within a few days, and it is recommended to stay hydrired and take prescribed baths and ointments which help alleviate these symptoms.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	If the fracture is simple and non-displaced, healing typically occurs within four to six weeks or two months.
Capitol .xii.	Chapter XII - The Capital City
De restauracio de fractura del bras.	Orthopedic surgery for a shoulder fracture repair.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The compost of two bones which are called two forks; one is small and that's the one referred to as a puckle, and the other is large and it's the one hooked behind the small one, from its past side.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	The main window is broken only slightly, and the smaller one as well broke into pieces.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	When the small window is cracked above it, the restoration of light is slight, and its illumination is much lesser.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	The lamp of his eyes is broken from the recent injury, and its recovery will be difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	The sweet scent of those freshly cut flowers makes my heart skip a beat.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	If the bone that is broken affects a small joint above it, immediate medical attention should be sought for its restoration; if possible, take some time off until healing occurs.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	The hot bath soothes better than the cold one; it relaxes me more deeply and vigorcuously.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	When the two foci are closely aligned with each other, the orbit becomes more elongated and less circular.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	The bishop that you should depict in the restoration of his robe and extending it over a cross, have his arms on both sides detached from others and all else as well, while his right hand is lower than the other fingers, and let the malady be centered upon a hanging sickle.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	Let S be a citizen not alien to the high ideals of democracy, so that evil does not prevail in the work.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	The minister extends the hand of partnership from his side towards her while another minister extends support as well.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	A physician should always strive to enhance the well-being of their patients by following the best possible treatment based on current evidence and standards.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	If your will in the bill of rights is achieved, all hours shall endeavor to translate the entire matter into its rightful place at your virtue's behest.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	It seems like the text you've provided is in Occitan (also known as Provençal), a Romance language spoken primarily in southeastern France, Monaco, Italy, and Spain. Here's an attempt to translate your passage into English:
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	If the fracture is at a place called "la plaza", I haven't done anything yet regarding this particular case, and therefore I will take care of that patient.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	If you suffer from an abscess at the beginning of your meal in your restaurant, firstly cover it with a light-coloramoled cloth and let some time pass for its subtlety to decrease. Then gently press the area over the abscess where it's slightly open and apply warm compresses regularly. After that, prepare a poultice made of clayey flour mixed with milk, and place it on top of the swelling. Lastly, make sure there is a light covering or padding applied to protect your injury further.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	The name of the stones from the Brittany region shall be used in accordance with the major provisions or if broken into a fragment or two equal parts.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	In the initial period of healing from a fracture, apply pressure to the area above and below the fracture site. However, once you have been instructed during the beginning of this chapter on how to properly wrap or bandage it, reduce the tightness slightly if it is felt too constrictive.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	The bandages that envelop your fracture should be made of soft cotton and not be too rough or hard, and the adhesive tape you use to secure them properly between thin and thick should be as we have described.
E considera le membre e·l liament aprop alcus dias.	F considers the members' relationship to each other crucial in any group discussion.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	If you get a wound or any injury that requires healing, as soon as possible apply the remedy to the affected area and cover it with water until the pain subsides.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	Let the member enter without delay, and promptly restore normalcy.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	If the sentence is corrected and refined in a similar manner to those of others, then it enhances all your virtues as well.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	E considers whether the nutrient is prohibited from reaching the member due to strictures; however, it's possible that enhancing that area with some exercise for several days prior when introducing that nutrient will strengthen it.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	In case of illness or injury not caused by any of the previously mentioned reasons, you shall be exempted from work for up to two weeks and will receive your regular income during this period.
