Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	And I will conclude with a recollection of every species of fracture, detailed in its chapter separately from the others.
Mota diversitat de fractura en si meteyssa.	Various types of fracture within the body.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	Various types of bone fracture occur in their joints; some are curved fractures or those that happen in the stars; and sometimes, fractures occur according to the length of the bone: these include fractures related to the back and stars as well as non-related ones, such as when writing is prepared, there is a fracture at the tip and disruption in the head, and there is a small crack fracture.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	And for every type, there is a specific remedy in the restoration according to the memory of each one distinguished in their places.
Mota senhal de fractura del os.	Various signs of bone fracture.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	And thus, the bone fracture is known: it is the twist of it, and that prominence and appearance to touch sensation, and those when you press on it with your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	And therefore, when there is no apparent twist or sensation when you touch it while pressing the bone during your palpation, and the patient does not experience much pain, then it is not here that the fracture occurs.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	It is possible that there could be a twist or small crack, where you must palpate the area with your hand and during compression of all sides; make a pause about it considering the medicines which have memory to that moment which corresponds to that place; and then straighten it through subtle constriction.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And know that when the place is curved and does not split into two or otherwise does not occur in the back, as it swells up entirely from its circumference, then you should begin correcting your time starting with where the inflammation appears from the cautery burn.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	And if there appears a burn blister at it, then smooth that for several days until the blister disappears; and then equalize that according to any method you can use for elevation and treatment.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And know that the restoration and realignment of it is a more delicate task than when you encounter back in bone.
E aprop strenh aquel segon que vindra la rememoracio de lu.	And then strengthen it according to the memory of this remedy.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	If in the bone it's back injuries, then an extension of this broken limb from two parts is necessary, whether it be the hand or foot; or with your hand if the member is small; or on two strings or with one string and a hand.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	And if you place your position at which you pause the limbs at their equal according to their natural figure, while spreading the parts from the broken member, then make sure that you return those additions on your own and according to any method you can apply in their places.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	And watch to ensure that you don't cause damage to the patient due to your action or injury during operation; and make sure according to your ability that you apply one bone against another in its best forms, as they are companions.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	And know that during that useful time you touch it with your hand, and if you find any different cause here, correct that and equalize it according to the quantity of your virtue.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	And avoid excessive extension and compression, as some old doctors do when performing operations that can lead to burn blisters due to their actions, or cause contraction in the limbs, as we have seen this through their operations.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	And connect closely, achieve equilibrium and good operation with a tight constraint of that limb, provide rest and tranquility; instruct the patient about this and make them avoid touching that during their nighttime vigil and sleep, observe its changes and movements, take note of its weakness, account for all of its actions through your virtue; and wait to see if the position of the limb is in a place where pain can be assured, which causes it when felt in the disposition of the limb's position or injury; then ensure that you rearrange that into another position of that without feeling any pain; and take care such that the position of that that one is straight and equal, so as not to cause twisting in the limb during restoration.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	And the quality of the constraint of the broken limb is what I've prescribed; for you should know that limbs are diverse in their smallness and largeness and in the shape of those.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And among those that are small, like the arm and similarly easy ones, then know that the envelop should be of thin elastic fabric.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	And those that are large, like the thigh or chest, know that in such cases there should be a firm and hard envelop, so that the elasticity of the material connects to the large and strong limb from all sides with equal constraint, as it does not allow for marks.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And then begin your process of equalization, make a moderately comfortable pause at that, above the site of that fracture with three envelops or four according to which member it is; and strengthen your hand slightly on that membrane.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And then go to that part closer above the site of the fracture, and strengthen gradually so as not to cause your constraint where you have strengthened the site of the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	And then lengthen a little the envelop at the site of the fracture, and gradually soften the constraint as you take hold of a large portion of the place.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	And then take another bend and envelop that other wound over the broken site with an envelop, and then go to those envelops closer to the last part of the fracture; and in your operation focus on constraint and softening in the envelop as we have mentioned in the first envelop above.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And then place between the arches of the foot a cloth or strip on which matches the curvature of the fracture, if there is curvature in it; and if not, do not press any cause in it.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And then place another object upon it, and properly cover these star-shaped envelopes just made, if there is no inflammation or abscess in the area. Then place on that which contains the abscess; and let that one rest for a few days; and then strengthen over those stars.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And let the stars of the cane's tip be made in red, or formed wisely. Or they may be made from wood, or from palm leaves; and each star should have this size and shape:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However, ensure that the star placed over that fracture is much thicker and smaller than the other stars. The length of the star according to its size and fineness as read in members; then strengthen on those stars with another object according to your first stricture; and place them decently upwards according to what we said about stricture, it being your stricture more according to the location of the fracture, and the longer you extend from the fracture, heal the stricture.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And let the threads be medium in thickness and fineness, and use many of them. If the threads are thick, like I've seen during an operation where others placed those cord-like threads during stricture, that's a great mistake, when it was equality with respect to stricture.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And thin threads are not convenient because you will not be able to achieve the stricture with those that you want. And let there be no more than one span between each star.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is laid out at the ends of the stars near the stricture in their locations, then place these on the foot or with padding inside that will not harm them.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some fractures occur due to disease and disruption in the chain, and I will come back with a reminder in that respect in the Capitol according to uniqueness.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And know that not every broken member should be strengthened with stars on the first day; the reason is that when the member is large it may not allow you to press onto the stars but rather around three or seven days, or more, according to your confidence of a potential abscess.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	And this is the method of the plasterers among which the ancients worked, who placed them over fractures, dislocations, and twists.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	The method of plastering as briefly explained in the restoration of fractures, suitable for complicated issues and mostly for women and children, which should be done on what does not receive heat or friction: and you take corn flour powder, which is the essence that floats out from the movement of the grains in the walls of the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And do it like this, rather than sifting it with egg whites, and apply the preparation not thick or fine; and then use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another method for treating fractures and dislocations: mix assafetida, lapdanum, acacia, anula, and myrrh, which is prepared with one thousand grains of salvage, all weighing a drachm each; add five drachms of frankincense and thirty drachms of aloes; use twenty drachms of almond oil or album from the egg if the patient's skin is irritated; then apply this plaster, which has good composition and restores broken bones slightly, and strengthens men's muscles.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another method for plastering which helps with fractures and twists: mix myrrh and white alum at a ratio of one drachm each, frankincense and crocus root in the ratio of five drachms, acacia in the ratio of six drachms, and Armenian madder in the ratio of twenty drachms.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All these are ground in the mortar with the twisted matter, they are sifted and mixed with water or egg white and then administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Method of treating joints and bones detached from their places, and accidental pain occurs in those and at cracks and fractures: take wool thread, immerse it in warm vinegar and oil, then place it on the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	In this plaster, not just restoration is present, but also an application of a cautery and expulsion of pains properly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another method of plaster that restores broken bones: take fig leaves and poppy leaves; mix them together and make a plaster from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	A shortened plastering method for administering restoration of bone fracture and when you want resolution of the remaining pus: use essence of aloe vera, chamomile flowers, violet flowers, flour from poppies, all in equal parts. They are three times wine and one cup of vinegar, if the member has not been cut.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	If it has been cut, then use water infused with elderberry or just water and apply it accordingly.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method of plastering pus for quicker resolution than the first one, when an abscess occurs and requires bone restoration: use aloe vera essence, garlic seeds, dandelion, honey suckle, wild pansy, chamomile flowers, all in equal parts. They should be three times and then each cup with water from artichoke or twice with water or wine, according to the quality of the member and the color of its rest.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	Ypocras does not divide in his free text that should be placed on the flaccid limb requiring restoration, so a cerotta (a kind of bandage) is made of wax and oil rather than any other reason; it's recommended to keep it at a medium consistency between coarseness and fineness.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	Gualia is seen as being placed over the broken limb for its restoration and among the causes of which drying occurs due to quality heat are such like myrrh, ashes and resemble those reasons that we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	A plastering method that alleviates injury and pain: use powdered ashes, burnt bones or elm bark, aloe vera, salt, all in equal parts. They should be ground, sifted, and then mixed to make the plaster.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	The quantity depends on how much inflammation is and should be slightly reduced; you need to consider if there was no pain or swelling, nor has the bone been broken, then it's not moved for several days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if there is strong pain or swelling at the spot, then you should treat it immediately or move that (the affected part), and keep your plaster on it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And take linen cloth and a sea sponge that is wet with vinegar; immerse that in warm water, then wash the affected area until the pain stops and the pain is soothed. Then lay down to rest for an hour; place over it wool thread immersed in vinegar and oil or boiled oil, cover it overnight until you are sure of using a cautery, and ensure the swelling of the limb subsides, soothing the pain.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And then gradually loosen that tightness with small plasters and do not strain your first constraint, apply them gently until it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if you notice that the pus and rigor and pain and swelling and all accidents have already subsided completely, and you need neither plaster nor constriction, then proceed in this way as you did at the beginning evenly.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if there is no cause for the limb from those we have mentioned, then do not move it but wait approximately three to four or five days. And some of these treatments should be left for twenty days according to how it appears from the ease in moving the limb, as we have said, until the fracture adheres and settles into the coagulation of flesh over there.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	And then adjust the constriction more than in your first constriction overall, and adjust to the increase in the thickness of the meat's artery, according to when memory returns for you.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	And if you notice that the fracture site has dried and weakened more than it was before, then know that nutrition can no longer reach there; hence, cover that with vinegar water throughout your treatment. And do this for all three days. Then slightly adjust the constriction, and through this operation to the limb brings about nutrition, it is healed lightly.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	As the people who restore bone fractures in limbs do another treatment when it is not restored properly from the beginning, according to how it progresses and is restored according to its curvature, this is an error according to their operations, causing great fear; if one follows these instructions to widen the old ones in their texts and applies them to this work.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen any of theirs do that, for which it is more reasonable that this does not happen.
Capitol segon: De fractura quan accideys en le cap.	Section Two: About fractures when they occur in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The types of fractures are impacts and their figures are various, and the causes are distinct. Some fractures are caused by impact from space, where the impact stays throughout the bone inside the cranium, which leaves the bone alone; as if it were in the shaft, and for this reason, this type is named 'ascial'. Or the space hits a part of the bone, hitting the flesh of the body without passing through its rear end. And this kind of fracture is called absolute elevation.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	The size of these two fractures is either large or small, and concerning the type of fracture - one that is compressive or expansive. The cause for this involves impact upon or striking into bone, and they resemble each other in their appearance.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is one that nearly reaches the eye socket, leaving damage to it; or it occurs within the bone itself. The size of these types of fractures can either be large or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And when the fracture occurs within the bone, in its subtle depth like hair, thus this type of fracture is named 'capillary'.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And this is the fracture that occurs through impact or striking of bone, resembling it in appearance, causing some layer of the bone to enter into the parts inside, and it occurs at the concave area like what happens when there's an impact on nails resulting from their striking, with the exit part entering into the parts inside.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And this type of fracture mostly occurs in wet bodies, such as children's heads.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And among all these types of separated fractures, they are like stars that are separate.
E yeu vindre am reremoracio de tot aquo en son loc.	And I shall recount all this in its proper place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And I know all these types of fracture through their detection and examination, as well as the investigation into their causes and symptoms of corrupted flesh that are present on them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And the capillary type is known for being revealed on the bone, and it is cleaned off, and its edges are inspected, whereupon a black fracture appears.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	In the treatment of fractures, consider the patient's condition, and if any symptoms indicate clear meaning related to health loss, such as vomiting due to cholera, swelling, loss of understanding, vocal obstruction, fainting, acute fever, nasal irritation, discomfort in those areas, and signs of conditions in major positions. Indeed, they are not healed.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you encounter non-accidental symptoms, you expect health, then you start the treatment for them.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	And the reason is that when you come upon a patient in their condition as they are, especially during winter days, then you should study at the bone's edge on the twelfth day for complete position.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it's during summer days, then you should examine the bone's edge on the seventh day, because what is left of the bone after being damaged by the eye socket, and accidents that we have recounted can occur.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already reached the eye socket, affecting parts that are narrow and expansive, then you should insert the divided part and rub it as I will instruct you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And this is when you examine the head of the patient that is affected, uncovering upon the bone according to custom and manner as possible for you depending on the shape of the injury, and it should be lighter on the head.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if this occurs to you, you must detect the bone, pus from infection or abscess formation, then you oppose against it according to what suits. And you fill the place with draps soaked in an infusion and rubbed oil, causing rest for the injury inside until the abscess is numbed; and be sure of blood flow; then start around the circumference of the bone and in its removal.
E aquo sia segon una de dos manieyras de operacio.	And this should follow one of two operational methods.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And the first method is that you insert the bone with a straight incision instrument, and this is its form: Then you administer another incision tool, one slightly later than the first; and this is its form:
E aprop administra mays le inscissori pus lat que·l segon.	And then administer another incision tool slightly further than the second one.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And you should know that there are various names for different incision tools, some of which are longer than others; and some of them have shorter blades compared to the others, and they end in a sharp point. They can be made from iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them with ease in impact on the incision for not damaging the head and causing injury to it.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong and hard, then you should pierce at the circuit in front of it before administering any incision tools at its tunnels; these are named as tunnels that do not go deep.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	They are not named so merely when they do not reach the end of the bone's test bed up to that which is close to it, for then at the tunnel there would be a rounded end or margin over what remains of its sharp head similar to a margin or small circle. This must prevent being submerged and going beyond the thickness of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	It is advantageous for you to use a large number of these tunnels, each of which corresponds to the thickness of every bone, while having the tip of this tunnel be sharp at all times. The quantity in length and width should match the thickness of this particular bone.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	This is the method for three types of operations: when you are piercing through the bone's fracture line, you place the instrument on the bone and move it back and forth with your fingers until you know that the bone has penetrated; then adjust the tool to another spot, and hold it in such a way that all the quantity of the thickness of the ray or approximately this is removed.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And then you should insert the instrument in such a way that it is between each slice of the bone, making a delicate pus under it as you lift it off, just like we have said, while excavating the bone, or with your hand, or using any other tool with which you might be equipped, like small forceps and similar instruments.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And ensure that with all caution, the cutting instrument does not touch any artery.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And when you have perforated the bone and separated it from the artery if this continues in the patient, and extract it, take care to press and equalize that on the roughness of what is inside the bone at another instrument similar to a cutting tool, but rather use one that is more coarse and delicate than other cutting tools.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if there is any piece of bones that escapes and sticks, then take it with ease on the part where you are supposed to work with instruments; then treat the wound with lint and ointments as we have said.
