Praefatio.	Prologue.
Et si nigredo non accidit, nisi a medicina quae ponitur super ipsum, et est in uirtute illius medicinae, ut faciat illam nigredinem: tunc oportet, ut accipias ex melle partem unam, ex oleo rosato partes tres, et linias cum eis pannum.	And if blackness does not occur except from the medicine applied to it, and that medicine has the power to cause such blackness, then take one part honey, three parts rose oil, and mix them with linen cloth.
Deinde pone ipsum super siphac: postea cura ipsum cum speciebus curationis quae conueniunt, donec sanetur.	Then place it on the siphac [a type of snake]; afterwards treat it with appropriate remedies until it heals.
¶ De restauratione Nasi quando frangitur.	Chapter On the Restoration of the Nose When It Is Broken
Caput IIII.	Chapter Four
Scias, quod non franguntur ex Naso nisi duae partes eius superiores simul, aut una earum: propterea, quod ipse sunt duo ossa: quoniam inferius eius est cartilaginosum, non frangitur, et non accidit ei nisi attritio, et tortuositas, et simitas.	Know that the nose is not broken except in its upper two parts simultaneously or one of them; this is because it has two bones: since the lower part is cartilaginous, it does not break, and only friction, twisting, and bending occur to it.
Si frangitur una duarum partium eius, tunc oportet, ut intromittas digitum paruum in foramen Nasi, et aeques illam fracturam digito tuo indice, et pollice deforis, donec redeat Nasus super figuram suam naturalem: et fiat illud arte, cum facilitate.	If one of its two parts is broken, then you should insert a little finger into the nostril and gently press that fracture with your index finger from inside and thumb from outside until the nose returns to its natural shape. And this should be done skillfully with ease.
Et caue, ne accidat per operationem tuam illam super infirmum dolor.	And be careful lest by your operation you cause pain to the patient.
Quod si fractura est in superiore parte Nasi, et non perueniat ad illam digitus: tunc oportet, ut aequetur extremitate radii, in quo sit grossitudo parua.	But if the fracture is in the upper part of the nose and the finger does not reach it, then you should use the tip of a probe with a small thickness to align it.
Si uero fractura est in duabus partibus, tunc fac simile illius: et propera cum restauratione eius in die primo fracturae, si est possibile.	But if there is a fracture in both parts, then make something similar [to the probe] and hasten to its restoration on the first day of the fracture, if possible.
Et si non, tunc post diem septimum, aut decimum apud quietem apostematis calidi.	And if not, then on the seventh or tenth day when the swelling from the heat has subsided.
Deinde intromitte in extremitate Nasi licinium ex panno lini, si fractura est in parte una: aut intromite duo licinia si fractura est in duabus partibus: et sit in licinio grossitudo tantae quantitatis, quae impleat foramen Nasi.	Then insert a linen wick into the tip of the nose if there is a fracture in one part, or two wicks if there are fractures in both parts. And let the thickness of the wick(s) be such that it fills the nostril.
Et dixerunt quidam antiquorum restauratorum, ut infundantur licinia in butyro, et permutentur omni die.	And some ancient restorers said to imbue the wicks with butter and change them every day.
Illud uero non uidetur mihi, imo oportet, ut infundatur licinium in albugine oui, confecto cum puluere molendini.	But it seems better to me that the wick should be dipped in the white of an egg mixed with fine flour.
Deinde dimitte licinium, donec firmetur os, et induretur cartilago.	Then let the splint sit until the bone sets and the cartilage hardens.
Et quandoque intromittitur in Nasum loco licinii penna anseris, postquam inuoluitur super ipsam pannus lenis: et fit, quod ipsa tenet fracturam Nasi uehementius, et ut non prohibeatur infirmus ab inspiratione.	And sometimes a swan's feather is inserted into the nose instead of a splint, wrapped in soft cloth, to hold the fracture of the nose more firmly and allow the patient to breathe without hindrance.
Et non est haec res necessaria.	This is not necessary.
Si uis, fac illud: et si uis, fac licinia.	If you wish, do this; if you wish, do splints.
Quod si accidat Naso iterum dum operaris apostema calidum, emplastra nasum cum caeroto, aut cum coto infuso in oleo rosato, aut modico ex dyaquilon.	But if the nose is broken again while treating a hot boil, apply poultices made with wax, or cot (cotton) soaked in rose oil, or with a little dill.
Si autem non accidit apostema calidum, tunc oportet, ut emplastres ipsum cum farina sisami, et puluere thuris confecti cum albugine oui.	But if there is no hot boil, then it is necessary to apply poultices made with sesame flour and powdered frankincense mixed with egg white.
Deinde pone super ipsum stuppam lenem, et non liges Nasum cum aliquo omnino.	Then place over it soft wadding, and do not bind the nose with anything at all.
Si uero franguntur ossa Nasi fractura parua, aut comminuuntur, tunc oportet, ut scindas super ea, et extrahas ipsa cum instrumentis quae conueniunt eis.	But if the bones of the nose are broken with a small fracture or crushed, then it is necessary to cut over them and remove them using appropriate instruments.
Deinde sue scissuram, et cura ipsum cum eo quod incarnat, et consolidat ex emplastris conuenientibus ad illud, uel unguentis.	Then close the wound, and treat it with flesh-forming poultices or ointments that suit it to promote healing.
Quod si accidat inter Nasum uulnus, tunc oportet, ut cures ipsum cum liciniis: et administres cannulam de plumbo, donec sanetur.	But if a wound occurs between the nostrils, then you should treat it with splints and apply a lead tube until it heals.
¶ De restauratione Mandibulae inferioris, quando disrumpitur.	On the restoration of the lower jawbone when it is broken
Caput V.	Chapter 5
Quando disrumpitur Mandibula inferior, et fractura eius non est cum uulnere: conspice tunc si est fractura eius deforis tantum, et non frangitur in duo, et curuatur ad interiora: tunc cognitio eius est facilis.	If the lower jawbone is broken without a wound, and the fracture extends only to its outer surface without being completely split into two pieces, then its diagnosis is easy.
Oportet ergo, si est fractura eius in parte dextra, ut intromittas digitum indicem sinistrae in os infirmi: similiter si fractura est in mandibula sinistra, tunc intromitte indicem manus dextrae: et impelle cum eo gibbositatem fracturae deintus cum facilitate ad exteriora cum manu tua altera ab interiori parte ossis decenter, et cum eo aequa ipsam.	Therefore, if the fracture is on the right side of the jawbone, insert your left index finger into the mouth of the patient and push it inward to meet the convexity of the fracture from outside with your other hand placed correctly inside the bone until it is aligned. Do similarly if the fracture is on the left side using your right index finger.
Quod si fractura mandibulae iam separata est in duo, tunc oportet, ut administres extersionem a duabus partibus, secundum rectitudinem: donec possibilis sit aequatio eius.	If the jawbone fracture is already separated into two pieces, then you should apply traction from both sides according to its alignment until it can be realigned.
Si autem iam accidit in dentibus commotio, aut disruptio: tunc stringe illos de quibus speras quod remaneant cum filo auri, aut argenti, aut seta.	But if the teeth have already been displaced or shattered, then secure those that you hope will remain with gold wire, silver wire, or sinew.
Deinde pone super mandibulam fractam caerotum.	Then place on the fractured jawbone a hot compress.
Deinde pone super ipsum pannum duplicatum, et pone super pannum astellam magnam decenter factam: aut frustum cutis soleae aequale, in longitudinem mandibulae.	Next, place over it a doubled cloth, and on the cloth place either a well-made large plaster, or an equal piece of sole leather cut to the length of the jawbone.
Deinde liga ipsum desuper, secundum quod praeparatur tibi ligatura eius, et conuenit ipsius applicatio, donec non destruitur: et praecipe infirmo, uti tranquillitate et quiete: et pone cibum eius sorbitiones lenes.	Then bind it from above according to the preparation of its bandaging and the suitability of its application until it is healed. Instruct the patient to remain quiet and at rest, and provide them with soft foods for sustenance.
Si autem estimas, quod iam alteratur aliquid figurae aliquo modorum: tunc propera, et solue ipsum in die tertio.	But if you judge that there is some alteration of its shape on the third day, then act quickly and remove it.
Deinde rectifica quod alteratum est ex eo, et emplastra ipsum ex puluere molendini, cum albugine oui, aut cum farina sisami, postquam tu abstuleris caerotum: et pone super emplastrum lanam lenem.	Then correct what has been altered and apply a poultice made from ground grain dust with egg white or sesame flour after removing the hot compress. Place over it soft wool.
Dum ergo permanet annexum illud emplastrum super ipsum, et non alteratur ossis dispositio, dimitte ipsum, ne soluas, donec sanetur: aut stringe fracturam.	While that poultice remains applied to it and the position of the bone is not altered, leave it alone without removing it until it heals or else secure the fracture.
Multotiens enim stringitur haec fractura in tribus septimanis.	For often this fracture becomes fixed in three weeks.
Quod si interim accidat apostema calidum, tunc administra illud quod diximus multotiens in sedatione eius, donec remoueatur illud apostema.	But if a hot swelling occurs meanwhile, then apply the remedies mentioned earlier to alleviate it until it subsides.
Et si fractura est cum uulnere, considera.	And if there is also a wound with the fracture, consider this:
Namsi iam separatur ex osse frustum, aut a satagie: tunc subtilia te in hoc, ut auferas illa frusta satagiae cum eo quod conuenit tibi in ablatione eorum ex instrumentis.	If a fragment of bone or splinter has already separated from the bone, then be careful to remove those splinters with appropriate instruments without causing further harm.
Si uero orificium uulneris est strictum, tunc amplifica ipsum cum phlebotomo secundum quantitatem necessitatis tuae.	But if the wound opening is narrow, then dilate it using a dilator according to your need for bloodletting.
Deinde quando abstuleris illa satagie, et non remanserit ex eis aliquid, sue tunc orificium uulneris, si est amplum: et si non, pone super ipsum ex emplastris quae conueniunt ad illud, et incarnant illud, donec sanetur.	Then, after removing the splinters, if any remain, apply an appropriate plaster to widen the wound opening if it is narrow. If not, then apply a plaster that suits and adheres to it until it heals.
¶ De restauratione Furculae, quando frangitur.	Chapter: On the repair of the furcula when broken.
Caput VI.	Chapter 6.
Plurimum quidem frangitur Furcula ab anteriore parte ex parte humeri, et fractura eius fit secundum unum trium modorum.	The furcula is most often broken at its anterior part near the humerus, and its fracture occurs in one of three ways.
Aut enim frangitur et separatur in duo, praeter quod accidant in ea satagiae: et est facilius ad restaurationem eius.	Either it breaks and separates into two pieces without any splinters, which makes restoration easier.
Aut ita, quod accidunt in osse satagiae: et est difficilius ad restaurationem.	Or it happens that there are splinters in the bone, making restoration more difficult.
Aut ita, quod est fractura cum uulnere.	Or it occurs with a wound accompanying the fracture.
Et operatio in ea quando fractura est absque uulnere, est, ut facias praesentes esse duos ministros, ut teneat unus eorum adiutorium quod sequitur Furculam fractam, et alter extendat collum uersus partem.	And when the furcula is fractured without a wound, perform as follows: Have two assistants present, one to hold the broken furcula in place and the other to extend the neck towards that part.
Deinde aequa fracturam digitis tuis, donec fiat forma eius, secundum quod oportet: et non sit in ea eminentia, neque concauitas.	Then align the fracture with your fingers until it is properly shaped without any protrusion or concavity.
Quod si indiges extensione plus, tunc oportet, ut ponas sub titillico infirmi spheram ex panno, aut lana: et sit magnitudo eius secundum quantitatem necessitatis tuae: et extende, et eleua Furculam, et coarta spheram manu tua, donec aeques fracturam, secundum quod oportet.	If you need further extension, then place a spherical pad made of cloth or wool under the patient's chin according to your needs. Then extend and elevate the furcula while compressing the sphere with your hand until the fracture is properly aligned.
Quod si non potes trahere extremitatem Furculae ad exteriora: propterea, quia peruenit ad profundum: tunc oportet, ut resupinetur infirmus super ceruicem suam: et ponas sub humero eius puluinar medium in magnitudine, et premat minister humerum eius ad inferiora, donec eleuetur os Furculae quod est in profundo ad sursum: atque tunc rectifica fracturam, et aequa eam digitis tuis.	If you cannot draw the end of the furcula outward because it has reached too deep, then have the patient lie on their back and place a folded cloth under their shoulder. Have an assistant press down on the patient's shoulder towards the lower part until the buried bone of the furcula is elevated upwards. Then align and straighten the fracture with your fingers.
Si autem sentis sathaiatum ex Furcula, et mouetur: tunc oportet, ut findas super illud, et extrahas ipsum alsathaiatum cum facilitate.	If you feel a splinter from the furcula that moves, then search for it and remove it gently.
Si autem est retentum in osse, tunc ingenia in incisione eius cum uno Incisoriorum quae praeparasti ad illud, postquam tu posueris sub Furcula instrumentum quod seruat sifach: et est instrumentum ex ligno, aut ex ferro.	But if it is stuck in the bone, then use one of the prepared knives to make an incision over it. After placing the retractor below the furcula, which can be made of wood or iron, carefully extract the splinter with forceps.
Et haec est forma eius.	And this is its shape.
Assimilatur cochleari cui non est concauitas.	It resembles an un-hollowed snail shell.
Et sit latitudo eius secundum illud quo indiges eo ex magnitudine ossis, et paruitate eius.	Let its width be according to the size of the bone you need it for, and let it be thin enough not to cause harm.
Longitudo uero eius etiam secundum quod possibile est tibi ad operationem.	As for its length, make it as long as possible for the operation.
Et habeat duas extremitates, sicut uides: et extremitas una sit ampla, et altera stricta.	It should have two ends, one wide and one narrow, as you can see.
Si autem disruptio uulneris quod scidisti quando extraxisti sathaiatum ossis, est ampla, et securaris ab apostemate calido: tunc aggrega duo labia uulneris cum sutura.	But if the wound you made while removing the bone splinter is large and there is risk of bleeding, then join the edges of the wound with stitches.
Et si disruptio est parua, aut times apostema calidum: tunc imple uulnus cum pannis, et puluillis secundum quantitatem scissurae uulneris.	But if the disruption is small or there is no risk of bleeding, then fill the wound with linen and cotton according to its size.
Quod si accidat apostema calidum, tunc infunde pannum in oleo rosato, et aceto, et uino, et pone super ipsum.	If a hot inflammation occurs, then dip a cloth in rose oil, vinegar, and wine, and apply it to the affected area.
Strictura uero ossis quando est absque uulnere, et absque sectione, est, ut ponas super os emplastrum factum ex farina molendini cum albugine oui.	When setting a bone fracture without cutting or wounding, apply a plaster made of flour mixed with egg white over the bone.
Et pone stuppam lenem super ipsum.	And place a soft cotton pad on top of it.
Deinde pone spheram sub titillico eius, si indiges illa.	Then place a splint under the affected limb if necessary.
Deinde accipe himematem, id est, rotam quam tenent Saraceni, quae sit longa ualde: et sit latitudo eius palmi unius, aut circiter illud.	Next, take a roller, which is a long round tool used by the Saracens, with a width of about one palm.
Deinde pone puluillum duplicatum super stuppam et emplastrum.	Then place doubled gauze over linen and the poultice.
Deinde accipe astellam ex tabula subtili, cuius latitudo sit trium digitorum, et in longitudine similiter.	Next, take a star shape from thin wood, three fingers wide and similarly long.
Deinde inuolue eam in panno.	Then wrap it in cloth.
Deinde inuolue pannum illum cum astella in loco alhimemati qui cadit super fracturam et locum.	Then wrap the cloth with the star over the location of the splint that falls upon the fracture and the affected area.
Deinde pone alhimemati super fracturam sicut reuoluiur, et inuolue eam super collum eius, et sub titillico eius sano, et sub titillico eius infirmo: et reduc eam super omnem partem, et quomodo uides quod strictura tenet fracturam strictura decenti: et est illud, quod non occultatur super te, et totum, ut non remoueatur astella desuper os fractum.	Then place the splint over the fracture as I have described, and wrap it around its neck, under its healthy nostril, and under its sick nostril; bring it back over all parts, ensuring that the bandage holds the fracture securely in place without the star being visible or movable from above the broken bone.
Et propter hoc oportet, ut aspicias infirmum in omni die.	And therefore, you must examine the patient every day.
Quotiens ergo mollificatur ligamentum, et uides astellam iam remoueri: tunc rectifica illud, et stringe ligamentum.	Whenever the bandage becomes softened and you see that the star has shifted, then correct it and tighten the bandage.
Deinde pone somnum infirmi super dorsum eius, et pone sub titillico eius apud somnum eius puluinar paruum in nocte, ut cum eo eleuetur adiutorium eius a latere ipsius.	Then place the patient's pillow on their back and put a small bolster under their nostril at night so that their helper can assist them from their side.
Eleuatur ergo fractura furculae per eleuationem humeri.	Therefore, raise the broken collarbone by raising the arm.
Aut liga brachium eius ad collum ipsius: et non soluas ligamentum, si non accidat in loco accidens ex pruritu, aut ab apostemate, usque ad duodecim dies.	Or bind the patient's arm to their neck; and do not remove the bandage unless something happens due to itching or gangrene up to the twelfth day.
Deinde renoua emplastrum, si uideris faciem eius ad illud.	Then renew the poultice if you see that its appearance has changed.
Et adde in strictura, et dimitte ipsum, donec restauretur et coaguletur.	And add to the bandage, and leave him until he is restored and healed.
Et fractura quidem furculae stringitur et confortatur secundum plurimum in uigintiocto diebus: et quandoque fit in quibusdam hominibus in minore illo.	And indeed, a broken collarbone is bound and strengthened most effectively within about twenty-eight days; but sometimes it happens more quickly.
¶ De restauratione fracturae Spatulae.	On the restoration of fractures of the scapula.
Caput VII.	Chapter 7.
Raro frangitur Spatula, et in loco lato eius: et non franguntur ex ea nisi margines eius.	The scapula is rarely broken, and only its edges are fractured.
Quando ergo frangitur ex eo locus, et frangitur in medio eius, et non cognoscitur illud nisi per tactum: tunc secundum quod est figura fracturae conare praeparationem eius.	When a fracture occurs in the middle of the scapula and cannot be seen except by touch, then prepare for its reduction according to the shape of the fracture.
Et reduc eam super figuram naturalem omni modo ingenii, quod est tibi possibile.	Reduce it back into its natural shape using all means at your disposal.
Deinde pone super locum puluerem molendini cum albugine oui, et stuppam lenem, et pone desuper puluillum ex panno duplato.	Then place over the site powder of millstone with egg white, and soft gum, and place over it a wadding made from doubled cloth.
Deinde pone super ipsum astellam latam ex tabula subtili secundum quantitatem Spatulae totius, aut ampliorem ea parum.	Then place on top a broad star-shaped piece of thin wood, either the size of the spatula or slightly larger.
Si uero sub astella est concauitas in aliquo locorum Spatulae, tunc aequa illam concauitatem cum stuppa leni, donec descendat astella secundum aequalitatem.	But if there is a depression under the star-shaped piece of wood in any part of the spatula, then make it even with soft gum until the star-shaped piece sinks to an equal level.
Deinde ftringe desuper cum alhimemati longa, constrictione decenti, et firmitudine astellae, donec non remoueatur a loco suo.	Then bind it tightly from above with linen strips of appropriate length and strength so that the star-shaped piece does not move from its place.
Et considera ligamentum in omni die.	And examine the bandage every day.
Quotienscunque ergo mollificatur ligamentum, stringe ipsum, et aequa astellam si remoueatur a loco suo: et iaceat infirmus super latus suum sanum.	Whenever the bandage becomes loose, tighten it again and make the star-shaped piece even if it has moved from its place: and have the patient lie on his healthy side.
Et Spatula quidem restauratur in uiginti diebus, aut in uigintiquinque diebus.	And the scapula will be restored in twenty days or twenty-five days.
Quando ergo completur iste numerus, tunc solue ligamentum: et tu sis in securitate.	When this number is completed, then remove the bandage: and you shall be safe.
Nam ipsa est ex ossibus quorum communitio non timetur, neque eorum solutio.	For it (the scapula) belongs to those bones whose fracture is not feared nor their union.
Si autem procedat ex osse frustum, et pungit sub cute: tune scinde super ipsum, et aufer ipsum.	But if a splinter of bone protrudes and punctures under the skin, then cut over it and remove it.
Et fac quod diximus in fractura furculae ex sedatione apostematis calidi, si accidat ex eo aliquid.	And do as we have said for fractures of the fork (scapula) concerning the evacuation of a hot abscess if any should occur.
¶ De restauratione fracturae Pectoris.	Concerning the restoration of fractures of the chest.
Caput VIII.	Chapter 8
Pectus quandoque frangitur in medio sui, et raro accidit illud.	The chest sometimes breaks in the middle and rarely occurs.
Extremitates eius quidem plurimum franguntur, et comminuuntur ex accidentibus eius.	Its extremities indeed are most often broken and crushed by its accidents.
Quando frangitur eius medium, quod declinat ad inferiora, et accidit ei dolor uehemens, et difficultas in anhelitu, et tussis: et fortasse euomit sanguinem, et declaratur concauitas in osse fracto, et non occultatur sensui, Restauratio eius est, ut resupinetur infirmus super dorsum suum: et pone inter Spatulas eius puluinar.	When the middle of it is broken and slopes downward, causing severe pain, difficulty breathing, coughing, perhaps vomiting blood, and the concavity in the broken bone is evident to touch, the restoration is as follows: have the patient lie on his back and place a pillow between his shoulders.
Deinde preme humeros eius, et aggrega costas a duabus partibus uel lateribus cum manibus: et subtiliare in aequatione eius, secundum omnem modum quo possibile est illud et conuenit, donec redeat figura ossis, secundum quod oportet.	Then press on his shoulders and bring together the ribs from both sides with your hands, gently adjusting him until the bone returns to its proper shape as much as possible.
Deinde pone super ipsum emplastrum et stuppam, et pone desuper astellam ex tabula subtili ex salice, aut chalingi, et ex eis similibus in leuitate, postquam tu inuoluis eam in panno.	Then place over him a plaster and wadding, and place on top of it a thin plate made of willow or limewood, or similar lightweight material, having wrapped it first in cloth.
Deinde subtiliare in ligando eam super os fractum, ut non remoueatur: et uade cum ligatura secundum rotunditatem ad dorsum aliquotiens, et stringe ipsum strictura decenti.	Then bind the splint firmly over the broken bone so that it does not move, and wrap it around to the back several times with bandages, securing it with a suitable tie.
Deinde considera ligaturam in omni hora, et quotienscumque mollificatur, stringe eam: et si necessitas eius prouocat ad solutionem eius apud pruritum, uel corrosionem quae accidit in loco, aut dolorem, aut apostema: tunc propera, et solue eam, et eradica emplastrum, et rectifica quod accidit cum modo curationis eius.	Then check the bandage at every hour and tighten it whenever it becomes loose. If necessary, remove it for any pruritus, corrosion, pain or abscess that may occur at the site, then quickly replace the plaster and proceed with treatment accordingly.
Deinde reduc emplastrum, si uides ad illud faciem: et annecte ei stricturam, donec sanetur.	Then reapply the plaster if necessary, and continue binding it until healing is complete.
¶ De restauratione Costarum, quando franguntur.	Section on the Reduction of Broken Ribs
Caput IX.	Chapter 9
Scias, quod Costarum fractura non accidit, nisi in locis grossis quae sequuntur dorsum, et ex extremitatibus earum ab anteriori parte.	Know that rib fractures occur only at the thick ends adjacent to the spine and at the front tips of the ribs.
Et non accidit eis attritio, nisi propterea, quia sunt cartilaginosae.	And they do not break except because they are made of cartilage.
Et cognitio ipsius non occultatur sensui apud inquisitionem cum digitis.	And the fracture is evident to touch when examined with fingers.
Et restauratio eius fit ita, ut aeques fracturam cum digitis secundum modum possibilem, donec aequetur figura, secundum quod oportet.	The reduction of a rib fracture is performed by gently manipulating the broken ends with fingers until they align properly in their natural position.
Deinde emplastra, et stringe os fractum cum astella, si indiget illo.	Then apply plaster and splint the broken bone with a plate if necessary.
Et si fractura Costarum est decliuis ad interiora: tunc accidit infirmo dolor uehemens, et punctura, sicut punctura illa quae accidit illi qui habet pleuresim: propterea, quod os pungit uelamen, et etiam ei accidit difficultas anhelitus, et tussis, et uomitus sanguinis multi: et haec est difficilis curationis.	And if the rib fracture slopes inward, severe pain and sharp chest pain occurs, similar to that experienced by a person with pleurisy. This is because the bone pierces the pleura, causing difficulty breathing, coughing, vomiting blood, and making treatment difficult.
Et iam ingeniati sunt antiqui in ea cum ingeniis multis: et ex eis sunt qui dicunt, ut ponas cibos infirmi qui generent inflammationem et uentositatem, ut inflammetur uenter, et extendatur, et impellatur fractura ad exteriora.	But the ancients have devised many methods for this, among which some suggest placing food that causes inflammation and wind in the patient's belly to make it swell up, thus pushing the broken bone outward.
Nos uero abhorremus, ut non fiat caussa uelox ad faciendum apostema calidum, si non accidit.	We, however, reject this method, as it could quickly cause a hot abscess to form if not done correctly.
Si autem iam accidit, tunc addit in eo.	But if it has already occurred, then you proceed accordingly.
Et dixerunt quidam eorum: ponatur super locum uentosa, deinde sugatur cum fortitudine, et est similius ratiocinationi.	And some of them said: place a cupping glass on the site and apply strong suction; this is similar to reasoning.
Verumtamen timetur, quod attrahat uentosa superfluitates ad locum, propter dispositionem debilitatis.	Yet, it is feared that the cupping glass may draw superfluous humors onto the location due to the weakness of the patient's constitution.
Et dixerunt quidam eorum: oportet ut cooperiatur locus cum lana quae iam submersa est in oleo calido: et ponantur puluilli inter Costas, donec impleatur: ut sit ligatura aequalis quando inuoluis eam secundum rotunditatem.	And some of them said: the place should be covered with wool that has been immersed in hot oil, and powdered incense should be placed between the ribs until it fills up, so that when it is wrapped around evenly according to its roundness.
Deinde curetur infirmus curatione pleuresis ex cibo et medicina.	Then the patient should be treated for pleurisy with diet and medicine.
Quod si coartat infirmum res uehemens, quam non tolerat, et os pungit uelamen punctura laedente, et timemus super infirmum: tunc oportet, ut scindamus super locum, et detegamus a Costa fracta.	But if the patient is severely constrained by the pain that they cannot bear it, and the bone pierces the pleura with a harmful puncture, we then fear for the patient. Therefore, we must cut over the location and expose the broken rib.
Deinde ponamus super ea instrumentum quod conseruat sifac, cuius rememoratio praecessit: et incidamus os cum facilitate, et incidamus ipsum.	Then place upon it the instrument called the "siphon," as mentioned earlier; cut the bone easily with it, and also cut into it.
Deinde aggregemus duo labia uulneris, si est magnum cum sutura: et curemus ipsum cum emplastris, donec sanetur.	Then bring together the two lips of the wound if it is large enough to suture; treat it with dressings until it heals.
Quod si accidat interim apostema calidum, tunc propera, et infunde puluillos in oleo rosato, et pone super locum: et curetur infirmus cum eo quod conuenit apostemati.	But if a hot abscess occurs during this time, then promptly take powdered incense mixed with rose oil and apply it to the location. Then treat the patient accordingly for an abscess.
Interim etiam resupinetur super latus super quod dormit, donec sanetur.	Meanwhile he should also lie on his side on which he sleeps until he is healed.
¶ De restauratione fracturae Spondilium dorsi et colli.	Chapter: On the reduction of fractures of the vertebrae of the back and neck.
Caput X.	Chapter 10
Ossibus quidem colli quandoque aduenit fractura, et raro accidit eis attritio: et similiter Spondilibus dorsi etiam.	Indeed, fracture sometimes occurs in the bones of the neck, and rarely do they become worn down. The same applies to the vertebrae of the back.
Cum ergo accidit illud alicui, et uis scire, an sanetur, an non sanetur: tunc confidera.	Therefore, when this happens to someone and you wish to know whether it will heal or not, then consider carefully.
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For if you see that his hands are already softened, paralyzed, and lifeless, and he cannot move them, extend them, or flex them; and when you compress them with your fingers and prick them with a needle, he does not feel it and there is no pain in them: then know that it will not heal, and in most cases it is fatal.
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	But if he can move them and feels the pressure with your fingers and the prick of the needle, then know that the cervical spine is intact, and that the patient will recover with proper treatment.
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	But if it happens similarly to the vertebrae of the back and you wish to know whether it will heal or not, then consider his feet. If they are softened and the same thing has happened to them as to the hands, then when he lies on his back wind passes out involuntarily and waste matter is discharged without his will; and when he lies on his belly waste matter is discharged without his will; and when he lies on his back and wants to urinate but cannot: then know that it is fatal.
Non ergo labores in curatione eius.	Therefore, do not trouble yourself with treating him.
Si uero non accidit ei aliquid ex illo, res est leuior.	But if none of these things have happened to him, the case is less serious.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And its treatment consists in sedating the hot abscess that has occurred. Thus you should apply rose oil alone or with beaten egg whites to the worn-down vertebra.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Place this upon it several times a day until the hot abscess is sedated. Then place one of the strengthening and drying poultices on the spot and bind it with bandage: And instruct the patient to use rest and quiet.
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	And do not let him lie upon that part which is painful until it is healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	But if the bone has worn away or something has separated from it, then you should make an incision through the skin and remove that.
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then join together the two lips of the wound with stitches, if it is large.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then treat it with some flesh-colored substance from among ointments until it heals.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	But if the coccyx bone breaks off last and the end of the tail is finished: Then you should insert your left hand's thumb into the anus and align the broken bone with the other hand as much as possible, with the second alignment.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place upon it and remove it: And treat the wound with the preceding treatment until it heals.
¶ De restauratione Anchae.	On the restoration of the ankle.
Caput XI.	Chapter 11
Raro franguntur ossa Ancharum.	The bones of the ankles are rarely broken.
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they are broken, then the fracture is not complete unless it is comminuted at their ends. They split lengthwise and incline inward, and the patient feels pain and tenderness in that place. The leg becomes paralyzed where it is broken.
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And its restoration is as follows: You should lay your hand upon it until you feel the fracture and know its shape.
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If the fracture is only at its ends, then align it according to your preparation for alignment until it resembles its natural shape.
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	But if the fracture is lengthwise or already inclined inward, then make the patient lie on his back until you have prepared the restoration of that fracture.
