Praefatio.	Prologue.
Et est illud cum uulnere, et absque uulnere.	And this happens with a wound and without a wound.
Et statur super illud totum cum sensu.	And it stands all over it with sensation.
Et restauratio eius est ita, ut aequetur quod disruptum est ex partibus eius cum digitis, donec aggregetur, et coniungatur secundum quod possibile est ex aequatione et facilitate, et fabricatione.	And its restoration is thus: that which was disrupted from its parts should be made equal with fingers until it comes together and joins according to what is possible through equality and ease and artifice.
Deinde pone emplastrum ex farina sisami, uel molendini, cum albumine oui: et pone super ipsum astellam rotundam, si indiges illa: et stringe desuper strictura conueniente ad illud.	Then place a plaster of sesame flour or mill flour with egg white; and place over it a round star if you need one; and bind it with suitable binding.
Deinde considera omnes dispositiones quas narrauimus in reliquis fracturis: sicut apostema calidum, et similia illi: ita, ut opponas omni accidenti cum eo quod conuenit ei, donec sanetur.	Then consider all the dispositions which we have spoken of in other fractures, such as hot abscess and similar things: so that you oppose every accident with what is suitable to it until it heals.
¶ De restauratione fracturae Cruris.	On the restoration of a fracture of the leg
Caput XVII.	Chapter 17
Scias, quod Cruri sunt duo ossa, quorum unum est grossum, et nominatur nomine Cruris: et alterum subtile, et nominatur Focile.	Know that there are two bones in the leg, one of which is thick and is called the shinbone; and the other is thin and is called the fibula.
Et accidit utrisque ex speciebus fracturae quod accidit duobus ossibus brachii: et propter illud fit restauratio eius, sicut restauratio brachii aequaliter, et operatio est una.	And it happens that both of them can be fractured in the same ways as the two bones of the arm; and therefore its restoration is done similarly to that of the arm, and the operation is one.
Quod si franguntur duo ossa simul, conuertitur Crus ad omnes partes.	But if both bones are broken at once, the leg becomes disabled on all sides.
Et si frangitur os subtilius, conuertitur Crus ad anteriorem partem.	And if only the thin bone is broken, the leg turns towards the front part.
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	And if only the thick bone is broken, you will find it below; and it is one of those that are not hidden from you.
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then apply extension, alignment, and splinting according to the method used for the arm equally.
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	However, if the fracture of the leg is a bad one with many pieces, you should use less extension and gentler traction.
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the leg there is something more than in the arm regarding the operation; and it is this: when you have aligned the splints and completed all your work, then take two strips of pinewood bark, which is used in making soles that are placed under boards, and make them from date palm leaves. Choose those that are neither too thick nor too thin, and let their length be equal to the length of the leg from the knee downwards.
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then wrap one bandage around each strip twice along its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	And place one part of the leg on one side and the other on the other side; and let them extend from the knee down to the foot.
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then tie the two strips at three points: at both ends and in the middle.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	For when the leg is immobilized, it deviates to the right and left, but stands well with this method.
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And now, apply a splint made of wood according to the length of the leg, and place the leg in it so that it may be kept from moving.
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	It is especially necessary that you do this when there is a wound accompanying the fracture.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Next, examine the leg every day, and apply treatment diligently until swelling, inflammation or any other conditions have disappeared.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	If any of these things should happen, then apply the appropriate remedy until it is healed, if God wills it.
De fractura ossium Pedis, et Digitorum.	On Fractures of the Foot and Toes
Caput XVIII.	Chapter 18
Calcaneo quidem non accidit fractura penitus.	The calcaneus does not fracture entirely.
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	Sometimes fractures occur in the bones of the foot and toes; however, fractures rarely happen to them except under certain conditions.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	If a fracture occurs in the bones of the foot and you observe that the broken ends are displaced above one another, then the patient should place their foot on the ground as if walking.
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Then stand on it and place your foot on the elevated bone. Next, press down or step on it until it returns to its proper position.
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Next, apply a plaster and lay gauze over it. Then place a small board with two flat heads under the sole of the foot.
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Then bind it with a suitable bandage after you have wrapped it with cloth and other necessary materials.
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	After three or four days have passed, then loosen the bandage.
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	For you will find that the bones are set properly, whether they were broken or displaced.
Operatio ergo in eis est, sicut uides.	The operation on them is performed as follows.
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	If some toes are broken, then restore them and set them properly according to what I have told you regarding the restoration of fingers.
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Then place a splint along the length of the toe and slightly wider. Next, place the small board that I have described under the foot and bind it with a suitable bandage.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	But if two or more bones are broken, then place a splint on each toe wrapped in linen cloth. Then bind the board underneath the foot so that it stands on one head outside of the sole of the foot for good support.
Et conuenit tibi, ut non obliuiscaris, quin consideres omnia quae dixi tibi in reliquis fracturis ex accidentibus quae diximus: et oppone omni accidenti cum eo quod oportet.	And you should not forget to consider all that I have told you about other fractures from accidents that we have discussed, and apply it to each accident accordingly.
¶ De fractura Vuluae mulieris, et ossis pectinis, et uirgae uiri.	On the fracture of a woman's vulva, the sternum bone, and the penis.
Caput XIX.	Chapter XIX
Quando frangitur Vulua mulieris, tunc fac eam sedere quadratam.	When a woman's vulva is fractured, then make her sit on a flat surface.
Deinde inclina eam ad partem dorsi ipsius parumper, et teneatur retro.	Then slightly tilt her towards the back of herself and hold it from behind.
Deinde impleat obstetrix Vuluam eius coto, donec impleat eam: et fiat in Vulua ex eo sicut sphera.	Next, let a midwife fill the woman's vulva with cotton until it is full, so that it becomes round like a sphere.
Deinde concutiatur mulier, et eleua dorsum eius paulatim.	Then strike the woman gently and gradually raise her back up.
Illud enim cotum egreditur, donec fiat ante portam Vuluae sicut sphera, et os fractum redit.	For that cotton will come out until it forms a round ball before the vulva's entrance, and the broken bone will return to its place.
Deinde pone puluillum super dorsum eius.	Then put a pillow on her back.
Quando ergo uult mingere, remoueat cotum cum facilitate, deinde mingat: et reduc ipsum secundum modum, quo intromisisti ipsum in primis: deinde redeat ad puluillum suum primum.	Therefore, when she wants to urinate, remove the cotton gently, then let her urinate. Then replace it according to how you first inserted it. Afterwards, she should return to her pillow.
Faciat illud septem diebus, aut circiter, os ipsum enim restauratur.	Let her do this for seven days or thereabouts, for the bone itself will restore.
Et si uis, accipe uesicam ouis, et stringe super foramen eius cannulam arundinis, et intromitte uesicam totam in Vuluam eius.	And if you wish, take a goose's bladder and tie a reed tube onto its opening. Then insert the entire bladder into her vulva.
Deinde suffla in cannulam cum uirtute, donec infletur uesica intra Vuluam, fractura enim redit.	Then blow through the tube with force until the bladder is inflated inside the vulva, for then the fracture will heal.
Deinde impleatur cum coto, et stet aliquot diebus, secundum quod narrauimus, donec sanetur.	Then fill it with cotton and let it remain like that for several days, as we have described, until it is healed.
Et quando frangitur os Pectinis uiri, aut mulieris, tunc administra in restauratione eius, et ipsius aequatione illud quod narrauimus in osse Anchae.	And when the sternum bone of a man or woman is fractured, then use what we have described for the restoration and alignment of that bone on the ankle.
Et non occultatur rectum in his fracturis propinquis, quae parum contingunt, praecipue cui est quiddam studii, uel usus.	And it should not be concealed that in nearby fractures which happen sometimes, especially those who are skilled or experienced.
Et intellige librum meum istum multum, quoniam fractura ipsa significat tibi in pluribus dispositionibus uiam rectam in restauratione sui, et strictura sui: intellige ergo.	And understand my book well, for the fracture itself indicates to you in many arrangements the correct path towards its restoration and straightening: therefore understand.
In Virga autem uiri quando frangitur, accipe guttur anseris: et intromitte uirgam in ipso.	When a man's virga breaks, take a swan's neck bone and insert the virga into it.
Deinde pone super ipsum inuolutionem ex panno, et inuoluatur, et dimittatur tribus diebus, aut circiter eos, et sanabitur, si Deus uoluerit.	Then place over it a wrapping of linen cloth, and let it be wrapped up, and allow to remain for three days or thereabouts, and it will heal if God wills.
¶ De restauratione fracturae ossium, quando est cum uulnere.	On the restoration of bone fractures when accompanied by wounding.
Caput XX.	Chapter 20
Conuenit ei cui accidit fractura cum uulnere, praecipue si est magnum, sicut os coxae, aut adiutorii, aut simile illi, ut properes, et phlebotomes ipsum statim: si attestantur tibi conditiones phlebotomiae, sicut praemisimus.	For him who suffers a fracture accompanied by wounding, especially if it is large like the thighbone or collarbone, hasten to perform bloodletting upon him immediately: if you find that the conditions for bloodletting are present, as we have previously mentioned.
Quod si uulnus effluit sanguinem, tunc oportet, ut properes ad abscisionem eius, ita ut puluerizes super ipsum zegi tritum: si non est tibi praesens aliud.	But if the wound is flowing with blood, then it is necessary that you hasten to cut it off, so that you powder over it powdered frankincense: if none other is present.
Deinde incipe restaurare fracturam in illo eodem die: et non postponas illud, si non accidit apostema.	Then begin restoring the fracture on the same day: and do not postpone it unless an abscess should occur.
Si uero accidit apostema calidum, tunc dimitte restaurationem eius usque ad diem nonum, donec sedetur apostema.	But if a warm abscess occurs, then delay its restoration until the ninth day, until the abscess subsides.
Et non appropinques ei in die tertio, et quarto omnino, nam tu faceres ei accidere accidentia mala.	And do not approach him on the third and fourth days altogether, for you would cause him evil consequences.
Si autem os fractum est eminens super cutem detectum: tunc oportet, ut coneris reducere ipsum, et aequare ipsum manibus tuis cum facilitate et extensione parua.	But if the broken bone is prominent above the skin and exposed, then it is necessary that you attempt to reduce it and make it even with your hands using gentleness and slight extension.
Si autem non praeparatur extensio eius, et ipsius aequatio manibus tuis: tunc reduc ipsum cum isto instrumento.	But if its extension and its leveling by hand do not prepare themselves, then reduce it using this instrument.
Et est instrumentum quod fit ex ferro, cuius longitudo est quantitas septem digitorum, aut octo: et eius latitudo est secundum quantitatem uulneris.	And the instrument is made of iron, whose length is seven or eight fingers, and its width according to the size of the wound.
Et propter illud necesse est medico, ut accipiat ex eis tria, aut quatuor secundum quantitatem qua indiget ad illud ex curatione in omni specie fracturae.	And therefore it is necessary for the physician to take from them three or four according to the size needed for that purpose in every kind of fracture.
Et sit rotundum: et sit in eo grossitudo parua, ut non duplicetur apud compressionem super ipsum in hora operationis: et sit acutae extremitatis, cui sit margo in extremitatibus suis.	And let it be round and have a small thickness so that it does not double over upon itself during compression at the time of the operation, and let its extremity be sharp with an edge at both ends.
Et sit superius eius ad grossitudinem ex medietate eius usque ad inferiora.	And its upper part should gradually taper down to its lower end.
Et haec est forma eius.	This is its shape.
Oportet in Hac Operatione, ut ponatur extremitas eius acuta curuata super extremitatem ossis eminentis: et impelle ipsum cum eo uice una, donec quando redit os et aequatur quadam aequatione.	In this operation, it is necessary to place its sharp curved end on the prominent edge of the bone and push it with it until the bone returns to its proper alignment.
Conare ergo aequare extremitates fracturae adinuicem.	Therefore strive to bring the ends of the fracture together evenly.
Quod si extremitates eius fracta est subtilis, et non accipit eam instrumentum accaeptione bona, tunc opotet, ut incidas extremitatem illius ossis, donec instrumentum potestatem habeat eius.	But if its ends are fragile and the instrument cannot grip them well, then it is necessary to cut off part of that bone until the instrument can securely grasp it.
Si uero non potes reducere eos cum eo quod narrauimus omnino, tunc incide ipsum cum eo quod conuenit ei ex Incisoriis quae diximus: aut serra ipsum cum una serrarum quocunque modo possibile est tibi.	But if you cannot reduce them with what we have mentioned at all, then cut it with the appropriate instrument from those which we have described, or saw it with one of the saws in whatever way is possible for you.
Deinde rade illud quod remanet in osse ex asperitate et corticibus minutis.	Then scrape off what remains on the bone from any roughness and small ridges.
Cum ergo reducitur os, et inuenit infirmus post reductionem eius dolorem uehementem laedentem, tunc scias, quod os non rediit ad locum suum naturalem.	Therefore, if after the bone has been reduced the patient feels intense pain afterwards, know that the bone has not returned to its natural place.
Fac ergo illud.	Do this:
Nam tu confers infirmo iuuamentum magnum, cum completur restauratio tua quam facis ossi.	For you shall apply a great splint when your reduction of the bone is complete.
Tunc submerge pannum in uino stiptico, nigro.	Then soak a cloth in pitch-black wine vinegar.
Et proprie si est in aestate.	Especially if it is summer time.
Et non ponas super uulnus caerotum, neque aliquid in quo sit oleum: ut non faciat accidere in ipso putredinem et corruptionem.	And do not place any dressing containing tar or anything with oil on the wound, lest it cause gangrene and decay.
Deinde administra astellas in hora complementi tui a restauratione ossis.	Then apply dressings at the time of completion of your reduction of the bone.
Et dimitte uulnus detectum: ita, ut incidas cum forficibus foramen in inuolutionibus secundum quantitatem uulneris.	And leave the wound uncovered, making a small incision with forceps into its folds according to the size of the wound.
Et caue omni cautela, ne stringas uulnus cum fractura.	And beware of all precautions not to stitch up the wound along with the fracture.
Multotiens enim fecerunt istud stolidi medici: et fecerunt accidere super infirmos suos aut mortem, aut corrosionem, aut zuchem, id est, saniem.	For foolish physicians have often done this: and they brought upon their patients either death, or gangrene, or pus, that is, corrupted blood.
Et sit strictura tua mollis, lenis, diuersa stricturae fracturarum reliquarum.	And let your stitch be soft, gentle, unlike the stitching of other broken parts.
Quod si uulnus est malum, aut est uulnus magnum, et times super ipsum quaedam accidentia mala quae narrauimus, et inuenis dolorem in loco suspensum: tunc non oportet, ut ponas super ipsum astellas.	But if the wound is bad or large, and you fear some ill accidents may happen as we have spoken of, and find pain suspended in the place: then it is not necessary to apply poultices.
Et fac eis inuolutiones ex pannis duris in loco astellarum, et stringe ipsum cum eis.	And make compressions with hard cloths in the place of poultices, and bind it with them.
Cum autem est post diem unum, aut dies duos, et uides uulnus iam incipere, ut in eo generetur pus: tunc aufer desuper ipsum pannum quem posuisti super ipsum cum uino.	But when after one day or two days you see that the wound has begun to form pus, then remove from above the cloth which you had placed upon it with wine.
Deinde administra licinia, et unguenta cum quibus de consuetudine nostra est, ut medicemur uulnera: sicut unguentum tetrapharmacon, et similia illi.	Then apply lint and ointments according to our usual custom for dressing wounds: such as the ointment tetrapharmacon, and others like it.
Et conuenit tibi, ut soluas ligamentum.	And it is fitting that you should loosen the bandage.
Et considera uulnus in omni die mane et uespere, donec consolidetur, et sanetur.	And consider the wound every day morning and evening until it is consolidated and healed.
Et oportet, ut praeparetur membrum taliter, ut currat ex eo pus ad inferiora cum facilitate.	And it is necessary that the member be prepared in such a way that pus flows downwards from it with ease.
Quod si praetereunt uulneri dies multi, et non consolidatur, neque abscinditur pus ab eo: tunc scias, quod illic sunt satagie ossis parua.	But if many days pass and the wound does not consolidate nor is the pus expelled from it, then know that there are fragments of bone stuck in it.
Quare oportet, ut inquiras uulnus cum tenta.	Therefore you must examine the wound with probes.
Quot uero ex illis alsatagie sunt separata, remoue ea, et extrahe ipsa.	And however many small bone fragments are found stuck together, remove them and extract them.
Et quae ex eis sunt non separata, et pungunt membrum, et faciunt accidere dolorem, conare incidere ea, et auferre ea omni modo quo possibile est tibi illud.	And those which cannot be separated and are piercing the member and causing pain, try to cut them out and remove them in any way you can.
Quod si accidat uulneri zuchen, aut ekileten, id est, estiomenus, aut species alia corruptionis et putrefactionis: tunc oportet, ut opponas unicuique ex eis cum eo quod conuenit ei ex curatione, cuius praecessit narratio in capitulo suo.	But if corruption or gangrene appears on the wound, or inflammation, that is, inflammation, or any other kind of putrefaction: then it is necessary to apply to each one of them its appropriate treatment, which has been described in its own chapter.
Et ex eo in quo oportet ut stet sermo meus, et cui facias praesentem mentem tuam quando frangitur os, et eminet super membrum, sicut os coxae, et adiutorii, et similia eis ex membris magnis, est, ut non praesumas attractionem eius, multotiens enim accidit ex illo mors, imo dimitte ipsum, donec putrefiat.	And in that which it is necessary for my speech to remain, and when you apply your mind to this present matter when a bone breaks and projects beyond the limb, such as the hip bone or the collarbone, and similar ones among the large limbs, it is that you should not attempt reduction, for many times death has resulted from this, nay, leave it alone until it putrefies.
Fortasse enim cadet per se post uiginti dies, aut triginta.	For perhaps it may reduce itself after twenty days or thirty.
Tunc ergo cura uulnus, si uidetur tibi: et sinon, dimitte ipsum.	Therefore treat the wound if it appears to you good: and if not, leave it alone.
¶ De curatione Nodationis in uestigio fracturae.	Chapter: On the Treatment of Swelling at the Site of a Fracture.
Caput XXI.	Chapter 21.
Multoties accidit haec Nodatio in uestigio sanationis fracturae.	Swelling often occurs at the site of the healing of a fracture.
Praecipue, quae est prope iuncturas: et foedatur ex ea figura membri.	Especially when it is near joints and causes distortion of the shape of the limb.
Et fortasse prohibet membrum ab operatione sua naturali.	And perhaps prevents the limb from its natural function.
Considera ergo tunc, si nodatio est recens: administra in ea medicinas quae stipticitatem habent, sicut aloe, et olibanum, et myrrha, et sarcocolla, et acacia, et similia eis.	Therefore, if the swelling is recent, apply to it medicines that have astringent properties, such as aloe, and frankincense, and myrrh, and styptic gum, and acacia, and similar ones.
Ita, ut accipias ex istis quasdam, aut omnes eas: et confice eas cum uino stiptico, aut cum albumine oui, aut cum aceto: et pone eas super nodationem in stuppa, et stringe eas super ipsam strictura bona.	Thus, so that you take some of these or all of them: and mix them with astringent wine, or with egg white, or with vinegar: and place them on the swelling in cotton wool, and bind them firmly upon it.
Et dimitte stricturam, nec soluas eam diebus multis.	And leave the bandage untied for many days without removing it.
Deinde solue eam, et itera aliam, donec remoueatur nodatio.	Then remove it, and repeat another one until the swelling disappears.
Aut stringe super ipsam laminam plumbi decenter.	Or apply a sheet of lead over it appropriately bound.
Plumbo enim est proprietas remouendi omne quod timetur ex membris.	For lead has the property of drawing out all that is feared from limbs.
Si autem nodatio iam in lapidem conuersa est, et stricta est, et festine prouocat necessitas ad auferendum eam: tunc finde super eam ex superiori parte eius, et incide superfluitatem eminentem: aut rade eam cum quibusdam rasoriis, donec remoueatur: et cura ipsam, donec sanetur.	But if the swelling has already turned to hard matter and is tense and pressing, and there is urgent need to remove it: then make an incision over it from above and cut away the excess projection: or shave it with certain razors until it is removed: and treat it until it heals.
¶ De curatione quando restauratur, et remanet membrum post illud subtile, non secundum naturam suam.	§ On treating when restoration occurs but the limb remains thin, not according to its natural state.
Caput XXII.	Chapter 22
Quando restauratur fractura ossis, et remanet membrum post illud subtile, debile: tunc non fit illud nisi propter caussas multas.	When a bone fracture heals and the limb remains thin and weak afterwards, this happens only due to many reasons.
Quarum una est, multitudo solutionis ligamenti et ligationis eius non secundum quod oportet: aut propter superfluitatem stricturae ligamentorum, donec prohibeatur nutrimentum currere ad membrum: aut propter multitudinem embrocationis superfluae in non sua hora: aut propter paucitatem sanguinis in corpore infirmi, et debilitatem eius.	One of these reasons is excessive tying and untying of the ligaments, not according to what is appropriate; or due to an excess of tightness in the ligaments, preventing nourishment from reaching the limb; or due to excessive use of ointments at the wrong time; or due to a shortage of blood in the weakened body.
Et curatio illius est, cibare infirmum, et tenerum facere corpus eius, donec multiplicetur sanguis in eo.	And the treatment for this is to feed the patient and make their body tender until there is an abundance of blood in them.
Et administra balneum.	And apply a warm bath.
Et intromitte gaudium et laeticiam super eum.	And bring him joy and gladness.
Deinde pone picem super membrum: ut attrahat pix ad ipsum nutrimentum multum.	Then place pitch on the limb so that it attracts much nourishment to it.
Et assiduet embrocationem eius cum aqua tepida, donec currat nutrimentum, et redeat ad figuram suam naturalem.	And apply warm water compresses to it continually until nourishment flows and the limb returns to its natural shape.
¶ De curatione ossium fractorum quando restaurantur tortuose.	§ On treating broken bones that heal crookedly.
Caput XXIII.	Chapter 23
Quando accidit membro iam restaurato post sanationem eius tortuositas, et eminentia ossi fracto, aut nodatio: et foedatur per illud forma membri, uerumtamen membrum non prohibetur ab operatione sua naturali: tunc non oportet ut recipias sermonem eius, qui existimat, ut frangatur membrum denuo.	When a limb has healed crookedly after a fracture, with the bone prominence or swelling causing deformity but not preventing its natural movement, do not listen to anyone who suggests breaking the limb again.
Et iam fuerunt multi stolidorum medicorum et restauratorum, qui fecerunt illud in terra nostra.	And many foolish doctors and healers have done this in our land already.
Et haec quidem operatio est uituperabilis ualde, perducens ad mortem, uel timorem magnum, ut scilicet sit mortalis.	This operation is indeed highly reprehensible, leading to death or great fear, making it life-threatening.
Verum si claudicatio et nodatio sunt recentes: tunc oportet, ut embrocetur cum aqua tepida, in qua decoctae sint herbae mollificantes, sicut folia alteae, et radix eius, et mellilotum, et illis similia.	But if the limp and swelling are recent, then it is necessary to apply warm water compresses with herbs that soften, such as leaves of mallow and its root, and marshmallow, and others like them.
Et fiat ei emplastrum cum emplastro mollificatiuo, sicut dyachilon decenter factum.	And a poultice should be made for him with a mollifying plaster, such as dachylion well-made.
Aut sumatur mucilago radicis alteae, et concutiatur cum adipe gallinae, aut oleo sisamino: et emplastretur cum eo.	Or else the mucilage of mallow root may be taken and pounded with chicken fat or sesame oil; and a poultice should be made with it.
Aut sumantur ficus pingues, et terantur cum fimo columbino, et similibus eis quae nominantur ex medicinis diminuentes consolidationem.	Or else take ripe figs, grind them with pigeon dung, and similar things which are named among medicines that reduce swelling.
Et quandoque soluitur nodatio cum fricatione assidua, antiqua, et leni, quae fit cum manibus humidis.	And sometimes the swelling is dissolved by continuous, gentle rubbing of long standing with moist hands.
Et administretur motus membri ad omnem partem in horis omnibus.	And motion should be given to the member towards every part at all times.
Si autem tortuositas iam antecessit, et fortis facta est, et conuersa est in lapidem, et prouocata est necessitas ad curatonem eius cum ferro: tunc oportet, ut secetur superius eius, et soluatur continuatio ossis, et incidatur quod superfluit ex nodatione aut osse cum Incisoriis subtilibus: et administretur facilitas in illo cum sollicitudine et studio.	But if the curvature has already preceded, become strong and turned into a stone, and there is necessity for its treatment with iron, then it must be cut above it, and the continuity of bone solved, and what has flowed out from swelling or bone cut away with fine forceps; and care should be taken to make it easy with diligence and skill.
¶ De sermone in Dislocatione.	Chapter on dislocation of joints.
Caput XXIIII.	Chapter 24.
Dislocatio est exitus alicuius iuncturarum a loco suo.	Dislocation is the displacement of any joint from its place.
Quare prohibetur a motu suo, et foedatur figura membri.	Therefore it prevents motion and disfigures the member.
Et facit accidere super infirmum dolores, et laesiones uehementes.	And causes sharp pains and severe injuries to occur over the weak part.
Quando ergo accidit alicui dislocatio, tunc oportet festinare ad restaurationem eius: neque tardet eam omnino.	Therefore when dislocation occurs, it is necessary to hasten its restoration; let not at all delay be made in it.
Nam si tardatur, apostematur locus, et fortasse cum eo reductio dislocationis.	For if delay occurs, the place will inflame and perhaps also reduction of the dislocation will become impossible.
Propter illud ergo non oportet, ut moueatur, neque extendatur in hora apostemationis eius.	Therefore it is not necessary to move nor stretch it during the hour of inflammation.
Quoniam multotiens facit accidere spasmum, et dolores laedentes.	For often it causes spasm and hurting pains to occur.
Verum quando accidit illud, tunc oportet, ut properes ad phlebotomiam infirmi.	But when this occurs, then it is necessary to hasten to bleed the patient.
Deinde dimittatur, donec quiescat apostema.	Then let him be left alone until inflammation subsides.
Deinde embrocetur membrum cum aqua calida et oleo.	Then apply to the limb water and oil warmed up.
Deinde reducatur cum facilitate.	Then it is reduced with ease.
Et curetur omne membrum cum eo cuius rememoratio ueniet in loco suo.	And the entire limb should be treated together with that for which its memory will come to mind in its place.
Ego quidem iam ordinaui capitula dislocationis, etiam secundum quod praecessit in fractura, a superiori parte corporis usque ad inferiorem eius.	Indeed, I have already arranged chapters on dislocations, including those that follow fractures from the upper part of the body to its lower parts.
¶ De cura dislocationis Mandibulae inferioris.	¶ On the Treatment of Dislocation of the Lower Jaw
Caput XXV.	Chapter 25
Parum dislocantur duae Mandibulae nisi raro.	The two jaws are rarely dislocated unless it is a rare case.
Et dislocatio ambarum fit secundum unum duoru modorum.	And dislocation of both occurs in one of two ways.
Aut enim remouentur a locis suis remotione parua, et mollificantur parumper.	Either they are moved slightly from their places and softened briefly.
Aut dislocantur dislocatione integra, completa, donec mollificentur ad partem pectoris, donec currat saliua infirmi, et non possit tenere eam, neque possit claudere os suum, et inuoluatur lingua eius cum sermone.	Or they are completely dislocated and softened until they reach the chest area, causing the patient's saliva to flow freely, and preventing them from closing their mouth or speaking coherently.
Quando autem dislocatio eius est parua, tunc redit in pluribus dispositionibus per se cum paucitate.	But when the dislocation is slight, it usually returns by itself with few applications.
Si uero est dislocatio completa, integra: tunc oportet, ut administretur reductio eius uelociter, et non tardetur penitus: et est, ut teneat minister caput infirmi: et intromittat medicus pollicem manus suae unius in radicem Mandibulae dislocationis inter os eius, si dislocatio est a parte una.	But if the dislocation is complete and entire, then it must be reduced quickly without delay. The assistant should hold the patient's head, and the physician should insert their thumb into the root of the dislocated jaw between the teeth on one side.
Aut intromittat duos pollices suos simul, si dislocatio est a duabus partibus.	Or they should insert both thumbs simultaneously if the dislocation is from both sides.
Et reliqui digiti manuum eius sint extra, quibus aequet.	And the remaining fingers of their hands should be placed outside where it fits properly.
Et praecipe infirmo, ut mundificet Mandibulas suas, et absoluat eas ad manducandum ad omnem partem.	And instruct the patient to cleanse their jaws and prepare them for chewing on all sides.
Et medicus aequet Mandibulam, et impellat Mandibulam, donec redeat ad locum suum.	And the physician should balance the jaw and push it until it returns to its proper place.
Quod si difficilis sit reductio eius, praecipue si sunt ambae Mandibulae simul: tunc administra uaporationem cum aqua calida, et oleo, donec fiat facilis reductio ambarum: neque tardes reductionem ambarum omnino, sicut diximus.	But if reduction is difficult, especially if both jaws are dislocated at once, then administer steam with hot water and oil until reduction becomes easy. Do not delay the reduction of both jaws altogether, as we have said.
Cum ergo redeunt et aequantur, et clauditur os infirmi, et non mollificantur: tunc pone super eas puluillos pannorum, cum ceroto quod sit factum ex cera: et oleo rosato.	When they return and are balanced, the patient's mouth closes without softening, then place on them pads of linen with cerate made from wax and rose oil.
Deinde ligetur cum facilitate cum ligamentis mollibus.	Then it should be bound gently with soft bands.
Et sit somnus infirmi super dorsum suum: et caput eius sit stans inter duo puluinaria, ut non moueat ipsum ad dextram et sinistram: neque conetur, uel cogatur masticare aliquid: imo ponatur cibus eius sorbitio lenis, donec quando remouentur dolores, et nodatur Mandibula: tunc comedat quod uult, et administretur illud cum facilitate.	And let the patient sleep on their back with their head supported between two pillows so that they do not move to the right or left. They should neither chew nor be made to chew anything; rather, they should have soft foods until the pain subsides and the jaw is bound. Then they may eat as they wish, administering food gently.
Non laboret super operationem oris sui apud comestionem et potum, et oscitationem, donec nodetur Mandibula, et sanetur.	The patient should not exert themselves in eating, drinking, and spitting until the jaw is bound and healed.
Quod si difficilis fiat reductio duarum Mandibuiarum, quando dislocantur in hora aliqua, et non conuertuntur ad loca sua: tunc multotiens accidunt inde febres, et soda assidua: et fortasse soluitur uenter infirmi, et fortasse uomit choleram puram.	If the reduction of the two jaws is difficult when they are dislocated at some time and do not return to their proper places, then frequent fevers and continuous sweat may occur, and perhaps the patient's belly will be relaxed and they may vomit pure bile.
